@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
1.6909,16.5411,4.0671,19.2786,-0.2051,2.8177,3.9047,1.976,11.2199,-0.5818,1.6909,16.5411,4.0671,19.2786,-0.2051,5.8149,16.8323,4.1027,20.9444,0.0904,0.6001,1,0.2908,1.6664,0.4846,0.2908,2.0582,1,0.9913,0.4859,0.4816,0.9913,4.2362,1,0.9827,0.2361,0.232,0.9827,0.7952,1,-1.5757,1.2576,-1.9816,-1.5757,2.2553,1,0.6947,0.4434,0.308,0.6947,1.7183,1,0.9205,0.582,0.5357,0.9205,0.0099,8.6719,-0.0234,1,0.9486,-0.0234,0.0379,0.9486,1100,0,0,0,1,?,?,?,?,?,PANTALONI
6.3917,0.1677,0.4095,2.2863,0.6855,7.4287,0.1439,0.3794,1.7151,0.7981,6.3917,0.1677,0.4095,2.2863,0.6855,11.7151,0.1308,0.3617,2.253,0.824,0.8604,1,0.5456,1.1622,0.6341,0.5456,1.0795,1,1.1321,0.9264,1.0488,1.1321,1.1652,1,1.2816,0.8582,1.0999,1.2816,0.7351,1,0.4724,1.3604,0.6427,0.4724,0.8558,1,0.5679,1.1684,0.6635,0.5679,1.3331,1,1.0148,0.7501,0.7612,1.0148,0.0311,20.2122,-0.551,0.9998,0.8157,-0.551,0.0319,0.8157,1100,0,0,0,1,?,?,?,?,?,PANTALONI
6.6979,0.5023,0.7087,3.1242,0.5961,7.1962,0.3513,0.5927,2.3697,0.7283,6.6979,0.5023,0.7087,3.1242,0.5961,11.9443,0.1978,0.4448,2.322,0.8235,0.9308,1,0.5608,1.0744,0.6025,0.5608,1.1959,1,1.5934,0.8362,1.3325,1.5934,1.4301,1,2.5391,0.6993,1.7755,2.5391,0.7259,1,0.4256,1.3776,0.5863,0.4256,0.8869,1,0.588,1.1275,0.663,0.588,1.3184,1,1.3455,0.7585,1.0205,1.3455,0.0307,20.592,-0.8997,0.9999,0.9336,-0.8997,-0.6905,0.9336,1100,0,0,0,1,?,?,?,?,?,PANTALONI
5.2846,18.0117,4.244,17.8159,-0.2465,3.6523,2.8757,1.6958,9.4167,-0.1258,5.2846,18.0117,4.244,17.8159,-0.2465,9.3729,20.2418,4.4991,18.6185,0.0982,1.4469,1,0.5638,0.6911,0.3897,0.5638,2.5027,1,0.9433,0.3996,0.3769,0.9433,6.2633,1,0.8898,0.1597,0.1421,0.8898,3.3474,1,-1.7372,0.2987,-0.519,-1.7372,1.7088,1,0.6923,0.5852,0.4051,0.6923,1.8919,1,0.9569,0.5286,0.5058,0.9569,0.0218,15.0354,0.1052,1,0.962,0.1052,0.2082,0.962,1100,0,0,0,1,?,?,?,?,?,PANTALONI
-2.5322,11.3349,3.3667,14.5822,-6.4706,3.4726,18.7342,4.3283,16.9209,-0.767,-2.5322,11.3349,3.3667,14.5822,-6.4706,7.5675,9.0212,3.0035,16.0114,0.1653,-0.7292,1,-0.3346,-1.3714,0.4589,-0.3346,0.7778,1,1.1209,1.2856,1.4411,1.1209,0.605,1,1.2565,1.6528,2.0767,1.2565,1.7196,1,-3.9822,0.5815,-2.3158,-3.9822,0.2038,1,0.1018,4.9058,0.4992,0.1018,0.8618,1,0.9107,1.1604,1.0568,0.9107,0.0131,10.7619,0.9509,1,-0.7984,0.9509,-0.7135,-0.7984,1100,0,0,0,1,?,?,?,?,?,PANTALONI
-1.4741,10.2431,3.2005,13.8002,-5.1576,4.6152,22.7665,4.7714,20.9734,-0.6473,-1.4741,10.2431,3.2005,13.8002,-5.1576,7.7739,8.4647,2.9094,13.9987,0.2153,-0.3194,1,-0.1896,-3.1308,0.5937,-0.1896,0.6708,1,1.1,1.4908,1.64,1.1,0.4499,1,1.2101,2.2226,2.6896,1.2101,1.4026,1,-3.009,0.713,-2.1453,-3.009,0.176,1,0.1256,5.6811,0.7137,0.1256,0.658,1,0.9858,1.5198,1.4982,0.9858,0.0133,10.5207,0.9427,1,-0.5571,0.9427,-0.4335,-0.5571,1100,0,0,0,1,?,?,?,?,?,PANTALONI
-2.0356,9.0157,3.0026,13.9692,-5.8396,3.3128,27.2727,5.2223,19.8737,-0.9736,-2.0356,9.0157,3.0026,13.9692,-5.8396,7.3679,10.28,3.2062,18.1364,0.0632,-0.6145,1,-0.2763,-1.6274,0.4496,-0.2763,0.575,1,0.9365,1.7393,1.6288,0.9365,0.3306,1,0.877,3.025,2.653,0.877,1.2165,1,-9.7487,0.822,-8.0134,-9.7487,0.2028,1,0.1055,4.9304,0.5201,0.1055,0.7029,1,0.7702,1.4227,1.0958,0.7702,0.0115,10.4623,0.894,1,-0.6722,0.894,-0.5355,-0.6722,1100,0,0,0,1,?,?,?,?,?,PANTALONI
-0.8042,14.894,3.8593,35.6044,-0.6817,1.2565,27.4213,5.2365,20.5521,-1.1023,-0.8042,14.894,3.8593,35.6044,-0.6817,6.481,18.0782,4.2519,30.1519,0.0142,-0.64,1,-0.1241,-1.5624,0.1939,-0.1241,0.737,1,0.9077,1.3569,1.2316,0.9077,0.5432,1,0.8239,1.8411,1.5168,0.8239,1.3394,1,-33.2912,0.7466,-24.8559,-33.2912,2.1656,1,0.6922,0.4618,0.3196,0.6922,1.7324,1,1.1808,0.5772,0.6816,1.1808,0.0045,9.4084,0.5065,1,-0.5166,0.5065,-0.3372,-0.5166,1100,0,0,0,1,?,?,?,?,?,PANTALONI
3.7916,13.7447,3.7074,18.9156,-0.2239,3.9455,10.925,3.3053,13.8942,-0.2587,3.7916,13.7447,3.7074,18.9156,-0.2239,7.9914,18.8717,4.3442,19.9109,0.0993,0.961,1,0.4745,1.0406,0.4937,0.4745,1.1217,1,0.8534,0.8915,0.7609,0.8534,1.2581,1,0.7283,0.7948,0.5789,0.7283,1.2117,1,-1.5764,0.8253,-1.301,-1.5764,1.4001,1,0.6992,0.7142,0.4994,0.6992,1.3614,1,0.95,0.7345,0.6978,0.95,0.0177,12.8355,0.2576,1,0.8984,0.2576,0.5516,0.8984,1100,0,0,0,1,?,?,?,?,?,PANTALONI
2.0028,13.4142,3.6625,17.0934,-0.3384,2.5295,5.5551,2.3569,12.2292,-0.4764,2.0028,13.4142,3.6625,17.0934,-0.3384,5.5845,15.6174,3.9519,17.7143,0.0618,0.7918,1,0.3586,1.263,0.453,0.3586,1.5539,1,0.9268,0.6435,0.5964,0.9268,2.4148,1,0.8589,0.4141,0.3557,0.8589,1.0953,1,-3.7011,0.913,-3.3792,-3.7011,1.5419,1,0.6764,0.6486,0.4387,0.6764,1.3978,1,0.965,0.7154,0.6904,0.965,0.0097,8.6626,0.3598,1,0.9059,0.3598,0.4976,0.9059,1100,0,0,0,1,?,?,?,?,?,PANTALONI
8.799,0.0199,0.141,0.8153,0.911,4.7001,0.0195,0.1396,0.6629,0.869,8.799,0.0199,0.141,0.8153,0.911,13.3028,0.0305,0.1747,0.9735,0.9294,1.8721,1,0.6614,0.5342,0.3533,0.6614,1.0099,1,0.8072,0.9902,0.7993,0.8072,1.0199,1,0.6516,0.9804,0.6389,0.6516,1.8978,1,0.6513,0.5269,0.3432,0.6513,1.8103,1,0.6645,0.5524,0.367,0.6645,1.2298,1,0.8375,0.8131,0.681,0.8375,0.0342,22.2982,-0.3637,1.0014,0.9651,-0.3637,-0.1038,0.9651,1100,0,0,0,1,?,?,?,?,?,PANTALONI
8.6102,0.2093,0.4575,1.984,0.788,4.9244,0.4178,0.6463,2.3851,0.6331,8.6102,0.2093,0.4575,1.984,0.788,13.1613,0.1378,0.3712,2.0374,0.855,1.7485,1,0.6542,0.5719,0.3742,0.6542,0.7078,1,1.2324,1.4128,1.7411,1.2324,0.501,1,1.5187,1.9961,3.0315,1.5187,1.7916,1,0.6136,0.5582,0.3425,0.6136,1.4395,1,0.6659,0.6947,0.4626,0.6659,0.8318,1,0.9738,1.2022,1.1707,0.9738,0.0341,22.1449,-0.9092,0.9997,0.9532,-0.9092,-0.7437,0.9532,1100,0,0,0,1,?,?,?,?,?,PANTALONI
8.6181,0.0829,0.2879,2.1042,0.7822,4.9849,0.0636,0.2522,1.6544,0.7217,8.6181,0.0829,0.2879,2.1042,0.7822,13.172,0.1181,0.3437,2.7204,0.8125,1.7288,1,0.6543,0.5784,0.3784,0.6543,1.1414,1,0.8377,0.8761,0.7339,0.8377,1.3028,1,0.7017,0.7676,0.5386,0.7017,1.7616,1,0.641,0.5677,0.3639,0.641,1.6253,1,0.6658,0.6153,0.4097,0.6658,1.2719,1,0.7735,0.7862,0.6081,0.7735,0.0374,22.221,-0.4636,0.9987,0.9658,-0.4636,-0.2233,0.9658,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.5716,4.4307,2.1049,14.5619,-0.4192,5.1974,4.7323,2.1754,12.8623,0.0423,0.5716,4.4307,2.1049,14.5619,-0.4192,6.007,5.1765,2.2752,12.3247,0.1814,0.11,1,0.0952,9.0925,0.8652,0.0952,0.9676,1,0.9252,1.0335,0.9561,0.9252,0.9363,1,0.8559,1.0681,0.9142,0.8559,-7.5646,1,-1.5752,-0.1322,0.2082,-1.5752,0.764,1,0.6815,1.309,0.8921,0.6815,1.1321,1,1.1815,0.8833,1.0436,1.1815,0.0136,8.4544,0.2644,1,0.5457,0.2644,0.8308,0.5457,1100,0,0,0,1,?,?,?,?,?,GIACCA
0.1592,3.2714,1.8087,10.3463,-0.5369,4.8447,3.1567,1.7767,9.6548,0.0981,0.1592,3.2714,1.8087,10.3463,-0.5369,5.5023,2.9461,1.7164,8.0948,0.2547,0.0329,1,0.0289,30.4325,0.8805,0.0289,1.018,1,1.0538,0.9823,1.0351,1.0538,1.0363,1,1.1104,0.9649,1.0715,1.1104,-3.4404,1,-1.3065,-0.2907,0.3798,-1.3065,0.6288,1,0.6198,1.5903,0.9856,0.6198,1.0716,1,1.2781,0.9332,1.1927,1.2781,0.0126,7.4245,0.2625,1,0.6094,0.2625,0.7856,0.6094,1100,0,0,0,1,?,?,?,?,?,GIACCA
0.4838,4.0146,2.0036,13.173,-1.1774,5.7406,5.0687,2.2514,12.7671,0.0985,0.4838,4.0146,2.0036,13.173,-1.1774,6.3355,6.3811,2.5261,13.077,0.1897,0.0843,1,0.0764,11.865,0.9061,0.0764,0.89,1,0.7932,1.1236,0.8912,0.7932,0.792,1,0.6291,1.2626,0.7943,0.6291,-5.1077,1,-2.3261,-0.1958,0.4554,-2.3261,0.4272,1,0.3748,2.3409,0.8775,0.3748,1.0318,1,1.0073,0.9692,0.9763,1.0073,0.0148,8.5342,0.4399,1,0.5193,0.4399,0.9176,0.5193,1100,0,0,0,1,?,?,?,?,?,GIACCA
0.5716,4.4307,2.1049,14.5619,-0.4192,5.1974,4.7323,2.1754,12.8623,0.0423,0.5716,4.4307,2.1049,14.5619,-0.4192,6.007,5.1765,2.2752,12.3247,0.1814,0.11,1,0.0952,9.0925,0.8652,0.0952,0.9676,1,0.9252,1.0335,0.9561,0.9252,0.9363,1,0.8559,1.0681,0.9142,0.8559,-7.5646,1,-1.5752,-0.1322,0.2082,-1.5752,0.764,1,0.6815,1.309,0.8921,0.6815,1.1321,1,1.1815,0.8833,1.0436,1.1815,0.0136,8.4544,0.2644,1,0.5457,0.2644,0.8308,0.5457,1100,0,0,0,1,?,?,?,?,?,GIACCA
0.1592,3.2714,1.8087,10.3463,-0.5369,4.8447,3.1567,1.7767,9.6548,0.0981,0.1592,3.2714,1.8087,10.3463,-0.5369,5.5023,2.9461,1.7164,8.0948,0.2547,0.0329,1,0.0289,30.4325,0.8805,0.0289,1.018,1,1.0538,0.9823,1.0351,1.0538,1.0363,1,1.1104,0.9649,1.0715,1.1104,-3.4404,1,-1.3065,-0.2907,0.3798,-1.3065,0.6288,1,0.6198,1.5903,0.9856,0.6198,1.0716,1,1.2781,0.9332,1.1927,1.2781,0.0126,7.4245,0.2625,1,0.6094,0.2625,0.7856,0.6094,1100,0,0,0,1,?,?,?,?,?,GIACCA
0.4838,4.0146,2.0036,13.173,-1.1774,5.7406,5.0687,2.2514,12.7671,0.0985,0.4838,4.0146,2.0036,13.173,-1.1774,6.3355,6.3811,2.5261,13.077,0.1897,0.0843,1,0.0764,11.865,0.9061,0.0764,0.89,1,0.7932,1.1236,0.8912,0.7932,0.792,1,0.6291,1.2626,0.7943,0.6291,-5.1077,1,-2.3261,-0.1958,0.4554,-2.3261,0.4272,1,0.3748,2.3409,0.8775,0.3748,1.0318,1,1.0073,0.9692,0.9763,1.0073,0.0148,8.5342,0.4399,1,0.5193,0.4399,0.9176,0.5193,1100,0,0,0,1,?,?,?,?,?,GIACCA
-2.1534,4.6675,2.1604,9.556,-2.3568,2.5131,5.999,2.4493,18.4872,-0.0723,-2.1534,4.6675,2.1604,9.556,-2.3568,4.9968,5.9565,2.4406,16.509,0.0453,-0.8569,1,-0.431,-1.167,0.5029,-0.431,0.8821,1,0.8852,1.1337,1.0036,0.8852,0.778,1,0.7836,1.2853,1.0071,0.7836,5.3825,1,-8.5613,0.1858,-1.5906,-8.5613,0.1651,1,0.1646,6.0563,0.997,0.1646,0.5169,1,0.5788,1.9346,1.1198,0.5788,0.0102,7.7423,0.3379,1,-0.4324,0.3379,0.5776,-0.4324,1100,0,0,0,1,?,?,?,?,?,GIACCA
-0.7927,7.5269,2.7435,14.1715,-1.3987,3.2498,2.3922,1.5467,8.2885,-0.0877,-0.7927,7.5269,2.7435,14.1715,-1.3987,4.7859,6.3588,2.5217,12.0658,0.0207,-0.2439,1,-0.1656,-4.0999,0.679,-0.1656,1.7738,1,1.088,0.5638,0.6133,1.088,3.1464,1,1.1837,0.3178,0.3762,1.1837,12.3696,1,-32.359,0.0808,-2.616,-32.359,0.7753,1,0.4795,1.2899,0.6185,0.4795,1.7098,1,1.1745,0.5849,0.6869,1.1745,0.0091,6.9767,0.3589,1,-0.4868,0.3589,0.3572,-0.4868,1100,0,0,0,1,?,?,?,?,?,GIACCA
8.392,0.0281,0.1676,1.0378,0.8816,5.3355,0.0152,0.1232,0.6189,0.8907,8.392,0.0281,0.1676,1.0378,0.8816,13.0134,0.0413,0.2031,1.2529,0.9067,1.5729,1,0.6449,0.6358,0.41,0.6449,1.3611,1,0.8253,0.7347,0.6063,0.8253,1.8527,1,0.6811,0.5398,0.3676,0.6811,1.5323,1,0.6344,0.6526,0.414,0.6344,1.5481,1,0.6525,0.646,0.4215,0.6525,1.6769,1,0.8284,0.5963,0.494,0.8284,0.0355,22.1195,-0.3577,0.9967,0.974,-0.3577,-0.1293,0.974,1100,0,0,0,1,?,?,?,?,?,GIACCA
7.9083,0.0237,0.154,0.801,0.9032,6.0096,0.0203,0.1424,0.7177,0.888,7.9083,0.0237,0.154,0.801,0.9032,12.6979,0.0281,0.1677,0.9838,0.9251,1.316,1,0.6228,0.7599,0.4733,0.6228,1.0816,1,0.9186,0.9246,0.8494,0.9186,1.1698,1,0.8439,0.8549,0.7214,0.8439,1.3124,1,0.6144,0.762,0.4681,0.6144,1.2904,1,0.6293,0.7749,0.4877,0.6293,1.1161,1,0.8142,0.896,0.7295,0.8142,0.0332,21.8261,-0.5138,1.0013,0.939,-0.5138,-0.1859,0.939,1100,0,0,0,1,?,?,?,?,?,GIACCA
1.4104,16.6424,4.0795,16.1746,-0.2302,3.9548,35.2401,5.9363,26.4769,-1.62,1.4104,16.6424,4.0795,16.1746,-0.2302,8.4793,16.2447,4.0305,20.2218,0.1388,0.3566,1,0.1663,2.804,0.4664,0.1663,0.6872,1,1.0122,1.4552,1.4729,1.0122,0.4723,1,1.0245,2.1175,2.1693,1.0245,0.1849,1,-0.9286,5.4091,-5.0229,-0.9286,1.3011,1,0.5599,0.7686,0.4304,0.5599,0.6109,1,0.7999,1.6369,1.3093,0.7999,0.0116,11.9765,-0.7873,1,0.9023,-0.7873,-0.784,0.9023,1100,0,0,0,1,?,?,?,?,?,GIACCA
1.4739,22.5097,4.7444,25.8615,-0.3253,4.0107,19.2621,4.3889,23.386,-1.5632,1.4739,22.5097,4.7444,25.8615,-0.3253,7.6342,26.4304,5.141,28.4096,0.0849,0.3675,1,0.1931,2.7211,0.5254,0.1931,1.081,1,0.9229,0.9251,0.8537,0.9229,1.1686,1,0.8517,0.8557,0.7288,0.8517,0.445,1,-2.4067,2.247,-5.4078,-2.4067,2.1389,1,0.6285,0.4675,0.2939,0.6285,1.1059,1,0.9103,0.9043,0.8232,0.9103,0.0119,10.4669,-0.8594,1,0.9621,-0.8594,-0.8417,0.9621,1100,0,0,0,1,?,?,?,?,?,GIACCA
1.4104,16.6424,4.0795,16.1746,-0.2302,3.9548,35.2401,5.9363,26.4769,-1.62,1.4104,16.6424,4.0795,16.1746,-0.2302,8.4793,16.2447,4.0305,20.2218,0.1388,0.3566,1,0.1663,2.804,0.4664,0.1663,0.6872,1,1.0122,1.4552,1.4729,1.0122,0.4723,1,1.0245,2.1175,2.1693,1.0245,0.1849,1,-0.9286,5.4091,-5.0229,-0.9286,1.3011,1,0.5599,0.7686,0.4304,0.5599,0.6109,1,0.7999,1.6369,1.3093,0.7999,0.0116,11.9765,-0.7873,1,0.9023,-0.7873,-0.784,0.9023,1100,0,0,0,1,?,?,?,?,?,GIACCA
1.4739,22.5097,4.7444,25.8615,-0.3253,4.0107,19.2621,4.3889,23.386,-1.5632,1.4739,22.5097,4.7444,25.8615,-0.3253,7.6342,26.4304,5.141,28.4096,0.0849,0.3675,1,0.1931,2.7211,0.5254,0.1931,1.081,1,0.9229,0.9251,0.8537,0.9229,1.1686,1,0.8517,0.8557,0.7288,0.8517,0.445,1,-2.4067,2.247,-5.4078,-2.4067,2.1389,1,0.6285,0.4675,0.2939,0.6285,1.1059,1,0.9103,0.9043,0.8232,0.9103,0.0119,10.4669,-0.8594,1,0.9621,-0.8594,-0.8417,0.9621,1100,0,0,0,1,?,?,?,?,?,GIACCA
8.5899,46.692,6.8332,27.7093,-0.4411,-2.0816,14.8131,3.8488,18.9025,-2.1425,8.5899,46.692,6.8332,27.7093,-0.4411,14.9145,37.6585,6.1367,26.8062,0.0282,-4.1265,1,0.5759,-0.2423,-0.1396,0.5759,1.7754,1,1.1135,0.5633,0.6272,1.1135,3.1521,1,1.2399,0.3173,0.3934,1.2399,0.6581,1,-10.9093,1.5195,-16.5769,-10.9093,3.1966,1,0.6971,0.3128,0.2181,0.6971,1.4659,1,1.0337,0.6822,0.7052,1.0337,0.0314,23.2355,-0.0795,1,0.8114,-0.0795,0.0271,0.8114,1100,0,0,0,1,?,?,?,?,?,GIACCA
