@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.0033,0.1014,0.3184,1.545,-0.4763,13.1567,0.0887,0.2979,1.475,0.8949,9.8666,0.0377,0.1942,1.1138,0.8927,16.4485,0.1216,0.3487,1.8472,0.8942,0.0003,0.0003,0.0002,1.3335,0.7999,0.5998,1.0688,1.6391,0.913,1.5336,0.8543,0.557,1.1422,2.6865,0.8336,2.352,0.7298,0.3103,-0.0397,-0.0538,-0.0319,1.3553,0.8044,0.5935,0.0746,0.1008,0.0599,1.352,0.8038,0.5945,1.0474,1.3872,0.8364,1.3243,0.7985,0.603,0.1166,23.2731,0.4266,0.1857,0.3639,0.8972,0.99,0.951,0.0597,0.0063,0.0792,0.33,-0.5301,0.1164,0.0214,0.1462,0.7936,-0.6303,0.0127,0.0068,0.0823,0.4518,-1.0162,0.513,4.685,9.1323,0.5415,0.9621,1.7769,0.2932,0.9257,3.1572,0.3727,0.5021,1.3473,0.4431,0.9625,2.1723,0.4159,0.7305,1.7565,0.0009,0.2788,0.7494,0.2763,0.3683,?,?,?,?,?,DAVANTI_PANTALONI
0.1677,0.0433,0.208,1.2046,-0.7216,7.1444,0.8412,0.9172,5.7792,0.4883,9.8786,0.0339,0.1841,1.4486,0.8662,12.2148,0.3749,0.6123,3.6406,0.7557,0.0235,0.017,0.0137,0.7232,0.5849,0.8087,0.2268,1.13,0.3397,4.983,1.498,0.3006,0.0514,1.2768,0.1154,24.8304,2.2439,0.0904,-0.0915,-0.0539,-0.0448,0.5883,0.4897,0.8325,0.062,0.0646,0.047,1.0435,0.7579,0.7263,0.2084,0.8315,0.3309,3.9895,1.5874,0.3979,0.0835,17.2517,0.1032,-0.434,0.0079,0.1108,0.9726,0.3292,0.0986,0.0402,0.2005,0.7434,-0.1318,0.1081,0.0516,0.2272,0.8727,-0.2162,0.0502,0.008,0.0894,0.4475,-0.13,0.912,1.9623,2.1516,0.8826,2.242,2.5403,0.779,5.0265,6.4529,0.5581,1.6817,3.0133,0.9154,1.6584,1.8116,0.8519,1.6611,1.9499,0.0011,0.3488,0.9451,0.8808,0.8645,?,?,?,?,?,DAVANTI_PANTALONI
-0.2653,3.0891,1.7576,8.6655,-0.9525,4.5934,7.7251,2.7794,13.0023,-0.3355,9.8051,5.4725,2.3393,18.2811,0.1984,11.2866,6.2075,2.4915,17.9349,0.2667,-0.0578,-0.0271,-0.0235,0.4685,0.407,0.8687,0.6324,0.7513,0.7054,1.1881,1.1156,0.9389,0.3999,0.5645,0.4976,1.4116,1.2445,0.8816,1.2942,-0.9343,-0.6481,-0.7219,-0.5007,0.6936,0.4559,0.1946,0.1815,0.4269,0.3981,0.9324,0.6665,0.474,0.4832,0.7112,0.725,1.0193,0.0752,15.8731,0.2794,-0.4789,-0.3074,0.2104,0.5665,0.8978,0.546,1.2592,1.1221,5.7774,-0.4595,-0.4625,1.4433,1.2014,6.3799,-2.8418,0.5251,2.1737,1.4743,5.4356,-1.0236,-1.1804,1.0397,-0.8808,0.9341,0.7611,0.8148,0.8725,0.5793,0.664,0.3855,0.6616,1.7164,2.3836,1.4737,0.6182,0.9056,1.0629,1.1737,0.0062,3.2899,-0.0682,0.1321,0.5494,?,?,?,?,?,DAVANTI_PANTALONI
0.0698,7.8665,2.8047,14.2363,-1.0003,1.0723,16.6786,4.0839,16.9205,-0.9664,9.2972,8.4347,2.9042,16.7876,0.1206,10.5437,9.4022,3.0663,16.5712,0.1874,0.0651,0.0075,0.0066,0.1153,0.1017,0.8818,0.6868,0.9657,0.9147,1.4062,1.3319,0.9472,0.4716,0.9326,0.8367,1.9774,1.7739,0.8971,0.8561,-3.0928,-1.8631,-3.6126,-2.1762,0.6024,0.8271,0.3728,0.349,0.4508,0.422,0.9361,0.8414,0.848,0.8591,1.0079,1.0211,1.0131,0.065,14.7246,-0.5409,0.2434,0.3251,0.0563,-0.0843,0.9359,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DIETRO_PANTALONI
0.5757,4.8992,2.2134,14.2985,-0.962,1.6908,24.718,4.9717,21.3421,-0.5677,9.3884,9.4293,3.0707,13.6792,0.2312,10.8022,13.6913,3.7002,14.1605,0.2525,0.3405,0.0613,0.0533,0.1801,0.1565,0.8691,0.4452,0.7208,0.5982,1.6191,1.3436,0.8299,0.1982,0.5196,0.3578,2.6214,1.8054,0.6887,0.9071,-1.7038,-1.466,-1.8783,-1.6161,0.8604,0.5353,0.4096,0.3847,0.7651,0.7187,0.9394,0.67,1.0453,1.0098,1.5602,1.5072,0.966,0.0664,15.142,-0.6172,0.4059,0.4203,0.1809,0.1998,0.9531,-0.7137,1.2935,1.1373,4.1026,-6.119,0.6694,1.5125,1.2299,7.355,-0.7131,-0.385,0.6969,0.8348,4.0749,-2.2984,-1.0663,1.8541,-1.7388,0.9248,1.3624,1.4733,0.8552,1.8562,2.1705,1.1517,1.2419,1.0783,0.1342,0.4665,3.4752,0.5578,1.0068,1.805,0.0073,2.2847,-0.7726,0.6316,-0.3642,?,?,?,?,?,DIETRO_PANTALONI
0.6392,9.1051,3.0175,17.8617,-1.0159,0.649,26.6887,5.1661,21.3172,-1.306,9.2023,10.7401,3.2772,17.7185,0.1648,10.8808,13.6546,3.6952,17.5769,0.1821,0.9849,0.0695,0.0587,0.0705,0.0596,0.8457,0.5841,0.9207,0.8166,1.5764,1.3981,0.8869,0.3412,0.8478,0.6668,2.485,1.9546,0.7866,0.7456,-2.5745,-2.2999,-3.453,-3.0847,0.8933,0.9585,0.4176,0.4123,0.4357,0.4302,0.9872,0.8379,1.0081,1.0162,1.2031,1.2128,1.0081,0.0647,15.3926,-0.5886,0.1219,0.3654,0.2323,-0.0623,0.8611,-0.6352,1.4417,1.2007,4.9945,-2.1819,0.6615,2.0376,1.4275,6.6501,-0.5015,-0.4182,1.7136,1.3091,5.8607,-2.4517,-0.9601,1.5188,-1.5819,0.8412,0.9172,1.0904,0.7075,0.8413,1.1891,1.5419,0.8227,0.5336,0.3544,0.9245,2.6085,0.751,0.8522,1.1347,0.007,2.6266,-0.7747,0.6571,-0.4285,?,?,?,?,?,DIETRO_PANTALONI
0.2925,8.582,2.9295,17.6006,-1.163,-1.0386,12.5374,3.5408,18.6511,-1.0847,10.0444,11.2005,3.3467,24.0159,0.1322,10.9928,13.5328,3.6787,23.7208,0.175,-0.2816,0.0291,0.0266,-0.1034,-0.0945,0.9137,0.8274,0.8753,0.7963,1.058,0.9625,0.9098,0.6845,0.7662,0.6342,1.1194,0.9264,0.8277,0.9752,-2.5857,-1.8805,-2.6515,-1.9284,0.7273,0.9095,0.294,0.283,0.3233,0.3112,0.9625,0.9437,0.7329,0.742,0.7766,0.7863,1.0124,0.0706,15.018,-0.2791,-0.1079,-0.1003,-0.0714,-0.2032,0.9519,-0.4761,0.6023,0.7761,3.4564,-1.4825,0.8368,3.7957,1.9483,8.3527,-0.3988,-0.0274,3.6964,1.9226,8.7201,-1.3777,-0.5689,17.3956,-30.5756,0.3984,0.4037,1.0133,0.1587,0.1629,1.0269,0.8668,0.4085,0.4713,0.2332,0.3796,1.6282,0.4138,0.3964,0.9579,0.0067,3.7358,-0.2901,-0.2826,-0.3655,?,?,?,?,?,DIETRO_PANTALONI
0.0095,5.8702,2.4229,13.6938,-0.545,2.8498,16.5195,4.0644,15.7592,-0.4055,10.1768,12.2195,3.4956,28.1737,-0.0136,11.5985,11.7745,3.4314,22.3865,0.2046,0.0033,0.0009,0.0008,0.28,0.2457,0.8774,0.5961,0.6931,0.7061,1.1627,1.1845,1.0187,0.3554,0.4804,0.4986,1.3519,1.403,1.0378,1.0625,12.7613,-0.8386,12.0112,-0.7893,-0.0657,0.7905,0.3189,0.3149,0.4034,0.3984,0.9875,0.8689,0.486,0.6117,0.5594,0.704,1.2585,0.0744,15.9162,0.402,-0.2898,-0.0008,0.0146,0.3234,0.9056,0.8525,1.4933,1.222,7.1062,-0.1664,-0.0792,0.6743,0.8212,3.9392,-1.2615,0.8874,3.2355,1.7988,6.162,-0.4,-10.7598,0.9607,-0.0893,1.4881,0.6794,0.4565,2.2144,0.4615,0.2084,0.4613,0.5758,1.2482,3.4977,1.3842,0.3957,1.804,1.1532,0.6393,0.0087,3.2769,0.0239,-0.089,-0.0671,?,?,?,?,?,DIETRO_PANTALONI
-0.5553,1.991,1.411,8.5293,-1.4068,2.8144,8.2617,2.8743,13.239,-0.5412,10.1421,5.6559,2.3782,12.7126,0.2929,11.0292,5.3571,2.3145,12.3165,0.3388,-0.1973,-0.0547,-0.0503,0.2775,0.2552,0.9196,0.4909,0.5933,0.6096,1.2086,1.2419,1.0275,0.241,0.352,0.3717,1.4607,1.5422,1.0558,1.0723,-0.9469,-0.7899,-0.8831,-0.7366,0.8342,0.4126,0.1971,0.1902,0.4778,0.4611,0.9651,0.6443,0.6709,0.6925,1.0414,1.0749,1.0322,0.0717,14.6635,0.3823,-0.2224,-0.1824,-0.0145,0.211,0.9482,1.0984,2.8397,1.6851,6.758,-0.1445,-0.2264,0.5275,0.7263,3.6925,-1.5146,1.5319,2.0432,1.4294,4.3771,-0.0215,-4.8518,0.717,-0.1478,2.3203,1.1789,0.5081,5.3838,1.3898,0.2582,0.3837,9.2698,24.156,4.021,1.3779,0.3427,1.8302,1.5439,0.8436,0.0129,3.3591,-0.1712,0.2187,-0.312,?,?,?,?,?,DIETRO_PANTALONI
0.1488,0.0107,0.1035,0.5193,-0.273,4.6561,0.0417,0.2043,1.2649,0.7654,9.9774,0.0114,0.1067,0.5237,0.9487,11.0135,0.0166,0.1289,0.6343,0.9439,0.032,0.0149,0.0135,0.4667,0.4228,0.9059,0.5068,0.97,0.803,1.9142,1.5847,0.8279,0.2568,0.9409,0.6449,3.6641,2.5111,0.6853,-0.027,-0.0115,-0.0104,0.4259,0.3866,0.9076,0.0757,0.0399,0.0361,0.5279,0.4767,0.903,0.4105,0.9916,0.8187,2.4154,1.9942,0.8256,0.0754,14.7896,-0.1905,0.599,0.3354,-0.0296,0.6517,0.7414,-0.0139,0.0012,0.034,0.1773,-0.7123,0.0165,0.0018,0.0425,0.188,-0.8574,0.0095,0.0014,0.0371,0.1709,-0.956,-0.8454,-1.4666,1.7349,0.8008,0.9176,1.146,0.6412,0.842,1.3132,0.85,0.8831,1.0389,1.0231,1.1851,1.1584,0.9432,1.0375,1.1,0.0002,0.0973,0.7037,0.418,0.6362,?,?,?,?,?,DIETRO_PANTALONI
0.174,0.0158,0.1257,0.939,-0.59,5.0474,0.5547,0.7448,2.8117,0.5806,9.9356,0.0346,0.186,1.1037,0.8949,11.1662,0.1447,0.3804,1.7651,0.8562,0.0345,0.0175,0.0156,0.508,0.452,0.8898,0.1688,0.6761,0.3306,4.0046,1.9578,0.4889,0.0285,0.4572,0.1093,16.0369,3.833,0.239,-0.0895,-0.0371,-0.0332,0.4139,0.3703,0.8945,0.0881,0.0562,0.0481,0.6381,0.5461,0.8558,0.334,0.8508,0.532,2.5476,1.5929,0.6253,0.0769,15.1677,0.113,0.236,0.2107,-0.0441,0.8951,0.4025,-0.0949,0.028,0.1674,0.7391,-4.7694,0.0016,0.0206,0.1434,0.8289,-1.4421,-0.1852,0.0282,0.168,0.6932,-6.0697,-61.1061,0.5123,-0.0084,1.1674,0.9963,0.8535,1.3629,0.9927,0.7284,1.2484,1.0267,0.8224,0.3775,1.3066,3.4614,0.8918,1.0663,1.1957,0.0014,0.4334,0.4902,-0.0742,0.3703,?,?,?,?,?,DIETRO_PANTALONI
0.2521,0.016,0.1266,0.6552,-0.1144,4.8275,0.0881,0.2969,1.7469,0.6784,9.9895,0.0503,0.2243,1.6804,0.8448,11.103,0.0371,0.1927,1.219,0.8965,0.0522,0.0252,0.0227,0.4833,0.4348,0.8997,0.4265,0.5646,0.6571,1.3237,1.5405,1.1638,0.1819,0.3188,0.4318,1.7521,2.3732,1.3544,-0.0183,-0.0074,-0.0064,0.4029,0.3492,0.8668,0.1082,0.0543,0.0499,0.5017,0.4614,0.9197,0.3751,0.3899,0.5375,1.0395,1.433,1.3785,0.0841,15.0709,-0.4183,0.6776,0.4517,-0.3878,0.2428,0.799,-0.0043,0.0017,0.0418,0.172,-1.0656,0.0171,0.0036,0.0603,0.2809,-0.8553,0.0334,0.0052,0.0718,0.4155,-0.3331,-0.2524,-0.1292,0.5119,0.6931,0.5819,0.8396,0.4804,0.3386,0.7049,0.685,0.8545,1.2474,0.5498,0.2671,0.4858,0.6122,0.4139,0.6761,0.0003,0.1414,0.5028,0.0866,0.2939,?,?,?,?,?,DIETRO_PANTALONI
0.0199,3.6766,1.9174,19.0282,-1.1697,2.443,12.1126,3.4803,19.3134,-0.4059,9.5773,4.1514,2.0375,14.4529,0.1345,10.5827,5.6401,2.3749,14.4959,0.2155,0.0082,0.0021,0.0019,0.2551,0.2308,0.905,0.5509,0.9411,0.8074,1.7081,1.4655,0.8579,0.3035,0.8856,0.6519,2.9177,2.1476,0.7361,1.8398,-4.5673,-2.577,-2.4826,-1.4007,0.5642,0.6384,0.5252,0.4746,0.8227,0.7435,0.9038,0.9852,1.3166,1.3127,1.3363,1.3323,0.997,0.0677,14.003,-0.1819,0.116,-0.1394,0.0629,0.4908,0.823,0.4772,0.7279,0.8532,4.2789,-0.6053,-0.377,1.5964,1.2635,6.0156,-1.9265,-0.2242,1.0242,1.012,5.8276,-1.5299,-1.2658,-2.1281,1.6812,0.6752,0.843,1.2485,0.4559,0.7107,1.5587,0.4074,0.4578,1.1237,1.2967,1.1572,0.8924,0.7113,0.7342,1.0323,0.0044,2.1628,0.2332,0.1006,0.5429,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0358,2.791,1.6706,11.3504,-1.6056,1.3143,12.0734,3.4747,17.7562,-0.4021,9.5862,2.7816,1.6678,9.0747,0.3394,10.4101,2.8997,1.7029,8.4032,0.4435,0.0273,0.0037,0.0034,0.1371,0.1263,0.9209,0.4808,1.0017,0.9811,2.0834,2.0405,0.9794,0.2312,1.0034,0.9625,4.3404,4.1637,0.9593,1.3736,-1.5003,-1.0443,-1.0922,-0.7602,0.6961,0.344,0.3171,0.2885,0.9219,0.8386,0.9097,0.6392,1.2508,1.3507,1.9567,2.113,1.0799,0.0667,13.257,0.0702,0.6394,0.3994,-0.0109,0.6625,0.5943,0.4837,0.97,0.9849,4.5235,-0.0863,-0.3778,1.3676,1.1695,6.8285,-2.0378,-0.1756,0.2907,0.5392,3.8559,-1.04,-1.2804,-2.7549,2.1517,0.8422,1.8267,2.1689,0.7093,3.3367,4.7043,0.0785,0.1828,2.3302,1.8525,2.203,1.1892,0.6624,1.1731,1.7709,0.0044,1.5065,0.224,-0.2472,0.696,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0511,3.3886,1.8408,12.9635,-2.3656,2.7,15.4744,3.9338,18.9724,-0.2356,9.5899,4.992,2.2343,10.3779,0.3305,10.7214,8.1649,2.8574,14.7561,0.2848,-0.0189,-0.0053,-0.0048,0.2815,0.2518,0.8945,0.468,0.8239,0.6442,1.7606,1.3767,0.7819,0.219,0.6788,0.415,3.0998,1.8952,0.6114,2.5188,-1.779,-1.5505,-0.7063,-0.6156,0.8716,0.2509,0.2485,0.1867,0.9907,0.7442,0.7512,0.6833,1.2491,0.8785,1.8282,1.2857,0.7033,0.0678,13.5796,-0.2322,0.2377,-0.0686,-0.0222,0.6256,0.7063,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0199,3.6766,1.9174,19.0282,-1.1697,2.443,12.1126,3.4803,19.3134,-0.4059,9.5773,4.1514,2.0375,14.4529,0.1345,10.5827,5.6401,2.3749,14.4959,0.2155,0.0082,0.0021,0.0019,0.2551,0.2308,0.905,0.5509,0.9411,0.8074,1.7081,1.4655,0.8579,0.3035,0.8856,0.6519,2.9177,2.1476,0.7361,1.8398,-4.5673,-2.577,-2.4826,-1.4007,0.5642,0.6384,0.5252,0.4746,0.8227,0.7435,0.9038,0.9852,1.3166,1.3127,1.3363,1.3323,0.997,0.0677,14.003,-0.1819,0.116,-0.1394,0.0629,0.4908,0.823,0.4772,0.7279,0.8532,4.2789,-0.6053,-0.377,1.5964,1.2635,6.0156,-1.9265,-0.2242,1.0242,1.012,5.8276,-1.5299,-1.2658,-2.1281,1.6812,0.6752,0.843,1.2485,0.4559,0.7107,1.5587,0.4074,0.4578,1.1237,1.2967,1.1572,0.8924,0.7113,0.7342,1.0323,0.0044,2.1628,0.2332,0.1006,0.5429,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0358,2.791,1.6706,11.3504,-1.6056,1.3143,12.0734,3.4747,17.7562,-0.4021,9.5862,2.7816,1.6678,9.0747,0.3394,10.4101,2.8997,1.7029,8.4032,0.4435,0.0273,0.0037,0.0034,0.1371,0.1263,0.9209,0.4808,1.0017,0.9811,2.0834,2.0405,0.9794,0.2312,1.0034,0.9625,4.3404,4.1637,0.9593,1.3736,-1.5003,-1.0443,-1.0922,-0.7602,0.6961,0.344,0.3171,0.2885,0.9219,0.8386,0.9097,0.6392,1.2508,1.3507,1.9567,2.113,1.0799,0.0667,13.257,0.0702,0.6394,0.3994,-0.0109,0.6625,0.5943,0.4837,0.97,0.9849,4.5235,-0.0863,-0.3778,1.3676,1.1695,6.8285,-2.0378,-0.1756,0.2907,0.5392,3.8559,-1.04,-1.2804,-2.7549,2.1517,0.8422,1.8267,2.1689,0.7093,3.3367,4.7043,0.0785,0.1828,2.3302,1.8525,2.203,1.1892,0.6624,1.1731,1.7709,0.0044,1.5065,0.224,-0.2472,0.696,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0511,3.3886,1.8408,12.9635,-2.3656,2.7,15.4744,3.9338,18.9724,-0.2356,9.5899,4.992,2.2343,10.3779,0.3305,10.7214,8.1649,2.8574,14.7561,0.2848,-0.0189,-0.0053,-0.0048,0.2815,0.2518,0.8945,0.468,0.8239,0.6442,1.7606,1.3767,0.7819,0.219,0.6788,0.415,3.0998,1.8952,0.6114,2.5188,-1.779,-1.5505,-0.7063,-0.6156,0.8716,0.2509,0.2485,0.1867,0.9907,0.7442,0.7512,0.6833,1.2491,0.8785,1.8282,1.2857,0.7033,0.0678,13.5796,-0.2322,0.2377,-0.0686,-0.0222,0.6256,0.7063,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
