@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.1787,4.1454,2.036,11.6049,-0.5321,-1.766,2.0919,1.4463,6.4619,-2.4665,0.0218,1.9504,1.3966,8.1881,-1.1293,3.0876,1.8053,1.3436,7.726,0.0373,-0.1012,8.1895,0.0579,-80.913,-0.572,0.0071,1.4077,1.4579,1.5153,1.0356,1.0765,1.0394,1.9817,2.1254,2.2963,1.0725,1.1588,1.0804,0.8766,0.9281,-13.4505,1.0588,-15.3445,-14.4927,4.0634,1.9697,0.9438,0.4848,0.2323,0.4792,1.7959,1.4173,1.5021,0.7892,0.8364,1.0598,0.0122,4.6001,-0.516,-0.2074,0.39,-0.0805,-0.5715,0.0998,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.8625,6.5749,2.5642,7.6152,-8.3278,-1.0941,3.1628,1.7784,6.4277,-3.9266,-0.9645,1.6492,1.2842,5.4863,-2.7107,3.0678,7.5719,2.7517,7.947,0.0351,1.7023,1.931,-0.6071,1.1343,-0.3566,-0.3144,1.4418,1.9967,0.9318,1.3848,0.6463,0.4667,2.0789,3.9867,0.8683,1.9178,0.4177,0.2178,1.3271,1.6964,-23.5219,1.2783,-17.7242,-13.8658,0.6257,0.5522,0.0991,0.8824,0.1584,0.1795,1.1847,1.388,0.9583,1.1716,0.8088,0.6904,0.0717,4.826,0.7787,0.7145,-0.9555,0.8519,-0.885,-0.8076,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2916,4.3345,2.082,14.7071,-2.3121,-0.979,3.5986,1.897,8.7833,-1.0645,-1.0948,21.458,4.6323,19.9843,-0.9027,4.8159,8.4399,2.9052,13.9034,0.039,0.2978,0.2663,-0.0605,0.8942,-0.2033,-0.2273,1.0975,0.4494,0.7166,0.4095,0.653,1.5945,1.2045,0.202,0.5136,0.1677,0.4264,2.5424,2.267,1.0828,-18.2117,0.4777,-8.0335,-16.8187,1.0437,0.4228,0.3069,0.4051,0.2941,0.726,1.6744,0.7359,1.0578,0.4395,0.6317,1.4374,0.01,6.788,0.3879,-0.0741,-0.3892,0.3508,-0.1715,0.3007,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0296,2.2354,1.4951,10.4375,-1.7268,-0.6625,1.6241,1.2744,7.1984,-1.3911,0.5481,2.7353,1.6539,9.2341,-0.2473,1.905,3.7061,1.9251,7.8069,0.0136,-0.0447,0.054,0.0155,-1.2087,-0.3478,0.2877,1.1732,0.904,0.7766,0.7706,0.662,0.8591,1.3764,0.8172,0.6032,0.5938,0.4382,0.7381,1.5783,3.61,-61.2603,2.2872,-38.8133,-16.9698,1.2714,0.517,0.4836,0.4067,0.3804,0.9354,1.45,1.1303,1.337,0.7795,0.9221,1.1828,0.0057,2.8362,-0.743,-0.2819,-0.2583,0.0186,-0.2208,0.6761,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2062,3.0922,1.7585,7.6618,-0.5946,0.3119,3.8188,1.9542,11.9823,-1.2426,0.3219,4.3027,2.0743,10.9162,-0.643,2.9916,2.5073,1.5834,7.2145,0.0606,0.6612,0.6406,0.0689,0.9689,0.1043,0.1076,0.8999,0.8477,1.1105,0.9421,1.2341,1.31,0.8097,0.7187,1.2333,0.8875,1.523,1.7161,0.4303,0.6688,-6.1408,1.5542,-14.2699,-9.1818,0.8993,0.7231,0.6256,0.8042,0.6957,0.8652,0.6394,0.7019,1.062,1.0977,1.6609,1.5131,0.0033,4.4235,0.4252,0.2028,0.2173,0.2546,0.0162,0.4563,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.3192,19.8769,4.4583,17.9812,-2.0463,-1.2178,17.9206,4.2333,16.9024,-2.2645,0.6323,10.9055,3.3023,18.5776,-1.3355,6.0782,19.0199,4.3612,16.7042,0.028,1.9045,-3.6677,-0.3816,-1.9259,-0.2004,0.104,1.0532,1.3501,1.0223,1.2819,0.9707,0.7572,1.1092,1.8226,1.0451,1.6433,0.9422,0.5734,1.0302,1.137,-25.0742,1.1037,-24.3396,-22.0531,1.14,0.7421,0.3435,0.6509,0.3013,0.4628,1.0638,0.9679,1.0764,0.9098,1.0119,1.1122,0.0182,9.2109,0.2151,-0.5122,-0.6779,-0.2168,-0.5816,0.3084,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0919,25.1171,5.0117,27.9415,-0.9192,-0.4411,12.611,3.5512,15.0748,-1.4976,-0.1421,19.2031,4.3821,29.3049,-1.377,6.7441,12.8556,3.5855,17.1052,0.0693,2.4754,7.6858,-0.1619,3.1049,-0.0654,-0.0211,1.4113,1.1437,1.3978,0.8104,0.9904,1.2222,1.9917,1.308,1.9538,0.6567,0.981,1.4938,1.4805,0.7883,-10.5113,0.5324,-7.0998,-13.3343,2.4121,1.1809,0.7922,0.4896,0.3284,0.6708,1.8535,0.9535,1.6335,0.5144,0.8813,1.7132,0.0079,9.9813,0.0239,-0.0198,-0.2744,-0.1089,-0.0955,-0.0367,TASCA_SINISTRA_DAVANTI_PANTALONI
0.7188,5.0951,2.2572,14.0153,-0.3178,-0.7041,3.2269,1.7964,8.9995,-1.7738,-0.1752,6.11,2.4718,22.4871,-0.3059,3.329,4.3929,2.0959,17.6419,0.0181,-1.021,-4.1023,0.2159,4.0181,-0.2115,-0.0526,1.2566,0.9132,1.077,0.7267,0.8571,1.1794,1.579,0.8339,1.1599,0.5281,0.7346,1.3909,0.5874,0.6418,-10.3902,1.0927,-17.6893,-16.1891,3.2779,0.6176,0.5919,0.1884,0.1806,0.9584,1.5573,0.6233,0.7944,0.4002,0.5101,1.2746,0.0075,4.8766,0.4615,0.0991,0.3557,-0.0842,-0.1019,0.4162,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5447,17.5088,4.1844,31.5683,-0.7659,-0.9682,11.1473,3.3387,23.265,-0.3842,0.2562,10.2944,3.2085,21.1038,-0.2937,5.0095,15.1553,3.893,22.9946,0.0277,-0.5626,2.1264,0.1087,-3.7798,-0.1933,0.0511,1.2533,1.3042,1.0748,1.0406,0.8576,0.8242,1.5707,1.7008,1.1553,1.0828,0.7355,0.6793,2.1204,2.8578,-20.932,1.3478,-9.8718,-7.3245,1.0636,1.0959,0.7559,1.0303,0.7107,0.6898,1.3569,1.4959,1.3729,1.1024,1.0118,0.9178,0.0082,7.4119,-0.0589,-0.0026,0.1376,0.3177,0.5896,0.6284,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0703,0.4921,0.7015,3.1576,-0.7754,-0.1133,0.1727,0.4156,1.8445,-1.2464,-0.0056,0.3738,0.6114,2.2816,-1.2495,0.9746,0.1065,0.3264,1.4973,0.1747,-0.6208,-12.5011,0.0722,20.1377,-0.1162,-0.0058,1.6882,1.1474,2.1495,0.6797,1.2733,1.8733,2.8499,1.3166,4.6205,0.462,1.6213,3.5093,1.3476,1.0882,-4.3502,0.8075,-3.2282,-3.9977,2.1662,1.7536,0.9803,0.8095,0.4525,0.559,1.712,1.384,2.1089,0.8084,1.2318,1.5238,0.001,1.4685,0.3591,0.2202,0.0906,0.2788,0.1133,-0.0102,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2511,0.5828,0.7634,3.5887,-0.5567,-0.303,0.2782,0.5275,2.29,-1.136,-0.5164,0.4264,0.653,2.436,-2.2883,1.2094,0.2462,0.4962,2.2344,0.1201,-0.8289,-0.4863,0.2076,0.5867,-0.2505,-0.427,1.4474,1.1691,1.5385,0.8077,1.0629,1.316,2.0949,1.3668,2.3669,0.6524,1.1298,1.7318,1.0537,0.757,-4.2079,0.7184,-3.9934,-5.5584,2.1503,3.1119,0.9078,1.4472,0.4222,0.2917,1.5671,1.4732,1.6061,0.9401,1.0249,1.0902,0.0047,1.8461,0.2958,-0.0369,0.4701,0.2823,-0.0999,-0.6641,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1925,4.7884,2.1883,11.5591,-0.7604,-0.4299,1.3865,1.1775,6.8071,-1.8666,0.6593,5.9278,2.4347,12.5942,-0.6247,2.9253,4.2022,2.0499,7.8518,0.034,0.4478,-0.292,-0.0658,-0.6521,-0.147,0.2254,1.8584,0.8988,1.0675,0.4836,0.5744,1.1877,3.4537,0.8078,1.1395,0.2339,0.3299,1.4106,1.1264,1.0311,-18.0895,0.9153,-16.059,-17.5445,2.7651,0.8471,0.8079,0.3063,0.2922,0.9537,1.6981,0.9178,1.4722,0.5405,0.8669,1.604,0.0054,4.2511,-0.2087,-0.6002,-0.0531,-0.0641,-0.4348,0.1955,TASCA_SINISTRA_DIETRO_PANTALONI
0.2962,6.4244,2.5346,13.0288,-0.5238,-0.9596,3.2499,1.8027,8.8202,-1.2985,0.7734,9.1324,3.022,12.6914,-0.6247,4.0283,4.1863,2.046,8.0972,0.109,-0.3087,0.383,0.0735,-1.2408,-0.2382,0.192,1.406,0.8387,1.2388,0.5965,0.8811,1.477,1.9768,0.7035,1.5346,0.3559,0.7763,2.1815,0.8988,0.9178,-4.5227,1.0211,-5.0319,-4.928,2.2282,1.0946,0.9409,0.4912,0.4223,0.8596,1.4771,1.0266,1.609,0.695,1.0893,1.5674,0.0092,6.1459,0.1058,0.4845,0.4487,-0.0127,-0.1281,0.417,TASCA_SINISTRA_DIETRO_PANTALONI
0.3094,13.1589,3.6275,18.0477,-0.4643,-1.0002,5.3587,2.3149,11.8137,-2.2945,1.0642,6.8628,2.6197,15.5566,-0.2461,3.9307,12.1583,3.4869,15.9529,0.003,-0.3094,0.2908,0.0787,-0.9398,-0.2544,0.2707,1.567,1.3847,1.0403,0.8837,0.6639,0.7513,2.4556,1.9174,1.0823,0.7808,0.4407,0.5645,0.6955,1.8626,-119.4532,2.678,-171.7412,-64.1315,3.437,0.9872,0.7703,0.2872,0.2241,0.7802,1.5277,1.1601,1.1313,0.7594,0.7405,0.9752,0.0107,5.7349,0.3885,0.5347,0.4984,0.1116,-0.2076,0.7522,TASCA_SINISTRA_DIETRO_PANTALONI
0.7621,6.6334,2.5755,15.0016,-0.4835,-0.8104,4.3168,2.0777,9.2592,-1.7396,0.1063,6.8618,2.6195,14.4645,-1.007,3.7651,4.8848,2.2102,10.8882,0.0572,-0.9404,7.166,0.2024,-7.6201,-0.2152,0.0282,1.2396,0.9832,1.1653,0.7932,0.9401,1.1852,1.5366,0.9667,1.358,0.6291,0.8837,1.4047,0.8316,0.6737,-7.3985,0.8101,-8.8963,-10.9816,2.992,1.4031,0.8756,0.469,0.2926,0.624,1.6202,1.0371,1.3778,0.6401,0.8504,1.3285,0.008,5.5813,0.4379,0.5964,0.4562,0.1023,-0.0467,0.1973,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1746,0.8147,0.9026,5.125,-0.835,0.2742,1.0794,1.0389,4.0531,-0.4742,0.4794,0.869,0.9322,5.5471,-0.6643,1.5768,0.6123,0.7825,4.3998,0.0533,-0.6369,-0.3643,-0.1108,0.572,0.1739,0.304,0.8688,0.9683,1.1535,1.1145,1.3277,1.1913,0.7548,0.9375,1.3306,1.2421,1.7629,1.4193,1.7888,1.0533,-9.4182,0.5888,-5.265,-8.9417,1.0158,0.838,0.601,0.8249,0.5916,0.7172,1.2644,0.9239,1.1648,0.7307,0.9212,1.2608,0.004,2.3392,-0.1777,-0.1851,-0.1142,0.0677,0.5389,0.5234,TASCA_SINISTRA_DIETRO_PANTALONI
0.2532,0.5264,0.7255,3.3633,-0.4599,-0.284,0.2382,0.488,2.1249,-0.9442,-0.0321,0.2762,0.5256,2.0826,-0.4385,0.9913,0.2038,0.4515,2.1475,0.118,-0.8917,-7.8846,0.2554,8.8426,-0.2864,-0.0324,1.4867,1.3805,1.607,0.9286,1.0809,1.1641,2.2102,1.9057,2.5824,0.8623,1.1684,1.3551,1.0267,1.669,-3.6896,1.6255,-3.5935,-2.2107,2.1078,1.5912,0.9462,0.7549,0.4489,0.5946,1.5828,1.6149,1.5661,1.0203,0.9895,0.9698,0.0026,1.495,-0.3394,-0.195,0.5187,0.3869,0.2437,0.4292,TASCA_SINISTRA_DIETRO_PANTALONI
-0.2431,1.0574,1.0283,6.1124,-0.7072,0.2244,0.5248,0.7245,3.0432,-0.3952,0.3304,0.2511,0.5011,2.6555,-0.5569,1.2082,0.5923,0.7696,3.4678,0.0589,-1.0836,-0.7357,-0.2012,0.679,0.1857,0.2735,1.4194,2.0521,1.3361,1.4458,0.9413,0.6511,2.0146,4.2113,1.7852,2.0903,0.8861,0.4239,2.9376,2.6657,-11.6725,0.9075,-3.9735,-4.3787,1.6415,2.0991,0.9717,1.2788,0.592,0.4629,2.0086,2.3018,1.7626,1.146,0.8775,0.7658,0.0034,1.8244,-0.185,-0.2456,0.0136,0.2357,0.7106,0.4054,TASCA_SINISTRA_DIETRO_PANTALONI
0.1233,6.4586,2.5414,19.696,-1.5219,0.3478,26.5048,5.1483,40.1159,-0.3399,0.0872,5.6033,2.3671,12.1469,-0.6705,4.836,15.3232,3.9145,31.9225,0.0161,0.3545,1.4143,0.0255,3.989,0.0719,0.018,0.4936,1.0736,0.6492,2.1749,1.3152,0.6047,0.2437,1.1527,0.4215,4.7302,1.7297,0.3657,1.1679,2.4379,-22.7001,2.0873,-19.436,-9.3114,0.2609,1.0741,0.2407,4.1174,0.9227,0.2241,0.491,1.6215,0.617,3.3025,1.2567,0.3805,0.0026,7.0913,-0.2074,0.6608,-0.259,-0.1331,0.6473,-0.0851,TASCA_GIACCA
-0.1705,6.5224,2.5539,15.1041,-1.0879,-0.088,5.1866,2.2774,11.5703,-0.6721,0.302,15.0654,3.8814,25.9837,-1.1828,4.5074,6.5859,2.5663,14.283,0.0559,1.9371,-0.5644,-0.0378,-0.2914,-0.0195,0.067,1.1214,0.658,0.9952,0.5867,0.8874,1.5125,1.2576,0.4329,0.9904,0.3443,0.7875,2.2875,1.6921,0.5589,-9.3122,0.3303,-5.5032,-16.6606,1.0455,0.6077,0.4782,0.5813,0.4574,0.7869,1.3054,0.5813,1.0575,0.4453,0.8101,1.8192,0.0024,6.7178,0.5107,0.4062,0.0256,0.3228,0.1259,0.3047,TASCA_GIACCA
0.1329,4.2684,2.066,12.1321,-1.1615,-0.1118,5.7132,2.3902,9.6784,-0.9573,0.2217,7.98,2.8249,12.3347,-0.6967,3.8724,3.0455,1.7451,8.3616,0.0152,-1.1885,0.5992,0.0343,-0.5042,-0.0289,0.0573,0.8644,0.7314,1.1839,0.8461,1.3697,1.6187,0.7471,0.5349,1.4016,0.7159,1.876,2.6203,1.3773,1.2872,-50.3532,0.9346,-36.5597,-39.1194,1.1351,0.7721,0.661,0.6802,0.5824,0.8562,1.2535,0.9836,1.4509,0.7846,1.1575,1.4752,0.0019,5.8976,0.3459,0.2796,0.118,-0.0078,-0.1004,0.4475,TASCA_GIACCA
0.1233,6.4586,2.5414,19.696,-1.5219,0.3478,26.5048,5.1483,40.1159,-0.3399,0.0872,5.6033,2.3671,12.1469,-0.6705,4.836,15.3232,3.9145,31.9225,0.0161,0.3545,1.4143,0.0255,3.989,0.0719,0.018,0.4936,1.0736,0.6492,2.1749,1.3152,0.6047,0.2437,1.1527,0.4215,4.7302,1.7297,0.3657,1.1679,2.4379,-22.7001,2.0873,-19.436,-9.3114,0.2609,1.0741,0.2407,4.1174,0.9227,0.2241,0.491,1.6215,0.617,3.3025,1.2567,0.3805,0.0026,7.0913,-0.2074,0.6608,-0.259,-0.1331,0.6473,-0.0851,TASCA_GIACCA
-0.1705,6.5224,2.5539,15.1041,-1.0879,-0.088,5.1866,2.2774,11.5703,-0.6721,0.302,15.0654,3.8814,25.9837,-1.1828,4.5074,6.5859,2.5663,14.283,0.0559,1.9371,-0.5644,-0.0378,-0.2914,-0.0195,0.067,1.1214,0.658,0.9952,0.5867,0.8874,1.5125,1.2576,0.4329,0.9904,0.3443,0.7875,2.2875,1.6921,0.5589,-9.3122,0.3303,-5.5032,-16.6606,1.0455,0.6077,0.4782,0.5813,0.4574,0.7869,1.3054,0.5813,1.0575,0.4453,0.8101,1.8192,0.0024,6.7178,0.5107,0.4062,0.0256,0.3228,0.1259,0.3047,TASCA_GIACCA
0.1329,4.2684,2.066,12.1321,-1.1615,-0.1118,5.7132,2.3902,9.6784,-0.9573,0.2217,7.98,2.8249,12.3347,-0.6967,3.8724,3.0455,1.7451,8.3616,0.0152,-1.1885,0.5992,0.0343,-0.5042,-0.0289,0.0573,0.8644,0.7314,1.1839,0.8461,1.3697,1.6187,0.7471,0.5349,1.4016,0.7159,1.876,2.6203,1.3773,1.2872,-50.3532,0.9346,-36.5597,-39.1194,1.1351,0.7721,0.661,0.6802,0.5824,0.8562,1.2535,0.9836,1.4509,0.7846,1.1575,1.4752,0.0019,5.8976,0.3459,0.2796,0.118,-0.0078,-0.1004,0.4475,TASCA_GIACCA
0.6409,2.4272,1.5579,10.7972,-1.2854,-0.2927,2.9745,1.7247,9.0902,-1.2391,0.3389,2.3989,1.5488,10.1457,-0.8558,2.5066,2.1289,1.4591,7.4974,0.02,-2.1896,1.8911,0.2557,-0.8637,-0.1168,0.1352,0.9033,1.0059,1.0677,1.1135,1.182,1.0615,0.816,1.0118,1.1401,1.24,1.3972,1.1268,1.2072,1.298,-39.6754,1.0752,-32.8655,-30.5665,1.1637,0.8641,0.6175,0.7426,0.5307,0.7146,1.1878,1.0642,1.4401,0.896,1.2124,1.3532,0.0055,3.6149,0.608,-0.068,0.1379,-0.0539,-0.0038,0.1817,TASCA_GIACCA
0.5289,2.9067,1.7049,9.8922,-1.3946,-0.2712,3.58,1.8921,8.5798,-0.9042,0.1092,3.0214,1.7382,10.9426,-1.1759,2.8868,1.5399,1.2409,7.6166,0.0861,-1.9497,4.8451,0.1832,-2.485,-0.094,0.0378,0.9011,0.9808,1.3739,1.0885,1.5247,1.4007,0.8119,0.962,1.8876,1.1849,2.3248,1.962,1.4141,0.9742,-8.0319,0.6889,-5.6798,-8.2446,0.9168,0.8215,0.4957,0.896,0.5407,0.6034,1.153,0.904,1.2988,0.7841,1.1265,1.4367,0.0043,4.3848,0.5591,0.0885,0.1436,0.0591,0.0753,-0.0629,TASCA_GIACCA
0.0389,1.2078,1.099,6.5082,-0.5687,0.2275,0.4569,0.676,2.7353,-0.3576,0.1692,0.4052,0.6366,2.4494,-0.7638,1.2588,0.5673,0.7532,3.8728,0.0699,0.1709,0.2298,0.0309,1.3445,0.1807,0.1344,1.6258,1.7264,1.4591,1.0618,0.8974,0.8451,2.6433,2.9804,2.1288,1.1275,0.8054,0.7143,3.2744,2.2243,-8.1106,0.6793,-2.477,-3.6464,2.0592,2.9877,0.9964,1.4508,0.4839,0.3335,2.3794,2.6571,1.6805,1.1167,0.7063,0.6325,0.0022,1.8802,-0.1532,-0.2471,0.3241,0.244,0.5519,0.1645,TASCA_GIACCA
-0.0889,1.2167,1.103,6.1039,-0.8314,0.3463,0.4031,0.6349,2.6602,-0.2766,0.3454,0.5643,0.7512,2.8058,-0.6651,1.359,0.5842,0.7643,3.3706,0.0471,-0.2566,-0.2573,-0.0654,1.0027,0.2548,0.2541,1.7374,1.4684,1.4432,0.8452,0.8306,0.9828,3.0187,2.1562,2.0828,0.7143,0.69,0.966,4.8069,2.4725,-16.6396,0.5144,-3.4616,-6.7298,1.5995,1.9779,0.9423,1.2366,0.5891,0.4764,2.2945,2.1754,1.8109,0.9481,0.7892,0.8324,0.0036,2.0258,0.3542,-0.0637,0.236,0.064,0.672,0.2566,TASCA_GIACCA
0.192,4.2198,2.0542,13.7323,-0.7546,-1.3207,6.6503,2.5788,10.464,-3.4735,0.0531,8.6874,2.9474,11.9367,-0.9871,4.0041,5.3082,2.304,9.3741,0.0979,-0.1454,3.6169,0.0479,-24.8803,-0.3298,0.0133,0.7966,0.6969,0.8916,0.8749,1.1193,1.2793,0.6345,0.4857,0.795,0.7655,1.2528,1.6366,0.7269,0.996,-5.8026,1.3702,-7.983,-5.826,3.346,1.3029,0.7531,0.3894,0.2251,0.5781,1.3123,1.1504,1.4649,0.8766,1.1163,1.2734,0.0093,5.8324,0.1726,0.1514,0.1128,-0.1554,-0.6831,0.4549,TASCA_GIACCA
0.6854,8.3805,2.8949,19.9127,-0.6154,-0.9941,5.4947,2.3441,12.3704,-1.1139,0.6069,6.179,2.4858,12.3963,-0.7737,4.0625,5.3763,2.3187,11.9747,0.0566,-0.6895,1.1295,0.1687,-1.638,-0.2447,0.1494,1.235,1.1646,1.2485,0.943,1.0109,1.072,1.5252,1.3563,1.5588,0.8893,1.022,1.1493,1.1637,1.4028,-10.5661,1.2054,-9.0796,-7.5322,2.1065,1.7638,0.9712,0.8373,0.4611,0.5506,1.6097,1.6063,1.6629,0.9979,1.033,1.0352,0.0095,6.1234,0.2162,-0.031,0.2897,-0.0831,-0.3705,0.4049,TASCA_GIACCA
0.192,4.2198,2.0542,13.7323,-0.7546,-1.3207,6.6503,2.5788,10.464,-3.4735,0.0531,8.6874,2.9474,11.9367,-0.9871,4.0041,5.3082,2.304,9.3741,0.0979,-0.1454,3.6169,0.0479,-24.8803,-0.3298,0.0133,0.7966,0.6969,0.8916,0.8749,1.1193,1.2793,0.6345,0.4857,0.795,0.7655,1.2528,1.6366,0.7269,0.996,-5.8026,1.3702,-7.983,-5.826,3.346,1.3029,0.7531,0.3894,0.2251,0.5781,1.3123,1.1504,1.4649,0.8766,1.1163,1.2734,0.0093,5.8324,0.1726,0.1514,0.1128,-0.1554,-0.6831,0.4549,TASCA_GIACCA
0.6854,8.3805,2.8949,19.9127,-0.6154,-0.9941,5.4947,2.3441,12.3704,-1.1139,0.6069,6.179,2.4858,12.3963,-0.7737,4.0625,5.3763,2.3187,11.9747,0.0566,-0.6895,1.1295,0.1687,-1.638,-0.2447,0.1494,1.235,1.1646,1.2485,0.943,1.0109,1.072,1.5252,1.3563,1.5588,0.8893,1.022,1.1493,1.1637,1.4028,-10.5661,1.2054,-9.0796,-7.5322,2.1065,1.7638,0.9712,0.8373,0.4611,0.5506,1.6097,1.6063,1.6629,0.9979,1.033,1.0352,0.0095,6.1234,0.2162,-0.031,0.2897,-0.0831,-0.3705,0.4049,TASCA_GIACCA
-0.2136,7.0565,2.6564,17.3397,-1.1625,-1.1816,13.5791,3.685,19.9762,-0.8017,0.5265,9.9205,3.1497,31.4537,-1.648,4.0825,15.6079,3.9507,19.8463,0.0232,0.1807,-0.4056,-0.0523,-2.2442,-0.2894,0.129,0.7209,0.8434,0.6724,1.17,0.9327,0.7973,0.5197,0.7113,0.4521,1.3688,0.87,0.6356,1.0487,0.4762,-19.7926,0.4541,-18.8743,-41.5664,0.7232,0.6751,0.3947,0.9334,0.5457,0.5846,0.868,0.5513,0.8737,0.6351,1.0065,1.5849,0.0092,5.9867,-0.5006,0.1282,-0.411,0.0716,0.3403,-0.0685,TASCA_GIACCA
