@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
1.0272,3.1332,1.7701,7.4745,-0.1248,-0.6362,5.4899,2.3431,12.4208,-0.9078,0.3507,8.0828,2.843,13.0565,-1.0382,3.6499,4.9669,2.2286,7.7185,0.1035,-1.6147,2.9289,0.2814,-1.8139,-0.1743,0.0961,0.7555,0.6226,0.7942,0.8241,1.0513,1.2757,0.5707,0.3876,0.6308,0.6792,1.1053,1.6273,0.1403,0.1247,-0.9307,0.8887,-6.6316,-7.4623,1.0207,1.0373,0.7718,1.0163,0.7562,0.744,0.6018,0.5725,0.9684,0.9513,1.6092,1.6916,0.0072,5.4315,-0.2638,-0.2484,0.7991,0.348,-0.0437,0.019,?,?,?,?,?,DAVANTI_PANTALONI
0.2776,0.4162,0.6452,3.3012,-0.7472,-1.4,4.3743,2.0915,9.8067,-10.2656,0.479,1.2243,1.1065,5.1159,-0.3365,1.9878,4.3298,2.0808,9.0936,0.0045,-0.1983,0.5795,0.1396,-2.923,-0.7043,0.2409,0.3085,0.5831,0.3101,1.8902,1.0051,0.5317,0.0952,0.34,0.0961,3.573,1.0103,0.2828,0.158,1.096,-34.064,6.9377,-215.623,-31.0797,2.1705,0.4936,0.2068,0.2274,0.0953,0.419,0.3366,0.6453,0.363,1.9169,1.0784,0.5626,0.0087,2.8299,-0.2843,0.0809,0.4086,-0.5741,-0.9549,0.64,?,?,?,?,?,DAVANTI_PANTALONI
0.0144,0.0154,0.124,0.6576,-0.9375,0.0345,0.0213,0.146,0.7578,-0.819,0.0061,0.0149,0.1222,0.8079,-0.5704,0.2073,0.0101,0.1005,0.6277,0.0504,0.416,2.3566,0.0693,5.6655,0.1665,0.0294,0.8497,1.0147,1.2344,1.1941,1.4526,1.2165,0.722,1.0296,1.5236,1.4259,2.1102,1.4799,0.9325,1.0842,-9.5569,1.1628,-10.2488,-8.8143,0.8147,0.6597,0.5135,0.8097,0.6303,0.7783,0.8677,0.8139,1.0476,0.938,1.2073,1.2871,0.0002,0.3174,0.3713,-0.1161,0.1485,0.717,0.2037,0.2052,?,?,?,?,?,DAVANTI_PANTALONI
0.0067,0.0098,0.0991,0.5787,-1.043,0.0099,0.0199,0.1409,0.6941,-1.0276,-0.0006,0.0138,0.1173,0.5757,-0.8925,0.1834,0.0099,0.0997,0.4402,0.0363,0.6807,-11.8034,0.0367,-17.3403,0.0539,-0.0031,0.7036,0.8454,0.9946,1.2016,1.4136,1.1765,0.4951,0.7147,0.9892,1.4437,1.9982,1.3841,0.8399,1.0883,-17.7942,1.2958,-21.1872,-16.351,0.8274,0.9312,0.6201,1.1254,0.7495,0.6659,0.8337,1.0053,1.3147,1.2058,1.5769,1.3078,0.0001,0.2868,0.3223,0.0523,0.0344,0.927,-0.0423,-0.044,?,?,?,?,?,DAVANTI_PANTALONI
0.5934,3.2418,1.8005,14.541,-0.7736,0.5951,18.819,4.3381,36.9653,-1.0197,0.3125,2.7818,1.6679,15.4444,-0.7784,3.6044,12.6551,3.5574,20.4276,0.0044,0.9972,1.8991,0.1646,1.9044,0.1651,0.0867,0.415,1.0795,0.5061,2.601,1.2195,0.4688,0.1723,1.1653,0.2562,6.765,1.4871,0.2198,0.3398,0.9382,-69.8855,2.7607,-205.639,-74.4868,0.4479,0.9441,0.3996,2.1075,0.892,0.4232,0.3934,0.9415,0.7118,2.3935,1.8096,0.7561,0.0045,5.1727,-0.3649,0.1234,0.2253,0.3739,0.2702,0.1474,?,?,?,?,?,DAVANTI_PANTALONI
0.9339,4.2362,2.0582,11.3498,-0.9621,-0.6742,7.2903,2.7001,18.2144,-1.6879,0.6564,8.2841,2.8782,17.0334,-0.9812,3.225,11.1674,3.3418,12.4318,0.0043,-1.3852,1.4227,0.2896,-1.0271,-0.2091,0.2035,0.7623,0.7151,0.6159,0.9381,0.808,0.8613,0.5811,0.5114,0.3793,0.88,0.6528,0.7418,0.4866,0.6597,-103.0216,1.3558,-211.7332,-156.1647,0.8536,0.6728,0.4633,0.7882,0.5427,0.6886,0.6231,0.6663,0.913,1.0693,1.4651,1.3701,0.0067,4.7985,-0.583,-0.2244,0.3713,-0.0369,-0.4673,0.4325,?,?,?,?,?,DAVANTI_PANTALONI
-0.3282,15.2588,3.9063,29.4156,-0.7092,-0.1671,36.1752,6.0146,52.1,-0.4906,0.7242,21.7242,4.6609,23.1674,-0.6903,6.6679,29.3576,5.4183,35.0987,0.0069,1.9646,-0.4533,-0.0492,-0.2307,-0.0251,0.1086,0.6495,0.8381,0.7209,1.2904,1.1101,0.8602,0.4218,0.7024,0.5198,1.6652,1.2322,0.74,0.7118,1.2901,-50.0714,1.8123,-70.3407,-38.8127,0.4924,1.2556,0.4869,2.5502,0.989,0.3878,0.5646,1.2697,0.8381,2.2489,1.4844,0.6601,0.0041,9.9435,0.2597,-0.1201,0.0098,-0.3709,0.2825,0.354,?,?,?,?,?,DAVANTI_PANTALONI
1.5648,14.8041,3.8476,22.1327,-0.48,-1.7067,53.5689,7.3191,39.6435,-1.6876,-0.1123,25.59,5.0587,25.4851,-1.0162,8.5598,26.0671,5.1056,28.0445,0.036,-0.9168,-13.9282,0.1828,15.1916,-0.1994,-0.0131,0.5257,0.7606,0.7536,1.4468,1.4335,0.9908,0.2764,0.5785,0.5679,2.0933,2.055,0.9817,0.2883,0.5588,-6.854,1.9379,-23.7698,-12.2657,1.0138,1.1831,0.5141,1.167,0.507,0.4345,0.5583,0.8685,0.7892,1.5556,1.4136,0.9087,0.0118,12.6853,-0.1311,0.0297,0.2447,-0.3752,-0.4621,0.1536,?,?,?,?,?,DAVANTI_PANTALONI
0.1183,0.7516,0.8669,3.9227,-0.5881,0.1193,6.1069,2.4712,8.1631,-0.6719,-0.0073,5.5766,2.3615,7.884,-0.6448,3.1984,2.2336,1.4945,6.2175,0.0916,0.991,-16.1367,0.037,-16.2825,0.0373,-0.0023,0.3508,0.3671,0.5801,1.0465,1.6535,1.5801,0.1231,0.1348,0.3365,1.0951,2.7341,2.4967,0.4428,0.47,-2.3174,1.0614,-5.2335,-4.9308,0.5059,0.5153,0.3609,1.0187,0.7134,0.7003,0.4805,0.4976,0.6309,1.0354,1.3129,1.268,0.0008,4.9478,0.6056,0.4466,0.2174,0.9763,0.5069,0.5227,?,?,?,?,?,DAVANTI_PANTALONI
-0.1555,0.3106,0.5573,2.7221,-1.1099,-0.4972,12.3687,3.5169,13.4422,-0.7733,-0.3308,10.3719,3.2205,12.5827,-0.6332,4.3607,4.4165,2.1016,10.4525,0.0348,0.3127,0.4701,-0.0357,1.5031,-0.114,-0.0759,0.1585,0.173,0.2652,1.092,1.6735,1.5325,0.0251,0.0299,0.0703,1.1925,2.8005,2.3484,0.2443,0.2935,-3.8039,1.2017,-15.5724,-12.959,0.1702,0.1675,0.1191,0.9839,0.7,0.7115,0.2025,0.2163,0.2604,1.0683,1.286,1.2038,0.0031,6.5194,0.459,0.3762,-0.014,0.9939,0.2304,0.233,?,?,?,?,?,DAVANTI_PANTALONI
-0.1667,0.2811,0.5302,3.027,-1.4769,-0.0718,1.1224,1.0595,5.6144,-0.7624,-0.0476,0.6385,0.7991,3.8499,-0.705,1.206,0.6228,0.7892,3.864,0.0206,2.3226,3.5036,-0.1383,1.5085,-0.0595,-0.0395,0.5005,0.6635,0.6719,1.3258,1.3425,1.0126,0.2505,0.4403,0.4514,1.7578,1.8022,1.0253,0.7432,1.1339,-22.2161,1.5257,-29.8935,-19.593,0.3836,0.5412,0.3098,1.4108,0.8075,0.5723,0.5391,0.7863,0.7834,1.4583,1.453,0.9963,0.0009,1.8797,-0.2227,-0.0541,-0.0484,0.9741,0.307,0.3046,?,?,?,?,?,DAVANTI_PANTALONI
0.0298,0.0142,0.1191,0.6447,-0.96,0.0158,0.0675,0.2598,1.4437,-0.8575,-0.0019,0.0149,0.122,0.6473,-0.7788,0.2808,0.0188,0.1373,0.722,0.0779,1.8905,-15.9273,0.1062,-8.425,0.0562,-0.0067,0.4584,0.9757,0.8674,2.1287,1.8925,0.8891,0.2101,0.952,0.7525,4.5313,3.5817,0.7904,0.4738,1.1142,-5.1763,2.3516,-10.9253,-4.6458,0.4232,0.9039,0.4201,2.136,0.9926,0.4647,0.4466,0.996,0.8929,2.2304,1.9996,0.8965,0.0002,0.4026,0.0858,0.0412,0.1428,0.1625,0.1106,-0.0395,?,?,?,?,?,DAVANTI_PANTALONI
0.0073,0.0122,0.1107,0.5946,-0.869,0.0145,0.0458,0.214,1.1821,-0.9146,0.0069,0.0115,0.107,0.5509,-0.8484,0.2378,0.0132,0.1151,0.6599,0.039,0.5001,1.0464,0.0305,2.0924,0.061,0.0292,0.5172,1.0341,0.9616,1.9995,1.8592,0.9299,0.2675,1.0694,0.9246,3.9979,3.4567,0.8646,0.4896,1.0934,-10.3225,2.2329,-21.0816,-9.4412,0.5153,1.0674,0.4634,2.0714,0.8992,0.4341,0.5031,1.0793,0.9012,2.1456,1.7914,0.8349,0.0001,0.3487,-0.3353,-0.047,0.047,0.3764,0.0818,0.0362,?,?,?,?,?,DAVANTI_PANTALONI
0.045,1.1489,1.0719,5.3768,-0.7598,0.576,8.3479,2.8893,13.2981,-0.4604,-0.119,1.9843,1.4087,6.3116,-0.6598,2.7818,4.0905,2.0225,9.4968,0.0138,0.0782,-0.3785,0.0162,-4.8407,0.2071,-0.0428,0.371,0.7609,0.53,2.0511,1.4286,0.6965,0.1376,0.579,0.2809,4.2069,2.0408,0.4851,0.5538,0.9253,-17.517,1.6709,-31.6321,-18.9313,0.3355,0.8035,0.3173,2.3946,0.9456,0.3949,0.4043,0.8519,0.5662,2.1069,1.4003,0.6646,0.0029,3.952,0.4344,-0.1376,0.479,-0.4765,0.7437,-0.1006,?,?,?,?,?,DAVANTI_PANTALONI
-0.5737,1.2104,1.1002,5.0484,-3.324,-0.6604,2.1793,1.4763,10.6919,-3.7779,0.4206,4.7888,2.1883,12.8362,-0.5656,1.8083,5.8508,2.4188,10.6242,0.0094,0.8687,-1.364,-0.3173,-1.5701,-0.3652,0.2326,0.7453,0.5028,0.4548,0.6746,0.6103,0.9047,0.5554,0.2528,0.2069,0.4551,0.3725,0.8185,0.4591,0.8369,-38.4584,1.8232,-83.7779,-45.9516,0.5217,0.1424,0.1089,0.2729,0.2086,0.7645,0.4722,0.3933,0.4752,0.833,1.0064,1.2082,0.0048,2.84,0.8531,-0.5901,-0.8773,-0.4825,-0.8499,0.685,?,?,?,?,?,DAVANTI_PANTALONI
0.5166,0.4431,0.6656,2.6704,-0.1545,0.0427,2.01,1.4177,10.7032,-0.2861,0.2015,1.5816,1.2576,6.226,-0.5634,1.4264,2.3094,1.5197,8.568,0.0046,12.0854,2.5634,0.3622,0.2121,0.03,0.1413,0.4695,0.5293,0.438,1.1273,0.9329,0.8276,0.2204,0.2801,0.1919,1.2708,0.8704,0.6849,0.1501,0.1593,-9.0488,1.0612,-60.2943,-56.8179,0.2779,0.5808,0.2687,2.0897,0.9669,0.4627,0.2495,0.4289,0.3117,1.7191,1.2492,0.7267,0.0028,2.1432,-0.1377,0.1608,0.6294,-0.0169,0.5129,0.3952,?,?,?,?,?,DAVANTI_PANTALONI
0.3158,2.3704,1.5396,6.9327,-0.8257,0.1835,1.9938,1.412,7.0403,-1.2517,0.5545,9.9456,3.1537,13.7142,-0.8974,3.4706,2.7055,1.6449,7.398,0.0826,1.7212,0.5694,0.091,0.3308,0.0529,0.1598,1.0904,0.4882,0.936,0.4477,0.8584,1.9173,1.1889,0.2383,0.8761,0.2005,0.7369,3.676,0.8012,0.4834,-4.7045,0.6034,-5.872,-9.7322,1.2145,0.5254,0.4709,0.4326,0.3877,0.8963,0.9847,0.5055,0.9371,0.5134,0.9516,1.8538,0.0033,5.0437,-0.6929,-0.3667,-0.1209,0.3407,0.0779,0.4254,?,?,?,?,?,DAVANTI_PANTALONI
0.1079,0.9103,0.9541,5.4294,-1.0563,0.1216,3.0301,1.7407,11.4031,-1.7128,-0.0753,2.5142,1.5856,8.0914,-0.5934,2.0279,2.3742,1.5408,8.5657,0.0179,0.8876,-1.4327,0.0532,-1.6141,0.0599,-0.0371,0.5481,0.6017,0.6192,1.0978,1.1297,1.0291,0.3004,0.3621,0.3834,1.2052,1.2763,1.059,0.3874,0.9256,-17.9056,2.3893,-46.2221,-19.3458,0.6281,0.52,0.3027,0.8278,0.482,0.5822,0.4761,0.671,0.6338,1.4093,1.3312,0.9446,0.0009,3.0356,0.6042,-0.214,-0.2112,-0.6954,-0.3011,0.5419,?,?,?,?,?,DAVANTI_PANTALONI
-0.0407,1.1738,1.0834,6.6002,-0.9749,-1.2444,6.4806,2.5457,17.8988,-1.7035,0.4795,5.0651,2.2506,12.4629,-0.6685,2.4586,8.455,2.9077,12.4142,0.0052,0.0327,-0.0848,-0.0165,-2.5951,-0.5062,0.195,0.4256,0.4814,0.3726,1.1311,0.8755,0.774,0.1811,0.2317,0.1388,1.2795,0.7665,0.5991,0.2889,0.6525,-49.8216,2.2587,-172.4575,-76.3532,0.5048,0.4474,0.2678,0.8863,0.5305,0.5985,0.3688,0.5296,0.5317,1.4362,1.4418,1.0039,0.0066,3.7521,-0.0197,0.1669,0.2018,-0.6067,-0.8306,0.5855,?,?,?,?,?,DAVANTI_PANTALONI
-0.4612,2.2326,1.4942,6.8915,-2.8387,-0.5454,1.2522,1.119,5.7342,-2.1554,0.3855,3.4451,1.8561,9.1327,-0.6762,2.2488,2.5317,1.5911,6.4512,0.0125,0.8457,-1.1964,-0.2051,-1.4147,-0.2425,0.1714,1.3353,0.805,0.9391,0.6029,0.7033,1.1665,1.7829,0.6481,0.8819,0.3635,0.4946,1.3608,1.3011,1.3832,-62.1905,1.0631,-47.7995,-44.9606,0.9879,0.3295,0.2748,0.3335,0.2782,0.834,1.2018,0.7546,1.0683,0.6279,0.8889,1.4157,0.004,3.4771,0.0068,-0.113,-0.5374,-0.0634,-0.5154,0.5277,?,?,?,?,?,DAVANTI_PANTALONI
1.08,3.0198,1.7378,10.2419,-0.1402,-0.17,1.9158,1.3841,10.5884,-2.5952,0.4172,4.2452,2.0604,11.266,-0.6864,2.1877,5.7644,2.4009,11.1193,0.006,-6.355,2.5889,0.4937,-0.4074,-0.0777,0.1907,1.2555,0.8434,0.7238,0.6718,0.5765,0.8582,1.5763,0.7113,0.5239,0.4513,0.3323,0.7365,0.1648,0.2747,-18.8673,1.6668,-114.4995,-68.6942,3.0499,1.3446,0.803,0.4409,0.2633,0.5972,0.9673,0.9091,0.9211,0.9399,0.9523,1.0132,0.0058,3.4549,-0.0768,0.4652,0.8878,0.2682,-0.1993,0.4808,?,?,?,?,?,DAVANTI_PANTALONI
1.0018,10.6031,3.2562,25.8733,-0.3776,-0.5913,46.7099,6.8345,53.7065,-0.9796,0.5828,22.1327,4.7045,22.7715,-0.4322,6.9232,33.2074,5.7626,33.2228,0.0095,-1.6943,1.7189,0.1447,-1.0145,-0.0854,0.0842,0.4764,0.6921,0.5651,1.4527,1.186,0.8164,0.227,0.4791,0.3193,2.1104,1.4066,0.6665,0.2669,1.0321,-22.3434,3.8677,-83.7286,-21.6481,0.6923,1.1812,0.56,1.7063,0.8089,0.4741,0.4818,1.1362,0.7788,2.3585,1.6166,0.6854,0.0045,10.3824,0.2805,0.1232,0.4939,0.0393,-0.2224,0.4549,?,?,?,?,?,DAVANTI_PANTALONI
-0.7215,15.7032,3.9627,20.1395,-1.5323,-1.8624,27.0733,5.2032,23.2644,-2.5907,0.5569,15.3774,3.9214,18.84,-0.3004,5.8746,27.9424,5.2861,20.7657,0.0248,0.3874,-1.2955,-0.1228,-3.3443,-0.317,0.0948,0.7616,1.0105,0.7497,1.3269,0.9843,0.7418,0.58,1.0212,0.562,1.7606,0.9689,0.5503,0.726,2.8,-23.0843,3.8567,-31.7955,-8.2443,1.2275,0.5489,0.3735,0.4472,0.3043,0.6804,0.8657,1.069,0.9698,1.2348,1.1203,0.9073,0.0105,9.1353,0.8238,-0.1541,-0.6537,-0.1727,-0.8042,0.4864,?,?,?,?,?,DAVANTI_PANTALONI
-1.2248,7.2337,2.6896,17.3918,-2.7466,-1.049,18.1384,4.2589,31.4978,-1.6806,0.4068,9.6499,3.1064,17.4942,-0.6506,5.1569,11.1947,3.3458,22.8859,0.0379,1.1676,-3.011,-0.2375,-2.5788,-0.2034,0.0789,0.6315,0.8658,0.8039,1.371,1.2729,0.9284,0.3988,0.7496,0.6462,1.8796,1.6203,0.862,0.6456,1.8491,-14.1614,2.8639,-21.934,-7.6587,0.3951,0.438,0.1952,1.1086,0.494,0.4456,0.5522,0.9941,0.7599,1.8005,1.3763,0.7644,0.0086,7.7185,0.2703,0.1888,-0.3387,-0.5353,-0.5446,0.4302,?,?,?,?,?,DAVANTI_PANTALONI
-0.9033,13.5394,3.6796,15.9984,-1.1176,-0.9137,7.0625,2.6575,12.8342,-1.5812,0.6015,14.3134,3.7833,19.0283,-0.3888,4.6463,15.3396,3.9166,15.9962,0.0027,0.9885,-1.5016,-0.1944,-1.519,-0.1967,0.1295,1.3846,0.9726,0.9395,0.7024,0.6785,0.966,1.9171,0.9459,0.8826,0.4934,0.4604,0.9331,1.0739,1.585,-197.8821,1.4758,-184.2583,-124.8503,1.5195,0.5514,0.4711,0.3629,0.31,0.8542,1.2465,0.8408,1.0001,0.6745,0.8023,1.1896,0.0073,6.9865,0.2908,-0.3155,-0.4533,-0.4044,-0.4212,0.5687,?,?,?,?,?,DAVANTI_PANTALONI
0.0169,0.0098,0.0989,0.4844,-1.1005,-0.0451,0.0242,0.1557,0.7937,-1.6549,0.0009,0.0044,0.066,0.3667,-1.2352,0.1792,0.0086,0.0927,0.4747,0.0437,-0.3738,18.7166,0.0942,-50.0645,-0.2519,0.005,0.6354,1.4994,1.0673,2.3597,1.6796,0.7118,0.4038,2.2482,1.1391,5.568,2.8212,0.5067,0.5129,1.2522,-11.6937,2.4413,-22.798,-9.3386,0.7714,1.4055,0.4646,1.8221,0.6022,0.3305,0.6103,1.3208,1.0204,2.1643,1.672,0.7725,0.0002,0.2587,-0.2688,0.1008,0.2,-0.1709,-0.5143,0.1904,71.5696,0.0189,0.1376,0.2797,0.9961,DAVANTI_PANTALONI
0.2388,11.2702,3.3571,24.2267,-1.2184,-1.3046,9.5424,3.0891,19.5829,-4.2413,0.5812,13.0915,3.6182,20.5452,-0.2733,3.7293,22.0934,4.7004,18.3158,0.0021,-0.183,0.4109,0.064,-2.2449,-0.3498,0.1558,1.0868,0.9278,0.7142,0.8538,0.6572,0.7698,1.1811,0.8609,0.5101,0.7289,0.4319,0.5926,0.8397,3.0173,-342.8687,3.5934,-408.3376,-113.6342,2.9229,0.6768,0.595,0.2316,0.2036,0.8791,1.2371,1.1792,1.3227,0.9532,1.0692,1.1217,0.0072,5.4741,0.3583,-0.5366,-0.1853,-0.0467,-0.7419,0.4213,73.1358,0,0.0001,0,1,DAVANTI_PANTALONI
2.0396,14.5852,3.8191,20.2984,-0.5032,-3.6192,33.5765,5.7945,31.4164,-3.308,0.9152,26.0814,5.107,29.2019,-0.6705,7.3211,38.7403,6.2242,29.6734,0.0101,-0.5635,2.2285,0.2786,-3.9545,-0.4944,0.125,0.6591,0.7478,0.6136,1.1346,0.931,0.8205,0.4344,0.5592,0.3765,1.2874,0.8667,0.6732,0.2817,0.5797,-22.5065,2.0582,-79.9052,-38.8229,1.8517,0.7725,0.4505,0.4172,0.2433,0.5832,0.6461,0.6951,0.6841,1.0758,1.0587,0.9841,0.0222,11.483,-0.3818,-0.1262,0.4565,-0.7723,-0.8445,0.5995,?,?,?,?,?,DIETRO_PANTALONI
0.4894,3.6323,1.9059,13.2658,-1.0619,-2.0004,18.9328,4.3512,21.0806,-3.5007,0.3956,11.3363,3.3669,23.6543,-0.697,4.5607,17.4994,4.1832,20.9496,0.0215,-0.2447,1.237,0.1073,-5.0561,-0.4386,0.0868,0.438,0.5661,0.4556,1.2923,1.0401,0.8049,0.1919,0.3204,0.2076,1.6701,1.0819,0.6478,0.4167,0.7032,-14.8494,1.6877,-35.6378,-21.1159,1.3736,0.4616,0.3005,0.336,0.2188,0.6511,0.6293,0.5608,0.6332,0.8912,1.0063,1.1291,0.011,6.7502,-0.0989,-0.5302,-0.0328,-0.5191,-0.8155,0.4292,?,?,?,?,?,DIETRO_PANTALONI
0.3514,4.8181,2.195,14.7895,-1.2367,-2.648,49.9118,7.0648,32.8726,-3.8124,0.5192,20.404,4.5171,22.5512,-0.3133,6.0909,45.4397,6.7409,25.9628,0.0224,-0.1327,0.6768,0.0577,-5.0997,-0.4347,0.0852,0.3107,0.4859,0.3256,1.564,1.0481,0.6701,0.0965,0.2361,0.106,2.4462,1.0984,0.449,0.314,1.52,-13.7598,4.8405,-43.8191,-9.0525,0.968,0.3851,0.249,0.3978,0.2572,0.6466,0.4499,0.6558,0.5696,1.4577,1.2661,0.8686,0.014,8.5378,-0.0014,-0.3265,0.0024,-0.1383,-0.899,0.4216,?,?,?,?,?,DIETRO_PANTALONI
