@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.0944,0.0181,0.1345,0.8035,-0.4304,-0.0766,0.0321,0.1792,1.2365,-1.0889,0.0002,0.0185,0.136,0.8238,-0.6991,0.2474,0.0223,0.1493,0.841,0.0275,-1.2326,489.8229,0.3816,-397.3847,-0.3096,0.0008,0.7502,0.9884,0.9005,1.3174,1.2003,0.9111,0.5629,0.9769,0.8109,1.7356,1.4407,0.8301,0.3751,0.7133,-10.1638,1.9017,-27.0991,-14.2497,0.949,1.1586,0.6495,1.2209,0.6844,0.5606,0.6498,0.9754,0.9554,1.501,1.4702,0.9795,0.0007,0.386,-0.6926,-0.0035,0.4525,0.714,-0.2324,0.1114,0.0002,0.0029,0.0539,0.2361,-1.697,0.0231,0.009,0.0948,0.5309,-1.5651,0.0361,0.0051,0.0713,0.3963,-1.4122,0.0066,0.0042,0.6395,0.5688,0.7565,1.3299,0.3236,0.5723,1.7687,0.4586,0.6402,1.3961,0.4229,0.5328,1.2598,0.4447,0.5957,1.3396,0.0002,0.1847,0.6462,0.3965,0.7591,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0841,1.1404,1.0679,5.1543,-1.2938,0.0604,0.8811,0.9387,5.0316,-0.7813,0.0135,0.6617,0.8134,5.412,-1.5616,1.1314,1.4139,1.1891,4.3765,0.0078,-1.3919,-6.2376,-0.0744,4.4814,0.0534,0.0119,1.1377,1.3128,0.8981,1.1539,0.7894,0.6841,1.2943,1.7234,0.8065,1.3316,0.6232,0.468,1.3173,0.8812,-84.1038,0.6689,-63.8445,-95.444,0.7955,1.0636,0.5094,1.337,0.6404,0.4789,1.0244,0.9524,1.1777,0.9297,1.1497,1.2366,0.0005,1.7408,-0.7163,0.4614,-0.2599,0.2839,0.1359,-0.1103,0.0002,0.0273,0.1652,0.8844,-0.6662,-0.0382,0.0167,0.1292,0.8321,-1.1836,0.104,0.0375,0.1938,0.9389,-0.5787,-0.0041,0.0015,-0.3678,1.2783,0.8523,0.6667,1.6341,0.7264,0.4445,0.784,1.0275,1.3105,1.3929,0.8925,0.6407,1.0629,0.942,0.8862,0.0006,0.3843,0.4012,0.4925,0.0877,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0649,1.6591,1.2881,10.0415,-1.4463,1.3747,8.934,2.989,17.7528,-0.3758,0.1501,1.9638,1.4014,6.9186,-0.72,2.7658,6.8237,2.6122,13.3623,0.0085,0.0472,0.4326,0.0235,9.1608,0.497,0.0543,0.4309,0.9192,0.4931,2.1329,1.1442,0.5365,0.1857,0.8448,0.2431,4.5493,1.3093,0.2878,1.2242,2.0499,-51.9663,1.6744,-42.4476,-25.3502,0.3181,1.0204,0.3046,3.2078,0.9575,0.2985,0.5656,1.4514,0.7515,2.566,1.3286,0.5178,0.0071,3.9413,-0.0835,0.3494,-0.1529,0.5128,0.6875,0.2534,0.3992,0.5301,0.7281,3.4308,-0.4029,-0.28,0.3375,0.5809,2.9362,-2.9927,-0.02,0.4607,0.6788,3.2866,-1.0156,-1.4257,-19.939,13.9852,1.2533,1.0727,0.8559,1.5707,1.1506,0.7325,0.4477,0.595,1.329,3.3254,1.4997,0.451,1.1684,1.0439,0.8934,0.0025,1.198,-0.2315,0.0845,0.5072,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0917,1.8179,1.3483,8.1498,-1.6111,1.4621,8.0205,2.8321,12.7916,-0.6365,0.1597,1.8753,1.3694,7.1592,-0.6201,3.0569,4.5405,2.1308,7.7813,0.0124,0.0627,0.5745,0.03,9.1567,0.4783,0.0522,0.4761,0.9846,0.6328,2.0681,1.3291,0.6427,0.2267,0.9694,0.4004,4.277,1.7664,0.413,1.0107,1.835,-51.3124,1.8156,-50.7687,-27.9626,0.3993,0.7063,0.3961,1.7688,0.992,0.5608,0.6371,1.1384,1.0474,1.7867,1.6439,0.9201,0.0076,4.3617,-0.0559,0.2771,-0.171,0.6243,0.519,0.1824,0.3597,0.3446,0.587,3.4789,-0.3534,-0.3229,0.455,0.6746,3.7074,-1.6186,-0.0972,0.5808,0.7621,4.3942,-1.4789,-1.1139,-3.7,3.3218,0.8702,0.7703,0.8851,0.7573,0.5933,0.7835,0.3964,0.3465,0.8742,1.8156,1.45,0.7987,0.9383,0.7917,0.8437,0.0025,1.2593,0.171,0.1637,0.5893,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0431,3.1223,1.767,14.7419,-1.3162,1.1016,8.5642,2.9265,19.8806,-1.0698,-0.0045,1.9959,1.4127,7.9052,-1.0363,2.8277,6.9021,2.6272,10.8821,0.0045,-0.0391,9.4907,-0.0153,-242.4378,0.3896,-0.0016,0.6038,1.2507,0.6726,2.0715,1.1139,0.5377,0.3646,1.5644,0.4524,4.291,1.2408,0.2892,0.8152,2.0822,-168.8767,2.5542,-207.153,-81.1036,0.6627,1.6395,0.5822,2.4742,0.8786,0.3551,0.7415,1.8648,1.3547,2.5149,1.8269,0.7264,0.0057,4.0721,-0.0376,0.3731,-0.2806,0.344,0.5123,-0.0562,0.3412,0.4442,0.6665,3.8719,-0.5038,-0.3102,0.6235,0.7896,4.9966,-2.0327,-0.0427,0.6271,0.7919,5.8981,-1.2162,-1.0998,-7.9871,7.2623,0.8441,0.8417,0.9971,0.7125,0.7084,0.9942,0.3873,0.4008,1.0347,1.5628,0.9675,0.6191,0.7749,0.6565,0.8472,0.0024,1.2229,-0.0997,0.1234,0.6686,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0649,1.6591,1.2881,10.0415,-1.4463,1.3747,8.934,2.989,17.7528,-0.3758,0.1501,1.9638,1.4014,6.9186,-0.72,2.7658,6.8237,2.6122,13.3623,0.0085,0.0472,0.4326,0.0235,9.1608,0.497,0.0543,0.4309,0.9192,0.4931,2.1329,1.1442,0.5365,0.1857,0.8448,0.2431,4.5493,1.3093,0.2878,1.2242,2.0499,-51.9663,1.6744,-42.4476,-25.3502,0.3181,1.0204,0.3046,3.2078,0.9575,0.2985,0.5656,1.4514,0.7515,2.566,1.3286,0.5178,0.0071,3.9413,-0.0835,0.3494,-0.1529,0.5128,0.6875,0.2534,0.3992,0.5301,0.7281,3.4308,-0.4029,-0.28,0.3375,0.5809,2.9362,-2.9927,-0.02,0.4607,0.6788,3.2866,-1.0156,-1.4257,-19.939,13.9852,1.2533,1.0727,0.8559,1.5707,1.1506,0.7325,0.4477,0.595,1.329,3.3254,1.4997,0.451,1.1684,1.0439,0.8934,0.0025,1.198,-0.2315,0.0845,0.5072,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0917,1.8179,1.3483,8.1498,-1.6111,1.4621,8.0205,2.8321,12.7916,-0.6365,0.1597,1.8753,1.3694,7.1592,-0.6201,3.0569,4.5405,2.1308,7.7813,0.0124,0.0627,0.5745,0.03,9.1567,0.4783,0.0522,0.4761,0.9846,0.6328,2.0681,1.3291,0.6427,0.2267,0.9694,0.4004,4.277,1.7664,0.413,1.0107,1.835,-51.3124,1.8156,-50.7687,-27.9626,0.3993,0.7063,0.3961,1.7688,0.992,0.5608,0.6371,1.1384,1.0474,1.7867,1.6439,0.9201,0.0076,4.3617,-0.0559,0.2771,-0.171,0.6243,0.519,0.1824,0.3597,0.3446,0.587,3.4789,-0.3534,-0.3229,0.455,0.6746,3.7074,-1.6186,-0.0972,0.5808,0.7621,4.3942,-1.4789,-1.1139,-3.7,3.3218,0.8702,0.7703,0.8851,0.7573,0.5933,0.7835,0.3964,0.3465,0.8742,1.8156,1.45,0.7987,0.9383,0.7917,0.8437,0.0025,1.2593,0.171,0.1637,0.5893,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0431,3.1223,1.767,14.7419,-1.3162,1.1016,8.5642,2.9265,19.8806,-1.0698,-0.0045,1.9959,1.4127,7.9052,-1.0363,2.8277,6.9021,2.6272,10.8821,0.0045,-0.0391,9.4907,-0.0153,-242.4378,0.3896,-0.0016,0.6038,1.2507,0.6726,2.0715,1.1139,0.5377,0.3646,1.5644,0.4524,4.291,1.2408,0.2892,0.8152,2.0822,-168.8767,2.5542,-207.153,-81.1036,0.6627,1.6395,0.5822,2.4742,0.8786,0.3551,0.7415,1.8648,1.3547,2.5149,1.8269,0.7264,0.0057,4.0721,-0.0376,0.3731,-0.2806,0.344,0.5123,-0.0562,0.3412,0.4442,0.6665,3.8719,-0.5038,-0.3102,0.6235,0.7896,4.9966,-2.0327,-0.0427,0.6271,0.7919,5.8981,-1.2162,-1.0998,-7.9871,7.2623,0.8441,0.8417,0.9971,0.7125,0.7084,0.9942,0.3873,0.4008,1.0347,1.5628,0.9675,0.6191,0.7749,0.6565,0.8472,0.0024,1.2229,-0.0997,0.1234,0.6686,?,?,?,?,?,TASCA_GIACCA_ALTA
1.0562,11.3916,3.3751,18.9879,-0.365,0.9281,8.7253,2.9539,13.0118,-0.8285,0.9908,3.4847,1.8667,13.4961,-1.0849,4.6468,4.9675,2.2288,15.7414,0.0376,1.138,1.066,0.2273,0.9368,0.1997,0.2132,1.1426,1.8081,1.5143,1.5824,1.3253,0.8375,1.3056,3.2691,2.2932,2.5039,1.7565,0.7015,0.8611,0.7229,-8.2656,0.8395,-9.5986,-11.4337,1.9549,2.149,0.8505,1.0993,0.4351,0.3958,1.4593,1.4069,1.2062,0.9641,0.8266,0.8574,0.0091,6.9742,0.0821,0.0059,0.513,0.2467,0.3364,0.2215,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
1.6026,7.1577,2.6754,22.1534,-0.3834,0.8333,4.3182,2.078,9.3989,-0.6274,0.4224,3.066,1.751,10.7903,-0.8878,3.6095,4.9546,2.2259,17.1226,0.0199,1.923,3.7936,0.444,1.9727,0.2309,0.117,1.2875,1.5279,1.2019,1.1868,0.9336,0.7866,1.6576,2.3346,1.4447,1.4084,0.8716,0.6188,1.6945,1.21,-17.6938,0.7141,-10.4416,-14.623,2.7727,2.8016,0.9166,1.0104,0.3306,0.3272,2.357,2.0531,1.2938,0.8711,0.5489,0.6302,0.0096,5.6289,0.4933,-0.173,0.6712,0.5971,0.4691,0.0215,0.4671,1.1486,1.0717,5.8095,-0.8052,0.5653,1.304,1.1419,6.8092,-0.4434,0.2102,1.1486,1.0717,6.7366,-0.3923,0.8263,2.2217,2.6888,0.9385,1,1.0655,0.8808,1,1.1353,1.2389,1.3651,1.1019,0.6822,0.6651,0.975,0.8532,0.8624,1.0108,0.0039,2.5698,-0.123,0.4625,-0.3247,?,?,?,?,?,TASCA_GIACCA_ALTA
0.035,0.0123,0.1111,0.6837,-0.7366,-0.1263,0.0708,0.2661,1.2278,-1.4383,-0.0032,0.0095,0.0974,0.7322,-1.4514,0.2834,0.0295,0.1718,0.7107,0.0316,-0.277,-11.0469,0.1234,39.8862,-0.4457,-0.0112,0.4174,1.1402,0.6465,2.7319,1.5491,0.567,0.1742,1.3,0.418,7.4635,2.3998,0.3215,0.4004,0.6689,-12.4962,1.6706,-31.2118,-18.6824,0.7818,1.318,0.5364,1.6859,0.6861,0.407,0.5568,0.9337,0.962,1.6769,1.7277,1.0303,0.0007,0.3925,-0.3019,0.4735,0.2449,0.244,-0.6274,-0.1647,0.0058,0.0007,0.0266,0.1869,-0.2595,0.0289,0.0007,0.0264,0.1826,-0.2504,0.0132,0.0012,0.035,0.2168,-0.3551,0.2015,0.4418,2.1927,1.0085,0.7596,0.7532,1.017,0.577,0.5674,1.053,0.6778,0.6437,1.016,0.9275,0.9129,1.0234,0.8621,0.8424,0.0002,0.0778,0.722,0.5389,0.5686,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0605,0.0254,0.1595,0.7438,-1.119,0.082,0.1085,0.3294,1.8641,-0.5493,0.0043,0.0276,0.1661,0.9822,-0.5144,0.3556,0.0455,0.2134,1.1806,0.0223,-0.7386,-13.936,-0.1703,18.8683,0.2305,0.0122,0.4841,0.96,0.7475,1.9829,1.5439,0.7786,0.2344,0.9216,0.5587,3.9319,2.3836,0.6062,0.5943,1.1773,-14.618,1.981,-24.5971,-12.4162,0.2917,0.5412,0.2907,1.8551,0.9964,0.5371,0.399,0.7573,0.63,1.8979,1.5789,0.8319,0.0006,0.5128,0.1523,0.5077,0.0778,0.3659,0.523,0.2786,-0.0732,0.0134,0.1159,0.5746,-6.9184,-0.0106,0.0067,0.0818,0.4112,-2.6063,-0.0213,0.0056,0.0749,0.4604,-1.295,6.8878,3.4332,0.4984,1.4176,1.5474,1.0916,2.0095,2.3943,1.1915,1.6894,1.9328,1.1441,0.6364,0.3618,0.5685,1.3974,1.2483,0.8933,0.0004,0.1975,0.6275,0.5812,0.8369,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.5204,1.6716,1.2929,9.2863,-4.4714,-0.0407,8.2819,2.8778,18.5984,-0.5575,0.1611,1.5421,1.2418,9.9332,-0.8245,2.0866,7.44,2.7276,13.1544,0.0014,12.7904,-3.2297,-0.2494,-0.2525,-0.0195,0.0772,0.4493,1.0411,0.474,2.3175,1.0551,0.4553,0.2018,1.084,0.2247,5.3707,1.1132,0.2073,1.14,1.6906,-400.8812,1.483,-351.646,-237.1203,0.1421,0.3117,0.1288,2.1934,0.9065,0.4133,0.4993,0.9349,0.7059,1.8723,1.4139,0.7551,0.0029,3.0254,-0.2116,-0.6347,-0.6778,0.5767,0.3135,0.4722,0.2389,0.5271,0.726,4.1165,-0.124,0.4229,0.8255,0.9086,3.8847,-0.1237,-0.6833,1.9752,1.4054,5.7027,-28.0479,0.5649,-0.3496,-0.6189,0.7991,0.5166,0.6465,0.6385,0.2668,0.4179,1.062,0.0825,0.0776,1.0594,18.6558,17.6102,1.0597,0.7219,0.6812,0.0044,1.4432,0.5142,-0.8331,-0.7252,?,?,?,?,?,TASCA_GIACCA_BASSA
