@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-2.0906,3.8201,1.9545,5.9316,-22.5426,-1.1192,1.7192,1.3112,4.6836,-5.5699,-1.3024,1.9174,1.3847,4.5742,-12.7765,3.0137,5.6934,2.3861,6.8193,0.0186,1.8679,1.6052,-0.6937,0.8594,-0.3714,-0.4322,1.4907,1.4115,0.8191,0.9469,0.5495,0.5803,2.2221,1.9924,0.671,0.8966,0.302,0.3368,1.4304,1.3389,-44.0606,0.936,-30.803,-32.9091,0.3534,0.7588,0.0363,2.1471,0.1026,0.0478,1.2665,1.2968,0.8698,1.0239,0.6868,0.6708,0.082,4.7851,0.7463,0.7561,-0.9556,0.809,-0.8731,-0.8911,?,?,?,?,?,4.8931,15.1794,3.8961,12,0,SINISTRA_PANTALONI
0.1657,0.4169,0.6457,4.4926,-2.3204,-0.9155,1.1067,1.052,5.9361,-2.5057,-0.4719,2.5807,1.6065,6.629,-1.4872,1.8792,1.6613,1.2889,5.079,0.0732,-0.181,-0.3511,0.0882,1.9398,-0.4872,-0.2511,0.6138,0.4019,0.501,0.6549,0.8162,1.2464,0.3767,0.1616,0.251,0.4288,0.6662,1.5535,0.74,0.7921,-7.8278,1.0704,-10.5784,-9.8827,0.7991,0.5077,0.2469,0.6353,0.309,0.4863,0.7568,0.6777,0.8845,0.8955,1.1687,1.3052,0.007,2.7495,0.1573,0.1131,-0.5187,0.5024,-0.6917,-0.5359,?,?,?,?,?,34.0692,20.5911,4.5377,23.201,0.4103,SINISTRA_PANTALONI
0.0097,0.3581,0.5984,2.5161,-2.6629,-1.3278,2.5796,1.6061,6.0813,?,-0.7416,4.5044,2.1224,10.2201,-1.0783,2.3242,4.3534,2.0865,6.5477,0.0311,-0.0073,-0.0131,0.0042,1.7904,-0.5713,-0.3191,0.3726,0.2819,0.2868,0.7568,0.7698,1.0172,0.1388,0.0795,0.0823,0.5727,0.5925,1.0347,0.3008,0.345,-8.693,1.1468,-28.9003,-25.1998,0,0.1397,0.1016,0,0,0.7277,0.4137,0.2462,0.3843,0.595,0.9288,1.5609,0.0101,3.3588,0.5603,0.1679,-0.6419,0.1109,-0.8933,-0.3731,?,?,?,?,?,35.6786,28.5836,5.3464,25.3598,0.3401,SINISTRA_PANTALONI
-1.2176,7.414,2.7229,16.0627,-0.8664,-0.2142,2.7194,1.6491,10.3674,-1.3076,0.3822,5.7678,2.4016,19.6736,-0.4723,3.6611,4.1724,2.0427,15.0688,0.0256,5.6849,-3.1857,-0.3326,-0.5604,-0.0585,0.1044,1.6512,1.1338,1.333,0.6867,0.8073,1.1757,2.7263,1.2854,1.7769,0.4715,0.6518,1.3823,1.2692,1.1815,-18.8348,0.9309,-14.8398,-15.942,1.9157,0.6441,0.5565,0.3362,0.2905,0.8641,1.5494,0.8165,1.066,0.527,0.688,1.3056,0.0087,5.3137,-0.0642,-0.1409,0.0052,-0.4133,-0.1238,0.4789,?,?,?,?,?,0.102,0.2277,0.4772,5,0,SINISTRA_PANTALONI
0.192,3.6728,1.9165,13.6304,-0.9635,-0.2896,1.8176,1.3482,8.7369,-1.2141,-0.1705,2.0652,1.4371,8.6294,-0.8969,2.0838,3.3634,1.834,8.2007,0.0123,-0.6631,-1.1261,0.0922,1.6983,-0.139,-0.0818,1.4215,1.3336,1.045,0.9381,0.7351,0.7836,2.0207,1.7784,1.092,0.8801,0.5404,0.614,1.3961,1.6393,-65.6107,1.1742,-46.9957,-40.023,1.7592,1.5259,0.8361,0.8674,0.4753,0.5479,1.5601,1.5795,1.6621,1.0125,1.0654,1.0523,0.0028,3.0515,0.5642,0.2904,0.2413,0.1745,-0.0188,0.1488,?,?,?,?,?,3.4143,0.2998,0.5475,2,0.5,SINISTRA_PANTALONI
0.1599,0.0833,0.2885,1.877,-0.8129,-0.0992,0.0839,0.2896,1.3154,-0.8146,0.0057,0.1128,0.3358,1.5795,-0.4612,0.5006,0.0647,0.2544,1.0785,0.0759,-1.6128,28.1694,0.3194,-17.4666,-0.1981,0.0113,0.9962,0.8593,1.1342,0.8626,1.1385,1.3199,0.9924,0.7384,1.2863,0.744,1.2962,1.7421,1.4252,1.6883,-9.4967,1.1846,-6.6633,-5.6251,1.4282,0.9578,0.8871,0.6706,0.6211,0.9262,1.4269,1.1884,1.7404,0.8328,1.2197,1.4645,0.0013,0.7749,-0.5177,-0.5291,-0.0661,0.6655,0.226,0.6077,?,?,?,?,?,1,0,0,0,1,SINISTRA_PANTALONI
0.2536,0.1598,0.3998,2.6349,-1.1567,-0.0801,0.0982,0.3134,1.9636,-0.6828,-0.2145,0.0351,0.1873,0.947,-2.117,0.5381,0.1203,0.3469,1.7976,0.0192,-3.166,-1.1824,0.4713,0.3735,-0.1489,-0.3986,1.2754,2.1339,1.1525,1.6731,0.9036,0.5401,1.6266,4.5535,1.3281,2.7993,0.8165,0.2917,1.7737,2.1972,-40.0827,1.2387,-22.5981,-18.2427,1.047,4.0214,0.6666,3.8409,0.6367,0.1658,1.3419,2.7824,1.4658,2.0736,1.0924,0.5268,0.0023,0.8246,-0.7125,-0.1403,0.2274,0.4198,0.0399,0.1104,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.1952,5.1577,2.2711,12.4513,-1.0663,-0.4703,1.1485,1.0717,5.4732,-2.0447,-0.4202,5.0656,2.2507,15.3371,-0.5377,2.8366,3.7612,1.9394,10.882,0.023,-0.4151,-0.4645,0.0688,1.119,-0.1658,-0.1482,2.1192,1.0091,1.171,0.4761,0.5526,1.1605,4.491,1.0182,1.3713,0.2267,0.3053,1.3468,1.7481,1.1981,-25.0432,0.6854,-14.3257,-20.9025,3.3522,0.6042,0.541,0.1802,0.1614,0.8955,2.275,0.8118,1.1442,0.3569,0.503,1.4094,0.0046,4.1883,-0.0263,0.2788,0.313,-0.0183,-0.2572,0.2582,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.6922,3.2831,1.8119,7.597,-2.0313,-0.9196,11.3089,3.3629,12.6792,-1.3671,0.3454,8.3721,2.8935,16.3607,-0.7173,4.1248,7.3943,2.7192,10.6596,0.0181,0.7528,-2.004,-0.1678,-2.6621,-0.2229,0.0837,0.5388,0.6262,0.6663,1.1622,1.2367,1.0641,0.2903,0.3921,0.444,1.3508,1.5294,1.1322,0.6952,0.745,-25.9139,1.0716,-37.2751,-34.7855,0.4679,0.2631,0.2309,0.5622,0.4934,0.8776,0.5992,0.4643,0.7127,0.775,1.1895,1.5348,0.0084,6.1375,0.1426,-0.4012,-0.3732,0.0445,-0.3474,0.4287,?,?,?,?,?,19.7361,135.0831,11.6225,46,0.2069,SINISTRA_PANTALONI
-0.6036,2.7405,1.6555,8.3253,-2.2436,-1.5933,8.775,2.9623,12.9363,-1.3041,0.1371,7.376,2.7159,14.9158,-0.4838,3.9067,6.5512,2.5595,10.6204,0.0353,0.3789,-4.4029,-0.1545,-11.6212,-0.4078,0.0351,0.5588,0.6095,0.6468,1.0907,1.1574,1.0611,0.3123,0.3715,0.4183,1.1897,1.3395,1.1259,0.7865,1.1841,-14.8141,1.5055,-18.8352,-12.5112,0.4571,0.2553,0.2331,0.5585,0.51,0.9131,0.6436,0.5582,0.7839,0.8673,1.2181,1.4044,0.012,5.7971,0.6223,-0.2547,-0.5605,-0.0873,-0.508,0.4621,?,?,?,?,?,16.3264,3.0671,1.7513,8,0.6522,SINISTRA_PANTALONI
-0.9571,3.7153,1.9275,9.6847,-2.3916,-1.5766,11.8536,3.4429,15.4403,-1.5099,0.0961,10.6032,3.2563,20.337,-0.4128,4.4985,9.3467,3.0572,15.5462,0.0141,0.6071,-9.9628,-0.2128,-16.4112,-0.3505,0.0214,0.5599,0.5919,0.6305,1.0573,1.1261,1.0651,0.3134,0.3504,0.3975,1.1179,1.2682,1.1344,0.7352,1.1492,-30.6271,1.5631,-41.6562,-26.6503,0.4642,0.1984,0.1811,0.4274,0.3901,0.9128,0.6272,0.4762,0.623,0.7592,0.9932,1.3082,0.0129,6.5781,0.0372,-0.3241,-0.4206,0.0106,-0.4393,0.4949,?,?,?,?,?,13.8322,3.2166,1.7935,8,0.4667,SINISTRA_PANTALONI
-0.8912,7.4219,2.7243,21.9978,-0.8258,-1.2187,5.1502,2.2694,13.0584,-1.5605,0.5896,10.395,3.2241,19.7915,-0.3388,3.9928,9.6519,3.1068,18.6647,0.0228,0.7313,-1.5116,-0.2232,-2.0669,-0.3052,0.1477,1.2005,0.845,0.8769,0.7039,0.7305,1.0378,1.4411,0.714,0.769,0.4954,0.5336,1.077,1.2502,1.9865,-22.8035,1.589,-18.2403,-11.4791,2.3625,0.815,0.6308,0.345,0.267,0.7739,1.6846,1.1115,1.1786,0.6598,0.6996,1.0604,0.0114,5.9471,-0.2817,0.0975,-0.0946,-0.1333,-0.2096,0.6465,?,?,?,?,?,14.7762,100.4674,10.0233,56,0.1642,SINISTRA_PANTALONI
0.9672,5.3024,2.3027,11.5832,-0.4393,-1.0463,3.1495,1.7747,9.3306,-1.0893,0.3728,12.609,3.5509,26.4601,-0.6314,3.9359,7.7387,2.7819,17.2631,0.0377,-0.9244,2.5946,0.2457,-2.8067,-0.2658,0.0947,1.2975,0.6485,0.8278,0.4998,0.6379,1.2765,1.6836,0.4205,0.6852,0.2498,0.407,1.6293,0.7267,0.3452,-5.2309,0.475,-7.1981,-15.153,1.8021,0.4962,0.4486,0.2753,0.2489,0.9041,1.2414,0.4378,0.671,0.3526,0.5405,1.5328,0.0104,6.0348,0.3716,0.401,0.6294,0.132,0.147,0.4923,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.3749,4.2589,2.0637,9.8265,-0.6298,-0.5377,3.7102,1.9262,8.369,-0.9252,0.3401,5.2517,2.2917,12.8886,-0.5597,3.2602,3.1376,1.7713,8.6689,0.0342,-0.6973,1.1023,0.115,-1.5808,-0.1649,0.1043,1.0714,0.9005,1.1651,0.8405,1.0874,1.2938,1.1479,0.8109,1.3574,0.7065,1.1825,1.6738,0.9441,0.821,-12.3676,0.8696,-13.0997,-15.0647,1.387,0.7297,0.6717,0.5261,0.4843,0.9206,1.1742,0.7624,1.1335,0.6493,0.9654,1.4868,0.005,4.898,0.5818,0.5766,0.3312,0.1324,0.1644,0.3584,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.0512,0.0166,0.1286,0.6565,-0.6338,-0.0197,0.0086,0.0928,0.5492,-1.0321,-0.1522,0.0083,0.0909,0.459,-5.9168,0.2259,0.0086,0.0925,0.4628,0.0767,-2.5997,-0.3366,0.2267,0.1295,-0.0872,-0.6735,1.3864,1.4149,1.3912,1.0205,1.0034,0.9833,1.9222,2.0018,1.9354,1.0414,1.0069,0.9668,0.9128,0.6486,-6.6285,0.7105,-7.2614,-10.2198,1.4866,6.0554,0.8017,4.0733,0.5393,0.1324,1.1952,1.4303,1.4185,1.1967,1.1869,0.9918,0.0011,0.3352,-0.2763,-0.2729,0.5476,-0.3143,-0.0567,-0.6561,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.025,0.0287,0.1693,0.9355,-1.0605,-0.0826,0.0234,0.153,0.7222,-1.0829,-0.1547,0.016,0.1265,0.6161,-2.8138,0.2938,0.0132,0.1147,0.508,0.1084,-0.3027,-0.1617,0.0852,0.5341,-0.2813,-0.5267,1.1066,1.3385,1.4754,1.2096,1.3333,1.1023,1.2245,1.7916,2.1769,1.4631,1.7777,1.215,1.2823,1.0593,-7.7956,0.8261,-6.0794,-7.3594,1.3093,2.8104,0.7968,2.1465,0.6086,0.2835,1.2953,1.5184,1.8415,1.1723,1.4217,1.2128,0.0012,0.4427,0.114,-0.1678,0.1402,-0.2659,0.0604,-0.5341,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.1052,0.0743,0.2726,1.8517,-0.8101,-0.0119,0.0147,0.1212,0.7715,-2.259,-0.2403,0.009,0.095,0.6486,-52.7719,0.3671,0.0322,0.1795,0.9699,0.0822,-8.8113,-0.4378,0.2866,0.0497,-0.0325,-0.6546,2.2502,2.8699,1.5187,1.2754,0.6749,0.5292,5.0635,8.2361,2.3066,1.6266,0.4555,0.2801,1.5496,1.3019,-9.5457,0.8401,-6.1599,-7.3323,4.3209,84.8031,0.9681,19.6261,0.224,0.0114,2.4,2.8548,1.9092,1.1895,0.7955,0.6688,0.002,0.5343,-0.2634,-0.0071,0.4308,-0.3145,-0.1351,-0.3914,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
-0.209,4.3218,2.0789,14.5572,-0.7539,-0.471,4.9109,2.2161,10.0117,-1.0344,0.1521,3.5748,1.8907,13.047,-0.3906,3.0697,3.6729,1.9165,11.1655,0.0128,0.4438,-1.3739,-0.0681,-3.096,-0.1534,0.0496,0.9381,1.0995,1.0847,1.1721,1.1563,0.9866,0.88,1.209,1.1767,1.3738,1.3371,0.9733,1.2292,1.7075,-43.1401,1.3891,-35.0958,-25.2657,1.6866,0.8846,0.7338,0.5245,0.4351,0.8295,1.454,1.1158,1.3038,0.7674,0.8967,1.1685,0.0037,4.6137,0.3162,0.1641,-0.2254,0.1433,-0.1064,0.2383,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.1463,3.7322,1.9319,10.7926,-1.3161,-0.4719,4.2579,2.0635,9.3741,-1.6713,0.1871,2.374,1.5408,12.3374,-0.7605,2.6455,3.6448,1.9091,8.7038,0.0052,0.3099,-0.7816,-0.0553,-2.5218,-0.1784,0.0707,0.9362,1.2538,1.0119,1.3392,1.0808,0.8071,0.8765,1.5721,1.024,1.7936,1.1682,0.6513,1.0457,1.1507,-136.0761,1.1005,-130.1344,-118.2552,1.3279,0.665,0.5326,0.5008,0.4011,0.801,1.1513,0.8748,1.24,0.7598,1.077,1.4175,0.0036,3.8922,0.4741,0.421,-0.2169,-0.0797,-0.3568,0.0355,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.247,3.5466,1.8832,13.1818,-2.551,-0.3086,2.7772,1.6665,9.8208,-0.9219,0.097,4.8598,2.2045,15.9643,-1.1967,2.4192,5.4968,2.3445,9.6586,0.0078,0.8003,-2.545,-0.1021,-3.1799,-0.1276,0.0401,1.1301,0.8543,0.8032,0.7559,0.7108,0.9403,1.2771,0.7298,0.6452,0.5715,0.5052,0.8841,2.0101,1.0889,-125.5265,0.5417,-62.4469,-115.2824,0.7265,0.5108,0.3814,0.7031,0.5249,0.7466,1.3422,0.8257,1.3648,0.6152,1.0168,1.6529,0.0028,3.5144,0.1703,0.1342,-0.3544,0.1559,-0.0039,0.1057,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.209,4.3218,2.0789,14.5572,-0.7539,-0.471,4.9109,2.2161,10.0117,-1.0344,0.1521,3.5748,1.8907,13.047,-0.3906,3.0697,3.6729,1.9165,11.1655,0.0128,0.4438,-1.3739,-0.0681,-3.096,-0.1534,0.0496,0.9381,1.0995,1.0847,1.1721,1.1563,0.9866,0.88,1.209,1.1767,1.3738,1.3371,0.9733,1.2292,1.7075,-43.1401,1.3891,-35.0958,-25.2657,1.6866,0.8846,0.7338,0.5245,0.4351,0.8295,1.454,1.1158,1.3038,0.7674,0.8967,1.1685,0.0037,4.6137,0.3162,0.1641,-0.2254,0.1433,-0.1064,0.2383,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.1463,3.7322,1.9319,10.7926,-1.3161,-0.4719,4.2579,2.0635,9.3741,-1.6713,0.1871,2.374,1.5408,12.3374,-0.7605,2.6455,3.6448,1.9091,8.7038,0.0052,0.3099,-0.7816,-0.0553,-2.5218,-0.1784,0.0707,0.9362,1.2538,1.0119,1.3392,1.0808,0.8071,0.8765,1.5721,1.024,1.7936,1.1682,0.6513,1.0457,1.1507,-136.0761,1.1005,-130.1344,-118.2552,1.3279,0.665,0.5326,0.5008,0.4011,0.801,1.1513,0.8748,1.24,0.7598,1.077,1.4175,0.0036,3.8922,0.4741,0.421,-0.2169,-0.0797,-0.3568,0.0355,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.247,3.5466,1.8832,13.1818,-2.551,-0.3086,2.7772,1.6665,9.8208,-0.9219,0.097,4.8598,2.2045,15.9643,-1.1967,2.4192,5.4968,2.3445,9.6586,0.0078,0.8003,-2.545,-0.1021,-3.1799,-0.1276,0.0401,1.1301,0.8543,0.8032,0.7559,0.7108,0.9403,1.2771,0.7298,0.6452,0.5715,0.5052,0.8841,2.0101,1.0889,-125.5265,0.5417,-62.4469,-115.2824,0.7265,0.5108,0.3814,0.7031,0.5249,0.7466,1.3422,0.8257,1.3648,0.6152,1.0168,1.6529,0.0028,3.5144,0.1703,0.1342,-0.3544,0.1559,-0.0039,0.1057,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
0.6278,2.0067,1.4166,8.4227,-0.3204,-0.0329,3.7522,1.937,17.6602,-0.4065,0.2713,2.0681,1.4381,9.0611,-0.38,2.3047,2.9842,1.7275,13.8427,0.0239,-19.0709,2.3139,0.2724,-0.1213,-0.0143,0.1177,0.7313,0.9851,0.82,1.347,1.1213,0.8325,0.5348,0.9703,0.6724,1.8143,1.2573,0.693,0.4004,0.8191,-6.0305,2.0458,-15.0611,-7.3621,0.508,0.9715,0.4498,1.9122,0.8854,0.463,0.4769,0.9295,0.6085,1.949,1.2758,0.6546,0.0047,3.4169,0.6146,0.0057,0.4547,0.3505,0.5474,0.327,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
0.4266,3.0551,1.7479,10.3848,-1.0331,0.0124,2.9464,1.7165,7.9602,-1.0118,-0.0872,1.5089,1.2284,10.9478,-1.3064,2.3776,2.047,1.4307,6.9336,0.0151,34.2953,-4.8913,0.1794,-0.1426,0.0052,-0.0367,1.0183,1.4229,1.2217,1.3974,1.1997,0.8586,1.0369,2.0247,1.4925,1.9527,1.4394,0.7371,1.3181,0.851,-49.5463,0.6456,-37.5902,-58.2241,1.291,1.0761,0.7256,0.8336,0.562,0.6742,1.3046,0.9486,1.4978,0.7271,1.1481,1.579,0.0031,3.4637,0.4225,-0.0866,0.1498,0.0163,0.0452,-0.101,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0725,0.0147,0.1211,0.5435,-0.443,0.0371,0.0076,0.0874,0.4381,-0.4961,-0.1713,0.0137,0.117,0.5789,-2.9865,0.2461,0.0114,0.1069,0.5552,0.0939,1.9525,-0.4233,0.2947,-0.2168,0.151,-0.6963,1.3859,1.0347,1.1321,0.7466,0.8169,1.0941,1.9208,1.0707,1.2817,0.5574,0.6673,1.1971,1.1485,0.3847,-2.9005,0.335,-2.5256,-7.5397,1.286,2.5934,0.6146,2.0166,0.4779,0.237,1.2404,0.9387,0.9788,0.7568,0.7891,1.0427,0.0014,0.3682,0.0181,-0.3255,0.547,-0.5221,0.5408,-0.8029,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0628,0.0146,0.121,0.648,-0.5617,-0.0708,0.0053,0.0728,0.3259,-1.9786,-0.0824,0.0044,0.0661,0.3332,-2.1571,0.1863,0.0054,0.0732,0.3823,0.1264,-0.8872,-0.7624,0.3373,0.8593,-0.3802,-0.4424,1.661,1.8308,1.6518,1.1022,0.9944,0.9022,2.7591,3.3519,2.7285,1.2149,0.9889,0.814,1.0764,1.0236,-4.2141,0.9509,-3.9149,-4.1169,3.792,3.9312,0.9482,1.0367,0.2501,0.2412,1.9881,1.9446,1.695,0.9781,0.8526,0.8717,0.0009,0.2807,-0.3719,0.1644,0.5687,-0.1737,-0.4011,-0.218,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
0.5613,5.5656,2.3591,14.3584,-0.5301,-1.6662,8.3573,2.8909,13.3227,-2.9238,0.0555,3.513,1.8743,11.5542,-1.057,3.3774,9.1237,3.0205,11.9239,0.0085,-0.3369,10.1098,0.1662,-30.0103,-0.4933,0.0164,0.8161,1.2587,0.781,1.5424,0.9571,0.6205,0.666,1.5843,0.61,2.379,0.916,0.385,0.5011,0.8378,-48.7616,1.6721,-97.3158,-58.2013,2.7638,1.6707,0.7803,0.6045,0.2823,0.4671,1.0777,1.2427,1.2042,1.1531,1.1173,0.969,0.0123,5.1431,0.0532,0.0301,0.306,-0.3251,-0.7924,0.3028,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_BASSA
0.8581,6.2215,2.4943,14.4043,-0.2186,-1.5618,10.0862,3.1759,14.9118,-3.5576,-0.3147,3.6258,1.9041,13.7149,-0.8562,3.1928,13.0139,3.6075,15.6675,0.0028,-0.5494,-2.7268,0.2688,4.9628,-0.4891,-0.0986,0.7854,1.3099,0.6914,1.6679,0.8804,0.5278,0.6168,1.7159,0.4781,2.7818,0.775,0.2786,0.2219,0.4084,-58.3442,1.84,-262.8746,-142.8705,3.6129,1.5999,0.7524,0.4428,0.2082,0.4703,0.966,1.0503,0.9194,1.0873,0.9518,0.8754,0.0127,4.8465,-0.3942,0.3266,0.694,0.1084,-0.8297,0.0139,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_BASSA
0.5613,5.5656,2.3591,14.3584,-0.5301,-1.6662,8.3573,2.8909,13.3227,-2.9238,0.0555,3.513,1.8743,11.5542,-1.057,3.3774,9.1237,3.0205,11.9239,0.0085,-0.3369,10.1098,0.1662,-30.0103,-0.4933,0.0164,0.8161,1.2587,0.781,1.5424,0.9571,0.6205,0.666,1.5843,0.61,2.379,0.916,0.385,0.5011,0.8378,-48.7616,1.6721,-97.3158,-58.2013,2.7638,1.6707,0.7803,0.6045,0.2823,0.4671,1.0777,1.2427,1.2042,1.1531,1.1173,0.969,0.0123,5.1431,0.0532,0.0301,0.306,-0.3251,-0.7924,0.3028,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_BASSA
0.8581,6.2215,2.4943,14.4043,-0.2186,-1.5618,10.0862,3.1759,14.9118,-3.5576,-0.3147,3.6258,1.9041,13.7149,-0.8562,3.1928,13.0139,3.6075,15.6675,0.0028,-0.5494,-2.7268,0.2688,4.9628,-0.4891,-0.0986,0.7854,1.3099,0.6914,1.6679,0.8804,0.5278,0.6168,1.7159,0.4781,2.7818,0.775,0.2786,0.2219,0.4084,-58.3442,1.84,-262.8746,-142.8705,3.6129,1.5999,0.7524,0.4428,0.2082,0.4703,0.966,1.0503,0.9194,1.0873,0.9518,0.8754,0.0127,4.8465,-0.3942,0.3266,0.694,0.1084,-0.8297,0.0139,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_BASSA
