@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.0351,0.6784,0.8237,8.8306,-0.4483,-0.0216,1.8244,1.3507,12.93,-1.216,-0.0145,1.7161,1.31,17.1007,-1.2199,1.1958,2.7909,1.6706,9.5178,0.004,-1.6227,-2.427,0.0294,1.4957,-0.0181,-0.0121,0.6098,0.6288,0.493,1.0311,0.8085,0.7841,0.3719,0.3953,0.2431,1.0631,0.6537,0.6149,0.3853,0.2909,-71.8222,0.755,-186.4272,-246.9201,1.045,0.7915,0.6381,0.7574,0.6106,0.8061,0.683,0.5164,0.9278,0.7561,1.3585,1.7967,0.0001,1.7766,-0.237,-0.2242,0.1095,-0.1797,-0.0141,-0.2562,0.2929,0.899,0.9482,7.1628,-0.2828,0.1445,0.1141,0.3377,2.6714,-1.1917,0.1814,0.5298,0.7278,4.1774,-0.6711,2.0273,1.6146,0.7964,2.8073,1.3027,0.464,7.8809,1.697,0.2153,1.0871,0.9412,0.8658,4.5811,2.2337,0.4876,2.6813,1.7147,0.6395,0.0013,1.2511,0.2901,-0.31,0.2757,0,0,0,0,0,TASCA_DESTRA_DIETRO_PANTALONI
-0.0432,5.67,2.3812,23.6129,-0.3465,-0.3282,3.384,1.8396,15.9756,-0.5209,-0.1184,3.2585,1.8051,19.0225,-0.8002,2.6864,5.2193,2.2846,20.3589,0.0059,0.1317,0.3651,-0.0161,2.7722,-0.1222,-0.0441,1.2944,1.3191,1.0423,1.0191,0.8052,0.7901,1.6755,1.7401,1.0864,1.0385,0.6484,0.6243,1.1106,0.7186,-50.6281,0.647,-45.5882,-70.4556,1.6695,1.6596,0.8563,0.9941,0.5129,0.516,1.4781,1.2413,1.1598,0.8398,0.7847,0.9344,0.0012,3.9418,0.4681,0.3806,0.2868,0.0187,-0.0319,0.1247,0.4522,0.9004,0.9489,5.9248,-0.3778,-0.4327,1.1274,1.0618,6.3094,-3.6085,1.288,1.929,1.3889,6.1673,-0.341,-1.0451,0.3511,-0.336,0.8937,0.6832,0.7645,0.7987,0.4668,0.5844,0.3289,1.036,3.1503,3.141,0.935,0.2977,0.9391,0.9607,1.023,0.005,2.6602,-0.277,-0.1185,0.0681,6.214,13.2138,3.6351,13,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0027,0.0271,0.1647,2.6612,-1.4625,-0.0195,0.054,0.2324,3.9273,-1.259,-0.1196,0.004,0.0634,0.5541,-1.7722,0.1951,0.0618,0.2485,2.7113,0.0042,0.1362,0.0222,-0.0136,0.1631,-0.1,-0.613,0.7087,2.5988,0.6626,3.6671,0.935,0.255,0.5022,6.7535,0.4391,13.4479,0.8743,0.065,0.7221,4.4621,-136.6065,6.1793,-189.1781,-30.615,0.6216,5.407,0.3969,8.6985,0.6385,0.0734,0.6776,4.8029,0.9815,7.088,1.4485,0.2044,0.0004,0.2873,0.8318,0.4098,-0.0788,0.2591,0.031,-0.1253,0.0036,0.0003,0.018,0.0972,-0.6563,0.0381,0.0005,0.0227,0.11,-0.2446,0.0069,0.0003,0.0163,0.1122,-1.027,0.0951,0.5237,5.5069,0.7951,1.1101,1.3962,0.6322,1.2324,1.9495,1.7812,0.6778,0.3805,0.6639,1.0607,1.5976,0.8835,0.8667,0.981,0.0001,0.0677,0.6608,0.2471,0.2762,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.099,4.0521,2.013,15.3251,-0.3046,-0.5158,3.9589,1.9897,8.4058,-0.9636,-0.1172,0.8785,0.9373,5.2543,-0.9621,2.6565,2.122,1.4567,11.8689,0.0103,-0.1919,-0.8444,0.0373,4.4003,-0.1942,-0.0441,1.0117,2.1477,1.3819,2.1228,1.3659,0.6434,1.0236,4.6124,1.9096,4.5063,1.8657,0.414,0.8673,1.3887,-29.0052,1.6011,-33.4423,-20.8873,2.7442,4.3868,0.9796,1.5986,0.357,0.2233,1.8232,2.9167,1.2912,1.5998,0.7082,0.4427,0.0019,3.9372,0.6097,0.3135,0.2334,0.1471,-0.0198,0.0756,0.2555,0.2603,0.5102,2.7493,-0.4862,-0.5371,0.7786,0.8824,3.9531,-5.5649,1.5892,4.0977,2.0243,6.3937,-0.0073,-0.4758,0.1608,-0.3379,0.5782,0.252,0.4359,0.3343,0.0635,0.19,0.2684,19.4921,72.6214,3.0721,0.2914,0.0949,0.6955,0.43,0.6183,0.0059,2.6356,-0.5944,0.2092,-0.2432,5.5261,42.5908,6.5262,18,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0205,0.008,0.0894,0.8122,-3.1044,-0.0678,0.0142,0.1193,1.6931,-0.7228,-0.1531,0.0079,0.0888,0.557,-2.6003,0.216,0.0119,0.1092,0.9882,0.0166,0.3031,0.1342,-0.0951,0.4427,-0.3138,-0.7089,0.7494,1.0072,0.8189,1.3441,1.0928,0.813,0.5615,1.0145,0.6705,1.8067,1.1941,0.661,0.8649,1.5272,-36.8472,1.7657,-42.6029,-24.128,0.2014,1.2792,0.1969,6.3527,0.978,0.1539,0.4797,1.4583,0.8219,3.0397,1.7133,0.5636,0.0006,0.3149,0.3161,-0.1003,-0.1803,0.1616,-0.0401,-0.446,-0.018,0.0012,0.034,0.2585,-3.1765,0.0125,0.0017,0.041,0.3482,-3.0874,0.0315,0.0005,0.022,0.157,-0.6013,-1.4454,-0.5733,0.3966,0.831,1.548,1.8628,0.6905,2.3963,3.4702,0.7475,3.3344,4.4609,0.7265,0.6312,0.8688,0.7423,1.6463,2.2177,0.0001,0.0887,0.8919,0.4272,0.425,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0321,0.0032,0.0562,0.3504,-0.7627,-0.0306,0.0023,0.048,0.2897,-1.4866,-0.1093,0.0047,0.0687,0.3275,-5.5263,0.1445,0.0032,0.0567,0.292,0.0649,-1.049,-0.294,0.2224,0.2803,-0.212,-0.7565,1.1702,0.8184,0.9906,0.6993,0.8465,1.2105,1.3694,0.6697,0.9813,0.4891,0.7166,1.4652,0.8755,0.5467,-7.4784,0.6244,-8.5421,-13.68,1.7065,3.9611,0.6366,2.3212,0.373,0.1607,1.2097,1.0699,1.2,0.8844,0.992,1.1217,0.0004,0.2102,-0.3796,0.0408,0.2027,-0.189,-0.033,-0.8477,-0.0027,0.0003,0.0183,0.0993,-0.9002,0.0271,0.0004,0.0197,0.1196,-0.2619,0.0057,0.0001,0.011,0.0545,-0.7114,-0.1012,-0.4767,4.7113,0.929,1.6736,1.8015,0.8631,2.8009,3.2452,1.8955,2.0782,1.0964,0.5514,1.6424,2.9784,0.8304,1.8235,2.1961,0.0001,0.0531,0.661,0.0852,0.0365,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.708,4.5214,2.1264,7.0254,-18.8729,-0.1471,0.5178,0.7196,3.1758,-1.5054,-1.1667,4.1299,2.0322,8.2773,-9.0665,2.582,6.8024,2.6081,9.2779,0.0134,11.6082,1.4639,-0.6615,0.1261,-0.057,-0.4519,2.9549,1.0463,0.8153,0.3541,0.2759,0.7792,8.7314,1.0948,0.6647,0.1254,0.0761,0.6071,3.4964,0.8949,-52.9819,0.256,-15.1532,-59.2014,0.2789,0.4299,0.0376,1.5416,0.1348,0.0874,2.2122,0.8487,0.7572,0.3837,0.3423,0.8922,0.0628,3.8225,0.016,0.8349,-0.9646,-0.039,-0.0106,-0.9363,0.5397,0.9705,0.9851,5.3561,-0.176,1.3748,2.9654,1.722,5.5015,-0.0137,-0.4484,0.7759,0.8809,3.5577,-5.9832,0.3925,-1.2035,-3.066,0.5721,1.1184,1.9549,0.3273,1.2508,3.8218,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0118,2.5453,0.7284,-0.6564,-0.7171,8.1985,21.3499,4.6206,12,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1505,16.2068,4.0258,47.044,-1.2226,-0.4252,2.8094,1.6761,9.3674,-1.5773,0.2084,8.3856,2.8958,36.4042,-0.5403,3.511,15.3212,3.9142,31.4348,0.0153,-0.3539,0.722,0.0429,-2.0403,-0.1211,0.0594,2.4018,1.3902,1.0285,0.5788,0.4282,0.7398,5.7688,1.9327,1.0578,0.335,0.1834,0.5473,4.514,2.0266,-52.9161,0.449,-11.7226,-26.1109,5.8235,0.8955,0.663,0.1538,0.1139,0.7404,5.0221,1.2923,1.4966,0.2573,0.298,1.1581,0.0017,5.1207,-0.0753,0.6714,-0.1818,0.1241,0.0206,0.0587,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9479,0.0494,0.2222,1,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1238,0.0272,0.1649,0.8681,-0.6081,-0.1741,0.0247,0.1573,0.7731,-3.6933,-0.0645,0.0148,0.1217,0.6753,-1.6305,0.3036,0.0244,0.1561,0.6583,0.0731,-0.7111,-1.9208,0.4078,2.7012,-0.5735,-0.2123,1.0487,1.3549,1.0564,1.2919,1.0073,0.7797,1.0998,1.8357,1.116,1.6691,1.0147,0.6079,0.5396,0.7843,-6.322,1.4535,-11.7162,-8.0605,3.2771,2.1028,0.7601,0.6417,0.2319,0.3615,1.1229,1.2855,1.3188,1.1449,1.1745,1.0259,0.0008,0.4619,-0.3819,-0.2931,0.6247,-0.0137,-0.8149,-0.2211,0.0395,0.0099,0.0993,0.4721,-0.3196,0.0772,0.0074,0.0862,0.4614,-0.3022,0.0406,0.0029,0.0537,0.2371,-0.3553,0.5112,0.9726,1.9024,1.152,1.8496,1.6056,1.327,3.4209,2.5779,1.068,1.8395,1.7224,1.0096,2.0448,2.0254,1.0231,1.991,1.9459,0.0003,0.2081,0.65,0.6155,0.7794,1,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0352,0.0103,0.1012,0.6485,-0.4887,-0.0444,0.0061,0.0778,0.5111,-1.7832,-0.1139,0.0061,0.0783,0.7128,-1.7312,0.1811,0.0058,0.0762,0.4582,0.0849,-0.7922,-0.3086,0.1941,0.3896,-0.245,-0.629,1.3015,1.2932,1.3282,0.9936,1.0205,1.0271,1.694,1.6724,1.7642,0.9872,1.0415,1.0549,0.6501,0.4712,-5.0069,0.7247,-7.7012,-10.6263,2.3723,1.6691,0.87,0.7036,0.3667,0.5213,1.2689,0.9098,1.4154,0.717,1.1154,1.5558,0.0004,0.2724,-0.0135,-0.1144,0.5284,-0.2405,-0.2467,-0.3984,-0.002,0.0033,0.0575,0.3856,-2.5412,0.0202,0.0023,0.0475,0.2916,-0.6177,-0.0014,0.0011,0.0334,0.2061,-0.9938,-0.1015,1.4189,-13.9735,1.2105,1.7227,1.4231,1.4654,2.9678,2.0253,2.4851,2.6929,1.0836,0.6041,1.0531,1.7434,1.3223,1.8705,1.4145,0.0001,0.1071,0.6751,0.0518,0.4549,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1031,9.6981,3.1142,22.5925,-1.1495,-0.3833,5.1569,2.2709,13.2687,-1.1613,-0.1067,2.6281,1.6211,12.8972,-1.1212,3.5287,5.2006,2.2805,12.3078,0.0149,-0.269,-0.9661,0.0292,3.591,-0.1086,-0.0302,1.3714,1.921,1.3656,1.4008,0.9958,0.7109,1.8806,3.6902,1.8648,1.9622,0.9916,0.5053,1.6946,1.7722,-65.1034,1.0458,-38.4177,-36.7349,1.7121,1.7287,0.8413,1.0097,0.4914,0.4867,1.7027,1.7517,1.8356,1.0288,1.0781,1.0479,0.0014,5.1364,-0.1225,-0.0406,-0.01,0.0344,0.0431,0.0109,-0.2291,1.229,1.1086,5.1782,-1.3178,0.049,0.7429,0.8619,4.3034,-0.8791,0.0424,1.5119,1.2296,5.7454,-1.2818,-4.6711,-5.4003,1.1561,1.2862,0.9016,0.701,1.6543,0.8129,0.4914,1.4624,0.9122,0.6238,0.9755,0.8873,0.9096,1.2033,0.9013,0.749,0.0008,2.3894,-0.51,-0.1761,-0.0059,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.5558,6.3634,2.5226,15.1847,-0.6678,-0.8031,5.5658,2.3592,12.1576,-1.7385,0.692,7.0591,2.6569,16.4516,-0.5685,3.7033,6.7068,2.5897,13.3058,0.0083,-0.692,0.8031,0.1501,-1.1606,-0.2169,0.1869,1.0693,0.9494,0.9741,0.888,0.911,1.0259,1.1433,0.9014,0.9488,0.7885,0.8299,1.0525,0.7878,1.0197,-54.4179,1.2944,-69.0784,-53.3674,2.0508,0.868,0.6786,0.4233,0.3309,0.7817,1.249,0.923,1.1412,0.739,0.9137,1.2364,0.0043,5.461,0.127,0.2427,0.3582,0.2459,-0.3064,0.3829,1.3138,2.2132,1.4877,5.4901,-0.0411,0.4164,2.1245,1.4576,7.4095,-0.5111,0.5569,1.3059,1.1428,5.1942,-1.0811,3.1553,2.359,0.7476,1.0207,1.3018,1.2755,1.0418,1.6948,1.6269,0.0865,0.0804,0.9288,1.0754,2.1127,1.9645,0.741,1.057,1.4265,0.0054,3.4178,0.3712,0.4747,-0.4435,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.1063,8.1411,2.8533,19.26,-0.5972,-0.7187,6.8666,2.6204,13.7628,-0.9328,0.0145,6.1887,2.4877,26.176,-0.8975,3.8353,7.0149,2.6486,14.4621,0.024,-0.1479,7.3239,0.0277,-49.513,-0.1874,0.0038,1.0889,1.1469,1.0773,1.0533,0.9894,0.9393,1.1856,1.3155,1.1605,1.1095,0.9789,0.8822,1.0842,0.5816,-20.245,0.5365,-18.6725,-34.8062,1.6934,0.8741,0.8138,0.5162,0.4806,0.931,1.3994,0.7358,1.3318,0.5258,0.9516,1.81,0.0026,5.5604,0.3803,0.2236,0.2281,0.0779,-0.0827,0.0135,0.9088,2.1727,1.474,5.8575,-0.1206,-0.1786,1.7707,1.3307,7.6306,-1.4064,1.7445,4.2444,2.0602,9.9858,-0.4608,-5.0894,0.521,-0.1024,1.1077,0.7155,0.6459,1.227,0.5119,0.4172,0.1413,0.2001,1.4157,1.6485,0.7647,0.4639,0.7676,0.5866,0.7641,0.0071,3.6625,-0.4138,0.2535,-0.0151,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.7103,6.5529,2.5599,14.6803,-0.3367,-0.9969,5.5605,2.3581,13.9723,-1.446,-0.2845,10.0768,3.1744,28.2944,-2.407,4.0385,7.4604,2.7314,21.682,0.0442,-0.7125,-2.4971,0.1759,3.5046,-0.2469,-0.0704,1.0856,0.8064,0.9372,0.7428,0.8633,1.1622,1.1785,0.6503,0.8784,0.5518,0.7453,1.3507,0.4477,0.185,-3.6852,0.4132,-8.2311,-19.9197,1.9226,1.3224,0.4841,0.6878,0.2518,0.3661,1.0507,0.5188,0.6771,0.4938,0.6444,1.305,0.0045,6.1675,0.1446,-0.0494,0.5221,0.2446,-0.2615,-0.4901,0.6406,1.4666,1.211,6.2218,-0.2562,-0.1745,1.2011,1.0959,7.0827,-2.7918,0.0733,2.2026,1.4841,7.5003,-0.4542,-3.672,8.7353,-2.3789,1.105,0.816,0.7384,1.2211,0.6659,0.5453,0.2433,0.5417,2.2261,2.6516,0.9603,0.3622,0.8784,0.8295,0.9443,0.0024,2.5278,-0.3586,0.6269,-0.0286,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.172,0.0211,0.1452,0.9069,-0.5047,-0.0711,0.0262,0.1617,1.2053,-0.6795,-0.2269,0.0069,0.0833,0.503,-7.742,0.3458,0.0207,0.1438,0.795,0.0802,-2.4178,-0.7581,0.4973,0.3135,-0.2057,-0.656,0.8975,1.7426,1.0091,1.9416,1.1244,0.5791,0.8056,3.0368,1.0184,3.7698,1.2642,0.3354,0.6238,0.6828,-4.3886,1.0947,-7.0358,-6.4274,0.8398,10.4748,0.6973,12.4728,0.8304,0.0666,0.7524,1.8029,1.1407,2.3962,1.5161,0.6327,0.0011,0.5458,-0.6077,-0.4284,0.6663,0.0356,-0.2054,-0.6276,-0.0103,0.0023,0.0484,0.2435,-2.3558,0.018,0.0011,0.0338,0.2382,-0.5621,0.0123,0.0011,0.0326,0.2275,-0.5021,-0.5752,-0.8385,1.4577,1.4324,1.4858,1.0373,2.0517,2.2077,1.076,1.9947,2.248,1.127,0.4759,0.4791,1.0067,1.0224,1.0704,1.0469,0.0001,0.0938,0.4259,0.653,0.5386,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.068,0.0162,0.1273,0.7338,-0.5688,-0.078,0.0078,0.0881,0.5155,-1.4875,-0.1171,0.0067,0.082,0.4591,-4.3166,0.2192,0.0071,0.0841,0.4595,0.0536,-0.8712,-0.5805,0.3101,0.6663,-0.356,-0.5343,1.4445,1.5527,1.5142,1.0749,1.0483,0.9752,2.0865,2.4109,2.2929,1.1555,1.099,0.9511,0.8632,0.7138,-10.2205,0.827,-11.8408,-14.3176,2.2574,5.4177,0.9634,2.3999,0.4268,0.1778,1.4237,1.5986,1.5969,1.1229,1.1217,0.999,0.0006,0.3361,-0.1359,-0.2092,0.4846,-0.459,-0.1257,-0.5322,0.0142,0.0008,0.0284,0.1538,-0.7573,0.0329,0.0016,0.0396,0.2339,-0.3133,0.0151,0.0012,0.0347,0.1997,-0.3976,0.4329,0.9419,2.1756,0.7181,0.819,1.1406,0.5156,0.6708,1.3009,1.1879,1.1665,0.982,0.4914,0.6124,1.2463,0.6575,0.7701,1.1711,0.0001,0.0956,0.3544,0.4221,0.7513,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.0539,0.0234,0.153,0.9311,-0.8972,-0.0351,0.011,0.105,0.6166,-1.0638,-0.1357,0.0093,0.0966,0.7129,-3.5908,0.2337,0.0117,0.1082,0.6797,0.0363,-1.5354,-0.3971,0.2306,0.2586,-0.1502,-0.5806,1.4573,1.5836,1.414,1.0867,0.9702,0.8929,2.1238,2.5079,1.9993,1.1808,0.9414,0.7972,1.3854,0.7897,-17.2145,0.57,-12.4255,-21.7992,1.6428,3.1607,0.6959,1.924,0.4236,0.2202,1.5101,1.3061,1.3699,0.8649,0.9071,1.0488,0.0005,0.3539,0.035,-0.3723,0.5561,-0.2684,0.2059,-0.5425,0.0043,0.003,0.0544,0.2318,-1.8203,0.0315,0.0067,0.0816,0.4102,-0.9819,0.0321,0.0032,0.0566,0.2457,-0.6335,0.1367,0.134,0.9803,0.6663,0.9608,1.442,0.4439,0.9231,2.0793,0.7362,1.5701,2.1328,0.3971,0.5465,1.3761,0.5651,0.9435,1.6696,0.0002,0.1678,0.5999,0.4318,0.7517,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
