@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.7732,10.9344,3.3067,16.26,-0.4551,0.6155,5.022,2.241,11.1381,-0.9281,-0.5626,5.8423,2.4171,16.7151,-1.148,4.2114,5.3562,2.3143,11.7077,0.0262,1.2563,-1.3743,0.1836,-1.0939,0.1462,-0.1336,1.4756,1.3681,1.4288,0.9271,0.9683,1.0444,2.1773,1.8716,2.0415,0.8596,0.9376,1.0907,0.9486,0.5693,-16.1182,0.6001,-16.992,-28.3136,1.9343,1.436,0.9294,0.7424,0.4805,0.6472,1.4598,0.9728,1.3888,0.6664,0.9514,1.4277,0.0041,5.9564,0.1766,0.0239,0.5876,0.1398,0.0655,-0.2081,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
1.3172,13.7474,3.7078,22.5426,-0.2397,-0.0628,8.9036,2.9839,17.0591,-0.4802,-0.3739,6.6442,2.5776,24.3522,-2.0642,4.2781,12.8716,3.5877,19.9463,0.0091,-20.9716,-3.5232,0.3079,0.168,-0.0147,-0.0874,1.2426,1.4384,1.0335,1.1576,0.8317,0.7185,1.544,2.0691,1.068,1.3401,0.6917,0.5162,0.7877,0.2657,-23.7278,0.3373,-30.1244,-89.2978,1.5778,2.288,0.9033,1.4502,0.5725,0.3948,1.3214,0.9257,1.1302,0.7005,0.8553,1.2209,0.0049,6.2838,0.1518,0.0691,0.6822,-0.1478,0.2861,-0.2743,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.1004,9.5471,3.0898,16.9786,-0.446,1.3624,8.9269,2.9878,13.9355,-0.6239,-1.3094,12.6747,3.5602,29.5679,-4.9154,4.9115,10.6063,3.2567,25.5657,0.0408,0.0737,-0.0767,0.0204,-1.0404,0.2774,-0.2666,1.0342,0.8679,0.9488,0.8392,0.9174,1.0932,1.0695,0.7532,0.9001,0.7043,0.8417,1.195,0.9782,0.2132,-4.8155,0.2179,-4.923,-22.5916,1.3682,2.349,0.4405,1.7168,0.322,0.1875,1.2184,0.5742,0.6641,0.4713,0.5451,1.1565,0.0068,7.147,0.231,-0.2452,0.4974,0.0202,0.3675,-0.6933,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.0167,0.0204,0.1427,0.9555,-1.1853,-0.0357,0.0312,0.1766,1.316,-0.6881,0.0175,0.0082,0.0903,0.5173,-0.4859,0.196,0.0232,0.1522,0.892,0.0089,-0.4689,0.9582,0.0854,-2.0434,-0.1821,0.0891,0.8082,1.5801,0.9379,1.9551,1.1604,0.5935,0.6532,2.4966,0.8796,3.8223,1.3466,0.3523,0.9661,3.0633,-64.4642,3.1707,-66.723,-21.0439,0.5609,1.2559,0.4858,2.2391,0.8661,0.3868,0.7261,1.8469,1.0711,2.5438,1.4753,0.58,0.0002,0.2935,-0.6594,-0.275,-0.0128,0.0011,0.0469,0.4173,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.0223,0.0162,0.1272,0.7386,-0.7209,-0.0513,0.0091,0.0955,0.5454,-1.184,0.0112,0.0084,0.0918,0.4597,-0.9024,0.1744,0.0066,0.081,0.4015,0.0688,-0.4356,2.0008,0.1281,-4.5931,-0.2941,0.064,1.3329,1.3854,1.5703,1.0394,1.1781,1.1335,1.7766,1.9192,2.4658,1.0803,1.3879,1.2848,1.0464,1.4188,-10.422,1.3559,-9.9598,-7.3458,1.7187,1.776,0.9954,1.0333,0.5791,0.5605,1.3542,1.6066,1.8396,1.1863,1.3584,1.145,0.0002,0.263,-0.1139,-0.1696,0.1732,-0.4266,-0.3397,0.1838,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.0575,0.0245,0.1564,0.8937,-0.7982,-0.0803,0.0136,0.1166,0.6469,-1.6509,0.0097,0.0103,0.1013,0.7333,-1.907,0.2159,0.0115,0.1074,0.5744,0.0579,-0.7157,5.9368,0.2661,-8.2956,-0.3719,0.0448,1.3419,1.5438,1.4565,1.1505,1.0854,0.9435,1.8007,2.3833,2.1214,1.3236,1.1781,0.8901,0.9847,0.8247,-11.2381,0.8375,-11.4132,-13.6276,2.0365,1.9702,0.8151,0.9674,0.4002,0.4137,1.3814,1.2187,1.5557,0.8822,1.1262,1.2765,0.0004,0.3211,-0.106,-0.2068,0.4584,-0.2844,-0.1687,-0.0899,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.2311,0.2351,0.4849,2.0351,-0.1469,-0.3422,0.4471,0.6686,2.6438,-5.5668,-0.0152,0.0692,0.263,1.5504,-0.554,0.6245,0.5321,0.7294,2.8224,0.011,-0.6753,-15.2128,0.37,22.5274,-0.5479,-0.0243,0.7252,1.8436,0.6647,2.5423,0.9167,0.3606,0.5258,3.3988,0.4418,6.4634,0.8403,0.13,0.1163,0.4717,-8.3365,4.0549,-71.665,-17.6737,4.4071,1.7785,0.6218,0.4035,0.1411,0.3496,0.7697,1.3126,0.7211,1.7053,0.9367,0.5493,0.0014,0.939,-0.8526,0.6655,0.9219,-0.66,-0.9549,0.6591,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.2408,3.3777,1.8378,10.6184,-1.3434,0.5278,2.9702,1.7234,9.0843,-0.6642,-1.087,4.6775,2.1628,9.8784,-4.1566,2.9263,3.9802,1.995,9.5543,0.0104,0.4561,-0.2215,0.0823,-0.4856,0.1804,-0.3715,1.0664,0.8498,0.9212,0.7969,0.8639,1.0841,1.1372,0.7221,0.8486,0.635,0.7463,1.1752,1.6789,0.7645,-60.395,0.4553,-35.9736,-79.0028,0.8301,2.3653,0.4693,2.8494,0.5654,0.1984,1.1689,1.0749,1.1114,0.9196,0.9508,1.0339,0.0042,4.261,0.3911,0.2301,-0.0502,-0.3245,0.4467,-0.6835,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.3677,3.4146,1.8479,9.5228,-1.1855,0.5731,1.6097,1.2687,7.6284,-0.8038,-1.1506,2.8577,1.6905,9.5627,-4.3562,2.5666,3.0819,1.7555,7.7766,0.0046,0.6417,-0.3196,0.1433,-0.4981,0.2233,-0.4483,1.4565,1.0931,1.0526,0.7505,0.7227,0.9629,2.1213,1.1949,1.1079,0.5633,0.5223,0.9272,1.5195,0.6642,-143.68,0.4371,-94.5558,-216.3275,1.0303,2.4406,0.5577,2.3687,0.5413,0.2285,1.2483,0.9958,1.2246,0.7977,0.981,1.2297,0.0046,3.7825,0.1004,0.2311,-0.073,-0.3236,0.4638,-0.7129,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.1002,6.0414,2.4579,14.7356,-1.4819,0.2387,2.7521,1.659,7.5285,-1.0699,-0.9686,5.2931,2.3007,17.3692,-0.9013,3.2108,4.7829,2.187,9.6866,0.0089,0.4199,-0.1035,0.0312,-0.2464,0.0743,-0.3017,1.4816,1.0684,1.1239,0.7211,0.7586,1.052,2.1952,1.1414,1.2631,0.52,0.5754,1.1067,2.2609,1.0685,-100.8745,0.4726,-44.6164,-94.4036,1.6324,0.6499,0.6075,0.3981,0.3721,0.9347,1.9573,0.8484,1.5212,0.4334,0.7772,1.7931,0.0035,4.6459,0.386,0.1863,-0.2505,-0.1063,0.1802,-0.584,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.2408,3.3777,1.8378,10.6184,-1.3434,0.5278,2.9702,1.7234,9.0843,-0.6642,-1.087,4.6775,2.1628,9.8784,-4.1566,2.9263,3.9802,1.995,9.5543,0.0104,0.4561,-0.2215,0.0823,-0.4856,0.1804,-0.3715,1.0664,0.8498,0.9212,0.7969,0.8639,1.0841,1.1372,0.7221,0.8486,0.635,0.7463,1.1752,1.6789,0.7645,-60.395,0.4553,-35.9736,-79.0028,0.8301,2.3653,0.4693,2.8494,0.5654,0.1984,1.1689,1.0749,1.1114,0.9196,0.9508,1.0339,0.0042,4.261,0.3911,0.2301,-0.0502,-0.3245,0.4467,-0.6835,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.3677,3.4146,1.8479,9.5228,-1.1855,0.5731,1.6097,1.2687,7.6284,-0.8038,-1.1506,2.8577,1.6905,9.5627,-4.3562,2.5666,3.0819,1.7555,7.7766,0.0046,0.6417,-0.3196,0.1433,-0.4981,0.2233,-0.4483,1.4565,1.0931,1.0526,0.7505,0.7227,0.9629,2.1213,1.1949,1.1079,0.5633,0.5223,0.9272,1.5195,0.6642,-143.68,0.4371,-94.5558,-216.3275,1.0303,2.4406,0.5577,2.3687,0.5413,0.2285,1.2483,0.9958,1.2246,0.7977,0.981,1.2297,0.0046,3.7825,0.1004,0.2311,-0.073,-0.3236,0.4638,-0.7129,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.1002,6.0414,2.4579,14.7356,-1.4819,0.2387,2.7521,1.659,7.5285,-1.0699,-0.9686,5.2931,2.3007,17.3692,-0.9013,3.2108,4.7829,2.187,9.6866,0.0089,0.4199,-0.1035,0.0312,-0.2464,0.0743,-0.3017,1.4816,1.0684,1.1239,0.7211,0.7586,1.052,2.1952,1.1414,1.2631,0.52,0.5754,1.1067,2.2609,1.0685,-100.8745,0.4726,-44.6164,-94.4036,1.6324,0.6499,0.6075,0.3981,0.3721,0.9347,1.9573,0.8484,1.5212,0.4334,0.7772,1.7931,0.0035,4.6459,0.386,0.1863,-0.2505,-0.1063,0.1802,-0.584,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3569,10.5298,3.245,15.4989,-1.1058,0.2685,8.1706,2.8584,11.1987,-0.817,-1.5115,14.8334,3.8514,20.7139,-2.3753,5.571,4.9825,2.2322,14.8148,0.0503,-1.3291,0.2361,-0.0641,-0.1777,0.0482,-0.2713,1.1352,0.8425,1.4537,0.7422,1.2806,1.7254,1.2887,0.7099,2.1134,0.5508,1.6399,2.9771,1.6164,0.5583,-10.3642,0.3454,-6.412,-18.5625,1.1941,1.1993,0.4718,1.0043,0.3951,0.3934,1.384,0.7482,1.0462,0.5406,0.7559,1.3982,0.0056,8.2038,0.3333,0.0126,0.0551,0.479,-0.0262,-0.6399,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.4749,8.0214,2.8322,14.4404,-0.6788,0.2354,2.6058,1.6142,8.4895,-0.5898,-1.1405,6.7329,2.5948,18.298,-1.8068,3.912,3.6378,1.9073,12.5077,0.0362,-2.0174,0.4164,-0.1214,-0.2064,0.0602,-0.2915,1.7545,1.0915,1.4849,0.6221,0.8463,1.3604,3.0783,1.1914,2.205,0.387,0.7163,1.8508,1.8539,0.4957,-12.4383,0.2674,-6.7093,-25.0917,1.6108,1.3194,0.6628,0.8191,0.4115,0.5023,1.701,0.7892,1.1545,0.464,0.6787,1.4629,0.0043,5.9228,0.3375,-0.045,0.1092,-0.0971,0.3138,-0.4887,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.02,0.0112,0.1058,0.6073,-0.8674,-0.0163,0.01,0.1,0.462,-1.177,-0.0071,0.005,0.0708,0.3578,-1.0265,0.1482,0.0049,0.0703,0.3543,0.0348,-1.2283,-2.8024,0.1351,2.2816,-0.11,-0.0482,1.0585,1.495,1.5059,1.4125,1.4227,1.0072,1.1203,2.2352,2.2677,1.9951,2.0241,1.0145,1.1294,1.5567,-22.1088,1.3783,-19.5751,-14.2027,1.5325,1.8422,0.8859,1.2021,0.5781,0.4809,1.3146,1.6976,1.714,1.2913,1.3038,1.0097,0.0001,0.225,-0.53,-0.1331,0.1442,-0.1395,-0.1583,0.129,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0506,0.0259,0.161,0.8656,-1.5976,0.0671,0.0189,0.1374,0.785,-0.5581,0.0621,0.028,0.1672,0.9381,-0.9017,0.2583,0.017,0.1304,0.7424,0.0231,-0.7546,-0.8157,-0.1961,1.0809,0.2599,0.2404,1.1723,0.9629,1.2353,0.8214,1.0538,1.2829,1.3742,0.9272,1.526,0.6747,1.1104,1.6459,1.8935,1.1969,-30.3854,0.6321,-16.0473,-25.3867,0.6614,0.6755,0.4385,1.0213,0.663,0.6492,1.1027,0.9227,1.166,0.8368,1.0574,1.2636,0.0004,0.3895,-0.1889,-0.1458,-0.295,-0.4199,0.4769,0.0138,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-1.0488,5.1779,2.2755,11.467,-3.6567,-0.2492,3.5616,1.8872,9.8699,-1.2988,-0.4027,1.5681,1.2522,9.0958,-1.9788,2.3764,5.9844,2.4463,10.6516,0.006,4.2078,2.6044,-0.4413,0.619,-0.1049,-0.1695,1.2057,1.8172,0.9302,1.5071,0.7715,0.5119,1.4538,3.302,0.8652,2.2713,0.5951,0.262,1.6147,1.4902,-139.1932,0.9229,-86.2014,-93.4034,0.5735,0.8064,0.2298,1.4061,0.4006,0.2849,1.1618,1.2607,1.0765,1.0851,0.9266,0.8539,0.004,3.5347,0.2034,0.5733,-0.7501,-0.1755,0.0629,-0.6193,2.8982,0.0914,0.3023,1,0.6667,?,?,?,?,?,TASCA_GIACCA_BASSA
