@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
1.0094,21.5749,4.6449,30.3367,-1.5669,-2.7265,11.6528,3.4136,18.2564,-3.5504,0.6196,23.4395,4.8414,26.3978,-0.6086,6.2019,27.0401,5.2,20.9853,0.0157,-0.3702,1.6291,0.1628,-4.4004,-0.4396,0.0999,1.3607,0.9594,0.8932,0.7051,0.6565,0.931,1.8515,0.9204,0.7979,0.4971,0.4309,0.8668,1.3,1.8543,-55.408,1.4263,-42.6202,-29.8815,2.9457,0.7202,0.5543,0.2445,0.1882,0.7698,1.6617,1.1492,1.4456,0.6916,0.87,1.2579,0.0154,9.5727,-0.5372,-0.4798,-0.2868,0.4438,-0.3917,0.3616,0.3068,2.0629,1.4363,6.667,-0.942,0.1099,3.4769,1.8646,7.7055,-0.75,-0.1401,5.1552,2.2705,12.1929,-1.2974,2.7906,-2.189,-0.7844,0.7703,0.6326,0.8212,0.5933,0.4002,0.6744,0.9793,0.4697,0.4796,0.7797,0.6469,0.8297,0.8652,0.5468,0.632,0.0018,3.9224,0.326,-0.7782,-0.5023,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.2114,4.222,2.0547,6.6821,-9.5689,-0.2324,1.1965,1.0938,5.1793,-1.9624,0.6146,5.158,2.2711,9.7751,-0.4118,2.5701,5.8705,2.4229,7.6561,0.0366,5.2127,-1.971,-0.4714,-0.3781,-0.0904,0.2391,1.8785,0.9047,0.848,0.4816,0.4515,0.9374,3.5287,0.8185,0.7192,0.232,0.2038,0.8786,1.7633,2.1217,-20.8011,1.2033,-11.7965,-9.8038,0.3616,0.0913,0.0796,0.2525,0.22,0.8712,1.2902,0.6836,0.8728,0.5298,0.6765,1.2768,0.0313,3.8356,0.0766,-0.6679,-0.8746,-0.4205,-0.398,0.7781,0.2369,0.4129,0.6426,3.6065,-0.2158,0.5997,2.3769,1.5417,4.9822,-0.1969,-1.4525,0.7429,0.8619,3.4441,-24.3964,0.3949,-0.1631,-0.4129,0.4168,0.7455,1.7887,0.1737,0.5558,3.1996,0.7809,0.1935,0.2478,0.7127,21.8739,30.6937,0.7239,1.0472,1.4466,0.0091,3.0327,0.4094,-0.4573,-0.6167,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2562,2.8179,1.6787,11.0186,-1.5326,-0.7082,9.8247,3.1344,17.9567,-1.0031,-0.8396,16.4717,4.0585,20.244,-0.8384,4.3344,11.5993,3.4058,13.4047,0.0122,-0.3618,-0.3052,0.0591,0.8435,-0.1634,-0.1937,0.5356,0.4136,0.4929,0.7723,0.9203,1.1917,0.2868,0.1711,0.2429,0.5965,0.847,1.4201,0.7415,0.7222,-40.2619,0.974,-54.2955,-55.7456,0.4853,0.3951,0.3206,0.8141,0.6606,0.8115,0.6136,0.5443,0.822,0.887,1.3396,1.5102,0.0056,6.4817,-0.7888,-0.2822,0.0763,0.5599,-0.1273,0.137,-0.0336,1.5049,1.2268,8.2124,-2.0335,0.6846,4.6305,2.1519,11.298,-0.4875,-0.5712,1.8322,1.3536,5.7918,-3.9088,-0.049,0.0588,-1.1986,0.5701,0.9063,1.5898,0.325,0.8214,2.5273,1.4868,1.1937,0.8029,0.3564,2.2945,6.4372,0.7269,1.4179,1.9507,0.0045,2.8929,0.1476,0.2736,-0.7178,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1412,2.3437,1.5309,11.0286,-1.4648,-0.9849,4.4784,2.1162,16.1278,-1.0667,-0.1249,1.6345,1.2785,8.9098,-0.6845,2.1475,4.8507,2.2024,9.4192,0.0101,-0.1433,-1.13,0.0657,7.8836,-0.4587,-0.0582,0.7234,1.1974,0.6951,1.6553,0.9609,0.5805,0.5233,1.4339,0.4832,2.7399,0.9233,0.337,0.7874,1.8103,-68.4268,2.2992,-86.9051,-37.7976,0.5734,0.8459,0.4703,1.4754,0.8202,0.5559,0.6838,1.2378,1.1709,1.8101,1.7122,0.9459,0.005,3.2976,-0.2277,-0.7193,-0.2511,0.573,-0.3916,0.1424,0.5395,1.0605,1.0298,4.9509,-0.1538,0.3227,1.3527,1.163,6.3525,-0.1849,0.2304,2.4039,1.5504,6.0284,-0.2393,1.6718,2.3415,1.4006,0.8854,0.6642,0.7501,0.784,0.4411,0.5627,0.6656,0.5668,0.8516,0.8004,0.8821,1.1021,0.7794,0.8213,1.0537,0.0033,2.4726,0.8398,0.7204,0.759,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0748,4.3382,2.0828,9.4662,-0.5764,0.2283,7.3845,2.7174,16.9421,-1.345,-0.3252,4.7748,2.1851,13.9839,-0.9332,3.4516,4.7472,2.1788,12.5098,0.029,0.3277,-0.23,0.0217,-0.7018,0.0661,-0.0942,0.7665,0.9532,0.956,1.2436,1.2472,1.0029,0.5875,0.9086,0.9139,1.5465,1.5556,1.0058,0.3562,0.5127,-9.2698,1.4395,-26.0245,-18.0788,0.8312,0.8302,0.4661,0.9988,0.5608,0.5615,0.5587,0.6769,0.7567,1.2115,1.3543,1.1178,0.002,5.3983,0.0429,-0.1916,0.411,-0.8882,-0.1166,0.1239,0.1415,0.62,0.7874,4.1877,-0.8274,0.1661,0.6312,0.7945,3.6154,-0.7919,0.0983,0.3131,0.5595,3.2114,-0.6331,0.8522,1.4395,1.6891,0.9911,1.4073,1.4199,0.9824,1.9805,2.016,1.1868,1.5231,1.2834,1.1358,1.1653,1.026,1.1583,1.304,1.1258,0.0012,1.7204,-0.0041,-0.5681,0.1276,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.3453,11.3767,3.3729,17.5054,-1.0049,-2.0573,21.0619,4.5893,22.2509,-2.2847,0.2089,22.095,4.7005,22.4425,-0.7709,5.9395,23.651,4.8632,18.5965,0.0042,0.1678,-1.6526,-0.0581,-9.8478,-0.3464,0.0352,0.735,0.7176,0.6936,0.9763,0.9437,0.9665,0.5402,0.5149,0.481,0.9532,0.8905,0.9342,0.5669,0.8981,-111.2257,1.5842,-196.1901,-123.8435,1.2889,0.689,0.4675,0.5345,0.3627,0.6786,0.7867,0.78,0.9413,0.9915,1.1965,1.2068,0.0106,9.1142,-0.665,-0.427,0.1652,0.2381,-0.7188,0.0384,0.0384,1.2584,1.1218,4.6602,-1.2028,0.8748,3.0571,1.7485,9.0416,-0.5324,-0.7143,3.3742,1.8369,7.308,-3.1433,0.0439,-0.0537,-1.2247,0.6416,0.6107,0.9519,0.4116,0.373,0.906,0.8101,0.459,0.5666,0.3585,1.1994,3.3453,0.5154,0.6377,1.2372,0.0057,3.5789,0.3171,0.1861,-0.3993,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.396,11.8751,3.446,26.3473,-1.7998,-1.3184,21.2468,4.6094,25.5406,-1.4232,0.1396,18.9698,4.3554,24.7546,-1.1859,6.1203,16.5476,4.0679,19.1293,0.0135,0.3003,-2.8369,-0.0647,-9.4456,-0.2154,0.0228,0.7476,0.7912,0.8471,1.0583,1.1331,1.0707,0.5589,0.626,0.7176,1.12,1.284,1.1464,1.1291,1.2611,-64.5154,1.1169,-57.1401,-51.1575,0.8928,0.831,0.4853,0.9307,0.5435,0.584,1.0316,1.0643,1.3773,1.0317,1.3352,1.2941,0.0069,9.4565,-0.3595,-0.4082,-0.263,-0.4473,-0.2961,0.2937,0.5067,2.5829,1.6071,7.198,-0.7419,1.2101,6.0923,2.4683,13.8567,-0.8081,-0.5744,5.7127,2.3901,10.5241,-1.162,0.4187,-0.8821,-2.1068,0.6511,0.6724,1.0327,0.424,0.4521,1.0665,0.4951,0.542,1.0948,0.5392,0.8489,1.5744,0.5195,0.684,1.3167,0.0072,5.4069,0.3981,-0.357,-0.416,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4786,4.4468,2.1087,11.5893,-1.6192,-0.4314,7.6999,2.7749,12.3683,-1.019,0.1352,5.8436,2.4174,19.7315,-0.2404,3.6,5.4639,2.3375,16.4658,0.0132,1.1095,-3.54,-0.1329,-3.1907,-0.1198,0.0376,0.7599,0.8723,0.9021,1.1479,1.1871,1.0342,0.5775,0.761,0.8138,1.3177,1.4092,1.0695,1.1477,1.8735,-32.5499,1.6323,-28.3598,-17.3742,0.7223,0.2782,0.2652,0.3851,0.3671,0.9533,0.937,0.5874,0.7038,0.6268,0.7512,1.1983,0.0036,5.6285,-0.276,-0.0784,-0.2727,0.4854,-0.0363,0.3337,0.3054,0.8913,0.9441,5.1483,-0.6719,-0.3208,0.7635,0.8738,6.0477,-3.3696,0.9139,2.5974,1.6116,7.0816,-0.4836,-0.952,0.3341,-0.351,1.0804,0.5858,0.5422,1.1674,0.3432,0.294,0.4436,0.8963,2.0203,2.2249,0.6451,0.29,0.8513,0.727,0.854,0.0056,2.469,-0.2401,0.1554,0.1875,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.355,6.7037,2.5892,22.8358,-1.0277,-1.2027,37.31,6.1082,50.4878,-0.348,-0.1203,16.1117,4.0139,25.6952,-0.3659,5.8394,27.6138,5.2549,38.2484,0.0225,-0.2952,-2.9501,0.0608,9.9952,-0.206,-0.0206,0.4239,0.645,0.4927,1.5217,1.1624,0.7638,0.1797,0.4161,0.2428,2.3157,1.3511,0.5835,0.8879,1.6814,-13.1578,1.8936,-14.8185,-7.8254,0.3007,0.5987,0.2878,1.9909,0.9572,0.4808,0.4523,0.8887,0.597,1.9649,1.32,0.6718,0.0068,8.4531,-0.2683,-0.0111,-0.2134,0.2476,0.4755,0.5997,-0.1116,1.6458,1.2829,6.3553,-1.1948,-1.11,2.9546,1.7189,7.7374,-2.5067,0.2639,3.8756,1.9687,10.1706,-0.9087,0.1005,-0.4228,-4.2054,0.7463,0.6516,0.8731,0.557,0.4246,0.7623,0.6255,0.7145,1.1423,1.3123,0.5434,0.4141,0.8214,0.6249,0.7608,0.0062,4.1949,0.1372,0.1865,0.3682,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.208,0.3582,0.5985,2.1238,-1.0154,-0.5589,0.8794,0.9378,3.9545,-1.8048,0.0079,0.4013,0.6335,3.1486,-0.6043,1.3059,0.2891,0.5377,2.3317,0.1257,-0.3723,26.3562,0.1593,-70.7999,-0.4279,0.006,0.6382,0.9447,1.113,1.4804,1.744,1.1781,0.4073,0.8925,1.2387,2.1915,3.0416,1.3879,0.4205,0.9022,-3.192,2.1455,-7.5908,-3.538,0.7474,0.5369,0.3951,0.7184,0.5287,0.7359,0.5371,0.6745,0.9109,1.2559,1.696,1.3504,0.0033,1.9023,-0.3662,-0.1614,0.3712,0.0536,-0.7067,0.0409,0.1824,0.0574,0.2397,1.2177,-1.0469,0.1569,0.0311,0.1763,0.9389,-0.6879,0.0025,0.0405,0.2013,1.066,-0.7183,1.1624,73.5319,63.2579,1.3598,1.1909,0.8758,1.8491,1.4181,0.7669,1.6275,1.3975,0.8587,1.0695,0.9589,0.8966,1.2969,1.1423,0.8808,0.0013,0.6101,0.0846,0.0002,0.3246,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.334,0.5208,0.7217,2.5263,-0.533,-0.3805,0.8679,0.9316,3.6234,-2.0057,-0.0655,0.5232,0.7233,4.025,-0.6565,1.3274,0.4105,0.6407,2.4679,0.0732,-0.8778,-5.1002,0.2516,5.81,-0.2866,-0.0493,0.7746,0.9977,1.1264,1.288,1.4541,1.129,0.6,0.9954,1.2688,1.6589,2.1145,1.2746,0.3633,0.5506,-4.5037,1.5157,-12.3981,-8.1796,1.3671,0.6782,0.6189,0.4961,0.4527,0.9125,0.6972,0.6277,1.0237,0.9002,1.4682,1.631,0.0028,1.9696,-0.5874,-0.0616,0.6738,0.1346,-0.7044,0.1221,0.215,0.1302,0.3609,1.4655,-0.469,0.2223,0.0887,0.2978,1.3319,-0.4762,0.0248,0.0387,0.1968,0.9784,-0.9292,0.9671,8.6706,8.9651,1.2116,1.8334,1.5132,1.468,3.3614,2.2898,1.089,0.9929,0.9117,1.1056,1.967,1.7792,1.1002,1.4978,1.3614,0.0017,0.8017,0.7868,-0.1559,-0.0266,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2481,5.7626,2.4005,14.7046,-0.8966,-0.8935,2.7851,1.6689,9.5561,-1.2713,0.1023,1.616,1.2712,6.7334,-0.8974,2.6064,4.2408,2.0593,7.8837,0.0321,-0.2777,2.4246,0.0952,-8.7318,-0.3428,0.0393,1.4384,1.8884,1.1657,1.3128,0.8104,0.6173,2.0691,3.5659,1.3589,1.7235,0.6568,0.3811,1.2996,2.1827,-26.5739,1.6795,-20.4473,-12.1745,1.8428,2.1848,0.9519,1.1856,0.5165,0.4357,1.5388,2.1838,1.8652,1.4192,1.2121,0.8541,0.0047,3.9764,-0.1663,-0.1446,0.2067,0.3656,-0.643,0.0835,-0.427,2.6282,1.6212,8.5971,-0.8212,-0.0482,1.6078,1.268,7.9107,-0.6615,-0.1742,2.0482,1.4311,8.9222,-0.6462,8.853,2.4513,0.2769,1.2785,1.1328,0.886,1.6346,1.2832,0.785,1.2308,1.1068,0.8993,0.9915,0.871,0.8785,1.0868,0.9636,0.8866,0.0023,2.7511,0.8707,0.9141,0.7942,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.5746,5.8577,2.4203,12.7972,-0.7461,-1.1718,7.6953,2.774,14.057,-1.3506,0.0485,7.687,2.7725,15.5092,-0.9118,4.2435,4.9383,2.2222,10.3948,0.0534,-0.4903,11.8425,0.1354,-24.1527,-0.2761,0.0114,0.8725,0.8729,1.0891,1.0005,1.2483,1.2476,0.7612,0.762,1.1862,1.0011,1.5583,1.5566,0.677,0.7392,-9.3305,1.0919,-13.7821,-12.622,1.2256,0.9035,0.6674,0.7372,0.5446,0.7388,0.9104,0.8251,1.2311,0.9064,1.3523,1.492,0.0071,6.5228,-0.307,0.4111,0.2319,0.5018,-0.1932,0.184,0.6116,2.7345,1.6536,9.0651,-0.4704,-0.5948,1.3,1.1402,6.0284,-1.2435,0.4449,3.168,1.7799,6.3766,-0.5328,-1.0282,1.3747,-1.337,1.4503,0.9291,0.6406,2.1034,0.8632,0.4104,0.8679,1.3083,1.5074,2.2943,1.482,0.6459,1.5037,1.4216,0.9454,0.0052,3.7432,0.2461,0.4719,0.2552,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0216,5.1525,2.2699,13.7154,-0.8207,-0.9732,9.6524,3.1068,17.372,-2.1014,0.2252,7.3335,2.708,18.6396,-0.581,3.1713,13.0795,3.6166,15.0173,0.0023,-0.0222,0.0961,0.0068,-4.3215,-0.3069,0.071,0.7306,0.8382,0.6276,1.1473,0.8591,0.7488,0.5338,0.7026,0.3939,1.3162,0.738,0.5607,0.5252,0.9026,-177.8351,1.7184,-338.5743,-197.0303,1.3448,0.6389,0.5005,0.4751,0.3721,0.7833,0.7895,0.7358,0.9133,0.932,1.1568,1.2412,0.0053,4.9546,0.2877,0.5228,0.0469,-0.1409,-0.6809,0.3741,0.9233,3.0846,1.7563,7.2151,-0.0484,0.6295,1.6322,1.2776,6.5742,-0.1514,0.9622,2.0813,1.4427,4.9229,-0.0519,1.4668,0.9595,0.6542,1.3747,1.2174,0.8856,1.8898,1.4821,0.7842,0.3856,1.3735,3.5618,1.2052,1.4704,1.22,1.0975,1.4656,1.3354,0.0079,2.8236,0.4145,0.5467,0.1886,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.7749,1.5124,1.2298,6.9217,-0.5116,-0.2437,7.7372,2.7816,19.1211,-0.5907,-0.0828,6.7209,2.5925,16.4856,-0.7805,3.3707,5.2757,2.2969,14.9368,0.0032,-3.1794,-9.355,0.2299,2.9424,-0.0723,-0.0246,0.4421,0.4744,0.5354,1.0729,1.211,1.1287,0.1955,0.225,0.2867,1.1512,1.4666,1.2739,0.33,0.3242,-48.2288,0.9826,-146.1699,-148.764,0.3809,0.4945,0.3056,1.2983,0.8022,0.6179,0.362,0.4199,0.4634,1.1599,1.2801,1.1037,0.0044,4.9507,-0.2382,0.2957,0.2756,0.4404,0.09,0.2054,0.4831,1.0091,1.0046,5.692,-0.3588,-0.2566,0.8108,0.9004,6.0583,-1.3864,0.8752,2.124,1.4574,6.7131,-0.6183,-1.8831,0.5521,-0.2932,1.1156,0.6893,0.6178,1.2447,0.4751,0.3817,0.427,0.586,1.3723,1.6501,1.0098,0.612,0.9395,0.8479,0.9025,0.0055,2.6311,-0.4037,0.222,-0.2194,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.5654,1.5966,1.2636,6.5378,-0.3822,1.4297,5.4615,2.337,10.344,-0.1421,-0.0444,0.8378,0.9153,4.1717,-0.5826,2.3797,4.5987,2.1445,9.2526,0.0339,0.3955,-12.7346,0.2376,-32.2028,0.6008,-0.0187,0.5407,1.3805,0.5892,2.5532,1.0898,0.4268,0.2923,1.9058,0.3472,6.5189,1.1876,0.1822,1.4048,1.1772,-5.5757,0.838,-3.969,-4.7363,0.5222,1.7944,0.4939,3.4358,0.9457,0.2753,0.632,1.5672,0.7066,2.4796,1.118,0.4509,0.008,3.4883,0.6605,0.0018,0.7088,0.3464,0.9499,0.2509,-1.21,1.0811,1.0398,3.4457,-8.0888,-0.7557,0.6135,0.7832,3.1157,-3.4013,0.0038,0.0579,0.2405,1.2273,-0.8419,1.6012,-315.6709,-197.1432,1.3276,4.323,3.2564,1.7624,18.6882,10.6039,1.2736,5.4666,4.2922,0.5356,0.569,1.0625,1.1059,2.8077,2.5387,0.0074,2.2664,0.9307,0.378,0.33,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.1433,0.6665,0.8164,2.8176,-0.4944,0.2097,1.1082,1.0527,4.8633,-0.3376,0.0126,0.3624,0.602,3.4561,-0.6759,1.2713,0.5856,0.7653,3.8076,0.0516,0.6831,11.3666,0.1127,16.6392,0.165,0.0099,0.7755,1.3561,1.0668,1.7487,1.3757,0.7867,0.6014,1.8391,1.1382,3.0579,1.8924,0.6189,0.7594,0.6688,-4.4968,0.8807,-5.9219,-6.7239,0.5186,0.9142,0.4696,1.7629,0.9055,0.5137,0.5794,0.8152,0.74,1.4071,1.2772,0.9077,0.0013,1.9319,0.8101,-0.3298,0.5981,0.0624,0.8196,0.0851,-0.599,0.4137,0.6432,2.3114,-17.6644,-0.3422,0.2104,0.4587,1.8457,-5.704,0.0675,0.0277,0.1666,0.8289,-0.5192,1.7506,-8.8738,-5.0688,1.4022,3.8616,2.7539,1.9662,14.912,7.584,1.393,7.7227,5.5439,0.4498,0.227,0.5046,1.2523,2.7887,2.2268,0.0036,1.1056,0.934,0.0116,-0.1008,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
