@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.7911,0.7124,0.844,3.4471,-0.255,0.7882,2.4341,1.5602,6.1554,-0.24,-0.126,0.6755,0.8219,4.9559,-0.4655,1.7527,2.013,1.4188,5.5133,0.0295,1.0038,-6.2779,0.4514,-6.2543,0.4497,-0.0719,0.541,1.0269,0.5949,1.8983,1.0996,0.5793,0.2927,1.0546,0.3539,3.6035,1.2092,0.3356,0.5879,0.445,-4.1824,0.7569,-7.1141,-9.3983,0.5533,0.8122,0.4835,1.4678,0.8738,0.5953,0.56,0.6956,0.6252,1.242,1.1165,0.8989,0.006,2.6352,0.7983,-0.0615,0.8222,0.3266,0.9258,0.2367,-0.781,0.4268,0.6533,2.6617,-14.9802,-0.5597,0.2865,0.5352,2.4748,-2.5992,0.0535,0.0517,0.2273,1.1707,-0.4696,1.3952,-14.5856,-10.4538,1.2205,2.8737,2.3545,1.4897,8.2584,5.5437,1.3961,6.6706,4.778,0.2422,0.2091,0.8632,1.0755,2.2737,2.1141,0.0052,1.5857,0.8999,-0.0057,0.0151,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0821,3.0453,1.7451,14.1169,-2.7092,0.0176,49.2506,7.0179,59.6104,-0.3288,0.2859,26.6658,5.1639,39.4258,-0.4157,6.4371,37.6145,6.1331,52.4179,0.0145,-4.6747,-0.2872,-0.0128,0.0614,0.0027,0.0444,0.2487,0.3379,0.2845,1.359,1.1443,0.842,0.0618,0.1142,0.081,1.847,1.3094,0.7089,0.6991,0.8906,-13.3426,1.274,-19.0855,-14.9808,0.0848,0.1367,0.0716,1.6109,0.8434,0.5236,0.2368,0.3581,0.2693,1.512,1.1372,0.7521,0.0015,9.3408,-0.2351,-0.1403,-0.2984,0.7437,0.6563,0.5782,0.458,1.1907,1.0912,4.8044,-0.6503,-0.2523,1.0923,1.0451,6.163,-1.6126,-0.2156,0.8748,0.9353,6.2431,-1.034,-1.8155,-2.1244,1.1701,1.0441,1.1667,1.1174,1.09,1.3611,1.2486,0.4977,0.5965,1.1986,1.2341,0.9485,0.7685,0.7795,0.7695,0.9872,0.0029,2.4081,-0.0746,-0.3239,0.3491,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.021,4.0041,2.001,15.9335,-2.1698,-0.0974,9.1493,3.0248,16.4507,-1.1765,0.2107,15.184,3.8967,16.6964,-0.714,4.7192,6.1207,2.474,11.1482,0.0619,0.2154,-0.0996,-0.0044,-0.4622,-0.0206,0.0446,0.6615,0.5135,0.8088,0.7762,1.2226,1.575,0.4376,0.2637,0.6542,0.6026,1.4948,2.4808,1.2266,1.5681,-14.8398,1.2785,-12.0986,-9.4633,0.665,0.516,0.423,0.7759,0.6361,0.8197,0.9686,0.9543,1.4292,0.9853,1.4756,1.4977,0.0012,7.0277,0.3574,0.2045,-0.1121,-0.0852,-0.1122,0.3667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0797,2.9628,1.7213,8.8887,-0.9788,-0.2642,8.5702,2.9275,13.7513,-1.3481,0.1804,8.4563,2.908,14.0616,-0.9506,4.0729,3.5096,1.8734,8.6629,0.0584,0.3015,-0.4415,-0.0196,-1.4643,-0.0649,0.0443,0.588,0.5919,0.9188,1.0067,1.5627,1.5522,0.3457,0.3504,0.8442,1.0135,2.4419,2.4095,0.5569,0.6416,-8.1875,1.1521,-14.7021,-12.7614,0.767,0.6231,0.4883,0.8124,0.6366,0.7836,0.6464,0.6321,1.0261,0.9779,1.5874,1.6232,0.0017,6.1124,0.3695,0.0569,-0.1017,-0.03,-0.2556,0.326,0.2461,1.0261,1.013,6.0883,-1.14,-0.2906,0.7478,0.8647,4.6527,-1.0957,-0.0553,0.4191,0.6473,3.5258,-1.4368,-0.8468,-4.4485,5.2531,1.1714,1.5648,1.3358,1.3722,2.4486,1.7844,1.3332,1.5601,1.1701,1.2815,1.9663,1.5344,1.3085,1.7267,1.3196,0.002,1.873,0.278,0.4054,0.4441,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0821,3.0453,1.7451,14.1169,-2.7092,0.0176,49.2506,7.0179,59.6104,-0.3288,0.2859,26.6658,5.1639,39.4258,-0.4157,6.4371,37.6145,6.1331,52.4179,0.0145,-4.6747,-0.2872,-0.0128,0.0614,0.0027,0.0444,0.2487,0.3379,0.2845,1.359,1.1443,0.842,0.0618,0.1142,0.081,1.847,1.3094,0.7089,0.6991,0.8906,-13.3426,1.274,-19.0855,-14.9808,0.0848,0.1367,0.0716,1.6109,0.8434,0.5236,0.2368,0.3581,0.2693,1.512,1.1372,0.7521,0.0015,9.3408,-0.2351,-0.1403,-0.2984,0.7437,0.6563,0.5782,0.458,1.1907,1.0912,4.8044,-0.6503,-0.2523,1.0923,1.0451,6.163,-1.6126,-0.2156,0.8748,0.9353,6.2431,-1.034,-1.8155,-2.1244,1.1701,1.0441,1.1667,1.1174,1.09,1.3611,1.2486,0.4977,0.5965,1.1986,1.2341,0.9485,0.7685,0.7795,0.7695,0.9872,0.0029,2.4081,-0.0746,-0.3239,0.3491,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.021,4.0041,2.001,15.9335,-2.1698,-0.0974,9.1493,3.0248,16.4507,-1.1765,0.2107,15.184,3.8967,16.6964,-0.714,4.7192,6.1207,2.474,11.1482,0.0619,0.2154,-0.0996,-0.0044,-0.4622,-0.0206,0.0446,0.6615,0.5135,0.8088,0.7762,1.2226,1.575,0.4376,0.2637,0.6542,0.6026,1.4948,2.4808,1.2266,1.5681,-14.8398,1.2785,-12.0986,-9.4633,0.665,0.516,0.423,0.7759,0.6361,0.8197,0.9686,0.9543,1.4292,0.9853,1.4756,1.4977,0.0012,7.0277,0.3574,0.2045,-0.1121,-0.0852,-0.1122,0.3667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0797,2.9628,1.7213,8.8887,-0.9788,-0.2642,8.5702,2.9275,13.7513,-1.3481,0.1804,8.4563,2.908,14.0616,-0.9506,4.0729,3.5096,1.8734,8.6629,0.0584,0.3015,-0.4415,-0.0196,-1.4643,-0.0649,0.0443,0.588,0.5919,0.9188,1.0067,1.5627,1.5522,0.3457,0.3504,0.8442,1.0135,2.4419,2.4095,0.5569,0.6416,-8.1875,1.1521,-14.7021,-12.7614,0.767,0.6231,0.4883,0.8124,0.6366,0.7836,0.6464,0.6321,1.0261,0.9779,1.5874,1.6232,0.0017,6.1124,0.3695,0.0569,-0.1017,-0.03,-0.2556,0.326,0.2461,1.0261,1.013,6.0883,-1.14,-0.2906,0.7478,0.8647,4.6527,-1.0957,-0.0553,0.4191,0.6473,3.5258,-1.4368,-0.8468,-4.4485,5.2531,1.1714,1.5648,1.3358,1.3722,2.4486,1.7844,1.3332,1.5601,1.1701,1.2815,1.9663,1.5344,1.3085,1.7267,1.3196,0.002,1.873,0.278,0.4054,0.4441,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.7324,2.0937,1.447,8.1777,-1.8563,0.0817,4.434,2.1057,11.5094,-0.8456,-0.0328,2.0016,1.4148,6.8046,-1.0527,2.5272,2.6866,1.6391,7.143,0.0188,-8.9667,22.3559,-0.2898,-2.4932,0.0323,-0.013,0.6872,1.0227,0.8828,1.4884,1.2847,0.8632,0.4722,1.046,0.7793,2.2153,1.6504,0.745,1.0079,1.523,-38.8281,1.5111,-38.525,-25.4948,0.4591,0.8637,0.3933,1.8812,0.8566,0.4554,0.7105,1.2018,1.1448,1.6914,1.6113,0.9526,0.0039,3.9151,-0.716,-0.3214,-0.2206,0.6645,0.0836,-0.0838,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0211,3.9106,1.9775,9.8548,-0.8734,-0.7722,4.8549,2.2034,13.8442,-0.9203,-0.3638,1.8455,1.3585,6.4139,-1.1079,2.9347,2.7278,1.6516,7.9839,0.0606,-0.0273,-0.058,0.0072,2.1226,-0.2631,-0.124,0.8975,1.4557,1.1973,1.6219,1.3341,0.8225,0.8055,2.119,1.4336,2.6306,1.7798,0.6766,0.6925,1.3629,-8.9166,1.9681,-12.876,-6.5425,0.7296,1.7288,0.6189,2.3694,0.8483,0.358,0.7118,1.5365,1.2343,2.1585,1.734,0.8034,0.0046,4.3316,0.5603,-0.0726,0.0108,0.014,-0.2538,-0.1182,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.2007,0.8681,0.9317,4.6289,-1.1667,-0.0034,1.089,1.0436,5.853,-1.099,0.1258,0.7027,0.8383,5.2573,-0.3968,1.357,0.8745,0.9351,4.0573,0.0646,58.2933,-1.5954,-0.1479,-0.0274,-0.0025,0.0927,0.8928,1.1114,0.9963,1.2449,1.116,0.8964,0.7971,1.2353,0.9927,1.5498,1.2454,0.8036,0.8133,1.669,-8.8926,2.052,-10.9334,-5.3282,0.7662,0.5676,0.4925,0.7408,0.6429,0.8677,0.7909,0.8805,1.1409,1.1133,1.4426,1.2958,0.0014,2.0164,-0.5394,0.4321,-0.079,0.2598,0.279,0.3595,-0.5605,0.073,0.2701,1.1664,?,-0.4284,0.0137,0.1171,0.6582,?,-0.0027,0.0546,0.2336,1.2711,-1.4099,1.3084,205.2764,156.8936,2.3068,1.1562,0.5012,5.3213,1.3367,0.2512,1.7721,1.5686,0.8852,1,0,0,1.7721,0.9177,0.5179,0.0041,1.1674,0.3852,0.5986,0.5372,?,?,?,?,?,TASCA_GIACCA_ALTA
0.462,0.5114,0.7151,3.049,-0.4992,0.288,1.0548,1.0271,4.7346,-0.5122,0.0434,1.0441,1.0218,5.8891,-0.7095,1.411,0.9176,0.9579,4.4907,0.0263,1.6042,10.6481,0.3274,6.6376,0.2041,0.0308,0.6963,0.6999,0.7465,1.0052,1.0722,1.0667,0.4848,0.4898,0.5573,1.0103,1.1495,1.1378,0.6331,0.4154,-8.3859,0.6561,-13.2459,-20.1877,0.6496,0.5904,0.441,0.9088,0.6789,0.747,0.644,0.5177,0.679,0.804,1.0543,1.3114,0.0029,2.1666,0.1284,-0.0052,0.2128,0.8766,0.6691,0.5673,-0.5683,0.0612,0.2474,1.1899,-17.2794,-0.4355,0.0406,0.2015,0.9047,-13.9232,0.0454,0.0611,0.2473,1.2946,-0.5192,1.3049,-12.5081,-9.5854,1.2276,1.0004,0.8149,1.507,1.0008,0.6641,1.3326,2.5424,1.9079,1.0737,0.0764,0.0711,1.3152,0.9191,0.6988,0.0039,1.1956,0.5529,0.7271,0.4994,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.2506,4.8226,2.1961,12.1801,-1.8871,-1.4683,15.3949,3.9236,19.768,-2.8459,-0.183,11.9603,3.4584,16.1822,-0.6552,4.8193,11.2046,3.3473,15.4988,0.0669,0.1707,1.3692,-0.052,8.0222,-0.3047,-0.038,0.5597,0.635,0.6561,1.1345,1.1722,1.0332,0.3133,0.4032,0.4304,1.2872,1.374,1.0674,0.5443,1.2429,-7.1676,2.2836,-13.1696,-5.767,0.8208,0.4315,0.254,0.5258,0.3095,0.5886,0.6162,0.7527,0.7859,1.2216,1.2755,1.0441,0.0078,6.9301,0.5294,-0.0128,-0.4279,-0.029,-0.8483,0.1407,0.2959,0.9998,0.9999,7.2856,-0.4611,-0.5465,1.7242,1.3131,6.9897,-4.2583,0.8264,4.4663,2.1134,9.3076,-0.0612,-0.5414,0.358,-0.6613,0.7615,0.4731,0.6213,0.5799,0.2239,0.3861,0.4062,4.2846,10.549,3.7513,0.5685,0.1516,1.0423,0.7828,0.751,0.0054,2.3269,0.1101,0.6447,-0.1106,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.1468,5.4424,2.3329,13.3931,-1.5436,-1.0569,8.7011,2.9498,21.9436,-0.6207,0.0361,7.6283,2.7619,13.8365,-0.6987,3.9848,7.033,2.652,13.7501,0.0523,0.1389,-4.0698,-0.0368,-29.2948,-0.2652,0.0091,0.7909,0.8447,0.8797,1.068,1.1123,1.0415,0.6255,0.7134,0.7738,1.1406,1.2372,1.0846,0.9672,1.4281,-10.7172,1.4766,-11.0811,-7.5045,0.3889,0.6465,0.3629,1.6623,0.9332,0.5614,0.6103,0.968,0.974,1.5859,1.5959,1.0063,0.0056,6.0459,0.5271,0.2796,-0.2249,0.2229,-0.4055,0.2027,0.1358,0.7388,0.8595,5.3438,-1.0483,-0.4577,1.0489,1.0242,5.2594,-3.2911,0.8649,3.2726,1.809,6.4461,-0.0924,-0.2967,0.157,-0.5292,0.8392,0.4751,0.5661,0.7043,0.2257,0.3205,0.678,5.0169,7.3995,2.1286,0.4421,0.2077,1.016,0.829,0.8159,0.0052,2.2863,0.0936,0.2046,0.0891,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.2506,4.8226,2.1961,12.1801,-1.8871,-1.4683,15.3949,3.9236,19.768,-2.8459,-0.183,11.9603,3.4584,16.1822,-0.6552,4.8193,11.2046,3.3473,15.4988,0.0669,0.1707,1.3692,-0.052,8.0222,-0.3047,-0.038,0.5597,0.635,0.6561,1.1345,1.1722,1.0332,0.3133,0.4032,0.4304,1.2872,1.374,1.0674,0.5443,1.2429,-7.1676,2.2836,-13.1696,-5.767,0.8208,0.4315,0.254,0.5258,0.3095,0.5886,0.6162,0.7527,0.7859,1.2216,1.2755,1.0441,0.0078,6.9301,0.5294,-0.0128,-0.4279,-0.029,-0.8483,0.1407,0.2959,0.9998,0.9999,7.2856,-0.4611,-0.5465,1.7242,1.3131,6.9897,-4.2583,0.8264,4.4663,2.1134,9.3076,-0.0612,-0.5414,0.358,-0.6613,0.7615,0.4731,0.6213,0.5799,0.2239,0.3861,0.4062,4.2846,10.549,3.7513,0.5685,0.1516,1.0423,0.7828,0.751,0.0054,2.3269,0.1101,0.6447,-0.1106,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.1468,5.4424,2.3329,13.3931,-1.5436,-1.0569,8.7011,2.9498,21.9436,-0.6207,0.0361,7.6283,2.7619,13.8365,-0.6987,3.9848,7.033,2.652,13.7501,0.0523,0.1389,-4.0698,-0.0368,-29.2948,-0.2652,0.0091,0.7909,0.8447,0.8797,1.068,1.1123,1.0415,0.6255,0.7134,0.7738,1.1406,1.2372,1.0846,0.9672,1.4281,-10.7172,1.4766,-11.0811,-7.5045,0.3889,0.6465,0.3629,1.6623,0.9332,0.5614,0.6103,0.968,0.974,1.5859,1.5959,1.0063,0.0056,6.0459,0.5271,0.2796,-0.2249,0.2229,-0.4055,0.2027,0.1358,0.7388,0.8595,5.3438,-1.0483,-0.4577,1.0489,1.0242,5.2594,-3.2911,0.8649,3.2726,1.809,6.4461,-0.0924,-0.2967,0.157,-0.5292,0.8392,0.4751,0.5661,0.7043,0.2257,0.3205,0.678,5.0169,7.3995,2.1286,0.4421,0.2077,1.016,0.829,0.8159,0.0052,2.2863,0.0936,0.2046,0.0891,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.061,7.473,2.7337,22.6363,-0.6904,-0.9408,28.1031,5.3012,35.5229,-0.5921,-0.1611,7.4904,2.7369,18.8316,-0.9125,4.1479,26.7762,5.1746,24.1231,0.0004,0.0649,0.3789,-0.0147,5.8413,-0.2268,-0.0388,0.5157,0.9988,0.5283,1.937,1.0245,0.5289,0.2659,0.9977,0.2791,3.7519,1.0496,0.2797,0.6998,1.0289,-884.7417,1.4703,-1264.2446,-859.8729,0.6002,1.36,0.5549,2.266,0.9245,0.408,0.6372,1.202,0.9384,1.8863,1.4726,0.7806,0.0051,6.2479,0.2263,0.4182,0.3099,0.6077,0.3906,0.1084,0.2015,0.9428,0.971,8.6229,-1.2034,1.033,1.3037,1.1418,6.7494,-0.2646,0.6598,4.4893,2.1188,8.9091,-2.4685,0.1951,0.3055,1.5657,0.8504,0.4583,0.5389,0.7232,0.21,0.2904,3.3345,0.7427,0.2227,0.7333,1.5236,2.0778,1.2776,0.9679,0.7576,0.0066,3.5378,0.307,-0.4398,0.0125,?,?,?,?,?,TASCA_GIACCA_BASSA
