@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.3322,16.6562,4.0812,30.0855,-0.9992,-0.6685,54.2712,7.3669,51.1032,-1.0305,0.0311,12.362,3.516,19.0759,-1.0504,6.5989,40.3015,6.3483,28.3211,0.0162,0.497,-10.6751,-0.0503,-21.4794,-0.1013,0.0047,0.554,1.1608,0.6429,2.0953,1.1604,0.5538,0.3069,1.3474,0.4133,4.3902,1.3466,0.3067,0.5798,1.5387,-32.2201,2.6539,-55.5741,-20.9404,0.5979,1.6176,0.5228,2.7052,0.8743,0.3232,0.5887,1.5771,1.0623,2.6789,1.8044,0.6736,0.0037,10.0104,0.6229,-0.3588,-0.3044,-0.7516,-0.3631,0.1836,4.8887,25.8247,5.0818,16.4938,-0.9325,-6.5433,2.0402,1.4283,9.7798,?,-0.3678,1.4435,1.2015,5.092,-1.898,-0.7471,-13.2932,17.7924,3.5578,4.2297,1.1888,12.6582,17.89,1.4133,0.8138,2.3865,2.9326,0,4.8574,0,1.6865,3.2391,1.9206,0.0409,14.3472,0.5464,-0.6636,-0.8043,?,?,?,?,?,DAVANTI_PANTALONI
-0.1573,19.2476,4.3872,25.3436,-0.8325,-0.2723,53.4052,7.3079,44.6092,-0.5321,0.3116,15.7952,3.9743,20.2901,-0.6803,8.114,22.8076,4.7757,29.7801,0.0274,0.5777,-0.5048,-0.0194,-0.8738,-0.0336,0.0384,0.6003,1.1039,0.9186,1.8388,1.5302,0.8322,0.3604,1.2186,0.8439,3.3811,2.3416,0.6925,0.7432,1.4016,-13.7149,1.886,-18.4551,-9.7854,0.475,1.1453,0.4517,2.4112,0.9509,0.3944,0.5681,1.2491,0.851,2.1986,1.498,0.6813,0.0022,12.2664,-0.1746,-0.1095,0.0139,-0.4836,0.0962,0.3208,-0.499,25.8649,5.0858,15.4482,-0.7713,-8.02,1.5385,1.2404,9.6718,?,1.0522,3.0836,1.756,6.4671,-0.4965,0.0622,-0.4743,-7.6218,4.1002,2.8962,0.7064,16.8115,8.3878,0.4989,0.6955,3.1353,4.5079,0,2.0181,0,1.5972,2.3887,1.4955,0.0413,14.2846,0.1701,0.0595,-0.7186,?,?,?,?,?,DAVANTI_PANTALONI
-0.2901,0.2057,0.4536,1.7791,-2.1379,-0.462,0.6881,0.8295,3.9747,-0.7442,-0.2685,0.4157,0.6448,3.1607,-0.5992,1.0989,0.4717,0.6868,2.9573,0.0218,0.6278,1.0804,-0.264,1.7208,-0.4204,-0.2443,0.5468,0.7035,0.6605,1.2866,1.2078,0.9388,0.299,0.4949,0.4362,1.6552,1.4589,0.8814,0.7148,1.0235,-18.374,1.432,-25.7069,-17.9517,0.2488,0.2869,0.1875,1.153,0.7538,0.6538,0.4476,0.5629,0.6016,1.2575,1.344,1.0688,0.006,1.7196,0.2737,0.192,-0.4946,0.9889,-0.1786,-0.1141,-6.9455,0.037,0.1923,7.3484,?,6.6658,0.033,0.1816,0.6552,0.9055,1.8666,0.0068,0.0823,0.2922,0.8518,-1.042,-3.7211,3.5712,1.0587,2.3368,2.2072,1.1209,5.4605,4.8716,-1.1704,-4.3753,3.7381,0,0,3.5165,11.2157,25.1491,2.2423,0.0971,15.4779,0.9977,0.843,0.8056,?,?,?,?,?,DAVANTI_PANTALONI
0.1504,2.0654,1.4371,7.3495,-1.0055,-1.0989,5.7038,2.3883,9.8388,-2.5607,0.1633,1.819,1.3487,6.0334,-0.495,2.9395,2.2043,1.4847,6.3477,0.1071,-0.1369,0.9211,0.0512,-6.7282,-0.3738,0.0556,0.6018,1.0656,0.968,1.7708,1.6086,0.9084,0.3621,1.1354,0.937,3.1356,2.5875,0.8252,0.5208,1.8444,-4.8417,3.5418,-9.2975,-2.6251,1.3263,0.9081,0.5155,0.6847,0.3887,0.5677,0.747,1.2181,1.1578,1.6307,1.55,0.9505,0.0111,4.2661,0.2887,0.1389,-0.1809,-0.2456,-0.7646,0.4359,7.0953,1.1647,1.0792,3.2387,0.6471,-6.0425,1.846,1.3587,7.4067,?,2.5027,0.1014,0.3185,1.1778,0.5982,-1.1742,2.8351,-2.4144,0.7943,3.3887,4.2662,0.631,11.4835,18.2001,-0.8016,3.3865,-4.2245,0,3.1307,0,0.4373,2.7499,6.2889,0.0955,15.6404,0.9931,-0.8149,-0.8036,?,?,?,?,?,DAVANTI_PANTALONI
-0.2414,2.6976,1.6424,7.0215,-0.8449,-0.6742,0.7724,0.8788,3.873,-3.6403,-0.4975,3.8622,1.9652,7.168,-1.5363,2.541,1.6358,1.279,4.7218,0.0958,0.358,0.4852,-0.095,1.3553,-0.2653,-0.1958,1.8689,0.8357,1.2842,0.4472,0.6871,1.5366,3.4926,0.6985,1.6491,0.2,0.4722,2.361,1.0584,0.7406,-6.4273,0.6998,-6.0729,-8.6783,4.5597,1.3467,0.7288,0.2953,0.1598,0.5412,1.8129,0.9796,1.487,0.5403,0.8202,1.5181,0.0086,3.9395,-0.6186,0.5669,0.1849,-0.0366,-0.5769,-0.1683,4.697,11.5993,3.4058,8.2963,0.1146,1.8216,2.6822,1.6377,4.4727,-0.2489,7.172,5.1347,2.266,6.4133,0.3099,2.5785,0.6549,0.254,2.0796,1.503,0.7227,4.3245,2.259,0.5224,-1.2047,0.3729,-0.3095,2.6163,1.0083,0.3854,1.8549,1.2936,0.6974,0.0868,14.0586,-0.9065,-0.9732,0.9295,?,?,?,?,?,DAVANTI_PANTALONI
-1.1254,16.9963,4.1227,17.2352,-1.0494,-2.3731,21.517,4.6386,18.4725,-2.3531,-0.1325,14.8825,3.8578,17.3464,-0.7901,6.7464,14.7972,3.8467,16.3382,0.0166,0.4742,8.4924,-0.1668,17.9072,-0.3518,-0.0196,0.8888,1.0687,1.0717,1.2024,1.2059,1.0029,0.7899,1.142,1.1486,1.4458,1.4541,1.0058,0.6808,1.1527,-32.0473,1.6931,-47.0737,-27.8025,1.5266,0.8679,0.5062,0.5685,0.3316,0.5833,0.933,0.9936,1.0549,1.0649,1.1306,1.0617,0.0133,10.5544,0.8916,0.1634,-0.5423,0.3056,-0.7057,0.0222,1.9382,12.1952,3.4922,9.8844,-0.0776,3.8478,5.5641,2.3588,8.3488,-0.5343,7.5417,2.9708,1.7236,5.9521,0.3196,0.5037,0.257,0.5102,1.4805,2.0261,1.3686,2.1918,4.105,1.8729,0.2447,-0.2545,-1.0401,1.6858,1.0487,0.6221,1.1839,1.6607,1.4026,0.0441,14.116,-0.9637,-0.8919,0.9522,?,?,?,?,?,DAVANTI_PANTALONI
-0.6867,6.0448,2.4586,17.5465,-1.0404,-0.3368,24.5565,4.9555,28.613,-1.5157,0.3723,13.1088,3.6206,16.6649,-0.693,5.444,14.7965,3.8466,19.2181,0.0258,2.0387,-1.8443,-0.1261,-0.9046,-0.0619,0.0684,0.4961,0.6791,0.6392,1.3687,1.2883,0.9412,0.2462,0.4611,0.4085,1.8733,1.6596,0.8859,0.519,1.3115,-17.5703,2.5271,-33.8544,-13.3966,0.7561,0.8736,0.4359,1.1555,0.5766,0.499,0.6132,1.0529,0.913,1.717,1.4889,0.8671,0.0088,8.1362,0.2026,0.3169,-0.0626,-0.7415,-0.4297,0.4324,4.3269,1.0885,1.0433,5.1245,0.2145,-8.4216,0.2989,0.5468,9.5659,?,-1.5437,2.9212,1.7092,5.4531,-1.8331,-0.5138,-2.803,5.4556,1.9082,0.6104,0.3199,3.6412,0.3726,0.1023,-0.1463,-0.3966,2.7112,0,3.3895,0,0.5357,0.9398,1.7542,0.0989,14.7435,0.8979,-0.1419,-0.3871,?,?,?,?,?,DAVANTI_PANTALONI
0.808,22.2326,4.7151,19.5867,-0.61,-4.0799,14.6816,3.8317,15.2543,-3.5251,0.4799,27.6428,5.2576,19.7346,-0.7275,7.8915,19.8092,4.4508,14.9371,0.0048,-0.198,1.6837,0.1024,-8.5017,-0.517,0.0608,1.2306,0.8968,1.0594,0.7288,0.8609,1.1813,1.5143,0.8043,1.1223,0.5311,0.7412,1.3955,0.6245,0.8929,-103.4524,1.4298,-165.6604,-115.8598,3.6089,1.065,0.8106,0.2951,0.2246,0.7611,1.284,0.9925,1.3113,0.773,1.0212,1.3212,0.0215,12.2504,0.4734,0.4746,0.051,0.2243,-0.7803,0.2376,2.5393,11.7068,3.4215,10.931,-0.379,0.3636,37.0208,6.0845,14.7147,-1.2422,6.2965,1.2021,1.0964,3.2985,0.5856,6.9837,0.4033,0.0577,0.5623,3.1207,5.5496,0.3162,9.739,30.798,0.3686,-0.6446,-1.7489,1.2078,0.9958,0.8245,0.7429,3.3139,4.4611,0.0349,15.1995,-0.0231,-0.4389,0.881,?,?,?,?,?,DIETRO_PANTALONI
-0.8147,13.2136,3.6351,15.1074,-1.1479,-3.4151,11.1243,3.3353,11.8208,-10.5639,-0.0079,18.0938,4.2537,16.6544,-0.5334,6.1378,17.085,4.1334,14.595,0.0311,0.2386,103.7192,-0.1327,434.7846,-0.5564,-0.0013,1.0899,0.8546,0.8794,0.7841,0.8069,1.0291,1.1878,0.7303,0.7734,0.6148,0.6511,1.059,0.7477,1.3936,-17.2359,1.864,-23.0531,-12.3676,6.8809,0.6476,0.4669,0.0941,0.0679,0.721,1.278,0.9071,1.0351,0.7098,0.8099,1.1411,0.0351,9.6243,0.7374,0.2922,-0.3861,-0.0853,-0.8891,0.3183,2.6218,10.9034,3.302,8.94,-0.041,0.9463,28.3251,5.3221,15.1019,-1.4703,6.0003,13.203,3.6336,10.4282,-0.0922,2.7706,0.4369,0.1577,0.6204,0.9088,1.4647,0.3849,0.8258,2.1454,0.0392,0.3997,10.2089,1.4048,0.8995,0.6403,0.592,0.8573,1.4482,0.0662,14.061,-0.8856,-0.7106,0.8494,?,?,?,?,?,DIETRO_PANTALONI
-0.1503,5.9283,2.4348,10.4059,-0.7033,-1.6077,12.4378,3.5267,17.2589,-2.1639,-0.3464,12.9921,3.6045,33.4122,-0.3964,4.8757,10.3128,3.2114,24.0235,0.0179,0.0935,0.434,-0.0308,4.6417,-0.3297,-0.071,0.6904,0.6755,0.7582,0.9784,1.0982,1.1224,0.4766,0.4563,0.5748,0.9573,1.206,1.2598,0.364,0.453,-9.8191,1.2445,-26.9747,-21.6754,1.1199,0.2553,0.2497,0.228,0.223,0.9782,0.6029,0.3114,0.4332,0.5165,0.7184,1.3908,0.0089,7.485,-0.5835,-0.3185,0.2344,0.3816,-0.541,-0.064,1.9386,11.3171,3.3641,8.4513,-0.1843,2.0423,8.6208,2.9361,9.492,-0.7233,8.192,1.1072,1.0523,3.1404,0.6671,0.9492,0.2366,0.2493,1.1458,3.197,2.7903,1.3128,10.221,7.7858,0.3301,-0.209,-0.633,1.2956,0.7564,0.5838,0.8904,2.6911,3.0225,0.0466,14.5255,-0.6983,-0.9714,0.6524,?,?,?,?,?,DAVANTI_PANTALONI
0.2553,0.1757,0.4191,1.9194,-0.9729,0.1099,0.4175,0.6461,2.4154,-0.6528,-0.0687,0.3702,0.6084,3.1132,-0.6335,0.905,0.2261,0.4755,1.9977,0.074,2.323,-3.7164,0.282,-1.5998,0.1214,-0.0759,0.6487,0.6889,0.8814,1.0619,1.3587,1.2795,0.4208,0.4745,0.7768,1.1277,1.8461,1.637,0.9922,0.7839,-5.9331,0.7901,-5.9799,-7.5682,0.6657,0.5105,0.451,0.7668,0.6774,0.8835,0.7947,0.6165,0.9608,0.7758,1.2091,1.5584,0.0015,1.3703,0.5206,-0.5185,0.2026,-0.1569,0.5914,0.1375,8.3877,0.0208,0.1443,0.3951,0.954,4.6667,0.1248,0.3532,1.015,0.8049,-1.9576,0.0631,0.2513,2.2132,?,1.7974,-4.2847,-2.3839,0.4084,0.5741,1.4055,0.1668,0.3296,1.9756,1.9573,-3.7028,-1.8917,1.6514,0,0,0.3892,0.1785,0.4586,0.0524,15.0119,-0.9957,-0.8949,0.9312,?,?,?,?,?,DAVANTI_PANTALONI
-0.5933,3.1624,1.7783,10.5526,-0.8323,-1.5947,10.1369,3.1839,17.5494,-3.209,-0.5761,8.7961,2.9658,16.9286,-1.1224,4.0623,8.8198,2.9698,15.5612,0.0355,0.3721,1.03,-0.1461,2.7681,-0.3926,-0.1418,0.5585,0.5996,0.5988,1.0735,1.0721,0.9987,0.312,0.3595,0.3586,1.1524,1.1493,0.9973,0.3582,0.5354,-8.3794,1.4945,-23.3903,-15.6506,1.3813,0.7221,0.357,0.5228,0.2584,0.4944,0.6013,0.6234,0.6781,1.0367,1.1278,1.0879,0.0098,6.203,0.3877,-0.0514,-0.0598,0.6541,-0.7983,-0.5585,8.3983,1.8781,1.3704,5.7581,0.4112,2.8884,9.8345,3.136,9.403,-0.061,1.8388,2.2175,1.4891,4.4541,-0.1441,2.9076,4.5673,1.5708,0.437,0.9203,2.1059,0.191,0.8469,4.4349,-7.4383,-7.1695,0.9639,1.1036,2.5122,2.2764,0.6124,1.2928,2.1111,0.0493,13.4444,-0.8936,0.6106,-0.8323,?,?,?,?,?,DAVANTI_PANTALONI
-0.2173,0.4513,0.6718,2.5223,-0.9613,-0.5462,1.0757,1.0372,3.5448,-1.7792,0.2615,1.0153,1.0076,4.5369,-0.2001,1.4684,0.7999,0.8944,3.6853,0.0449,0.3978,-0.8309,-0.148,-2.0889,-0.372,0.1781,0.6477,0.6667,0.7511,1.0293,1.1596,1.1266,0.4195,0.4445,0.5642,1.0595,1.3448,1.2692,0.5448,1.6343,-7.1292,3.0001,-13.0869,-4.3622,1.0083,0.3402,0.3333,0.3374,0.3306,0.9797,0.7115,0.5559,0.6844,0.7813,0.9619,1.2311,0.0036,2.1613,0.8797,-0.1067,-0.6249,0.2892,-0.342,0.5303,8.6727,0.0154,0.1241,0.4149,0.9536,4.5688,0.06,0.245,0.8206,0.8303,0.0128,0.0046,0.0682,0.2498,-0.546,1.8982,678.0425,357.1966,0.5067,1.8207,3.5933,0.2567,3.3149,12.9119,2.1244,-96.7026,-45.52,1.8497,55.3694,29.9337,0.5056,1.6608,3.285,0.0551,13.3013,-0.9993,0.8028,-0.7956,?,?,?,?,?,DAVANTI_PANTALONI
-0.6128,1.6771,1.295,7.7332,-2.1709,-1.0616,3.4648,1.8614,13.0602,-1.8104,0.0617,4.9757,2.2306,15.0027,-0.4664,2.7134,4.2616,2.0644,13.7162,0.0385,0.5772,-9.9326,-0.2259,-17.2073,-0.3913,0.0227,0.6957,0.5806,0.6273,0.8345,0.9017,1.0805,0.484,0.3371,0.3935,0.6963,0.813,1.1676,0.6293,1.1096,-9.6488,1.7632,-15.3326,-8.6959,0.5248,0.2384,0.171,0.4542,0.3258,0.7172,0.5921,0.5155,0.5638,0.8705,0.9522,1.0938,0.0066,4.1857,0.3974,-0.5001,-0.4481,-0.2348,-0.5309,0.6298,2.8192,4.7867,2.1879,8.4348,0.0046,1.7944,0.96,0.9798,3.5572,-0.1464,8.8365,1.1559,1.0751,5.5721,0.4087,1.5711,0.319,0.2031,2.2329,2.0349,0.9113,4.9859,4.1409,0.8305,-0.0864,0.0102,-0.118,2.7311,0.8992,0.3293,2.3712,1.5138,0.6384,0.0508,13.4708,-0.706,-0.8157,0.2143,?,?,?,?,?,DAVANTI_PANTALONI
0.1978,0.2023,0.4498,2.0386,-0.8701,-0.348,0.7556,0.8692,3.1402,-1.1989,-0.2436,0.593,0.77,4.2209,-0.5754,1.266,0.1677,0.4095,2.2586,0.1819,-0.5685,-0.8121,0.1563,1.4284,-0.2749,-0.1924,0.5174,0.5841,1.0983,1.1288,2.1226,1.8804,0.2677,0.3412,1.2063,1.2742,4.5056,3.5359,0.554,0.6153,-1.8892,1.1106,-3.4103,-3.0706,0.7633,0.4069,0.3949,0.533,0.5173,0.9705,0.6492,0.483,0.9026,0.744,1.3903,1.8688,0.0025,1.826,0.3745,-0.3136,-0.1478,0.1371,-0.0828,0.4408,7.979,0.0229,0.1513,0.5084,0.9385,5.6777,0.045,0.2121,0.6968,0.8833,-0.4199,0.0256,0.1599,0.7341,?,1.4053,-19.002,-13.5213,0.7135,0.946,1.3259,0.5091,0.895,1.758,1.4701,-10.5585,-7.1819,1.3837,0,0,0.7295,0.6925,0.9492,0.0524,14.0766,-0.9974,0.3571,-0.2996,?,?,?,?,?,DAVANTI_PANTALONI
0.3038,8.4962,2.9148,16.0241,-0.5947,-0.8334,17.1576,4.1422,18.5577,-2.3285,-0.0454,22.7928,4.7742,16.2767,-1.1856,6.1392,11.5464,3.398,15.728,0.0236,-0.3645,-6.6899,0.0495,18.3519,-0.1358,-0.0074,0.7037,0.6105,0.8578,0.8676,1.219,1.405,0.4952,0.3728,0.7358,0.7528,1.486,1.974,0.4603,0.6768,-15.7042,1.4703,-34.1161,-23.2033,1.8022,1.3493,0.6238,0.7487,0.3461,0.4623,0.8635,0.9845,1.0188,1.1401,1.1799,1.0349,0.0047,9.6329,0.7149,0.5285,0.0268,0.8718,-0.394,-0.1761,-3.6599,12.3814,3.5187,8.9356,?,3.9077,8.5041,2.9162,9.2654,-0.5005,6.6084,2.9198,1.7087,4.716,0.4196,-0.9366,-0.5538,0.5913,1.2066,2.0592,1.7066,1.4559,4.2405,2.9126,2.8913,-2.6209,-0.9065,0,0,0.7599,0.9644,1.8948,1.9647,0.045,14.8127,0.7778,0.9838,0.6849,?,?,?,?,?,DAVANTI_PANTALONI
1.4373,2.7877,1.6696,7.3954,-0.4512,-1.8654,3.4194,1.8492,8.1707,-4.427,0.2731,3.0352,1.7422,7.0867,-0.7011,3.4587,2.8996,1.7028,8.5007,0.0378,-0.7705,5.2625,0.4156,-6.8301,-0.5393,0.079,0.9029,0.9584,0.9805,1.0614,1.0859,1.0231,0.8153,0.9185,0.9614,1.1266,1.1793,1.0468,0.345,0.7873,-6.8803,2.282,-19.9425,-8.7392,3.3847,1.2232,0.5768,0.3614,0.1704,0.4715,0.9051,1.0436,0.87,1.153,0.9612,0.8337,0.0244,5.4321,-0.6992,-0.3383,0.7573,0.501,-0.8555,-0.2993,-9.3213,0.1492,0.3863,9.7673,?,-1.3019,0.6915,0.8315,3.0799,-3.4056,0.4963,6.5027,2.55,8.2877,-0.5107,7.1596,-18.7824,-2.6234,0.4646,0.1515,0.3261,0.2158,0.0229,0.1063,4.1025,3.486,0.8497,0,0,0.1274,3.1713,1.1785,0.3716,0.0982,12.8994,0.4242,0.4752,0.9104,?,?,?,?,?,DAVANTI_PANTALONI
