@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.0726,1.5685,1.2524,5.2445,-0.5402,-0.5002,2.77,1.6643,7.5688,-0.9558,-0.1918,4.0661,2.0165,8.1806,-0.6414,2.7577,1.0917,1.0448,3.9822,0.2065,0.1451,0.3785,-0.0263,2.6082,-0.1814,-0.0695,0.7525,0.6211,1.1986,0.8254,1.5929,1.9299,0.5663,0.3858,1.4368,0.6812,2.5373,3.7246,0.4973,0.5754,-1.7748,1.1571,-3.5688,-3.0843,0.8799,0.6832,0.6785,0.7765,0.7711,0.9931,0.6929,0.6411,1.317,0.9252,1.9007,2.0543,0.0057,4.0084,0.7126,0.0744,-0.1989,0.2943,-0.3748,-0.1584,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-1.1609,17.0516,4.1294,18.8611,-1.6607,-2.4531,25.4854,5.0483,27.1251,-1.0523,1.1279,9.6734,3.1102,18.3264,-0.3577,6.9722,12.2361,3.498,21.0105,0.0735,0.4732,-1.0293,-0.1665,-2.175,-0.3518,0.1618,0.818,1.3277,1.1805,1.6231,1.4432,0.8891,0.6691,1.7627,1.3936,2.6346,2.0828,0.7906,0.8464,2.4383,-7.0656,2.8807,-8.3475,-2.8978,0.5363,0.5252,0.3126,0.9792,0.5828,0.5952,0.6953,1.0292,0.8977,1.4801,1.291,0.8723,0.0316,10.9092,0.2289,-0.188,-0.1669,0.1124,-0.3374,0.6101,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-1.1424,15.032,3.8771,26.398,-2.394,-1.8497,13.1175,3.6218,16.5148,-1.0416,0.679,12.5389,3.541,20.9209,-0.3508,6.0555,9.207,3.0343,23.5284,0.0286,0.6176,-1.6824,-0.1887,-2.7241,-0.3055,0.1121,1.0705,1.0949,1.2778,1.0228,1.1936,1.167,1.1459,1.1988,1.6327,1.0461,1.4247,1.3619,2.2099,3.4275,-26.9126,1.5509,-12.178,-7.852,0.9615,0.5022,0.3211,0.5223,0.334,0.6395,1.5984,1.2618,1.122,0.7894,0.7019,0.8892,0.0245,9.5002,-0.1655,-0.4852,-0.4363,0.2013,-0.1777,0.5256,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
2.2874,13.6837,3.6991,17.6524,-0.4932,3.5134,18.0264,4.2458,21.4838,-0.4399,1.1697,20.7868,4.5593,18.6442,-0.3471,7.1282,20.6293,4.542,19.9911,0.0384,0.6511,1.9556,0.3209,3.0037,0.4929,0.1641,0.8713,0.8113,0.8144,0.9312,0.9348,1.0038,0.7591,0.6583,0.6633,0.8672,0.8738,1.0076,0.8884,1.2138,-7.3053,1.3663,-8.2234,-6.0187,0.7923,0.8542,0.5687,1.078,0.7177,0.6658,0.8217,0.9468,0.883,1.1523,1.0747,0.9326,0.0473,10.7014,0.1159,-0.2569,0.2716,0.6582,0.7355,0.7462,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-0.0718,2.0647,1.4369,5.5883,-0.883,-0.0515,3.1807,1.7834,7.9023,-0.5698,0.5011,5.2262,2.2861,8.8011,-0.559,3.0354,1.5166,1.2315,5.1573,0.1982,1.3945,-0.1432,-0.0236,-0.1027,-0.017,0.1651,0.8057,0.6285,1.1668,0.7801,1.4482,1.8563,0.6491,0.3951,1.3614,0.6086,2.0972,3.446,0.9136,0.8304,-2.0552,0.9089,-2.2495,-2.4749,0.5896,0.5257,0.4614,0.8917,0.7826,0.8777,0.7072,0.635,1.0836,0.8979,1.5323,1.7066,0.0055,4.5605,0.3896,0.0471,0.0695,0.7451,0.557,0.4705,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.193,1.5627,1.2501,5.0358,-0.3265,-0.5559,2.3556,1.5348,5.7565,-0.9349,-0.2045,4.1976,2.0488,8.2918,-0.5758,2.7767,0.794,0.8911,4.076,0.2425,-0.3472,-0.9441,0.0695,2.7188,-0.2002,-0.0736,0.8145,0.6101,1.4029,0.7491,1.7224,2.2992,0.6634,0.3723,1.968,0.5612,2.9667,5.2865,0.4456,0.4091,-0.9496,0.918,-2.1311,-2.3214,1.276,0.7215,0.7055,0.5654,0.5529,0.9778,0.8748,0.6073,1.2355,0.6942,1.4123,2.0343,0.0067,4.0761,0.7262,-0.0231,0.4295,0.6046,0.1521,0.0099,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.3697,1.7662,1.329,4.3138,-0.6833,0.4065,7.7339,2.781,9.62,-0.4672,0.13,4.086,2.0214,7.3586,-0.7047,3.3635,2.5915,1.6098,6.1854,0.1914,0.9095,2.8429,0.1099,3.1259,0.1208,0.0387,0.4779,0.6575,0.8255,1.3758,1.7275,1.2556,0.2284,0.4323,0.6815,1.8928,2.9843,1.5767,0.5716,0.5756,-1.1958,1.007,-2.0919,-2.0775,0.3909,0.5937,0.335,1.519,0.8571,0.5643,0.4484,0.5862,0.6974,1.3073,1.5553,1.1897,0.0058,5.1525,0.6334,0.214,0.5982,0.7102,0.8391,0.4604,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.3618,5.9883,2.4471,10.1721,-1.0895,-0.7895,11.6321,3.4106,14.8551,-1.2722,0.4987,7.2754,2.6973,12.3281,-0.5208,4.6239,4.5184,2.1257,8.4242,0.0611,-0.4582,0.7254,0.0782,-1.5831,-0.1708,0.1079,0.7175,0.9072,1.1512,1.2644,1.6045,1.2689,0.5148,0.8231,1.3253,1.5988,2.5744,1.6102,0.6377,1.2564,-9.6667,1.9702,-15.1588,-7.6942,0.7446,0.6005,0.5425,0.8065,0.7286,0.9034,0.6848,0.8251,1.2075,1.205,1.7634,1.4634,0.0107,7.1272,-0.7315,0.0948,0.1766,0.4809,-0.1191,0.029,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0671,5.7163,2.3909,11.7626,-0.7096,-1.1051,11.6692,3.416,13.4983,-1.9541,0.8026,4.272,2.0669,9.2159,-0.4804,4.266,5.329,2.3085,9.8017,0.0729,-0.0607,0.0836,0.0157,-1.3769,-0.2591,0.1881,0.6999,1.1568,1.0357,1.6527,1.4798,0.8954,0.4899,1.3381,1.0727,2.7316,2.1898,0.8017,0.5468,1.6325,-6.3352,2.9857,-11.5862,-3.8806,1.5058,1.1052,0.6508,0.734,0.4322,0.5888,0.8714,1.2763,1.2001,1.4647,1.3771,0.9402,0.0145,6.4719,-0.7641,-0.0417,0.5128,0.3893,-0.6031,-0.1814,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1574,0.6952,0.8338,3.507,-0.921,0.1923,3.032,1.7413,6.9295,-0.5466,-0.0018,2.3225,1.524,6.6829,-0.8241,2.2218,1.175,1.084,4.7749,0.0744,-0.8187,85.4524,-0.0709,-104.3763,0.0865,-0.0008,0.4788,0.5471,0.7692,1.1426,1.6064,1.4059,0.2293,0.2993,0.5917,1.3055,2.5805,1.9766,0.6865,0.5569,-4.3815,0.8112,-6.3821,-7.8678,0.4075,0.4983,0.3539,1.2229,0.8685,0.7102,0.5061,0.5248,0.7345,1.0369,1.4512,1.3996,0.0027,3.373,0.8178,0.1448,0.4954,0.4296,0.6953,0.2374,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.1466,1.0396,1.0196,4.459,-0.7758,0.5748,3.6096,1.8999,8.0794,-0.5721,0.0001,2.6799,1.637,6.5942,-0.7491,2.3869,1.9836,1.4084,5.8945,0.0834,0.2551,2286.9001,0.0614,8963.5234,0.2408,0,0.5367,0.6229,0.724,1.1606,1.349,1.1623,0.288,0.3879,0.5241,1.3469,1.8197,1.351,0.6625,0.6897,-3.6322,1.0411,-5.4824,-5.266,0.4886,0.6661,0.3905,1.3632,0.7991,0.5862,0.5519,0.6762,0.7565,1.2252,1.3707,1.1187,0.0064,3.7246,0.7198,0.1473,0.4262,0.7698,0.4202,0.1721,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.779,4.8023,2.1914,9.8791,-1.0897,-1.5851,9.7838,3.1279,13.5825,-1.2757,-0.3551,8.3848,2.8957,9.7606,-0.8454,4.745,3.7012,1.9239,8.3922,0.099,-0.4915,-2.1936,0.1642,4.4633,-0.3341,-0.0748,0.7006,0.7568,1.1391,1.0802,1.6258,1.5051,0.4908,0.5727,1.2975,1.1668,2.6434,2.2654,0.6766,1.1521,-5.5891,1.7028,-8.2607,-4.8513,0.7921,0.8938,0.5076,1.1284,0.6408,0.5679,0.7273,1.0121,1.1772,1.3916,1.6185,1.1631,0.019,7.4524,-0.7424,0.2557,0.3414,0.2332,-0.5162,-0.2032,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_BASSA
0.0857,1.4613,1.2089,4.4313,-0.8502,0.6938,4.3545,2.0867,7.7381,-0.5223,0.4637,4.392,2.0957,7.701,-0.6657,3.0533,1.5891,1.2606,4.9964,0.1661,0.1236,0.1849,0.0281,1.4963,0.2272,0.1519,0.5793,0.5768,0.959,0.9957,1.6554,1.6625,0.3356,0.3327,0.9196,0.9915,2.7403,2.7639,0.7669,0.6616,-2.0461,0.8626,-2.6678,-3.0926,0.4712,0.518,0.3997,1.0995,0.8484,0.7716,0.5727,0.5754,0.8869,1.0048,1.5487,1.5413,0.0088,4.6151,0.7774,-0.017,0.4565,0.5929,0.5124,0.219,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.0997,1.2523,1.119,4.569,-0.4413,-0.6877,1.9912,1.4111,6.6343,-1.4744,0.0609,4.5107,2.1238,9.047,-0.5573,2.6564,1.1842,1.0882,4.9036,0.1746,0.145,-1.6363,-0.0375,-11.2874,-0.2589,0.0229,0.793,0.5269,1.0283,0.6644,1.2967,1.9517,0.6289,0.2776,1.0575,0.4415,1.6815,3.8091,0.3539,0.4321,-1.3487,1.221,-3.8109,-3.1212,1.1823,0.5457,0.5336,0.4615,0.4513,0.9778,0.6887,0.505,0.9318,0.7333,1.3529,1.8449,0.0073,3.9371,0.7275,-0.0099,0.1612,0.569,0.0298,0.1271,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_BASSA
0.5358,4.9379,2.2221,9.29,-0.938,-2.8447,7.7203,2.7786,14.2337,-3.3881,0.617,9.8343,3.136,13.049,-0.6164,5.0328,5.9236,2.4338,10.4737,0.1278,-0.1883,0.8683,0.1065,-4.6102,-0.5652,0.1226,0.7997,0.7086,0.913,0.886,1.1416,1.2885,0.6396,0.5021,0.8336,0.785,1.3033,1.6602,0.4091,0.9036,-2.9293,2.2086,-7.1599,-3.2418,1.4778,0.5938,0.3992,0.4018,0.2701,0.6723,0.6527,0.7119,0.887,1.0908,1.359,1.2459,0.0315,7.8797,-0.0091,-0.4096,-0.2901,-0.0294,-0.6973,0.4704,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.2112,0.4571,0.6761,2.7389,-0.8342,0.5317,4.8103,2.1932,7.3711,-0.4821,-0.216,4.1523,2.0377,7.4542,-0.6538,2.8676,1.5702,1.2531,4.6051,0.1843,-0.3972,0.9777,-0.0736,-2.4617,0.1854,-0.0753,0.3082,0.3318,0.5395,1.0763,1.7503,1.6262,0.095,0.1101,0.2911,1.1585,3.0635,2.6444,0.5195,0.4227,-1.197,0.8136,-2.3039,-2.8317,0.3002,0.3313,0.2645,1.1034,0.8809,0.7984,0.3716,0.3674,0.5948,0.9888,1.6006,1.6187,0.0064,4.0813,0.8057,-0.0455,0.6172,0.4571,0.6759,0.1821,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_BASSA
