@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.0454,0.4806,0.6933,4.2053,-0.7003,-0.1215,0.1649,0.4061,1.9325,-1.0708,0.0078,0.3175,0.5635,2.2924,-1.138,0.8963,0.1766,0.4202,2.4748,0.0362,-0.3734,5.7801,0.0506,-15.4793,-0.1356,0.0088,1.7073,1.2304,1.6499,0.7206,0.9664,1.341,2.9149,1.5138,2.7222,0.5193,0.9339,1.7983,1.7332,1.4195,-18.6525,0.819,-10.7617,-13.1404,2.6502,2.3066,0.9632,0.8703,0.3634,0.4176,2.1761,1.8344,1.6992,0.843,0.7809,0.9263,0.0007,1.3343,-0.1212,-0.0278,-0.0042,0.2264,0.0997,-0.296,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.9422,13.7319,3.7057,22.0206,-0.698,0.0319,6.8641,2.6199,11.9658,-1.1443,-1.1482,9.6665,3.1091,20.0825,-0.5605,4.9614,7.8545,2.8026,14.5851,0.0307,29.5521,-0.8206,0.1899,-0.0278,0.0064,-0.2314,1.4144,1.1919,1.3222,0.8427,0.9348,1.1094,2.0005,1.4206,1.7483,0.7101,0.8739,1.2307,1.4176,1.255,-19.6228,0.8853,-13.8425,-15.6358,2.324,1.0077,0.8619,0.4336,0.3709,0.8553,1.8403,1.0965,1.5098,0.5958,0.8204,1.3769,0.0081,7.5095,-0.1633,-0.136,0.4714,-0.4293,-0.2876,-0.0352,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1776,0.7432,0.8621,4.9696,-0.433,-0.166,0.245,0.495,2.2293,-0.8849,0.0883,0.118,0.3435,1.7558,-1.3076,0.8975,0.3677,0.6064,3.5789,0.0233,-1.0704,2.0121,0.1979,-1.8797,-0.1849,0.0984,1.7416,2.5096,1.4218,1.441,0.8164,0.5665,3.0333,6.2981,2.0215,2.0763,0.6664,0.321,1.4348,1.5092,-17.5943,1.0519,-12.2629,-11.6579,2.9322,4.5579,0.9465,1.5544,0.3228,0.2077,2.2292,2.8303,1.3886,1.2697,0.6229,0.4906,0.0015,1.2843,0.2681,0.1099,0.5805,0.0511,0.4456,0.0123,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.9709,4.473,2.1149,15.6295,-0.1877,-0.3599,2.929,1.7114,9.4589,-1.0072,-0.2725,1.7559,1.3251,9.3895,-1.955,2.5141,3.9833,1.9958,12.9258,0.0188,-2.6979,-3.5633,0.3862,1.3208,-0.1431,-0.1084,1.2358,1.5961,1.0597,1.2916,0.8575,0.6639,1.5271,2.5474,1.1229,1.6682,0.7353,0.4408,0.5203,0.3975,-9.9503,0.7641,-19.125,-25.0302,2.7926,4.1417,0.9989,1.4831,0.3577,0.2412,1.6524,1.6646,1.2092,1.0074,0.7318,0.7264,0.0058,3.6651,0.2984,0.0471,0.6833,-0.0766,-0.0033,-0.075,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0492,0.7447,0.863,4.2491,-0.6298,-0.0368,0.1448,0.3805,2.0954,-0.7157,0.2007,0.3534,0.5945,2.9749,-0.8437,1.011,0.2649,0.5147,2.7382,0.0205,-1.3365,0.245,0.0487,-0.1834,-0.0364,0.1985,2.2681,1.4516,1.6767,0.64,0.7393,1.1551,5.1443,2.1072,2.8115,0.4096,0.5465,1.3342,1.8786,1.2061,-28.7127,0.642,-15.2841,-23.8055,2.1347,1.6157,0.9326,0.7569,0.4369,0.5772,2.0278,1.4283,1.5518,0.7043,0.7652,1.0865,0.0011,1.456,0.4636,-0.1556,0.2624,-0.0483,0.312,0.0582,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.5199,10.5538,3.2487,14.3972,-3.7013,-0.3437,7.3965,2.7197,12.9942,-1.1687,-0.2501,8.9062,2.9843,11.5864,-1.2965,4.7811,6.488,2.5472,11.32,0.0243,4.4223,6.0772,-0.3179,1.3742,-0.0719,-0.0523,1.1945,1.0886,1.2754,0.9113,1.0677,1.1716,1.4269,1.185,1.6267,0.8305,1.14,1.3727,1.6187,1.7329,-40.2823,1.0705,-24.886,-23.2462,0.5111,0.607,0.264,1.1876,0.5165,0.4349,1.108,1.2426,1.2718,1.1215,1.1479,1.0235,0.0084,6.9718,0.1858,-0.0403,-0.7225,0.5358,-0.239,-0.1417,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.8641,43.0128,6.5584,33.2274,-1.6953,-0.4919,8.8944,2.9823,16.297,-1.6829,-0.5995,12.4966,3.5351,18.4112,-1.304,6.3867,24.9621,4.9962,20.8169,0.0236,1.7566,1.4414,-0.1353,0.8206,-0.077,-0.0939,2.1991,1.8553,1.3127,0.8436,0.5969,0.7075,4.836,3.442,1.7231,0.7117,0.3563,0.5006,2.0444,2.0056,-41.4552,0.981,-20.277,-20.6693,2.0295,1.5427,0.5782,0.7602,0.2849,0.3748,2.0389,1.8047,1.5962,0.8852,0.7829,0.8844,0.006,9.1628,0.2462,0.3565,-0.7427,0.0025,-0.1574,-0.2327,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.3632,5.7454,2.397,8.6165,-6.2136,-0.9863,2.4388,1.5617,6.9101,-3.3984,-0.8571,1.4029,1.1845,5.5894,-1.7453,2.7361,5.6665,2.3804,8.4737,0.0145,1.3822,1.5905,-0.4982,1.1507,-0.3605,-0.3133,1.5349,2.0237,1.0069,1.3185,0.656,0.4976,2.3558,4.0953,1.0139,1.7384,0.4304,0.2476,1.3901,2.0887,-59.3658,1.5025,-42.7051,-28.4225,0.7603,0.5867,0.1389,0.7716,0.1827,0.2368,1.2469,1.5416,1.0169,1.2363,0.8155,0.6596,0.0109,4.1884,0.7054,0.4146,-0.9195,0.6432,-0.8573,-0.6378,?,?,?,?,?,125000,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9669,9.754,3.1231,19.5223,-2.9694,-0.7937,4.7223,2.1731,9.3061,-2.1956,-0.5601,14.4644,3.8032,20.4369,-0.6457,4.1142,13.8926,3.7273,16.3312,0.0041,1.2181,1.7262,-0.235,1.4172,-0.1929,-0.1361,1.4372,0.8212,0.8379,0.5714,0.583,1.0204,2.0655,0.6743,0.7021,0.3265,0.3399,1.0412,2.2841,1.8214,-215.5119,0.7974,-94.3549,-118.3253,1.6889,0.396,0.2999,0.2345,0.1776,0.7573,2.0978,0.9552,1.1954,0.4554,0.5698,1.2514,0.0069,5.9717,0.4965,0.0843,-0.6176,-0.0895,-0.5844,0.2549,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.9229,8.8792,2.9798,14.743,-0.8671,0.2233,1.5482,1.2443,8.5382,-0.3722,-0.954,5.1587,2.2713,13.1721,-2.3526,2.7386,9.8978,3.1461,11.8178,0.013,4.1324,-0.9673,0.337,-0.2341,0.0815,-0.3484,2.3948,1.312,0.9471,0.5478,0.3955,0.7219,5.7352,1.7212,0.8971,0.3001,0.1564,0.5212,2.9565,0.7408,-43.921,0.2506,-14.8559,-59.2919,1.269,2.0097,0.6595,1.5837,0.5197,0.3281,1.7267,1.1193,1.2475,0.6482,0.7225,1.1146,0.0067,4.0728,-0.6742,-0.5784,0.5597,-0.0285,0.1171,-0.8009,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2388,3.0866,1.7569,8.5197,-0.7748,0.0851,5.3354,2.3099,14.204,-1.7064,0.0634,6.517,2.5529,12.071,-0.5882,3.4921,2.8124,1.677,8.9193,0.0763,-2.8058,-3.7671,-0.0684,1.3426,0.0244,0.0182,0.7606,0.6882,1.0476,0.9048,1.3774,1.5223,0.5785,0.4736,1.0975,0.8187,1.8971,2.3173,0.4153,0.8319,-5.0473,2.0033,-12.1538,-6.0669,0.9147,0.6316,0.4971,0.6905,0.5435,0.7871,0.5998,0.7058,0.9552,1.1767,1.5925,1.3534,0.0013,5.1963,0.1693,0.3164,0.0296,-0.0789,-0.2787,0.4124,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.3254,28.0074,5.2922,24.7116,-1.6444,-1.1545,16.1662,4.0207,19.0435,-1.757,-0.9485,8.3275,2.8857,16.4805,-1.7925,5.9642,20.9184,4.5737,19.8795,0.0092,1.148,1.3974,-0.2222,1.2172,-0.1936,-0.159,1.3162,1.8339,1.1571,1.3933,0.8791,0.6309,1.7325,3.3632,1.3389,1.9413,0.7728,0.3981,1.2662,1.4526,-83.2283,1.1472,-65.7299,-57.296,1.3529,1.5834,0.4657,1.1704,0.3443,0.2941,1.2976,1.4994,1.2431,1.1555,0.9579,0.829,0.0101,8.9796,0.75,-0.1393,-0.5537,-0.1165,-0.5584,0.1046,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.1725,23.7932,4.8778,25.9312,-0.9277,-1.6031,17.1328,4.1392,18.6405,-1.3063,-1.731,18.7452,4.3296,37.0395,-1.0751,7.3485,12.6126,3.5514,19.5194,0.0318,0.7314,0.6774,-0.1596,0.9261,-0.2182,-0.2356,1.1785,1.1266,1.3735,0.956,1.1655,1.2191,1.3887,1.2693,1.8865,0.914,1.3584,1.4862,1.182,0.6503,-19.467,0.5502,-16.4702,-29.9367,1.6644,0.7537,0.6673,0.4528,0.4009,0.8854,1.3911,0.7001,1.3285,0.5033,0.955,1.8976,0.0132,11.1819,0.4968,0.1892,-0.2559,0.2153,-0.3203,-0.2232,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
1.3862,7.2784,2.6978,18.616,-0.2108,-0.1132,6.2651,2.503,11.3079,-1.0038,-0.8112,7.1573,2.6753,24.1846,-0.4122,3.8861,8.1912,2.862,19.7122,0.0115,-12.2434,-1.7088,0.3567,0.1396,-0.0291,-0.2087,1.0778,1.0084,0.9426,0.9356,0.8746,0.9348,1.1617,1.0169,0.8886,0.8753,0.7649,0.8738,0.5721,0.4591,-14.1076,0.8025,-24.6602,-30.7303,2.7246,0.8978,0.771,0.3295,0.283,0.8588,1.6463,0.7697,0.9444,0.4676,0.5736,1.2269,0.0088,5.9313,0.1415,-0.1031,0.7241,-0.3412,-0.0176,-0.0593,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.506,26.5897,5.1565,39.5244,-0.8729,0.5796,14.0512,3.7485,24.9735,-0.2074,-1.3203,8.3608,2.8915,23.8341,-0.5623,5.6237,19.7104,4.4396,26.8892,0.0427,0.8731,-0.3832,0.09,-0.439,0.1031,-0.2348,1.3756,1.7833,1.1615,1.2964,0.8443,0.6513,1.8923,3.1803,1.349,1.6806,0.7129,0.4242,4.2948,2.1474,-15.3634,0.5,-3.5773,-7.1545,1.0203,1.3833,0.7513,1.3558,0.7364,0.5431,1.5827,1.6583,1.4699,1.0478,0.9288,0.8864,0.0083,8.1764,-0.1589,0.0121,0.0909,0.1976,0.6806,0.3987,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0136,0.5086,0.7132,3.3523,-1.0319,-0.0396,0.1744,0.4176,2.1875,-0.5761,-0.0384,0.44,0.6634,3.206,-0.6299,0.9215,0.2771,0.5264,2.3234,0.0305,0.3437,0.3541,-0.0148,1.0302,-0.043,-0.0417,1.7078,1.0751,1.3547,0.6295,0.7932,1.2601,2.9166,1.1558,1.8351,0.3963,0.6292,1.5878,2.1291,1.374,-23.278,0.6453,-10.9331,-16.9419,1.1887,0.8388,0.6884,0.7056,0.5791,0.8207,1.5325,1.0456,1.4428,0.6823,0.9415,1.3799,0.0003,1.4047,0.3648,-0.0476,-0.2662,0.4444,0.3154,0.3538,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0319,0.6356,0.7973,4.2188,-0.795,-0.0654,0.2008,0.4481,2.432,-1.2539,0.0647,0.6203,0.7876,3.327,-0.9963,1.0456,0.3729,0.6107,2.5774,0.0527,0.4882,-0.4936,-0.0305,-1.0112,-0.0625,0.0618,1.7791,1.0123,1.3055,0.569,0.7338,1.2897,3.1652,1.0247,1.7045,0.3237,0.5385,1.6634,1.3811,1.1254,-13.0216,0.8149,-9.4287,-11.571,2.1782,1.4102,0.8638,0.6474,0.3966,0.6125,1.7347,1.2681,1.6369,0.731,0.9436,1.2908,0.0005,1.5757,0.3985,-0.1929,-0.1376,0.1481,0.109,-0.0784,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9805,6.8038,2.6084,14.6278,-1.6048,0.1975,1.3398,1.1575,6.4731,-1.4515,0.6644,9.0685,3.0114,14.7411,-0.6102,3.2682,7.9731,2.8237,11.5899,0.0554,-4.9644,-1.4758,-0.3,0.2973,0.0604,0.2033,2.2535,0.8662,0.9238,0.3844,0.4099,1.0665,5.0782,0.7503,0.8533,0.1477,0.168,1.1374,2.3514,1.6132,-13.2494,0.6861,-5.6346,-8.2129,2.1268,0.6134,0.4577,0.2884,0.2152,0.7461,2.2598,0.9923,1.2621,0.4391,0.5585,1.2719,0.006,4.9495,-0.5469,-0.7139,-0.6096,0.2964,0.3612,0.5745,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.5207,9.7782,3.127,17.2462,-0.6706,0.5281,6.577,2.5646,11.3855,-0.7821,-0.6833,8.2286,2.8686,14.3997,-1.4217,4.6168,4.2856,2.0702,11.3221,0.0255,0.986,-0.762,0.1128,-0.7727,0.1144,-0.148,1.2193,1.0901,1.5105,0.894,1.2388,1.3857,1.4867,1.1883,2.2816,0.7993,1.5347,1.92,1.3855,0.8189,-23.355,0.5911,-16.8566,-28.5191,1.6158,1.7361,0.8885,1.0745,0.5499,0.5118,1.5147,1.1977,1.5232,0.7907,1.0056,1.2718,0.0055,6.9703,0.0209,0.4184,0.2359,-0.1247,0.2184,-0.3033,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
1.4899,10.8957,3.3009,17.4753,-0.2473,-0.1474,4.8563,2.2037,11.5944,-1.0529,-0.094,3.222,1.795,14.6173,-0.9568,3.1704,11.1728,3.3426,14.9953,0.0166,-10.11,-15.8557,0.4699,1.5683,-0.0465,-0.0296,1.4979,1.8389,0.9875,1.2277,0.6593,0.537,2.2436,3.3817,0.9752,1.5072,0.4347,0.2884,0.5826,0.4847,-13.6499,0.832,-23.4302,-28.1619,2.4808,1.8757,0.9188,0.7561,0.3704,0.4899,1.5072,1.1955,1.1654,0.7932,0.7732,0.9748,0.008,4.7264,0.5186,0.0919,0.8526,0.0533,0.285,-0.0167,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.9398,6.7007,2.5886,16.0979,-0.2437,0.0258,4.9029,2.2142,12.7421,-0.7514,-0.3637,4.8954,2.2126,14.2218,-1.336,3.4345,5.7192,2.3915,13.396,0.0337,36.4298,-2.5839,0.2736,-0.0709,0.0075,-0.1059,1.1691,1.1699,1.0824,1.0008,0.9259,0.9252,1.3667,1.3688,1.1716,1.0015,0.8573,0.856,0.577,0.3878,-6.7484,0.6721,-11.6956,-17.4018,1.7791,2.126,0.9337,1.195,0.5248,0.4392,1.2634,1.1319,1.2017,0.896,0.9512,1.0616,0.0054,5.1134,0.4134,0.5362,0.5463,-0.0817,0.1957,0.0406,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.052,1.2658,1.1251,5.6904,-1.1113,0.0503,1.5854,1.2591,5.4689,-0.913,-0.0437,1.2263,1.1074,5.4319,-1.0987,1.8257,0.7514,0.8668,3.7582,0.1153,-1.0332,1.1903,-0.0285,-1.152,0.0276,-0.0239,0.8936,1.016,1.2979,1.137,1.4525,1.2775,0.7984,1.0322,1.6846,1.2928,2.1099,1.6321,1.1476,1.0533,-6.1182,0.9178,-5.3313,-5.8087,0.9427,1.0413,0.6345,1.1046,0.673,0.6093,1.0405,1.0476,1.5141,1.0068,1.4552,1.4454,0.0004,2.7833,-0.2665,-0.3181,0.0483,0.4692,0.2467,0.0117,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0031,0.6564,0.8102,4.2599,-0.6179,-0.0972,0.3227,0.568,3.1126,-0.7974,0.0572,0.767,0.8758,3.8729,-0.8466,1.1035,0.5412,0.7356,2.9931,0.031,0.0314,-0.0534,-0.0028,-1.6999,-0.0881,0.0518,1.4263,0.9251,1.1013,0.6486,0.7722,1.1905,2.0343,0.8558,1.2129,0.4207,0.5962,1.4173,1.1782,0.9162,-16.9803,0.7777,-14.4124,-18.5329,1.5205,1.2554,0.8524,0.8257,0.5606,0.679,1.3686,1.0999,1.4232,0.8037,1.0399,1.294,0.0006,1.6936,-0.4322,-0.5164,0.1398,0.5986,-0.0692,0.0676,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0245,1.0894,1.0437,6.0855,-0.8858,-0.1099,0.6224,0.789,3.7771,-0.8141,-0.1522,1.5227,1.234,6.0167,-1.3333,1.5501,0.8676,0.9314,3.6497,0.0682,0.2228,0.161,-0.0158,0.7224,-0.0709,-0.0982,1.3229,0.8458,1.1206,0.6394,0.847,1.3248,1.7502,0.7154,1.2557,0.4088,0.7175,1.7551,1.6864,0.8314,-10.6989,0.493,-6.3443,-12.8681,1.5499,1.2514,0.8239,0.8074,0.5316,0.6583,1.6112,1.0114,1.6674,0.6278,1.0349,1.6485,0.001,2.2799,-0.2158,-0.5298,-0.0316,0.5493,0.3459,-0.1002,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0725,9.9366,3.1522,25.3489,-1.8769,0.8315,28.7133,5.3585,42.6173,-0.2858,-0.8109,11.6643,3.4153,15.1184,-1.7137,5.7416,18.7022,4.3246,36.1352,0.0284,0.0871,-0.0893,0.0126,-1.0254,0.1448,-0.1412,0.5883,0.923,0.7289,1.569,1.2391,0.7897,0.3461,0.8519,0.5313,2.4616,1.5353,0.6237,1.7458,1.7322,-15.6407,0.9922,-8.959,-9.0294,0.2658,1.5816,0.2369,5.9493,0.8912,0.1498,0.5948,1.6767,0.7015,2.8189,1.1794,0.4184,0.006,8.5037,-0.1455,0.6336,-0.323,-0.0355,0.6977,-0.2553,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.3873,6.4709,2.5438,14.975,-0.7764,0.5517,6.5746,2.5641,14.1831,-0.6445,-0.4089,18.6353,4.3169,27.7086,-1.6768,5.0481,6.819,2.6113,16.9106,0.0484,0.7021,-0.9471,0.0767,-1.349,0.1093,-0.081,0.9921,0.5893,0.9741,0.594,0.9819,1.6531,0.9842,0.3472,0.949,0.3528,0.9642,2.7329,1.1775,0.3771,-7.6149,0.3202,-6.4672,-20.1944,0.9774,0.8144,0.4744,0.8332,0.4853,0.5825,1.0558,0.5404,0.8855,0.5119,0.8387,1.6385,0.0039,7.3592,0.5083,0.3922,0.2373,0.272,0.2167,0.1123,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.5528,4.9002,2.2136,13.4729,-1.0742,0.6194,6.7012,2.5887,10.815,-0.6313,-0.326,10.855,3.2947,14.6107,-0.9879,4.4468,3.4776,1.8648,8.5656,0.0595,0.8925,-1.6956,0.1243,-1.8999,0.1393,-0.0733,0.8551,0.6719,1.187,0.7857,1.3882,1.7668,0.7312,0.4514,1.4091,0.6173,1.927,3.1214,1.6671,0.961,-12.8686,0.5764,-7.719,-13.3912,0.9798,0.8838,0.7132,0.902,0.7279,0.807,1.2458,0.9221,1.5729,0.7402,1.2626,1.7057,0.0046,6.5932,0.2137,0.1861,0.2273,-0.0369,0.2755,0.2427,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.0725,9.9366,3.1522,25.3489,-1.8769,0.8315,28.7133,5.3585,42.6173,-0.2858,-0.8109,11.6643,3.4153,15.1184,-1.7137,5.7416,18.7022,4.3246,36.1352,0.0284,0.0871,-0.0893,0.0126,-1.0254,0.1448,-0.1412,0.5883,0.923,0.7289,1.569,1.2391,0.7897,0.3461,0.8519,0.5313,2.4616,1.5353,0.6237,1.7458,1.7322,-15.6407,0.9922,-8.959,-9.0294,0.2658,1.5816,0.2369,5.9493,0.8912,0.1498,0.5948,1.6767,0.7015,2.8189,1.1794,0.4184,0.006,8.5037,-0.1455,0.6336,-0.323,-0.0355,0.6977,-0.2553,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.3873,6.4709,2.5438,14.975,-0.7764,0.5517,6.5746,2.5641,14.1831,-0.6445,-0.4089,18.6353,4.3169,27.7086,-1.6768,5.0481,6.819,2.6113,16.9106,0.0484,0.7021,-0.9471,0.0767,-1.349,0.1093,-0.081,0.9921,0.5893,0.9741,0.594,0.9819,1.6531,0.9842,0.3472,0.949,0.3528,0.9642,2.7329,1.1775,0.3771,-7.6149,0.3202,-6.4672,-20.1944,0.9774,0.8144,0.4744,0.8332,0.4853,0.5825,1.0558,0.5404,0.8855,0.5119,0.8387,1.6385,0.0039,7.3592,0.5083,0.3922,0.2373,0.272,0.2167,0.1123,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
