@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0688,0.1123,0.3352,3.962,-0.7481,0.0926,0.1032,0.3212,2.5272,-0.3629,0.0874,0.1215,0.3486,2.7428,-1.242,0.3696,0.2214,0.4705,2.4531,0.0165,0.7425,0.7866,0.1861,1.0595,0.2506,0.2365,1.0433,0.9614,0.7123,0.9215,0.6827,0.7409,1.0886,0.9243,0.5073,0.8491,0.4661,0.5489,2.5196,1.1159,-41.107,0.4429,-16.315,-36.8362,1.2223,1.8526,0.9086,1.5157,0.7434,0.4904,1.5677,1.4445,1.6151,0.9214,1.0302,1.1181,0.0015,0.5586,0.237,-0.2603,0.3543,-0.2755,0.6226,0.0743,2.1848,0.0985,0.3139,0.9566,0.6575,-8.5324,0.1128,0.3358,9.4012,?,4.1532,1.1352,1.0655,3.7727,0.2176,-0.2561,0.5261,-2.0544,0.9348,0.2946,0.3152,0.8738,0.0868,0.0993,-0.1954,1.7508,-8.9617,0,0.5793,0,0.1018,0.2536,2.4919,0.0984,14.8704,-0.9111,-0.9042,0.9946,1100,0,0,0,1,DESTRA_PANTALONI
-0.2534,4.4584,2.1115,14.2673,-0.658,-0.7479,3.702,1.9241,16.2341,-0.4819,-0.274,8.6246,2.9368,25.3823,-0.2955,3.1869,7.3272,2.7069,20.0313,0.0186,0.3388,0.9248,-0.0795,2.7294,-0.2347,-0.086,1.0974,0.719,0.78,0.6552,0.7108,1.0849,1.2043,0.5169,0.6085,0.4292,0.5052,1.1771,1.0725,0.978,-14.8861,0.9119,-13.8801,-15.2208,0.7855,0.4392,0.4216,0.5591,0.5367,0.9599,0.8788,0.5621,0.7122,0.6396,0.8104,1.2671,0.0088,4.8765,0.3961,0.2883,0.4014,0.0816,-0.0008,0.4095,3.87,8.8547,2.9757,10.1924,-0.0634,2.8604,3.723,1.9295,6.1401,-0.1907,7.5862,2.8057,1.675,9.008,0.0094,1.353,0.5101,0.377,1.5422,1.7765,1.1519,2.3784,3.156,1.327,0.618,-7.0729,-11.4457,1.8587,1.054,0.5671,1.66,1.1315,0.6816,0.0946,14.6012,-0.8188,-0.7693,0.497,1100,0,0,0,1,SINISTRA_PANTALONI
0.0721,0.0331,0.182,1.4197,-2.4311,0.1149,0.1683,0.4102,3.0363,-0.1461,0.0546,0.0682,0.2612,1.893,-0.1695,0.2787,0.2133,0.4619,3.1337,0.0215,0.6274,1.3199,0.2586,2.1037,0.4122,0.1959,0.4436,0.6966,0.394,1.5702,0.8881,0.5656,0.1968,0.4852,0.1552,2.4655,0.7888,0.3199,2.5985,3.6673,-14.6082,1.4113,-5.6219,-3.9834,0.1562,0.2556,0.1292,1.6367,0.8272,0.5054,0.4676,0.75,0.453,1.604,0.9689,0.6041,0.0015,0.4293,-0.9307,-0.93,-0.9037,0.9043,0.9295,0.9315,9.0367,0.0002,0.0147,0.05,0.9945,3.6817,0.0005,0.0234,0.0859,0.977,-0.9749,0.0023,0.0479,1.0591,?,2.4545,-9.2697,-3.7766,0.6269,0.3069,0.4896,0.393,0.0942,0.2397,2.4653,-8.5021,-3.4487,2.4221,0,0,0.5823,0.0472,0.0811,0.1032,13.6933,-0.9638,0.987,-0.9698,1100,0,0,0,1,SINISTRA_PANTALONI
-0.167,3.4108,1.8468,8.3871,-1.0465,-0.61,5.0028,2.2367,10.7642,-0.7901,-0.2556,3.5302,1.8789,9.1695,-0.5972,3.1513,2.478,1.5742,8.2749,0.0633,0.2738,0.6533,-0.053,2.3862,-0.1936,-0.0811,0.8257,0.9829,1.1732,1.1904,1.4209,1.1936,0.6818,0.9662,1.3764,1.4172,2.0189,1.4246,0.9027,1.2509,-7.6662,1.3857,-8.4925,-6.1286,0.6816,0.7139,0.4639,1.0474,0.6807,0.6498,0.7792,0.9147,1.0136,1.1739,1.3008,1.1081,0.0071,4.8308,0.2375,0.4287,0.0025,0.5582,-0.0845,-0.0162,3.146,6.7659,2.6011,7.0137,-0.0487,0.6959,15.0253,3.8763,9.763,-1.2397,7.955,0.7065,0.8405,2.5223,0.72,4.5209,0.3955,0.0875,0.671,3.0946,4.6116,0.4503,9.5764,21.2669,0.0603,-0.0502,-0.8333,1.5343,0.7425,0.4839,0.7184,2.7807,3.8707,0.0894,14.9558,-0.7198,-0.927,0.8995,1100,0,0,0,1,SINISTRA_PANTALONI
0.0428,0.0041,0.0637,0.3148,-0.4053,-0.2144,0.0404,0.2009,1.8578,-2.7737,-0.0391,0.017,0.1304,1.0195,-5.3369,0.269,0.0384,0.196,1.5214,0.0182,-0.1996,-1.0939,0.1591,5.4808,-0.7971,-0.1454,0.3172,0.4886,0.3251,1.5406,1.0251,0.6654,0.1006,0.2387,0.1057,2.3734,1.0508,0.4427,0.0665,0.1057,-3.2207,1.5903,-48.4367,-30.4576,0.455,1.3922,0.1446,3.0598,0.3177,0.1038,0.1694,0.3088,0.2069,1.8222,1.2212,0.6702,0.0023,0.3677,0.3262,0.2348,-0.2715,0.6502,-0.8085,-0.722,8.0275,0.0029,0.054,0.176,0.9783,5.5233,0.0064,0.0797,0.2599,0.9541,-1.1013,0.0001,0.0091,1.1237,?,1.4534,-7.2893,-5.0154,0.6778,5.9533,8.7831,0.4594,35.442,77.1434,1.4667,-7.0573,-4.8117,1.4305,0,0,0.6772,0.1566,0.2313,0.1021,14.6521,-0.9957,-0.7832,0.7845,1100,0,0,0,1,SINISTRA_PANTALONI
-0.1085,0.0032,0.0569,0.3298,-7.5142,-0.0863,0.0029,0.0542,0.2586,-4.4253,0.0127,0.0023,0.0479,0.2657,-0.8263,0.1528,0.0045,0.0671,0.339,0.0745,1.2569,-8.5779,-0.7101,-6.8246,-0.5649,0.0828,1.0496,1.1873,0.8477,1.1312,0.8077,0.714,1.1016,1.4097,0.7186,1.2797,0.6523,0.5097,1.3797,2.4212,-10.6693,1.7548,-7.7329,-4.4066,0.8125,0.2663,0.1058,0.3277,0.1302,0.3972,1.2752,1.2413,0.9729,0.9734,0.7629,0.7838,0.0015,0.2364,0.7048,-0.2615,-0.927,0.3883,-0.8196,0.0471,8.7529,0.0002,0.0155,0.0588,0.9933,4.4071,0.0008,0.0284,0.1083,0.9758,-0.3652,0.0008,0.0287,0.4162,?,1.9861,-23.9689,-12.0683,0.5455,0.5401,0.9901,0.2976,0.2918,0.9803,1.9993,-20.9492,-10.4785,1.9639,0,0,0.5424,0.1412,0.2603,0.1032,13.5251,-1.0326,0.9789,-0.9758,1100,0,0,0,1,SINISTRA_PANTALONI
0.2127,1.4068,1.1861,6.4045,-0.4698,2.561,4.4659,2.1133,6.6272,-0.0896,1.1251,5.4453,2.3335,9.0639,-0.2325,3.4297,7.4252,2.7249,9.9502,0.0516,0.083,0.189,0.062,2.2761,0.7467,0.3281,0.5612,0.5083,0.4353,0.9056,0.7755,0.8564,0.315,0.2583,0.1895,0.8201,0.6015,0.7334,3.7556,1.1974,-3.7833,0.3188,-1.0074,-3.1597,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9664,0.7066,0.6437,0.7312,0.666,0.9109,0.1275,4.8504,0.4816,0.5052,0.5698,0.4126,0.887,0.7494,-1.246,3.7115,1.9265,6.3066,-10.8278,1.8942,0.0284,0.1687,0.6426,0.6942,8.6081,1.5719,1.2538,4.5234,0.5273,-0.6578,-0.1448,0.2201,11.4222,1.5366,0.1345,130.4661,2.3611,0.0181,-3.9572,-1.144,0.2891,0.2537,0.0557,0.2196,9.8146,1.3942,0.1421,0.1023,12.1128,0.5702,0.9714,0.6951,125000,0,0,0,1,SINISTRA_PANTALONI
0.1485,13.2221,3.6362,27.6481,-2.0549,-0.3097,9.6212,3.1018,20.7503,-0.8596,-0.337,16.1861,4.0232,46.036,-1.3624,4.1263,22.2344,4.7153,28.7178,0.0151,-0.4794,-0.4405,0.036,0.919,-0.0751,-0.0817,1.1723,0.9038,0.7711,0.771,0.6578,0.8532,1.3743,0.8169,0.5947,0.5944,0.4327,0.728,1.9389,0.7005,-42.3353,0.3613,-21.8344,-60.4352,0.8111,0.4644,0.3104,0.5726,0.3827,0.6683,1.3324,0.6006,0.9628,0.4507,0.7226,1.603,0.005,6.4206,-0.933,-0.6137,-0.1569,0.4295,0.0852,0.0719,3.5588,10.0311,3.1672,10.1107,-0.4699,0.8419,0.4367,0.6608,2.3739,-0.1561,-8.4439,1.068,1.0334,9.8059,?,4.2273,-0.4215,-0.0997,4.7928,3.0647,0.6394,22.9712,9.3927,0.4089,10.0821,0.3296,0.0327,3.35,0,0,4.2591,1.0311,0.2421,0.0959,13.4578,0.4433,0.9106,0.2248,1100,0,0,0,1,SINISTRA_PANTALONI
-0.1042,0.0145,0.1203,0.5527,-2.7587,-0.0883,0.0236,0.1535,0.7485,-2.501,-0.0436,0.0122,0.1105,0.5472,-2.0977,0.2333,0.0164,0.128,0.6381,0.0253,1.1804,2.3881,-0.4469,2.0231,-0.3786,-0.1871,0.7835,1.0886,0.9393,1.3895,1.1989,0.8628,0.6138,1.1851,0.8823,1.9306,1.4373,0.7445,0.7587,1.0947,-24.4435,1.4429,-32.2188,-22.3297,0.6878,0.8324,0.2246,1.2102,0.3265,0.2698,0.7384,1.01,0.8661,1.3678,1.1729,0.8575,0.0015,0.362,0.187,0.0169,-0.4909,0.9837,-0.5843,-0.5149,6.0839,0.0106,0.1028,0.3593,0.9421,7.6867,0.0065,0.0804,0.2783,0.9646,-0.2305,0.001,0.0309,0.3043,?,0.7915,-26.3994,-33.3547,1.2794,3.3296,2.6024,1.6369,11.086,6.7724,0.7694,-19.1987,-24.9538,0.7878,0,0,1.2913,1.1808,0.9144,0.1043,14.001,-1.0008,0.2815,-0.2652,1100,0,0,0,1,SINISTRA_PANTALONI
-0.1259,0.0052,0.072,0.3653,-9.8245,-0.0683,0.008,0.0895,0.4077,-1.9377,-0.0023,0.0069,0.0829,0.3628,-0.8899,0.1884,0.0051,0.0714,0.3594,0.1163,1.8427,54.3092,-0.6684,29.4718,-0.3627,-0.0123,0.8054,0.8693,1.0089,1.0793,1.2527,1.1606,0.6486,0.7557,1.0178,1.165,1.5692,1.347,1.2328,1.9407,-7.011,1.5742,-5.687,-3.6126,0.2431,0.1758,0.083,0.723,0.3413,0.4721,0.8959,1.0068,1.0164,1.1238,1.1345,1.0095,0.0015,0.2884,0.0976,-0.3061,-0.6769,0.896,-0.328,-0.0093,7.4094,0.0002,0.0136,0.0573,0.9923,6.4046,0.0003,0.0165,0.069,0.9893,-0.5006,0.0014,0.0379,0.549,?,1.1569,-14.8023,-12.7949,0.8256,0.3594,0.4353,0.6816,0.1292,0.1895,1.1585,-13.4436,-11.6044,1.155,0,0,0.8299,0.1043,0.1257,0.1032,14.3146,-1.0018,-0.128,0.2975,1100,0,0,0,1,SINISTRA_PANTALONI
0.2828,9.6263,3.1026,18.1477,-1.3589,-0.7359,16.602,4.0746,17.5297,-1.0747,-0.1336,9.0498,3.0083,15.7889,-1.0295,5.1944,8.9359,2.9893,12.8402,0.0533,-0.3843,-2.1161,0.0544,5.5061,-0.1417,-0.0257,0.7615,1.0314,1.0379,1.3544,1.3631,1.0064,0.5798,1.0637,1.0773,1.8345,1.8579,1.0128,1.1513,1.3053,-14.4684,1.1337,-12.5669,-11.0844,0.9105,0.9889,0.5672,1.0861,0.623,0.5736,1.0353,1.1494,1.4133,1.1103,1.3652,1.2296,0.0082,7.8504,-0.4652,-0.5921,-0.0397,-0.1414,-0.0281,0.061,-6.6874,1.1664,1.08,8.4321,?,-6.8455,1.2237,1.1062,8.5434,?,1.4017,0.2332,0.4829,1.729,0.2277,0.9769,-4.7711,-4.8839,0.9763,2.2363,2.2905,0.9532,5.001,5.2466,0.987,-16.5458,-16.7643,1,0,0,0.987,4.8769,4.9413,0.0997,14.9346,-0.9836,-0.1041,0.1603,1100,0,0,0,1,SINISTRA_PANTALONI
0.5663,9.9848,3.1599,17.4623,-0.4029,-1.737,7.5737,2.752,18.721,-2.4948,0.0125,9.0918,3.0153,15.0675,-0.7119,4.9317,5.6665,2.3804,17.1596,0.0606,-0.326,45.3593,0.1148,-139.1328,-0.3522,0.0025,1.1482,1.048,1.3274,0.9127,1.1561,1.2667,1.3184,1.0982,1.7621,0.833,1.3366,1.6045,0.3753,0.8004,-4.5296,2.1328,-12.0708,-5.6596,2.3236,1.4142,0.6814,0.6086,0.2933,0.4818,0.9328,1.1589,1.0176,1.2425,1.091,0.8781,0.0199,7.5224,0.04,0.2836,0.5085,0.0114,-0.5458,0.1635,4.0425,5.1241,2.2636,6.4932,0.1349,4.822,2.9855,1.7279,5.7034,0.2783,6.456,6.7796,2.6038,6.8376,0.2804,0.8384,0.6262,0.7469,1.3101,0.8694,0.6636,1.7163,0.7558,0.4404,0.4604,0.3801,0.8256,0.9498,0.79,0.8317,1.1385,0.9496,0.8341,0.0969,15.3205,0.852,-0.9748,-0.8886,1100,0,0,0,1,SINISTRA_PANTALONI
0.0204,14.3193,3.7841,24.697,-1.0936,-0.7657,10.9595,3.3105,19.939,-0.7913,-0.004,9.7593,3.124,16.8266,-0.8266,5.199,8.5949,2.9317,16.5472,0.034,-0.0266,-5.1401,0.0039,192.9267,-0.1473,-0.0008,1.1431,1.2113,1.2907,1.0597,1.1292,1.0656,1.3066,1.4673,1.666,1.123,1.2751,1.1355,1.4646,1.6942,-22.1631,1.1567,-15.1324,-13.082,1.0598,1.2806,0.6887,1.2083,0.6498,0.5378,1.2386,1.4677,1.4925,1.185,1.205,1.0169,0.0082,8.0497,-0.1673,0.3343,0.0141,0.4054,0.145,0.2055,2.4256,8.7636,2.9603,8.5863,-0.1552,2.8128,1.2762,1.1297,5.3685,0.1561,8.3889,1.9269,1.3881,7.6171,0.1922,0.8623,0.2891,0.3353,2.6205,2.1326,0.8138,6.867,4.5482,0.6623,-1.1619,-0.6365,0.5478,1.1684,0.7882,0.6746,1.5994,1.1272,0.7048,0.0986,14.2851,-0.0719,-0.7617,-0.4544,1100,0,0,0,1,SINISTRA_PANTALONI
0.4579,3.5378,1.8809,9.645,-0.9577,-0.8286,13.0321,3.61,15.841,-0.8027,-0.5287,7.8153,2.7956,13.5552,-0.7192,4.5375,4.972,2.2298,10.3647,0.1095,-0.5526,-0.8661,0.1009,1.5673,-0.1826,-0.1165,0.521,0.6728,0.8435,1.2913,1.619,1.2537,0.2715,0.4527,0.7115,1.6675,2.6211,1.5719,0.6689,0.8321,-3.7012,1.2439,-5.5329,-4.4481,0.5606,0.6248,0.4233,1.1145,0.755,0.6774,0.6089,0.7115,0.9306,1.1686,1.5284,1.3078,0.0117,6.9628,-0.4072,-0.0294,-0.0447,0.9029,0.062,0.0961,4.7512,0.1909,0.437,1.8571,0.6793,7.6451,0.3079,0.5549,2.2351,0.7505,3.6826,1.0882,1.0431,3.7904,0.1526,0.6215,1.2902,2.076,0.7875,0.4189,0.532,0.6201,0.1755,0.283,0.5852,5.7652,9.8511,0.6465,1.2947,2.0026,0.8309,0.4899,0.5897,0.1046,16.079,-0.8291,0.486,-0.8754,1100,0,0,0,1,SINISTRA_PANTALONI
-0.1121,0.0066,0.0815,0.392,-3.5251,0.1123,0.0117,0.1082,0.497,-0.1884,0.0743,0.0066,0.0811,0.4036,-0.3139,0.2062,0.0131,0.1145,0.5291,0.0566,-0.998,-1.5089,-0.5436,1.5119,0.5447,0.3603,0.7524,1.0045,0.7115,1.3349,0.9455,0.7083,0.5662,1.0089,0.5062,1.782,0.894,0.5017,3.8767,3.1667,-9.6237,0.8169,-2.4824,-3.039,0.2071,0.282,0.1545,1.3614,0.7457,0.5478,0.7888,0.9712,0.741,1.2313,0.9394,0.7629,0.002,0.3298,-0.8705,-0.1421,-0.7846,0.5803,0.9475,0.6416,8.8215,0.001,0.0321,0.1065,0.988,4.1244,0.0032,0.0567,0.1919,0.9549,1.1555,0.0017,0.0414,0.1361,0.89,2.1389,7.634,3.5692,0.5657,0.775,1.37,0.32,0.6007,1.8769,2.1514,7.9412,3.6912,2.0794,7.1537,3.4403,0.555,0.7823,1.4098,0.1102,14.1014,-1.0104,-0.9772,0.9697,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0419,0.0103,0.1017,0.5749,-2.2219,0.0335,0.0182,0.1348,0.6391,-0.696,0.0125,0.0157,0.1251,0.6115,-0.8599,0.1887,0.0116,0.1077,0.5118,0.0268,-1.2507,-3.34,-0.2222,2.6704,0.1776,0.0665,0.7541,0.8127,0.9436,1.0777,1.2514,1.1611,0.5686,0.6605,0.8905,1.1615,1.566,1.3482,1.5116,1.4022,-28.1706,0.9276,-18.6358,-20.0903,0.4735,0.5426,0.3393,1.146,0.7166,0.6253,0.8996,0.94,1.1233,1.045,1.2488,1.195,0.0006,0.2945,-0.7607,-0.0026,-0.4574,0.6483,0.4335,0.1324,8.8013,0.0007,0.0268,0.1008,0.9886,4.3207,0.0031,0.0554,0.2112,0.9523,0.1854,0.0012,0.0352,0.1401,0.5207,2.037,47.4822,23.3098,0.4831,0.7604,1.5739,0.2334,0.5782,2.4773,2.0767,57.4921,27.6844,2.0003,30.2822,15.1386,0.4772,0.7195,1.5079,0.1032,13.3074,-0.992,0.5951,-0.6187,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0382,0.0131,0.1144,0.7505,-1.8162,0.0602,0.0188,0.1371,0.8145,-0.4338,0.0114,0.0134,0.1156,0.6125,-0.6739,0.1917,0.0137,0.1171,0.7111,0.0516,-0.6344,-3.3527,-0.1994,5.2851,0.3143,0.0595,0.8343,0.989,0.9763,1.1854,1.1702,0.9872,0.6961,0.9781,0.9532,1.4051,1.3693,0.9745,1.964,1.9628,-12.5057,0.9994,-6.3676,-6.3713,0.4691,0.7283,0.3554,1.5526,0.7576,0.4879,0.9214,1.2253,1.0553,1.3299,1.1454,0.8612,0.0008,0.2986,-0.6595,0.191,-0.228,0.6075,0.5173,0.4452,8.2162,0.0039,0.0625,0.2055,0.9752,5.3353,0.0096,0.098,0.3227,0.9416,0.4285,0.0009,0.0306,0.1119,0.7647,1.54,19.1737,12.4507,0.6371,2.0415,3.2041,0.406,4.1678,10.2664,1.5576,22.2725,14.2988,1.5038,17.4644,11.6133,0.6369,1.8372,2.8847,0.1054,13.98,-1.0003,0.8402,-0.8471,1100,0,0,0,1,SINISTRA_PANTALONI
-0.1923,0.0156,0.1248,0.6881,-4.4223,0.2265,0.0321,0.1791,0.9027,-0.1993,0.0388,0.017,0.1304,0.5549,-0.708,0.3426,0.037,0.1925,0.9177,0.0414,-0.8489,-4.9612,-0.5612,5.8441,0.661,0.1131,0.6968,0.9574,0.6485,1.374,0.9308,0.6774,0.4855,0.9166,0.4206,1.888,0.8663,0.4589,3.7412,2.4399,-14.1435,0.6522,-3.7805,-5.7968,0.1686,0.3906,0.1326,2.3169,0.7862,0.3393,0.7623,1.2401,0.7498,1.6268,0.9837,0.6047,0.0032,0.5468,-0.8638,-0.2075,-0.8898,0.6645,0.9421,0.5301,8.9054,0.0004,0.019,0.0777,0.9913,4.1046,0.0016,0.0396,0.1611,0.9617,0.0316,0.0129,0.1137,0.3574,-0.5252,2.1696,282.0633,130.0056,0.4799,0.1671,0.3483,0.2303,0.0279,0.1213,2.187,-71.9422,-32.8949,2.1218,38.1165,17.9641,0.4823,0.2174,0.4507,0.1032,13.1077,-0.9988,-0.7209,0.7073,1100,0,0,0,1,SINISTRA_PANTALONI
