@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.5197,1.1166,1.0567,5.3977,-0.5885,0.0259,2.3436,1.5309,8.5996,-1.0879,-0.3667,1.3399,1.1575,6.3251,-0.8632,1.9725,1.3146,1.1466,4.7498,0.0933,20.0346,-1.4173,0.2635,-0.0707,0.0132,-0.1859,0.6902,0.9129,0.9216,1.3225,1.3352,1.0096,0.4764,0.8333,0.8493,1.7491,1.7827,1.0192,0.4463,0.6824,-4.0891,1.5291,-9.1626,-5.9921,0.825,1.0009,0.6486,1.2133,0.7862,0.648,0.6277,0.8534,1.1364,1.3596,1.8105,1.3317,0.0035,2.9192,0.7509,-0.1151,0.2333,-0.0598,0.1217,-0.1712,3.9462,112.894,10.6252,37.6785,-0.5506,-29.6226,7.9442,2.8185,31.9199,?,-23.9865,1.9882,1.41,26.3397,?,-0.1332,-0.1645,1.235,3.7697,7.5355,1.9989,14.2109,56.7834,3.9958,0.4191,0.5079,1.2119,0,0,1,1.1804,1.4305,1.2119,0.2083,62.8626,0.7021,0.4783,0.0764,?,?,?,?,?,SINISTRA_PANTALONI
0.0662,0.6756,0.8219,3.6778,-0.829,0.1964,0.7423,0.8615,2.9082,-0.4336,-0.3728,0.1197,0.346,1.5594,-6.3287,1.1487,0.3998,0.6323,2.5585,0.0686,0.3372,-0.1776,0.0576,-0.5268,0.171,-0.3245,0.954,2.3757,1.2998,2.4902,1.3625,0.5471,0.9101,5.6439,1.6896,6.2011,1.8564,0.2994,1.8952,1.2379,-8.8415,0.6532,-4.6651,-7.1424,0.9912,9.45,0.732,9.5337,0.7385,0.0775,1.2646,2.3584,1.4375,1.8649,1.1367,0.6095,0.0023,1.7668,0.4587,-0.0316,0.2977,-0.6454,0.7821,-0.6285,-39.166,0.4894,0.6996,40.6799,?,-2.7906,2.0227,1.4222,5.3391,-5.3618,22.4203,0.2215,0.4706,1.86,0.9201,14.0348,-1.7469,-0.1245,0.4919,1.4866,3.0222,0.2419,2.2098,9.1335,9.0404,-1.8993,-0.2101,0,0,0.0361,7.6193,21.8704,2.8704,0.238,64.4704,-0.759,0.3066,-0.212,?,?,?,?,?,SINISTRA_PANTALONI
0.194,4.1609,2.0398,12.6455,-0.8014,-0.5622,4.6996,2.1679,11.798,-0.8324,-0.4833,10.6093,3.2572,28.2949,-0.719,3.6379,6.8228,2.6121,17.546,0.0207,-0.3451,-0.4014,0.0533,1.1632,-0.1545,-0.1329,0.9409,0.6263,0.7809,0.6656,0.8299,1.247,0.8854,0.3922,0.6099,0.443,0.6888,1.555,1.0497,0.4754,-15.1468,0.4529,-14.4299,-31.864,1.0903,0.4265,0.3918,0.3912,0.3593,0.9187,1.0718,0.4469,0.7207,0.417,0.6724,1.6126,0.0041,5.405,0.5807,0.2978,0.0682,-0.0205,-0.0966,0.0608,15.4499,418.7031,20.4622,65.2786,-1.1847,-28.1695,30.9124,5.5599,40.6189,?,-28.8799,5.29,2.3,32.4585,?,-0.5485,-0.535,0.9754,3.6803,8.8966,2.4173,13.5448,79.1501,5.8436,0.8715,1.0906,1.2514,0,0,1,1.6071,2.0111,1.2514,0.2323,81.7196,-0.0801,0.2177,-0.7183,?,?,?,?,?,SINISTRA_PANTALONI
0.1471,2.3016,1.5171,7.9826,-0.3648,0.0371,1.2582,1.1217,4.3485,-0.5047,-0.193,0.7152,0.8457,3.4933,-2.0012,1.8175,1.0318,1.0158,6.1498,0.0539,3.9606,-0.7619,0.0809,-0.1924,0.0204,-0.1062,1.3525,1.7939,1.4936,1.3264,1.1043,0.8326,1.8293,3.2182,2.2307,1.7593,1.2195,0.6931,1.4629,0.916,-6.0862,0.6262,-4.1604,-6.6441,2.0239,5.0249,0.8998,2.4828,0.4446,0.1791,1.8357,2.2851,1.298,1.2448,0.7071,0.568,0.0013,2.7813,0.2085,-0.1661,0.4561,-0.5634,0.638,-0.4767,-38.7984,2.7121,1.6468,41.8198,?,-2.545,2.6127,1.6164,5.5786,?,24.6605,2.1965,1.4821,6.9,0.7427,15.2447,-1.5733,-0.1032,1.0188,1.1112,1.0906,1.038,1.2347,1.1895,7.4964,-2.0995,-0.2801,1,0,0,7.4964,6.0608,0.8085,0.2475,66.004,-0.5274,0.8095,-0.5964,?,?,?,?,?,SINISTRA_PANTALONI
-0.4335,4.8616,2.2049,13.1179,-1.2717,-0.6235,5.4301,2.3303,12.7216,-1.2746,0.3352,4.8201,2.1955,10.5063,-0.9532,3.4375,3.9842,1.996,8.4041,0.0231,0.6952,-1.2934,-0.1261,-1.8604,-0.1814,0.0975,0.9462,1.0043,1.1046,1.0614,1.1674,1.0999,0.8953,1.0086,1.2202,1.1265,1.3629,1.2098,1.0301,1.4322,-36.9952,1.3903,-35.9137,-25.8311,1.0325,1.0735,0.6712,1.0398,0.6501,0.6253,1.0312,1.2486,1.5609,1.2109,1.5137,1.2501,0.0044,5.1959,-0.2465,-0.4495,-0.3702,0.2923,-0.1126,0.3286,18.3918,23.5301,4.8508,20.7001,0.3989,-25.3603,25.7512,5.0746,29.8798,?,-13.0672,26.5605,5.1537,17.6987,?,-0.7252,-1.4075,1.9408,0.9559,0.9412,0.9846,0.9137,0.8859,0.9695,-0.4598,-0.7763,1.6882,0,0,1,0.6928,1.1696,1.6882,0.1786,56.8194,0.887,0.6137,0.2846,?,?,?,?,?,SINISTRA_PANTALONI
-1.512,6.4925,2.548,10.1875,-15.1486,-0.9277,4.2069,2.0511,8.2422,-4.7259,-0.5523,3.3776,1.8378,6.2891,-1.2934,3.137,7.6883,2.7728,9.6514,0.0457,1.6298,2.7374,-0.482,1.6796,-0.2957,-0.1761,1.2423,1.3864,0.9189,1.116,0.7397,0.6628,1.5433,1.9222,0.8445,1.2455,0.5472,0.4393,1.4048,2.6944,-20.6599,1.918,-14.7064,-7.6678,0.4383,0.2301,0.0624,0.5249,0.1423,0.2711,1.236,1.6199,1.0556,1.3106,0.854,0.6516,0.0422,4.6816,0.7715,0.284,-0.9443,0.3475,-0.8469,-0.3457,36.3996,18.5641,4.3086,19.6875,0.5882,-10.2551,255.0923,15.9716,67.0625,-0.4965,-21.5043,282.5492,16.8092,61.5625,-1.5321,-3.5494,-1.6927,0.4769,0.2698,0.2563,0.9502,0.0728,0.0657,0.9028,-1.264,-0.755,0.5973,1.0669,1.9666,1.8432,0.2936,0.3198,1.0893,0.2515,80.0332,0.2945,0.5072,0.9476,?,?,?,?,?,SINISTRA_PANTALONI
0.3048,8.1691,2.8582,17.6962,-0.3771,-0.9597,3.9814,1.9953,9.6095,-1.4392,-0.041,11.381,3.3736,25.5938,-0.6534,4.354,5.5896,2.3642,19.54,0.0314,-0.3176,-7.4396,0.07,23.4234,-0.2204,-0.0094,1.4324,0.8472,1.2089,0.5915,0.844,1.4269,2.0518,0.7178,1.4615,0.3498,0.7123,2.0361,0.8547,0.4791,-7.6454,0.5606,-8.9453,-15.9565,3.2618,0.8301,0.637,0.2545,0.1953,0.7673,1.8415,0.6914,0.9056,0.3755,0.4918,1.3098,0.0055,6.5354,0.2267,0.2924,0.2863,-0.052,-0.0957,0.1534,-20.9181,591.048,24.3115,70.1385,-1.9975,-30.6583,117.7844,10.8529,45.1187,?,8.8908,521.4247,22.8347,65.8173,-0.7303,0.6823,-2.3528,-3.4483,2.2401,1.0647,0.4753,5.018,1.1335,0.2259,1.0359,1.6826,1.6242,0,0.6151,0,1.5545,1.0657,0.6855,0.2074,83.1339,-0.6993,-0.5637,0.4047,?,?,?,?,?,SINISTRA_PANTALONI
0.1024,6.2187,2.4937,18.1574,-0.554,-1.0619,5.1781,2.2755,10.6242,-1.3912,-0.0568,7.461,2.7315,17.7133,-0.542,4.0216,3.8258,1.956,15.5388,0.0522,-0.0964,-1.8023,0.0255,18.6964,-0.2641,-0.0141,1.0959,0.913,1.2749,0.8331,1.1634,1.3965,1.201,0.8335,1.6255,0.694,1.3535,1.9502,1.0473,1.0398,-7.5629,0.9928,-7.2214,-7.2736,2.6297,1.0171,0.7127,0.3868,0.271,0.7007,1.7091,1.0251,1.1685,0.5998,0.6837,1.1399,0.0058,6.112,0.2816,0.3957,0.0655,0.1479,-0.2151,0.2129,-7.5099,787.2082,28.0572,72.1786,-1.3822,-33.8973,32.8278,5.7296,45.4193,?,-2.3245,334.187,18.2808,59.2178,-0.7657,0.2215,3.2308,14.5826,4.8969,1.5348,0.3134,23.9799,2.3556,0.0982,0.9221,1.6309,1.7687,0,0.9034,0,1.5892,1.2189,0.767,0.1891,77.2144,-0.2339,-0.5823,-0.0893,?,?,?,?,?,SINISTRA_PANTALONI
-0.2192,2.723,1.6502,9.0379,-0.7029,-0.1248,1.8512,1.3606,5.2898,-0.8993,-0.3501,0.4694,0.6851,3.5176,-2.0486,2.053,1.015,1.0075,5.6789,0.0735,1.7557,0.626,-0.1068,0.3566,-0.0608,-0.1705,1.2128,2.4085,1.6379,1.9859,1.3505,0.6801,1.4709,5.801,2.6829,3.9437,1.8239,0.4625,1.4895,1.5783,-8.2835,1.0596,-5.5613,-5.2485,1.9055,4.5996,0.8659,2.4138,0.4544,0.1883,1.7085,2.5693,1.5915,1.5038,0.9315,0.6194,0.0023,3.0787,0.3344,-0.2066,0.1521,-0.5568,0.4917,-0.4701,-34.9623,1.451,1.2046,37.0193,?,-22.1352,16.4231,4.0525,28.7399,?,33.9011,1.0857,1.042,4.0192,0.8876,1.5795,-1.0313,-0.6529,0.2972,1.1561,3.8893,0.0884,1.3365,15.1266,1.2881,-1.1663,-0.9055,1,0,0,1.2881,9.2107,7.1507,0.2861,90.9985,-0.6814,0.1882,0.4825,?,?,?,?,?,SINISTRA_PANTALONI
0.0472,3.7886,1.9464,8.3365,-0.581,0.1586,1.4586,1.2077,5.4992,-0.6431,-0.3021,0.6401,0.8,3.8768,-1.5976,2.1579,1.3496,1.1617,5.1,0.0792,0.2975,-0.1561,0.0219,-0.5249,0.0735,-0.14,1.6117,2.4329,1.6755,1.5096,1.0396,0.6887,2.5975,5.9191,2.8073,2.2788,1.0808,0.4743,1.4234,1.2849,-6.9796,0.9027,-4.9035,-5.432,1.5754,3.533,0.952,2.2425,0.6042,0.2694,1.5159,2.1504,1.6346,1.4185,1.0783,0.7601,0.0019,3.2358,0.4433,-0.1681,0.402,-0.4527,0.4677,-0.417,-37.6894,4.7421,2.1776,41.5192,?,-8.9067,21.8832,4.6779,20.2194,?,34.2806,2.7616,1.6618,4.9194,0.8654,4.2316,-1.0994,-0.2598,0.4655,1.3104,2.815,0.2167,1.7172,7.9241,2.0534,-1.3131,-0.6395,1,0,0,2.0534,8.4398,4.1101,0.2826,80.8768,-0.6866,0.8545,-0.6227,?,?,?,?,?,SINISTRA_PANTALONI
-0.1945,2.1007,1.4494,7.0979,-0.5322,0.0438,1.534,1.2385,4.7154,-0.6935,-0.3782,0.5035,0.7096,3.0906,-2.0201,1.8595,0.8631,0.929,4.9182,0.039,-4.4392,0.5143,-0.1046,-0.1158,0.0236,-0.2034,1.1702,2.0425,1.5601,1.7454,1.3332,0.7638,1.3694,4.1718,2.4339,3.0464,1.7773,0.5834,1.2768,1.1926,-12.3546,0.9341,-9.6766,-10.3596,1.6637,4.527,0.9052,2.721,0.5441,0.2,1.5053,2.2967,1.4432,1.5257,0.9588,0.6284,0.0023,2.8313,0.4413,-0.2172,0.2814,-0.521,0.471,-0.4819,-35.6023,4.6106,2.1472,39.119,?,-11.8331,8.1714,2.8586,17.7597,?,35.2196,4.0704,2.0175,5.8197,0.8453,3.0087,-1.0109,-0.336,0.7512,1.0643,1.4169,0.5642,1.1327,2.0075,2.2027,-1.2302,-0.5585,1,0,0,2.2027,6.7218,3.0517,0.2708,82.655,-0.5936,0.9433,-0.5826,?,?,?,?,?,SINISTRA_PANTALONI
0.0327,5.4398,2.3323,21.8055,-0.4891,-0.7043,4.6873,2.165,10.829,-1.3531,0.0385,4.2739,2.0673,12.5428,-0.571,3.1873,4.7407,2.1773,14.4876,0.0183,-0.0465,0.8501,0.0103,-18.2881,-0.221,0.0121,1.0773,1.1282,1.0712,1.0473,0.9944,0.9495,1.1605,1.2728,1.1475,1.0967,0.9887,0.9015,1.1502,1.571,-26.5519,1.3659,-23.0855,-16.9017,3.1819,1.8342,0.9923,0.5764,0.3119,0.541,2.0136,1.7385,1.5051,0.8634,0.7475,0.8658,0.0038,4.8166,0.4407,-0.1025,-0.0556,0.2192,-0.3863,0.2356,12.7871,693.958,26.3431,82.6782,-1.7287,-29.2529,73.26,8.5592,44.5175,-26.4976,-23.9201,54.4998,7.3824,35.2783,-7.9094,-0.4371,-0.5346,1.2229,3.0777,3.5684,1.1594,9.4725,12.7332,1.3442,1.221,1.6724,1.3697,18.7154,7.652,0.4089,1.8572,2.3436,1.2619,0.2156,81.1194,-0.4559,-0.9359,0.3752,?,?,?,?,?,SINISTRA_PANTALONI
-0.0392,5.9437,2.438,24.6963,-0.3389,-0.8183,4.0041,2.001,9.4429,-1.1116,0.0441,4.0102,2.0026,10.548,-0.5757,3.1828,4.5011,2.1216,18.2931,0.0239,0.0479,-0.8901,-0.0123,-18.5645,-0.2571,0.0138,1.2184,1.2174,1.1491,0.9992,0.9432,0.9439,1.4844,1.4821,1.3205,0.9985,0.8896,0.891,1.2575,1.6219,-13.9357,1.2898,-11.0823,-8.5921,4.1248,2.7555,0.9842,0.668,0.2386,0.3572,2.6153,2.3413,1.35,0.8952,0.5162,0.5766,0.0044,4.8673,0.5298,0.1191,0.1751,0.2279,-0.1632,0.2593,16.8654,619.1097,24.8819,79.0787,-1.362,-27.2025,35.0086,5.9168,40.1398,?,-25.7647,4.2948,2.0724,29.6387,?,-0.62,-0.6546,1.0558,4.2053,12.0063,2.855,17.6845,144.1516,8.1513,1.136,1.5385,1.3543,0,0,1,1.9701,2.6681,1.3543,0.2209,81.9226,-0.118,-0.7064,0.2364,?,?,?,?,?,SINISTRA_PANTALONI
-0.0111,6.4046,2.5307,15.2933,-0.6025,-0.918,7.9554,2.8205,13.3825,-0.766,0.3306,14.3306,3.7856,21.0196,-0.6681,4.6697,7.837,2.7995,13.1367,0.0481,0.0121,-0.0335,-0.0024,-2.7768,-0.1966,0.0708,0.8973,0.6685,0.904,0.7451,1.0075,1.3523,0.8051,0.4469,0.8172,0.5551,1.0151,1.8286,0.9906,0.683,-8.6653,0.6895,-8.7475,-12.6874,1.2593,0.7574,0.6915,0.6014,0.5491,0.9131,1.1428,0.7276,1.1642,0.6367,1.0187,1.6001,0.0053,7.1571,0.5044,0.5552,0.3841,0.3677,0.2433,0.4826,-16.295,1123.575,33.5198,84.2987,-1.5592,-24.7137,118.236,10.8736,46.019,-191.0955,-15.0516,70.5754,8.4009,34.7992,-4.6311,0.6593,1.0826,1.6419,3.0827,3.99,1.2943,9.5028,15.9202,1.6753,1.1219,1.7946,1.5996,137.4968,5.3301,0.0388,1.8318,2.4224,1.3224,0.1805,75.6294,-0.5832,-0.6774,0.1419,?,?,?,?,?,SINISTRA_PANTALONI
0.3475,2.7689,1.664,7.7876,-0.5477,-0.3549,1.7728,1.3315,4.7944,-0.9468,-0.2031,1.083,1.0407,5.287,-0.9694,2.3221,0.5207,0.7216,4.3899,0.1795,-0.9791,-1.7107,0.1496,1.7473,-0.1528,-0.0875,1.2497,1.5989,2.3059,1.2794,1.8451,1.4421,1.5618,2.5566,5.3172,1.6369,3.4044,2.0798,1.1819,1.059,-2.8692,0.896,-2.4275,-2.7094,2.0432,1.8743,0.9404,0.9173,0.4603,0.5018,1.6243,1.473,1.774,0.9068,1.0921,1.2043,0.0029,3.4955,0.358,-0.133,0.5057,-0.1825,0.4696,-0.1843,-41.0522,7.5644,2.7503,45.0592,?,-13.7583,10.2758,3.2056,22.3785,?,30.4743,12.2196,3.4957,11.5799,0.6805,2.9838,-1.3471,-0.4515,0.858,0.7868,0.917,0.7361,0.619,0.8409,2.0135,-1.8272,-0.9075,1,0,0,2.0135,3.8912,1.9325,0.2847,85.2849,-0.4768,0.9672,-0.3066,?,?,?,?,?,SINISTRA_PANTALONI
-0.1096,2.6665,1.633,7.5846,-0.4968,-0.282,1.4537,1.2057,4.9286,-0.89,-0.0313,0.5104,0.7144,3.624,-1.9712,1.9813,0.7976,0.8931,4.8505,0.1319,0.3888,3.5025,-0.0553,9.0086,-0.1423,-0.0158,1.3544,2.2858,1.8284,1.6877,1.35,0.7999,1.8343,5.2247,3.3431,2.8483,1.8225,0.6399,1.0847,1.0471,-3.4152,0.9653,-3.1484,-3.2617,1.9431,4.1544,0.9069,2.138,0.4667,0.2183,1.5389,2.0929,1.5637,1.36,1.0161,0.7471,0.0016,2.9443,0.5447,-0.0747,0.3133,-0.295,0.4403,-0.302,-40.5102,5.1366,2.2664,44.519,?,-12.0524,4.5827,2.1407,18.8385,?,31.046,5.0347,2.2438,8.2794,0.7608,3.3612,-1.3048,-0.3882,1.0587,1.0101,0.9541,1.1209,1.0202,0.9102,2.3632,-1.6902,-0.7152,1,0,0,2.3632,5.3771,2.2753,0.2819,83.6086,-0.8253,0.8973,-0.8508,?,?,?,?,?,SINISTRA_PANTALONI
0.4204,2.4418,1.5626,7.4714,-0.4858,0.1112,2.045,1.43,5.4159,-0.6885,-0.562,0.4633,0.6806,3.4993,-4.5351,2.0967,1.0586,1.0289,5.2504,0.0611,3.7809,-0.748,0.2005,-0.1978,0.053,-0.268,1.0927,2.2959,1.5187,2.101,1.3898,0.6615,1.1941,5.2711,2.3066,4.4143,1.9317,0.4376,1.1062,0.8521,-7.1501,0.7703,-6.4636,-8.3914,1.5677,7.9538,0.8992,5.0734,0.5736,0.1131,1.3795,2.1351,1.423,1.5477,1.0315,0.6665,0.0037,3.1895,0.5929,-0.1712,0.5355,-0.2448,0.534,-0.4886,-42.8286,1.9692,1.4033,45.4788,?,-11.7913,5.2823,2.2983,14.6988,?,28.5717,4.0365,2.0091,6.5994,0.7936,3.6322,-1.499,-0.4127,0.6106,0.6985,1.144,0.3728,0.4879,1.3086,3.0941,-1.7919,-0.5791,1,0,0,3.0941,6.8913,2.2273,0.2737,83.1916,0.0616,0.8416,0.1551,?,?,?,?,?,SINISTRA_PANTALONI
