@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.0077,1.2101,1.1,4.2851,-0.3833,6.8435,1.6886,1.2994,6.1102,0.4238,9.7993,2.9289,1.7114,7.8408,0.4918,12.0238,4.1139,2.0283,8.0129,0.5415,0.0011,0.0008,0.0006,0.6984,0.5692,0.815,0.8465,0.6428,0.5423,0.7593,0.6407,0.8438,0.7166,0.4131,0.2941,0.5765,0.4105,0.712,-0.2642,-0.1565,-0.1255,0.5924,0.475,0.8018,0.2921,0.2008,0.1773,0.6874,0.6068,0.8828,0.7013,0.5465,0.5348,0.7793,0.7625,0.9785,0.0643,17.5513,0.6273,0.04,0.2896,0.6844,0.868,0.9554,?,?,?,?,?,PANTALONI
0.012,1.0403,1.0199,3.5838,-1.1698,6.8403,6.0541,2.4605,9.1495,0.2584,10.031,3.1219,1.7669,7.2154,0.5021,12.27,7.0739,2.6597,9.5521,0.4745,0.0018,0.0012,0.001,0.6819,0.5575,0.8175,0.4145,0.5773,0.3835,1.3926,0.9251,0.6643,0.1718,0.3332,0.1471,1.9393,0.8558,0.4413,-0.6061,-0.2655,-0.224,0.4381,0.3695,0.8435,0.1339,0.114,0.0909,0.8513,0.6787,0.7972,0.3917,0.4967,0.3752,1.2681,0.9579,0.7554,0.0629,17.7602,0.697,0.224,0.4715,0.739,0.9261,0.9364,?,?,?,?,?,PANTALONI
-0.2277,5.8476,2.4182,9.4999,-1.2406,8.3807,19.1499,4.3761,20.4796,0.028,10.005,5.6607,2.3792,12.671,0.319,13.6372,15.0732,3.8824,17.7658,0.2831,-0.0272,-0.0228,-0.0167,0.8376,0.6145,0.7337,0.5526,1.0164,0.6229,1.8393,1.1271,0.6128,0.3054,1.033,0.3879,3.383,1.2705,0.3755,-8.917,-0.8862,-0.7498,0.0994,0.0841,0.8461,0.2012,0.2279,0.1711,1.1324,0.8502,0.7508,0.4639,0.7497,0.5347,1.6163,1.1528,0.7132,0.0698,20.3485,-0.7832,0.0068,-0.5533,0.2872,0.8751,0.6971,?,?,?,?,?,GIACCA
-0.2003,5.7975,2.4078,10.8277,-0.7848,6.7675,14.967,3.8687,15.4271,-0.132,9.8466,4.6139,2.148,10.9738,0.3354,12.7357,5.9766,2.4447,12.5339,0.3504,-0.0296,-0.0203,-0.0157,0.6873,0.5314,0.7732,0.6224,1.1209,0.9849,1.8011,1.5825,0.8786,0.3874,1.2565,0.97,3.2439,2.5042,0.772,2.6466,-0.8595,-0.7041,-0.3248,-0.266,0.8191,0.4452,0.3674,0.3144,0.8253,0.7063,0.8558,0.7019,0.9867,0.8639,1.4058,1.2308,0.8755,0.0639,18.6238,-0.8442,0.0697,-0.518,-0.156,0.6449,0.5781,?,?,?,?,?,GIACCA
-0.1149,0.4477,0.6691,2.803,-0.8347,8.1272,2.3305,1.5266,6.0683,0.4849,9.8308,1.8907,1.375,6.3064,0.5438,12.8309,2.7465,1.6573,6.2407,0.6378,-0.0141,-0.0117,-0.009,0.8267,0.6334,0.7662,0.4383,0.4866,0.4038,1.1102,0.9212,0.8297,0.1921,0.2368,0.163,1.2326,0.8485,0.6884,-0.2233,-0.1696,-0.1161,0.7598,0.5198,0.6841,0.1297,0.1105,0.0887,0.8522,0.6837,0.8023,0.4619,0.4445,0.4492,0.9623,0.9724,1.0105,0.0689,18.51,0.7934,0.3359,0.6859,0.3394,0.8132,0.8218,?,?,?,?,?,GIACCA
0.0329,0.5586,0.7474,3.4688,-0.6164,8.5794,1.8183,1.3484,6.1656,0.4815,9.9091,1.9907,1.4109,6.0655,0.5618,13.1459,3.3498,1.8302,7.877,0.5638,0.0038,0.0033,0.0025,0.8658,0.6526,0.7538,0.5543,0.5297,0.4084,0.9557,0.7368,0.7709,0.3072,0.2806,0.1668,0.9134,0.5428,0.5943,-0.2311,-0.1701,-0.1299,0.7361,0.5623,0.7639,0.1805,0.155,0.1188,0.859,0.6585,0.7666,0.5626,0.5719,0.4404,1.0165,0.7827,0.77,0.0708,19.0619,0.5849,0.0737,0.3335,0.7872,0.9356,0.9535,?,?,?,?,?,GIACCA
-0.3313,7.3638,2.7136,9.9917,-1.0507,1.5086,10.2267,3.1979,15.1458,-0.5702,9.5025,6.3221,2.5144,9.3754,0.3834,10.5334,5.644,2.3757,9.3873,0.3944,-0.2196,-0.0349,-0.0314,0.1588,0.1432,0.9021,0.8486,1.0792,1.1422,1.2719,1.3461,1.0584,0.7201,1.1648,1.3047,1.6176,1.812,1.1202,0.9308,-0.8782,-0.8375,-0.9435,-0.8998,0.9536,0.5051,0.3204,0.3143,0.6344,0.6223,0.9809,0.6597,1.0657,1.0644,1.6155,1.6134,0.9987,0.0507,14.6554,-0.3359,0.3394,0.1064,0.321,0.5165,0.921,?,?,?,?,?,GIACCA
-0.2959,0.6353,0.797,2.8365,-1.5648,8.3107,1.7432,1.3203,4.5611,0.5757,10.3056,3.1307,1.7694,7.0705,0.5109,13.3041,3.8715,1.9676,7.3499,0.5756,-0.0356,-0.0287,-0.0222,0.8064,0.6247,0.7746,0.6037,0.4505,0.4051,0.7462,0.671,0.8992,0.3644,0.2029,0.1641,0.5568,0.4503,0.8086,-0.2797,-0.2343,-0.1736,0.8377,0.6207,0.7409,0.1029,0.0765,0.0639,0.7435,0.6206,0.8347,0.6219,0.4012,0.3859,0.6451,0.6206,0.962,0.0701,19.317,0.7,-0.1462,0.1746,0.5541,0.7987,0.9431,?,?,?,?,?,GIACCA
0.0351,0.8594,0.927,4.072,-0.4821,5.9214,2.1408,1.4631,6.0364,0.3592,9.8171,3.2162,1.7934,8.4851,0.4598,11.5361,4.5743,2.1388,8.9273,0.4926,0.0059,0.0036,0.003,0.6032,0.5133,0.851,0.6336,0.5169,0.4334,0.8159,0.6841,0.8385,0.4014,0.2672,0.1879,0.6656,0.468,0.7031,-0.3914,-0.1834,-0.1528,0.4685,0.3904,0.8334,0.2916,0.1749,0.1561,0.5997,0.5354,0.8928,0.6746,0.4799,0.4561,0.7114,0.6762,0.9505,0.0603,16.4661,0.6271,0.027,0.2634,0.6747,0.851,0.9609,?,?,?,?,?,GIACCA
-0.3304,7.7841,2.79,10.8618,-1.2715,1.8654,7.7221,2.7789,15.0935,-0.8542,10.0258,6.9664,2.6394,12.2599,0.2829,10.8662,8.5044,2.9162,12.8715,0.2816,-0.1771,-0.033,-0.0304,0.1861,0.1717,0.9227,1.004,1.0571,0.9567,1.0528,0.9529,0.9051,1.008,1.1174,0.9153,1.1085,0.908,0.8191,0.8744,-1.2569,-1.2052,-1.4374,-1.3784,0.9589,0.5874,0.2797,0.2669,0.4761,0.4543,0.9543,0.7196,0.886,0.8439,1.2311,1.1726,0.9525,0.0543,15.1557,0.078,-0.2305,-0.3456,0.2247,0.2618,0.9799,?,?,?,?,?,GIACCA
-0.1525,0.2967,0.5447,2.3157,-0.6688,5.9055,3.9034,1.9757,6.6448,0.3226,9.6395,2.799,1.673,6.6806,0.5295,11.4321,4.1233,2.0306,7.6946,0.5244,-0.0258,-0.0158,-0.0133,0.6126,0.5166,0.8432,0.2757,0.3256,0.2683,1.1809,0.973,0.8239,0.076,0.106,0.072,1.3946,0.9467,0.6788,-0.2933,-0.1235,-0.1094,0.4209,0.3729,0.8861,0.1415,0.0977,0.0858,0.6909,0.6063,0.8776,0.3485,0.3466,0.3009,0.9946,0.8636,0.8682,0.0595,16.0293,0.7821,0.0411,0.4521,0.3162,0.7483,0.8643,?,?,?,?,?,GIACCA
