@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.1044,0.0053,0.0728,0.3675,-2.6293,-0.0133,0.0186,0.1365,0.6395,-1.0462,0.0223,0.0103,0.1013,0.4798,-0.7545,0.1948,0.0078,0.0884,0.4021,0.0685,7.8702,-4.6763,-0.5361,-0.5942,-0.0681,0.1146,0.5335,0.7193,0.8235,1.3481,1.5435,1.1449,0.2847,0.5174,0.6782,1.8175,2.3824,1.3108,0.8143,1.2904,-9.0002,1.5846,-11.0524,-6.9747,0.324,0.3703,0.2346,1.1429,0.724,0.6335,0.5747,0.766,0.9141,1.3329,1.5905,1.1933,0.0011,0.3027,0.2031,0.1431,-0.3906,0.9892,-0.1865,-0.1321,0.6739,0,0.0006,0.0022,0.9968,0.3103,0,0.0016,0.0052,0.9835,0.6106,0,0.002,0.0067,0.9892,2.1717,1.1037,0.5082,0.3654,0.3068,0.8396,0.1335,0.0941,0.705,2.1865,1.1082,0.5068,2.1575,1.0998,0.5097,0.4251,0.329,0.7741,0.0102,1.5948,-0.6683,0.8927,-0.8296,1,0,0,0,1,SINISTRA_PANTALONI
0.148,0.0071,0.0845,0.3996,-0.0705,-0.1447,0.0215,0.1466,0.6255,-2.5578,0.066,0.0029,0.0535,0.2402,-0.2618,0.2668,0.0075,0.0865,0.4234,0.1005,-1.0225,2.2412,0.5545,-2.1919,-0.5423,0.2474,0.5763,1.5776,0.9769,2.7376,1.6953,0.6193,0.3321,2.4887,0.9544,7.4946,2.8741,0.3835,0.0585,0.528,-0.5563,9.0225,-9.5047,-1.0534,2.1231,1.9606,0.7931,0.9235,0.3736,0.4045,0.6388,1.6634,0.9439,2.6039,1.4776,0.5674,0.0022,0.3898,0.3079,0.1581,0.2871,0.3395,-0.6872,-0.1206,0.2131,0,0.0008,0.0025,0.9882,-0.6991,0,0.0011,0.7004,?,-0.3207,0,0.0011,0.3219,?,-0.3049,-0.6647,2.1801,0.7077,0.6868,0.9705,0.5009,0.4717,0.9419,-0.3026,-0.6586,2.1761,0,0,1,0.0036,0.0078,2.1761,0.0082,1.2329,0.7948,-0.1029,-0.6308,?,?,?,?,?,SINISTRA_PANTALONI
-0.6401,3.3639,1.8341,8.658,-1.0096,-1.0979,3.7833,1.9451,8.0765,-1.4078,-0.1248,3.3114,1.8197,10.1557,-1.1964,2.9469,3.4049,1.8452,8.0381,0.0244,0.583,5.1283,-0.2172,8.796,-0.3726,-0.0424,0.9429,1.0079,0.994,1.0689,1.0541,0.9862,0.8892,1.0159,0.988,1.1425,1.1111,0.9725,0.9211,0.7863,-21.6203,0.8536,-23.4714,-27.496,1.2844,0.9317,0.5229,0.7254,0.4071,0.5612,1.072,0.8525,1.0771,0.7953,1.0048,1.2634,0.0133,4.4891,-0.0579,-0.6922,-0.2131,0.455,-0.5667,-0.1728,-0.2078,0.0004,0.0209,0.2419,?,-0.5644,0.0037,0.0611,0.6923,?,-0.5985,0.0001,0.01,0.6181,?,0.3681,0.3471,0.943,0.3416,2.0916,6.1224,0.1167,4.3748,37.4832,0.3494,0.3914,1.1201,1,1,1,0.3494,0.3914,1.1201,0.0088,1.3706,-0.5328,0.5966,0.0735,?,?,?,?,?,SINISTRA_PANTALONI
0.7205,21.8521,4.6746,14.2588,-1.0215,-2.3198,46.617,6.8277,20.4621,-1.2026,0.2304,16.0857,4.0107,16.652,-0.7306,9.3867,2.3986,1.5488,5.9944,0.5105,-0.3106,3.1276,0.0768,-10.0692,-0.2471,0.0245,0.6847,1.1655,3.0183,1.7024,4.4085,2.5896,0.4688,1.3585,9.1102,2.898,19.4349,6.7062,0.6449,1.0249,-1.1524,1.5893,-1.7868,-1.1243,0.7593,0.7331,0.5759,0.9655,0.7585,0.7857,0.6968,0.8563,2.3787,1.2288,3.4136,2.778,0.0254,14.557,-0.7725,0.2921,0.4775,0.2926,-0.4698,0.1298,-0.219,0.0632,0.2514,0.6902,-3.0907,0.2858,0.0155,0.1244,0.3531,0.1263,0.3932,0.005,0.0706,0.2065,0.5798,-0.7661,-0.5568,0.7268,2.0213,3.56,1.7613,4.0855,12.6736,3.1021,-10.219,-1.8302,0.1791,0.4175,0.3433,0.8224,1.9545,3.3421,1.71,0.0056,0.9526,0.845,0.9358,0.9546,25.1667,343.3264,18.5291,46,0.2069,SINISTRA_PANTALONI
1.77,10.8976,3.3011,14.6532,-0.9523,-4.3577,19.3437,4.3982,17.7983,-0.9237,-0.2515,21.5137,4.6383,13.6559,-0.6532,8.4266,2.9339,1.7129,8.0271,0.3104,-0.4062,-7.038,0.2101,17.3271,-0.5171,-0.0298,0.7506,0.7117,1.9273,0.9482,2.5677,2.7079,0.5634,0.5065,3.7143,0.8991,6.5931,7.3328,0.8363,1.3247,-1.9785,1.584,-2.3657,-1.4935,0.8112,0.9086,0.6448,1.12,0.7949,0.7097,0.8233,1.073,1.8255,1.3033,2.2173,1.7012,0.0491,12.8784,-0.4017,0.5831,0.5135,0.4485,0.0403,0.6729,0.0014,0.0711,0.2666,0.8097,-1.5519,0.2674,0.0025,0.0504,0.1751,0.4953,0.3947,0.0018,0.0423,0.194,0.5481,0.0052,0.0035,0.6775,5.2868,6.2951,1.1907,27.9501,39.6285,1.4178,-2.865,-2.0928,0.7305,0.9145,0.7392,0.8083,4.6241,4.1744,0.9027,0.005,0.8972,-0.7444,0.633,-0.0339,16.9479,8.0702,2.8408,8,0.6522,SINISTRA_PANTALONI
2.126,22.9527,4.7909,18.739,-1.1417,-4.1312,40.4416,6.3594,25.447,-0.8772,-0.1943,22.8607,4.7813,16.3615,-0.3998,9.821,11.427,3.3804,11.2107,0.2397,-0.5146,-10.9412,0.2165,21.2608,-0.4206,-0.0198,0.7534,1.002,1.4173,1.3301,1.8813,1.4144,0.5676,1.004,2.0086,1.769,3.5391,2.0006,0.8401,2.1377,-2.8258,2.5448,-3.3638,-1.3219,0.6455,0.7486,0.5934,1.1597,0.9193,0.7927,0.7364,1.1453,1.6715,1.5553,2.2699,1.4594,0.0489,15.4989,-0.7583,0.137,0.5013,0.4325,-0.1172,0.3884,-0.1661,0.0637,0.2525,0.694,-2.7915,0.2106,0.0141,0.1186,0.3474,-0.0415,0.4226,0.014,0.1182,0.307,0.4296,-0.7887,-0.3931,0.4985,2.1296,2.1366,1.0033,4.5351,4.5649,1.0066,36.9261,-2.2098,-0.0598,0.5487,0.3401,0.6198,1.9974,2.2605,1.1317,0.0052,0.89,0.3855,0.8893,0.7509,12.0625,4.7461,2.1786,6,0.5385,SINISTRA_PANTALONI
0.0693,22.7619,4.7709,17.6749,-1.1853,-0.905,6.5023,2.55,10.3392,-1.6679,1.9231,13.1728,3.6294,15.3502,-0.5423,6.4056,5.9272,2.4346,9.2636,0.1576,-0.0766,0.0361,0.0108,-0.4706,-0.1413,0.3002,1.871,1.3145,1.9596,0.7026,1.0474,1.4908,3.5006,1.7279,3.8402,0.4936,1.097,2.2224,1.4832,1.7763,-5.53,1.1977,-3.7285,-3.1132,2.087,0.8126,0.7355,0.3894,0.3524,0.9051,1.7095,1.1514,1.908,0.6736,1.1161,1.657,0.0224,9.3909,-0.6688,-0.2288,-0.3966,0.4958,0.2052,0.4571,-0.2901,0.0399,0.1998,0.5835,-5.253,0.049,0.004,0.0631,0.2092,-0.5198,0.5836,0.0315,0.1774,0.5104,0.336,-5.9201,-0.4971,0.084,3.1673,1.1264,0.3556,10.0317,1.2688,0.1265,6.8493,-1.8977,-0.2771,0.6777,0.1214,0.1791,2.7884,1.1431,0.41,0.0069,0.9575,-0.8428,0.8436,-0.4447,17.9684,283.6938,16.8432,56,0.1642,SINISTRA_PANTALONI
0.4441,3.6791,1.9181,9.3423,-1.2265,-1.2671,6.061,2.4619,9.2109,-1.8552,-0.0798,2.5125,1.5851,7.3697,-0.8677,3.393,2.5493,1.5967,6.437,0.0926,-0.3505,-5.5659,0.1309,15.8788,-0.3734,-0.0235,0.7791,1.2101,1.2013,1.5532,1.5419,0.9927,0.607,1.4643,1.4432,2.4124,2.3775,0.9855,0.8599,1.5031,-7.8339,1.748,-9.1102,-5.2117,1.3007,1.0634,0.5915,0.8176,0.4548,0.5562,1.0143,1.2677,1.4513,1.2498,1.4309,1.1449,0.0143,5.08,0.6057,0.238,-0.5709,0.4008,-0.7152,-0.1978,0.4441,0.0063,0.0796,0.2435,0.5622,-0.3652,0.0003,0.0186,0.3871,?,-0.1746,0.0001,0.0116,0.1945,?,-1.2161,-2.5435,2.0915,4.2887,6.8421,1.5954,18.3929,46.8145,2.5452,-0.8079,-1.6082,1.9904,0,0,1,0.6292,1.2523,1.9904,0.0063,0.9839,-0.9348,-0.4627,0.4392,?,?,?,?,?,SINISTRA_PANTALONI
-0.8665,4.1707,2.0422,8.803,-1.3402,-1.8831,6.3328,2.5165,12.1539,-1.9689,0.7206,11.2851,3.3593,12.1772,-0.5092,4.7595,3.9517,1.9879,8.2292,0.0641,0.4602,-1.2024,-0.1821,-2.6131,-0.3957,0.1514,0.8115,0.6079,1.0273,0.7491,1.2659,1.6899,0.6586,0.3696,1.0554,0.5612,1.6026,2.8557,0.6255,1.2271,-8.9505,1.9619,-14.3098,-7.2939,0.9188,0.4662,0.4278,0.5074,0.4656,0.9177,0.7243,0.7229,1.0697,0.9981,1.4769,1.4798,0.0224,7.3013,0.2902,-0.0685,-0.2329,-0.3814,-0.4326,0.392,0.1558,0.0342,0.1848,0.5158,-0.2703,-0.3136,0.0089,0.0941,0.4142,?,-0.2183,0.0371,0.1926,0.6224,-32.7971,-0.4967,-0.7135,1.4366,1.963,0.9598,0.4889,3.8534,0.9211,0.239,0.265,0.1817,0.6858,0,22.0487,0,1.2453,0.8287,0.6655,0.0042,0.7352,-0.9796,0.9781,-0.9813,?,?,?,?,?,SINISTRA_PANTALONI
0.0959,0.0062,0.0789,0.3825,-0.372,0.0657,0.0173,0.1315,0.6601,-0.5393,-0.0005,0.0118,0.1084,0.4936,-1.0922,0.209,0.0051,0.0715,0.3921,0.148,1.4592,-178.4619,0.459,-122.3049,0.3146,-0.0026,0.5996,0.7274,1.1036,1.213,1.8404,1.5172,0.3596,0.5291,1.2179,1.4714,3.3872,2.302,0.4485,0.4025,-1.523,0.8975,-3.396,-3.784,0.6501,1.1817,0.6057,1.8177,0.9318,0.5126,0.5794,0.7749,0.9754,1.3373,1.6833,1.2587,0.0012,0.3147,-0.3779,0.6865,0.1978,-0.0497,0.1702,0.1162,0.3657,0,0.001,0.0033,0.991,-0.5838,0,0.0005,0.5851,?,0.0592,0,0.0017,0.0063,0.8971,-0.6264,6.1734,-9.8549,2.154,0.5985,0.2779,4.6396,0.3583,0.0772,-0.6234,6.629,-10.6335,0,6.0005,0,0.0057,0.5236,92.67,0.0071,1.0088,0.4096,0.3506,0.915,?,?,?,?,?,SINISTRA_PANTALONI
0.2075,0.0138,0.1176,0.5084,-0.0775,-0.0201,0.1039,0.3223,1.2186,-0.8308,-0.0301,0.0263,0.1621,0.8017,-1.2237,0.405,0.0243,0.156,0.5939,0.1895,-10.3154,-6.8943,0.5124,0.6683,-0.0497,-0.0743,0.3647,0.7253,0.7536,1.9888,2.0665,1.0391,0.133,0.5261,0.568,3.9555,4.2705,1.0796,0.0661,0.0829,-0.2633,1.2535,-3.9823,-3.1771,0.7088,1.3088,0.6439,1.8464,0.9084,0.492,0.4172,0.6342,0.8561,1.5201,2.052,1.3499,0.0022,0.6132,0.0531,0.208,0.34,0.6769,0.1687,0.098,0.3431,0.0003,0.0164,0.0528,0.8565,-0.6013,0.0002,0.013,0.6178,?,-0.0862,0.0001,0.0089,0.1049,?,-0.5707,-3.9781,6.9711,1.2595,1.8459,1.4657,1.5862,3.4074,2.1481,-0.5102,-3.0042,5.8877,0,0,1,0.0855,0.5032,5.8877,0.0072,1.0306,0.9506,-0.9893,-0.9496,0,0,0,0,0,SINISTRA_PANTALONI
0.237,0.0073,0.0853,0.4247,0.0578,0.0237,0.0241,0.1554,0.6862,-0.8398,0.0357,0.0169,0.13,0.6082,-0.803,0.3144,0.0075,0.0865,0.3568,0.3149,9.9896,6.6295,0.7537,0.6636,0.0754,0.1137,0.5491,0.6562,0.9867,1.1951,1.7969,1.5036,0.3015,0.4306,0.9735,1.4282,3.2289,2.2608,-0.0832,-0.0962,0.1589,1.1563,-1.91,-1.6519,1.2085,1.3361,0.8655,1.1056,0.7161,0.6477,0.6189,0.6982,1.1902,1.1282,1.9231,1.7046,0.0027,0.4711,-0.3584,0.6663,0.5903,-0.5341,0.0272,0.4721,0.32,0,0.0013,0.0043,0.9867,-0.5933,0,0.0006,0.5944,?,-0.0096,0,0.0013,0.0118,?,-0.5395,-33.3175,61.7616,2.4255,1.07,0.4411,5.8831,1.1449,0.1946,-0.5342,-26.9166,50.3835,0,0,1,0.0072,0.3637,50.3835,0.0077,0.9229,0.4839,-0.611,-0.3742,0,0,0,0,0,SINISTRA_PANTALONI
-0.775,6.0846,2.4667,12.5956,-4.2009,-0.0596,9.0312,3.0052,13.1032,-0.6405,-1.3833,4.3081,2.0756,11.0221,-2.1464,4.1594,4.6413,2.1544,10.5403,0.0544,12.9976,0.5602,-0.1863,0.0431,-0.0143,-0.3326,0.8208,1.1884,1.145,1.4479,1.3949,0.9634,0.6737,1.4124,1.311,2.0964,1.9458,0.9282,1.9886,1.3531,-16.7855,0.6804,-8.4408,-12.4055,0.3032,0.6913,0.2173,2.2801,0.7166,0.3143,0.9613,1.1428,1.195,1.1888,1.2432,1.0457,0.0164,6.2144,-0.3551,-0.3316,-0.6165,0.3843,0.147,0.0402,0.4875,0.0038,0.062,0.1844,0.6874,-0.189,0.0013,0.0355,0.2395,?,-0.0104,0.0025,0.0499,0.176,-2.0031,-2.5788,-46.6733,18.0988,1.7435,1.2425,0.7126,3.0397,1.5437,0.5078,-1.6931,-3.4547,2.0404,0,10.0672,0,0.7701,1.048,1.361,0.0054,0.7174,0.482,-0.0239,0.5506,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.0363,6.6035,2.5697,12.2786,-1.3604,-1.2733,14.2194,3.7709,15.2605,-1.6726,-0.828,5.1486,2.2691,9.1566,-1.303,4.9509,3.7685,1.9413,9.1576,0.1339,0.0285,0.0438,-0.0073,1.5378,-0.2572,-0.1672,0.6815,1.1325,1.3237,1.6619,1.9425,1.1689,0.4644,1.2826,1.7523,2.7618,3.7732,1.3662,0.741,1.366,-4.9968,1.8435,-6.7436,-3.658,0.911,1.3083,0.492,1.4361,0.54,0.376,0.8046,1.3409,1.3408,1.6666,1.6664,0.9999,0.0157,7.394,0.1345,0.5817,-0.4302,0.0262,-0.4387,-0.3487,0.3778,0.0087,0.0931,0.3055,0.4622,-0.1596,0.0072,0.085,0.2717,?,-0.041,0.0048,0.0693,0.2067,-2.6129,-2.368,-9.2142,3.8911,1.096,1.344,1.2263,1.2012,1.8063,1.5038,-0.9663,-1.7558,1.8171,0,9.9263,0,1.1244,1.4777,1.3142,0.0042,0.6034,-0.7735,-0.7029,0.9886,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.6469,6.8674,2.6206,14.4098,-1.656,0.2932,14.4194,3.7973,15.4173,-0.8262,-0.5754,6.2054,2.4911,9.0472,-0.7152,4.6942,6.292,2.5084,9.7441,0.0685,-2.2063,1.1243,-0.1378,-0.5096,0.0625,-0.1226,0.6901,1.052,1.0447,1.5244,1.5138,0.9931,0.4763,1.1067,1.0915,2.3237,2.2917,0.9862,1.2881,2.3815,-12.5439,1.8488,-9.7382,-5.2672,0.6426,1.0286,0.5187,1.6006,0.8071,0.5042,0.9346,1.5927,1.4788,1.7041,1.5822,0.9285,0.0093,6.9403,-0.0661,0.0387,-0.304,0.3886,0.1956,0.1196,0.5195,0.0043,0.0659,0.216,0.6579,-0.213,0.002,0.0451,0.2707,?,-0.0299,0.0025,0.0499,0.1862,-3.3208,-2.4387,-17.3948,7.1327,1.4607,1.3203,0.9039,2.1335,1.7433,0.8171,-1.5341,-2.902,1.8917,0,14.6484,0,0.7977,1.1598,1.4539,0.0057,0.7777,-0.2841,-0.2612,0.8615,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.775,6.0846,2.4667,12.5956,-4.2009,-0.0596,9.0312,3.0052,13.1032,-0.6405,-1.3833,4.3081,2.0756,11.0221,-2.1464,4.1594,4.6413,2.1544,10.5403,0.0544,12.9976,0.5602,-0.1863,0.0431,-0.0143,-0.3326,0.8208,1.1884,1.145,1.4479,1.3949,0.9634,0.6737,1.4124,1.311,2.0964,1.9458,0.9282,1.9886,1.3531,-16.7855,0.6804,-8.4408,-12.4055,0.3032,0.6913,0.2173,2.2801,0.7166,0.3143,0.9613,1.1428,1.195,1.1888,1.2432,1.0457,0.0164,6.2144,-0.3551,-0.3316,-0.6165,0.3843,0.147,0.0402,0.4875,0.0038,0.062,0.1844,0.6874,-0.189,0.0013,0.0355,0.2395,?,-0.0104,0.0025,0.0499,0.176,-2.0031,-2.5788,-46.6733,18.0988,1.7435,1.2425,0.7126,3.0397,1.5437,0.5078,-1.6931,-3.4547,2.0404,0,10.0672,0,0.7701,1.048,1.361,0.0054,0.7174,0.482,-0.0239,0.5506,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.0363,6.6035,2.5697,12.2786,-1.3604,-1.2733,14.2194,3.7709,15.2605,-1.6726,-0.828,5.1486,2.2691,9.1566,-1.303,4.9509,3.7685,1.9413,9.1576,0.1339,0.0285,0.0438,-0.0073,1.5378,-0.2572,-0.1672,0.6815,1.1325,1.3237,1.6619,1.9425,1.1689,0.4644,1.2826,1.7523,2.7618,3.7732,1.3662,0.741,1.366,-4.9968,1.8435,-6.7436,-3.658,0.911,1.3083,0.492,1.4361,0.54,0.376,0.8046,1.3409,1.3408,1.6666,1.6664,0.9999,0.0157,7.394,0.1345,0.5817,-0.4302,0.0262,-0.4387,-0.3487,0.3778,0.0087,0.0931,0.3055,0.4622,-0.1596,0.0072,0.085,0.2717,?,-0.041,0.0048,0.0693,0.2067,-2.6129,-2.368,-9.2142,3.8911,1.096,1.344,1.2263,1.2012,1.8063,1.5038,-0.9663,-1.7558,1.8171,0,9.9263,0,1.1244,1.4777,1.3142,0.0042,0.6034,-0.7735,-0.7029,0.9886,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.6469,6.8674,2.6206,14.4098,-1.656,0.2932,14.4194,3.7973,15.4173,-0.8262,-0.5754,6.2054,2.4911,9.0472,-0.7152,4.6942,6.292,2.5084,9.7441,0.0685,-2.2063,1.1243,-0.1378,-0.5096,0.0625,-0.1226,0.6901,1.052,1.0447,1.5244,1.5138,0.9931,0.4763,1.1067,1.0915,2.3237,2.2917,0.9862,1.2881,2.3815,-12.5439,1.8488,-9.7382,-5.2672,0.6426,1.0286,0.5187,1.6006,0.8071,0.5042,0.9346,1.5927,1.4788,1.7041,1.5822,0.9285,0.0093,6.9403,-0.0661,0.0387,-0.304,0.3886,0.1956,0.1196,0.5195,0.0043,0.0659,0.216,0.6579,-0.213,0.002,0.0451,0.2707,?,-0.0299,0.0025,0.0499,0.1862,-3.3208,-2.4387,-17.3948,7.1327,1.4607,1.3203,0.9039,2.1335,1.7433,0.8171,-1.5341,-2.902,1.8917,0,14.6484,0,0.7977,1.1598,1.4539,0.0057,0.7777,-0.2841,-0.2612,0.8615,0,0,0,0,0,TASCA_GIACCA_ALTA
