@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.0966,0.0188,0.137,1.0131,-0.7641,-0.0818,0.0318,0.1783,1.2365,-1.0889,-0.0026,0.0181,0.1345,0.8665,-0.6704,0.2493,0.0225,0.1501,0.8484,0.019,-1.1808,-37.0812,0.3873,31.4022,-0.328,-0.0104,0.7681,1.018,0.9128,1.3253,1.1883,0.8966,0.59,1.0363,0.8331,1.7563,1.412,0.8039,0.6808,1.2617,-26.7431,1.8534,-39.2831,-21.1953,0.9702,1.1071,0.664,1.1411,0.6844,0.5998,0.8193,1.1691,1.1941,1.427,1.4574,1.0213,0.0003,0.3886,-0.6968,0.0148,0.4587,0.6972,-0.26,0.0901,-20.9946,0.7363,0.8581,22.6196,?,-29.5463,0.2594,0.5093,30.5389,?,-9.5772,0.0264,0.1625,9.8999,?,0.7106,2.1921,3.0851,1.6849,5.2797,3.1335,2.8389,27.8748,9.8189,0.7407,2.2848,3.0848,1,1,1,0.7407,2.2848,3.0848,0.1013,60.1182,-0.8561,0.0968,-0.0631,0,0,0,0,0,PANTALONI
-0.0839,1.1357,1.0657,5.1543,-1.2938,0.0606,0.8831,0.9397,5.0316,-0.7813,0.014,0.659,0.8118,5.4978,-1.6023,1.1343,1.4021,1.1841,4.4318,0.0077,-1.385,-5.9973,-0.074,4.3301,0.0534,0.0123,1.134,1.3128,0.9,1.1576,0.7936,0.6856,1.286,1.7233,0.81,1.3401,0.6299,0.47,1.3173,0.8588,-84.1038,0.652,-63.8445,-97.9264,0.7955,1.0636,0.5031,1.337,0.6324,0.473,1.0244,0.9375,1.163,0.9152,1.1354,1.2405,0.0003,1.7467,-0.7173,0.4569,-0.2576,0.2872,0.1383,-0.1031,-25.2108,6.09,2.4678,28.0197,?,-26.1933,4.9989,2.2358,29.9393,?,-10.0393,0.472,0.687,12.2391,?,0.9625,2.5112,2.6091,1.1038,3.5919,3.2543,1.2183,12.9021,10.5905,0.9359,2.2894,2.4462,1,1,1,0.9359,2.2894,2.4462,0.0995,61.4433,-0.9664,-0.7863,0.668,0,0,0,0,0,PANTALONI
0.0497,1.6814,1.2967,10.2462,-1.4962,1.3058,9.0785,3.0131,18.2782,-0.3611,0.1114,1.9268,1.3881,7.0745,-0.709,2.7689,6.7398,2.5961,13.8965,0.0076,0.0381,0.4462,0.0179,11.7253,0.4716,0.0402,0.4304,0.9342,0.4995,2.1707,1.1606,0.5347,0.1852,0.8726,0.2495,4.7118,1.347,0.2859,1.2665,2.0926,-57.7438,1.6523,-45.5943,-27.5948,0.3057,0.9916,0.2931,3.2441,0.959,0.2956,0.5606,1.4483,0.7373,2.5837,1.3153,0.5091,0.0034,3.966,-0.0651,0.3853,-0.1591,0.5069,0.6914,0.258,17.3893,19.0517,4.3648,13.7405,0.3457,-38.8302,22.8059,4.7755,53.9398,?,-100.3906,5.3275,2.3081,103.3798,?,-0.4478,-0.1732,0.3868,0.914,1.8911,2.069,0.8354,3.5761,4.2808,-0.1346,-0.0702,0.5218,0,0,1,0.2547,0.1329,0.5218,0.281,156.6102,0.9462,-0.5778,-0.7802,0.067,0.0625,0.25,1,0,GIACCA
0.1064,1.834,1.3542,9.3617,-1.2438,1.4403,7.3872,2.7179,12.7916,-0.6365,0.1605,1.6898,1.2999,7.1592,-0.6201,2.922,4.4846,2.1177,7.842,0.0047,0.0738,0.6626,0.0364,8.973,0.4929,0.0549,0.4983,1.0418,0.6395,2.0909,1.2834,0.6138,0.2483,1.0853,0.4089,4.3717,1.6472,0.3768,1.043,1.8937,-139.149,1.8156,-133.4081,-73.4791,0.5338,0.9442,0.5295,1.7688,0.992,0.5608,0.7319,1.3076,1.1938,1.7867,1.6312,0.9129,0.0037,4.1841,-0.0865,0.2746,-0.1728,0.598,0.5683,0.2062,15.0828,37.961,6.1612,16.4398,0.2238,-40.5862,21.8151,4.6707,53.2791,?,-98.5356,6.4198,2.5337,101.3992,?,-0.3716,-0.1531,0.4119,1.3191,2.4317,1.8434,1.7401,5.9131,3.3981,-0.089,-0.0467,0.5254,0,0,1,0.3086,0.1621,0.5254,0.2774,154.2045,0.9179,-0.3127,-0.6432,0,0,0,0,0,GIACCA
-0.0515,3.0301,1.7407,14.7771,-1.3217,1.081,8.4721,2.9107,19.8806,-1.0698,-0.0196,1.9748,1.4053,8.0372,-1.0023,2.815,6.7246,2.5932,10.8834,0.0044,-0.0477,2.6274,-0.0183,-55.1093,0.384,-0.007,0.598,1.2387,0.6713,2.0712,1.1224,0.5419,0.3577,1.5344,0.4506,4.2901,1.2599,0.2937,0.8187,2.091,-173.9095,2.5542,-212.4326,-83.1707,0.6627,1.5856,0.5822,2.3928,0.8786,0.3672,0.7433,1.8386,1.3578,2.4736,1.8267,0.7385,0.0028,4.0545,-0.0414,0.4085,-0.2871,0.3493,0.558,-0.0531,16.3688,16.9556,4.1177,13.62,0.3162,-41.5235,12.1617,3.4874,52.4399,?,-97.5444,2.8969,1.702,98.9395,?,-0.3942,-0.1678,0.4257,1.1808,2.4193,2.0489,1.3942,5.853,4.1982,-0.1201,-0.0637,0.53,0,0,1,0.2597,0.1377,0.53,0.2772,155.4366,0.98,-0.7242,-0.8069,0,0,0,0,0,GIACCA
0.0497,1.6814,1.2967,10.2462,-1.4962,1.3058,9.0785,3.0131,18.2782,-0.3611,0.1114,1.9268,1.3881,7.0745,-0.709,2.7689,6.7398,2.5961,13.8965,0.0076,0.0381,0.4462,0.0179,11.7253,0.4716,0.0402,0.4304,0.9342,0.4995,2.1707,1.1606,0.5347,0.1852,0.8726,0.2495,4.7118,1.347,0.2859,1.2665,2.0926,-57.7438,1.6523,-45.5943,-27.5948,0.3057,0.9916,0.2931,3.2441,0.959,0.2956,0.5606,1.4483,0.7373,2.5837,1.3153,0.5091,0.0034,3.966,-0.0651,0.3853,-0.1591,0.5069,0.6914,0.258,17.3893,19.0517,4.3648,13.7405,0.3457,-38.8302,22.8059,4.7755,53.9398,?,-100.3906,5.3275,2.3081,103.3798,?,-0.4478,-0.1732,0.3868,0.914,1.8911,2.069,0.8354,3.5761,4.2808,-0.1346,-0.0702,0.5218,0,0,1,0.2547,0.1329,0.5218,0.281,156.6102,0.9462,-0.5778,-0.7802,0.067,0.0625,0.25,1,0,GIACCA
0.1064,1.834,1.3542,9.3617,-1.2438,1.4403,7.3872,2.7179,12.7916,-0.6365,0.1605,1.6898,1.2999,7.1592,-0.6201,2.922,4.4846,2.1177,7.842,0.0047,0.0738,0.6626,0.0364,8.973,0.4929,0.0549,0.4983,1.0418,0.6395,2.0909,1.2834,0.6138,0.2483,1.0853,0.4089,4.3717,1.6472,0.3768,1.043,1.8937,-139.149,1.8156,-133.4081,-73.4791,0.5338,0.9442,0.5295,1.7688,0.992,0.5608,0.7319,1.3076,1.1938,1.7867,1.6312,0.9129,0.0037,4.1841,-0.0865,0.2746,-0.1728,0.598,0.5683,0.2062,15.0828,37.961,6.1612,16.4398,0.2238,-40.5862,21.8151,4.6707,53.2791,?,-98.5356,6.4198,2.5337,101.3992,?,-0.3716,-0.1531,0.4119,1.3191,2.4317,1.8434,1.7401,5.9131,3.3981,-0.089,-0.0467,0.5254,0,0,1,0.3086,0.1621,0.5254,0.2774,154.2045,0.9179,-0.3127,-0.6432,0,0,0,0,0,GIACCA
-0.0515,3.0301,1.7407,14.7771,-1.3217,1.081,8.4721,2.9107,19.8806,-1.0698,-0.0196,1.9748,1.4053,8.0372,-1.0023,2.815,6.7246,2.5932,10.8834,0.0044,-0.0477,2.6274,-0.0183,-55.1093,0.384,-0.007,0.598,1.2387,0.6713,2.0712,1.1224,0.5419,0.3577,1.5344,0.4506,4.2901,1.2599,0.2937,0.8187,2.091,-173.9095,2.5542,-212.4326,-83.1707,0.6627,1.5856,0.5822,2.3928,0.8786,0.3672,0.7433,1.8386,1.3578,2.4736,1.8267,0.7385,0.0028,4.0545,-0.0414,0.4085,-0.2871,0.3493,0.558,-0.0531,16.3688,16.9556,4.1177,13.62,0.3162,-41.5235,12.1617,3.4874,52.4399,?,-97.5444,2.8969,1.702,98.9395,?,-0.3942,-0.1678,0.4257,1.1808,2.4193,2.0489,1.3942,5.853,4.1982,-0.1201,-0.0637,0.53,0,0,1,0.2597,0.1377,0.53,0.2772,155.4366,0.98,-0.7242,-0.8069,0,0,0,0,0,GIACCA
1.0374,11.2167,3.3491,18.9879,-0.365,0.9404,8.6725,2.9449,13.3424,-0.875,1.0277,3.4165,1.8484,13.4994,-1.0844,4.6434,4.7612,2.182,15.7414,0.0376,1.1031,1.0094,0.2234,0.915,0.2025,0.2213,1.1373,1.8119,1.5349,1.5932,1.3496,0.8471,1.2934,3.2831,2.3558,2.5384,1.8215,0.7176,0.8154,0.7229,-8.2656,0.8866,-10.1369,-11.4337,1.9549,2.1479,0.8505,1.0987,0.4351,0.396,1.4231,1.4066,1.2062,0.9884,0.8476,0.8576,0.0046,6.9756,0.0789,0.0091,0.5217,0.2451,0.3322,0.2242,13.469,349.7583,18.7018,53.8788,-0.3752,-27.9211,50.1732,7.0833,40.3198,?,-6.3361,221.7626,14.8917,42.5995,-1.4483,-0.4824,-2.1258,4.4067,2.6403,1.2559,0.4757,6.971,1.5772,0.2262,0.3646,0.5833,1.6,0,2.2518,0,1.3363,1.2648,0.9465,0.0842,61.1282,0.3651,0.7927,0.1012,0,0,0,0,0,GIACCA
1.6305,7.1661,2.677,22.1534,-0.3834,0.8503,4.338,2.0828,9.9551,-0.6251,0.4274,2.99,1.7292,11.0179,-0.8917,3.6177,4.9705,2.2295,17.1531,0.0181,1.9176,3.8146,0.4507,1.9893,0.235,0.1182,1.2853,1.5481,1.2007,1.2045,0.9342,0.7756,1.652,2.3967,1.4417,1.4508,0.8727,0.6015,1.6034,1.1822,-19.3934,0.7373,-12.0951,-16.4039,2.6141,2.7494,0.9166,1.0518,0.3507,0.3334,2.2253,2.0107,1.2915,0.9035,0.5804,0.6423,0.0049,5.633,0.4902,-0.1656,0.6846,0.6016,0.4743,0.016,6.466,129.8721,11.3961,37.3184,-0.8029,-33.3197,13.4401,3.6661,41.5192,?,-14.8066,61.3234,7.8309,31.9778,-3.5559,-0.1941,-0.4367,2.2503,3.1085,1.4553,0.4682,9.663,2.1178,0.2192,0.4003,0.6659,1.6635,0,2.9489,0,0.8988,1.167,1.2984,0.0954,60.8774,-0.6097,0.5421,-0.9128,0,0,0,0,0,GIACCA
0.0352,0.012,0.1095,0.6837,-0.7366,-0.1284,0.0721,0.2685,1.3085,-1.503,-0.005,0.0095,0.0977,0.7874,-1.6361,0.2835,0.031,0.1761,0.7682,0.0291,-0.274,-7.0107,0.1241,25.5906,-0.4531,-0.0177,0.408,1.1212,0.6219,2.7482,1.5243,0.5547,0.1664,1.257,0.3867,7.5524,2.3235,0.3076,0.3691,0.5934,-12.5837,1.6077,-34.0968,-21.2078,0.7531,1.318,0.4975,1.7502,0.6607,0.3775,0.5225,0.8682,0.8899,1.6618,1.7032,1.0249,0.0003,0.3916,-0.2869,0.4765,0.2046,0.244,-0.6175,-0.194,-41.068,0.097,0.3114,41.6397,?,-7.4801,0.2427,0.4927,8.7585,?,-6.2727,0.0847,0.291,6.839,?,5.4903,6.5471,1.1925,0.6321,1.07,1.6929,0.3995,1.145,2.8658,4.7542,6.0886,1.2807,1,1,1,4.7542,6.0886,1.2807,0.1091,54.8208,-0.3565,0.0778,-0.5545,0,0,0,0,0,GIACCA
-0.0615,0.0254,0.1593,0.811,-1.3105,0.0817,0.1055,0.3248,1.9243,-0.5231,0.0032,0.027,0.1643,1.0597,-0.4595,0.3516,0.0447,0.2115,1.2472,0.0158,-0.752,-19.3112,-0.1748,25.6786,0.2325,0.0091,0.4905,0.9701,0.7533,1.9776,1.5356,0.7765,0.2406,0.9411,0.5674,3.9109,2.358,0.6029,0.696,1.3788,-22.9973,1.981,-33.0424,-16.6792,0.2778,0.4834,0.277,1.74,0.997,0.573,0.4215,0.7653,0.6503,1.8159,1.5429,0.8497,0.0003,0.5094,0.1681,0.5094,0.0518,0.3646,0.5336,0.2722,-41.2739,0.0709,0.2663,41.9388,?,-7.4484,0.18,0.4242,8.6395,?,-4.687,0.2455,0.4954,5.3391,?,5.5413,8.8061,1.5892,0.6277,0.5374,0.8563,0.394,0.2888,0.7332,4.8543,7.8551,1.6182,1,1,1,4.8543,7.8551,1.6182,0.1147,53.4093,-0.0213,-0.2598,-0.5101,0,0,0,0,0,GIACCA
-0.5416,1.6961,1.3023,9.3174,-4.4897,-0.0583,8.2585,2.8738,18.5984,-0.5575,0.18,1.593,1.2622,9.9332,-0.8245,2.1186,7.3883,2.7181,13.1544,0.0014,9.2888,-3.0084,-0.2557,-0.3239,-0.0275,0.085,0.4532,1.0318,0.4791,2.2769,1.0572,0.4643,0.2054,1.0647,0.2296,5.1841,1.1178,0.2156,1.1447,1.6975,-402.5204,1.483,-351.646,-237.1203,0.1421,0.3117,0.1288,2.1934,0.9065,0.4133,0.501,0.938,0.7083,1.8723,1.4139,0.7551,0.0015,3.0784,-0.2059,-0.6236,-0.6978,0.566,0.3299,0.5162,13.9734,25.3708,5.0369,19.0796,0.374,13.0418,5.3101,2.3044,12.059,0.4779,-51.5625,9.1657,3.0275,53.5187,?,1.0714,-0.271,-0.2529,2.1858,1.6637,0.7612,4.7778,2.768,0.5794,1.0326,-0.213,-0.2063,1.3195,0,0,1.5822,0.3565,0.2253,0.1447,78.5777,0.9468,0.9811,0.9768,2.9237,0.0705,0.2655,1,0.6667,GIACCA
