@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
2.9638,0.8645,0.9298,3.4011,0.3225,-0.1369,0.5719,0.7562,2.8104,-1.6546,-2.2216,4.1568,2.0388,7.1186,-1.6253,4.3667,0.2634,0.5132,2.4332,0.5692,-21.6566,-1.3341,0.6787,0.0616,-0.0313,-0.5088,1.2296,0.4561,1.8117,0.3709,1.4734,3.9725,1.5118,0.208,3.2821,0.1376,2.171,15.7808,-0.9242,-0.3673,0.5036,0.3975,-0.5449,-1.371,4.7418,1.8513,0.8889,0.3904,0.1875,0.4801,1.2102,0.4778,1.3978,0.3948,1.155,2.9256,0.0842,6.4481,-0.222,0.883,0.4714,-0.1816,-0.2742,0.2945,?,?,?,?,?,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
4.1187,2.2897,1.5132,5.0587,0.19,-0.0072,3.3283,1.8244,6.0739,-1.0616,-3.461,4.2392,2.0589,8.041,-38.2187,6.1659,0.7819,0.8843,4.3461,0.4612,-568.7347,-1.19,0.668,0.0021,-0.0012,-0.5613,0.8294,0.7349,1.7112,0.8861,2.0631,2.3284,0.688,0.5401,2.9283,0.7851,4.2565,5.4215,-0.3794,-0.1514,0.319,0.3991,-0.8407,-2.1062,2.1198,30.4608,0.7742,14.3694,0.3652,0.0254,0.8329,0.6291,1.164,0.7554,1.3975,1.8502,0.1223,9.1801,0.4284,0.8355,0.0972,0.5438,-0.217,-0.3916,?,?,?,?,?,1,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
2.4854,1.6456,1.2828,4.0788,0.0182,0.2127,1.0134,1.0067,3.9134,-1.2275,-4.1847,1.6349,1.2786,6.2859,?,5.2397,0.5734,0.7572,3.1545,0.5265,11.6833,-0.5939,0.4743,-0.0508,0.0406,-0.7987,1.2743,1.0033,1.6941,0.7873,1.3295,1.6886,1.6238,1.0065,2.87,0.6199,1.7675,2.8514,-0.0351,-0.012,0.0216,0.3431,-0.6149,-1.7924,2.3647,0,0.6237,0,0.2637,0,1.0423,0.6489,1.293,0.6226,1.2406,1.9927,0.1107,7.5482,0.7698,0.6953,-0.288,0.6354,-0.4396,-0.8504,?,?,?,?,?,4.1591,38.1338,6.1753,21,0,TASCA_DESTRA_DAVANTI_PANTALONI
0.0465,0.0088,0.0938,0.3817,-0.7014,0.0613,0.0136,0.1166,0.5218,-0.5714,0.0174,0.0108,0.104,0.4613,-1.0695,0.186,0.0049,0.0698,0.3425,0.1501,0.759,2.6778,0.2503,3.5282,0.3298,0.0935,0.8042,0.9018,1.3442,1.1213,1.6714,1.4905,0.6468,0.8133,1.8068,1.2574,2.7934,2.2216,0.8292,0.66,-2.6008,0.796,-3.1365,-3.9405,0.6755,1.0064,0.5566,1.4898,0.824,0.5531,0.7314,0.8274,1.1143,1.1312,1.5235,1.3468,0.0016,0.2775,0.1804,-0.2715,0.2969,-0.3726,0.5207,-0.2569,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.061,0.0177,0.1329,0.5369,-0.8928,0.034,0.0115,0.1072,0.4939,-0.7762,-0.0089,0.0078,0.0884,0.4398,-0.817,0.1928,0.0047,0.0688,0.2786,0.1437,1.7927,-6.88,0.3161,-3.8377,0.1763,-0.046,1.24,1.504,1.9325,1.2129,1.5584,1.2849,1.5377,2.262,3.7346,1.471,2.4287,1.651,1.1734,1.2807,-5.4186,1.0914,-4.6178,-4.2309,1.0202,1.172,0.872,1.1487,0.8547,0.744,1.0872,1.2209,1.9274,1.123,1.7729,1.5787,0.0014,0.2837,-0.2105,-0.0721,0.4055,-0.0162,0.0404,-0.0912,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.5822,0.9033,0.9504,4.1213,-0.0678,-0.8422,1.2635,1.1241,4.8772,-27.5101,-0.496,0.754,0.8683,4.7215,-2.653,1.3816,2.3064,1.5187,5.4859,0.0153,-0.6913,-1.1739,0.4214,1.6982,-0.6096,-0.359,0.8455,1.0945,0.6258,1.2945,0.7402,0.5718,0.7149,1.198,0.3917,1.6757,0.5478,0.3269,0.0556,0.0763,-3.0628,1.3725,-55.0982,-40.1454,22.5623,2.9863,0.6928,0.1324,0.0307,0.232,0.845,0.8729,0.7513,1.033,0.8891,0.8607,0.0223,2.1232,-0.6052,-0.6326,0.8872,0.1922,-0.8675,-0.5721,?,?,?,?,?,4.1226,0.02,0.1416,1.0569,0.791,TASCA_DESTRA_DAVANTI_PANTALONI
3.0899,26.2641,5.1248,18.1799,-1.1418,-2.5104,2.6683,1.6335,5.484,-10.2019,-1.3835,12.5541,3.5432,16.6228,-1.0304,7.4869,3.196,1.7877,9.7455,0.2319,-1.2308,-2.2333,0.4127,1.8145,-0.3353,-0.1848,3.1374,1.4464,2.8667,0.461,0.9137,1.9819,9.843,2.0921,8.2177,0.2125,0.8349,3.928,1.9405,1.1489,-3.2943,0.5921,-1.6976,-2.8673,17.338,1.0368,0.669,0.0598,0.0386,0.6453,3.3151,1.0937,1.8655,0.3299,0.5627,1.7057,0.0426,11.2372,-0.1881,-0.5222,0.322,-0.4706,-0.1535,-0.1201,?,?,?,?,?,1.6465,2.4306,1.559,4,0,TASCA_DESTRA_DAVANTI_PANTALONI
-3.983,23.5218,4.8499,25.143,-3.7198,-1.4105,30.1513,5.491,27.4893,-0.862,0.549,22.8827,4.7836,25.8824,-0.8211,7.73,34.9575,5.9125,21.9726,0.0601,2.8238,-7.2553,-0.5153,-2.5693,-0.1825,0.071,0.8832,1.0139,0.8203,1.1479,0.9287,0.8091,0.7801,1.0279,0.6729,1.3176,0.8625,0.6546,1.5571,1.698,-14.1003,1.0905,-9.0554,-8.3038,0.3608,0.3748,0.2279,1.0387,0.6315,0.608,0.9146,0.9714,1.1443,1.0621,1.2511,1.1779,0.0426,11.8283,-0.2459,-0.3421,-0.7342,0.7968,0.0873,0.2263,?,?,?,?,?,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
-3.4795,17.7932,4.2182,24.7639,-2.2727,-0.1395,16.5343,4.0662,17.0179,-2.292,-0.4019,16.6479,4.0802,19.893,-0.9288,6.7307,17.9613,4.2381,17.3677,0.0584,24.9504,8.6577,-0.517,0.347,-0.0207,-0.0597,1.0374,1.0338,0.9953,0.9966,0.9595,0.9627,1.0761,1.0688,0.9906,0.9932,0.9206,0.9269,1.4514,1.7953,-15.9571,1.2369,-10.9942,-8.8885,1.4637,0.7337,0.4102,0.5012,0.2803,0.5592,1.4552,1.2449,1.4259,0.8555,0.9799,1.1454,0.0358,10.2187,-0.2376,-0.4448,-0.5081,0.1923,-0.4377,0.1395,?,?,?,?,?,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
0.4137,2.7484,1.6578,5.0549,-0.9389,0.4626,5.4755,2.34,7.3519,-0.614,-0.2265,0.2381,0.4879,1.8056,-1.0923,2.8623,0.7055,0.84,3.703,0.2506,0.8943,-1.8265,0.1445,-2.0425,0.1616,-0.0791,0.7085,3.3978,1.9737,4.7958,2.7859,0.5809,0.502,11.545,3.8956,23.0002,7.761,0.3374,0.8753,2.5969,-1.9773,2.967,-2.259,-0.7614,0.5723,3.021,0.5276,5.2784,0.9219,0.1747,0.6876,2.7996,1.3651,4.0717,1.9854,0.4876,0.0132,4.1834,-0.7799,-0.8747,-0.6735,0.7413,0.5733,0.607,?,?,?,?,?,4.0472,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0838,3.8776,1.9692,6.9735,-1.4948,0.1476,10.0779,3.1746,10.2578,-0.64,0.2552,1.0743,1.0365,3.5725,-0.3834,3.5242,2.7038,1.6443,7.3569,0.0593,-0.5675,-0.3283,-0.0238,0.5785,0.0419,0.0724,0.6203,1.8999,1.1976,3.0628,1.9306,0.6303,0.3848,3.6095,1.4342,9.3809,3.7274,0.3973,1.0438,4.2203,-9.0155,4.0432,-8.6371,-2.1362,0.4469,1.0824,0.3574,2.422,0.7998,0.3302,0.6798,1.952,0.9479,2.8713,1.3943,0.4856,0.006,5.4571,-0.9504,-0.8725,-0.4526,0.9048,0.4048,0.4489,?,?,?,?,?,4.0425,0.0002,0.014,0.0472,0.9883,TASCA_DESTRA_DAVANTI_PANTALONI
0.0362,0.3921,0.6262,2.8065,-1.5252,-0.1749,0.4192,0.6475,2.4556,-0.8048,0.3595,0.0493,0.2221,0.924,-0.0614,0.9105,0.1928,0.4391,2.0738,0.0922,-0.2071,0.1008,0.0398,-0.4865,-0.1921,0.3949,0.9671,2.8197,1.4261,2.9156,1.4746,0.5058,0.9353,7.9505,2.0339,8.5005,2.1746,0.2558,1.548,31.7268,-8.0496,20.495,-5.1999,-0.2537,0.8168,1.2766,0.4865,1.5629,0.5956,0.3811,1.1429,3.0372,1.3533,2.6575,1.1841,0.4456,0.0079,1.4046,-0.8016,-0.7006,-0.4647,0.5309,0.5323,0.3935,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.0091,0.0112,0.1057,0.4395,-1.3337,0.0243,0.0176,0.1327,0.6841,-1.0668,0.0046,0.0119,0.109,0.5116,-0.9304,0.1868,0.0065,0.0804,0.3664,0.1173,0.3731,1.9568,0.0485,5.2441,0.13,0.0248,0.7966,0.9699,1.315,1.2175,1.6509,1.3559,0.6345,0.9406,1.7293,1.4824,2.7254,1.8385,0.7114,1.0187,-5.1569,1.432,-7.2492,-5.0623,0.569,0.7106,0.4537,1.2489,0.7974,0.6385,0.6425,0.8591,1.1995,1.3371,1.867,1.3963,0.0005,0.2734,-0.0083,-0.2321,-0.0221,-0.0341,-0.034,0.1375,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0045,0.0105,0.1027,0.4119,-1.0523,-0.011,0.0141,0.1188,0.5751,-0.7652,-0.0008,0.0109,0.1043,0.4146,-1.0324,0.1762,0.0046,0.0681,0.3553,0.1045,0.4058,5.5177,-0.0255,13.596,-0.0627,-0.0046,0.8642,0.984,1.5071,1.1386,1.7439,1.5315,0.7469,0.9683,2.2713,1.2965,3.041,2.3456,0.8472,1.0029,-5.0955,1.1837,-6.0143,-5.081,0.6161,0.9839,0.5059,1.597,0.8212,0.5142,0.7163,0.9935,1.1594,1.387,1.6187,1.167,0.0002,0.2701,-0.0661,-0.0568,-0.1044,0.1406,0.1323,-0.0973,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.2696,1.1749,1.0839,3.9095,-0.657,1.2303,6.8028,2.6082,7.5972,-0.5371,0.1479,1.6849,1.298,5.3564,-0.9189,3.1072,1.6164,1.2714,4.7171,0.1121,0.2191,1.8234,0.0868,8.3211,0.396,0.0476,0.4156,0.8351,0.8526,2.0094,2.0515,1.021,0.1727,0.6974,0.7269,4.0376,4.2087,1.0424,0.5839,0.6043,-2.6039,1.0349,-4.4592,-4.3087,0.4774,0.8453,0.4441,1.7707,0.9304,0.5254,0.5146,0.7299,0.8288,1.4184,1.6106,1.1355,0.0249,4.3858,-0.0595,-0.133,0.4248,-0.1505,0.7508,-0.1224,?,?,?,?,?,4.1499,0.0006,0.0239,0.0983,0.9768,TASCA_DESTRA_DAVANTI_PANTALONI
2.6774,6.7027,2.589,9.0955,-0.1625,0.537,1.5988,1.2644,4.1967,-0.789,-3.2442,15.8454,3.9806,13.7457,-3.9812,5.2573,14.4894,3.8065,11.0586,0.0841,4.9858,-0.8253,0.5093,-0.1655,0.1021,-0.6171,2.0475,0.6504,0.6801,0.3176,0.3322,1.0457,4.1924,0.423,0.4626,0.1009,0.1103,1.0936,0.6871,0.1158,-1.2517,0.1685,-1.8217,-10.8134,3.3351,2.8352,0.648,0.8501,0.1943,0.2285,2.1673,0.6617,0.8225,0.3053,0.3795,1.243,0.0831,7.9758,0.5893,-0.664,0.8423,-0.5069,0.6159,-0.9269,?,?,?,?,?,4.2693,0.0776,0.2786,1.0337,0.8003,TASCA_DESTRA_DAVANTI_PANTALONI
2.003,1.5203,1.233,4.5821,-0.078,-0.7728,0.9838,0.9919,4.2404,-0.8879,-0.9518,2.1884,1.4793,5.6674,-5.1984,2.9291,1.6281,1.276,5.4831,0.1299,-2.5918,-2.1044,0.6838,0.8119,-0.2638,-0.325,1.2431,0.8335,0.9663,0.6705,0.7774,1.1594,1.5453,0.6947,0.9338,0.4496,0.6043,1.3441,0.1663,0.0698,-0.4049,0.4196,-2.4354,-5.8042,1.8924,4.6487,0.6745,2.4565,0.3564,0.1451,1.0806,0.8085,0.8357,0.7482,0.7734,1.0336,0.046,4.2744,0.3664,-0.0088,0.7355,-0.798,0.667,-0.6228,?,?,?,?,?,6.1067,1.7523,1.3238,4.2284,0.4949,TASCA_DESTRA_DAVANTI_PANTALONI
4.6702,4.6465,2.1556,6.9162,0.1203,-1.6606,1.9414,1.3933,4.9283,-7.4889,-0.3633,3.8639,1.9657,8.6577,-2.6392,5.699,2.6732,1.635,5.2283,0.3458,-2.8124,-12.8551,0.8195,4.5709,-0.2914,-0.0637,1.5471,1.0966,1.3184,0.7088,0.8522,1.2023,2.3934,1.2025,1.7382,0.5024,0.7262,1.4454,-0.2175,-0.1506,0.3422,0.6925,-1.5733,-2.272,13.5421,3.3047,0.9838,0.244,0.0726,0.2977,1.4034,0.7989,1.3228,0.5692,0.9426,1.6559,0.0974,7.7834,0.682,0.6167,0.8306,0.426,0.4534,0.1763,?,?,?,?,?,4.0949,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.5691,3.2448,1.8013,6.5171,-0.6676,-0.3387,5.1373,2.2666,7.5532,-1.7608,0.7343,2.5784,1.6057,6.4805,-0.8202,3.1697,1.891,1.3751,5.5386,0.0828,-1.6803,0.775,0.1795,-0.4613,-0.1069,0.2317,0.7947,1.1218,1.3099,1.4115,1.6483,1.1677,0.6316,1.2584,1.7159,1.9924,2.7167,1.3635,0.5416,0.8934,-5.2153,1.6497,-9.6296,-5.8373,1.4285,1.0977,0.6472,0.7684,0.453,0.5896,0.8628,1.0057,1.1767,1.1655,1.3637,1.1701,0.0194,4.8947,-0.7518,0.2905,0.5918,-0.2286,-0.8161,0.2986,?,?,?,?,?,4.0472,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
3.1363,9.6618,3.1083,8.9887,-0.0713,-1.9739,1.9628,1.401,5.4402,-4.2967,-0.6123,6.8067,2.609,10.2783,-1.576,4.99,7.6384,2.7638,9.0754,0.0508,-1.5889,-5.1224,0.6285,3.2239,-0.3956,-0.1227,2.2187,1.1914,1.1247,0.537,0.5069,0.944,4.9225,1.4195,1.2649,0.2884,0.257,0.8911,0.1356,0.0951,-1.2312,0.7018,-9.0825,-12.9416,8.1692,2.1028,0.8775,0.2574,0.1074,0.4173,1.6523,0.8745,0.9904,0.5293,0.5994,1.1325,0.0736,7.573,-0.3615,-0.0906,0.8865,0.1669,-0.7077,-0.2014,?,?,?,?,?,7.2736,12.8835,3.5894,14.6544,0.2204,TASCA_DESTRA_DAVANTI_PANTALONI
3.2428,1.9451,1.3947,5.0977,0.0909,-1.5087,1.2388,1.113,3.8164,-19.6309,-1.04,4.0762,2.019,7.1714,-1.7063,4.3826,1.9265,1.388,5.1063,0.1951,-2.1494,-3.1182,0.7399,1.4507,-0.3442,-0.2373,1.2531,0.6908,1.0048,0.5513,0.8019,1.4546,1.5702,0.4772,1.0097,0.3039,0.643,2.1159,-0.1404,-0.1127,0.4117,0.8031,-2.9331,-3.6521,30.3125,2.1161,0.8838,0.0698,0.0292,0.4177,1.3357,0.7108,0.9983,0.5322,0.7474,1.4044,0.073,6.6996,-0.1931,0.3159,0.8492,-0.5189,-0.3879,0.1123,?,?,?,?,?,4.8237,0.2929,0.5412,1.7462,0.7035,TASCA_DESTRA_DAVANTI_PANTALONI
1.5255,4.9677,2.2288,8.6998,-0.3043,0.887,3.5651,1.8881,7.4486,-0.9536,-3.6994,5.6238,2.3715,10.2868,?,4.9021,6.9263,2.6318,10.062,0.1263,1.7198,-0.4124,0.3112,-0.2398,0.181,-0.7547,1.1804,0.9399,0.8469,0.7962,0.7174,0.9011,1.3934,0.8833,0.7172,0.6339,0.5147,0.812,0.5582,0.1973,-1.3947,0.3535,-2.4987,-7.0694,1.7495,0,0.5792,0,0.331,0,1.168,0.8457,0.8646,0.7241,0.7403,1.0223,0.0804,7.6056,0.6202,-0.6864,0.8367,-0.199,0.3772,-0.9355,?,?,?,?,?,59.6515,2542.0056,50.4183,140.3935,0.0287,TASCA_DESTRA_DAVANTI_PANTALONI
4.084,50.5597,7.1105,27.321,-0.5948,-2.8888,23.9699,4.8959,25.6831,-1.2716,-3.0809,23.6468,4.8628,32.5751,-2.4543,9.9625,33.4416,5.7829,27.1618,0.0798,-1.4137,-1.3256,0.4099,0.9377,-0.29,-0.3092,1.4523,1.4622,1.2296,1.0068,0.8466,0.8409,2.1093,2.1381,1.5119,1.0137,0.7168,0.7071,0.7088,0.4403,-4.3238,0.6212,-6.1005,-9.8208,1.5152,1.8166,0.5803,1.1989,0.383,0.3195,1.0638,0.8387,1.0059,0.7884,0.9456,1.1993,0.0405,14.635,-0.299,-0.0051,0.7705,-0.5486,-0.177,-0.2564,?,?,?,?,?,0.2759,0.1998,0.4469,1,0,TASCA_DESTRA_DAVANTI_PANTALONI
4.7574,37.6931,6.1395,23.2151,-0.5706,-4.3693,21.0772,4.591,14.1535,-3.5991,-0.8402,4.2354,2.058,9.3389,-1.7946,8.9345,25.6101,5.0606,14.6756,0.0732,-1.0888,-5.6622,0.5325,5.2003,-0.489,-0.094,1.3373,2.9832,1.2132,2.2308,0.9072,0.4067,1.7883,8.8996,1.4718,4.9765,0.823,0.1654,0.7615,1.4064,-7.2762,1.8469,-9.5551,-5.1736,4.8029,4.4231,0.9334,0.9209,0.1943,0.211,1.6402,2.4859,1.5819,1.5155,0.9644,0.6364,0.0658,12.694,-0.3285,-0.0235,0.8388,-0.3252,-0.5406,-0.0153,?,?,?,?,?,0.8081,1.7712,1.3309,4,0,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3755,8.4009,2.8984,9.8139,-1.0107,-0.8891,6.3965,2.5291,11.6367,-4.0701,1.0965,26.3999,5.1381,22.4544,-0.6578,5.9523,7.9006,2.8108,11.9851,0.1256,0.4223,-0.3425,-0.0631,-0.8109,-0.1494,0.1842,1.146,0.5641,1.0312,0.4922,0.8998,1.828,1.3134,0.3182,1.0633,0.2423,0.8096,3.3415,0.5281,0.5536,-2.8664,1.0484,-5.4281,-5.1774,2.1266,0.3604,0.3561,0.1695,0.1675,0.9882,0.8434,0.4371,0.8188,0.5182,0.9709,1.8735,0.0298,8.863,-0.4193,-0.668,0.244,0.0703,-0.4889,0.0996,?,?,?,?,?,2,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
5.3217,46.1943,6.7966,20.1336,-0.3865,-0.8671,9.5757,3.0945,11.2972,-0.9366,-2.126,12.6702,3.5595,19.0278,-4.5197,9.557,10.6961,3.2705,14.4799,0.1204,-6.1375,-2.5031,0.5568,0.4078,-0.0907,-0.2225,2.1964,1.9094,2.0782,0.8694,0.9462,1.0884,4.8241,3.6459,4.3188,0.7558,0.8953,1.1846,1.0272,0.3602,-2.8302,0.3507,-2.7554,-7.8575,2.4893,4.2125,0.8821,1.6922,0.3543,0.2094,1.7822,1.0581,1.3905,0.5937,0.7802,1.3141,0.0591,13.8308,-0.4726,-0.4508,0.8673,-0.1481,-0.2821,-0.6214,?,?,?,?,?,9.3878,105.3394,10.2635,25,0,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0079,0.0074,0.0858,0.3791,-1.1101,-0.0248,0.0028,0.0526,0.2046,-1.2396,-0.0073,0.0144,0.1201,0.5053,-1.589,0.149,0.0031,0.0555,0.2929,0.1289,0.3179,1.0872,-0.053,3.4194,-0.1667,-0.0487,1.6312,0.7141,1.5448,0.4378,0.947,2.1632,2.6607,0.5099,2.3863,0.1917,0.8969,4.6796,1.7616,0.6432,-4.6012,0.3651,-2.6119,-7.154,1.9671,0.9206,0.5344,0.468,0.2716,0.5804,1.8534,0.7503,1.2944,0.4049,0.6984,1.7251,0.0005,0.2201,0.4401,0.1423,-0.1387,0.0727,-0.0358,-0.3961,28.1877,0,0,0,1,0.36,0.2304,0.48,1,0,TASCA_DESTRA_DAVANTI_PANTALONI
4.1085,50.1648,7.0827,24.5587,-0.4368,-1.436,7.0341,2.6522,9.7274,-2.5491,-2.5607,12.7821,3.5752,13.9601,-1.7158,9.28,9.3609,3.0596,11.7942,0.3102,-2.8611,-1.6045,0.4427,0.5608,-0.1547,-0.2759,2.6705,1.9811,2.3149,0.7418,0.8669,1.1685,7.1317,3.9246,5.359,0.5503,0.7514,1.3655,1.0686,0.8465,-1.4074,0.7921,-1.317,-1.6626,6.2365,3.3253,0.9996,0.5332,0.1603,0.3006,2.5247,1.7592,2.0823,0.6968,0.8248,1.1836,0.099,13.0666,-0.3342,0.8332,0.7951,-0.5246,-0.3033,0.6431,27.638,0.0109,0.1046,0.2095,0.9924,12.9608,34.5083,5.8744,24,0,TASCA_DESTRA_DAVANTI_PANTALONI
