@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.3368,2.7519,1.6589,7.9128,-0.555,-0.3565,1.7686,1.3299,4.8033,-0.9433,-0.2028,1.0843,1.0413,5.3385,-0.9755,2.318,0.5133,0.7165,4.4124,0.1788,-0.9447,-1.6604,0.1453,1.7576,-0.1538,-0.0875,1.2474,1.5931,2.3153,1.2772,1.8562,1.4533,1.556,2.538,5.3608,1.6311,3.4453,2.1122,1.2113,1.0713,-2.9403,0.8845,-2.4275,-2.7445,2.0587,1.883,0.9471,0.9147,0.46,0.503,1.6473,1.4822,1.7933,0.8998,1.0886,1.2099,0.0014,3.4903,0.3538,-0.1369,0.4934,-0.1845,0.4653,-0.1884,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-0.1048,2.6766,1.636,7.7589,-0.4917,-0.2843,1.4494,1.2039,5.078,-0.8417,-0.0261,0.504,0.7099,3.6494,-1.9311,1.9816,0.7956,0.892,4.9455,0.1297,0.3686,4.0097,-0.0529,10.877,-0.1435,-0.0132,1.3589,2.3046,1.8342,1.6959,1.3497,0.7959,1.8467,5.311,3.3642,2.876,1.8218,0.6334,1.102,1.0637,-3.4695,0.9653,-3.1484,-3.2617,1.8865,4.1776,0.9153,2.2145,0.4852,0.2191,1.5279,2.1261,1.5689,1.3915,1.0268,0.7379,0.0008,2.9425,0.5473,-0.0769,0.3158,-0.2894,0.4392,-0.2953,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.4088,2.4212,1.556,7.5309,-0.4977,0.1095,2.0493,1.4315,5.4181,-0.6892,-0.564,0.474,0.6885,3.4993,-4.5351,2.0947,1.054,1.0267,5.3242,0.0479,3.7349,-0.7248,0.1952,-0.1941,0.0523,-0.2693,1.087,2.2601,1.5156,2.0793,1.3944,0.6706,1.1815,5.1081,2.2971,4.3235,1.9443,0.4497,1.132,0.8728,-9.341,0.7711,-8.2519,-10.702,1.5677,7.9538,0.8992,5.0734,0.5736,0.1131,1.3899,2.1521,1.4145,1.5484,1.0176,0.6572,0.0018,3.1859,0.5911,-0.1621,0.5261,-0.2389,0.5273,-0.493,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.5874,1.5918,1.2617,7.4424,-0.6112,-0.0366,2.3874,1.5451,9.8482,-0.8913,0.0677,5.1079,2.2601,18.0724,-0.9533,2.53,3.0373,1.7428,8.9407,0.0478,-16.0351,8.6777,0.2322,-0.5412,-0.0145,0.0268,0.8165,0.5582,0.7239,0.6837,0.8866,1.2968,0.6667,0.3116,0.5241,0.4674,0.786,1.6817,0.6083,0.3201,-6.2883,0.5262,-10.3371,-19.6445,0.8871,0.4992,0.4919,0.5628,0.5545,0.9854,0.7557,0.4118,0.8324,0.5449,1.1015,2.0214,0.0016,3.6309,0.5339,-0.1466,0.0647,0.0579,0.0159,0.3045,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.7325,1.7157,1.3099,10.012,-0.9416,-0.1894,2.3818,1.5433,9.7402,-1.1179,0.0316,3.4195,1.8492,15.4885,-1.2874,2.4276,2.1972,1.4823,9.2068,0.034,-3.8674,23.1445,0.3017,-5.9844,-0.078,0.013,0.8487,0.7083,0.8837,0.8346,1.0412,1.2475,0.7203,0.5017,0.7809,0.6965,1.084,1.5563,0.9444,0.557,-14.9925,0.5898,-15.8753,-26.9175,1.1213,0.7616,0.541,0.6792,0.4825,0.7105,1.0279,0.6464,1.0875,0.6289,1.0579,1.6823,0.002,3.5967,0.4721,-0.2254,-0.0139,0.1021,-0.2004,0.1323,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.1336,1.4802,1.2166,7.3766,-0.7349,-0.0259,1.1932,1.0923,4.7319,-0.5878,-0.2155,0.431,0.6565,3.6923,-1.0144,1.5565,0.7466,0.864,4.5392,0.0634,-5.1619,-0.62,0.0858,0.1201,-0.0166,-0.1384,1.1138,1.8532,1.4081,1.6638,1.2642,0.7598,1.2405,3.4343,1.9827,2.7684,1.5982,0.5773,1.7838,1.6805,-10.161,0.9421,-5.6961,-6.0465,1.4267,2.3198,0.8773,1.626,0.6149,0.3782,1.5589,1.9978,1.6251,1.2815,1.0424,0.8134,0.0007,2.3136,0.4323,-0.1827,0.2752,-0.4876,0.6395,-0.2806,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.1331,1.5986,1.2644,6.0002,-0.6608,-0.1028,1.3052,1.1425,4.6146,-0.66,-0.4068,0.293,0.5413,2.5233,-3.3851,1.6063,0.8104,0.9002,4.2671,0.0453,-1.2948,-0.3273,0.0829,0.2528,-0.064,-0.2533,1.1067,2.3359,1.4045,2.1107,1.2691,0.6013,1.2248,5.4563,1.9726,4.4549,1.6105,0.3615,1.3011,1.2256,-11.7822,0.9419,-9.0555,-9.6138,1.2997,6.2786,0.8083,4.8309,0.6219,0.1287,1.3002,2.3779,1.4062,1.8288,1.0815,0.5914,0.0012,2.4102,0.4684,0.1265,0.2832,-0.2041,0.6035,-0.4513,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.2929,2.7173,1.6484,9.0918,-1.2348,0.1376,4.4054,2.0989,9.8712,-1.0431,-0.1205,5.4811,2.3412,10.8686,-0.8118,3.1578,2.7513,1.6587,6.8971,0.0379,2.1279,-2.4304,0.0928,-1.1422,0.0436,-0.0382,0.7854,0.7041,0.9938,0.8965,1.2654,1.4114,0.6168,0.4958,0.9876,0.8037,1.6012,1.9921,0.9968,1.0316,-18.4969,1.0349,-18.5565,-17.9311,0.842,0.6782,0.5675,0.8054,0.674,0.8368,0.921,0.8365,1.3182,0.9082,1.4312,1.5758,0.0009,4.7891,0.3183,0.2546,-0.1261,-0.1931,0.1328,0.1876,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
0.5309,2.5773,1.6054,7.944,-0.3648,-0.2978,1.8009,1.342,4.9074,-0.9682,-0.4505,0.3928,0.6267,2.9476,-2.6295,2.0519,1.1343,1.065,6.0406,0.0372,-1.7826,-1.1783,0.2587,0.661,-0.1451,-0.2196,1.1963,2.5617,1.5074,2.1413,1.26,0.5884,1.4312,6.5622,2.2722,4.5853,1.5877,0.3463,0.8796,0.9944,-9.0948,1.1304,-10.3392,-9.1463,2.3344,7.167,0.9277,3.0702,0.3974,0.1294,1.6188,2.6951,1.3151,1.6649,0.8124,0.488,0.002,3.051,0.3665,-0.5124,0.5348,-0.5311,0.1936,-0.6488,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.1434,2.5133,1.5853,7.9838,-0.4531,-0.412,1.7131,1.3089,5.6297,-1.0256,-0.0996,0.4902,0.7001,3.5924,-1.7765,2.0117,0.87,0.9327,5.449,0.0766,0.348,1.4402,-0.0713,4.138,-0.2048,-0.0495,1.2112,2.2644,1.6997,1.8695,1.4033,0.7506,1.4671,5.1275,2.8889,3.4951,1.9691,0.5634,0.8734,1.0831,-5.5065,1.2401,-6.3046,-5.0839,1.9769,4.2465,0.931,2.1481,0.471,0.2193,1.4182,2.2224,1.4652,1.5671,1.0332,0.6593,0.0012,3.002,0.5619,-0.3047,0.421,-0.2949,0.4244,-0.3127,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.0361,3.6674,1.915,10.9032,-1.6717,0.072,5.1132,2.2612,9.3815,-0.9051,0.0303,4.6473,2.1558,12.2959,-0.5901,3.3181,2.4252,1.5573,8.4731,0.0152,-0.5013,-1.1902,-0.0109,2.3742,0.0217,0.0091,0.8469,0.8883,1.2297,1.0489,1.452,1.3843,0.7172,0.7891,1.5122,1.1003,2.1084,1.9163,1.5306,1.495,-52.1783,0.9768,-34.0903,-34.9017,0.8288,0.5278,0.4743,0.6368,0.5723,0.8987,1.1622,0.8867,1.2868,0.763,1.1072,1.4512,0.0002,4.9491,0.1147,-0.0443,-0.2923,0.2276,0.3664,0.0385,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.2529,2.8488,1.6878,8.0923,-0.4456,-0.33,1.1142,1.0556,3.7076,-1.0064,-0.0616,0.6206,0.7878,4.5767,-0.9642,1.9701,0.8789,0.9375,5.6244,0.0493,0.7663,4.1032,-0.1284,5.3542,-0.1675,-0.0313,1.599,2.1425,1.8004,1.3399,1.1259,0.8403,2.5568,4.5901,3.2414,1.7953,1.2678,0.7062,1.3412,1.1103,-8.5491,0.8278,-6.374,-7.7,3.0294,2.4025,0.9462,0.7931,0.3123,0.3938,2.1826,1.7682,1.4388,0.8101,0.6592,0.8137,0.0011,2.9369,0.5578,-0.4014,0.4311,-0.3867,0.3467,-0.2774,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
