@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.2882,2.8423,1.6859,11.1143,-1.3699,1.5787,15.7076,3.9633,13.9991,-1.3134,8.9433,16.6419,4.0795,20.416,0.0195,10.1115,15.506,3.9378,18.2554,0.1319,0.1826,0.0322,0.0285,0.1765,0.1561,0.8845,0.4254,0.4133,0.4281,0.9715,1.0065,1.036,0.1809,0.1708,0.1833,0.9439,1.013,1.0733,0.8084,-15.8336,-2.3154,-19.5873,-2.8643,0.1462,0.775,0.2252,0.223,0.2906,0.2877,0.9901,0.7939,0.5444,0.6088,0.6857,0.7668,1.1184,0.0454,13.8889,-0.6702,-0.2577,-0.1978,0.1853,0.111,0.9702,-0.0088,0.0165,0.1284,0.5812,-5.9423,0.1387,0.013,0.1141,0.5379,-0.1874,0.7281,0.0099,0.0996,0.53,0.3416,-0.0634,-0.0121,0.1906,1.1252,1.2889,1.1455,1.2661,1.6613,1.3121,5.8604,-1.8091,-0.3087,0.1848,0.104,0.5628,1.0805,1.0967,1.015,0.0037,0.9666,-0.3519,0.9629,-0.2453,?,?,?,?,?,PANTALONI
0.2073,2.1704,1.4732,11.1047,-1.3612,3.2941,8.8655,2.9775,17.2015,-0.0449,9.6861,1.7291,1.3149,9.2081,0.397,10.6343,4.3922,2.0958,14.0485,0.3622,0.0629,0.0214,0.0195,0.3401,0.3098,0.9108,0.4948,1.1204,0.7029,2.2644,1.4207,0.6274,0.2448,1.2552,0.4941,5.1274,2.0184,0.3937,8.6607,-1.0559,-0.8025,-0.1219,-0.0927,0.76,0.2857,0.308,0.2135,1.078,0.7474,0.6933,0.6456,1.206,0.7905,1.8681,1.2244,0.6555,0.0512,13.9741,-0.2258,-0.7372,-0.6008,0.3553,0.7949,0.8183,0.3493,0.026,0.1611,0.4273,0.338,-0.1325,0.0139,0.1178,0.3693,?,-0.3065,0.0557,0.2361,0.8069,-3.7888,-2.6357,-1.1397,0.4324,1.368,0.6826,0.499,1.8715,0.466,0.249,-0.5907,-0.3417,0.5785,0,3.8309,0,1.1572,0.5296,0.4577,0.0024,0.8192,-0.8625,0.6521,-0.6325,?,?,?,?,?,PANTALONI
0.0847,4.434,2.1057,9.816,-0.5933,-12.034,7.4005,2.7204,22.3994,?,9.4792,4.7523,2.18,13.989,0.1792,15.4882,11.3814,3.3736,21.3688,0.2498,-0.007,0.0089,0.0055,-1.2695,-0.777,0.612,0.774,0.9659,0.6242,1.2479,0.8064,0.6462,0.5991,0.933,0.3896,1.5572,0.6502,0.4176,0.1632,-1.1967,-0.5136,-7.3332,-3.1473,0.4292,0,0.3615,0.2163,0,0,0.5983,0.4382,0.7017,0.4594,1.6012,1.0482,0.6546,0.0762,23.1835,0.0165,-0.1932,-0.0563,-0.8764,-0.9795,0.9506,-0.689,0.0016,0.0397,0.7567,?,0.3539,0.0035,0.0588,0.1852,0.5786,-0.2745,0.0026,0.0509,0.3954,?,-1.947,2.5106,-1.2894,0.6745,0.7785,1.1541,0.455,0.6061,1.332,-2.9747,1.9135,-0.6433,0,1,0,4.0851,1.9135,0.4684,0.0041,1.3174,-0.0121,-0.8627,-0.2772,?,?,?,?,?,PANTALONI
-0.27,11.7652,3.43,17.9631,-0.9472,-0.9005,44.1555,6.645,27.2001,-0.7764,9.7223,22.4306,4.7361,22.1956,-0.0357,12.1665,25.7347,5.0729,22.7347,0.0359,0.2998,-0.0278,-0.0222,-0.0926,-0.074,0.7991,0.5162,0.7242,0.6761,1.403,1.3099,0.9336,0.2664,0.5245,0.4572,1.9685,1.7158,0.8716,0.735,11.4131,-10.3108,15.5281,-14.0283,-0.9034,0.6025,0.4305,0.3912,0.7145,0.6493,0.9087,0.6604,0.8093,0.7901,1.2255,1.1964,0.9763,0.0249,17.5262,0.0952,-0.4494,-0.3385,-0.4314,-0.2439,0.8998,-0.4801,0.0941,0.3068,0.8858,-7.6927,0.2687,0.0174,0.132,0.4881,-0.0192,0.6877,0.0183,0.1352,0.4829,0.47,-1.787,-0.6982,0.3907,2.3243,2.2684,0.976,5.4023,5.1457,0.9525,85.4245,-1.8307,-0.0214,0.2128,0.1118,0.5256,1.815,1.8343,1.0106,0.0022,1.466,0.6454,0.9421,0.6158,?,?,?,?,?,PANTALONI
-0.3037,11.1437,3.3382,26.2096,-1.3222,-5.6285,54.0239,7.3501,36.9966,-1.7207,9.7054,18.8292,4.3393,25.0526,-0.19,13.1596,36.7897,6.0655,28.9298,0.0303,0.054,-0.0313,-0.0231,-0.5799,-0.4277,0.7375,0.4542,0.7693,0.5504,1.6939,1.2118,0.7154,0.2063,0.5918,0.3029,2.8692,1.4685,0.5118,0.6378,3.7301,-16.5057,5.8485,-25.8795,-4.425,0.83,0.5361,0.3783,0.6459,0.4558,0.7056,0.7084,1.0462,0.906,1.4768,1.2788,0.866,0.0283,19.8259,-0.051,-0.351,-0.2423,-0.6199,-0.7965,0.8699,-0.41,0.1643,0.4053,1.3291,-1.2989,0.109,0.0295,0.1718,0.533,-0.6008,0.1566,0.4448,0.6669,1.7714,-1.2274,-3.7624,-2.6175,0.6957,2.3596,0.6078,0.2576,5.5679,0.3694,0.0663,3.7541,0.7693,0.2049,1.7363,0.727,0.4187,2.4936,0.7503,0.3009,0.0011,1.3818,-0.3799,-0.9546,0.3724,?,?,?,?,?,PANTALONI
-0.4083,4.4078,2.0995,12.7028,-1.4853,5.2171,15.6653,3.9579,19.1773,-0.5105,10.0671,5.8113,2.4107,20.2946,0.2114,12.1348,7.3615,2.7132,21.0414,0.215,-0.0783,-0.0406,-0.0336,0.5182,0.4299,0.8296,0.5304,0.8709,0.7738,1.6418,1.4588,0.8885,0.2814,0.7585,0.5988,2.6957,2.128,0.7894,1.1713,-1.3958,-1.3173,-1.1916,-1.1246,0.9437,0.4026,0.1986,0.1907,0.4934,0.4737,0.96,0.6624,0.6259,0.6037,0.9449,0.9114,0.9645,0.0313,17.58,-0.0777,-0.0727,-0.2992,0.1954,0.5685,0.8533,-0.1043,0.0324,0.1799,0.6334,-2.2716,0.0045,0.0728,0.2698,0.8386,-1.7284,0.3027,0.6906,0.831,1.8926,-0.9796,-23.2387,-0.3447,0.0148,0.6667,0.2165,0.3247,0.4444,0.0469,0.1054,0.8278,0.4696,0.5672,0.6299,0.2025,0.3215,0.7553,0.3347,0.4431,0.0009,1.2698,0.965,0.926,0.9156,?,?,?,?,?,PANTALONI
0.389,6.7807,2.604,23.0456,-1.032,3.3105,63.8262,7.9891,58.7833,-0.1989,9.8724,16.1637,4.0204,27.2449,0.0994,12.2331,45.6973,6.76,49.6807,0.0724,0.1175,0.0394,0.0318,0.3353,0.2706,0.807,0.3259,0.6477,0.3852,1.9871,1.1818,0.5947,0.1062,0.4195,0.1484,3.9487,1.3967,0.3537,1.2002,-3.8913,-3.0185,-3.2424,-2.5151,0.7757,0.2313,0.3749,0.2118,1.6207,0.9155,0.5649,0.392,0.8459,0.4639,2.1576,1.1832,0.5484,0.0282,17.0905,-0.3701,-0.0171,-0.2646,0.1706,0.697,0.7423,0.1856,0.0129,0.1136,0.4218,-0.0288,-0.4943,0.0417,0.2042,0.8106,?,-0.1399,0.0673,0.2593,0.7451,-2.1963,-0.3756,-1.327,3.5332,0.5564,0.4382,0.7875,0.3096,0.192,0.6202,0.0146,0.0231,1.5831,0,1.7587,0,0.5204,0.5661,1.0878,0.0015,0.9307,-0.4317,-0.1297,0.3045,?,?,?,?,?,PANTALONI
0.209,0.3522,0.5934,2.2377,-0.9064,6.3827,0.5525,0.7433,3.157,0.6038,9.8689,0.4093,0.6398,3.1956,0.7299,11.79,0.4868,0.6977,3.1761,0.7702,0.0327,0.0212,0.0177,0.6467,0.5414,0.8371,0.7984,0.9275,0.8506,1.1618,1.0654,0.917,0.6374,0.8603,0.7235,1.3497,1.135,0.8409,-0.2211,-0.1232,-0.1,0.5573,0.4521,0.8112,0.1473,0.0992,0.0849,0.6736,0.5766,0.856,0.7088,0.7002,0.7045,0.9879,0.994,1.0062,0.0323,16.8107,-0.3441,-0.1564,-0.3113,0.1139,0.6605,0.8204,0.3654,0.0012,0.0347,0.1238,0.7228,-0.6228,0.0002,0.0149,0.6496,?,-0.1546,0.0025,0.0503,0.2294,?,-0.5866,-2.3629,4.0279,2.3351,0.6893,0.2952,5.4527,0.4751,0.0871,-0.497,-1.4072,2.8313,0,0,1,0.1906,0.5395,2.8313,0.002,1.1428,0.6918,0.8988,0.7339,?,?,?,?,?,PANTALONI
0.3382,0.5192,0.7205,2.6041,-0.5823,6.4484,0.9974,0.9987,3.978,0.5247,9.8593,0.522,0.7225,4.0277,0.6747,11.8421,0.7066,0.8406,4.5032,0.6851,0.0525,0.0343,0.0286,0.654,0.5445,0.8326,0.7215,0.9973,0.8572,1.3824,1.1881,0.8595,0.5205,0.9947,0.7348,1.9109,1.4116,0.7387,-0.2183,-0.1147,-0.0978,0.5256,0.4481,0.8526,0.1967,0.1329,0.1151,0.6759,0.5852,0.8657,0.6546,0.6465,0.5783,0.9877,0.8834,0.8944,0.0319,16.992,-0.6561,-0.0594,-0.4344,0.116,0.7033,0.786,0.1934,0.0074,0.0861,0.2237,0.2799,-0.6702,0.0007,0.0259,0.6999,?,-0.3005,0.0069,0.083,0.4,?,-0.2886,-0.6435,2.2301,3.3189,1.0375,0.3126,11.015,1.0764,0.0977,-0.1242,-0.2174,1.7497,0,0,1,0.3195,0.5591,1.7497,0.0021,1.164,0.8984,0.9908,0.8898,?,?,?,?,?,PANTALONI
0.2644,5.8168,2.4118,14.4792,-0.9156,9.485,3.0878,1.7572,8.2261,0.4307,9.9082,1.647,1.2833,6.8931,0.4875,13.9955,2.8846,1.6984,7.9931,0.5733,0.0279,0.0267,0.0189,0.9573,0.6777,0.708,1.3725,1.8793,1.42,1.3692,1.0346,0.7556,1.8838,3.5318,2.0165,1.8748,1.0704,0.5709,-1.1121,-1.0554,-0.6443,0.949,0.5794,0.6105,0.5231,0.562,0.4035,1.0743,0.7713,0.718,1.7602,2.1005,1.8115,1.1934,1.0292,0.8624,0.0686,21.0737,0.1844,-0.1665,0.091,0.0969,0.7809,0.6555,-0.049,0.1558,0.3947,1.0783,-0.9455,-0.1762,0.2112,0.4595,1.1712,-1.1976,-0.0875,0.4697,0.6854,1.4809,-0.9431,0.2779,0.5597,2.0142,0.8589,0.5759,0.6705,0.7377,0.3316,0.4496,0.8211,0.7291,0.888,1.0399,0.7273,0.6993,0.9207,0.7281,0.7909,0.001,1.559,0.9683,0.989,0.9891,?,?,?,?,?,PANTALONI
0.5511,5.8434,2.4173,13.7259,-0.7875,4.851,25.8276,5.0821,22.1194,-0.3915,10.0242,7.6155,2.7596,15.5235,0.1475,12.2563,13.3887,3.6591,19.209,0.1526,0.1136,0.055,0.045,0.4839,0.3958,0.8179,0.4757,0.876,0.6606,1.8416,1.3889,0.7542,0.2262,0.7673,0.4364,3.3915,1.9291,0.5688,0.9717,-2.2512,-1.7484,-2.3168,-1.7994,0.7766,0.4831,0.4217,0.3388,0.873,0.7013,0.8033,0.6205,0.8842,0.7146,1.4249,1.1515,0.8081,0.0302,17.7333,-0.1344,0.4229,0.1272,0.3645,0.7316,0.8531,0.3834,0.0197,0.1404,0.446,0.3115,0.0353,0.0134,0.1157,0.4362,-0.93,0.5789,0.0604,0.2457,0.7076,0.1562,10.8696,0.6623,0.0609,1.2127,0.5711,0.471,1.4706,0.3262,0.2218,-0.9599,1.5406,-1.605,2.866,0.7724,0.2695,1.0225,0.6302,0.6164,0.0019,1.0671,0.7138,0.6112,0.454,?,?,?,?,?,PANTALONI
0.0088,4.9658,2.2284,13.926,-0.8968,7.3878,21.8261,4.6718,21.3857,-0.5239,10.2278,7.3673,2.7143,19.0399,0.1333,13.6531,6.9397,2.6343,16.5803,0.2608,0.0012,0.0009,0.0006,0.7223,0.5411,0.7491,0.477,0.821,0.8459,1.7212,1.7734,1.0303,0.2275,0.674,0.7156,2.9626,3.1451,1.0616,0.8956,-2.2488,-1.1256,-2.511,-1.2568,0.5005,0.5232,0.3342,0.3273,0.6388,0.6257,0.9794,0.6512,0.7314,0.8399,1.1232,1.2898,1.1483,0.0338,19.6244,0.2758,0.5311,0.599,-0.1178,0.3379,0.8312,0.1956,0.0169,0.1299,0.4623,0.1665,-0.3122,0.0027,0.0515,0.4168,?,-0.6288,0.131,0.362,1.1995,-2.4248,-0.6266,-0.3111,0.4965,2.5202,0.3588,0.1424,6.3516,0.1287,0.0203,-0.2216,-0.1087,0.4907,0,1.5835,0,1.1091,0.3854,0.3475,0.002,1.1807,0.1091,0.9028,-0.1151,?,?,?,?,?,PANTALONI
0.7713,1.5012,1.2252,7.0212,-0.5404,1.3257,14.3706,3.7909,22.5532,-0.3928,9.8883,7.0451,2.6543,17.5986,0.1304,10.5931,10.8323,3.2912,21.0906,0.1656,0.5818,0.078,0.0728,0.1341,0.1251,0.9335,0.3232,0.4616,0.3723,1.4282,1.1518,0.8065,0.1045,0.2131,0.1386,2.0398,1.3266,0.6504,0.3873,-0.9333,-0.5884,-2.4099,-1.5194,0.6305,0.2815,0.2252,0.1803,0.8001,0.6406,0.8007,0.3113,0.399,0.3329,1.2815,1.0693,0.8344,0.0269,13.7543,-0.0557,0.2875,0.3362,0.482,0.614,0.9536,0.1733,0.0077,0.088,0.4194,0.1828,0.0269,0.0087,0.0932,0.3585,-0.939,0.4606,0.0456,0.2136,0.6498,0.2614,6.4484,0.3763,0.0584,0.9435,0.4118,0.4364,0.8903,0.1696,0.1905,-0.5403,0.4078,-0.7547,2.7755,0.5832,0.2101,1.1698,0.6453,0.5517,0.0013,0.722,-0.033,0.6859,-0.4346,?,?,?,?,?,PANTALONI
0.5708,1.5752,1.2551,6.68,-0.4058,10.2651,4.6872,2.165,11.8272,0.2857,9.932,0.8395,0.9162,4.202,0.6675,14.4042,3.9643,1.991,9.4213,0.5384,0.0556,0.0575,0.0396,1.0335,0.7126,0.6895,0.5797,1.3698,0.6304,2.3629,1.0874,0.4602,0.3361,1.8763,0.3974,5.5833,1.1824,0.2118,-0.4076,-0.2286,-0.1755,0.5609,0.4306,0.7676,0.287,0.376,0.2328,1.3103,0.8113,0.6192,0.5648,1.5897,0.709,2.8147,1.2554,0.446,0.0369,21.1396,0.799,0.0102,0.7014,0.4349,0.9648,0.6398,0.2062,0.2712,0.5208,1.2926,-0.9207,-0.1138,0.175,0.4183,1.0592,-1.8952,0.1297,0.4083,0.639,1.4057,-0.9728,-1.8125,1.5904,-0.8774,1.2449,0.8151,0.6547,1.5499,0.6643,0.4286,0.8937,0.8939,1.0003,1.8396,0.9445,0.5134,1.2204,0.9196,0.7535,0.0007,1.5638,0.9076,0.9897,0.957,?,?,?,?,?,PANTALONI
0.1359,0.663,0.8142,2.8138,-0.5016,9.0322,1.2926,1.1369,4.0398,0.6543,9.9377,0.3667,0.6056,3.5458,0.7065,13.4845,0.849,0.9214,3.5064,0.7762,0.0151,0.0137,0.0101,0.9089,0.6698,0.737,0.7162,1.3446,0.8837,1.8775,1.2339,0.6572,0.5129,1.8079,0.7809,3.5249,1.5225,0.4319,-0.1229,-0.1101,-0.0773,0.896,0.6289,0.7018,0.1604,0.1551,0.1196,0.9674,0.746,0.7711,0.6965,0.7936,0.8025,1.1393,1.1521,1.0112,0.0347,19.6821,0.7828,-0.3164,0.5403,0.0097,0.8819,0.4781,0.0511,0.3801,0.6165,1.3235,-0.9423,-0.0629,0.1287,0.3588,0.96,-1.7335,0.0191,0.4771,0.6907,1.4061,-0.9919,-0.8119,2.6687,-3.2868,1.7185,0.8926,0.5194,2.9534,0.7968,0.2698,1.0547,0.9171,0.8695,1.9403,0.9654,0.4975,1.3786,0.9413,0.6828,0.0002,1.6576,0.9654,0.9972,0.9815,?,?,?,?,?,PANTALONI
0.7885,0.7088,0.8419,3.454,-0.2621,10.1826,2.3076,1.5191,6.0647,0.5627,9.8812,0.6759,0.8221,4.9902,0.6284,14.262,2.2324,1.4941,6.3527,0.6534,0.0774,0.0798,0.0553,1.0305,0.714,0.6928,0.5542,1.024,0.5635,1.8477,1.0167,0.5503,0.3072,1.0486,0.3175,3.4141,1.0337,0.3028,-0.0919,-0.085,-0.0599,0.9247,0.6514,0.7045,0.1974,0.2038,0.1493,1.0327,0.7565,0.7326,0.5695,0.6922,0.5437,1.2153,0.9547,0.7855,0.0382,20.8965,0.794,-0.0488,0.622,0.42,0.9472,0.6875,0.3249,0.2987,0.5465,1.3322,-0.8896,0.0039,0.1016,0.3187,0.9532,-1.7226,0.264,0.3971,0.6302,1.4079,-1.0221,83.2595,1.2305,0.0148,1.715,0.8673,0.5057,2.9413,0.7523,0.2558,1.0399,0.8813,0.8475,2.0137,1.0126,0.5029,1.3975,0.9462,0.6771,0.0011,1.6003,0.9638,0.9967,0.9806,?,?,?,?,?,PANTALONI
-0.0471,3.0007,1.7323,14.9735,-2.5836,6.974,55.5806,7.4552,62.3672,-0.1776,9.7837,25.1564,5.0156,39.552,-0.052,13.1432,55.3547,7.4401,62.5838,0.0331,-0.0068,-0.0048,-0.0036,0.7128,0.5306,0.7444,0.2324,0.3454,0.2328,1.4864,1.002,0.6741,0.054,0.1193,0.0542,2.2094,1.0041,0.4545,1.1474,5.5255,-5.0368,4.8155,-4.3896,-0.9116,0.0789,0.1111,0.0646,1.4086,0.8182,0.5809,0.2401,0.3786,0.2393,1.5768,0.9965,0.632,0.031,18.7556,-0.244,-0.1459,-0.265,0.6375,0.8496,0.9117,0.5031,0.018,0.1343,0.4239,0.3584,-0.2822,0.0012,0.0345,0.354,?,-0.1337,0.0039,0.0627,0.2442,-21.6899,-1.7828,-3.7632,2.1109,3.8957,2.1404,0.5494,15.1767,4.5815,0.3019,-0.6688,-1.0144,1.5167,0,61.3972,0,1.1975,1.7362,1.4499,0.0015,0.9195,-0.2078,-0.7675,0.0471,?,?,?,?,?,GIACCA
-0.0471,4.349,2.0854,16.5019,-1.9606,1.8774,12.4094,3.5227,19.4512,-0.5731,9.8784,15.1083,3.8869,21.6661,-0.1165,10.873,14.7538,3.8411,17.531,0.1828,-0.0251,-0.0048,-0.0043,0.19,0.1727,0.9085,0.592,0.5365,0.5429,0.9063,0.9171,1.0119,0.3505,0.2879,0.2948,0.8214,0.8411,1.024,1.5421,4.8328,-2.7875,3.1339,-1.8076,-0.5768,0.4508,0.2872,0.2598,0.6372,0.5764,0.9046,0.8484,0.7616,0.9413,0.8978,1.1095,1.2359,0.0251,14.2859,0.2441,0.1724,0.1511,-0.1301,0.1513,0.9164,0.2861,0.006,0.0774,0.2558,0.4389,-0.1184,0.0134,0.1156,0.3132,?,-0.0797,0.0006,0.0251,0.162,?,-2.4164,-3.5889,1.4852,0.6696,3.0829,4.6038,0.4484,9.5041,21.1953,-0.6389,-1.2351,1.9332,0,0,1,0.8167,1.5788,1.9332,0.0008,0.4842,-0.9525,-0.5687,0.5547,?,?,?,?,?,GIACCA
