@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.3809,2.2724,1.5074,6.3074,-1.5432,0.1296,3.9953,1.9988,8.8616,-0.543,-1.1094,6.5696,2.5631,11.3115,-1.298,3.4554,2.2899,1.5132,6.5362,0.1427,-2.9389,0.3434,-0.1102,-0.1168,0.0375,-0.321,0.7542,0.5881,0.9962,0.7798,1.3209,1.6938,0.5688,0.3459,0.9923,0.6081,1.7447,2.869,1.2274,0.599,-3.5193,0.4881,-2.8673,-5.875,0.4318,0.5039,0.3253,1.1668,0.7533,0.6456,0.7118,0.5576,0.965,0.7834,1.3558,1.7306,0.0127,5.2013,0.1348,0.4059,-0.1743,-0.2406,0.4055,-0.5587,?,?,?,?,?,SINISTRA_PANTALONI
-0.0061,0.0074,0.0858,0.4033,-0.7545,-0.001,0.0062,0.0787,0.3768,-1.5485,-0.0097,0.0044,0.0667,0.3452,-0.9612,0.1236,0.0029,0.0534,0.2685,0.0822,6.282,0.6262,-0.049,0.0997,-0.0078,-0.0783,1.0907,1.2875,1.6061,1.1805,1.4726,1.2474,1.1896,1.6577,2.5794,1.3935,2.1684,1.556,0.7575,1.0251,-7.2112,1.3533,-9.5201,-7.035,1.5546,1.306,0.7856,0.8401,0.5053,0.6015,1.0703,1.1683,1.5018,1.0916,1.4032,1.2854,0.0001,0.1829,-0.2625,-0.0791,0.3098,-0.2016,-0.2111,0.0329,?,?,?,?,?,SINISTRA_PANTALONI
0.0151,0.01,0.1001,0.4763,-0.7426,0.0036,0.0093,0.0962,0.4285,-0.716,0.0338,0.0106,0.1028,0.4524,-0.9308,0.1637,0.0044,0.0666,0.314,0.0864,4.224,0.4464,0.0921,0.1057,0.0218,0.2064,1.0406,0.9743,1.5042,0.9363,1.4456,1.544,1.0828,0.9492,2.2628,0.8766,2.0897,2.3839,1.1352,0.9308,-6.8377,0.8199,-6.0232,-7.3458,1.0946,1.1667,0.7953,1.0658,0.7266,0.6817,1.1116,1.053,1.5169,0.9473,1.3647,1.4406,0.0004,0.2496,-0.3852,0.1153,-0.0363,-0.646,0.0479,0.1162,?,?,?,?,?,SINISTRA_PANTALONI
0.0531,0.0299,0.173,0.8353,-0.9046,-0.0777,0.0178,0.1333,0.5693,-2.4209,0.0152,0.013,0.1138,0.7333,-1.907,0.2262,0.0186,0.1363,0.49,0.0672,-0.6834,3.5048,0.2349,-5.1283,-0.3436,0.067,1.2977,1.5195,1.2689,1.1709,0.9778,0.8351,1.684,2.3088,1.6102,1.371,0.9562,0.6974,0.9847,0.8247,-11.2381,0.8375,-11.4132,-13.6276,2.6353,1.7386,0.8349,0.6597,0.3168,0.4802,1.4672,1.139,1.7046,0.7764,1.1619,1.4966,0.001,0.3356,-0.4606,0.0088,0.4011,-0.1061,-0.335,0.0188,?,?,?,?,?,SINISTRA_PANTALONI
-0.0062,0.0145,0.1206,0.4961,-1.1077,0.0705,0.0185,0.1362,0.6505,-0.6158,-0.0298,0.0066,0.0813,0.4054,-1.9803,0.1878,0.0103,0.1015,0.4365,0.0712,-0.0878,0.208,-0.033,-2.3687,0.3754,-0.1585,0.8854,1.484,1.1876,1.676,1.3412,0.8002,0.784,2.2022,1.4103,2.8091,1.7989,0.6404,1.0515,0.9679,-7.7953,0.9205,-7.4132,-8.0538,0.5846,1.7303,0.5008,2.9599,0.8567,0.2894,0.7625,1.2237,1.1364,1.6048,1.4902,0.9286,0.0008,0.2778,-0.1066,-0.1374,-0.06,-0.5761,0.6692,-0.4915,?,?,?,?,?,SINISTRA_PANTALONI
-0.299,4.7023,2.1685,10.3275,-1.4356,1.0303,2.8754,1.6957,6.9098,-0.2659,-3.0976,4.217,2.0535,9.0955,-7.0295,4.2235,4.703,2.1686,8.7417,0.0946,-0.2902,0.0965,-0.0708,-0.3326,0.2439,-0.7334,1.2788,1.056,0.9999,0.8258,0.7819,0.9469,1.6353,1.1151,0.9999,0.6819,0.6114,0.8967,4.1943,0.7645,-6.6647,0.1823,-1.589,-8.718,0.7768,3.7434,0.4392,4.8188,0.5654,0.1173,1.4946,1.1355,1.1814,0.7597,0.7904,1.0405,0.0338,6.0457,0.0333,-0.0895,-0.1294,-0.6978,0.7999,-0.7986,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.5922,5.1361,2.2663,9.5228,-1.1855,1.3823,1.6579,1.2876,5.8508,-0.3835,-2.8877,2.6902,1.6402,9.4899,-4.5415,4.3615,1.062,1.0305,5.8464,0.2517,-0.4284,0.2051,-0.1358,-0.4787,0.3169,-0.6621,1.7601,1.3817,2.1992,0.785,1.2495,1.5916,3.098,1.9092,4.8364,0.6163,1.5611,2.5332,3.185,0.6642,-2.6273,0.2085,-0.8249,-3.9558,1.0303,2.5444,0.5577,2.4695,0.5413,0.2192,1.6276,1.0035,1.6288,0.6165,1.0008,1.6232,0.0336,6.4665,0.1179,-0.0207,-0.097,-0.0792,0.4061,-0.4567,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.9116,9.8989,3.1463,14.7356,-1.4819,0.2948,1.7603,1.3268,6.533,-1.4732,-3.1511,7.3802,2.7167,17.3692,-0.9013,4.9633,5.2524,2.2918,9.034,0.0757,-3.0923,0.2893,-0.1837,-0.0936,0.0594,-0.6349,2.3714,1.1581,1.3728,0.4884,0.5789,1.1854,5.6234,1.3413,1.8847,0.2385,0.3351,1.4051,2.2609,1.0685,-11.8927,0.4726,-5.2601,-11.1298,2.2476,0.6499,0.6075,0.2892,0.2703,0.9347,2.2556,0.8484,1.6311,0.3761,0.7232,1.9226,0.034,7.144,-0.0291,-0.0275,-0.5649,-0.4551,0.2756,-0.4648,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.299,4.7023,2.1685,10.3275,-1.4356,1.0303,2.8754,1.6957,6.9098,-0.2659,-3.0976,4.217,2.0535,9.0955,-7.0295,4.2235,4.703,2.1686,8.7417,0.0946,-0.2902,0.0965,-0.0708,-0.3326,0.2439,-0.7334,1.2788,1.056,0.9999,0.8258,0.7819,0.9469,1.6353,1.1151,0.9999,0.6819,0.6114,0.8967,4.1943,0.7645,-6.6647,0.1823,-1.589,-8.718,0.7768,3.7434,0.4392,4.8188,0.5654,0.1173,1.4946,1.1355,1.1814,0.7597,0.7904,1.0405,0.0338,6.0457,0.0333,-0.0895,-0.1294,-0.6978,0.7999,-0.7986,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.5922,5.1361,2.2663,9.5228,-1.1855,1.3823,1.6579,1.2876,5.8508,-0.3835,-2.8877,2.6902,1.6402,9.4899,-4.5415,4.3615,1.062,1.0305,5.8464,0.2517,-0.4284,0.2051,-0.1358,-0.4787,0.3169,-0.6621,1.7601,1.3817,2.1992,0.785,1.2495,1.5916,3.098,1.9092,4.8364,0.6163,1.5611,2.5332,3.185,0.6642,-2.6273,0.2085,-0.8249,-3.9558,1.0303,2.5444,0.5577,2.4695,0.5413,0.2192,1.6276,1.0035,1.6288,0.6165,1.0008,1.6232,0.0336,6.4665,0.1179,-0.0207,-0.097,-0.0792,0.4061,-0.4567,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.9116,9.8989,3.1463,14.7356,-1.4819,0.2948,1.7603,1.3268,6.533,-1.4732,-3.1511,7.3802,2.7167,17.3692,-0.9013,4.9633,5.2524,2.2918,9.034,0.0757,-3.0923,0.2893,-0.1837,-0.0936,0.0594,-0.6349,2.3714,1.1581,1.3728,0.4884,0.5789,1.1854,5.6234,1.3413,1.8847,0.2385,0.3351,1.4051,2.2609,1.0685,-11.8927,0.4726,-5.2601,-11.1298,2.2476,0.6499,0.6075,0.2892,0.2703,0.9347,2.2556,0.8484,1.6311,0.3761,0.7232,1.9226,0.034,7.144,-0.0291,-0.0275,-0.5649,-0.4551,0.2756,-0.4648,?,?,?,?,?,TASCA_GIACCA_ALTA
2.2143,7.1242,2.6691,10.0292,-0.3627,3.0981,2.123,1.4571,5.6037,0.0679,0.2766,7.0862,2.662,11.2251,-0.9561,5.2987,2.8353,1.6838,7.3033,0.2203,0.7147,8.0041,0.4179,11.1991,0.5847,0.0522,1.8319,1.0027,1.5851,0.5474,0.8653,1.5809,3.3557,1.0054,2.5127,0.2996,0.7488,2.4993,-6.536,0.4865,-1.2935,-0.0744,0.1979,-2.6588,1.2242,1.2826,0.7857,1.0477,0.6418,0.6126,1.7898,0.8935,1.3732,0.4992,0.7673,1.537,0.0406,8.1916,-0.083,-0.7027,0.7315,0.599,0.3498,-0.309,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6379,9.762,3.1244,12.1913,-0.4174,0.5669,3.9516,1.9879,7.3175,-0.5364,-0.9453,6.9364,2.6337,12.2486,-0.8789,4.15,5.0497,2.2471,9.6012,0.0466,1.1254,-0.6749,0.1537,-0.5997,0.1366,-0.2278,1.5718,1.1863,1.3904,0.7548,0.8846,1.172,2.4704,1.4074,1.9332,0.5697,0.7825,1.3736,1.4052,0.6266,-7.6473,0.4459,-5.4422,-12.2051,1.806,1.3194,0.8541,0.7306,0.4729,0.6473,1.6661,0.9953,1.2698,0.5974,0.7621,1.2757,0.0131,6.511,0.8879,-0.5319,0.6384,-0.5054,0.5994,-0.3488,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0149,0.0068,0.0825,0.3552,-0.6894,-0.0288,0.0068,0.0824,0.3635,-2.1972,-0.0137,0.0031,0.0555,0.286,-1.1038,0.1192,0.0037,0.0608,0.2483,0.0871,-0.5191,-1.0879,0.1253,2.0958,-0.2414,-0.1152,1.0015,1.485,1.3576,1.4828,1.3556,0.9142,1.003,2.2053,1.8431,2.1987,1.8376,0.8358,0.5803,0.966,-6.1175,1.6646,-10.5421,-6.3329,1.8496,1.5467,0.773,0.8363,0.4179,0.4997,0.9773,1.242,1.4304,1.2709,1.4637,1.1517,0.0004,0.1773,-0.4427,-0.2597,0.4722,-0.2523,-0.5749,0.0525,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0564,0.0346,0.1861,0.8418,-1.7208,0.0842,0.0235,0.1534,0.7332,-0.4552,-0.021,0.0162,0.1274,0.5028,-1.1078,0.2511,0.022,0.1484,0.7424,0.0231,-0.6695,2.6889,-0.2244,-4.0162,0.3352,-0.0835,1.2132,1.4599,1.2537,1.2033,1.0334,0.8588,1.4719,2.1313,1.5718,1.448,1.0678,0.7375,2.3212,2.0147,-30.3854,0.868,-13.0902,-15.0816,0.6141,1.297,0.4071,2.1122,0.663,0.3139,1.1481,1.6742,1.1339,1.4583,0.9876,0.6772,0.0011,0.3928,-0.589,0.1927,-0.5039,-0.699,0.6526,-0.3913,?,?,?,?,?,TASCA_GIACCA_ALTA
-2.9032,7.4103,2.7222,10.5334,-5.8896,-0.4475,3.0938,1.7589,9.7717,-1.3292,-1.0577,3.7547,1.9377,9.0958,-1.9788,3.9668,8.2706,2.8759,9.9558,0.071,6.4881,2.7448,-0.7319,0.4231,-0.1128,-0.2666,1.5476,1.4049,0.9466,0.9077,0.6116,0.6738,2.3952,1.9736,0.896,0.824,0.3741,0.454,1.6147,1.4902,-11.8399,0.9229,-7.3324,-7.945,0.3644,0.5007,0.1427,1.3739,0.3915,0.2849,1.0779,1.158,1.058,1.0743,0.9815,0.9136,0.0329,6.0846,-0.5061,0.5773,-0.9324,-0.4877,0.4889,-0.718,?,?,?,?,?,TASCA_GIACCA_BASSA
