@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.1314,3.7723,1.9422,16.7811,-1.3289,-0.1472,6.3012,2.5102,22.8131,-2.1909,-0.0354,2.7308,1.6525,15.1765,-0.8353,2.3071,7.5216,2.7426,18.8978,0.0026,-0.893,-3.7168,0.057,4.1622,-0.0638,-0.0153,0.7737,1.1753,0.7082,1.519,0.9153,0.6025,0.5987,1.3814,0.5015,2.3074,0.8377,0.3631,0.6113,1.3863,-191.2116,2.2677,-312.7918,-137.9342,1.0079,0.8714,0.3803,0.8646,0.3773,0.4364,0.7356,1.1057,0.888,1.5032,1.2072,0.8031,0.001,3.4946,0.338,0.2999,-0.0397,-0.1321,-0.2554,-0.013,-0.5492,0.0039,0.0626,0.6655,?,-0.2496,0.0111,0.1055,0.4407,?,0.0098,0.0029,0.0541,0.2131,-1.4962,2.1998,-55.9593,-25.4378,0.5934,1.1564,1.949,0.3521,1.3373,3.7985,1.5098,5.2106,3.4511,1,0,0,1.5098,3.1231,2.0685,0.0031,0.8458,0.3945,0.0379,0.876,3.6114,3.49,1.8682,5.7299,0.2328,-8.3226,0.6481,0.805,9.6311,?,2.376,4.0788,2.0196,5.6921,-0.1805,-0.4339,1.52,-3.5028,2.3206,0.925,0.3986,5.3854,0.8556,0.1589,-0.1805,-1.9976,11.0653,0,1.5489,0,0.5949,1.0066,1.692,0.0476,14.4174,0.7292,-0.6953,-0.0542,DIETRO_PANTALONI
-0.1243,2.1226,1.4569,10.7127,-0.9871,-0.404,1.9117,1.3826,11.7897,-0.8203,-0.1781,4.2563,2.0631,25.3289,-0.2928,1.91,4.8528,2.2029,20.3873,0.0012,0.3076,0.6977,-0.0651,2.2678,-0.2115,-0.0933,1.0537,0.7062,0.6614,0.6702,0.6276,0.9365,1.1103,0.4987,0.4374,0.4491,0.3939,0.8771,1.0016,0.9278,-218.6009,0.9263,-218.2491,-235.6221,0.8324,0.2752,0.2641,0.3306,0.3173,0.9599,0.9086,0.4229,0.5255,0.4655,0.5783,1.2424,0.0024,2.9517,0.3083,0.2043,0.2145,0.0864,-0.3025,0.2447,0.0654,0.005,0.0706,0.2474,-0.9987,-0.2225,0.0133,0.1155,0.7011,?,-0.7145,0.0676,0.26,0.8918,?,-0.294,-0.0916,0.3115,0.6114,0.2716,0.4442,0.3738,0.0738,0.1973,0.1763,0.1386,0.7862,0,0,1,0.3529,0.2775,0.7862,0.004,1.0278,0.7038,-0.8858,-0.9274,1.5816,9.9246,3.1503,10.7263,-0.1179,3.0589,1.927,1.3882,6.1253,-0.1866,8.3842,2.1518,1.4669,9.2463,0.0031,0.5171,0.1886,0.3648,2.2694,2.1476,0.9463,5.1504,4.6122,0.8955,1.1748,-38.7906,-33.0188,1.8587,1.0344,0.5565,1.7511,1.1601,0.6625,0.0477,13.9176,-0.6507,-0.8447,0.4867,DAVANTI_PANTALONI
0.109,0.0149,0.122,1.7007,-0.2087,-0.0033,0.0842,0.2902,4.1119,-2.427,-0.0279,0.0406,0.2015,2.6381,-5.6801,0.2076,0.1093,0.3306,3.9246,0.0029,-33.467,-3.9025,0.5249,0.1166,-0.0157,-0.1345,0.4204,0.6055,0.3691,1.4402,0.8779,0.6096,0.1768,0.3666,0.1362,2.0742,0.7707,0.3716,0.1008,0.1309,-25.823,1.2982,-256.0903,-197.2663,1.1727,3.563,0.3575,3.0382,0.3048,0.1003,0.4136,0.6447,0.4334,1.5587,1.0477,0.6722,0.0006,0.3183,-0.8599,-0.8537,0.8234,0.8447,-0.7415,-0.857,0.3959,0,0.0049,0.0145,0.964,-0.6303,0,0.0069,0.6394,?,0.1091,0.0002,0.015,0.0477,0.6327,-0.6281,3.6291,-5.7779,0.705,0.3237,0.4592,0.497,0.1048,0.2108,-0.609,4.7407,-7.7839,0,3.1117,0,0.0228,0.3051,13.4105,0.004,1.1352,0.9956,0.9769,0.9831,8.9907,0.0029,0.0542,0.1804,0.9801,3.7674,0.0106,0.1029,0.3479,0.913,-1.0595,0.0091,0.0951,1.1942,?,2.3865,-8.4858,-3.5558,0.5268,0.5696,1.0812,0.2776,0.3245,1.1691,2.4296,-7.431,-3.0585,2.2634,0,0,0.5185,0.151,0.2913,0.0516,13.8175,-0.9985,0.9525,-0.9353,DAVANTI_PANTALONI
0.0545,3.5684,1.889,8.8755,-0.9295,-0.3595,3.2781,1.8106,11.7434,-0.6643,-0.0784,2.323,1.5241,12.443,-0.3822,2.3637,3.7209,1.929,12.1838,0.0077,-0.1515,-0.6946,0.023,4.5845,-0.1521,-0.0332,1.0433,1.2394,0.9793,1.1879,0.9386,0.7901,1.0886,1.5361,0.959,1.4112,0.881,0.6243,0.9122,1.2426,-45.0564,1.3623,-49.3951,-36.2593,0.6519,0.511,0.3746,0.7838,0.5747,0.7332,0.7558,0.7133,0.7285,0.9438,0.9639,1.0213,0.0019,3.6528,0.4745,0.525,0.0227,0.647,-0.0294,0.0707,0.1421,0.0062,0.0787,0.2784,-0.2995,-0.1531,0.0159,0.1261,0.3992,?,-0.1573,0.1308,0.3616,1.1293,-0.511,-0.9283,-0.9031,0.9728,0.6246,0.2177,0.3486,0.3901,0.0474,0.1215,0.1608,0.168,1.0452,0,0.2866,0,0.6975,0.2465,0.3535,0.0014,0.6766,0.8853,-0.8956,-0.9383,1.5522,5.9683,2.443,7.013,-0.0486,2.1601,9.9194,3.1495,9.7612,-1.2396,8.5154,0.6873,0.8291,2.7803,0.6971,0.7186,0.1823,0.2537,0.7757,2.9468,3.7989,0.6017,8.6834,14.432,0.0602,-0.0508,-0.8445,1.5345,0.7287,0.4749,0.7185,2.5224,3.5109,0.0465,13.9183,-0.7917,-0.9552,0.902,DAVANTI_PANTALONI
0.0719,0.0156,0.1249,0.8242,-0.4007,-0.3023,0.0854,0.2922,2.6326,-0.6966,-0.0628,0.013,0.1139,0.9952,-0.3939,0.3924,0.0605,0.246,1.7652,0.0229,-0.2378,-1.1451,0.1832,4.8152,-0.7705,-0.16,0.4274,1.0967,0.5077,2.5661,1.1879,0.4629,0.1826,1.2027,0.2577,6.5847,1.411,0.2143,0.2181,0.8384,-5.6965,3.8435,-26.1157,-6.7947,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.3131,0.8281,0.4669,2.6453,1.4914,0.5638,0.0017,0.5392,0.4338,0.1483,0.1021,0.6971,-0.3383,-0.131,-0.1416,0,0.0059,0.1525,?,-0.7307,0,0.0007,0.7318,?,-0.4875,0.0001,0.0116,0.512,?,0.1938,0.2904,1.4988,8.8916,0.5123,0.0576,79.0606,0.2625,0.0033,0.2084,0.2979,1.4292,1,1,1,0.2084,0.2979,1.4292,0.0047,1.3599,0.6426,-0.9716,-0.7854,7.8896,0.0293,0.1712,0.6092,0.9249,5.7191,0.0573,0.2395,0.8384,0.8658,-1.0608,0.0022,0.0471,1.1237,?,1.3795,-7.4376,-5.3914,0.7151,3.6373,5.0864,0.5114,13.23,25.8711,1.3866,-6.6717,-4.8117,1.298,0,0,0.7266,0.5421,0.7461,0.0513,14.6694,-1.0003,-0.9726,0.9752,DAVANTI_PANTALONI
-0.1188,0.0035,0.0591,0.3344,-5.783,-0.0749,0.0033,0.0576,0.3146,-2.0733,0.0319,0.003,0.0544,0.3289,-0.4508,0.1616,0.0044,0.0663,0.3199,0.0793,1.5854,-3.72,-0.7352,-2.3464,-0.4637,0.1976,1.0247,1.086,0.8903,1.0598,0.8688,0.8198,1.05,1.1795,0.7926,1.1233,0.7549,0.672,1.3433,2.7906,-10.3433,2.0775,-7.7002,-3.7065,0.4816,0.2175,0.1419,0.4517,0.2947,0.6524,1.0629,1.017,1.0455,0.9568,0.9837,1.0281,0.0008,0.2501,0.6183,-0.3026,-0.9345,0.4606,-0.6155,0.2483,-0.6228,0,0.0026,0.6282,?,-0.3637,0,0.0023,0.3659,?,-0.6916,0,0.001,0.6937,?,1.7126,0.9006,0.5259,1.1332,2.6995,2.3822,1.2841,7.2873,5.6748,1.7167,0.9056,0.5275,1,1,1,1.7167,0.9056,0.5275,0.0053,1.6781,-0.8774,-0.7448,0.5173,8.7187,0.0014,0.038,0.1209,0.9862,4.4709,0.005,0.071,0.2254,0.9509,-0.3961,0.0014,0.0372,0.4385,?,1.9501,-22.014,-11.2886,0.5349,1.0203,1.9076,0.2861,1.0411,3.6391,1.985,-19.7424,-9.9458,1.9138,0,0,0.5365,0.2758,0.514,0.0516,13.5857,-0.9985,0.931,-0.9276,DAVANTI_PANTALONI
0.0321,0.8445,0.919,6.4045,-0.4698,1.1897,4.1626,2.0402,7.0021,-0.1513,0.5725,3.0632,1.7502,9.0639,-0.2325,1.9621,5.9645,2.4422,10.4238,0.0064,0.027,0.0561,0.0164,2.078,0.6063,0.2918,0.4504,0.5251,0.3763,1.1657,0.8354,0.7166,0.2029,0.2757,0.1416,1.3589,0.6979,0.5136,2.2251,1.1974,-30.3255,0.5381,-13.6286,-25.3264,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9147,0.7066,0.6144,0.7725,0.6717,0.8695,0.03,2.8143,0.4918,0.4726,0.5123,0.4914,0.9099,0.7468,0.1696,0.0365,0.1911,0.6502,0.0852,-0.0284,0.022,0.1485,0.5048,-0.2839,-0.6624,0.002,0.0448,0.6905,?,-5.965,-0.2561,0.0429,1.2867,4.261,3.3115,1.6557,18.1561,10.9661,-0.5423,-0.0877,0.1617,1.8077,0,0,1.288,0.9417,0.7311,0.0039,0.9581,0.9936,0.9901,0.993,-0.3627,2.6368,1.6238,6.3691,-9.6918,2.0616,0.047,0.2167,0.873,0.6256,8.9696,0.9182,0.9582,4.5234,0.5273,-0.176,-0.0404,0.2298,7.4917,1.6946,0.2262,56.1262,2.8716,0.0512,-3.9572,-1.144,0.2891,0.2554,0.0622,0.2437,7.2953,1.408,0.193,0.0529,12.0967,0.6821,0.9588,0.6394,DAVANTI_PANTALONI
0.3886,9.1984,3.0329,27.6481,-2.0549,-0.6191,9.6381,3.1045,20.7503,-0.8596,-0.0973,10.4308,3.2297,46.036,-1.3624,3.985,13.9308,3.7324,28.8456,0.0107,-0.6277,-3.9944,0.0975,6.3639,-0.1553,-0.0244,0.9769,0.9391,0.8126,0.9613,0.8318,0.8653,0.9544,0.8819,0.6603,0.924,0.6919,0.7488,1.9389,0.7005,-59.7175,0.3613,-30.7992,-85.2487,0.8111,0.4644,0.3104,0.5726,0.3827,0.6683,1.3324,0.6006,0.9585,0.4507,0.7194,1.5959,0.0038,6.2545,-0.888,-0.4424,-0.1006,0.3515,0.1021,0.1117,0.6378,0.2321,0.4818,1.9242,-0.9951,-0.2137,0.0318,0.1782,0.7685,-1.0048,0.3801,0.0575,0.2398,0.9148,-0.0895,-2.9855,1.678,-0.562,2.7033,2.0089,0.7431,7.3079,4.0356,0.5522,2.4918,12.767,5.1235,2.5161,1.1487,0.4565,2.504,2.1035,0.8401,0.004,1.4048,-0.9441,-0.0853,0.109,5.3501,9.5333,3.0876,12.9353,-0.3331,0.8726,0.7012,0.8374,4.0075,-0.1697,-4.2821,38.2433,6.1841,18.2158,-1.166,6.1314,-1.2494,-0.2038,3.6873,0.4993,0.1354,13.5965,0.2493,0.0183,5.5579,0.3296,0.0593,2.8322,1.1538,0.4074,3.2277,0.7101,0.22,0.036,13.8976,0.007,0.262,0.5209,DAVANTI_PANTALONI
-0.0524,0.0235,0.1534,0.8664,-1.0234,-0.118,0.0372,0.1929,1.1276,-1.7683,-0.0786,0.0202,0.1422,0.8111,-1.8277,0.2783,0.0264,0.1624,0.8663,0.0293,0.4439,0.6667,-0.1882,1.5019,-0.424,-0.2823,0.7953,1.0786,0.9447,1.3563,1.1879,0.8758,0.6324,1.1635,0.8924,1.8396,1.411,0.767,0.6084,0.8359,-16.73,1.374,-27.4987,-20.0141,1.0512,1.4929,0.4798,1.4201,0.4564,0.3214,0.7684,1.0682,1.0001,1.3903,1.3017,0.9362,0.0008,0.4327,-0.2572,-0.35,0.1084,0.9887,-0.6548,-0.6486,0.6189,0,0.0028,0.0163,0.9738,0.3546,0.0001,0.01,0.0331,0.909,0.6401,0.0001,0.0118,0.037,0.9435,1.7452,0.9669,0.554,0.284,0.2414,0.85,0.0806,0.0583,0.7224,1.8406,0.9828,0.534,1.718,0.9522,0.5542,0.494,0.4412,0.8931,0.0051,1.6136,0.1695,-0.5737,0.5572,5.8058,0.0933,0.3055,0.8675,0.8601,7.8907,0.0501,0.2239,0.634,0.9229,-0.1753,0.0258,0.1608,0.7452,-0.8897,0.7358,-33.1256,-45.0214,1.3647,1.9005,1.3926,1.8625,3.612,1.9393,0.7024,-15.2028,-21.643,0.7538,15.7265,20.8642,1.3684,1.1642,0.8507,0.0521,13.9235,-0.9998,-0.4311,0.427,DAVANTI_PANTALONI
-0.131,0.007,0.0836,0.6535,-2.7424,-0.0632,0.0111,0.1055,0.7184,-1.7262,0.0065,0.0098,0.099,0.6281,-0.8975,0.2018,0.0084,0.0916,0.5052,0.0888,2.0739,-20.1799,-0.6492,-9.7302,-0.313,0.0322,0.7918,0.8438,0.9118,1.0657,1.1516,1.0806,0.6269,0.712,0.8314,1.1358,1.3262,1.1676,1.0527,1.6118,-9.7274,1.5311,-9.2404,-6.0349,0.6626,0.5275,0.3149,0.7961,0.4753,0.597,0.9096,1.0404,1.2935,1.1438,1.422,1.2433,0.0008,0.3098,0.0525,-0.3131,-0.5365,0.8948,-0.2392,0.0275,0.6291,0,0.0031,0.0108,0.983,0.3569,0,0.0026,0.0098,0.9728,0.6772,0,0.003,0.0116,0.9831,1.7624,0.9289,0.5271,1.1984,1.0207,0.8517,1.4362,1.0418,0.7253,1.775,0.9255,0.5214,1.7567,0.9256,0.5269,1.1013,0.931,0.8453,0.0052,1.6632,-0.5732,-0.9544,0.4045,7.4111,0.0013,0.0358,0.2276,0.9699,6.4057,0.0016,0.04,0.2541,0.9609,-0.4545,0.004,0.063,0.549,?,1.1569,-16.3053,-14.0933,0.8944,0.5684,0.6354,0.8,0.323,0.4038,1.176,-13.3585,-11.359,1.1651,0,0,0.8959,0.4146,0.4628,0.0516,14.2713,-0.9937,0.4491,-0.3584,DAVANTI_PANTALONI
0.1526,8.8427,2.9737,25.9234,-2.0391,-0.5028,12.9643,3.6006,24.5657,-1.9075,-0.0204,6.3206,2.5141,15.7889,-1.0295,4.4636,8.4802,2.9121,23.0037,0.0305,-0.3035,-7.4661,0.0342,24.5983,-0.1127,-0.0046,0.8259,1.1828,1.0211,1.4322,1.2364,0.8633,0.6821,1.399,1.0427,2.0511,1.5288,0.7453,1.0792,2.1716,-24.0714,2.0122,-22.3043,-11.0844,1.0096,1.0965,0.3595,1.0861,0.3561,0.3279,1.0553,1.6419,1.1269,1.5559,1.0679,0.6864,0.0027,6.7636,-0.2707,-0.2858,-0.1303,-0.2198,-0.2459,0.0507,-0.4822,0.0034,0.0586,0.5791,?,0.4111,0.0036,0.0596,0.2015,0.6098,0.0318,0.012,0.1097,0.3589,-0.8562,-1.1729,-15.1618,12.9267,0.9838,0.5346,0.5434,0.9678,0.2858,0.2953,-1.8393,3.498,-1.9018,0,0,2.6702,2.8748,1.6135,0.5613,0.0033,0.9938,0.1398,-0.5448,0.4745,-6.4595,1.7256,1.3136,8.4321,?,-6.8316,1.023,1.0115,8.5434,?,1.7959,1.7996,1.3415,4.7743,-0.1021,0.9455,-3.5967,-3.8039,1.2988,0.9792,0.754,1.6868,0.9589,0.5685,0.987,19.0657,19.3175,1,0,0,0.987,1.7661,1.7895,0.0493,15.1425,-0.9209,0.6834,-0.4141,DIETRO_PANTALONI
