@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.8554,5.5832,2.3629,13.4618,-0.8274,-0.7677,2.9359,1.7134,9.2792,-2.3337,-0.2759,3.4669,1.862,11.6184,-1.2807,2.5777,6.7386,2.5959,9.7988,0.0051,-1.1143,-3.1005,0.3319,2.7826,-0.2978,-0.107,1.379,1.269,0.9102,0.9202,0.6601,0.7173,1.9017,1.6104,0.8285,0.8468,0.4357,0.5145,0.9383,0.9343,-121.5728,0.9956,-129.5602,-130.1273,2.6466,1.4461,0.7479,0.5464,0.2826,0.5172,1.4508,1.1587,1.3738,0.7987,0.947,1.1857,0.006,3.766,0.1824,0.01,0.5306,-0.1588,-0.3451,-0.0153,?,?,?,?,?,DAVANTI_PANTALONI
-0.2614,15.7829,3.9728,20.4225,-0.8627,-0.3242,10.0439,3.1692,23.0265,-1.1072,-0.5708,13.9005,3.7283,26.6596,-1.013,5.3898,11.177,3.3432,18.042,0.0397,0.8061,0.4578,-0.0485,0.568,-0.0602,-0.1059,1.2536,1.0656,1.1883,0.85,0.948,1.1152,1.5714,1.1354,1.4121,0.7226,0.8986,1.2437,0.7818,0.705,-12.6928,0.9018,-16.2361,-18.0032,1.0033,0.8278,0.5836,0.8251,0.5816,0.7049,0.8869,0.766,1.1319,0.8637,1.2763,1.4776,0.0035,8.0754,-0.1652,0.0169,0.1008,0.3512,-0.2044,-0.1149,?,?,?,?,?,DAVANTI_PANTALONI
0.2086,23.5741,4.8553,31.075,-0.7964,-0.0726,11.9361,3.4549,20.1573,-1.3196,-0.3295,14.1095,3.7563,19.8275,-1.3647,6.2181,11.1126,3.3336,18.7133,0.0483,-2.8713,-0.633,0.0335,0.2205,-0.0117,-0.053,1.4054,1.2926,1.4565,0.9198,1.0364,1.1268,1.975,1.6708,2.1214,0.846,1.0741,1.2697,1.2014,1.204,-14.5166,1.0022,-12.0831,-12.057,1.9906,2.063,0.8798,1.0364,0.442,0.4264,1.5416,1.5673,1.6606,1.0166,1.0772,1.0595,0.002,9.3318,0.2329,-0.1411,0.2562,-0.0327,-0.0739,-0.1671,?,?,?,?,?,DAVANTI_PANTALONI
0.0596,1.7085,1.3071,4.986,-1.4301,-0.2411,2.712,1.6468,6.5049,-0.7164,0.1346,0.3305,0.5749,2.6498,-0.4708,2.0139,0.7749,0.8803,4.1281,0.0754,-0.2473,0.4429,0.0296,-1.7912,-0.1197,0.0668,0.7937,2.2737,1.4849,2.8646,1.8708,0.6531,0.63,5.1695,2.2049,8.2061,3.5,0.4265,1.0807,3.4596,-8.7143,3.2012,-8.0635,-2.5189,0.5414,1.1388,0.4595,2.1035,0.8488,0.4035,0.7665,1.8817,1.2078,2.4549,1.5758,0.6419,0.0014,2.9578,-0.7079,-0.4728,-0.5095,0.5336,0.4307,0.2684,?,?,?,?,?,DAVANTI_PANTALONI
0.6645,2.0216,1.4218,6.7406,-1.1956,-0.1899,6.252,2.5004,9.388,-0.6313,-0.1747,0.5959,0.7719,4.5405,-0.8304,2.8171,1.4416,1.2006,6.7667,0.0454,-3.4991,-3.8039,0.2359,1.0871,-0.0674,-0.062,0.5686,1.8419,1.1842,3.2392,2.0825,0.6429,0.3234,3.3928,1.4024,10.4924,4.337,0.4133,1.0103,1.7819,-11.3929,1.7638,-11.2772,-6.3936,0.5335,1.2376,0.4331,2.3199,0.8118,0.3499,0.718,1.4846,0.9961,2.0676,1.3874,0.671,0.0035,4.2414,-0.9423,-0.6942,-0.1573,0.6632,0.145,0.1577,?,?,?,?,?,DAVANTI_PANTALONI
0.1084,0.3065,0.5536,2.9155,-1.5262,-0.3099,0.2974,0.5454,2.7633,-1.0739,0.3318,0.2025,0.45,1.9579,-0.7208,0.9288,0.1617,0.4021,1.8753,0.0719,-0.3499,0.3268,0.1167,-0.9339,-0.3336,0.3572,1.0152,1.2303,1.3769,1.2119,1.3563,1.1191,1.0306,1.5137,1.8957,1.4688,1.8395,1.2524,1.231,2.1477,-12.1296,1.7447,-9.8536,-5.6478,0.8662,1.0143,0.5712,1.171,0.6594,0.5631,1.0551,1.4891,1.5547,1.4113,1.4735,1.0441,0.0023,1.4497,-0.712,-0.0792,-0.0871,0.1605,0.0001,0.4093,?,?,?,?,?,DAVANTI_PANTALONI
0.1982,0.0144,0.1201,0.6209,-0.2367,-0.2069,0.0192,0.1384,0.6989,-2.8208,0.2574,0.0146,0.1209,0.6684,-0.1176,0.4274,0.0138,0.1176,0.5586,0.2371,-0.9582,0.77,0.4637,-0.8036,-0.484,0.6022,0.8673,0.9933,1.0211,1.1453,1.1773,1.0279,0.7522,0.9867,1.0426,1.3118,1.3861,1.0566,0.2303,1.6894,-0.6846,7.334,-2.972,-0.4052,2.7447,0.8395,0.6857,0.3059,0.2498,0.8167,0.8884,0.929,1.1116,1.0457,1.2512,1.1965,0.0019,0.6764,0.0995,-0.1293,0.3252,-0.1547,-0.6004,0.6614,?,?,?,?,?,DAVANTI_PANTALONI
0.0285,0.0201,0.1417,0.7145,-1.1925,-0.4046,0.034,0.1843,1.1544,-13.7457,0.1571,0.0129,0.1137,0.6782,-0.3546,0.4788,0.0269,0.164,1.0255,0.071,-0.0704,0.1812,0.0595,-2.5756,-0.845,0.3281,0.7687,1.2459,0.8638,1.6208,1.1237,0.6933,0.5909,1.5523,0.7461,2.6271,1.2627,0.4807,0.3611,2.1889,-4.9593,6.0616,-13.7337,-2.2657,4.1625,0.6508,0.2952,0.1564,0.0709,0.4536,0.6189,1.0534,0.6967,1.7021,1.1257,0.6614,0.0022,0.6896,0.5477,0.0601,-0.4638,0.0437,-0.9306,0.2163,?,?,?,?,?,DAVANTI_PANTALONI
-0.126,1.6279,1.2759,5.9009,-0.8318,-0.775,1.8013,1.3421,5.7211,-1.4863,-0.5315,1.1157,1.0563,5.5177,-1.372,2.1917,0.6405,0.8003,3.5622,0.1747,0.1626,0.2371,-0.0575,1.4582,-0.3536,-0.2425,0.9506,1.2079,1.5943,1.2706,1.677,1.3198,0.9037,1.459,2.5416,1.6145,2.8124,1.742,0.7835,0.8396,-3.5525,1.0716,-4.5342,-4.2312,1.3999,1.3848,0.7463,0.9892,0.5331,0.5389,1.0314,1.0695,1.6565,1.0369,1.6061,1.549,0.0047,3.263,0.0283,0.0636,0.0772,-0.1341,-0.6178,-0.0053,?,?,?,?,?,DAVANTI_PANTALONI
0.3438,1.4169,1.1903,6.5809,-1.49,0.1141,0.8618,0.9284,5.9902,-0.8546,-0.3751,2.0223,1.4221,11.0348,-1.5394,1.6109,1.9781,1.4065,6.6783,0.0039,3.0134,-0.9166,0.2134,-0.3042,0.0708,-0.2329,1.2822,0.837,0.8463,0.6528,0.6601,1.0111,1.644,0.7006,0.7163,0.4262,0.4357,1.0223,1.4267,0.5887,-149.3087,0.4126,-104.6545,-253.6227,0.8182,0.6082,0.3942,0.7433,0.4818,0.6481,1.0986,0.5964,0.9854,0.5429,0.897,1.6523,0.0026,2.3806,0.2695,-0.3492,-0.2686,-0.0321,-0.1358,-0.212,?,?,?,?,?,DAVANTI_PANTALONI
0.2605,0.3836,0.6193,4.1218,-0.7274,-0.0224,0.2747,0.5241,3.3237,-1.1291,-0.3917,1.692,1.3008,5.8452,-1.3004,1.2993,0.884,0.9402,3.2623,0.0443,-11.6244,-0.665,0.2005,0.0572,-0.0172,-0.3015,1.1816,0.4761,0.6587,0.403,0.5575,1.3835,1.3961,0.2267,0.4339,0.1624,0.3108,1.914,0.9847,0.5253,-11.4899,0.5334,-11.6683,-21.8739,1.5285,0.9391,0.6991,0.6144,0.4574,0.7444,1.2401,0.7052,1.2635,0.5686,1.0188,1.7917,0.0023,1.8858,0.4822,0.0936,0.0895,0.3044,-0.3125,-0.3102,?,?,?,?,?,DAVANTI_PANTALONI
0.6448,1.8555,1.3622,6.9454,-0.4434,-0.1423,2.7811,1.6677,7.2157,-1.4785,-0.2797,5.2775,2.2973,11.616,-1.8428,2.8694,2.195,1.4816,7.7054,0.0955,-4.5327,-2.3054,0.2247,0.5086,-0.0496,-0.0975,0.8168,0.5929,0.9194,0.7259,1.1256,1.5506,0.6672,0.3516,0.8453,0.527,1.267,2.4043,0.4957,0.2834,-2.6219,0.5716,-5.2894,-9.2529,1.6528,1.1776,0.5648,0.7125,0.3417,0.4796,0.9625,0.5979,0.9014,0.6212,0.9365,1.5075,0.0036,4.2676,0.4178,0.5174,0.3561,0.6286,-0.2202,-0.128,?,?,?,?,?,DAVANTI_PANTALONI
-0.3131,1.7051,1.3058,6.8066,-0.6052,-0.5442,2.0795,1.442,6.6366,-3.3437,0.2026,1.3153,1.1469,6.069,-0.906,1.9929,1.5635,1.2504,6.2689,0.0165,0.5753,-1.5456,-0.1571,-2.6865,-0.2731,0.1017,0.9055,1.1386,1.0443,1.2574,1.1533,0.9172,0.82,1.2964,1.0906,1.581,1.33,0.8412,0.5023,0.8896,-24.407,1.7709,-48.5877,-27.4365,2.7754,1.3317,0.6653,0.4798,0.2397,0.4996,1.0256,1.1215,1.0858,1.0935,1.0586,0.9681,0.0033,3.001,-0.2515,0.0639,0.3976,-0.3206,-0.7708,0.2162,?,?,?,?,?,DAVANTI_PANTALONI
0.4411,1.6516,1.2852,7.5039,-1.0235,-0.1206,0.9034,0.9505,7.837,-1.271,-0.1367,2.9516,1.718,10.2122,-1.2375,1.8755,2.217,1.489,7.2859,0.0319,-3.6575,-3.228,0.2352,0.8826,-0.0643,-0.0729,1.3521,0.748,0.8631,0.5532,0.6383,1.1538,1.8283,0.5596,0.745,0.3061,0.4075,1.3314,0.8654,0.672,-15.8158,0.7766,-18.2765,-23.5353,1.0746,0.8125,0.4928,0.7561,0.4585,0.6065,0.9575,0.7348,1.0299,0.7674,1.0756,1.4016,0.0024,2.7315,0.0112,0.2133,-0.0047,0.233,-0.3832,-0.0745,?,?,?,?,?,DAVANTI_PANTALONI
0.5832,0.837,0.9149,5.953,-0.873,-0.2947,0.4576,0.6765,3.5422,-2.1393,-0.2915,2.728,1.6517,9.2651,-1.0231,1.8382,1.1556,1.075,4.9,0.0708,-1.9792,-2.0005,0.3173,1.0108,-0.1603,-0.1586,1.3525,0.5539,0.8511,0.4096,0.6293,1.5364,1.8292,0.3068,0.7243,0.1677,0.396,2.3607,1.1494,0.5922,-7.4362,0.5152,-6.4693,-12.5576,2.8168,0.694,0.6027,0.2464,0.214,0.8685,1.6806,0.6425,1.2149,0.3823,0.7229,1.8908,0.0036,2.7116,-0.0062,-0.1293,0.2729,0.1332,-0.4884,-0.1492,?,?,?,?,?,DAVANTI_PANTALONI
0.2047,1.6069,1.2676,7.5097,-0.9109,-0.1003,1.571,1.2534,8.3559,-1.8472,-0.362,2.0012,1.4146,8.5576,-1.9618,1.785,2.1758,1.475,6.1261,0.0158,-2.0398,-0.5654,0.1147,0.2772,-0.0562,-0.2028,1.0114,0.8961,0.8594,0.886,0.8497,0.959,1.0228,0.803,0.7385,0.785,0.722,0.9198,0.6603,0.6316,-36.3441,0.9564,-55.0381,-57.5472,1.3391,1.3602,0.6314,1.0157,0.4715,0.4642,0.8987,0.8776,1.2259,0.9764,1.364,1.3969,0.0021,2.6598,0.5322,-0.2531,-0.1934,0.0645,-0.3536,-0.2397,?,?,?,?,?,DAVANTI_PANTALONI
0.3458,23.2844,4.8254,21.9656,-1.0493,-0.3376,15.2478,3.9048,27.0186,-0.9634,-0.5713,16.5003,4.0621,27.179,-1.5223,6.3347,15.4646,3.9325,23.2392,0.0253,-1.0245,-0.6054,0.0546,0.5909,-0.0533,-0.0902,1.2357,1.1879,1.2271,0.9613,0.993,1.0329,1.5271,1.4112,1.5057,0.9241,0.986,1.067,0.8483,0.6856,-18.6319,0.8082,-21.9625,-27.1746,0.7789,0.9947,0.4496,1.2771,0.5772,0.4519,0.813,0.8082,0.9452,0.9941,1.1626,1.1695,0.0043,9.2832,-0.0069,0.027,0.2487,-0.1712,0.0988,-0.0774,?,?,?,?,?,DAVANTI_PANTALONI
0.57,9.9485,3.1541,17.3874,-0.6939,-0.7409,8.6981,2.9493,14.5251,-1.8994,-0.5248,4.8669,2.2061,11.8602,-0.9901,4.1481,7.4563,2.7306,10.7825,0.0632,-0.7692,-1.086,0.1374,1.4118,-0.1786,-0.1265,1.0695,1.4297,1.1551,1.3369,1.0801,0.8079,1.1438,2.0441,1.3342,1.7872,1.1666,0.6527,0.7485,1.2071,-9.7983,1.6126,-13.0901,-8.1172,2.049,1.7224,0.8919,0.8406,0.4353,0.5178,1.1971,1.466,1.6126,1.2247,1.3471,1.1,0.0054,5.9795,0.0512,0.2053,0.4392,0.1094,-0.4902,0.0062,?,?,?,?,?,DAVANTI_PANTALONI
-0.2632,7.4355,2.7268,18.8235,-0.439,-0.5104,5.038,2.2445,12.2478,-2.7335,-0.2164,9.455,3.0749,22.6159,-0.5871,3.9096,7.0199,2.6495,14.2425,0.0228,0.5158,1.2162,-0.0673,2.358,-0.1305,-0.0554,1.2149,0.8868,1.0292,0.73,0.8472,1.1606,1.4759,0.7864,1.0592,0.5328,0.7177,1.3469,0.6404,0.6864,-17.2414,1.0719,-26.9248,-25.1189,3.9876,0.918,0.8975,0.2302,0.2251,0.9777,1.5369,0.8323,1.3216,0.5416,0.8599,1.5879,0.0032,5.8784,-0.1528,-0.226,0.1863,-0.0184,-0.4927,0.1141,?,?,?,?,?,DAVANTI_PANTALONI
0.6916,13.8991,3.7282,17.1287,-0.7758,-0.265,7.0742,2.6597,13.7822,-0.7851,-0.6641,4.2053,2.0507,17.6457,-3.8082,4.0003,10.1656,3.1884,15.8067,0.002,-2.6098,-1.0415,0.1729,0.3991,-0.0662,-0.166,1.4017,1.818,1.1693,1.297,0.8342,0.6432,1.9648,3.3051,1.3673,1.6822,0.6959,0.4137,1.2345,0.5354,-234.4397,0.4337,-189.8999,-437.8482,1.2493,2.6283,0.609,2.1038,0.4875,0.2317,1.2428,0.9707,1.0836,0.7811,0.8719,1.1163,0.0054,5.6717,0.1191,-0.1029,0.4478,-0.1728,0.0843,-0.3999,?,?,?,?,?,DAVANTI_PANTALONI
0.0199,0.0084,0.0915,0.4254,-0.8671,-0.254,0.0063,0.0793,0.4143,?,0.0574,0.0089,0.0945,0.5798,-0.7565,0.2937,0.0056,0.0746,0.3519,0.2301,-0.0782,0.346,0.0677,-4.4224,-0.865,0.1956,1.1534,0.9683,1.226,0.8395,1.063,1.2662,1.3304,0.9375,1.5032,0.7047,1.1299,1.6033,0.4769,0.7911,-1.8785,1.6589,-3.9393,-2.3746,0,0.6902,0.4985,0,0,0.7223,1.0268,0.7336,1.209,0.7145,1.1774,1.6479,0.0013,0.419,0.5045,0.0516,-0.3255,-0.0141,-0.8794,0.1855,71.5696,0.0189,0.1376,0.2797,0.9961,DAVANTI_PANTALONI
0.5145,4.3895,2.0951,12.6418,-0.4268,-0.5944,4.229,2.0565,14.59,-1.4878,-0.2102,4.6454,2.1553,11.6129,-0.8547,2.5,7.6762,2.7706,10.1769,0.0119,-0.8656,-2.4478,0.2058,2.8278,-0.2378,-0.0841,1.0188,0.9721,0.7562,0.9541,0.7422,0.7779,1.0379,0.9449,0.5718,0.9104,0.5509,0.6052,0.4334,0.7067,-30.7679,1.6305,-70.9893,-43.5387,1.5108,1.415,0.8602,0.9366,0.5694,0.6079,0.8665,1.0886,1.2422,1.2564,1.4336,1.1411,0.004,3.8298,0.025,0.4369,0.5062,-0.0303,-0.5122,-0.0049,73.1358,0,0.0001,0,1,DAVANTI_PANTALONI
1.3791,7.9377,2.8174,15.2582,-0.5333,-1.3629,14.9706,3.8692,17.3635,-2.1471,0.527,16.494,4.0613,22.2418,-0.8772,5.0113,18.3264,4.2809,15.5119,0.0196,-1.0119,2.6167,0.2752,-2.5861,-0.272,0.1052,0.7282,0.6937,0.6581,0.9527,0.9038,0.9487,0.5302,0.4813,0.4331,0.9076,0.8169,0.9,0.448,0.5106,-17.1498,1.1398,-38.28,-33.5856,1.8036,0.8399,0.629,0.4657,0.3487,0.7489,0.8788,0.686,0.9836,0.7807,1.1194,1.4339,0.0105,7.5461,0.1657,0.4943,0.5769,-0.1567,-0.5451,0.4225,?,?,?,?,?,DIETRO_PANTALONI
1.2179,7.6821,2.7717,14.7707,-0.6041,-0.0804,2.8356,1.6839,10.0082,-1.352,0.6937,12.2416,3.4988,22.3405,-0.7162,3.2892,13.9117,3.7298,15.7142,0.0198,-15.146,1.7556,0.3703,-0.1159,-0.0244,0.2109,1.646,0.7922,0.7431,0.4813,0.4515,0.9381,2.7092,0.6275,0.5522,0.2316,0.2038,0.88,0.9669,0.5967,-17.5083,0.6171,-18.1076,-29.3443,2.164,0.7074,0.5744,0.3269,0.2654,0.812,1.4759,0.6612,0.94,0.448,0.6369,1.4217,0.0074,5.0343,0.2951,0.5016,0.8019,-0.3336,-0.0295,0.6886,?,?,?,?,?,DIETRO_PANTALONI
0.4452,8.4797,2.912,22.2114,-0.3693,-1.5731,11.4495,3.3837,16.6696,-2.1016,-0.1492,11.1579,3.3403,20.262,-0.3568,4.11,16.8905,4.1098,18.8831,0.0119,-0.283,-2.9838,0.1083,10.5433,-0.3828,-0.0363,0.8606,0.8718,0.7085,1.013,0.8233,0.8128,0.7406,0.76,0.502,1.0261,0.6779,0.6606,0.5304,1.1244,-26.2835,2.12,-49.556,-23.3758,3.0181,1.0862,0.8488,0.3599,0.2812,0.7814,1.3324,1.0962,1.1763,0.8227,0.8828,1.073,0.0085,6.284,0.0665,0.657,0.4726,-0.0744,-0.7178,0.4972,?,?,?,?,?,DIETRO_PANTALONI
0.0413,6.5187,2.5532,18.5595,-0.5763,-1.5006,10.3449,3.2163,15.4098,-2.448,0.15,10.0975,3.1777,19.5851,-0.4182,4.2183,11.4431,3.3828,16.8084,0.0337,-0.0275,0.2753,0.0098,-10.001,-0.3557,0.0356,0.7938,0.8035,0.7548,1.0122,0.9508,0.9394,0.6301,0.6456,0.5697,1.0245,0.904,0.8824,0.6202,1.175,-11.5677,1.8945,-18.6514,-9.8451,2.6345,0.8526,0.6769,0.3236,0.2569,0.7939,1.2044,0.9476,1.1042,0.7868,0.9168,1.1652,0.0079,6.4393,0.1135,0.4975,0.2851,-0.094,-0.6822,0.4472,?,?,?,?,?,DIETRO_PANTALONI
1.2397,13.0546,3.6131,19.136,-0.3013,-1.9171,14.9165,3.8622,17.3414,-2.6943,0.8046,24.6734,4.9672,24.7741,-0.3108,5.4468,28.8365,5.37,25.0777,0.0141,-0.6467,1.5408,0.2276,-2.3828,-0.352,0.1477,0.9355,0.7274,0.6728,0.7775,0.7192,0.925,0.8752,0.5291,0.4527,0.6046,0.5173,0.8556,0.3503,0.7543,-12.3484,2.1533,-35.2494,-16.3702,3.1327,0.778,0.5781,0.2484,0.1845,0.743,1.1035,0.7724,0.7631,0.7,0.6915,0.9879,0.0125,8.1559,-0.1297,0.7598,0.7883,-0.0648,-0.6099,0.6887,?,?,?,?,?,DIETRO_PANTALONI
1.0573,7.4427,2.7281,15.3018,-0.4845,-1.3684,12.3101,3.5086,15.1451,-1.676,0.9276,14.8942,3.8593,17.0332,-0.4845,4.8222,15.2447,3.9044,14.8685,0.0136,-0.7727,1.1398,0.2193,-1.4751,-0.2838,0.1924,0.7776,0.7069,0.6987,0.9091,0.8986,0.9884,0.6046,0.4997,0.4882,0.8265,0.8075,0.977,0.5265,0.8983,-24.3031,1.7062,-46.1601,-27.0548,1.8213,0.8984,0.6838,0.4933,0.3755,0.7612,1.0103,0.8983,1.0291,0.8891,1.0186,1.1456,0.0101,7.2442,0.3877,0.6389,0.571,0.0213,-0.3973,0.6598,?,?,?,?,?,DIETRO_PANTALONI
0.0739,10.219,3.1967,19.6808,-0.3204,-1.3989,11.9114,3.4513,16.8686,-6.6903,0.5928,15.2175,3.901,21.6284,-0.5722,4.437,19.9749,4.4693,20.9863,0.0213,-0.0529,0.1247,0.0167,-2.3598,-0.3153,0.1336,0.9262,0.8195,0.7153,0.8847,0.7722,0.8728,0.8579,0.6715,0.5116,0.7827,0.5963,0.7618,0.3254,0.6067,-10.4513,1.8642,-32.1159,-17.2276,6.7952,1.0835,0.6951,0.1595,0.1023,0.6415,1.1667,0.91,0.9378,0.7799,0.8038,1.0306,0.0078,6.6522,-0.5132,0.5834,0.7532,-0.3129,-0.8034,0.5992,?,?,?,?,?,DIETRO_PANTALONI
0.7835,2.9998,1.732,8.7924,-0.2072,-1.5758,5.5548,2.3569,11.2608,-15.792,-0.5024,8.0424,2.8359,15.8649,-1.0629,3.264,9.2925,3.0484,11.7376,0.0302,-0.4972,-1.5593,0.24,3.1363,-0.4828,-0.1539,0.7349,0.6107,0.5682,0.8311,0.7732,0.9303,0.54,0.373,0.3228,0.6907,0.5978,0.8655,0.1425,0.1846,-4.1335,1.2956,-29.003,-22.3864,10.8605,0.947,0.6018,0.0872,0.0554,0.6354,0.7808,0.5542,0.7491,0.7098,0.9594,1.3516,0.0092,4.7917,-0.4812,0.4465,0.7253,-0.0713,-0.8456,-0.0116,?,?,?,?,?,DIETRO_PANTALONI
1.4381,3.8007,1.9495,8.2275,-0.3933,-1.1044,1.5876,1.26,5.6295,-3.064,-0.4245,0.9263,0.9624,4.402,-1.8405,2.5905,3.0716,1.7526,5.781,0.0614,-1.3022,-3.3872,0.5551,2.6012,-0.4263,-0.1639,1.5473,2.0257,1.1124,1.3092,0.7189,0.5491,2.394,4.1034,1.2374,1.714,0.5169,0.3016,0.5472,0.8142,-6.1426,1.488,-11.2265,-7.5446,4.263,3.8105,0.9588,0.8938,0.2249,0.2516,1.4615,1.869,1.4232,1.2788,0.9738,0.7615,0.0093,3.8042,0.0781,0.0228,0.6953,-0.1131,-0.4918,-0.1474,?,?,?,?,?,DIETRO_PANTALONI
-0.0216,0.0418,0.2044,1.2535,-1.6969,-0.0303,0.0812,0.285,2.0832,-1.2736,-0.7719,0.1492,0.3862,2.2895,-16.973,0.8515,0.1442,0.3798,2.1289,0.0397,0.7132,0.028,-0.0254,0.0393,-0.0356,-0.9064,0.717,0.5291,0.5381,0.7379,0.7505,1.017,0.5141,0.28,0.2895,0.5446,0.5632,1.0342,0.6759,0.3648,-8.9699,0.5397,-13.2718,-24.5892,0.5073,3.6486,0.2097,7.1927,0.4133,0.0575,0.6017,0.5475,0.5888,0.9099,0.9786,1.0754,0.0039,1.1276,0.0268,0.2617,-0.2509,0.2972,-0.2076,-0.9354,?,?,?,?,?,DIETRO_PANTALONI
