@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.0633,0.1339,0.366,4.0171,-0.7841,-5.0099,1.0815,1.0399,8.7715,?,9.5955,0.1878,0.4334,4.0367,0.6581,10.8673,0.4831,0.6951,5.6203,0.5935,-0.0126,0.0066,0.0058,-0.5221,-0.461,0.883,0.3519,0.8445,0.5265,2.3997,1.4962,0.6235,0.1239,0.7132,0.2773,5.7585,2.2386,0.3887,0.2013,-0.2272,-0.2151,-1.129,-1.0688,0.9467,0,0.1907,0.1628,0,0,0.8538,0.458,0.9952,0.7147,2.173,1.5607,0.7182,0.0549,14.7642,-0.1457,-0.3074,-0.0113,-0.171,-0.8602,0.645,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.1871,4.3359,2.0823,14.1107,-0.6505,2.7874,13.0419,3.6114,21.2032,-0.269,9.7999,8.6093,2.9342,25.4055,0.1448,10.9574,9.7661,3.1251,25.5168,0.155,-0.0671,-0.0191,-0.0171,0.2844,0.2544,0.8944,0.5766,0.7097,0.6663,1.2308,1.1556,0.9389,0.3325,0.5036,0.444,1.5149,1.3354,0.8816,1.2373,-1.2931,-1.1879,-1.0451,-0.9601,0.9186,0.5117,0.2878,0.2831,0.5625,0.5533,0.9837,0.6655,0.5554,0.553,0.8346,0.831,0.9956,0.0536,15.1356,0.1733,0.2399,0.3615,0.0255,0.2558,0.9431,?,?,?,?,?,6.1947,19.7252,4.4413,13,0,PANTALONI
0.1004,0.0311,0.1762,2.4173,-0.7158,3.9277,0.1698,0.412,5.5728,0.147,9.9592,0.0748,0.2736,3.8645,0.6663,10.712,0.1521,0.39,5.3579,0.596,0.0256,0.0101,0.0094,0.3944,0.3667,0.9297,0.4277,0.6441,0.4518,1.5062,1.0564,0.7014,0.1829,0.4149,0.2041,2.2688,1.116,0.4919,-1.0503,-0.1307,-0.1276,0.1244,0.1215,0.9765,0.2156,0.1216,0.1062,0.5641,0.4926,0.8734,0.4338,0.6255,0.4512,1.4421,1.0401,0.7213,0.0563,14.0207,-0.9343,-0.9294,-0.9534,0.9028,0.9621,0.9812,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.1433,3.3229,1.8229,9.0514,-0.8975,-1.287,8.6491,2.9409,13.4831,-1.6851,9.841,3.7773,1.9435,12.4927,0.345,10.4926,4.1763,2.0436,13.263,0.3443,0.1114,-0.0146,-0.0137,-0.1308,-0.1227,0.9379,0.6198,0.9379,0.892,1.5132,1.4391,0.951,0.3842,0.8797,0.7957,2.2897,2.071,0.9045,0.506,-0.6506,-0.6148,-1.2858,-1.2151,0.945,0.9499,0.2501,0.2358,0.2633,0.2483,0.943,0.6713,0.7245,0.6825,1.0793,1.0166,0.9419,0.0517,13.8935,-0.0822,0.4381,0.5274,0.1346,-0.0814,0.9531,?,?,?,?,?,7.2708,54.4684,7.3803,18,0,PANTALONI
0.0515,0.0068,0.0822,0.7012,-0.1842,6.4162,0.0557,0.2359,2.9333,0.6341,9.8942,0.0154,0.124,1.5798,0.8513,11.794,0.0449,0.2118,2.8337,0.7873,0.008,0.0052,0.0044,0.6485,0.544,0.8389,0.3485,0.6633,0.3883,1.9033,1.114,0.5853,0.1215,0.44,0.1507,3.6227,1.241,0.3426,-0.0215,-0.0121,-0.0104,0.5621,0.4847,0.8623,0.0739,0.0557,0.0445,0.7546,0.6018,0.7974,0.2391,0.4439,0.2475,1.8567,1.0351,0.5575,0.0617,16.3814,0.6705,0.397,0.6113,0.6352,0.9254,0.8805,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.1069,0.0034,0.0583,0.3424,-5.8314,8.2529,0.0046,0.0679,0.3436,0.9593,9.9735,0.0022,0.0474,0.2613,0.9741,12.946,0.0041,0.0643,0.3436,0.9738,-0.013,-0.0107,-0.0083,0.8275,0.6375,0.7704,0.8591,1.2307,0.9069,1.4326,1.0557,0.7369,0.738,1.5147,0.8225,2.0523,1.1145,0.543,-0.0361,-0.0297,-0.0229,0.8225,0.6339,0.7708,0.0059,0.005,0.0038,0.8352,0.6435,0.7705,0.9966,1.3105,0.9966,1.315,1,0.7604,0.0681,18.3347,0.4277,-0.1512,0.1941,0.2916,0.8316,0.7959,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.5126,1.534,1.2386,7.0004,-1.2202,2.5701,3.4691,1.8626,9.0981,-0.3078,9.3496,1.5227,1.234,6.7009,0.4859,9.9612,1.5831,1.2582,6.5772,0.5099,-0.1995,-0.0548,-0.0515,0.2749,0.258,0.9386,0.665,1.0037,0.9844,1.5094,1.4803,0.9807,0.4422,1.0075,0.969,2.2783,2.1913,0.9618,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4532,0.2419,0.235,0.5338,0.5184,0.9713,0.7694,1.0447,1.0643,1.3577,1.3833,1.0188,0.1116,13.1241,0.4795,0.5776,0.5427,0.0631,0.2887,0.9346,?,?,?,?,?,6.2759,21.1423,4.5981,12,0,PANTALONI
0.1461,13.2266,3.6368,27.8682,-2.0061,1.2703,6.9891,2.6437,17.2426,-0.5679,9.5522,17.047,4.1288,48.8701,-0.6596,10.759,14.3846,3.7927,32.1303,0.1203,0.115,0.0153,0.0136,0.133,0.1181,0.8878,1.3757,0.8808,0.9589,0.6403,0.697,1.0886,1.8925,0.7759,0.9195,0.41,0.4859,1.1851,2.9778,0.9575,-4.2331,0.3216,-1.4215,-4.4207,0.843,0.3148,0.2538,0.3734,0.3011,0.8063,1.6162,0.5703,0.8673,0.3528,0.5366,1.521,0.0502,14.462,-0.892,-0.5954,-0.5217,0.4508,0.3649,0.4931,?,?,?,?,?,0.9219,0.072,0.2684,1,0,PANTALONI
-0.103,0.0141,0.1189,0.6079,-2.605,13.4663,0.0236,0.1535,0.7426,0.9462,9.8447,0.0123,0.1107,0.5125,0.9491,16.6819,0.034,0.1843,0.8942,0.9477,-0.0076,-0.0105,-0.0062,1.3679,0.8072,0.5901,0.7743,1.0735,0.6448,1.3864,0.8327,0.6006,0.5996,1.1524,0.4158,1.9221,0.6935,0.3608,-0.0336,-0.046,-0.0271,1.3689,0.8074,0.5898,0.0122,0.0168,0.0099,1.373,0.8086,0.5889,0.8186,1.1862,0.6798,1.449,0.8305,0.5731,0.0887,23.4353,0.0541,-0.0254,0.0224,0.8843,0.982,0.9488,?,?,?,?,?,1,0,0,0,1,PANTALONI
-0.1257,0.0043,0.0659,0.3722,-8.4747,11.8337,0.0101,0.1006,0.5052,0.9583,9.9111,0.0075,0.0868,0.4267,0.958,15.4366,0.0165,0.1286,0.6563,0.9585,-0.0106,-0.0127,-0.0081,1.194,0.7666,0.6421,0.6552,0.759,0.5121,1.1583,0.7816,0.6748,0.4293,0.5761,0.2623,1.3417,0.6109,0.4553,-0.0287,-0.0342,-0.022,1.1927,0.7662,0.6424,0.0032,0.0039,0.0025,1.1923,0.7663,0.6427,0.7368,0.8722,0.5671,1.1839,0.7697,0.6502,0.0812,21.8714,0.0856,-0.309,-0.087,0.8671,0.9814,0.9606,?,?,?,?,?,?,?,?,?,?,PANTALONI
0.2984,9.6379,3.1045,19.6368,-1.2905,-7.0027,17.5059,4.184,19.0704,-6.3191,9.8015,8.854,2.9756,18.6903,0.0133,12.936,13.8546,3.7222,19.2343,0.1657,-0.0426,0.0304,0.0231,-0.7144,-0.5413,0.7577,0.742,1.0433,0.8341,1.4061,1.1241,0.7994,0.5506,1.0885,0.6956,1.9772,1.2635,0.6391,0.672,-43.84,-2.8962,-65.2418,-4.3101,0.0661,3.2903,0.4526,0.3719,0.1376,0.113,0.8217,1.0297,1.0506,1.0209,1.0203,0.9915,0.9717,0.0621,19.1574,-0.4901,-0.4912,-0.0823,-0.2424,-0.6784,0.7931,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.6484,9.9871,3.1602,17.5795,-0.4041,1.9019,10.9342,3.3067,16.4436,-0.4616,10.1278,9.1033,3.0172,15.0166,0.2015,11.2748,9.5124,3.0842,14.2589,0.2662,0.3409,0.064,0.0575,0.1878,0.1687,0.8983,0.9557,1.0474,1.0246,1.096,1.0721,0.9783,0.9134,1.0971,1.0499,1.2011,1.1495,0.957,0.9742,-1.3355,-0.978,-1.3708,-1.0038,0.7323,1.1129,0.6658,0.6443,0.5983,0.5789,0.9677,1.0691,1.1707,1.2329,1.095,1.1532,1.0531,0.0558,15.662,0.4077,0.2778,0.5008,0.1501,0.3667,0.9013,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.0838,13.9539,3.7355,24.3815,-1.0735,0.8839,21.2793,4.6129,30.0589,-0.4185,10.103,10.0107,3.164,18.0969,0.0712,11.5691,14.2582,3.776,21.8067,0.1888,0.0948,0.0083,0.0072,0.0875,0.0764,0.8733,0.8098,1.1806,0.9893,1.458,1.2216,0.8379,0.6557,1.3939,0.9787,2.1256,1.4924,0.7021,1.4233,-9.1004,-2.4873,-6.3939,-1.7476,0.2733,0.5549,0.6035,0.4374,1.0876,0.7883,0.7248,0.8111,1.3473,1.1181,1.661,1.3784,0.8299,0.0548,16.3761,-0.163,0.3496,0.0973,0.3858,0.7021,0.8182,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.4103,3.5362,1.8805,10.092,-1.0436,10.296,13.6519,3.6948,16.3315,0.1855,9.6044,8.0048,2.8293,14.0584,0.2285,14.2672,20.0609,4.4789,20.1973,0.2405,0.0399,0.0427,0.0288,1.072,0.7217,0.6732,0.5089,0.6646,0.4198,1.3059,0.8249,0.6317,0.259,0.4418,0.1763,1.7055,0.6805,0.399,-1.386,-1.2377,-0.8056,0.893,0.5812,0.6509,0.2463,0.271,0.1857,1.1003,0.7539,0.6852,0.6179,0.7179,0.4997,1.1617,0.8086,0.6961,0.0757,21.4195,-0.4824,-0.0396,-0.2959,0.8673,0.973,0.9564,?,?,?,?,?,0,0,0,0,0,PANTALONI
