@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.1178,0.0146,0.1209,0.9917,-3.7846,7.3919,0.051,0.2257,1.3221,0.8422,10.0123,0.008,0.0897,0.6408,0.9376,12.4478,0.0278,0.1668,0.966,0.9263,-0.0159,-0.0118,-0.0095,0.7383,0.5938,0.8043,0.5357,1.3489,0.725,2.5179,1.3532,0.5374,0.287,1.8195,0.5256,6.3399,1.8312,0.2888,-0.1112,-0.0815,-0.0646,0.7336,0.581,0.792,0.0247,0.0202,0.0158,0.8166,0.639,0.7825,0.7501,1.5476,1.0266,2.0633,1.3686,0.6633,0.0466,17.5366,-0.66,-0.0092,-0.557,0.1904,0.906,0.5866,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0209,0.0105,0.1025,0.6079,-2.2277,7.4756,0.0232,0.1523,0.8448,0.8938,9.9844,0.0132,0.1151,0.7189,0.9307,12.4737,0.0258,0.1606,0.8476,0.9344,-0.0028,-0.0021,-0.0017,0.7487,0.5993,0.8004,0.673,0.891,0.6384,1.3239,0.9486,0.7165,0.453,0.794,0.4076,1.7528,0.8999,0.5134,-0.059,-0.0434,-0.0348,0.7358,0.5889,0.8004,0.0237,0.0181,0.0146,0.7662,0.6157,0.8036,0.7196,0.8457,0.7172,1.1752,0.9967,0.8481,0.0438,17.5401,-0.4465,-0.0109,-0.2628,0.5315,0.8696,0.877,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0495,0.0113,0.1061,0.7551,-1.7984,8.7189,0.064,0.2529,1.3763,0.8553,9.9696,0.0186,0.1363,0.7871,0.9249,13.2459,0.054,0.2324,1.3875,0.9019,-0.0057,-0.005,-0.0037,0.8745,0.6582,0.7527,0.4196,0.7788,0.4567,1.8559,1.0883,0.5864,0.1761,0.6065,0.2085,3.4444,1.1843,0.3438,-0.0596,-0.05,-0.0381,0.839,0.6381,0.7605,0.0284,0.0257,0.0191,0.9073,0.6728,0.7415,0.5487,0.9594,0.5443,1.7486,0.9919,0.5673,0.0476,18.7801,-0.5603,0.0138,-0.3949,0.4587,0.9185,0.7695,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0818,0.1156,0.34,1.9092,-1.071,7.2325,0.3041,0.5514,3.2531,0.6709,9.9713,0.0325,0.1803,1.2563,0.882,12.3283,0.2086,0.4567,2.7823,0.8087,-0.0113,-0.0082,-0.0066,0.7253,0.5867,0.8088,0.6166,1.886,0.7445,3.0586,1.2073,0.3947,0.3802,3.5569,0.5542,9.3549,1.4577,0.1558,-0.1489,-0.1052,-0.0839,0.7065,0.5637,0.7979,0.0933,0.0866,0.0634,0.9287,0.6795,0.7317,0.5869,1.5197,0.6862,2.5894,1.1692,0.4515,0.0432,17.4782,-0.4036,-0.4822,-0.4519,0.6896,0.9735,0.837,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0053,1.8767,1.3699,8.85,-1.6463,3.0562,12.6604,3.5581,19.4691,-0.1909,9.5889,2.4929,1.5789,7.4947,0.4075,10.6229,5.4713,2.3391,13.2032,0.3389,-0.0017,-0.0006,-0.0005,0.3187,0.2877,0.9027,0.385,0.8676,0.5857,2.2536,1.5212,0.675,0.1482,0.7528,0.343,5.0785,2.314,0.4556,1.7639,-1.0681,-0.8136,-0.6055,-0.4613,0.7618,0.2046,0.2644,0.1675,1.2923,0.8186,0.6334,0.4546,1.1808,0.6703,2.5977,1.4746,0.5676,0.0346,13.9713,-0.2068,0.4395,0.029,0.2687,0.7967,0.7288,0,0,0,0,0,TASCA_GIACCA
-0.0427,1.7612,1.3271,7.6979,-1.3513,4.0002,9.1338,3.0222,15.2266,-0.1854,9.5922,1.3856,1.1771,6.2436,0.5005,10.8177,3.2712,1.8087,9.7428,0.4278,-0.0107,-0.0044,-0.0039,0.417,0.3698,0.8867,0.4391,1.1274,0.7337,2.5675,1.671,0.6508,0.1928,1.271,0.5384,6.5918,2.7922,0.4236,1.858,-0.707,-0.6073,-0.3805,-0.3269,0.859,0.2549,0.2619,0.1923,1.0276,0.7544,0.7342,0.5056,1.2329,0.7901,2.4388,1.5629,0.6408,0.0357,14.5667,-0.3082,0.3469,-0.0895,0.0991,0.8293,0.6011,0,0,0,0,0,TASCA_GIACCA
0.0066,3.4816,1.8659,14.2512,-1.0723,3.4938,10.5987,3.2556,21.1461,-0.7447,9.4777,2.9906,1.7293,8.6858,0.3805,10.7139,4.3161,2.0775,8.533,0.4428,0.0019,0.0007,0.0006,0.3686,0.3261,0.8846,0.5731,1.079,0.8981,1.8826,1.5671,0.8324,0.3285,1.1642,0.8067,3.544,2.4557,0.6929,0.817,-1.3825,-1.0874,-1.6921,-1.331,0.7866,0.5674,0.4905,0.449,0.8645,0.7914,0.9155,0.6739,1.6407,1.6701,2.4346,2.4781,1.0179,0.0348,14.482,-0.0974,0.4717,0.0986,0.1772,0.7316,0.6977,0,0,0,0,0,TASCA_GIACCA
-0.0053,1.8767,1.3699,8.85,-1.6463,3.0562,12.6604,3.5581,19.4691,-0.1909,9.5889,2.4929,1.5789,7.4947,0.4075,10.6229,5.4713,2.3391,13.2032,0.3389,-0.0017,-0.0006,-0.0005,0.3187,0.2877,0.9027,0.385,0.8676,0.5857,2.2536,1.5212,0.675,0.1482,0.7528,0.343,5.0785,2.314,0.4556,1.7639,-1.0681,-0.8136,-0.6055,-0.4613,0.7618,0.2046,0.2644,0.1675,1.2923,0.8186,0.6334,0.4546,1.1808,0.6703,2.5977,1.4746,0.5676,0.0346,13.9713,-0.2068,0.4395,0.029,0.2687,0.7967,0.7288,0,0,0,0,0,TASCA_GIACCA
-0.0427,1.7612,1.3271,7.6979,-1.3513,4.0002,9.1338,3.0222,15.2266,-0.1854,9.5922,1.3856,1.1771,6.2436,0.5005,10.8177,3.2712,1.8087,9.7428,0.4278,-0.0107,-0.0044,-0.0039,0.417,0.3698,0.8867,0.4391,1.1274,0.7337,2.5675,1.671,0.6508,0.1928,1.271,0.5384,6.5918,2.7922,0.4236,1.858,-0.707,-0.6073,-0.3805,-0.3269,0.859,0.2549,0.2619,0.1923,1.0276,0.7544,0.7342,0.5056,1.2329,0.7901,2.4388,1.5629,0.6408,0.0357,14.5667,-0.3082,0.3469,-0.0895,0.0991,0.8293,0.6011,0,0,0,0,0,TASCA_GIACCA
0.0066,3.4816,1.8659,14.2512,-1.0723,3.4938,10.5987,3.2556,21.1461,-0.7447,9.4777,2.9906,1.7293,8.6858,0.3805,10.7139,4.3161,2.0775,8.533,0.4428,0.0019,0.0007,0.0006,0.3686,0.3261,0.8846,0.5731,1.079,0.8981,1.8826,1.5671,0.8324,0.3285,1.1642,0.8067,3.544,2.4557,0.6929,0.817,-1.3825,-1.0874,-1.6921,-1.331,0.7866,0.5674,0.4905,0.449,0.8645,0.7914,0.9155,0.6739,1.6407,1.6701,2.4346,2.4781,1.0179,0.0348,14.482,-0.0974,0.4717,0.0986,0.1772,0.7316,0.6977,0,0,0,0,0,TASCA_GIACCA
-0.2621,4.4752,2.1155,14.9457,-0.6682,4.5043,24.5696,4.9568,21.3261,-0.4812,9.2435,3.9796,1.9949,13.5495,0.0439,11.5524,5.3672,2.3167,9.884,0.4306,-0.0582,-0.0284,-0.0227,0.4873,0.3899,0.8001,0.4268,1.0604,0.9131,2.4847,2.1396,0.8611,0.1821,1.1245,0.8338,6.1738,4.5778,0.7415,0.8641,-9.634,-0.801,-11.1493,-0.9269,0.0831,0.6223,0.6322,0.5161,1.016,0.8295,0.8164,0.7008,1.103,1.5121,1.5739,2.1576,1.3708,0.0365,16.8441,0.0824,-0.4876,-0.384,-0.0012,0.5996,0.6392,0,0,0,0,0,TASCA_GIACCA
-0.4945,3.9402,1.985,15.369,-0.8271,8.7047,4.8398,2.2,10.4659,0.2905,9.5197,2.9549,1.719,9.9965,0.2825,13.1658,5.0362,2.2441,12.2076,0.3418,-0.0568,-0.0519,-0.0376,0.9144,0.6612,0.7231,0.9023,1.1548,0.8845,1.2798,0.9803,0.766,0.8141,1.3335,0.7824,1.6379,0.961,0.5867,-1.6239,-1.7676,-1.0973,1.0885,0.6757,0.6208,0.5703,0.6038,0.4535,1.0587,0.7952,0.7511,1.4685,1.5374,1.259,1.047,0.8573,0.8189,0.0444,19.8223,0.2717,-0.363,-0.0702,0.2753,0.8223,0.7564,0,0,0,0,0,TASCA_GIACCA
0.1196,0.0048,0.0694,0.3178,-0.2472,6.3132,0.0319,0.1785,0.8487,0.8739,9.9281,0.005,0.0711,0.4456,0.956,11.7671,0.0139,0.118,0.6278,0.9478,0.0189,0.012,0.0102,0.6359,0.5365,0.8437,0.3889,0.9772,0.5883,2.5128,1.5127,0.602,0.1512,0.9549,0.3461,6.3143,2.2884,0.3624,-0.0107,-0.0065,-0.0055,0.6079,0.5153,0.8477,0.0379,0.0252,0.0212,0.665,0.559,0.8405,0.3744,0.713,0.5061,1.9044,1.3517,0.7098,0.0406,16.3642,-0.0614,0.358,0.1366,0.1019,0.8617,0.5886,0,0,0,0,0,TASCA_GIACCA
0.1079,0.0117,0.1082,0.6378,-0.3801,6.3982,0.087,0.295,1.9271,0.7424,9.9189,0.0191,0.1383,0.7627,0.9263,11.8069,0.0472,0.2172,1.1011,0.9109,0.0169,0.0109,0.0091,0.6451,0.5419,0.8401,0.3669,0.7826,0.4983,2.1329,1.3579,0.6367,0.1346,0.6125,0.2483,4.5492,1.8439,0.4053,-0.0316,-0.0183,-0.0156,0.5794,0.4934,0.8515,0.0618,0.0446,0.0374,0.7229,0.6053,0.8374,0.3309,0.8362,0.5792,2.5268,1.7502,0.6927,0.0428,16.442,0.1649,0.5578,0.4216,0.2039,0.8528,0.6858,0,0,0,0,0,TASCA_GIACCA
0.2701,0.9697,0.9848,5.8854,-0.6643,0.3806,9.3548,3.0586,16.7049,-0.6051,9.8367,1.2433,1.115,7.8583,0.4027,10.3205,2.0338,1.4261,7.7745,0.4892,0.7096,0.0275,0.0262,0.0387,0.0369,0.9531,0.322,0.8832,0.6905,2.743,2.1447,0.7819,0.1037,0.78,0.4768,7.5243,4.5997,0.6113,0.373,-0.4434,-0.3155,-1.1888,-0.8458,0.7115,0.3398,0.2688,0.2323,0.7911,0.6838,0.8643,0.3523,0.7489,0.757,2.1258,2.1487,1.0108,0.0346,12.5725,0.1244,-0.0766,0.0542,0.573,0.7125,0.8271,2.8982,0.0914,0.3023,1,0.6667,TASCA_GIACCA
