@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.2187,0.0199,0.1409,0.6282,-0.1482,-0.1899,0.0168,0.1296,0.5589,-7.8953,-0.1804,0.0161,0.127,0.6049,-4.6859,0.3785,0.026,0.1611,0.6562,0.1118,-1.1516,-1.2123,0.5778,1.0527,-0.5018,-0.4766,1.0879,1.1097,0.8747,1.02,0.8041,0.7883,1.1835,1.2313,0.7652,1.0404,0.6465,0.6214,0.1635,0.1627,-0.9818,0.9951,-6.0058,-6.0356,8.708,5.1427,0.7406,0.5906,0.085,0.144,1.124,1.0385,0.9574,0.9239,0.8517,0.9219,0.0018,0.6044,-0.4481,-0.367,0.857,0.1117,-0.6998,-0.5953,6.2917,0.0111,0.1054,0.3052,0.9529,7.4623,0.0092,0.0957,0.2763,0.9635,-0.9353,0.0043,0.0654,1.0193,?,0.8431,-6.7271,-7.9786,1.1005,1.6122,1.465,1.2111,2.5991,2.1461,0.8456,-6.0555,-7.161,0.8551,0,0,1.1044,0.2994,0.2711,0.0522,14.6893,-0.9942,-0.7826,0.8098,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2024,0.0249,0.1579,0.7472,-0.0584,-0.0783,0.0117,0.108,0.5152,-3.8958,-0.2749,0.0188,0.1372,0.6729,-21.6624,0.3759,0.0367,0.1917,0.8101,0.0417,-2.5854,-0.7364,0.5384,0.2848,-0.2082,-0.7311,1.4624,1.1512,0.8239,0.7872,0.5634,0.7157,2.1385,1.3252,0.6789,0.6197,0.3175,0.5123,0.1006,0.0641,-1.1699,0.6374,-11.6286,-18.2427,6.7077,23.7756,0.8351,3.5445,0.1245,0.0351,1.4502,1.1104,0.9223,0.7657,0.636,0.8306,0.0018,0.5795,-0.813,-0.5274,0.8897,0.3966,-0.7515,-0.8346,6.8962,0.001,0.0322,0.1282,0.9816,6.9488,0.0018,0.0418,0.1569,0.9777,-0.5517,0.02,0.1416,0.7024,?,0.9924,-12.4989,-12.5943,0.7699,0.2275,0.2955,0.5928,0.0518,0.0873,0.9908,-9.71,-9.8,0.9869,0,0,0.8171,0.1825,0.2233,0.0505,14.3967,-0.9766,-0.9633,0.9795,TASCA_SINISTRA_DAVANTI_PANTALONI
0.399,6.3992,2.5297,12.7851,-1.0103,-0.5311,1.4653,1.2105,5.4732,-2.0447,-0.6243,4.7223,2.1731,12.2853,-0.7895,3.2046,3.1482,1.7743,7.1747,0.0323,-0.7513,-0.6392,0.1245,0.8507,-0.1657,-0.1948,2.0898,1.1641,1.4257,0.557,0.6822,1.2247,4.3671,1.3551,2.0326,0.3103,0.4654,1.5,1.7481,1.1854,-26.8576,0.6781,-15.3636,-22.6562,3.5379,0.9264,0.8578,0.2618,0.2425,0.926,2.3359,1.0407,1.782,0.4455,0.7628,1.7123,0.0047,4.7237,-0.0958,0.3324,0.3652,-0.0322,-0.3297,0.0128,7.8294,0.2649,0.5147,2.1446,0.7459,4.1572,1.1444,1.0698,4.4662,0.3659,3.668,2.7057,1.6449,7.2788,-0.0325,1.8833,2.1345,1.1334,0.4811,0.3129,0.6504,0.2315,0.0979,0.423,2.4426,-27.4969,-11.2572,1.1983,1.1973,0.9991,0.4802,0.2946,0.6136,0.0502,15.6615,-0.0206,-0.299,-0.9045,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.1559,2.8663,1.693,7.6385,-1.9982,-1.5491,12.7773,3.5745,12.7582,-1.3472,0.5502,12.5638,3.5445,16.4573,-0.7274,4.8415,8.8061,2.9675,10.5561,0.0276,0.7462,-2.1009,-0.2387,-2.8156,-0.32,0.1136,0.4736,0.4776,0.5705,1.0085,1.2046,1.1945,0.2243,0.2281,0.3255,1.017,1.451,1.4267,0.6952,0.7346,-16.973,1.0566,-24.4144,-23.1057,0.4687,0.2674,0.2347,0.5705,0.5007,0.8776,0.5987,0.4641,0.7236,0.7752,1.2086,1.559,0.0105,7.2141,-0.2809,-0.5142,-0.3539,0.0849,-0.2989,0.4433,-3.4165,7.0824,2.6613,7.8631,?,2.5979,26.7512,5.1722,14.1906,-1.0842,6.5258,1.3213,1.1495,3.981,0.4765,-1.3151,-0.5235,0.3981,0.5145,2.3152,4.4996,0.2648,5.3602,20.2463,1.0652,-2.1697,-2.037,0,0,0.8953,0.5541,1.9752,3.5646,0.0409,15.4177,0.6195,0.6836,0.9068,TASCA_SINISTRA_DIETRO_PANTALONI
-0.8673,3.1437,1.773,8.3253,-2.2436,-2.282,9.6637,3.1087,13.0632,-1.2753,0.2703,11.2454,3.3534,15.1131,-0.4745,4.8724,6.3452,2.519,10.6652,0.0393,0.3801,-3.2092,-0.178,-8.4438,-0.4683,0.0555,0.5704,0.5287,0.7039,0.927,1.2341,1.3313,0.3253,0.2796,0.4954,0.8594,1.523,1.7723,0.7865,1.1841,-13.2098,1.5055,-16.7955,-11.1563,0.447,0.2504,0.2312,0.5602,0.5172,0.9233,0.6373,0.5509,0.7806,0.8644,1.2248,1.417,0.0129,7.3007,0.4966,-0.2866,-0.6316,-0.0804,-0.476,0.5603,-2.308,6.8225,2.612,7.9164,?,4.5281,14.3968,3.7943,14.1628,-0.9707,6.9324,1.0506,1.025,4.8249,0.4286,-0.5097,-0.3329,0.6532,0.6884,2.5484,3.7019,0.4739,6.4941,13.7039,1.1348,-2.1871,-1.9274,0,0,0.851,0.559,1.6407,2.9354,0.045,14.7654,0.9354,0.3898,0.5662,TASCA_SINISTRA_DIETRO_PANTALONI
-1.3533,3.9193,1.9797,10.4418,-2.6568,-2.2606,14.1828,3.766,15.9852,-1.4065,0.1317,16.5182,4.0643,20.345,-0.4134,5.642,9.7472,3.1221,14.9926,0.0492,0.5986,-10.2744,-0.2399,-17.1629,-0.4007,0.0233,0.5257,0.4871,0.6341,0.9266,1.2063,1.3018,0.2763,0.2373,0.4021,0.8586,1.4551,1.6947,0.812,1.2749,-9.7688,1.5701,-12.0303,-7.6623,0.4299,0.1984,0.1811,0.4615,0.4212,0.9128,0.6532,0.5132,0.6965,0.7857,1.0662,1.357,0.0139,8.2498,-0.2517,-0.4004,-0.3779,0.008,-0.3928,0.6091,-2.4875,5.514,2.3482,7.8684,?,2.3385,22.1733,4.7089,14.506,-1.1532,7.4272,1.6507,1.2848,4.9133,0.4408,-1.0637,-0.3349,0.3149,0.4987,1.8277,3.6651,0.2487,3.3404,13.4326,1.0128,-2.0318,-2.0062,0,0,0.7668,0.5424,1.6014,2.9524,0.0428,14.855,0.5558,0.5441,0.7854,TASCA_SINISTRA_DIETRO_PANTALONI
-1.1257,11.3716,3.3722,27.7443,-0.5761,-1.5119,6.4378,2.5373,13.2872,-1.4935,1.17,14.7939,3.8463,27.2146,-0.2255,5.0018,12.5065,3.5365,28.1685,0.0231,0.7446,-0.9621,-0.2251,-1.2922,-0.3023,0.2339,1.3291,0.8767,0.9535,0.6597,0.7175,1.0876,1.7664,0.7687,0.9093,0.4352,0.5148,1.1829,1.2743,2.0248,-15.2494,1.589,-11.9673,-7.5313,3.3035,0.7927,0.6105,0.24,0.1848,0.7701,2.088,1.0195,0.9849,0.4882,0.4717,0.9661,0.0117,7.5222,-0.3483,0.1938,0.0609,-0.0337,-0.0395,0.6759,-0.2586,13.8437,3.7207,10.3279,-1.8383,-1.3727,9.4782,3.0787,10.7018,-2.5358,8.245,2.9194,1.7086,4.8995,0.4994,0.1884,-0.0314,-0.1665,1.2085,2.1776,1.8018,1.4606,4.7419,3.2466,0.8715,-1.3684,-1.5701,1.2022,0.3718,0.3092,0.9651,2.1079,2.1843,0.044,14.0313,0.8436,0.8073,0.9088,TASCA_SINISTRA_DIETRO_PANTALONI
1.2947,5.1261,2.2641,11.8091,-0.4674,-0.8696,4.2007,2.0496,9.3306,-1.0893,0.3726,13.5392,3.6796,21.2372,-1.0799,4.2453,7.4145,2.723,11.5423,0.0553,-1.4887,3.4751,0.305,-2.3343,-0.2048,0.0878,1.1047,0.6153,0.8315,0.557,0.7527,1.3513,1.2203,0.3786,0.6914,0.3103,0.5665,1.826,0.7731,0.3411,-5.5652,0.4412,-7.1981,-16.3152,1.8021,0.7882,0.6587,0.4374,0.3655,0.8357,1.2656,0.5561,1.0231,0.4394,0.8084,1.8399,0.0085,6.5082,0.2757,0.2968,0.552,0.0447,0.0677,0.2955,4.558,0.4771,0.6907,2.9939,0.513,6.4621,5.1932,2.2788,8.9458,0.032,4.8218,4.7255,2.1738,7.9907,0.1007,0.7053,0.9453,1.3402,0.3031,0.3177,1.0483,0.0919,0.101,1.099,10.6489,3.5258,0.3311,0.6652,0.6919,1.0401,0.3347,0.3747,1.1195,0.049,15.8419,-0.4053,0.5584,-0.9185,TASCA_SINISTRA_DIETRO_PANTALONI
0.4129,4.5167,2.1252,9.9504,-0.6503,-0.7582,1.6508,1.2848,7.1962,-1.3961,0.5487,7.2836,2.6988,12.9389,-0.5563,3.2851,3.7056,1.925,8.5686,0.0454,-0.5446,0.7525,0.1257,-1.3818,-0.2308,0.167,1.6541,0.7875,1.104,0.4761,0.6675,1.402,2.736,0.6201,1.2189,0.2267,0.4455,1.9656,0.9352,0.8477,-9.627,0.9065,-10.2944,-11.3559,2.0076,0.7252,0.6717,0.3612,0.3346,0.9262,1.3827,0.769,1.1613,0.5562,0.8398,1.51,0.0052,4.9457,0.3669,0.6241,0.4382,0.1731,0.2584,0.4741,3.9096,3.8675,1.9666,7.5775,-0.154,2.8214,4.2553,2.0628,6.2794,0.0281,7.8037,3.8744,1.9684,5.5403,0.3979,1.3857,0.501,0.3616,0.9533,0.9991,1.048,0.9089,0.9982,1.0983,-5.5652,-0.2762,0.0496,1.0163,0.7137,0.7022,1.2067,1.3677,1.1334,0.0468,14.5882,0.398,-0.7751,-0.8569,TASCA_SINISTRA_DIETRO_PANTALONI
0.0349,0.0143,0.1195,0.5872,-0.7657,-0.0197,0.0077,0.0879,0.505,-1.2341,-0.1537,0.0061,0.078,0.437,-8.3862,0.2146,0.0073,0.0852,0.446,0.11,-1.7743,-0.2272,0.1627,0.128,-0.0917,-0.7161,1.36,1.5315,1.4025,1.1262,1.0313,0.9158,1.8495,2.3456,1.967,1.2683,1.0636,0.8386,0.9128,0.6522,-4.6179,0.7145,-5.0588,-7.0802,1.4713,7.1435,0.6636,4.8554,0.451,0.0929,1.1628,1.3438,1.3165,1.1557,1.1322,0.9797,0.0008,0.3184,-0.2462,-0.4074,0.511,-0.1782,-0.1312,-0.668,8.6684,0.0013,0.0355,0.1133,0.987,4.5591,0.0045,0.0674,0.211,0.955,0.488,0.0004,0.0197,0.0785,0.8536,1.9013,17.7618,9.3417,0.5261,1.8002,3.422,0.2767,3.2407,11.7104,1.9212,18.7754,9.7729,1.8588,16.2377,8.7354,0.5368,1.442,2.6864,0.0503,13.7155,-0.9982,0.1855,-0.2173,TASCA_SINISTRA_DIETRO_PANTALONI
0.0092,0.0378,0.1943,1.094,-1.147,-0.0859,0.0278,0.1668,0.7688,-0.9546,-0.1758,0.0211,0.1451,0.8818,-1.7094,0.3327,0.0143,0.1196,0.5535,0.1206,-0.1075,-0.0526,0.0278,0.4889,-0.2583,-0.5283,1.1645,1.3386,1.6239,1.1495,1.3945,1.2131,1.3561,1.792,2.637,1.3214,1.9446,1.4716,1.5566,1.0506,-7.7006,0.6749,-4.9472,-7.33,1.2955,1.5657,0.8096,1.2086,0.625,0.5171,1.423,1.2407,1.9766,0.8719,1.389,1.5931,0.001,0.5047,0.0317,-0.167,0.1268,-0.2451,0.0465,-0.5208,8.1396,0.1175,0.3427,1.2558,0.855,5.4244,0.2461,0.4961,1.8036,0.7185,0.3434,0.0143,0.1195,0.5118,0.1446,1.5006,23.7003,15.7943,0.6909,2.8677,4.1509,0.4773,8.2234,17.2298,1.6083,85.5322,53.1818,1.3515,14.4693,10.7058,0.6963,2.4535,3.5237,0.0507,13.9075,-0.998,-0.756,0.7485,TASCA_SINISTRA_DIETRO_PANTALONI
0.0822,0.0848,0.2912,1.9981,-0.9533,-0.0149,0.0175,0.1324,0.7733,-2.4612,-0.234,0.0092,0.0961,0.6753,-16.4188,0.3708,0.0358,0.1892,0.9699,0.0822,-5.5115,-0.351,0.2216,0.0637,-0.0402,-0.6312,2.2,3.0293,1.5387,1.377,0.6994,0.5079,4.84,9.1767,2.3675,1.896,0.4891,0.258,1.7734,1.5319,-11.2325,0.8638,-6.3338,-7.3323,4.5786,26.3845,0.9681,5.7626,0.2114,0.0367,2.5839,2.9587,2.0602,1.1451,0.7973,0.6963,0.0014,0.5361,-0.2544,0.0142,0.3398,-0.321,-0.1278,-0.33,8.511,0.0014,0.0373,0.1342,0.9843,4.7895,0.0039,0.0622,0.2275,0.9536,0.886,0.002,0.0443,0.1965,0.8037,1.777,9.6065,5.406,0.5989,0.8413,1.4046,0.3587,0.7077,1.9729,1.8037,10.483,5.8119,1.7474,8.5596,4.8985,0.5899,0.683,1.1579,0.0557,14.1866,-0.9764,-0.4729,0.3664,TASCA_SINISTRA_DIETRO_PANTALONI
-0.2949,5.2151,2.2837,15.6004,-0.8796,-0.63,4.223,2.055,10.0117,-1.0344,0.2429,5.3053,2.3033,13.6125,-0.4509,3.3218,4.2523,2.0621,11.2371,0.0065,0.4681,-1.214,-0.0888,-2.5932,-0.1897,0.0731,1.1113,0.9915,1.1074,0.8922,0.9966,1.117,1.2349,0.983,1.2264,0.796,0.9931,1.2476,1.4341,1.7258,-99.3928,1.2034,-69.3054,-57.5921,1.6866,0.8846,0.7338,0.5245,0.4351,0.8295,1.5582,1.146,1.3883,0.7355,0.891,1.2114,0.0038,5.0333,0.0504,0.1313,-0.3152,0.1324,-0.1258,0.2531,1.9537,1.9415,1.3934,4.7893,-0.1546,6.6405,2.9042,1.7042,4.8346,0.474,6.2315,4.5557,2.1344,6.1146,0.3021,0.2942,0.3135,1.0656,0.8176,0.6528,0.7984,0.6685,0.4262,0.6375,-0.1472,-0.2423,1.6459,0.4513,0.4734,1.0491,0.9906,0.7833,0.7907,0.048,14.974,0.804,-0.7593,-0.986,TASCA_GIACCA_ALTA
-0.1924,4.4176,2.1018,11.329,-1.2316,-0.6986,3.2943,1.815,9.1321,-1.7951,0.2811,3.6363,1.9069,12.8563,-0.8145,2.7107,4.6044,2.1458,8.6552,0.0107,0.2754,-0.6843,-0.071,-2.4849,-0.2577,0.1037,1.158,1.1022,0.9795,0.9518,0.8458,0.8887,1.341,1.2149,0.9594,0.9059,0.7155,0.7897,1.0661,1.0834,-66.7545,1.0163,-62.6179,-61.6143,1.5538,0.7165,0.5803,0.4611,0.3734,0.8099,1.2406,0.8812,1.3089,0.7103,1.0551,1.4854,0.004,4.0232,0.2757,0.4133,-0.2457,-0.1679,-0.4896,0.0294,0.9933,2.2066,1.4855,4.0229,-0.1345,5.7827,1.9673,1.4026,4.3599,0.5193,7.3648,3.3252,1.8235,6.0812,0.292,0.1718,0.1349,0.7852,1.0591,0.8146,0.7692,1.1216,0.6636,0.5916,-0.1013,-0.1902,1.8782,0.391,0.4129,1.056,0.9227,0.6615,0.7169,0.0488,14.5391,0.8648,-0.8019,-0.9895,TASCA_GIACCA_ALTA
-0.3516,5.0739,2.2525,13.5879,-2.6604,-0.4317,4.0586,2.0146,9.8208,-0.9219,0.1483,7.2849,2.6991,16.3138,-1.2448,3.474,4.6807,2.1635,9.8898,0.0164,0.8145,-2.3706,-0.1012,-2.9105,-0.1243,0.0427,1.1181,0.8346,1.0412,0.7464,0.9312,1.2476,1.2502,0.6965,1.084,0.5571,0.8671,1.5564,2.0963,1.0917,-60.0707,0.5208,-28.6552,-55.0261,0.7265,0.5108,0.3692,0.7031,0.5082,0.7228,1.3836,0.8329,1.3739,0.602,0.993,1.6496,0.003,5.0372,0.1711,0.1579,-0.3775,0.1892,0.0846,0.1108,1.742,2.1811,1.4769,4.2869,-0.106,7.2075,2.448,1.5646,4.4401,0.5246,5.5437,5.8214,2.4128,7.2765,0.1426,0.2417,0.3142,1.3001,0.9439,0.6121,0.6485,0.891,0.3747,0.4205,-0.0838,-0.3396,4.0505,0.415,0.4568,1.1006,0.9655,0.5891,0.6102,0.0472,14.642,0.8927,-0.8746,-0.9688,TASCA_GIACCA_ALTA
-0.2949,5.2151,2.2837,15.6004,-0.8796,-0.63,4.223,2.055,10.0117,-1.0344,0.2429,5.3053,2.3033,13.6125,-0.4509,3.3218,4.2523,2.0621,11.2371,0.0065,0.4681,-1.214,-0.0888,-2.5932,-0.1897,0.0731,1.1113,0.9915,1.1074,0.8922,0.9966,1.117,1.2349,0.983,1.2264,0.796,0.9931,1.2476,1.4341,1.7258,-99.3928,1.2034,-69.3054,-57.5921,1.6866,0.8846,0.7338,0.5245,0.4351,0.8295,1.5582,1.146,1.3883,0.7355,0.891,1.2114,0.0038,5.0333,0.0504,0.1313,-0.3152,0.1324,-0.1258,0.2531,1.9537,1.9415,1.3934,4.7893,-0.1546,6.6405,2.9042,1.7042,4.8346,0.474,6.2315,4.5557,2.1344,6.1146,0.3021,0.2942,0.3135,1.0656,0.8176,0.6528,0.7984,0.6685,0.4262,0.6375,-0.1472,-0.2423,1.6459,0.4513,0.4734,1.0491,0.9906,0.7833,0.7907,0.048,14.974,0.804,-0.7593,-0.986,TASCA_GIACCA_ALTA
-0.1924,4.4176,2.1018,11.329,-1.2316,-0.6986,3.2943,1.815,9.1321,-1.7951,0.2811,3.6363,1.9069,12.8563,-0.8145,2.7107,4.6044,2.1458,8.6552,0.0107,0.2754,-0.6843,-0.071,-2.4849,-0.2577,0.1037,1.158,1.1022,0.9795,0.9518,0.8458,0.8887,1.341,1.2149,0.9594,0.9059,0.7155,0.7897,1.0661,1.0834,-66.7545,1.0163,-62.6179,-61.6143,1.5538,0.7165,0.5803,0.4611,0.3734,0.8099,1.2406,0.8812,1.3089,0.7103,1.0551,1.4854,0.004,4.0232,0.2757,0.4133,-0.2457,-0.1679,-0.4896,0.0294,0.9933,2.2066,1.4855,4.0229,-0.1345,5.7827,1.9673,1.4026,4.3599,0.5193,7.3648,3.3252,1.8235,6.0812,0.292,0.1718,0.1349,0.7852,1.0591,0.8146,0.7692,1.1216,0.6636,0.5916,-0.1013,-0.1902,1.8782,0.391,0.4129,1.056,0.9227,0.6615,0.7169,0.0488,14.5391,0.8648,-0.8019,-0.9895,TASCA_GIACCA_ALTA
-0.3516,5.0739,2.2525,13.5879,-2.6604,-0.4317,4.0586,2.0146,9.8208,-0.9219,0.1483,7.2849,2.6991,16.3138,-1.2448,3.474,4.6807,2.1635,9.8898,0.0164,0.8145,-2.3706,-0.1012,-2.9105,-0.1243,0.0427,1.1181,0.8346,1.0412,0.7464,0.9312,1.2476,1.2502,0.6965,1.084,0.5571,0.8671,1.5564,2.0963,1.0917,-60.0707,0.5208,-28.6552,-55.0261,0.7265,0.5108,0.3692,0.7031,0.5082,0.7228,1.3836,0.8329,1.3739,0.602,0.993,1.6496,0.003,5.0372,0.1711,0.1579,-0.3775,0.1892,0.0846,0.1108,1.742,2.1811,1.4769,4.2869,-0.106,7.2075,2.448,1.5646,4.4401,0.5246,5.5437,5.8214,2.4128,7.2765,0.1426,0.2417,0.3142,1.3001,0.9439,0.6121,0.6485,0.891,0.3747,0.4205,-0.0838,-0.3396,4.0505,0.415,0.4568,1.1006,0.9655,0.5891,0.6102,0.0472,14.642,0.8927,-0.8746,-0.9688,TASCA_GIACCA_ALTA
