@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.4154,0.4504,0.6711,2.9382,-1.6772,3.4762,2.4404,1.5622,7.8522,0.1023,9.3679,0.5037,0.7098,3.1765,0.701,10.121,0.9732,0.9865,5.5538,0.5778,-0.1195,-0.0443,-0.041,0.3711,0.3435,0.9256,0.4296,0.9456,0.6803,2.201,1.5835,0.7195,0.1846,0.8941,0.4628,4.8444,2.5075,0.5176,-2.0578,-0.2472,-0.2422,0.1201,0.1177,0.9799,0.1255,0.1033,0.0834,0.8233,0.6649,0.8077,0.3742,0.925,0.5291,2.472,1.4139,0.572,0.0763,13.4644,-0.2795,0.0973,-0.1673,0.1038,0.7334,0.7442,15.3435,76.0729,8.722,21,0,?,?,?,?,?,DESTRA_PANTALONI
-0.6188,0.014,0.1181,0.8885,?,9.0582,0.1181,0.3437,1.3529,0.8602,9.5848,0.0128,0.1131,0.6066,0.9387,13.205,0.075,0.2739,1.2164,0.9113,-0.0683,-0.0646,-0.0469,0.9451,0.686,0.7258,0.3437,1.0444,0.4312,3.0387,1.2545,0.4129,0.1181,1.0908,0.1859,9.2336,1.5739,0.1705,-0.1067,-0.0957,-0.0711,0.8967,0.6665,0.7433,0,0,0,0.9784,0.7061,0.7216,0.6568,1.4647,0.7304,2.2303,1.1122,0.4987,0.088,19.2618,0.4788,-0.0358,0.3808,0.362,0.9586,0.6137,4.1432,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
-0.5055,0.0095,0.0974,0.8074,?,10.8522,0.0219,0.1479,0.7709,0.9314,9.6107,0.0128,0.1131,0.5363,0.9457,14.5053,0.0319,0.1786,0.8934,0.9402,-0.0466,-0.0526,-0.0349,1.1292,0.7482,0.6626,0.6587,0.8616,0.5453,1.3081,0.8279,0.6329,0.4339,0.7424,0.2974,1.7111,0.6854,0.4005,-0.0771,-0.0864,-0.0574,1.1199,0.7445,0.6648,0,0,0,1.1371,0.7515,0.6609,1.0473,1.5056,0.9038,1.4375,0.8629,0.6003,0.0967,20.9685,0.2774,0.1093,0.1982,0.8679,0.9784,0.9512,4.1432,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
0.09,0.7897,0.8886,6.779,-1.1699,7.2726,8.954,2.9923,23.7041,-0.8226,10.3882,1.319,1.1485,10.2268,0.2437,13.0022,2.8179,1.6787,9.068,0.4613,0.0124,0.0087,0.0069,0.7001,0.5593,0.799,0.297,0.7738,0.5294,2.6055,1.7826,0.6842,0.0882,0.5987,0.2802,6.7885,3.1776,0.4681,0.3416,-1.1093,-0.4707,-3.2471,-1.3778,0.4243,0.2402,0.231,0.1856,0.9618,0.7726,0.8033,0.286,0.6629,0.7476,2.3178,2.614,1.1278,0.084,18.3973,-0.6368,-0.49,-0.6747,0.4504,0.7857,0.6279,4.1337,0.0072,0.0851,1.0569,0.791,?,?,?,?,?,DESTRA_PANTALONI
0.4083,5.6039,2.3672,13.1763,-1.3239,1.2455,43.6903,6.6099,23.6933,-1.7372,9.597,8.6478,2.9407,12.7944,0.2021,11.8805,10.6169,3.2584,13.0064,0.3046,0.3278,0.0425,0.0344,0.1298,0.1048,0.8078,0.3581,0.805,0.7265,2.2477,2.0286,0.9025,0.1283,0.648,0.5278,5.0522,4.1152,0.8145,0.4992,-2.3164,-1.3176,-4.6404,-2.6396,0.5688,0.655,0.3536,0.3032,0.5398,0.4628,0.8573,0.5561,1.0298,1.0131,1.8519,1.8217,0.9837,0.0654,17.119,-0.1535,-0.328,-0.291,-0.4411,-0.4769,0.9032,4.1284,4.4497,2.1094,7,0,?,?,?,?,?,DESTRA_PANTALONI
-0.4182,16.4999,4.062,29.714,-0.9543,-7.8824,54.8858,7.4085,52.3637,-1.6696,8.9519,14.0047,3.7423,20.3786,-0.017,13.6517,41.4633,6.4392,32.8699,0.1177,0.0531,-0.0467,-0.0306,-0.8805,-0.5774,0.6557,0.5483,1.0854,0.6308,1.9797,1.1505,0.5812,0.3006,1.1782,0.3979,3.9191,1.3237,0.3378,0.4431,42.6208,-3.3098,96.1977,-7.4703,-0.0777,0.7752,0.7588,0.4081,0.9789,0.5265,0.5379,0.5675,1.4581,0.904,2.5695,1.5931,0.62,0.0796,20.4659,0.3809,-0.09,-0.197,-0.5438,-0.7229,0.7519,0,0,0,0,0,?,?,?,?,?,DESTRA_PANTALONI
-0.0471,14.7843,3.845,23.0395,-0.8349,-8.2563,60.5135,7.779,36.8822,-2.6691,9.3655,16.137,4.0171,21.5629,-0.0113,14.4728,37.8524,6.1524,29.5381,0.1266,0.0057,-0.005,-0.0033,-0.8816,-0.5705,0.6471,0.4943,0.9572,0.625,1.9365,1.2644,0.6529,0.2443,0.9162,0.3906,3.75,1.5987,0.4263,0.3907,43.615,-2.4494,111.6225,-6.2688,-0.0562,1.2491,0.5889,0.3713,0.4714,0.2972,0.6305,0.6247,1.0685,0.78,1.7104,1.2486,0.73,0.0849,21.2984,-0.1757,-0.1445,-0.0201,-0.1943,-0.7248,0.7378,0,0,0,0,0,?,?,?,?,?,DESTRA_PANTALONI
-0.2644,0.4492,0.6702,2.7975,-0.7689,8.7655,4.1346,2.0334,7.2044,0.4653,9.5378,3.5006,1.871,6.9904,0.5005,12.9828,7.4056,2.7213,9.5077,0.5016,-0.0302,-0.0277,-0.0204,0.919,0.6752,0.7346,0.3296,0.3582,0.2463,1.0868,0.7472,0.6875,0.1086,0.1283,0.0607,1.1811,0.5583,0.4727,-0.1939,-0.1736,-0.1271,0.8951,0.6553,0.7321,0.1174,0.113,0.0829,0.9628,0.7063,0.7336,0.3883,0.4002,0.2942,1.0306,0.7577,0.7352,0.0864,18.9285,0.5999,0.4376,0.5243,0.9638,0.9906,0.9911,4.0472,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
0.2438,0.3324,0.5765,2.7131,-0.4358,10.1121,8.9841,2.9973,12.4584,0.2921,9.1369,7.6111,2.7588,11.5531,0.3101,13.6428,16.5972,4.074,16.9594,0.3021,0.0241,0.0267,0.0179,1.1067,0.7412,0.6697,0.1923,0.209,0.1415,1.0865,0.7357,0.6772,0.037,0.0437,0.02,1.1804,0.5413,0.4586,-0.1602,-0.1585,-0.1122,0.9897,0.7002,0.7075,0.1074,0.1128,0.0778,1.0509,0.7242,0.6892,0.2178,0.2348,0.16,1.0784,0.7346,0.6812,0.0903,19.7137,0.4771,0.4063,0.4481,0.9922,0.9985,0.9976,4.0144,0.0005,0.0217,0.0472,0.9883,?,?,?,?,?,DESTRA_PANTALONI
-0.2053,0.1895,0.4353,1.8965,-1.7624,11.7456,1.2532,1.1194,4.7393,0.6705,9.5962,0.4826,0.6947,3.7343,0.6832,15.1793,1.6038,1.2664,5.9886,0.6773,-0.0175,-0.0214,-0.0135,1.224,0.7738,0.6322,0.3889,0.6266,0.3437,1.6114,0.884,0.5486,0.1512,0.3927,0.1182,2.5967,0.7814,0.3009,-0.1254,-0.1503,-0.0963,1.198,0.7673,0.6405,0.0477,0.0583,0.037,1.2206,0.7751,0.635,0.4002,0.5079,0.3167,1.2691,0.7914,0.6236,0.1005,21.7287,0.2325,0.0225,0.1586,0.8859,0.9863,0.9503,4.1432,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
0.2637,0.0118,0.1086,0.5844,-0.0288,3.8735,0.061,0.2471,1.268,0.7153,9.6043,0.0154,0.1243,0.6316,0.9366,10.3623,0.0277,0.1664,0.8356,0.9227,0.0681,0.0275,0.0255,0.4033,0.3738,0.9269,0.4397,0.8742,0.6527,1.9882,1.4844,0.7466,0.1933,0.7642,0.426,3.9531,2.2034,0.5574,-0.0051,-0.0018,-0.0016,0.3415,0.3196,0.9359,0.1276,0.057,0.0526,0.4471,0.4122,0.922,0.4609,0.9253,0.6994,2.0077,1.5175,0.7558,0.0691,13.7417,0.0523,0.0361,0.0712,0.274,0.7456,0.8425,4.1432,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
0.307,0.0159,0.1261,0.6818,-0.0114,5.613,0.0505,0.2248,1.1991,0.8097,9.594,0.0114,0.107,0.5399,0.9454,11.1218,0.028,0.1674,1.056,0.9099,0.0547,0.032,0.0276,0.5851,0.5047,0.8626,0.5611,1.179,0.7533,2.1012,1.3425,0.6389,0.3149,1.3901,0.5675,4.415,1.8024,0.4082,-0.0015,-0.0008,-0.0007,0.5459,0.4783,0.876,0.107,0.0682,0.0575,0.6374,0.5374,0.8432,0.5686,1.2628,0.6456,2.2209,1.1355,0.5113,0.0741,15.5141,-0.4595,-0.0337,-0.3074,0.3331,0.8522,0.7767,4.1432,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
0.1144,1.4669,1.2111,7.2759,-0.9766,-6.5164,5.9489,2.439,12.0045,?,9.9036,2.1105,1.4527,6.0263,0.5648,12.0725,4.3369,2.0825,8.7291,0.4769,-0.0176,0.0116,0.0095,-0.658,-0.5398,0.8203,0.4966,0.8337,0.5816,1.6789,1.1712,0.6976,0.2466,0.695,0.3382,2.8187,1.3717,0.4866,0.2995,-0.4597,-0.4517,-1.5352,-1.5085,0.9826,0,0.2659,0.2206,0,0,0.8297,0.6061,1.2074,0.8335,1.992,1.3752,0.6904,0.0785,17.3141,0.1591,0.0451,-0.0582,-0.4507,-0.8371,0.8543,4.872,1.4462,1.2026,5.1599,0.4454,?,?,?,?,?,DESTRA_PANTALONI
-0.1281,1.6312,1.2772,6.8711,-1.0893,3.6375,1.8319,1.3535,7.35,-0.0377,9.3811,2.2474,1.4991,8.6118,0.3204,10.2237,2.4393,1.5618,9.0096,0.3535,-0.0352,-0.0137,-0.0125,0.3878,0.3558,0.9176,0.9436,0.8519,0.8178,0.9028,0.8666,0.9599,0.8904,0.7258,0.6687,0.8151,0.751,0.9214,13.4009,-0.8823,-0.7272,-0.0658,-0.0543,0.8242,0.4643,0.2595,0.236,0.5589,0.5082,0.9093,0.9348,0.7979,0.7626,0.8535,0.8158,0.9558,0.0666,13.9528,0.8077,0.2505,0.4709,0.3354,0.5992,0.9416,4.2845,0.1148,0.3388,2.5568,0.6184,?,?,?,?,?,DESTRA_PANTALONI
0.1939,0.7677,0.8762,3.5825,-0.8215,0.7455,2.269,1.5063,8.1364,-0.5805,9.4853,1.6676,1.2914,6.0416,0.528,9.6763,1.6386,1.2801,5.9808,0.5378,0.2601,0.0204,0.02,0.0786,0.077,0.9803,0.5817,0.6785,0.6845,1.1665,1.1767,1.0088,0.3383,0.4604,0.4685,1.3606,1.3847,1.0177,0.5407,-0.239,-0.2322,-0.4421,-0.4294,0.9712,0.3821,0.1536,0.152,0.4022,0.3978,0.9892,0.4403,0.593,0.599,1.3467,1.3604,1.0102,0.063,11.6767,0.4516,-0.7647,-0.7738,-0.3283,-0.2923,0.9917,10.3098,11.4024,3.3767,10.7257,0.2786,?,?,?,?,?,DESTRA_PANTALONI
0.0857,3.0218,1.7383,7.5356,-1.1349,0.4517,7.6912,2.7733,11.4196,-1.3691,9.5082,8.0906,2.8444,12.6455,0.1364,10.0486,8.4456,2.9061,11.8646,0.2235,0.1896,0.009,0.0085,0.0475,0.045,0.9462,0.6268,0.6111,0.5982,0.975,0.9543,0.9788,0.3929,0.3735,0.3578,0.9506,0.9107,0.958,0.607,-2.0058,-1.1732,-3.3044,-1.9329,0.5849,0.7323,0.2411,0.231,0.3292,0.3155,0.9584,0.6599,0.5959,0.6351,0.9031,0.9625,1.0658,0.063,13.361,0.1343,-0.5556,-0.5757,-0.474,-0.5042,0.9927,4.0949,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
-0.4177,1.847,1.359,5.6958,-1.6171,-8.1775,3.0644,1.7505,15.3738,?,10.0798,3.0292,1.7405,7.6452,0.5093,13.0863,5.3376,2.3103,10.8956,0.4747,0.0511,-0.0414,-0.0319,-0.8113,-0.6249,0.7703,0.7763,0.7808,0.5882,1.0058,0.7577,0.7533,0.6027,0.6097,0.346,1.0116,0.5741,0.5675,0.2289,-0.4435,-0.3574,-1.9373,-1.5613,0.8059,0,0.1397,0.1049,0,0,0.7512,0.3705,0.745,0.5228,2.0109,1.411,0.7017,0.086,19.4592,0.5449,-0.1682,-0.3774,-0.7181,-0.9157,0.936,4.0472,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
0.2161,1.0623,1.0307,6.8256,-0.9851,0.4553,3.5457,1.883,12.7429,-0.9425,9.4871,4.218,2.0538,11.1893,0.2167,9.7581,3.8651,1.966,9.293,0.3535,0.4746,0.0228,0.0221,0.048,0.0467,0.9722,0.5473,0.5018,0.5242,0.9168,0.9578,1.0447,0.2996,0.2518,0.2748,0.8406,0.9174,1.0913,0.5478,-1.094,-0.6666,-1.997,-1.2169,0.6093,0.5241,0.2407,0.2392,0.4592,0.4564,0.9938,0.5356,0.61,0.7345,1.1388,1.3712,1.2041,0.0629,11.7746,0.2291,0.1584,0.1782,-0.1958,-0.2051,0.9763,14.7648,34.7547,5.8953,18.5326,0.1827,?,?,?,?,?,DESTRA_PANTALONI
-0.3436,1.8878,1.374,7.1837,-0.8104,4.1866,12.508,3.5367,12.1192,-0.4705,9.4342,2.8333,1.6832,7.168,0.4327,11.002,2.835,1.6838,7.5785,0.4744,-0.0821,-0.0364,-0.0312,0.4438,0.3805,0.8575,0.3885,0.8163,0.816,2.1011,2.1005,0.9997,0.1509,0.6663,0.6659,4.4146,4.4119,0.9994,0.8293,-0.5881,-0.4702,-0.7092,-0.567,0.7995,0.4815,0.314,0.2752,0.6522,0.5716,0.8764,0.5928,1.0022,0.9479,1.6907,1.5992,0.9458,0.0684,15.6122,-0.4318,0.5446,0.3516,-0.3988,0.0405,0.8732,7.6926,12.2813,3.5045,16.7461,0.1983,?,?,?,?,?,DESTRA_PANTALONI
0.3481,1.7209,1.3118,7.7143,-0.5516,6.5816,8.6742,2.9452,10.9392,0.1731,9.3934,3.3495,1.8302,9.2481,0.3009,11.7875,6.4762,2.5448,12.8999,0.304,0.0529,0.0371,0.0295,0.7007,0.5584,0.7969,0.4454,0.7168,0.5155,1.6093,1.1573,0.7192,0.1984,0.5138,0.2657,2.5897,1.3394,0.5172,-1.198,-0.689,-0.4867,0.5752,0.4063,0.7064,0.3758,0.3758,0.2682,1,0.7137,0.7137,0.7052,0.8341,0.598,1.1829,0.848,0.7169,0.076,17.0319,-0.3429,0.1413,-0.1911,0.1772,0.8193,0.7037,60.1498,933.384,30.5513,140.3935,0.0287,?,?,?,?,?,DESTRA_PANTALONI
0.1018,6.6496,2.5787,20.6293,-0.4247,3.6993,52.1203,7.2194,56.0031,-0.6037,9.3823,20.5969,4.5384,21.7623,-0.0529,12.251,31.0021,5.568,36.8247,0.0579,0.0275,0.0108,0.0083,0.3943,0.302,0.7658,0.3572,0.5682,0.4631,1.5908,1.2966,0.8151,0.1276,0.3228,0.2145,2.5305,1.6812,0.6644,0.2917,5.6203,-2.7188,19.2684,-9.3211,-0.4838,0.4147,0.7006,0.3705,1.6896,0.8934,0.5288,0.3684,0.9479,0.5602,2.5734,1.5208,0.591,0.0463,17.4413,0.2985,-0.1723,0.1252,-0.007,0.0841,0.7322,0.1468,0.1252,0.3539,1,0,?,?,?,?,?,DESTRA_PANTALONI
-0.7072,12.6356,3.5547,17.3801,-1.1215,5.6862,39.8288,6.311,24.1101,-0.6689,9.592,11.5596,3.3999,16.5632,0.1494,13.274,12.665,3.5588,15.2296,0.2563,-0.1244,-0.0737,-0.0533,0.5928,0.4284,0.7226,0.5632,1.0455,0.9988,1.8562,1.7734,0.9554,0.3172,1.0931,0.9977,3.4455,3.1448,0.9127,0.9507,-3.1584,-1.7503,-3.3221,-1.841,0.5542,0.5671,0.4207,0.4,0.7419,0.7054,0.9508,0.7209,1.0493,1.1412,1.4556,1.5831,1.0876,0.0755,20.0372,0.7303,0.1225,0.1692,-0.0599,0.0318,0.8555,0.2703,0.7378,0.8589,4,0,?,?,?,?,?,DESTRA_PANTALONI
-0.3982,5.0932,2.2568,17.6286,-1.0653,-8.8176,23.4723,4.8448,25.5614,-101.3286,9.9983,9.7699,3.1257,16.6671,0.1518,13.8108,25.4722,5.047,26.6968,0.1211,0.0452,-0.0398,-0.0288,-0.8819,-0.6385,0.7239,0.4658,0.722,0.4472,1.55,0.9599,0.6193,0.217,0.5213,0.1999,2.4025,0.9215,0.3836,0.3592,-3.0493,-2.4712,-8.4881,-6.8789,0.8104,34.1696,0.4344,0.281,0.0127,0.0082,0.6469,0.6897,1.0577,0.6603,1.5336,0.9575,0.6243,0.0913,20.3921,0.266,0.2744,-0.0338,-0.5511,-0.8893,0.8605,2.7671,3.4252,1.8507,6,0.25,?,?,?,?,?,DESTRA_PANTALONI
-0.0542,8.1114,2.8481,15.3834,-1.0526,6.0829,21.532,4.6403,21.9175,-0.6023,9.7996,11.6759,3.417,16.0625,0.159,12.6828,13.502,3.6745,15.032,0.2249,-0.0089,-0.0055,-0.0043,0.6207,0.4796,0.7727,0.6138,0.8335,0.7751,1.358,1.2628,0.9299,0.3767,0.6947,0.6008,1.8442,1.5947,0.8648,0.9575,-2.5975,-1.8086,-2.7127,-1.8888,0.6963,0.5479,0.3924,0.3864,0.7162,0.7053,0.9848,0.7019,0.9577,1.0234,1.3645,1.4581,1.0686,0.079,18.5011,-0.0809,0.0367,-0.0828,-0.2538,0.2346,0.8519,5.4932,63.2774,7.9547,25,0,?,?,?,?,?,DESTRA_PANTALONI
0.1674,0.0081,0.0899,0.4469,-0.258,6.1484,0.0279,0.1671,0.7624,0.883,9.6266,0.0042,0.0649,0.3515,0.9641,11.4251,0.0093,0.0964,0.4763,0.9593,0.0272,0.0174,0.0147,0.6387,0.5381,0.8426,0.5376,1.3841,0.9326,2.5746,1.7347,0.6738,0.289,1.9157,0.8697,6.6283,3.0091,0.454,-0.0159,-0.0097,-0.0082,0.6093,0.5121,0.8405,0.0545,0.0363,0.0303,0.6653,0.5564,0.8363,0.5862,1.2714,0.9383,2.1691,1.6008,0.738,0.0762,15.9447,-0.3163,0.1011,-0.227,-0.1761,0.8286,0.4062,0.3267,0.4066,0.6377,2,0,71.6245,0.0131,0.1146,0.2797,0.9961,DESTRA_PANTALONI
-0.0024,7.4067,2.7215,17.1996,-1.6606,7.6246,13.172,3.6293,18.5993,-0.4704,9.417,10.7859,3.2842,17.8132,0.0535,13.0844,6.9773,2.6415,17.5748,0.0818,-0.0003,-0.0003,-0.0002,0.8097,0.5827,0.7197,0.7499,0.8287,1.0303,1.1051,1.374,1.2433,0.5623,0.6867,1.0616,1.2212,1.8878,1.5459,1.804,-10.6591,-6.8579,-5.9084,-3.8014,0.6434,0.5111,0.3435,0.3378,0.6721,0.6609,0.9833,0.9247,0.9656,0.9786,1.0441,1.0583,1.0136,0.0802,19.2691,0.4983,-0.1502,-0.0151,0.1415,0.4405,0.8562,14.7351,17.9431,4.2359,24,0,73.1358,0,0.0001,0,1,DESTRA_PANTALONI
0.011,3.0825,1.7557,11.3774,-1.4366,-11.4193,18.2468,4.2716,26.6608,-16.1989,9.3309,6.8292,2.6133,18.9981,-0.0488,15.0351,19.5721,4.424,28.7012,0.0758,-0.001,0.0012,0.0007,-1.2238,-0.7595,0.6206,0.411,0.6718,0.3969,1.6346,0.9655,0.5907,0.1689,0.4514,0.1575,2.6719,0.9323,0.3489,0.2671,7.5883,-2.8509,28.4058,-10.672,-0.3757,3.0122,0.2578,0.1504,0.0856,0.0499,0.5833,0.4267,0.5989,0.3964,1.4033,0.9289,0.6619,0.1024,22.0293,-0.0839,-0.1818,-0.0387,-0.9147,-0.9738,0.9557,10.4931,927.6522,30.4574,107,0,?,?,?,?,?,DESTRA_PANTALONI
0.2197,0.7782,0.8821,4.5743,-0.7121,-11.0346,5.5817,2.3626,20.8242,?,9.8661,1.5173,1.2318,7.7539,0.4491,14.8727,5.828,2.4141,17.1964,0.3162,-0.0199,0.0223,0.0148,-1.1184,-0.7419,0.6634,0.3734,0.7161,0.3654,1.918,0.9786,0.5102,0.1394,0.5129,0.1335,3.6786,0.9577,0.2604,0.0914,-0.3009,-0.2393,-3.2937,-2.6188,0.7951,0,0.1898,0.1062,0,0,0.5597,0.2197,0.5899,0.266,2.6856,1.211,0.4509,0.1035,21.587,-0.117,0.0448,0.0993,-0.7427,-0.9706,0.8791,0.3776,1.0043,1.0021,4,0,?,?,?,?,?,DESTRA_PANTALONI
-0.6009,7.3634,2.7136,16.9943,-2.4911,-2.0273,49.2425,7.0173,31.7973,-3.0378,9.8396,20.8371,4.5648,22.7101,0.0515,12.0648,33.1715,5.7595,24.4786,0.1802,0.2964,-0.0611,-0.0498,-0.206,-0.168,0.8156,0.3867,0.5945,0.4711,1.5373,1.2184,0.7926,0.1495,0.3534,0.222,2.3632,1.4845,0.6282,0.5069,-9.8336,-2.2532,-19.3992,-4.445,0.2291,0.6181,0.2033,0.163,0.3289,0.2637,0.8018,0.5345,0.7483,0.6942,1.4001,1.299,0.9278,0.0689,15.9483,0.4503,-0.4317,-0.516,0.034,-0.6816,0.6464,48.0616,107.1401,10.3508,33,0.5417,?,?,?,?,?,DESTRA_PANTALONI
0.7421,9.1948,3.0323,15.7928,-0.7004,3.6684,143.6851,11.9869,50.7977,-2.2625,9.5243,20.5121,4.529,21.9412,0.0387,14.5298,66.9973,8.1852,39.3237,0.0536,0.2023,0.0779,0.0511,0.3852,0.2525,0.6555,0.253,0.6695,0.3705,2.6467,1.4645,0.5533,0.064,0.4483,0.1372,7.0049,2.1446,0.3062,0.1847,-7.3743,-2.9211,-39.9334,-15.8182,0.3961,0.5965,0.4069,0.2235,0.6822,0.3747,0.5493,0.3109,0.7198,0.4016,2.3152,1.2918,0.558,0.0706,22.0568,-0.5765,0.11,0.1588,-0.426,-0.5961,0.9469,106.1931,1872.2799,43.2699,124,0.3641,?,?,?,?,?,DESTRA_PANTALONI
