@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.0658,0.5723,0.7565,6.2662,-0.5739,-0.0156,0.4992,0.7066,4.9668,-0.5156,0.1515,0.3643,0.6036,4.8766,-1.0833,0.8129,0.8027,0.8959,4.1613,0.0055,4.2151,-0.4345,-0.081,-0.1031,-0.0192,0.1864,1.0707,1.2534,0.8444,1.1706,0.7887,0.6737,1.1464,1.571,0.713,1.3704,0.622,0.4539,1.3521,0.901,-99.1353,0.6664,-73.3171,-110.0238,1.215,1.7009,0.9515,1.3999,0.7831,0.5594,1.2616,1.285,1.5058,1.0185,1.1936,1.1719,0.0017,1.2402,0.3009,-0.3855,-0.191,-0.8932,-0.1151,0.1281,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.7028,4.3989,2.0974,8.5651,-0.8764,-0.4859,7.7161,2.7778,17.7086,-0.4068,-0.3208,4.2709,2.0666,12.6498,-1.3625,3.6074,4.2058,2.0508,12.932,0.0369,-1.4464,-2.1906,0.1948,1.5146,-0.1347,-0.0889,0.755,1.0149,1.0227,1.3441,1.3545,1.0077,0.5701,1.03,1.0459,1.8067,1.8346,1.0155,0.7812,0.5484,-8.0843,0.702,-10.3489,-14.7428,0.3626,0.8525,0.34,2.3508,0.9375,0.3988,0.4837,0.6771,0.6623,1.3999,1.3694,0.9782,0.0095,5.45,-0.4289,-0.1918,0.1395,0.3666,0.0815,-0.0514,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2087,1.3415,1.1582,4.8031,-1.6283,-4.9364,6.036,2.4568,9.0446,-22.9657,1.8044,4.9635,2.2279,7.3531,-0.3307,5.6974,7.5485,2.7475,9.0593,0.0669,-0.0423,0.1157,0.0366,-2.7357,-0.8664,0.3167,0.4714,0.5199,0.4216,1.1028,0.8942,0.8109,0.2223,0.2703,0.1777,1.2161,0.7996,0.6576,0.3433,1.6284,-4.582,4.743,-13.346,-2.8138,4.8423,0.3307,0.1882,0.0683,0.0389,0.5691,0.5311,0.6532,0.5302,1.23,0.9984,0.8117,0.2391,8.1006,0.0623,-0.3534,-0.1966,-0.7867,-0.9802,0.8729,?,?,?,?,?,125000,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.6342,1.212,1.1009,4.5949,-0.6422,-1.2212,3.7912,1.9471,8.4712,-1.9908,-0.9189,3.6847,1.9196,8.3791,-1.6411,2.7107,4.078,2.0194,7.4909,0.0339,-0.5193,-0.6901,0.2339,1.3289,-0.4505,-0.339,0.5654,0.5735,0.5452,1.0143,0.9642,0.9506,0.3197,0.3289,0.2972,1.0289,0.9297,0.9036,0.3187,0.3451,-6.8317,1.083,-21.4389,-19.7953,0.9879,0.8819,0.3609,0.8928,0.3653,0.4092,0.5424,0.5484,0.6134,1.011,1.1309,1.1186,0.0165,4.2442,-0.5975,-0.2234,0.3905,0.8027,-0.8318,-0.6717,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.903,3.6562,1.9121,7.3289,-0.2364,-1.9723,4.7543,2.1804,7.7017,-19.9809,-1.6982,6.3409,2.5181,10.9025,-1.5815,3.8326,7.6518,2.7662,9.1306,0.0349,-0.4578,-0.5318,0.2356,1.1614,-0.5146,-0.4431,0.8769,0.7593,0.6912,0.8659,0.7882,0.9103,0.769,0.5766,0.4778,0.7498,0.6213,0.8287,0.1911,0.2098,-4.2467,1.0981,-22.2247,-20.2388,16.1474,1.4035,0.6265,0.0869,0.0388,0.4464,0.9516,0.6722,0.8027,0.7064,0.8435,1.1941,0.0275,5.7052,-0.688,0.4646,0.5644,0.2689,-0.9304,-0.413,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3857,7.1176,2.6679,18.9911,-0.461,-0.2347,11.8421,3.4412,22.1887,-1.4842,0.1118,6.0541,2.4605,16.2549,-0.963,4.1874,7.6961,2.7742,15.3963,0.0261,-1.6432,3.4498,0.0921,-2.0994,-0.0561,0.0267,0.7753,1.0843,0.9617,1.3986,1.2404,0.8869,0.601,1.1757,0.9248,1.9561,1.5387,0.7866,0.4521,0.7515,-14.5348,1.6624,-32.153,-19.3414,1.4552,1.5698,0.8222,1.0787,0.565,0.5238,0.8559,1.1683,1.2335,1.365,1.4412,1.0558,0.0047,6.342,-0.2968,0.2875,0.4827,-0.18,-0.2001,-0.1615,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2701,1.7155,1.3098,7.2757,-1.8303,-0.6315,2.911,1.7062,9.1917,-0.9982,-0.1326,5.6155,2.3697,10.9057,-0.5278,2.6431,3.7453,1.9353,8.5947,0.0304,0.4278,2.0377,-0.1022,4.7637,-0.2389,-0.0502,0.7677,0.5527,0.6768,0.72,0.8816,1.2245,0.5893,0.3055,0.458,0.5184,0.7772,1.4993,1.0247,1.2489,-17.448,1.2188,-17.0277,-13.9705,0.5588,0.3601,0.29,0.6444,0.5189,0.8053,0.7916,0.6671,0.8465,0.8428,1.0695,1.2689,0.0074,4.1801,0.243,-0.1585,-0.45,0.5941,0.0972,0.4071,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1759,0.0154,0.1239,0.5907,-5.1231,-0.037,0.0184,0.1356,0.6218,-0.9896,0.0135,0.0106,0.1031,0.4705,-0.7207,0.2568,0.011,0.1047,0.4527,0.0919,4.7583,-12.9864,-0.6853,-2.7292,-0.144,0.0528,0.9141,1.2025,1.1842,1.3155,1.2955,0.9848,0.8355,1.446,1.4023,1.7306,1.6784,0.9698,1.598,2.5079,-10.791,1.5694,-6.7527,-4.3028,0.3087,0.3528,0.1935,1.1429,0.627,0.5486,0.95,1.2554,1.305,1.3215,1.3737,1.0395,0.0019,0.3836,-0.0967,-0.1963,-0.6618,0.9866,-0.0502,0.039,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2291,0.0147,0.1212,0.5712,-0.0483,-0.3288,0.0933,0.3054,1.3925,-6.9198,0.0957,0.0044,0.0661,0.3748,-0.2018,0.4556,0.0745,0.2729,1.1756,0.058,-0.6969,2.3933,0.5029,-3.4344,-0.7216,0.2101,0.3968,1.8343,0.444,4.6232,1.1191,0.2421,0.1574,3.3646,0.1972,21.3741,1.2524,0.0586,0.0216,0.4182,-0.3635,19.333,-16.8028,-0.8691,3.0993,1.7473,0.4366,0.5638,0.1409,0.2499,0.4102,1.5241,0.4859,3.7153,1.1845,0.3188,0.0042,0.6718,-0.3399,0.3704,0.5407,-0.4582,-0.9516,0.5617,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4966,3.7289,1.931,8.658,-1.0096,-1.3529,6.4979,2.5491,10.1589,-1.9774,-0.1788,5.5298,2.3516,10.8145,-0.9958,3.7419,3.864,1.9657,8.0167,0.0245,0.3671,2.7781,-0.1327,7.5685,-0.3616,-0.0478,0.7575,0.8212,0.9824,1.084,1.2968,1.1963,0.5739,0.6743,0.9651,1.1751,1.6817,1.4311,0.6447,0.8061,-21.6203,1.2504,-33.5356,-26.8201,1.2627,0.7951,0.5243,0.6297,0.4152,0.6594,0.8523,0.8006,1.08,0.9394,1.2672,1.349,0.0151,5.7215,0.259,-0.5876,-0.4063,0.1432,-0.5927,0.1202,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1463,11.6148,3.408,14.0555,-1.0181,-1.7461,26.3998,5.1381,20.4621,-1.2026,-0.5405,10.8266,3.2904,16.7981,-0.7734,6.0194,15.9704,3.9963,11.6766,0.0239,-0.0838,-0.2707,0.0243,3.2305,-0.2901,-0.0898,0.6633,1.0358,0.8528,1.5615,1.2857,0.8234,0.44,1.0728,0.7273,2.4384,1.653,0.6779,0.6347,0.9679,-24.8334,1.525,-39.1284,-25.6575,0.7497,0.7353,0.5822,0.9808,0.7766,0.7918,0.6869,0.8367,1.2037,1.2181,1.7524,1.4386,0.0191,9.1667,-0.7573,0.2815,0.2763,0.2827,-0.3068,0.07,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.8524,6.8502,2.6173,14.4352,-0.9807,-1.9843,22.1154,4.7027,17.7983,-0.9237,-0.1677,13.0804,3.6167,13.6559,-0.6532,6.1913,8.4055,2.8992,10.9757,0.0482,-0.4296,-5.0813,0.1377,11.8293,-0.3205,-0.0271,0.5565,0.7237,0.9028,1.3003,1.6221,1.2475,0.3097,0.5237,0.815,1.6907,2.6311,1.5562,0.8363,1.3247,-12.8594,1.584,-15.3761,-9.7072,0.7877,0.8822,0.632,1.12,0.8023,0.7163,0.811,1.0571,1.3152,1.3033,1.6216,1.2442,0.0226,9.2379,-0.4665,0.4468,0.415,0.4778,-0.3241,0.2753,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.8996,13.3939,3.6598,18.739,-1.1417,-2.612,25.2528,5.0252,24.969,-0.9093,-0.5839,15.647,3.9556,17.8028,-0.5231,6.7649,16.5023,4.0623,13.7943,0.0507,-0.3444,-1.5407,0.133,4.4732,-0.3861,-0.0863,0.7283,0.9252,0.9009,1.2704,1.237,0.9737,0.5304,0.856,0.8116,1.6139,1.5303,0.9482,0.8401,1.6338,-13.5609,1.9449,-16.1428,-8.3002,0.6691,0.7486,0.6021,1.1188,0.9,0.8044,0.7505,1.0526,1.3585,1.4025,1.8101,1.2906,0.0297,10.516,-0.7224,0.1799,0.5183,0.37,-0.3079,0.2458,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.4518,12.6152,3.5518,17.6749,-1.1853,-1.174,7.5275,2.7436,14.5545,-0.759,0.9974,14.9057,3.8608,24.0086,-0.3259,5.3214,9.3081,3.0509,18.7217,0.0335,-0.3849,0.453,0.0849,-1.1771,-0.2206,0.1874,1.2946,0.92,1.1642,0.7106,0.8993,1.2655,1.6759,0.8463,1.3553,0.505,0.8087,1.6014,1.5265,1.6246,-14.7737,1.0643,-9.6781,-9.0936,0.9775,0.4467,0.4175,0.4569,0.4272,0.9348,1.2144,0.7362,0.9441,0.6062,0.7774,1.2824,0.0169,7.9444,-0.5726,-0.1447,-0.2034,0.5183,0.2713,0.5568,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.3513,7.2105,2.6852,13.6033,-0.6085,-2.0466,10.398,3.2246,14.3774,-2.1895,0.2515,11.4392,3.3822,20.2733,-0.9616,5.0327,8.0955,2.8453,10.9075,0.0902,-0.1717,1.397,0.0698,-8.1376,-0.4067,0.05,0.8327,0.7939,0.9438,0.9534,1.1333,1.1887,0.6934,0.6303,0.8907,0.909,1.2844,1.413,0.5214,0.5178,-4.7564,0.9931,-9.1218,-9.1854,1.8761,0.8183,0.7054,0.4362,0.376,0.862,0.9462,0.671,1.2472,0.7092,1.3181,1.8587,0.0223,7.6419,0.3345,-0.3658,-0.0377,-0.0006,-0.402,0.2262,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.6602,2.5853,1.6079,8.5899,-1.4207,-1.5179,3.6453,1.9093,11.3731,-1.8586,0.2914,7.4938,2.7375,12.0851,-0.4977,3.54,4.0179,2.0045,8.2391,0.0629,0.435,-2.2654,-0.1865,-5.2082,-0.4288,0.0823,0.8421,0.5874,0.8022,0.6975,0.9525,1.3657,0.7092,0.345,0.6434,0.4864,0.9073,1.8651,0.6818,1.2552,-9.1105,1.8412,-13.3629,-7.2579,0.8919,0.4398,0.4036,0.4931,0.4525,0.9177,0.7553,0.7108,1.0426,0.9411,1.3804,1.4668,0.0172,5.3805,0.314,-0.165,-0.2296,-0.3414,-0.4618,0.3664,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.1475,0.0094,0.0967,0.4959,-0.2644,0.0569,0.0296,0.1721,1.0746,-0.7326,0.0146,0.0099,0.0996,0.5377,-0.9203,0.249,0.0121,0.1099,0.5475,0.1408,2.5929,10.1164,0.5923,3.9015,0.2284,0.0585,0.5619,0.9712,0.8796,1.7284,1.5654,0.9057,0.3157,0.9432,0.7736,2.9873,2.4504,0.8203,0.2282,0.4025,-1.1562,1.7634,-5.0659,-2.8728,0.6323,1.4007,0.6155,2.2151,0.9734,0.4394,0.4615,0.9223,0.9058,1.9986,1.9627,0.982,0.0016,0.3732,-0.4081,0.5647,0.4942,0.0532,0.0756,0.3714,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.182,0.0203,0.1425,0.6756,-0.2858,-0.0911,0.0983,0.3135,1.3235,-0.9883,-0.043,0.0341,0.1848,0.8977,-1.0871,0.4148,0.0239,0.1547,0.6382,0.1032,-1.9984,-4.2273,0.4386,2.1154,-0.2195,-0.1038,0.4546,0.7715,0.9216,1.697,2.0272,1.1946,0.2067,0.5952,0.8494,2.8796,4.1097,1.4272,0.2282,0.3211,-2.0436,1.4069,-8.9533,-6.3637,0.7894,1.2216,0.7383,1.5475,0.9353,0.6044,0.5105,0.7526,1.0586,1.4743,2.0737,1.4065,0.0021,0.6242,-0.0826,0.3296,0.3928,0.2732,-0.1663,0.1094,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.2367,0.0154,0.1242,0.6554,-0.1173,0.0427,0.0897,0.2995,1.5761,-2.0864,0.0344,0.0604,0.2458,1.6693,-0.8641,0.419,0.0491,0.2215,1.0563,0.0934,5.5496,6.8909,0.565,1.2417,0.1018,0.082,0.4148,0.5054,0.5609,1.2182,1.3521,1.1099,0.1721,0.2554,0.3146,1.4841,1.8282,1.2319,0.0646,0.0889,-0.6317,1.3769,-9.7848,-7.1063,1.1487,0.6551,0.5035,0.5703,0.4383,0.7685,0.4158,0.3926,0.6205,0.9442,1.4921,1.5803,0.0028,0.625,-0.4639,0.6761,0.458,-0.385,-0.3488,0.2792,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0374,5.2324,2.2875,18.807,-1.1784,-0.4151,7.9045,2.8115,15.5728,-0.9772,-0.294,5.5982,2.3661,14.4333,-1.0875,3.7008,5.2997,2.3021,10.9789,0.015,0.0901,0.1273,-0.0101,1.4122,-0.1122,-0.0794,0.8136,0.9668,0.9936,1.1883,1.2213,1.0278,0.662,0.9347,0.9873,1.412,1.4915,1.0563,1.3218,1.3531,-60.7312,1.0236,-45.9443,-44.8841,1.0961,1.2486,0.7745,1.1391,0.7066,0.6203,1.2077,1.303,1.713,1.079,1.4184,1.3146,0.0053,5.4662,-0.0916,0.054,-0.3162,0.2815,-0.1524,0.0176,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.0295,3.3286,1.8244,11.3673,-1.6493,-0.6625,7.8556,2.8028,15.2605,-1.6726,-0.2466,3.3102,1.8194,8.9985,-1.2632,2.971,6.168,2.4836,9.9448,0.0093,0.0446,0.1198,-0.0099,2.6859,-0.223,-0.083,0.6509,1.0028,0.7346,1.5405,1.1285,0.7326,0.4237,1.0056,0.5397,2.3731,1.2736,0.5367,0.741,1.409,-75.8419,1.9016,-102.3555,-53.8273,0.7514,1.0791,0.4274,1.4361,0.5688,0.3961,0.7449,1.2632,1.143,1.6959,1.5345,0.9048,0.0073,4.4708,0.1247,0.5527,-0.2324,0.1398,-0.4187,-0.4022,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.0537,5.1377,2.2667,14.3553,-1.646,-0.1113,8.4295,2.9034,15.3556,-0.8323,-0.1006,7.1297,2.6702,10.3896,-0.8058,3.8232,6.1054,2.4709,10.0504,0.0171,0.4824,0.5339,-0.014,1.1069,-0.0291,-0.0263,0.7807,0.8489,0.9173,1.0873,1.175,1.0806,0.6095,0.7206,0.8415,1.1823,1.3807,1.1678,1.2803,1.9262,-51.1964,1.5044,-39.9876,-26.5796,0.6474,0.943,0.5306,1.4566,0.8196,0.5627,0.9349,1.3817,1.4283,1.478,1.5279,1.0338,0.0016,5.6411,-0.0872,0.2493,-0.291,0.169,0.1207,0.0829,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.0374,5.2324,2.2875,18.807,-1.1784,-0.4151,7.9045,2.8115,15.5728,-0.9772,-0.294,5.5982,2.3661,14.4333,-1.0875,3.7008,5.2997,2.3021,10.9789,0.015,0.0901,0.1273,-0.0101,1.4122,-0.1122,-0.0794,0.8136,0.9668,0.9936,1.1883,1.2213,1.0278,0.662,0.9347,0.9873,1.412,1.4915,1.0563,1.3218,1.3531,-60.7312,1.0236,-45.9443,-44.8841,1.0961,1.2486,0.7745,1.1391,0.7066,0.6203,1.2077,1.303,1.713,1.079,1.4184,1.3146,0.0053,5.4662,-0.0916,0.054,-0.3162,0.2815,-0.1524,0.0176,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.0295,3.3286,1.8244,11.3673,-1.6493,-0.6625,7.8556,2.8028,15.2605,-1.6726,-0.2466,3.3102,1.8194,8.9985,-1.2632,2.971,6.168,2.4836,9.9448,0.0093,0.0446,0.1198,-0.0099,2.6859,-0.223,-0.083,0.6509,1.0028,0.7346,1.5405,1.1285,0.7326,0.4237,1.0056,0.5397,2.3731,1.2736,0.5367,0.741,1.409,-75.8419,1.9016,-102.3555,-53.8273,0.7514,1.0791,0.4274,1.4361,0.5688,0.3961,0.7449,1.2632,1.143,1.6959,1.5345,0.9048,0.0073,4.4708,0.1247,0.5527,-0.2324,0.1398,-0.4187,-0.4022,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.0537,5.1377,2.2667,14.3553,-1.646,-0.1113,8.4295,2.9034,15.3556,-0.8323,-0.1006,7.1297,2.6702,10.3896,-0.8058,3.8232,6.1054,2.4709,10.0504,0.0171,0.4824,0.5339,-0.014,1.1069,-0.0291,-0.0263,0.7807,0.8489,0.9173,1.0873,1.175,1.0806,0.6095,0.7206,0.8415,1.1823,1.3807,1.1678,1.2803,1.9262,-51.1964,1.5044,-39.9876,-26.5796,0.6474,0.943,0.5306,1.4566,0.8196,0.5627,0.9349,1.3817,1.4283,1.478,1.5279,1.0338,0.0016,5.6411,-0.0872,0.2493,-0.291,0.169,0.1207,0.0829,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.1556,4.4259,2.1038,18.6412,-2.9701,0.6055,15.9672,3.9959,25.4634,-0.3549,-0.1857,2.6366,1.6238,9.0172,-0.5441,3.37,12.0977,3.4782,22.9741,0.0193,-0.257,0.8377,-0.0462,-3.2602,0.1797,-0.0551,0.5265,1.2956,0.6049,2.4609,1.1488,0.4668,0.2772,1.6787,0.3658,6.0561,1.3198,0.2179,2.0911,4.389,-30.8309,2.0989,-14.7439,-7.0246,0.2498,0.804,0.2004,3.2183,0.8023,0.2493,0.7321,2.0673,0.8114,2.8239,1.1083,0.3925,0.0067,5.1327,-0.8641,-0.2586,-0.6211,0.5539,0.6533,0.3529,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.1748,2.9779,1.7257,8.3896,-1.1474,0.3384,7.2174,2.6865,13.0359,-0.8985,-0.1847,2.3846,1.5442,9.6993,-1.4715,3.0168,3.6583,1.9127,8.023,0.0416,-0.5166,0.9464,-0.0579,-1.8321,0.1122,-0.0612,0.6423,1.1175,0.9022,1.7397,1.4046,0.8074,0.4126,1.2488,0.814,3.0267,1.9729,0.6518,0.7266,0.7763,-12.8825,1.0683,-17.7299,-16.5956,0.569,0.9955,0.4667,1.7496,0.8203,0.4688,0.6436,0.865,1.0457,1.344,1.6248,1.2089,0.0045,4.5973,-0.8429,-0.0173,-0.1704,0.2268,0.1412,-0.0056,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.0941,0.0077,0.0878,0.43,-0.6017,0.1171,0.0356,0.1886,1.0049,-0.478,0.0448,0.0091,0.0951,0.4319,-0.6382,0.253,0.0129,0.1137,0.5956,0.1275,0.8035,2.0991,0.3721,2.6125,0.4631,0.1772,0.4657,0.9232,0.7723,1.9824,1.6583,0.8365,0.2169,0.8524,0.5965,3.9298,2.7501,0.6998,0.497,0.9599,-1.8553,1.9314,-3.7329,-1.9327,0.3948,1.0181,0.3932,2.5785,0.9959,0.3862,0.4279,0.9954,0.7219,2.3264,1.6872,0.7252,0.0017,0.3772,-0.0834,0.6429,0.2771,0.1434,0.6003,0.4893,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.115,0.0058,0.076,0.3274,-0.2579,-0.0102,0.0138,0.1176,0.6522,-0.9114,0.0035,0.0069,0.0829,0.4922,-0.9139,0.1872,0.0048,0.0691,0.3644,0.0986,-11.3218,32.4501,0.6141,-2.8662,-0.0542,0.0189,0.6465,0.9172,1.0997,1.4188,1.701,1.1989,0.4179,0.8413,1.2093,2.0129,2.8935,1.4375,0.2158,0.2855,-1.6827,1.3231,-7.7968,-5.8928,0.7628,1.0121,0.6437,1.3268,0.8439,0.636,0.502,0.6651,0.8983,1.325,1.7895,1.3506,0.0012,0.2775,-0.4104,0.5165,0.4588,-0.0894,-0.1973,0.1895,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.7869,5.4176,2.3276,14.2554,-1.3018,-3.2231,28.2745,5.3174,24.2915,-6.2975,0.259,13.332,3.6513,17.3085,-0.6275,5.7081,25.5161,5.0513,20.9685,0.015,-0.2441,3.0387,0.1379,-12.4465,-0.5647,0.0454,0.4377,0.6375,0.4608,1.4563,1.0527,0.7228,0.1916,0.4064,0.2123,2.1208,1.1081,0.5225,0.3846,1.2081,-25.266,3.1413,-65.6945,-20.9131,1.8605,0.5823,0.2909,0.313,0.1564,0.4996,0.5868,0.8236,0.6799,1.4034,1.1585,0.8255,0.0347,8.3223,-0.1011,-0.1131,0.1144,-0.2012,-0.8966,0.2757,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
