@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.2294,1.6383,1.28,10.1544,-0.7894,-0.1491,11.0716,3.3274,31.6866,-1.421,0.5311,2.4023,1.55,14.555,-0.8104,2.8411,7.3973,2.7198,19.6199,0.014,-1.5389,0.4319,0.0807,-0.2807,-0.0525,0.1869,0.3847,0.8258,0.4706,2.1468,1.2234,0.5699,0.148,0.682,0.2215,4.6086,1.4967,0.3248,0.2409,0.6876,-16.1171,2.8546,-66.914,-23.4406,0.4336,0.7058,0.2852,1.6279,0.6578,0.4041,0.3205,0.6977,0.5176,2.177,1.615,0.7419,0.003,4.1164,-0.4662,-0.1114,0.1492,0.3236,-0.15,-0.0119,?,?,?,?,?,DESTRA_PANTALONI
0.2702,4.0178,2.0044,12.9572,-1.3694,-0.9303,7.5879,2.7546,15.944,-1.0834,0.2054,6.4127,2.5323,12.8955,-0.8782,2.9955,10.0259,3.1664,11.5112,0.0025,-0.2904,1.3152,0.0902,-4.5287,-0.3106,0.0686,0.7277,0.7915,0.633,1.0878,0.87,0.7998,0.5295,0.6265,0.4007,1.1833,0.7568,0.6396,0.9032,1.242,-261.1356,1.3751,-289.1173,-210.2563,0.7146,0.7965,0.4739,1.1146,0.6632,0.595,0.8127,1.0048,1.1256,1.2364,1.3851,1.1203,0.005,4.634,-0.7907,-0.2844,0.1645,0.0157,-0.4025,0.3324,?,?,?,?,?,DESTRA_PANTALONI
-0.5135,12.4983,3.5353,26.8103,-1.2771,-0.4112,30.5582,5.5279,49.8045,-1.0259,-0.3184,14.4294,3.7986,20.2857,-0.9295,5.8587,23.6958,4.8678,28.0847,0.0244,1.2487,1.6129,-0.0876,1.2916,-0.0702,-0.0543,0.6395,0.9307,0.7263,1.4553,1.1356,0.7803,0.409,0.8662,0.5274,2.1178,1.2896,0.6089,0.5962,1.5387,-21.3872,2.5808,-35.8727,-13.8999,0.4789,1.1199,0.409,2.3384,0.854,0.3652,0.5383,1.3216,0.9546,2.4552,1.7734,0.7223,0.0036,8.8611,0.5184,-0.0842,-0.2101,-0.5734,-0.2853,0.1077,?,?,?,?,?,DESTRA_PANTALONI
0.2329,13.4183,3.6631,25.3436,-0.8325,0.2447,47.72,6.908,44.6092,-0.5321,-0.2901,16.4561,4.0566,19.8579,-0.7595,7.5912,20.1657,4.4906,29.7801,0.0274,0.9517,-0.8028,0.0307,-0.8436,0.0322,-0.0382,0.5303,0.903,0.8157,1.7029,1.5383,0.9034,0.2812,0.8154,0.6654,2.8998,2.3664,0.816,0.7432,1.3432,-13.7149,1.8074,-18.4551,-10.2108,0.475,1.2254,0.4517,2.5798,0.9509,0.3686,0.5681,1.2762,0.851,2.2464,1.498,0.6668,0.0023,11.4224,-0.0422,-0.1407,-0.0079,-0.1088,0.2274,0.1762,?,?,?,?,?,DESTRA_PANTALONI
-0.2019,0.5185,0.7201,3.0271,-0.6714,-0.37,3.8957,1.9738,6.9414,-0.7511,-0.1801,3.8157,1.9534,7.1123,-0.6516,2.5966,1.6977,1.303,5.5366,0.0429,0.5455,1.1205,-0.0777,2.0541,-0.1425,-0.0694,0.3648,0.3686,0.5526,1.0104,1.5148,1.4992,0.1331,0.1359,0.3054,1.021,2.2946,2.2475,0.4084,0.4334,-4.9025,1.0611,-12.0041,-11.3126,0.4569,0.4206,0.3131,0.9205,0.6853,0.7445,0.4361,0.4256,0.5467,0.976,1.2537,1.2846,0.0023,4.0669,0.5132,0.3043,-0.0163,0.9648,0.3743,0.41,?,?,?,?,?,DESTRA_PANTALONI
0.322,0.3266,0.5715,2.7356,-0.4473,-0.5494,10.1917,3.1924,12.7511,-0.9017,-0.5685,8.3068,2.8822,11.5828,-0.6697,4.0264,3.3419,1.8281,9.2982,0.038,-0.5862,-0.5665,0.08,0.9664,-0.1364,-0.1412,0.179,0.1983,0.3126,1.1077,1.7463,1.5766,0.032,0.0393,0.0977,1.2269,3.0497,2.4857,0.1398,0.182,-2.3037,1.3014,-16.474,-12.6582,0.2819,0.2725,0.1956,0.9665,0.6937,0.7177,0.2145,0.2362,0.2942,1.1009,1.3713,1.2457,0.0042,6.0771,0.4267,0.3135,-0.051,0.9901,0.1144,0.1286,?,?,?,?,?,DESTRA_PANTALONI
-0.2931,0.1915,0.4376,1.8793,-1.8167,-0.3392,0.8869,0.9417,4.9326,-0.9399,-0.2375,0.521,0.7218,3.7328,-0.8886,1.166,0.4972,0.7051,3.1461,0.0205,0.8638,1.2338,-0.2513,1.4283,-0.291,-0.2037,0.4647,0.6063,0.6206,1.3048,1.3356,1.0237,0.2159,0.3676,0.3851,1.7024,1.7839,1.0479,0.5072,0.6901,-18.374,1.3607,-36.2277,-26.624,0.2624,0.3376,0.2077,1.2865,0.7916,0.6153,0.381,0.5035,0.5973,1.3214,1.5678,1.1865,0.0025,1.8197,0.0178,0.053,-0.1626,0.9836,0.0249,0.0647,?,?,?,?,?,DESTRA_PANTALONI
0.2718,0.013,0.1142,0.6695,-0.0807,-0.3751,0.0738,0.2717,1.3423,-3.0715,-0.2109,0.0143,0.1195,0.6403,-3.2583,0.5661,0.0397,0.1992,0.8608,0.1936,-0.7246,-1.2888,0.4801,1.7786,-0.6625,-0.3725,0.4203,0.9558,0.5734,2.274,1.364,0.5999,0.1767,0.9136,0.3287,5.1709,1.8606,0.3598,0.0494,0.102,-0.2419,2.0669,-4.9011,-2.3713,1.8792,4.1202,0.5804,2.1925,0.3089,0.1409,0.4988,1.0456,0.7778,2.0964,1.5594,0.7439,0.0025,0.8815,-0.0165,0.0402,0.3191,0.212,-0.8721,-0.3788,?,?,?,?,?,DESTRA_PANTALONI
0.355,0.023,0.1516,0.8253,-0.0114,-0.5495,0.1348,0.3671,2.0688,-4.4726,-0.225,0.0114,0.1066,0.606,-6.8652,0.7296,0.1154,0.3397,1.8513,0.0509,-0.6461,-1.5775,0.4866,2.4415,-0.7531,-0.3085,0.4131,1.423,0.4464,3.4446,1.0806,0.3137,0.1707,2.025,0.1993,11.8651,1.1677,0.0984,0.0055,0.0175,-0.0933,3.1963,-17.0334,-5.3291,2.1586,10.5904,0.4184,4.9061,0.1938,0.0395,0.3989,1.3618,0.4458,3.4137,1.1175,0.3274,0.0035,1.1421,-0.7042,-0.1206,0.7995,0.3216,-0.9678,-0.3665,?,?,?,?,?,DESTRA_PANTALONI
-0.1137,1.6005,1.2651,7.3495,-1.0055,-1.5263,4.5844,2.1411,10.2043,-2.2615,0.1789,1.7195,1.3113,6.0334,-0.495,2.922,1.7409,1.3194,6.3477,0.1071,0.0745,-0.6353,-0.0389,-8.529,-0.5223,0.0612,0.5909,0.9648,0.9588,1.6328,1.6228,0.9939,0.3491,0.9308,0.9194,2.666,2.6334,0.9878,0.5208,1.8444,-4.8417,3.5418,-9.2975,-2.6251,1.1713,0.9081,0.5155,0.7753,0.4401,0.5677,0.7202,1.2181,1.1578,1.6913,1.6076,0.9505,0.0077,4.2646,0.4811,0.0021,-0.3602,-0.3247,-0.6854,0.4012,?,?,?,?,?,DESTRA_PANTALONI
-0.0963,1.421,1.192,7.1966,-0.9218,-0.1858,1.7,1.3038,8.3775,-1.3026,-0.3367,1.7422,1.3199,8.5313,-1.9698,1.5979,2.4671,1.5707,6.7861,0.005,0.5185,0.2862,-0.0603,0.5519,-0.1163,-0.2107,0.9143,0.9031,0.7589,0.9878,0.8301,0.8403,0.8359,0.8156,0.576,0.9758,0.6891,0.7062,0.7283,0.61,-100.2955,0.8375,-137.7023,-164.4175,1.0293,1.3036,0.5491,1.2665,0.5334,0.4212,0.859,0.8436,1.0605,0.982,1.2345,1.2572,0.002,2.5206,0.8426,0.2004,0.0946,0.6147,-0.1244,-0.3695,?,?,?,?,?,DESTRA_PANTALONI
0.1607,0.5802,0.7617,3.5119,-0.8393,0.2657,0.9861,0.993,6.9998,-0.5797,-0.2753,1.2426,1.1147,6.0405,-1.0204,1.4017,1.0162,1.0081,4.522,0.0307,0.6048,-0.5836,0.1146,-0.9649,0.1895,-0.1964,0.767,0.6833,0.7556,0.8909,0.9851,1.1058,0.5883,0.4669,0.5709,0.7936,0.9704,1.2227,0.6239,0.5253,-11.1878,0.842,-17.9332,-21.2987,0.4309,0.6386,0.4093,1.4821,0.9498,0.6409,0.5017,0.5814,0.7766,1.1588,1.5479,1.3358,0.0021,2.1163,0.1592,-0.7349,0.0646,-0.0641,0.0665,-0.2673,?,?,?,?,?,DESTRA_PANTALONI
-0.0588,2.4306,1.559,7.598,-1.1526,0.0396,2.1997,1.4831,6.8712,-1.4009,-0.1287,6.9984,2.6454,12.6044,-1.6305,3.0787,2.172,1.4738,7.1237,0.1097,-1.485,0.4565,-0.0191,-0.3074,0.0129,-0.0418,1.0512,0.5893,1.0579,0.5606,1.0063,1.795,1.105,0.3473,1.1191,0.3143,1.0127,3.222,1.0147,0.5207,-4.6359,0.5132,-4.5687,-8.9029,1.2334,0.7367,0.4411,0.5973,0.3577,0.5989,1.1058,0.6028,1.0666,0.5451,0.9646,1.7694,0.0007,4.6853,-0.7889,-0.5286,0.0127,0.411,-0.3125,-0.11,?,?,?,?,?,DESTRA_PANTALONI
-0.3887,1.5106,1.2291,5.6957,-1.617,-0.3639,2.9794,1.7261,10.3213,-3.5322,0.0769,2.4067,1.5514,7.6495,-0.3258,2.1249,2.6709,1.6343,9.3949,0.0125,1.0682,-5.0556,-0.1829,-4.7329,-0.1713,0.0362,0.712,0.7922,0.752,1.1126,1.0562,0.9493,0.507,0.6276,0.5656,1.2379,1.1155,0.9011,0.4375,1.8722,-29.6892,4.2792,-67.8598,-15.8582,0.9557,0.3772,0.2288,0.3947,0.2394,0.6065,0.5518,0.7446,0.6063,1.3493,1.0986,0.8142,0.0027,3.282,0.6127,-0.1523,-0.4092,-0.6245,-0.775,0.7418,?,?,?,?,?,DESTRA_PANTALONI
0.2595,0.7995,0.8941,6.8492,-0.992,-0.1378,2.8058,1.675,9.4087,-1.045,-0.2514,3.1735,1.7814,11.1893,-1.5001,2.0372,2.7782,1.6668,8.5471,0.0271,-1.8831,-1.0321,0.1274,0.5481,-0.0676,-0.1234,0.5338,0.5019,0.5364,0.9403,1.005,1.0688,0.2849,0.2519,0.2878,0.8841,1.0099,1.1423,0.7094,0.508,-14.3386,0.7161,-20.2122,-28.2241,0.7474,0.7683,0.3914,1.028,0.5237,0.5094,0.728,0.6121,0.8013,0.8409,1.1008,1.3091,0.0019,3.0313,0.3345,0.1691,-0.1634,0.292,0.031,-0.1643,?,?,?,?,?,DESTRA_PANTALONI
-0.3279,1.4432,1.2013,7.0215,-0.8449,-0.2434,0.8868,0.9417,4.4305,-2.1826,-0.2727,2.3691,1.5392,7.168,-1.5363,1.9087,1.2971,1.1389,4.7456,0.0913,1.3475,1.2024,-0.1718,0.8923,-0.1275,-0.1429,1.2757,0.7805,1.0548,0.6118,0.8269,1.3515,1.6273,0.6092,1.1126,0.3743,0.6837,1.8265,1.0584,0.7406,-6.7481,0.6998,-6.3761,-9.1116,2.7339,1.3467,0.7288,0.4926,0.2666,0.5412,1.5848,0.9796,1.4796,0.6181,0.9336,1.5105,0.0024,2.9743,-0.48,0.5043,0.1875,0.2336,-0.5636,-0.2052,?,?,?,?,?,DESTRA_PANTALONI
0.3294,1.3215,1.1496,7.7143,-0.5516,-0.1643,2.6366,1.6238,9.9298,-1.4142,-0.3577,2.5303,1.5907,9.2481,-1.7053,1.9303,3.0258,1.7395,8.2016,0.0105,-2.0042,-0.9209,0.1706,0.4595,-0.0851,-0.1853,0.708,0.7227,0.6609,1.0208,0.9335,0.9145,0.5012,0.5223,0.4367,1.042,0.8714,0.8362,0.4715,0.4705,-31.3792,0.9978,-66.5505,-66.6987,1.2087,1.4544,0.5998,1.2032,0.4962,0.4124,0.7769,0.8342,0.9406,1.0737,1.2107,1.1276,0.0026,2.9846,-0.1333,0.1429,-0.0079,0.4956,-0.1671,-0.2633,?,?,?,?,?,DESTRA_PANTALONI
-0.1262,7.4165,2.7233,24.0766,-0.9775,0.0775,64.0432,8.0027,56.6924,-0.6619,-0.4436,21.4368,4.63,21.8655,-0.8759,7.4831,37.1178,6.0924,35.4231,0.0234,-1.6281,0.2845,-0.0169,-0.1747,0.0104,-0.0593,0.3403,0.5882,0.447,1.7284,1.3135,0.76,0.1158,0.346,0.1998,2.9875,1.7254,0.5775,0.5271,1.1657,-14.0072,2.2116,-26.575,-12.016,0.3569,1.0445,0.3357,2.9266,0.9405,0.3213,0.4247,1.1011,0.6797,2.5928,1.6004,0.6173,0.0027,10.7126,0.3237,-0.2322,0.2275,-0.0381,0.1219,0.1286,?,?,?,?,?,DESTRA_PANTALONI
-0.4106,9.3728,3.0615,17.1717,-1.0418,-1.1736,13.7212,3.7042,18.4725,-2.3531,-0.1778,9.7773,3.1269,16.4763,-0.7003,4.6897,12.4559,3.5293,16.2382,0.0226,0.3498,2.3094,-0.0875,6.6016,-0.2503,-0.0379,0.8265,0.9791,0.8675,1.1846,1.0496,0.886,0.6831,0.9586,0.7525,1.4034,1.1016,0.785,0.6759,1.2911,-23.3407,1.9102,-34.5333,-18.0781,1.5266,0.8679,0.5062,0.5685,0.3316,0.5833,0.9296,1.0422,1.0575,1.1212,1.1376,1.0147,0.0063,7.3159,0.8113,0.1083,-0.5265,0.389,-0.65,0.0667,?,?,?,?,?,DESTRA_PANTALONI
-0.3583,4.8955,2.2126,17.5465,-1.0404,-0.803,14.2813,3.7791,28.613,-1.5157,0.1112,9.0413,3.0069,16.6649,-0.693,4.3195,10.3459,3.2165,19.3345,0.0199,0.4462,-3.2223,-0.0829,-7.2218,-0.1859,0.0257,0.5855,0.7358,0.6879,1.2568,1.1749,0.9348,0.3428,0.5415,0.4732,1.5796,1.3804,0.8739,0.519,1.3115,-22.7812,2.5271,-43.8949,-17.3697,0.7561,0.8736,0.4359,1.1555,0.5766,0.499,0.6132,1.0529,0.9075,1.717,1.4799,0.8619,0.0046,6.4547,0.1889,0.2733,-0.155,-0.6132,-0.396,0.3923,?,?,?,?,?,DESTRA_PANTALONI
-0,8.5673,2.927,15.3469,-1.0537,-0.7729,9.0543,3.009,13.9688,-1.4275,-0.0222,9.3101,3.0512,16.067,-0.7011,4.1855,10.0116,3.1641,10.5696,0.0042,0,0.0009,-0,34.8795,-0.1847,-0.0053,0.9727,0.9593,0.9251,0.9862,0.951,0.9643,0.9462,0.9202,0.8557,0.9725,0.9044,0.9299,0.9586,1.1891,-175.4821,1.2405,-183.0643,-147.5785,1.2986,0.7912,0.704,0.6093,0.5421,0.8898,1.0987,0.9552,1.452,0.8694,1.3216,1.5201,0.0042,6.1699,0.0685,0.033,-0.0632,0.2948,-0.2661,0.0977,?,?,?,?,?,DESTRA_PANTALONI
0.1526,0.0096,0.098,0.4895,-0.3849,-0.4007,0.0298,0.1727,0.8003,-194.6653,-0.1763,0.0042,0.0652,0.3667,?,0.4842,0.0242,0.1555,0.669,0.1742,-0.3809,-0.8657,0.3152,2.2725,-0.8275,-0.3641,0.5676,1.5039,0.6305,2.6498,1.1109,0.4192,0.3221,2.2618,0.3975,7.0216,1.234,0.1757,0.1709,0.371,-0.964,2.1716,-5.6421,-2.5981,86.413,0,0.4363,0,0.005,0,0.6116,1.335,0.7317,2.1828,1.1963,0.5481,0.0023,0.7372,-0.3674,0.0915,0.5048,-0.098,-0.9607,-0.0607,71.5696,0.0189,0.1376,0.2797,0.9961,DESTRA_PANTALONI
0.0753,4.5988,2.1445,14.6524,-1.5026,-1.1545,11.1415,3.3379,23.2268,-2.5881,-0.2167,7.7477,2.7835,17.8371,-0.964,3.0999,15.264,3.9069,18.4806,0.0077,-0.0652,-0.3473,0.0243,5.3281,-0.3724,-0.0699,0.6425,0.7704,0.5489,1.1992,0.8544,0.7124,0.4128,0.5936,0.3013,1.438,0.7299,0.5076,0.5251,1.0048,-61.6756,1.9135,-117.4504,-61.379,0.9045,0.6447,0.3144,0.7128,0.3476,0.4877,0.6308,0.8215,0.7928,1.3022,1.2568,0.9652,0.0059,4.8958,0.1606,-0.1899,-0.103,0.7732,-0.773,-0.3341,73.1358,0,0.0001,0,1,DESTRA_PANTALONI
-0.004,16.9203,4.1134,22.5664,-1.1452,-1.2221,39.0671,6.2504,34.2128,-1.7716,0.2172,21.1806,4.6022,24.4197,-0.7826,6.5909,35.2689,5.9388,25.0884,0.019,0.0033,-0.0186,-0.0006,-5.6264,-0.1854,0.033,0.6581,0.8938,0.6926,1.3581,1.0525,0.7749,0.4331,0.7989,0.4798,1.8445,1.1077,0.6005,0.5509,1.1237,-24.8554,2.0399,-45.1204,-22.119,0.8522,0.7679,0.4114,0.9011,0.4827,0.5357,0.6596,0.9241,0.8995,1.401,1.3637,0.9733,0.0065,10.1533,-0.3879,-0.3554,0.0918,-0.6005,-0.5325,0.3163,?,?,?,?,?,DESTRA_PANTALONI
-0.717,8.7875,2.9644,16.5705,-2.3674,0.1549,18.2847,4.2761,28.0195,-1.1834,0.5187,9.055,3.0092,20.1562,-0.783,4.02,20.7737,4.5578,19.1381,0.0171,-4.6303,-1.3823,-0.1784,0.2985,0.0385,0.129,0.6932,0.9851,0.6504,1.421,0.9382,0.6602,0.4806,0.9705,0.423,2.0193,0.8802,0.4359,0.7671,1.3161,-34.988,1.7157,-45.611,-26.5845,0.3835,0.4353,0.2527,1.1352,0.6591,0.5806,0.5914,0.8221,0.8658,1.3901,1.4641,1.0532,0.0047,6.182,-0.0236,-0.6068,-0.6971,-0.7329,-0.0376,0.4659,?,?,?,?,?,DESTRA_PANTALONI
-0.3637,5.7979,2.4079,16.702,-2.4644,-2.0153,32.8242,5.7292,34.8388,-1.7139,-0.1655,16.4295,4.0533,22.6518,-0.5673,5.0618,33.651,5.801,21.9928,0.0111,0.1805,2.1973,-0.0718,12.1764,-0.3981,-0.0327,0.4203,0.594,0.4151,1.4135,0.9876,0.6987,0.1766,0.3529,0.1723,1.9979,0.9754,0.4882,0.54,1.4491,-48.1874,2.6836,-89.2361,-33.2526,0.3756,0.3336,0.2168,0.8882,0.5772,0.6499,0.4794,0.7373,0.7594,1.538,1.5841,1.03,0.0106,7.4057,0.336,-0.4045,-0.4712,0.2333,-0.7567,0.2321,?,?,?,?,?,DESTRA_PANTALONI
0.6193,6.6001,2.5691,15.7921,-0.8029,-2.1237,28.3418,5.3237,27.5266,-3.0671,-0.037,15.9714,3.9964,21.698,-0.6408,5.4758,25.8244,5.0818,25.0543,0.0045,-0.2916,-16.7477,0.1131,57.4278,-0.3878,-0.0068,0.4826,0.6428,0.5055,1.3321,1.0476,0.7864,0.2329,0.4132,0.2556,1.7745,1.0975,0.6185,0.3388,0.8299,-61.5384,2.4496,-181.6443,-74.1514,1.2942,0.6624,0.348,0.5118,0.2689,0.5254,0.5737,0.7278,0.6303,1.2686,1.0987,0.866,0.0115,8.5387,-0.5799,0.0709,0.3983,-0.1656,-0.7954,0.4304,?,?,?,?,?,DESTRA_PANTALONI
-0.5082,10.1941,3.1928,21.7549,-2.1949,-1.8785,39.2035,6.2613,36.6368,-1.4487,0.331,29.5571,5.4366,30.365,-0.4525,6.4179,41.6616,6.4546,24.8519,0.0176,0.2705,-1.5352,-0.0792,-5.6751,-0.2927,0.0516,0.5099,0.5873,0.4947,1.1517,0.9701,0.8423,0.26,0.3449,0.2447,1.3264,0.941,0.7095,0.6895,1.5799,-33.6512,2.2913,-48.8034,-21.2991,0.4551,0.3257,0.2692,0.7157,0.5915,0.8264,0.5938,0.7164,0.8754,1.2065,1.4742,1.2218,0.0102,9.452,0.5103,-0.3863,-0.5319,0.3411,-0.4428,0.3769,?,?,?,?,?,DESTRA_PANTALONI
0.3175,11.7861,3.4331,19.4377,-0.6175,-2.3318,11.7891,3.4335,15.169,-3.4998,0.0357,15.4683,3.933,19.4942,-0.7203,5.1089,18.4824,4.2991,14.7157,0.0107,-0.1362,8.8813,0.0621,-65.2305,-0.4564,0.007,0.9999,0.8729,0.7986,0.873,0.7987,0.9148,0.9997,0.762,0.6377,0.7621,0.6379,0.8369,0.629,0.9091,-46.6018,1.4454,-74.0887,-51.2597,3.5647,1.0605,0.8079,0.2975,0.2266,0.7618,1.2814,0.9971,1.3209,0.7781,1.0308,1.3247,0.0121,7.9197,0.3112,0.4404,0.115,0.209,-0.804,0.2226,?,?,?,?,?,DESTRA_PANTALONI
0.0022,9.5277,3.0867,21.9074,-1.3285,-2.1491,25.1091,5.0109,29.7469,-6.0944,0.6658,23.9551,4.8944,28.1504,-0.4197,5.1747,36.8763,6.0726,31.3833,0.0143,-0.001,0.0033,0.0004,-3.228,-0.4153,0.1287,0.616,0.6307,0.5083,1.0238,0.8252,0.806,0.3794,0.3977,0.2584,1.0482,0.6809,0.6496,0.4891,1.5019,-27.4382,3.0706,-56.0967,-18.2687,2.2438,0.4745,0.2955,0.2115,0.1317,0.6228,0.7365,0.7782,0.6981,1.0567,0.9479,0.897,0.0116,7.925,-0.2782,-0.3267,0.1608,-0.5583,-0.8916,0.6302,?,?,?,?,?,DESTRA_PANTALONI
-0.5875,6.9451,2.6353,15.1074,-1.1479,-1.9497,7.9514,2.8198,11.8935,-9.8621,-0.0728,9.5416,3.0889,16.6544,-0.5334,3.7941,14.1945,3.7676,14.6618,0.0267,0.3013,8.0648,-0.1548,26.7658,-0.5139,-0.0192,0.9346,0.8532,0.6995,0.9129,0.7484,0.8199,0.8734,0.7279,0.4893,0.8333,0.5602,0.6722,0.7477,1.3936,-20.1029,1.864,-26.8877,-14.4248,6.4237,0.6476,0.4669,0.1008,0.0727,0.721,1.2702,0.9071,1.0304,0.7141,0.8112,1.1359,0.0102,5.9485,0.6484,0.2434,-0.3473,-0.0539,-0.9067,0.2488,?,?,?,?,?,DESTRA_PANTALONI
0.1249,3.5686,1.8891,9.7367,-1.1154,-0.7883,8.941,2.9902,14.2365,-1.3977,-0.0462,3.626,1.9042,8.1431,-0.7577,3.188,6.6112,2.5712,9.1911,0.0295,-0.1584,-2.7043,0.0392,17.0706,-0.2473,-0.0145,0.6318,0.992,0.7347,1.5703,1.1629,0.7406,0.3991,0.9842,0.5398,2.4658,1.3524,0.5485,0.6186,1.4625,-18.3442,2.3642,-29.6537,-12.5429,0.7752,0.9935,0.486,1.2816,0.6269,0.4892,0.6839,1.1957,1.0594,1.7483,1.5489,0.886,0.004,4.9443,-0.215,-0.3394,-0.2068,-0.6241,-0.4971,0.5078,?,?,?,?,?,DESTRA_PANTALONI
