@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-1.6423,4.8556,2.2035,6.6214,-10.5852,-0.2223,1.4437,1.2015,5.1793,-1.9624,1.038,5.8103,2.4105,8.7533,-0.2642,3.0063,6.8961,2.626,7.6561,0.0366,7.3868,-1.5821,-0.5463,-0.2142,-0.074,0.3453,1.834,0.9142,0.8391,0.4985,0.4575,0.9179,3.3634,0.8357,0.7041,0.2485,0.2093,0.8426,1.7633,3.3068,-20.8011,1.8753,-11.7965,-6.2904,0.3269,0.0825,0.0719,0.2525,0.22,0.8712,1.2784,0.7564,0.8649,0.5917,0.6765,1.1433,0.0593,4.5224,0.1117,-0.6338,-0.8841,-0.485,-0.4284,0.8161,3.4504,208.9044,14.4535,48.5625,-0.3777,1.2648,5.2996,2.3021,10.375,-0.2481,-46.5129,116.1076,10.7753,53.0625,?,2.728,-0.0742,-0.0272,6.2785,1.3414,0.2136,39.4193,1.7992,0.0456,6.4545,0.2509,0.0389,4.2406,0,0,4.6807,0.9152,0.1955,0.3562,60.1927,0.532,0.8156,0.3902,13.8397,64.6384,8.0398,24,0,PANTALONI
0.3466,3.6684,1.9153,11.0186,-1.5326,-0.9435,12.8387,3.5831,17.9567,-1.0031,-0.9392,21.5283,4.6399,20.244,-0.8384,5.4768,9.9323,3.1516,13.137,0.0319,-0.3674,-0.3691,0.0633,1.0046,-0.1723,-0.1715,0.5345,0.4128,0.6077,0.7722,1.1369,1.4722,0.2857,0.1704,0.3693,0.5964,1.2926,2.1675,0.7415,0.7222,-15.3915,0.974,-20.7563,-21.3106,0.4853,0.3951,0.3206,0.8141,0.6606,0.8115,0.6136,0.5443,0.8387,0.887,1.3669,1.541,0.0092,8.1988,-0.7995,-0.3005,0.0445,0.5587,-0.0579,0.2229,24.4994,48.9282,6.9949,26.2,0.3929,-3.9838,129.9877,11.4012,44.1705,-0.8548,-30.6906,154.3982,12.4257,55.0092,-2.7779,-6.1497,-0.7983,0.1298,0.6135,0.5629,0.9176,0.3764,0.3169,0.8419,-0.8328,-0.4191,0.5033,1.8121,2.9637,1.6355,0.5932,0.4763,0.803,0.2631,66.2485,0.4457,0.8474,0.4422,34.8449,115.402,10.7425,45.0137,0.0843,PANTALONI
-0.0209,2.9941,1.7303,11.0286,-1.4648,-1.0262,5.9488,2.439,16.1278,-1.0667,-0.0857,2.1557,1.4682,8.9098,-0.6845,2.4824,5.9971,2.4489,9.4192,0.0101,0.0204,0.2444,-0.0084,11.9758,-0.4134,-0.0345,0.7094,1.1785,0.7066,1.6612,0.996,0.5995,0.5033,1.3889,0.4993,2.7596,0.992,0.3595,0.7874,1.8103,-68.4268,2.2992,-86.9051,-37.7976,0.5734,0.8459,0.4703,1.4754,0.8202,0.5559,0.6838,1.2378,1.1709,1.8101,1.7122,0.9459,0.0069,3.8082,-0.2393,-0.7245,-0.2186,0.5769,-0.3958,0.138,-19.7213,53.9939,7.3481,32.1466,?,-19.6473,121.2987,11.0136,38.6878,?,-32.7815,71.1661,8.436,43.285,?,1.0038,0.6016,0.5993,0.6672,0.871,1.3055,0.4451,0.7587,1.7044,0.8309,0.7427,0.8938,1,1,1,0.8309,0.7427,0.8938,0.2867,72.1501,0.3326,-0.6664,-0.9036,4.0472,0,0,0,1,PANTALONI
0.324,4.4446,2.1082,9.4235,-0.5693,0.3456,6.5161,2.5527,14.463,-1.0018,-0.4102,4.411,2.1002,12.3789,-1.1993,3.3887,4.2812,2.0691,10.1705,0.0354,0.9373,-0.7898,0.0956,-0.8426,0.102,-0.1211,0.8259,1.0038,1.0189,1.2154,1.2337,1.015,0.6821,1.0076,1.0382,1.4772,1.522,1.0303,0.4723,0.5064,-9.1552,1.0722,-19.385,-18.0788,0.8312,1.0669,0.5695,1.2836,0.6852,0.5338,0.6516,0.7612,0.9265,1.1684,1.4221,1.2171,0.0042,5.2528,0.2082,-0.3684,0.4143,-0.8523,0.1969,-0.1617,-15.1751,6.7054,2.5895,19.2466,?,34.1646,5.964,2.4421,8.2881,0.7782,18.9333,28.5007,5.3386,18.1338,0.38,-0.4442,-0.8015,1.8045,1.0603,0.485,0.4574,1.1243,0.2353,0.2093,-0.6619,-1.7314,2.6159,0,0,1.2775,2.3222,1.0614,0.4571,0.2775,68.2729,-0.5443,0.8305,-0.8297,4.2088,0.2726,0.5221,3.9881,0.5007,PANTALONI
-0.4966,14.5073,3.8088,17.4779,-0.9828,-1.6582,21.9393,4.6839,20.8106,-3.0621,1.2015,22.3179,4.7242,21.9851,-0.763,6.3456,22.9378,4.7893,18.6823,0.0115,0.2995,-0.4133,-0.0783,-1.3801,-0.2613,0.1894,0.8132,0.8062,0.7953,0.9915,0.978,0.9864,0.6612,0.65,0.6325,0.983,0.9565,0.973,0.5522,0.9105,-39.811,1.6487,-72.0916,-43.7266,1.7206,0.7069,0.4664,0.4108,0.2711,0.6598,0.8399,0.795,0.9355,0.9466,1.1139,1.1768,0.0142,9.8221,-0.7156,-0.4745,0.2142,0.0839,-0.7256,0.1749,40.4703,24.914,4.9914,23.4772,0.4909,-6.0891,164.6134,12.8302,53.2227,-2.5694,14.1832,78.0796,8.8363,37.4619,-0.3143,-6.6464,2.8534,-0.4293,0.389,0.5649,1.452,0.1513,0.3191,2.1083,-0.5909,-2.527,4.2766,3.0927,1.6179,0.5231,0.4411,0.6267,1.4207,0.2927,65.8738,0.7121,0.0236,0.1604,3.4459,137.923,11.7441,47,0,PANTALONI
-0.7225,11.2952,3.3608,17.5981,-0.8701,-1.4929,26.9913,5.1953,25.5406,-1.4232,0.7245,21.629,4.6507,24.7546,-1.1859,6.8191,16.6911,4.0855,17.9266,0.0144,0.484,-0.9972,-0.106,-2.0604,-0.2189,0.1063,0.6469,0.7227,0.8226,1.1171,1.2717,1.1383,0.4185,0.5222,0.6767,1.2479,1.6171,1.2958,0.5458,0.6097,-31.1882,1.1169,-57.1401,-51.1575,0.8928,0.831,0.5174,0.9307,0.5795,0.6226,0.689,0.7109,0.9817,1.0317,1.4247,1.3809,0.0121,10.6218,-0.3981,-0.3741,-0.1836,-0.497,-0.3611,0.3136,41.1237,22.3498,4.7276,25.3815,0.461,0.9646,111.1527,10.5429,42.7048,-0.9434,15.2628,137.6198,11.7311,56.4804,-0.7909,42.6333,2.6944,0.0632,0.4484,0.403,0.8987,0.2011,0.1624,0.8077,-1.0473,-0.8704,0.8311,2.143,1.4932,0.6968,0.5943,0.4494,0.7561,0.2945,68.0772,-0.4523,-0.2988,0.4532,0.1477,0.1259,0.3548,1,0,PANTALONI
-0.4357,4.0501,2.0125,10.9971,-1.8694,-0.9027,6.3778,2.5254,11.6095,-1.163,0.0521,7.4235,2.7246,19.7315,-0.2404,3.6575,5.4813,2.3412,16.4331,0.0152,0.4827,-8.3662,-0.1191,-17.3319,-0.2468,0.0142,0.7969,0.7386,0.8596,0.9269,1.0787,1.1638,0.635,0.5456,0.7389,0.8591,1.1636,1.3543,1.1477,1.8735,-28.3384,1.6323,-24.6904,-15.1262,0.7141,0.2409,0.2297,0.3374,0.3217,0.9533,0.9472,0.5573,0.6692,0.5884,0.7065,1.2007,0.0074,5.7342,0.0506,-0.0056,-0.2623,0.5064,-0.1831,0.3197,-7.579,645.4979,25.4067,64.8575,-2.5212,-29.4637,76.1265,8.7251,42.54,?,-10.8454,289.443,17.013,49.4385,-0.9855,0.2572,0.6988,2.7167,2.9119,1.4934,0.5128,8.4793,2.2301,0.263,1.0916,1.8924,1.7336,0,0.7397,0,1.5246,1.3119,0.8605,0.2375,72.1976,-0.7027,-0.79,0.5715,1.9779,0.1686,0.4106,2,0.3333,PANTALONI
0.5234,6.3028,2.5105,17.796,-1.8602,-1.4608,47.9396,6.9238,50.4878,-0.348,0.0022,17.2583,4.1543,25.6952,-0.3659,6.5139,31.4776,5.6105,37.9928,0.029,-0.3583,242.0145,0.0803,-675.5407,-0.2243,0.0003,0.3626,0.6043,0.4475,1.6667,1.2341,0.7405,0.1315,0.3652,0.2002,2.7778,1.523,0.5483,0.8879,1.6814,-10.1953,1.8936,-11.4822,-6.0635,0.1661,0.3308,0.159,1.9909,0.9572,0.4808,0.3525,0.6926,0.4684,1.9649,1.3289,0.6763,0.0112,9.3497,-0.3783,-0.2459,-0.4765,0.2418,0.508,0.5875,-37.1008,55.8361,7.4724,49.4995,?,1.9708,344.954,18.5729,50.9384,-0.9883,-8.3626,541.6552,23.2735,74.2188,-1.0582,-18.8248,4.4365,-0.2357,0.4023,0.3211,0.798,0.1619,0.1031,0.6369,1.955,1.2972,0.6635,0,0,0.7105,0.9718,0.6669,0.6863,0.274,76.8978,0.4201,-0.2676,-0.9495,1.3741,0.8529,0.9235,3,0,PANTALONI
0.0505,0.362,0.6017,2.2264,-0.9124,-0.1863,0.4748,0.6891,3.0438,-1.0707,-0.0151,0.432,0.6573,2.7725,-0.7837,1.092,0.1139,0.3375,1.5365,0.171,-0.2711,-3.3544,0.0462,12.3735,-0.1706,-0.0138,0.8732,0.9154,1.783,1.0483,2.0419,1.9477,0.7625,0.838,3.1789,1.099,4.1693,3.7936,0.6749,0.872,-3.3525,1.2921,-4.9675,-3.8447,0.792,0.749,0.6282,0.9457,0.7931,0.8387,0.7314,0.803,1.449,1.0979,1.981,1.8044,0.0014,1.6286,-0.0523,-0.1647,0.0308,0.0206,-0.224,0.0798,-43.4874,1.8751,1.3693,45.4193,?,-9.4677,1.9247,1.3874,13.0188,?,-2.1268,1.6736,1.2937,4.4998,?,4.5932,20.4474,4.4516,0.987,1.0585,1.0724,0.9742,1.1204,1.1501,3.4887,10.0936,2.8932,1,1,1,3.4887,10.0936,2.8932,0.3252,55.0819,-0.6275,-0.5888,0.45,0.1387,0.1195,0.3456,1,0,PANTALONI
0.5431,0.4808,0.6934,2.4336,-0.4767,-0.6524,0.8009,0.8949,3.265,-2.8542,-0.0097,0.5643,0.7512,4.025,-0.6565,1.4623,0.4283,0.6544,2.3501,0.1175,-0.8324,-55.8404,0.3714,67.0854,-0.4462,-0.0067,0.7748,0.923,1.0595,1.1913,1.3675,1.1479,0.6003,0.852,1.1226,1.4193,1.87,1.3176,0.3249,0.4925,-2.5117,1.5157,-7.7306,-5.1002,1.9454,0.6782,0.6189,0.3486,0.3181,0.9125,0.7454,0.6046,1.0355,0.8112,1.3893,1.7127,0.0061,2.151,-0.5062,-0.1187,0.6565,0.2682,-0.7656,0.0903,-43.2739,1.2998,1.1401,44.8792,?,-5.9095,1.0677,1.0333,7.9193,?,9.5048,29.5004,5.4314,14.8788,0.1015,7.3228,-4.5529,-0.6217,1.1033,0.2099,0.1902,1.2174,0.0441,0.0362,5.6671,-26.7139,-4.7139,1,0,0,5.6671,3.0163,0.5323,0.3216,58.6881,-0.6017,0.68,-0.4821,?,?,?,?,?,PANTALONI
0.5269,7.2468,2.692,14.7046,-0.8966,-0.8257,3.4857,1.867,9.5561,-1.2713,0.1792,2.0106,1.418,6.7334,-0.8974,2.9632,4.9538,2.2257,7.866,0.0343,-0.6382,2.9404,0.1778,-4.6075,-0.2786,0.0605,1.4419,1.8985,1.2095,1.3167,0.8388,0.6371,2.079,3.6042,1.4629,1.7336,0.7036,0.4059,1.2996,2.1827,-24.892,1.6795,-19.1532,-11.404,1.8428,2.1848,0.9519,1.1856,0.5165,0.4357,1.5388,2.1838,1.8694,1.4192,1.2149,0.856,0.0066,4.5119,-0.2126,-0.1784,0.1775,0.3372,-0.6866,0.092,-12.5479,328.6184,18.1278,45.3,-4.1167,-37.6126,21.6177,4.6495,46.3908,?,-0.9289,263.905,16.2452,41.1303,-1.4646,0.3336,13.5086,40.492,3.8989,1.1159,0.2862,15.2014,1.2452,0.0819,0.7856,1.4911,1.898,0,0.5305,0,0.9765,1.1014,1.1279,0.2644,71.0339,-0.5956,-0.9679,0.4414,4.1432,0,0,0,1,PANTALONI
0.956,6.8066,2.609,12.7972,-0.7461,-1.2356,6.4914,2.5478,14.057,-1.3506,0.2627,8.96,2.9933,15.5092,-0.9118,4.4037,5.375,2.3184,10.3948,0.0534,-0.7737,3.6398,0.2171,-4.7043,-0.2806,0.0596,1.024,0.8716,1.1253,0.8512,1.099,1.2911,1.0486,0.7597,1.2664,0.7245,1.2077,1.667,0.677,0.7392,-9.3305,1.0919,-13.7821,-12.622,1.2256,0.9035,0.6674,0.7372,0.5446,0.7388,0.9104,0.8251,1.2311,0.9064,1.3523,1.492,0.0115,6.8422,-0.4219,0.3806,0.2519,0.548,-0.0959,0.2844,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.0143,6.7056,2.5895,14.0819,-0.8694,-1.3262,12.8702,3.5875,17.8948,-2.0131,0.3136,9.7035,3.115,18.6249,-0.5607,4.0878,14.4262,3.7982,14.805,0.0021,-0.0108,0.0457,0.0035,-4.2295,-0.3244,0.0767,0.7218,0.8313,0.6818,1.1517,0.9445,0.8201,0.521,0.6911,0.4648,1.3263,0.8921,0.6726,0.5478,0.9788,-211.35,1.7868,-385.8391,-215.9375,1.2684,0.6312,0.5077,0.4977,0.4003,0.8044,0.7869,0.7561,0.9512,0.9608,1.2087,1.258,0.0097,6.4151,0.2943,0.5276,0.0419,-0.1318,-0.709,0.3833,-26.2629,36.6017,6.0499,38.6993,?,-22.4653,101.4757,10.0735,31.9794,?,-22.9888,5.8293,2.4144,28.2593,?,1.169,1.1424,0.9772,0.6006,2.5058,4.1723,0.3607,6.2789,17.4078,1.2101,1.3694,1.1316,1,1,1,1.2101,1.3694,1.1316,0.2965,71.717,-0.8717,-0.225,-0.2585,0,0,0,0,0,PANTALONI
0.9355,1.8492,1.3598,6.9192,-0.5451,-0.2832,10.3417,3.2159,17.8172,-0.6537,-0.0499,9.5844,3.0959,17.6231,-0.6992,4.1513,5.4999,2.3452,12.7952,0.0587,-3.3027,-18.7387,0.2253,5.6738,-0.0682,-0.012,0.4229,0.4392,0.5798,1.0388,1.3713,1.3201,0.1788,0.1929,0.3362,1.079,1.8803,1.7426,0.3466,0.3366,-3.0612,0.9713,-8.8326,-9.094,0.4157,0.4318,0.3295,1.0388,0.7926,0.763,0.3883,0.3926,0.5408,1.011,1.3925,1.3773,0.007,6.1719,-0.2538,0.2804,0.1828,0.4713,0.1621,0.2321,4.2361,52.9817,7.2789,31.0181,-1.068,2.3044,95.6111,9.7781,38.6978,-3.511,-35.1485,24.3738,4.937,37.5595,?,1.8382,-0.1205,-0.0656,0.7444,1.4744,1.9806,0.5541,2.1737,3.9227,0.5318,0.4265,0.8019,1.7485,0,0,0.8015,0.8258,1.0303,0.2534,50.0497,0.7505,-0.726,-0.9081,0,0,0,0,0,PANTALONI
0.4938,0.955,0.9773,5.8656,-0.4455,0.5615,2.1032,1.4502,7.0202,-0.2245,-0.0071,0.7413,0.861,3.8365,-0.5339,1.6659,1.5836,1.2584,6.7357,0.0459,0.8793,-69.0764,0.2964,-78.5586,0.3371,-0.0043,0.6739,1.135,0.7766,1.6843,1.1524,0.6842,0.4541,1.2883,0.6031,2.837,1.3281,0.4681,1.4048,1.3539,-5.5757,0.9637,-3.969,-4.1184,0.7078,1.6223,0.5748,2.2922,0.8121,0.3543,0.8355,1.5289,0.8708,1.8298,1.0422,0.5696,0.0052,2.5669,0.7297,0.074,0.6895,0.6004,0.8596,0.4006,-25.4664,5.4522,2.335,34.5596,?,-37.0672,20.806,4.5614,40.86,?,13.3019,55.2158,7.4307,22.7997,0.1441,0.687,-1.9145,-2.7866,0.5119,0.3142,0.6139,0.262,0.0987,0.3768,0.8458,-9.002,-10.6431,1,0,0,0.8458,1.5158,1.7921,0.3234,75.8355,-0.9832,-0.8539,0.9194,0,0,0,0,0,PANTALONI
-0.2035,0.3648,0.604,2.4397,-0.6183,-0.2531,0.3366,0.5802,2.6035,-0.8922,0.0905,0.3689,0.6074,2.8005,-0.3579,0.9886,0.2067,0.4546,2.2402,0.0847,0.8041,-2.248,-0.2059,-2.7958,-0.256,0.0916,1.041,0.9945,1.3286,0.9553,1.2763,1.336,1.0836,0.989,1.7652,0.9126,1.629,1.785,0.7594,1.2628,-4.4968,1.663,-5.9219,-3.561,1.0956,0.731,0.6159,0.6672,0.5622,0.8426,0.9371,0.8712,1.089,0.9297,1.1622,1.2501,0.0023,1.4974,0.5903,-0.2495,0.0842,0.5161,0.358,0.5486,-24.7044,0.4282,0.6544,25.9796,?,-37.304,1.2167,1.1031,38.9389,?,16.4542,12.118,3.4811,11.5204,0.4451,0.6622,-1.5014,-2.2671,0.5932,0.188,0.3169,0.3519,0.0353,0.1004,0.6672,-2.8119,-4.2145,1,0,0,0.6672,2.2551,3.38,0.3288,78.4626,-0.807,-0.6883,0.938,0,0,0,0,0,PANTALONI
0.3923,0.2022,0.4497,2.4123,-0.3829,0.1014,0.6812,0.8253,3.746,-0.4037,-0.105,0.7992,0.894,4.9581,-0.4523,1.1272,0.5873,0.7663,4.2011,0.0284,3.8684,-3.7354,0.3481,-0.9656,0.09,-0.0932,0.5449,0.503,0.5868,0.9232,1.077,1.1665,0.2969,0.253,0.3443,0.8524,1.1599,1.3608,0.62,0.4326,-5.4462,0.6978,-8.784,-12.5889,0.6537,0.5109,0.4034,0.7817,0.6172,0.7896,0.644,0.4865,0.5742,0.7555,0.8917,1.1802,0.003,1.7501,0.2905,-0.0519,0.3683,0.7728,0.6693,0.5687,-22.9484,1.6834,1.2975,25.499,?,-37.3162,5.335,2.3098,39.5996,?,9.9558,30.7006,5.5408,16.5604,0.1906,0.615,-2.305,-3.7482,0.5617,0.2342,0.4169,0.3155,0.0548,0.1738,0.6439,-6.5405,-10.1573,1,0,0,0.6439,1.5398,2.3912,0.3209,70.2204,-0.7137,-0.4875,0.9492,0,0,0,0,0,PANTALONI
