@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.4332,0.4073,0.6382,3.5226,-1.6404,4.4042,2.7856,1.669,7.7838,0.035,9.8006,1.3581,1.1654,6.1099,0.5427,10.8633,2.1768,1.4754,6.2269,0.5628,-0.0984,-0.0442,-0.0399,0.4494,0.4054,0.9022,0.3824,0.5476,0.4325,1.4322,1.1312,0.7899,0.1462,0.2999,0.1871,2.0511,1.2797,0.6239,-7.7444,-0.3018,-0.273,0.039,0.0352,0.9044,0.1654,0.0999,0.0937,0.6038,0.5663,0.938,0.4526,0.5765,0.5657,1.274,1.25,0.9812,0.0292,14.8344,-0.2549,-0.1094,-0.1964,0.4073,0.7311,0.917,?,?,?,?,?,2.1658,0.1383,0.3719,1,0.6667,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3476,0.4876,0.6983,2.4799,-0.4347,5.6181,2.0953,1.4475,5.4364,0.3717,10.1788,0.9983,0.9991,4.2806,0.6608,11.6988,2.0117,1.4183,5.2117,0.6501,0.0619,0.0341,0.0297,0.5519,0.4802,0.8701,0.4824,0.6989,0.4923,1.4488,1.0206,0.7044,0.2327,0.4884,0.2424,2.099,1.0416,0.4962,-0.2336,-0.0901,-0.0776,0.3856,0.3321,0.8612,0.1998,0.137,0.116,0.6855,0.5808,0.8473,0.4562,0.5793,0.4758,1.27,1.0431,0.8213,0.0307,16.4363,0.8941,0.4063,0.7114,0.5753,0.8689,0.9039,?,?,?,?,?,4.8417,0.1332,0.365,1,0.8,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1671,4.4384,2.1068,11.0557,-0.791,3.0164,14.3381,3.7866,18.4596,-0.7887,9.4836,8.9212,2.9868,23.226,-0.0897,10.7804,10.5464,3.2475,21.3917,0.0258,-0.0554,-0.0176,-0.0155,0.3181,0.2798,0.8797,0.5564,0.7053,0.6487,1.2678,1.166,0.9197,0.3096,0.4975,0.4209,1.6072,1.3595,0.8459,0.5999,2.5529,-8.6115,4.2556,-14.3552,-3.3733,0.5981,0.2896,0.2811,0.4842,0.47,0.9706,0.5989,0.476,0.5168,0.7948,0.8629,1.0857,0.0268,15.2576,-0.2562,-0.0355,-0.1651,0.2647,0.3613,0.955,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1236,1.3323,1.1543,4.5473,-0.6713,5.8555,3.8365,1.9587,7.5821,0.3097,10.0526,2.4153,1.5541,8.7397,0.4576,11.809,3.4876,1.8675,8.9296,0.477,0.0211,0.0123,0.0105,0.5825,0.4958,0.8513,0.5893,0.7427,0.6181,1.2603,1.0488,0.8322,0.3473,0.5516,0.382,1.5884,1.1001,0.6925,-0.5369,-0.2477,-0.2243,0.4613,0.4178,0.9056,0.2477,0.1688,0.1594,0.6816,0.6434,0.9438,0.5997,0.5203,0.5092,0.8675,0.8491,0.9787,0.0314,16.8898,0.575,0.0492,0.3702,0.1748,0.6991,0.8226,?,?,?,?,?,3.9191,1.2711,1.1274,3,0.4,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3228,4.1313,2.0326,15.2924,-0.6896,6.966,16.3786,4.0471,22.9491,-0.2447,9.6052,9.013,3.0022,14.8923,0.1377,12.5881,11.9526,3.4572,19.063,0.202,0.0463,0.0336,0.0256,0.7252,0.5534,0.763,0.5022,0.677,0.5879,1.348,1.1706,0.8684,0.2522,0.4584,0.3456,1.8172,1.3703,0.7541,1.3835,-2.6247,-1.2938,-1.8972,-0.9352,0.4929,0.4909,0.5241,0.3789,1.0676,0.7719,0.723,0.6664,1.0269,0.8022,1.541,1.2039,0.7812,0.0312,18.3915,-0.1769,-0.1719,-0.3309,0.0316,0.4215,0.8977,?,?,?,?,?,6.3184,0.217,0.4659,1,0.8571,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3781,6.8545,2.6181,15.7637,-2.0627,0.9054,15.4773,3.9341,17.0484,-1.5825,9.901,10.974,3.3127,16.4847,0.2067,10.8673,14.1993,3.7682,17.6701,0.2036,0.4176,0.0382,0.0348,0.0914,0.0833,0.9111,0.6655,0.7903,0.6948,1.1876,1.044,0.8791,0.4429,0.6246,0.4827,1.4104,1.09,0.7729,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0.7797,0.2477,0.232,0.3177,0.2975,0.9365,0.9246,0.9563,0.8921,1.0342,0.9648,0.9329,0.0575,15.0548,-0.013,-0.5141,-0.535,-0.2889,-0.4075,0.9692,?,?,?,?,?,1,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4069,4.7941,2.1895,12.6563,-0.8902,5.4719,25.1889,5.0189,25.652,-0.1777,9.9658,13.2082,3.6343,30.3703,-0.008,12.3082,21.1232,4.596,28.9409,0.0638,-0.0744,-0.0408,-0.0331,0.5491,0.4446,0.8097,0.4363,0.6025,0.4764,1.381,1.092,0.7908,0.1903,0.363,0.227,1.9071,1.1925,0.6253,1.5396,24.755,-3.0226,16.0788,-1.9633,-0.1221,0.3074,0.2222,0.2166,0.7229,0.7046,0.9747,0.4934,0.4167,0.4373,0.8446,0.8864,1.0494,0.0309,17.6665,0.4681,-0.0781,0.1394,0.3122,0.7116,0.8539,?,?,?,?,?,0.3777,0.3709,0.609,2,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.5267,5.5974,2.3659,11.823,-1.0634,5.5706,17.2854,4.1576,18.4351,-0.3021,9.5969,11.1386,3.3374,24.0447,0.0703,12.0248,12.8347,3.5826,22.5126,0.1503,-0.0945,-0.0549,-0.0438,0.5805,0.4633,0.7981,0.5691,0.7089,0.6604,1.2457,1.1605,0.9316,0.3238,0.5025,0.4361,1.5519,1.3468,0.8678,1.4245,-3.3502,-1.5302,-2.3519,-1.0742,0.4568,0.4047,0.2215,0.2163,0.5474,0.5344,0.9762,0.6413,0.4917,0.5252,0.7667,0.8189,1.0681,0.0303,17.494,0.0427,-0.1221,-0.1049,0.2186,0.6331,0.8654,?,?,?,?,?,0.1689,0.1404,0.3747,1,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2894,1.4824,1.2175,5.4308,-0.3718,8.2894,4.0575,2.0143,8.4808,0.3775,9.7988,3.0448,1.7449,8.6666,0.4532,12.9727,5.1091,2.2603,9.1683,0.4956,0.0349,0.0295,0.0223,0.846,0.639,0.7553,0.6044,0.6978,0.5387,1.1544,0.8912,0.772,0.3653,0.4869,0.2901,1.3326,0.7942,0.596,-0.2862,-0.2049,-0.1634,0.7159,0.5709,0.7975,0.2906,0.2498,0.2178,0.8595,0.7495,0.872,0.6404,0.6266,0.5923,0.9786,0.925,0.9453,0.0343,19.0553,0.768,0.0318,0.5108,0.3975,0.8517,0.8164,?,?,?,?,?,0.0642,0.0601,0.2451,1,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2377,1.2034,1.097,4.8107,-0.3546,6.6897,3.0116,1.7354,8.6466,0.2853,10.0183,4.1077,2.0267,8.6303,0.4381,12.1729,5.3178,2.306,10.7852,0.4336,0.0355,0.0237,0.0195,0.6678,0.5496,0.823,0.6321,0.5413,0.4757,0.8562,0.7525,0.8789,0.3996,0.293,0.2263,0.7332,0.5663,0.7724,-0.3648,-0.1872,-0.1525,0.5131,0.4182,0.815,0.2935,0.2312,0.1865,0.7878,0.6354,0.8066,0.5564,0.5574,0.446,1.0019,0.8017,0.8002,0.033,17.577,0.5843,-0.1606,0.1596,0.4084,0.7426,0.9124,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.371,0.9771,0.9885,4.2354,-0.3737,7.5208,2.8008,1.6736,6.9704,0.4026,9.8944,2.7094,1.646,7.4819,0.4982,12.5235,4.2463,2.0607,8.4204,0.5269,0.0493,0.0375,0.0296,0.7601,0.6005,0.7901,0.5906,0.6005,0.4797,1.0167,0.8122,0.7988,0.3489,0.3606,0.2301,1.0337,0.6596,0.6381,-0.2452,-0.1551,-0.1229,0.6325,0.5011,0.7921,0.2642,0.2068,0.1732,0.7826,0.6556,0.8378,0.6076,0.5661,0.503,0.9316,0.8278,0.8885,0.0327,18.1888,0.6181,0.0492,0.3597,0.5184,0.8349,0.902,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2576,5.511,2.3475,16.1189,-1.0539,4.058,18.1947,4.2655,23.3289,-0.5464,9.9616,4.6296,2.1517,15.1437,0.2463,11.713,6.9094,2.6286,17.5234,0.2454,-0.0635,-0.0259,-0.022,0.4074,0.3465,0.8505,0.5504,1.091,0.8931,1.9824,1.6228,0.8186,0.3029,1.1904,0.7976,3.9301,2.6333,0.67,1.0034,-1.6717,-1.4511,-1.6661,-1.4462,0.868,0.5202,0.3906,0.3379,0.7509,0.6496,0.8651,0.6909,1.0644,0.9199,1.5405,1.3313,0.8642,0.0291,16.8844,-0.065,-0.1785,-0.2478,0.1535,0.3288,0.9122,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
