-1.5102997,0.0,0.0,1.5102997,-Infinity,5.432892,0.0,0.0,0.0,1.0,-1.5102997,0.0,0.0,1.5102997,-Infinity,34.078323,0.0,0.0,0.0,1.0,-0.27799186,1.0,-0.044318486,-3.5972278,0.15942368,-0.044318486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.27799186,1.0,-0.044318486,-3.5972278,0.15942368,-0.044318486,0.0,1.0,0.0,Infinity,0.15942368,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.837664,8.453491,NaN,NaN,NaN,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.47721863,0.0,0.0,0.47721863,-Infinity,5.8601685,0.0,0.0,0.0,1.0,-0.47721863,0.0,0.0,0.47721863,-Infinity,34.79705,0.0,0.0,0.0,1.0,-0.08143429,1.0,-0.013714341,-12.27984,0.16840991,-0.013714341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.08143429,1.0,-0.013714341,-12.27984,0.16840991,-0.013714341,0.0,1.0,0.0,Infinity,0.16840991,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.8989024,6.8146057,NaN,NaN,NaN,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.24394226,0.0,0.0,0.24394226,-Infinity,5.992279,0.0,0.0,0.0,1.0,-0.24394226,0.0,0.0,0.24394226,-Infinity,36.026424,0.0,0.0,0.0,1.0,-0.04070943,1.0,-0.0067712036,-24.564333,0.16633011,-0.0067712036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.04070943,1.0,-0.0067712036,-24.564333,0.16633011,-0.0067712036,0.0,1.0,0.0,Infinity,0.16633011,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,6.0022016,6.4801636,NaN,NaN,NaN,TASCA_SINISTRA_DAVANTI_PANTALONI
0.90934753,0.0,0.0,0.0,1.0,4.0570374,0.0,0.0,0.0,1.0,0.90934753,0.0,0.0,0.0,1.0,18.113379,0.0,0.0,0.0,1.0,0.22414078,1.0,0.05020309,4.4614816,0.22398016,0.05020309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22414078,1.0,0.05020309,4.4614816,0.22398016,0.05020309,0.22414078,1.0,0.05020309,4.4614816,0.22398016,0.05020309,NaN,NaN,NaN,NaN,NaN,NaN,4.2559814,5.8757324,NaN,NaN,NaN,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.9256744,0.0,0.0,1.9256744,-Infinity,4.8723145,0.0,0.0,0.0,1.0,-1.9256744,0.0,0.0,1.9256744,-Infinity,31.155891,0.0,0.0,0.0,1.0,-0.39522788,1.0,-0.061807714,-2.530186,0.15638502,-0.061807714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.39522788,1.0,-0.061807714,-2.530186,0.15638502,-0.061807714,0.0,1.0,0.0,Infinity,0.15638502,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.5817466,8.723663,NaN,NaN,NaN,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.3790932,26.07816,5.106678,30.792881,-5.2301583,0.45561644,6.4789085,2.54537,12.042566,-2.2659576,-2.3790932,26.07816,5.106678,30.792881,-5.2301583,70.16298,50482.25,224.68256,1341.6276,2.0643954E-5,-5.2217016,1.0,-0.0339081,-0.19150844,0.006493687,-0.0339081,2.0062616,1.0,0.022728413,0.49843952,0.011328739,0.022728413,4.0250854,1.0,5.1658077E-4,0.24844193,1.2834033E-4,5.1658077E-4,3.0938966,1.0,-933.3236,0.323217,-301.66605,-933.3236,1.3404256,1.0,0.0036839207,0.7460317,0.0027483217,0.0036839207,2.5570033,1.0,0.022951884,0.3910828,0.008976087,0.022951884,0.016976275,7.5803437,0.66271913,0.99999994,0.66271913,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.4619539,16.208227,4.025944,12.277467,-15.868422,1.3212187,4.733776,2.1757243,8.829816,-1.4391534,-2.4619539,16.208227,4.025944,12.277467,-15.868422,51.018272,6078.421,77.964226,274.4773,0.010947056,-1.8633962,1.0,-0.048256315,-0.53665453,0.025896972,-0.048256315,1.8503927,1.0,0.051638354,0.54042584,0.027906701,0.051638354,3.423953,1.0,0.0026665195,0.29206008,7.7878387E-4,0.0026665195,2.2169118,1.0,-3.8017526,0.45107794,-1.7148867,-3.8017526,0.2010582,1.0,0.002622693,4.9736843,0.013044447,0.002622693,1.3904556,1.0,0.044730354,0.71918875,0.03216957,0.044730354,0.01852728,8.002685,0.93705475,0.9999999,0.93705475,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.7812861,16.470358,4.0583687,13.599065,-8.7260275,1.7886375,6.9044657,2.627635,10.879252,-1.2450593,-1.7812861,16.470358,4.0583687,13.599065,-8.7260275,49.390377,6884.9863,82.975815,330.82635,0.009867552,-0.99588996,1.0,-0.036065448,-1.004127,0.036214292,-0.036065448,1.5444949,1.0,0.04891026,0.6474609,0.031667482,0.04891026,2.3854644,1.0,0.0023922136,0.41920558,0.0010028293,0.0023922136,2.0222223,1.0,-3.7006152,0.4945055,-1.8299745,-3.7006152,0.28853753,1.0,0.0041847234,3.4657536,0.014503221,0.0041847234,1.2499999,1.0,0.041106354,0.8000001,0.032885082,0.041106354,0.015603678,7.785846,0.9203003,1.0000001,0.9203003,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.2389617,16.524591,4.065045,15.74427,-8.340909,0.9616065,6.583367,2.5658073,10.955867,-2.1602209,-2.2389617,16.524591,4.065045,15.74427,-8.340909,50.583134,10855.25,104.18853,426.81113,0.0019790328,-2.3283553,1.0,-0.04426301,-0.4294877,0.019010417,-0.04426301,1.5843141,1.0,0.039016243,0.631188,0.024626581,0.039016243,2.5100517,1.0,0.0015222672,0.39839816,6.064685E-4,0.0015222672,1.8772378,1.0,-16.611074,0.53269756,-8.848679,-16.611074,0.48618785,1.0,0.0039412803,2.056818,0.008106497,0.0039412803,1.437063,1.0,0.036888145,0.6958637,0.025669122,0.036888145,0.016545834,7.8379474,0.9591342,1.0000002,0.9591342,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.1570292,22.289654,4.721192,20.590136,-16.063492,0.45783028,11.096411,3.3311276,14.729128,-2.2310925,-2.1570292,22.289654,4.721192,20.590136,-16.063492,65.19088,27926.592,167.11252,795.63293,2.917868E-4,-4.7114167,1.0,-0.033087898,-0.2122504,0.007022919,-0.033087898,1.4172955,1.0,0.028251575,0.7055692,0.019933442,0.028251575,2.0087264,1.0,7.981516E-4,0.49782786,3.973421E-4,7.981516E-4,1.9058381,1.0,-83.46917,0.52470356,-43.796566,-83.46917,0.2647059,1.0,0.0015161835,3.7777777,0.0057278043,0.0015161835,1.3979195,1.0,0.025878938,0.7153488,0.018512467,0.025878938,0.015738087,7.8014817,0.87237906,1.0000002,0.87237906,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.4607252,12.495912,3.5349557,14.058752,-13.979591,2.1351988,0.47939804,0.69238573,3.86903,-0.0802139,-1.4607252,12.495912,3.5349557,14.058752,-13.979591,34.29773,4155.4824,64.46303,355.11658,0.0036919478,-0.6841167,1.0,-0.04258956,-1.461739,0.062254816,-0.04258956,5.1054716,1.0,0.054836947,0.19586828,0.010740819,0.054836947,26.065838,1.0,0.0030070904,0.03836439,1.153652E-4,0.0030070904,45.666668,1.0,-9.970305,0.02189781,-0.21832785,-9.970305,0.26203206,1.0,0.002633113,3.8163266,0.01004882,0.002633113,3.6336632,1.0,0.03958912,0.27520436,0.010895099,0.03958912,0.014780818,6.5536814,0.279757,1.0000001,0.279757,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0520782,0.0,0.0,1.0520782,-Infinity,5.4102783,0.0,0.0,0.0,1.0,-1.0520782,0.0,0.0,1.0520782,-Infinity,31.484848,0.0,0.0,0.0,1.0,-0.19445917,1.0,-0.033415385,-5.1424675,0.17183752,-0.033415385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.19445917,1.0,-0.033415385,-5.1424675,0.17183752,-0.033415385,0.0,1.0,0.0,Infinity,0.17183752,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.611136,7.514435,NaN,NaN,NaN,TASCA_SINISTRA_DIETRO_PANTALONI
-0.31059265,0.0,0.0,0.31059265,-Infinity,7.212219,0.0,0.0,0.0,1.0,-0.31059265,0.0,0.0,0.31059265,-Infinity,52.20904,0.0,0.0,0.0,1.0,-0.04306478,1.0,-0.0059490204,-23.22083,0.13814119,-0.0059490204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.04306478,1.0,-0.0059490204,-23.22083,0.13814119,-0.0059490204,0.0,1.0,0.0,Infinity,0.13814119,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,7.2255826,7.8334045,NaN,NaN,NaN,TASCA_SINISTRA_DIETRO_PANTALONI
-0.18443298,0.0,0.0,0.18443298,-Infinity,6.838501,0.0,0.0,0.0,1.0,-0.18443298,0.0,0.0,0.18443298,-Infinity,46.833126,0.0,0.0,0.0,1.0,-0.026969798,1.0,-0.003938088,-37.078514,0.14601846,-0.003938088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.026969798,1.0,-0.003938088,-37.078514,0.14601846,-0.003938088,0.0,1.0,0.0,Infinity,0.14601846,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,6.8434734,7.207367,NaN,NaN,NaN,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1499176,0.0,0.0,0.1499176,-Infinity,6.415985,0.0,0.0,0.0,1.0,-0.1499176,0.0,0.0,0.1499176,-Infinity,41.209816,0.0,0.0,0.0,1.0,-0.023366265,1.0,-0.0036379101,-42.79674,0.1556907,-0.0036379101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.023366265,1.0,-0.0036379101,-42.79674,0.1556907,-0.0036379101,0.0,1.0,0.0,Infinity,0.1556907,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,6.419487,6.7158203,NaN,NaN,NaN,TASCA_SINISTRA_DIETRO_PANTALONI
-0.8925934,0.0,0.0,0.8925934,-Infinity,4.639038,0.0,0.0,0.0,1.0,-0.8925934,0.0,0.0,0.8925934,-Infinity,23.11412,0.0,0.0,0.0,1.0,-0.19240916,1.0,-0.038616803,-5.197258,0.20070148,-0.038616803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.19240916,1.0,-0.038616803,-5.197258,0.20070148,-0.038616803,0.0,1.0,0.0,Infinity,0.20070148,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,4.8077145,6.424225,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.15943909,0.0,0.0,0.15943909,-Infinity,4.9508667,0.0,0.0,0.0,1.0,-0.15943909,0.0,0.0,0.15943909,-Infinity,24.561922,0.0,0.0,0.0,1.0,-0.032204278,1.0,-0.0064913114,-31.051775,0.20156674,-0.0064913114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.032204278,1.0,-0.0064913114,-31.051775,0.20156674,-0.0064913114,0.0,1.0,0.0,Infinity,0.20156674,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,4.955999,5.269745,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.5771942,0.0,0.0,0.5771942,-Infinity,5.030609,0.0,0.0,0.0,1.0,-0.5771942,0.0,0.0,0.5771942,-Infinity,25.973335,0.0,0.0,0.0,1.0,-0.114736445,1.0,-0.022222567,-8.715627,0.19368361,-0.022222567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.114736445,1.0,-0.022222567,-8.715627,0.19368361,-0.022222567,0.0,1.0,0.0,Infinity,0.19368361,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.096404,6.1849976,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-1.0794525,0.0,0.0,1.0794525,-Infinity,4.5961914,0.0,0.0,0.0,1.0,-1.0794525,0.0,0.0,1.0794525,-Infinity,23.45541,0.0,0.0,0.0,1.0,-0.23485804,1.0,-0.046021473,-4.257891,0.19595443,-0.046021473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.23485804,1.0,-0.046021473,-4.257891,0.19595443,-0.046021473,0.0,1.0,0.0,Infinity,0.19595443,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,4.8430786,6.7550964,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.35998535,0.0,0.0,0.35998535,-Infinity,4.120117,0.0,0.0,0.0,1.0,-0.35998535,0.0,0.0,0.35998535,-Infinity,17.234545,0.0,0.0,0.0,1.0,-0.0873726,1.0,-0.02088743,-11.445235,0.23906156,-0.02088743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0873726,1.0,-0.02088743,-11.445235,0.23906156,-0.02088743,0.0,1.0,0.0,Infinity,0.23906156,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,4.151451,4.840088,NaN,NaN,NaN,TASCA_GIACCA_ALTA
0.5070648,0.0,0.0,0.0,1.0,4.4045715,0.0,0.0,0.0,1.0,0.5070648,0.0,0.0,0.0,1.0,19.91448,0.0,0.0,0.0,1.0,0.11512239,1.0,0.025462117,8.686407,0.22117431,0.025462117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11512239,1.0,0.025462117,8.686407,0.22117431,0.025462117,0.11512239,1.0,0.025462117,8.686407,0.22117431,0.025462117,NaN,NaN,NaN,NaN,NaN,NaN,4.4625645,5.418701,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.19395447,0.0,0.0,0.19395447,-Infinity,5.682831,0.0,0.0,0.0,1.0,-0.19395447,0.0,0.0,0.19395447,-Infinity,32.369804,0.0,0.0,0.0,1.0,-0.034129903,1.0,-0.0059918333,-29.29982,0.17555963,-0.0059918333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.034129903,1.0,-0.0059918333,-29.29982,0.17555963,-0.0059918333,0.0,1.0,0.0,Infinity,0.17555963,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.6894464,6.0707397,NaN,NaN,NaN,TASCA_GIACCA_ALTA
0.34162903,0.0,0.0,0.0,1.0,5.857788,0.0,0.0,0.0,1.0,0.34162903,0.0,0.0,0.0,1.0,34.547104,0.0,0.0,0.0,1.0,0.05832048,1.0,0.00988879,17.146635,0.16955945,0.00988879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05832048,1.0,0.00988879,17.146635,0.16955945,0.00988879,0.05832048,1.0,0.00988879,17.146635,0.16955945,0.00988879,NaN,NaN,NaN,NaN,NaN,NaN,5.8776784,6.541046,NaN,NaN,NaN,TASCA_GIACCA_ALTA
0.34043884,0.0,0.0,0.0,1.0,6.113678,0.0,0.0,0.0,1.0,0.34043884,0.0,0.0,0.0,1.0,37.608856,0.0,0.0,0.0,1.0,0.055684786,1.0,0.009052092,17.958227,0.16255952,0.009052092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.055684786,1.0,0.009052092,17.958227,0.16255952,0.009052092,0.055684786,1.0,0.009052092,17.958227,0.16255952,0.009052092,NaN,NaN,NaN,NaN,NaN,NaN,6.132606,6.7945557,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.8925934,0.0,0.0,0.8925934,-Infinity,4.639038,0.0,0.0,0.0,1.0,-0.8925934,0.0,0.0,0.8925934,-Infinity,23.11412,0.0,0.0,0.0,1.0,-0.19240916,1.0,-0.038616803,-5.197258,0.20070148,-0.038616803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.19240916,1.0,-0.038616803,-5.197258,0.20070148,-0.038616803,0.0,1.0,0.0,Infinity,0.20070148,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,4.8077145,6.424225,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.15943909,0.0,0.0,0.15943909,-Infinity,4.9508667,0.0,0.0,0.0,1.0,-0.15943909,0.0,0.0,0.15943909,-Infinity,24.561922,0.0,0.0,0.0,1.0,-0.032204278,1.0,-0.0064913114,-31.051775,0.20156674,-0.0064913114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.032204278,1.0,-0.0064913114,-31.051775,0.20156674,-0.0064913114,0.0,1.0,0.0,Infinity,0.20156674,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,4.955999,5.269745,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.5771942,0.0,0.0,0.5771942,-Infinity,5.030609,0.0,0.0,0.0,1.0,-0.5771942,0.0,0.0,0.5771942,-Infinity,25.973335,0.0,0.0,0.0,1.0,-0.114736445,1.0,-0.022222567,-8.715627,0.19368361,-0.022222567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.114736445,1.0,-0.022222567,-8.715627,0.19368361,-0.022222567,0.0,1.0,0.0,Infinity,0.19368361,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.096404,6.1849976,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-1.0794525,0.0,0.0,1.0794525,-Infinity,4.5961914,0.0,0.0,0.0,1.0,-1.0794525,0.0,0.0,1.0794525,-Infinity,23.45541,0.0,0.0,0.0,1.0,-0.23485804,1.0,-0.046021473,-4.257891,0.19595443,-0.046021473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.23485804,1.0,-0.046021473,-4.257891,0.19595443,-0.046021473,0.0,1.0,0.0,Infinity,0.19595443,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,4.8430786,6.7550964,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.35998535,0.0,0.0,0.35998535,-Infinity,4.120117,0.0,0.0,0.0,1.0,-0.35998535,0.0,0.0,0.35998535,-Infinity,17.234545,0.0,0.0,0.0,1.0,-0.0873726,1.0,-0.02088743,-11.445235,0.23906156,-0.02088743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0873726,1.0,-0.02088743,-11.445235,0.23906156,-0.02088743,0.0,1.0,0.0,Infinity,0.23906156,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,4.151451,4.840088,NaN,NaN,NaN,TASCA_GIACCA_ALTA
0.5070648,0.0,0.0,0.0,1.0,4.4045715,0.0,0.0,0.0,1.0,0.5070648,0.0,0.0,0.0,1.0,19.91448,0.0,0.0,0.0,1.0,0.11512239,1.0,0.025462117,8.686407,0.22117431,0.025462117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11512239,1.0,0.025462117,8.686407,0.22117431,0.025462117,0.11512239,1.0,0.025462117,8.686407,0.22117431,0.025462117,NaN,NaN,NaN,NaN,NaN,NaN,4.4625645,5.418701,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.19395447,0.0,0.0,0.19395447,-Infinity,5.682831,0.0,0.0,0.0,1.0,-0.19395447,0.0,0.0,0.19395447,-Infinity,32.369804,0.0,0.0,0.0,1.0,-0.034129903,1.0,-0.0059918333,-29.29982,0.17555963,-0.0059918333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.034129903,1.0,-0.0059918333,-29.29982,0.17555963,-0.0059918333,0.0,1.0,0.0,Infinity,0.17555963,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.6894464,6.0707397,NaN,NaN,NaN,TASCA_GIACCA_ALTA
0.34162903,0.0,0.0,0.0,1.0,5.857788,0.0,0.0,0.0,1.0,0.34162903,0.0,0.0,0.0,1.0,34.547104,0.0,0.0,0.0,1.0,0.05832048,1.0,0.00988879,17.146635,0.16955945,0.00988879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05832048,1.0,0.00988879,17.146635,0.16955945,0.00988879,0.05832048,1.0,0.00988879,17.146635,0.16955945,0.00988879,NaN,NaN,NaN,NaN,NaN,NaN,5.8776784,6.541046,NaN,NaN,NaN,TASCA_GIACCA_ALTA
0.34043884,0.0,0.0,0.0,1.0,6.113678,0.0,0.0,0.0,1.0,0.34043884,0.0,0.0,0.0,1.0,37.608856,0.0,0.0,0.0,1.0,0.055684786,1.0,0.009052092,17.958227,0.16255952,0.009052092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.055684786,1.0,0.009052092,17.958227,0.16255952,0.009052092,0.055684786,1.0,0.009052092,17.958227,0.16255952,0.009052092,NaN,NaN,NaN,NaN,NaN,NaN,6.132606,6.7945557,NaN,NaN,NaN,TASCA_GIACCA_ALTA
-0.12373352,0.0,0.0,0.12373352,-Infinity,6.9134827,0.0,0.0,0.0,1.0,-0.12373352,0.0,0.0,0.12373352,-Infinity,47.826862,0.0,0.0,0.0,1.0,-0.017897423,1.0,-0.0025871135,-55.873966,0.14455229,-0.0025871135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.017897423,1.0,-0.0025871135,-55.873966,0.14455229,-0.0025871135,0.0,1.0,0.0,Infinity,0.14455229,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,6.9156966,7.1609497,NaN,NaN,NaN,TASCA_GIACCA_BASSA
0.49873352,0.0,0.0,0.0,1.0,5.575714,0.0,0.0,0.0,1.0,0.49873352,0.0,0.0,0.0,1.0,31.586058,0.0,0.0,0.0,1.0,0.08944747,1.0,0.015789673,11.179746,0.17652453,0.015789673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08944747,1.0,0.015789673,11.179746,0.17652453,0.015789673,0.08944747,1.0,0.015789673,11.179746,0.17652453,0.015789673,NaN,NaN,NaN,NaN,NaN,NaN,5.6201477,6.573181,NaN,NaN,NaN,TASCA_GIACCA_BASSA
-0.80659485,0.0,0.0,0.80659485,-Infinity,5.4810944,0.0,0.0,0.0,1.0,-0.80659485,0.0,0.0,0.80659485,-Infinity,31.343586,0.0,0.0,0.0,1.0,-0.14715946,1.0,-0.025733968,-6.79535,0.17487133,-0.025733968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.14715946,1.0,-0.025733968,-6.79535,0.17487133,-0.025733968,0.0,1.0,0.0,Infinity,0.17487133,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.598534,7.094284,NaN,NaN,NaN,TASCA_GIACCA_BASSA
-0.23680115,0.0,0.0,0.23680115,-Infinity,6.1422424,0.0,0.0,0.0,1.0,-0.23680115,0.0,0.0,0.23680115,-Infinity,37.83929,0.0,0.0,0.0,1.0,-0.03855288,1.0,-0.0062580756,-25.938398,0.16232446,-0.0062580756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.03855288,1.0,-0.0062580756,-25.938398,0.16232446,-0.0062580756,0.0,1.0,0.0,Infinity,0.16232446,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,6.151365,6.6158447,NaN,NaN,NaN,TASCA_GIACCA_BASSA
-0.12373352,0.0,0.0,0.12373352,-Infinity,6.9134827,0.0,0.0,0.0,1.0,-0.12373352,0.0,0.0,0.12373352,-Infinity,47.826862,0.0,0.0,0.0,1.0,-0.017897423,1.0,-0.0025871135,-55.873966,0.14455229,-0.0025871135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.017897423,1.0,-0.0025871135,-55.873966,0.14455229,-0.0025871135,0.0,1.0,0.0,Infinity,0.14455229,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,6.9156966,7.1609497,NaN,NaN,NaN,TASCA_GIACCA_BASSA
0.49873352,0.0,0.0,0.0,1.0,5.575714,0.0,0.0,0.0,1.0,0.49873352,0.0,0.0,0.0,1.0,31.586058,0.0,0.0,0.0,1.0,0.08944747,1.0,0.015789673,11.179746,0.17652453,0.015789673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08944747,1.0,0.015789673,11.179746,0.17652453,0.015789673,0.08944747,1.0,0.015789673,11.179746,0.17652453,0.015789673,NaN,NaN,NaN,NaN,NaN,NaN,5.6201477,6.573181,NaN,NaN,NaN,TASCA_GIACCA_BASSA
-0.80659485,0.0,0.0,0.80659485,-Infinity,5.4810944,0.0,0.0,0.0,1.0,-0.80659485,0.0,0.0,0.80659485,-Infinity,31.343586,0.0,0.0,0.0,1.0,-0.14715946,1.0,-0.025733968,-6.79535,0.17487133,-0.025733968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.14715946,1.0,-0.025733968,-6.79535,0.17487133,-0.025733968,0.0,1.0,0.0,Infinity,0.17487133,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,5.598534,7.094284,NaN,NaN,NaN,TASCA_GIACCA_BASSA
-0.23680115,0.0,0.0,0.23680115,-Infinity,6.1422424,0.0,0.0,0.0,1.0,-0.23680115,0.0,0.0,0.23680115,-Infinity,37.83929,0.0,0.0,0.0,1.0,-0.03855288,1.0,-0.0062580756,-25.938398,0.16232446,-0.0062580756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.03855288,1.0,-0.0062580756,-25.938398,0.16232446,-0.0062580756,0.0,1.0,0.0,Infinity,0.16232446,0.0,Infinity,1.0,Infinity,0.0,NaN,Infinity,6.151365,6.6158447,NaN,NaN,NaN,TASCA_GIACCA_BASSA
