@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.3184,1.1412,1.0682,5.3081,-1.2261,6.5885,4.522,2.1265,8.2649,0.2752,10.1205,3.189,1.7858,7.8482,0.4825,12.234,5.1171,2.2621,8.7834,0.4891,-0.0483,-0.0315,-0.026,0.651,0.5385,0.8272,0.5023,0.5982,0.4722,1.1908,0.9401,0.7894,0.2524,0.3578,0.223,1.418,0.8837,0.6232,-0.9315,-0.3995,-0.3477,0.4289,0.3733,0.8704,0.2091,0.1572,0.1387,0.7519,0.6634,0.8822,0.6422,0.6763,0.6043,1.0531,0.941,0.8935,0.0649,17.6402,0.4815,0.0339,0.2562,0.4373,0.8061,0.8821,?,?,?,?,?,?,?,?,?,?,PANTALONI
-0.1015,0.7849,0.8859,4.8432,-0.5957,6.6413,2.7154,1.6478,7.1021,0.3418,9.7404,3.2383,1.7995,8.1506,0.4717,11.8757,4.6976,2.1674,8.9165,0.4888,-0.0153,-0.0104,-0.0085,0.6818,0.5592,0.8202,0.5376,0.4923,0.4088,0.9157,0.7603,0.8303,0.2891,0.2424,0.1671,0.8385,0.578,0.6893,-0.4902,-0.2484,-0.2121,0.5068,0.4327,0.8537,0.2813,0.1967,0.174,0.6994,0.6187,0.8846,0.6819,0.5942,0.5432,0.8713,0.7965,0.9141,0.0634,17.104,0.5262,-0.0772,0.1903,0.5457,0.8169,0.9283,?,?,?,?,?,?,?,?,?,?,PANTALONI
0.0156,0.8116,0.9009,3.5735,-1.1636,7.4488,4.331,2.0811,9.1495,0.2584,10.2066,3.4947,1.8694,8.2206,0.4588,12.7291,6.269,2.5038,9.5412,0.4748,0.0021,0.0015,0.0012,0.7298,0.5852,0.8018,0.4329,0.4819,0.3598,1.1132,0.8312,0.7466,0.1874,0.2322,0.1295,1.2393,0.6909,0.5575,-0.6029,-0.2758,-0.2228,0.4574,0.3695,0.8079,0.1339,0.1087,0.0909,0.8122,0.6791,0.8361,0.3906,0.4347,0.3745,1.113,0.9589,0.8616,0.0655,18.4403,0.6634,0.1743,0.4155,0.694,0.8947,0.9411,?,?,?,?,?,?,?,?,?,?,PANTALONI
-0.3119,2.999,1.7318,9.3313,-1.2009,7.6573,9.6877,3.1125,15.8132,0.0524,10.0213,3.8714,1.9676,12.6595,0.3192,12.9224,8.7273,2.9542,13.4389,0.343,-0.0407,-0.0311,-0.0241,0.7641,0.5926,0.7755,0.5564,0.8801,0.5862,1.5819,1.0536,0.666,0.3096,0.7747,0.3436,2.5024,1.1101,0.4436,-5.8266,-0.8578,-0.7258,0.1472,0.1246,0.8461,0.2541,0.228,0.2073,0.8974,0.8158,0.9091,0.5901,0.7371,0.6943,1.2491,1.1767,0.942,0.0675,18.9095,-0.6998,0.0518,-0.4272,0.3021,0.8576,0.7294,?,?,?,?,?,?,?,?,?,?,GIACCA
-0.3926,3.0035,1.7331,10.7679,-0.7749,6.1541,8.772,2.9618,14.6994,-0.1201,9.9278,3.3638,1.8341,10.7271,0.3502,12.1074,5.1373,2.2666,12.37,0.3534,-0.0638,-0.0395,-0.0324,0.6199,0.5083,0.82,0.5851,0.9449,0.7646,1.6149,1.3067,0.8092,0.3424,0.8929,0.5846,2.6078,1.7075,0.6548,2.9823,-0.8132,-0.6952,-0.2727,-0.2331,0.855,0.4623,0.3675,0.3171,0.7949,0.6859,0.8629,0.7325,1.0038,0.8705,1.3703,1.1883,0.8672,0.0625,17.3974,-0.7775,0.0565,-0.4136,0.0017,0.701,0.6531,?,?,?,?,?,?,?,?,?,?,GIACCA
0.0238,0.7525,0.8675,4.2643,-0.5294,8.5709,2.4476,1.5645,7.189,0.4427,9.8965,1.9006,1.3786,6.8693,0.5255,13.1581,3.3661,1.8347,8.2218,0.5595,0.0028,0.0024,0.0018,0.8661,0.6514,0.7521,0.5545,0.6293,0.4728,1.1348,0.8527,0.7514,0.3075,0.396,0.2236,1.2878,0.7271,0.5646,-0.2585,-0.194,-0.1413,0.7506,0.5469,0.7286,0.2161,0.1926,0.1494,0.891,0.6911,0.7757,0.5932,0.6208,0.5187,1.0465,0.8744,0.8355,0.0708,19.1693,0.5578,0.0975,0.3785,0.5723,0.8866,0.8855,?,?,?,?,?,?,?,?,?,?,GIACCA
-0.1515,0.6797,0.8245,3.6165,-0.6921,8.1975,3.1696,1.7803,7.6627,0.4197,9.8731,2.1339,1.4608,6.3815,0.5506,12.8967,4.3597,2.088,9.1849,0.5257,-0.0185,-0.0153,-0.0117,0.8303,0.6356,0.7656,0.4631,0.5644,0.3949,1.2187,0.8527,0.6996,0.2145,0.3185,0.1559,1.4853,0.727,0.4895,-0.2669,-0.1892,-0.1453,0.7087,0.5443,0.768,0.1619,0.1505,0.1104,0.9299,0.6819,0.7333,0.472,0.5667,0.3937,1.2008,0.8343,0.6948,0.0694,18.7608,0.602,0.0104,0.3367,0.7272,0.929,0.9286,?,?,?,?,?,?,?,?,?,?,GIACCA
-0.3371,5.7154,2.3907,10.0274,-1.0039,2.8988,10.6901,3.2696,15.2223,-0.5657,9.6636,4.8159,2.1945,9.3948,0.3831,10.8542,5.3104,2.3044,11.6325,0.3445,-0.1163,-0.0349,-0.0311,0.3,0.2671,0.8903,0.7312,1.0894,1.0374,1.4899,1.4188,0.9523,0.5346,1.1868,1.0763,2.2198,2.013,0.9069,0.9134,-0.8609,-0.8218,-0.9425,-0.8998,0.9546,0.5147,0.3285,0.282,0.6384,0.5479,0.8583,0.6587,1.0673,0.862,1.6203,1.3086,0.8076,0.0531,15.3041,-0.5223,0.1983,-0.0989,0.3015,0.5369,0.9041,?,?,?,?,?,?,?,?,?,?,GIACCA
-0.6086,1.1924,1.092,5.013,-1.7159,8.0909,4.5523,2.1336,7.5525,0.3811,10.0541,3.126,1.7681,7.9439,0.4811,13.0366,5.8353,2.4156,10.4304,0.4644,-0.0752,-0.0605,-0.0467,0.8047,0.6206,0.7712,0.5118,0.6176,0.4521,1.2068,0.8833,0.7319,0.2619,0.3815,0.2044,1.4563,0.7801,0.5357,-0.681,-0.43,-0.3503,0.6315,0.5143,0.8145,0.1513,0.1206,0.0948,0.7971,0.6267,0.7862,0.6638,0.6311,0.4806,0.9507,0.7241,0.7616,0.0684,19.1775,0.5879,-0.092,0.2526,0.6077,0.8848,0.9062,?,?,?,?,?,?,?,?,?,?,GIACCA
-0.171,0.6512,0.807,5.2201,-1.0077,6.3443,3.483,1.8663,9.7087,0.1961,9.6254,3.4387,1.8544,8.407,0.4629,11.6192,5.4942,2.344,9.0523,0.4909,-0.027,-0.0178,-0.0147,0.6591,0.546,0.8284,0.4324,0.4352,0.3443,1.0064,0.7962,0.7911,0.187,0.1894,0.1185,1.0129,0.6339,0.6259,-1.1061,-0.3617,-0.3001,0.327,0.2713,0.8298,0.2153,0.1661,0.1462,0.7717,0.6792,0.8802,0.5377,0.6209,0.5767,1.1548,1.0725,0.9287,0.0607,16.617,0.5246,0.0746,0.2801,0.6169,0.8513,0.9366,?,?,?,?,?,?,?,?,?,?,GIACCA
-0.4532,6.4975,2.549,10.1769,-1.4344,4.4466,15.71,3.9636,19.5779,-0.5065,10.1412,4.976,2.2307,11.3294,0.2995,11.8667,9.1859,3.0308,13.0218,0.2792,-0.1019,-0.0447,-0.0382,0.4385,0.3747,0.8546,0.6431,1.1427,0.841,1.7768,1.3078,0.736,0.4136,1.3058,0.7073,3.1572,1.7102,0.5417,0.911,-1.2377,-1.1887,-1.3586,-1.3048,0.9604,0.3217,0.2585,0.2314,0.8035,0.7193,0.8953,0.5198,0.8983,0.7815,1.7281,1.5035,0.87,0.0589,17.0881,-0.3101,-0.2675,-0.5035,0.3281,0.6436,0.8782,?,?,?,?,?,?,?,?,?,?,GIACCA
0.0222,0.5902,0.7682,3.7894,-0.7051,6.4373,3.1113,1.7639,6.6448,0.3226,9.6332,3.2898,1.8138,8.2473,0.477,11.7047,4.2281,2.0562,9.2674,0.478,0.0035,0.0023,0.0019,0.6682,0.55,0.823,0.4355,0.4235,0.3736,0.9725,0.8578,0.8821,0.1897,0.1794,0.1396,0.9457,0.7359,0.7781,-0.4953,-0.2083,-0.1847,0.4205,0.3729,0.8866,0.2266,0.1409,0.1252,0.622,0.5525,0.8884,0.5703,0.4595,0.4089,0.8057,0.717,0.8899,0.061,16.7014,0.3311,-0.1518,0.0525,0.3308,0.7191,0.8921,?,?,?,?,?,?,?,?,?,?,GIACCA
