@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.0895,0.007,0.0839,0.3848,-0.1615,-0.0441,0.0056,0.0745,0.3444,-3.2093,-0.1957,0.0038,0.0617,0.3602,?,0.2427,0.0058,0.0759,0.33,0.2551,-2.0319,-0.4576,0.3689,0.2252,-0.1816,-0.8063,1.1263,1.3602,1.106,1.2077,0.982,0.8131,1.2686,1.8502,1.2233,1.4584,0.9643,0.6612,0.2038,0.1486,-0.4735,0.729,-2.3235,-3.1872,4.0499,0,0.748,0,0.1847,0,1.1175,1.0685,1.1663,0.9562,1.0437,1.0915,0.0049,0.3625,-0.42,-0.1308,0.6811,-0.038,-0.4258,-0.7312,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
0.0463,0.0089,0.0942,0.4321,-0.801,-0.0282,0.0107,0.1035,0.4338,-1.0934,-0.1152,0.0114,0.1067,0.4434,-4.135,0.201,0.0068,0.0823,0.3549,0.1616,-1.6441,-0.4019,0.2303,0.2445,-0.1401,-0.5731,0.9099,0.883,1.1447,0.9704,1.258,1.2964,0.8279,0.7797,1.3104,0.9417,1.5827,1.6807,0.8481,0.5382,-2.8101,0.6346,-3.3135,-5.2213,1.1577,2.7785,0.5668,2.3999,0.4896,0.204,0.996,0.9745,1.2175,0.9784,1.2224,1.2494,0.0027,0.3032,-0.3158,0.0795,0.07,-0.6667,0.3578,-0.7685,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
0.0461,0.0306,0.1748,0.8588,-1.0523,-0.0507,0.0135,0.1163,0.4506,-2.3937,-0.1109,0.0107,0.1032,0.5096,-4.6894,0.2402,0.014,0.1185,0.4632,0.0523,-0.9077,-0.4153,0.1918,0.4575,-0.2113,-0.4618,1.5035,1.6936,1.4756,1.1264,0.9814,0.8712,2.2605,2.8683,2.1773,1.2689,0.9632,0.7591,1.3854,1.0483,-17.2145,0.7566,-12.4255,-16.4221,3.1515,4.6714,0.8562,1.4823,0.2717,0.1833,1.9058,1.6851,1.8542,0.8842,0.9729,1.1003,0.0028,0.3558,-0.3563,-0.1725,0.2451,0.0771,-0.1803,-0.1572,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
0.0193,0.0124,0.1113,0.4597,-0.8508,0.0696,0.0206,0.1437,0.6439,-0.6681,-0.2237,0.0072,0.0846,0.472,?,0.2904,0.0111,0.1054,0.5273,0.1308,0.2771,-0.0862,0.0664,-0.311,0.2396,-0.7704,0.7745,1.315,1.0554,1.6979,1.3627,0.8026,0.5999,1.7292,1.1139,2.8827,1.857,0.6442,0.8194,0.4477,-2.6621,0.5464,-3.2488,-5.9459,0.6435,0,0.4094,0,0.6363,0,0.7139,0.974,0.8718,1.3642,1.2211,0.8951,0.0049,0.4369,-0.1317,-0.1319,0.201,-0.2947,0.4306,-0.8267,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
-1.061,2.4465,1.5641,8.3375,-1.8506,-0.9428,2.8019,1.6739,7.0869,-1.241,-0.5997,4.0605,2.0151,8.0922,-1.5555,3.1037,2.0501,1.4318,5.3574,0.1299,1.1254,1.7693,-0.3418,1.5721,-0.3038,-0.1932,0.9344,0.7762,1.0924,0.8307,1.1691,1.4074,0.8731,0.6025,1.1934,0.69,1.3667,1.9807,1.3792,1.0989,-6.7693,0.7968,-4.9082,-6.1602,0.9249,0.9236,0.475,0.9987,0.5136,0.5143,1.1765,1.0303,1.5563,0.8758,1.3228,1.5105,0.0314,4.7617,-0.1055,-0.0142,-0.5744,-0.662,0.3441,-0.3548,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-1.2321,2.1657,1.4716,6.5301,-1.8476,-0.295,1.7591,1.3263,5.7805,-0.8914,-0.6912,1.7058,1.3061,5.6285,-1.0922,2.6217,0.8399,0.9165,4.2504,0.1063,4.1771,1.7825,-0.4699,0.4267,-0.1125,-0.2636,1.1096,1.1268,1.6057,1.0155,1.4472,1.4251,1.2311,1.2696,2.5784,1.0312,2.0943,2.0309,1.5552,1.442,-8.3806,0.9272,-5.3887,-5.8119,0.7503,0.8524,0.4822,1.136,0.6426,0.5656,1.1297,1.1602,1.5363,1.027,1.36,1.3242,0.0295,3.8932,0.1081,-0.1189,-0.4876,0.0357,-0.086,0.3531,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-1.1896,6.9055,2.6278,11.1678,-2.1675,-1.4185,1.3417,1.1583,4.3233,-5.5607,-0.215,5.7537,2.3987,11.4171,-0.7363,3.7838,3.1575,1.7769,6.3501,0.1835,0.8386,5.5327,-0.3144,6.5972,-0.3749,-0.0568,2.2686,1.0955,1.4789,0.4829,0.6519,1.3499,5.1467,1.2002,2.187,0.2332,0.4249,1.8223,2.0855,1.5785,-5.3562,0.7569,-2.5683,-3.3933,5.3504,0.5362,0.4534,0.1002,0.0847,0.8455,2.5832,0.9782,1.7587,0.3787,0.6808,1.7979,0.038,5.5628,0.0191,0.0881,-0.7357,-0.3429,-0.2734,0.1616,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-1.061,2.4465,1.5641,8.3375,-1.8506,-0.9428,2.8019,1.6739,7.0869,-1.241,-0.5997,4.0605,2.0151,8.0922,-1.5555,3.1037,2.0501,1.4318,5.3574,0.1299,1.1254,1.7693,-0.3418,1.5721,-0.3038,-0.1932,0.9344,0.7762,1.0924,0.8307,1.1691,1.4074,0.8731,0.6025,1.1934,0.69,1.3667,1.9807,1.3792,1.0989,-6.7693,0.7968,-4.9082,-6.1602,0.9249,0.9236,0.475,0.9987,0.5136,0.5143,1.1765,1.0303,1.5563,0.8758,1.3228,1.5105,0.0314,4.7617,-0.1055,-0.0142,-0.5744,-0.662,0.3441,-0.3548,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-1.2321,2.1657,1.4716,6.5301,-1.8476,-0.295,1.7591,1.3263,5.7805,-0.8914,-0.6912,1.7058,1.3061,5.6285,-1.0922,2.6217,0.8399,0.9165,4.2504,0.1063,4.1771,1.7825,-0.4699,0.4267,-0.1125,-0.2636,1.1096,1.1268,1.6057,1.0155,1.4472,1.4251,1.2311,1.2696,2.5784,1.0312,2.0943,2.0309,1.5552,1.442,-8.3806,0.9272,-5.3887,-5.8119,0.7503,0.8524,0.4822,1.136,0.6426,0.5656,1.1297,1.1602,1.5363,1.027,1.36,1.3242,0.0295,3.8932,0.1081,-0.1189,-0.4876,0.0357,-0.086,0.3531,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-1.1896,6.9055,2.6278,11.1678,-2.1675,-1.4185,1.3417,1.1583,4.3233,-5.5607,-0.215,5.7537,2.3987,11.4171,-0.7363,3.7838,3.1575,1.7769,6.3501,0.1835,0.8386,5.5327,-0.3144,6.5972,-0.3749,-0.0568,2.2686,1.0955,1.4789,0.4829,0.6519,1.3499,5.1467,1.2002,2.187,0.2332,0.4249,1.8223,2.0855,1.5785,-5.3562,0.7569,-2.5683,-3.3933,5.3504,0.5362,0.4534,0.1002,0.0847,0.8455,2.5832,0.9782,1.7587,0.3787,0.6808,1.7979,0.038,5.5628,0.0191,0.0881,-0.7357,-0.3429,-0.2734,0.1616,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.8295,3.3617,1.8335,7.2666,-0.4533,-0.9784,2.7933,1.6713,6.4144,-1.0887,-0.0518,3.5507,1.8843,7.6447,-1.106,3.0722,1.9155,1.384,5.543,0.1483,-0.8478,-16.0005,0.27,18.8722,-0.3185,-0.0169,1.097,0.973,1.3248,0.887,1.2076,1.3615,1.2035,0.9468,1.755,0.7867,1.4583,1.8537,0.678,0.5646,-2.3478,0.8328,-3.4629,-4.1583,1.6281,1.3774,0.7682,0.846,0.4719,0.5577,1.1329,0.9505,1.3109,0.8391,1.1572,1.3792,0.0273,4.9565,-0.0498,-0.3609,0.6984,0.6943,-0.1924,-0.3958,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.4521,4.8921,2.2118,9.8557,-0.5355,-0.6606,1.9005,1.3786,5.1771,-1.986,0.9287,4.0897,2.0223,9.9897,-0.3845,3.1535,2.4412,1.5624,6.9696,0.0369,-0.6844,0.4869,0.1434,-0.7114,-0.2095,0.2945,1.6044,1.0937,1.4156,0.6817,0.8823,1.2943,2.5741,1.1962,2.004,0.4647,0.7785,1.6753,0.9982,1.239,-12.8878,1.2412,-12.9107,-10.4016,3.702,0.8895,0.887,0.2403,0.2396,0.9971,1.9037,0.9866,1.4141,0.5182,0.7428,1.4333,0.025,4.6009,0.714,-0.1946,0.2456,0.0139,0.0559,0.3863,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.02,0.0057,0.0757,0.3382,-0.697,-0.0172,0.0051,0.0713,0.3359,-1.6751,-0.1185,0.0031,0.0554,0.2603,-6.3075,0.1612,0.0026,0.051,0.223,0.2043,-1.1614,-0.1686,0.1239,0.1452,-0.1067,-0.7347,1.0613,1.367,1.4829,1.2881,1.3973,1.0848,1.1263,1.8687,2.199,1.6591,1.9524,1.1767,0.6602,0.6182,-2.4252,0.9364,-3.6733,-3.9229,1.5868,5.5949,0.7111,3.5258,0.4481,0.1271,1.0066,1.2993,1.5165,1.2907,1.5066,1.1672,0.0025,0.2388,-0.3162,-0.2589,0.4896,-0.2555,-0.1968,-0.6694,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.0044,0.0276,0.1662,0.8323,-0.9731,0.0217,0.0102,0.1011,0.4778,-0.529,-0.1027,0.0096,0.098,0.378,-4.4295,0.2069,0.0157,0.1253,0.5533,0.0794,0.2022,-0.0426,0.0212,-0.2108,0.1047,-0.4966,1.6437,1.6972,1.3271,1.0326,0.8074,0.7819,2.7016,2.8805,1.7611,1.0662,0.6519,0.6114,2.4834,1.3312,-8.6003,0.536,-3.4631,-6.4604,1.35,6.0594,0.7018,4.4884,0.5199,0.1158,1.7421,2.2021,1.5043,1.264,0.8635,0.6831,0.0023,0.3199,-0.4398,0.061,-0.1256,-0.589,0.6352,-0.7454,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.2106,4.9338,2.2212,8.396,-1.04,-0.4153,6.1347,2.4768,9.6811,-0.7261,-0.0473,2.1661,1.4718,6.7106,-0.8843,3.3177,2.4469,1.5642,5.7019,0.1385,0.5072,4.4538,-0.0635,8.7812,-0.1252,-0.0143,0.8968,1.5092,1.42,1.6829,1.5834,0.9409,0.8042,2.2777,2.0164,2.8321,2.5072,0.8853,1.051,1.3591,-4.6711,1.2931,-4.4443,-3.4368,0.7338,1.1557,0.6219,1.5749,0.8474,0.5381,0.8673,1.2512,1.4725,1.4427,1.6979,1.1769,0.0098,5.0321,-0.5193,0.3993,-0.2812,-0.3275,0.65,-0.1941,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
