@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.8971,2.2525,1.5008,7.7332,-2.1709,-1.5363,5.0194,2.2404,13.0602,-1.8104,0.8654,8.7447,2.9571,15.0027,-0.4664,3.5845,7.082,2.6612,13.7162,0.0385,0.584,-1.0367,-0.2503,-1.7753,-0.4286,0.2414,0.6699,0.5075,0.564,0.7576,0.8419,1.1112,0.4488,0.2576,0.3181,0.574,0.7087,1.2348,0.6293,1.1096,-9.6488,1.7632,-15.3326,-8.6959,0.5248,0.2384,0.171,0.4542,0.3258,0.7172,0.5921,0.5155,0.5638,0.8705,0.9522,1.0938,0.0421,5.5646,0.2518,-0.5885,-0.4264,-0.4137,-0.6379,0.6723,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.095,0.2768,0.5261,2.0241,-0.8818,0.019,0.9458,0.9725,3.0945,-1.2385,0.0843,0.8866,0.9416,4.1807,-0.5604,1.3677,0.255,0.505,2.2586,0.1819,4.9895,1.1273,0.0695,0.2259,0.0139,0.0616,0.5409,0.5587,1.0418,1.0328,1.9259,1.8647,0.2926,0.3122,1.0854,1.0668,3.7092,3.477,0.554,0.6317,-1.8892,1.1404,-3.4103,-2.9905,0.7781,0.4015,0.3896,0.516,0.5007,0.9705,0.6541,0.4842,0.8962,0.7402,1.3701,1.851,0.0027,1.9604,0.4665,-0.3028,-0.0724,-0.077,-0.1421,0.504,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3491,13.9841,3.7395,15.5329,-0.5926,-1.9684,26.3758,5.1357,18.3117,-2.436,-0.0299,34.8258,5.9013,16.225,-1.1787,8.3711,9.1078,3.0179,14.5913,0.0942,-0.1774,-11.6837,0.0417,65.8752,-0.2351,-0.0036,0.7281,0.6337,1.2391,0.8703,1.7017,1.9554,0.5302,0.4015,1.5354,0.7574,2.896,3.8237,0.4452,0.6585,-3.8095,1.479,-8.5566,-5.7855,1.83,1.3096,0.6055,0.7156,0.3308,0.4623,0.8483,0.9573,1.0645,1.1286,1.255,1.112,0.0417,13.2114,0.8575,0.6755,-0.0384,0.903,-0.4138,-0.3535,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
2.1534,2.2453,1.4984,6.5293,-0.2813,-2.255,4.0432,2.0108,8.1707,-4.427,-0.0183,3.7538,1.9375,6.6487,-0.7835,4.1402,2.6236,1.6197,7.5382,0.1468,-0.955,-117.7575,0.5201,123.3111,-0.5447,-0.0044,0.7452,0.7734,0.9251,1.0378,1.2414,1.1962,0.5553,0.5981,0.8558,1.0771,1.5411,1.4308,0.2151,0.4908,-1.1054,2.282,-5.1399,-2.2524,3.3847,1.3669,0.5768,0.4039,0.1704,0.422,0.7991,0.982,0.8662,1.2289,1.0839,0.882,0.0636,6.5532,-0.5403,-0.1098,0.6778,0.5472,-0.8589,-0.2922,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-4.4576,1.8515,1.3607,6.0499,?,-0.6753,2.8512,1.6885,5.1793,-1.9624,3.601,5.7109,2.3897,8.0722,-0.1659,6.4911,1.5729,1.2542,3.9993,0.4968,6.6008,-1.2379,-0.6867,-0.1875,-0.104,0.5548,0.8058,0.5694,1.085,0.7066,1.3464,1.9055,0.6494,0.3242,1.1771,0.4992,1.8127,3.6308,1.7633,5.2678,-1.5325,2.9874,-0.8691,-0.2909,0,0,0,0.2525,0.22,0.8712,1.1681,0.7495,1.5127,0.6416,1.2951,2.0184,0.5245,9.8013,-0.2761,0.2409,-0.1955,-0.7849,-0.7596,0.8785,125000,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.8679,2.1921,1.4806,5.8825,-0.3589,-2.2021,17.7267,4.2103,17.9567,-1.0031,-1.1086,26.6249,5.1599,20.244,-0.8384,6.4734,11.4697,3.3867,12.0595,0.1113,-0.3941,-0.7828,0.1341,1.9863,-0.3402,-0.1713,0.3517,0.2869,0.4372,0.816,1.2432,1.5236,0.1237,0.0823,0.1911,0.6658,1.5455,2.3213,0.1728,0.1683,-1.0284,0.974,-5.9522,-6.1111,0.4829,0.3931,0.319,0.8141,0.6606,0.8115,0.3276,0.2906,0.4878,0.887,1.489,1.6787,0.0523,9.3561,-0.7063,-0.0158,0.5376,0.5347,-0.3649,-0.02,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
1.4127,0.9326,0.9657,4.7141,-0.0536,-2.8615,3.3848,1.8398,6.671,-5.7158,-1.1578,1.1754,1.0841,4.0667,-8.1121,3.7274,3.1237,1.7674,7.0204,0.0618,-0.4937,-1.2202,0.379,2.4714,-0.7677,-0.3106,0.5249,0.8908,0.5464,1.697,1.041,0.6134,0.2755,0.7935,0.2986,2.8798,1.0836,0.3763,0.0422,0.0662,-0.5183,1.5683,-12.2806,-7.8307,4.5045,10.0258,0.598,2.2257,0.1328,0.0596,0.7066,1.1592,0.6715,1.6404,0.9502,0.5793,0.0679,5.7035,-0.4975,-0.5174,0.6803,0.6962,-0.9404,-0.8141,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4372,7.2619,2.6948,9.4235,-0.5693,0.2254,9.8508,3.1386,14.463,-1.0018,-0.0951,7.3859,2.7177,12.3789,-1.1993,4.2213,6.9303,2.6325,9.9536,0.056,1.9396,-4.5971,0.1036,-2.3701,0.0534,-0.0225,0.8586,0.9916,1.0236,1.1549,1.1922,1.0323,0.7372,0.9832,1.0479,1.3337,1.4214,1.0657,0.4723,0.5064,-5.7906,1.0722,-12.261,-11.4348,0.8312,1.0669,0.5695,1.2836,0.6852,0.5338,0.6516,0.7612,0.9467,1.1684,1.453,1.2437,0.0098,6.71,0.3197,-0.321,0.4075,-0.951,-0.0604,0.0271,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2755,4.1754,2.0434,11.9855,-2.3781,-0.0618,5.5564,2.3572,11.6503,-0.7198,0.2626,4.1049,2.0261,11.3107,-0.8726,3.2708,3.2874,1.8131,11.2345,0.0666,4.4558,-1.0492,-0.0842,-0.2355,-0.0189,0.0803,0.8669,1.0085,1.127,1.1634,1.3001,1.1175,0.7515,1.0172,1.2701,1.3536,1.6902,1.2487,1.7303,1.6009,-10.531,0.9252,-6.0861,-6.5781,0.5238,0.5874,0.2948,1.1215,0.5628,0.5019,1.0288,1.0597,1.0669,1.03,1.037,1.0068,0.0077,5.0596,-0.9305,0.1596,-0.5066,-0.3006,0.2938,-0.1397,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0126,8.8813,2.9801,13.7452,-1.7062,-1.265,36.5781,6.048,29.7204,-0.8125,-0.2104,24.6219,4.962,19.1272,-1.1613,7.1194,21.0405,4.587,18.9409,0.0355,0.01,0.0601,-0.0018,6.0135,-0.1777,-0.0295,0.4928,0.6006,0.6497,1.2188,1.3185,1.0818,0.2428,0.3607,0.4221,1.4856,1.7385,1.1702,0.6505,0.8432,-12.424,1.2963,-19.1,-14.7341,0.3098,0.5739,0.2586,1.8529,0.835,0.4506,0.4625,0.7186,0.7257,1.5538,1.5691,1.0098,0.0256,10.8931,-0.6694,0.226,-0.3291,-0.7258,0.0035,0.0833,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0806,3.7802,1.9443,6.7532,-2.1452,-1.3207,7.2322,2.6893,9.3806,-1.9891,0.5619,8.1387,2.8528,9.3779,-0.6773,4.3831,3.1668,1.7796,6.7957,0.106,0.8182,-1.9233,-0.2465,-2.3506,-0.3013,0.1282,0.723,0.6815,1.0926,0.9427,1.5112,1.6031,0.5227,0.4645,1.1937,0.8886,2.2837,2.57,0.7379,1.2163,-5.7141,1.6484,-7.744,-4.6979,0.6842,0.384,0.2825,0.5613,0.4128,0.7355,0.7199,0.7201,0.9937,1.0003,1.3804,1.38,0.0391,6.9906,0.8225,0.1908,-0.6191,0.582,-0.4975,-0.0177,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9279,7.3255,2.7066,13.9444,-4.8829,0.9464,102.9496,10.1464,48.0902,-0.284,-0.4957,25.1682,5.0168,25.6952,-0.3659,7.9715,73.9005,8.5965,37.9928,0.029,-0.9805,1.8721,-0.1164,-1.9093,0.1187,-0.0622,0.2668,0.5395,0.3148,2.0225,1.1803,0.5836,0.0712,0.2911,0.0991,4.0905,1.3931,0.3406,1.0881,1.6814,-10.1953,1.5453,-9.3701,-6.0635,0.0633,0.126,0.0606,1.9909,0.9572,0.4808,0.29,0.5427,0.367,1.8716,1.2658,0.6763,0.0301,11.2727,-0.5776,-0.5891,-0.667,0.572,0.7874,0.6631,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.786,0.0277,0.1663,0.7388,0.3654,-0.1961,0.5331,0.7302,3.0438,-1.0707,-0.3739,0.093,0.305,1.2968,-5.8347,1.1546,0.1167,0.3416,1.2066,0.3489,-4.0072,-2.1019,0.6807,0.5245,-0.1699,-0.3238,0.2278,0.5453,0.4869,2.3941,2.1377,0.8929,0.0519,0.2974,0.2371,5.7315,4.5697,0.7973,-0.2703,-0.3842,0.6578,1.4217,-2.4338,-1.7118,0.792,6.1359,0.6282,7.7473,0.7931,0.1024,0.2427,0.5697,0.6123,2.3473,2.5226,1.0747,0.0194,1.7763,-0.2506,0.4061,0.5075,0.1314,-0.2477,-0.2385,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.6879,0.2056,0.4534,1.5563,-0.1539,-0.8897,1.0329,1.0163,3.1599,-3.2584,0.125,0.3461,0.5883,1.9275,-0.5393,1.5574,0.4394,0.6629,2.1956,0.1755,-0.7731,5.5036,0.4417,-7.1187,-0.5713,0.0803,0.4461,0.7708,0.684,1.7276,1.5332,0.8875,0.199,0.5941,0.4679,2.9847,2.3509,0.7876,0.0859,0.3074,-0.4442,3.5804,-5.174,-1.4451,1.8176,1.0771,0.5065,0.5926,0.2787,0.4702,0.4925,0.8074,0.7089,1.6394,1.4392,0.8779,0.0241,2.3229,-0.8049,0.5133,0.9195,-0.1504,-0.9293,0.3609,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
1.221,5.7197,2.3916,10.8114,-0.3945,-0.5149,1.0153,1.0076,4.7644,-4.6509,0.0402,1.2582,1.1217,5.4908,-1.2705,2.6024,2.9783,1.7258,7.866,0.0343,-2.3715,30.375,0.4692,-12.8085,-0.1978,0.0154,2.3735,2.1322,1.3858,0.8983,0.5839,0.65,5.6334,4.5461,1.9204,0.807,0.3409,0.4224,0.7799,0.9954,-10.9511,1.2763,-14.0415,-11.0019,9.1957,3.206,0.9519,0.3486,0.1035,0.2969,2.2692,1.969,1.3744,0.8677,0.6057,0.698,0.0265,3.7821,-0.3252,0.525,0.6786,0.2475,-0.507,0.0393,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.4224,5.1419,2.2676,9.6186,-1.258,-0.6824,5.9437,2.438,11.4735,-0.9186,0.26,7.3195,2.7055,12.8827,-0.5881,3.8385,4.3827,2.0935,8.9117,0.0816,-0.6189,1.6242,0.11,-2.6243,-0.1778,0.0677,0.9301,0.8381,1.0832,0.9011,1.1645,1.2923,0.8651,0.7025,1.1732,0.812,1.3562,1.6701,0.9755,1.1233,-6.7675,1.1515,-6.9374,-6.0246,0.7123,0.5251,0.439,0.7372,0.6163,0.836,0.8383,0.7466,1.0793,0.8906,1.2875,1.4456,0.0183,5.8959,-0.1855,0.5883,-0.0034,0.6314,0.4542,0.4877,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.1181,17.3268,4.1625,14.0819,-0.8694,-4.9473,12.6306,3.5539,15.1365,-3.759,1.5748,22.9783,4.7936,18.6249,-0.5607,8.329,10.5334,3.2455,12.0045,0.1909,-0.0239,0.075,0.0142,-3.1415,-0.594,0.1891,1.1712,0.8684,1.2826,0.7414,1.095,1.477,1.3718,0.754,1.6449,0.5497,1.1991,2.1815,0.5478,0.9788,-2.313,1.7868,-4.2225,-2.3632,2.3684,0.6312,0.5077,0.2665,0.2144,0.8044,0.9303,0.7561,1.173,0.8127,1.2609,1.5515,0.1105,13.1825,0.4078,0.5598,0.0051,0.0208,-0.7639,0.3759,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
1.0144,2.9276,1.711,6.9192,-0.5451,-0.397,7.5189,2.7421,11.5949,-0.8918,-0.028,19.2011,4.3819,17.6231,-0.6992,4.9936,5.899,2.4288,11.3302,0.0717,-2.5549,-36.2249,0.2031,14.1785,-0.0795,-0.0056,0.624,0.3905,0.7045,0.6258,1.129,1.8042,0.3894,0.1525,0.4963,0.3916,1.2746,3.255,0.4466,0.3366,-2.7893,0.7537,-6.2457,-8.2862,0.7307,0.4318,0.3669,0.5909,0.5022,0.8497,0.5968,0.3926,0.6107,0.6579,1.0234,1.5554,0.0232,7.5403,-0.2251,0.5072,0.2393,0.5706,0.3027,0.1654,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.5009,0.275,0.5244,1.8578,-0.3056,0.4226,0.4004,0.6328,2.338,-0.303,0.2328,0.8989,0.9481,3.7833,-0.5126,1.2637,0.4612,0.6791,2.6179,0.1404,1.1853,2.1517,0.3964,1.8153,0.3344,0.1842,0.8288,0.5531,0.7722,0.6674,0.9318,1.3961,0.6869,0.306,0.5964,0.4454,0.8682,1.9492,0.7997,0.3392,-1.0168,0.4241,-1.2716,-2.9981,0.7931,0.5689,0.4672,0.7173,0.5892,0.8213,0.7946,0.4911,0.7097,0.618,0.8931,1.4452,0.0145,1.9382,-0.0987,-0.3788,0.1554,0.8839,0.7297,0.6327,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.2951,0.5404,0.7351,2.3165,-0.5366,0.2724,0.3142,0.5605,2.1727,-0.5791,0.2413,0.741,0.8608,2.7956,-0.3556,1.2366,0.2859,0.5347,1.966,0.1967,1.0834,1.2227,0.2386,1.1286,0.2203,0.1952,1.3115,0.854,1.3749,0.6512,1.0484,1.6099,1.7199,0.7293,1.8903,0.424,1.0991,2.5918,1.0153,1.1032,-1.68,1.0866,-1.6547,-1.5228,1.0956,0.731,0.6159,0.6672,0.5622,0.8426,1.0662,0.8286,1.1783,0.7772,1.1052,1.422,0.0096,1.8543,0.1895,-0.5521,0.0596,0.5404,0.6755,0.7236,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.7041,0.1923,0.4385,1.6629,0.0626,-0.1349,0.2995,0.5472,1.8825,-0.8304,-0.532,0.2253,0.4747,2.115,-2.9101,1.1636,0.1599,0.3999,1.3806,0.3252,-5.2186,-1.3234,0.6051,0.2536,-0.1159,-0.4572,0.8013,0.9237,1.0965,1.1529,1.3684,1.187,0.642,0.8533,1.2022,1.3291,1.8726,1.4089,-0.13,-0.0705,0.1668,0.5426,-1.2834,-2.3654,1.7248,3.2796,0.867,1.9015,0.5027,0.2644,0.8833,0.7863,1.2044,0.8901,1.3635,1.5319,0.019,1.8218,0.555,0.4847,0.6735,0.3807,0.445,-0.1453,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0353,0.9079,0.9529,5.1038,-0.7521,0.4486,23.6581,4.864,15.6988,-0.6089,0.5508,11.7245,3.4241,11.1306,-0.5255,5.3091,8.6103,2.9343,10.9092,0.1036,-0.0787,-0.0641,-0.0067,0.8144,0.0845,0.1038,0.1959,0.2783,0.3247,1.4205,1.6576,1.1669,0.0384,0.0774,0.1054,2.0178,2.7477,1.3617,0.3687,0.5714,-1.7379,1.5496,-4.7133,-3.0415,0.2985,0.3992,0.2394,1.3373,0.8018,0.5996,0.3251,0.4585,0.4678,1.4104,1.439,1.0203,0.0145,7.687,-0.2261,-0.2216,-0.4284,0.8872,0.673,0.6468,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.5086,9.05,3.0083,14.0033,-1.5172,0.3353,12.2664,3.5023,15.5966,-1.1667,-1.3561,20.7904,4.5596,20.5159,-1.4267,6.1486,6.5113,2.5517,12.4447,0.1105,-1.5171,0.3751,-0.0827,-0.2472,0.0545,-0.2206,0.8589,0.6598,1.1789,0.7681,1.3725,1.7869,0.7378,0.4353,1.3899,0.59,1.8839,3.193,1.005,0.6997,-5.4613,0.6963,-5.4342,-7.8047,0.7728,0.658,0.3976,0.8514,0.5145,0.6043,0.8978,0.6826,1.1252,0.7602,1.2533,1.6486,0.0297,9.2617,0.2206,-0.0535,-0.1387,0.1599,0.2448,0.0108,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.2394,3.7536,1.9374,8.7325,-1.0027,0.1787,12.4029,3.5218,12.5214,-1.3067,-0.604,8.6255,2.9369,11.6465,-1.3672,4.8495,1.7185,1.3109,7.1029,0.1761,-1.3395,0.3964,-0.0494,-0.2959,0.0369,-0.1246,0.5501,0.6597,1.4779,1.1991,2.6865,2.2403,0.3026,0.4352,2.1842,1.4379,7.2171,5.0191,0.6164,0.65,-2.8807,1.0545,-4.6735,-4.432,0.8032,0.8863,0.5058,1.1033,0.6297,0.5707,0.6974,0.7498,1.2294,1.0751,1.7629,1.6397,0.0135,7.4449,-0.0359,0.0185,0.0884,0.1908,-0.2513,0.0228,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.0353,0.9079,0.9529,5.1038,-0.7521,0.4486,23.6581,4.864,15.6988,-0.6089,0.5508,11.7245,3.4241,11.1306,-0.5255,5.3091,8.6103,2.9343,10.9092,0.1036,-0.0787,-0.0641,-0.0067,0.8144,0.0845,0.1038,0.1959,0.2783,0.3247,1.4205,1.6576,1.1669,0.0384,0.0774,0.1054,2.0178,2.7477,1.3617,0.3687,0.5714,-1.7379,1.5496,-4.7133,-3.0415,0.2985,0.3992,0.2394,1.3373,0.8018,0.5996,0.3251,0.4585,0.4678,1.4104,1.439,1.0203,0.0145,7.687,-0.2261,-0.2216,-0.4284,0.8872,0.673,0.6468,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.5086,9.05,3.0083,14.0033,-1.5172,0.3353,12.2664,3.5023,15.5966,-1.1667,-1.3561,20.7904,4.5596,20.5159,-1.4267,6.1486,6.5113,2.5517,12.4447,0.1105,-1.5171,0.3751,-0.0827,-0.2472,0.0545,-0.2206,0.8589,0.6598,1.1789,0.7681,1.3725,1.7869,0.7378,0.4353,1.3899,0.59,1.8839,3.193,1.005,0.6997,-5.4613,0.6963,-5.4342,-7.8047,0.7728,0.658,0.3976,0.8514,0.5145,0.6043,0.8978,0.6826,1.1252,0.7602,1.2533,1.6486,0.0297,9.2617,0.2206,-0.0535,-0.1387,0.1599,0.2448,0.0108,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.2394,3.7536,1.9374,8.7325,-1.0027,0.1787,12.4029,3.5218,12.5214,-1.3067,-0.604,8.6255,2.9369,11.6465,-1.3672,4.8495,1.7185,1.3109,7.1029,0.1761,-1.3395,0.3964,-0.0494,-0.2959,0.0369,-0.1246,0.5501,0.6597,1.4779,1.1991,2.6865,2.2403,0.3026,0.4352,2.1842,1.4379,7.2171,5.0191,0.6164,0.65,-2.8807,1.0545,-4.6735,-4.432,0.8032,0.8863,0.5058,1.1033,0.6297,0.5707,0.6974,0.7498,1.2294,1.0751,1.7629,1.6397,0.0135,7.4449,-0.0359,0.0185,0.0884,0.1908,-0.2513,0.0228,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.8297,3.9305,1.9826,8.1377,-1.8826,0.671,7.0111,2.6478,11.4172,-0.8308,-0.1674,2.1178,1.4553,6.8046,-1.0527,3.1853,4.0799,2.0199,7.143,0.0188,-1.2366,4.9566,-0.2605,-4.0084,0.2107,-0.0526,0.7487,1.3623,0.9815,1.8195,1.3109,0.7205,0.5606,1.8559,0.9634,3.3105,1.7185,0.5191,1.0258,1.523,-38.8281,1.4847,-37.8517,-25.4948,0.4527,0.8516,0.3878,1.8812,0.8566,0.4554,0.7128,1.1959,1.1392,1.6779,1.5984,0.9526,0.023,4.949,-0.5826,-0.1149,-0.4146,0.7216,0.3675,0.1582,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.7432,3.4554,1.8589,6.7711,-1.4251,-1.4885,6.6826,2.5851,7.9661,-4.8987,-0.4943,1.5351,1.239,4.2473,-1.4945,3.2641,4.0306,2.0076,6.4305,0.1317,0.4993,1.5036,-0.2277,3.0115,-0.456,-0.1514,0.7191,1.5003,0.9259,2.0864,1.2876,0.6171,0.5171,2.2509,0.8573,4.3531,1.658,0.3809,0.6015,1.5637,-4.0812,2.5998,-6.7854,-2.6099,2.0675,1.6398,0.377,0.7932,0.1824,0.2299,0.85,1.5942,1.053,1.8756,1.2388,0.6605,0.0369,4.9239,0.6165,-0.4702,-0.4875,0.1725,-0.9451,-0.2602,1100,0,0,0,1,TASCA_GIACCA_ALTA
-1.1392,0.4312,0.6566,2.5758,-357.8212,0.2245,1.7159,1.3099,4.932,-0.723,-0.1741,0.0812,0.285,1.3562,-1.0799,1.7164,0.6608,0.8129,3.1298,0.1881,-5.0735,6.5433,-0.6637,-1.2897,0.1308,-0.1014,0.5013,2.3041,0.8078,4.5964,1.6115,0.3506,0.2513,5.3089,0.6525,21.1273,2.5969,0.1229,1.2411,3.6477,-3.5418,2.9391,-2.8538,-0.971,0.0025,0.011,0.0019,4.3898,0.7425,0.1691,0.5223,1.8992,0.823,3.6366,1.5758,0.4333,0.0267,2.4472,-0.8786,-0.0204,-0.7401,0.3807,0.6747,-0.1223,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.6041,0.2184,0.4673,1.8105,-0.4298,-0.1585,0.8491,0.9215,3.7677,-0.4287,-0.0988,0.7427,0.8618,4.2442,-0.2922,1.3175,0.4742,0.6886,3.8295,0.1032,-3.8111,-6.1166,0.4585,1.6049,-0.1203,-0.075,0.5072,0.5423,0.6787,1.0692,1.3381,1.2515,0.2572,0.2941,0.4606,1.1432,1.7905,1.5663,0.4814,0.5671,-1.2355,1.1781,-2.5665,-2.1785,0.4802,0.3855,0.2965,0.8029,0.6176,0.7692,0.4805,0.4266,0.4728,0.8877,0.9838,1.1083,0.0135,2.0418,-0.5733,-0.1903,0.0425,0.8777,0.6349,0.7382,1100,0,0,0,1,TASCA_GIACCA_ALTA
