@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.9567,3.9631,1.9907,7.4812,-0.2305,2.7348,10.8366,3.2919,10.9414,-0.8944,8.1324,6.6559,2.5799,11.2799,0.2172,9.3601,8.3754,2.894,12.0184,0.2105,0.3498,0.1176,0.1022,0.3363,0.2922,0.8688,0.6047,0.7716,0.6879,1.276,1.1375,0.8915,0.3657,0.5954,0.4732,1.6281,1.2939,0.7947,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0526,0.4219,0.3994,0.4008,0.3794,0.9467,0.6837,0.6632,0.6225,0.97,0.9104,0.9386,0.0863,13.5755,-0.8345,0.4661,0.4923,-0.0128,-0.0417,0.9831,34.6415,39.5857,6.2917,25.3598,0.3401,SINISTRA_PANTALONI
0.3596,7.0154,2.6487,19.0168,-0.4589,-5.6829,21.2413,4.6088,22.2558,-3.0262,9.7025,6.0937,2.4686,16.21,0.0895,12.1732,12.7265,3.5674,17.7273,0.2398,-0.0633,0.0371,0.0295,-0.5857,-0.4668,0.797,0.5747,1.073,0.7425,1.867,1.2919,0.692,0.3303,1.1512,0.5512,3.4858,1.6691,0.4788,0.3576,-3.754,-1.0696,-10.4979,-2.9912,0.2849,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8545,1.1732,1.0727,1.373,1.2555,0.9144,0.1148,17.5371,-0.2919,0.3253,0.4709,-0.383,-0.8198,0.7687,0,0,0,0,0,SINISTRA_PANTALONI
-0.3735,1.6833,1.2974,7.3554,-1.9294,4.6457,11.8282,3.4392,13.5046,-0.3896,9.8619,6.1208,2.474,11.7745,0.3225,11.4641,7.1861,2.6807,13.0922,0.324,-0.0804,-0.0379,-0.0326,0.4711,0.4052,0.8602,0.3772,0.5244,0.484,1.3901,1.283,0.9229,0.1423,0.275,0.2342,1.9325,1.646,0.8518,1.2794,-0.8643,-0.7721,-0.6755,-0.6035,0.8933,0.2584,0.1445,0.1297,0.5592,0.5018,0.8974,0.5447,0.6247,0.5618,1.1469,1.0315,0.8994,0.116,15.9842,0.3835,-0.2188,-0.1358,0.2168,0.5514,0.9089,3.6064,0.3451,0.5874,2,0.5,SINISTRA_PANTALONI
-0.1744,0.0144,0.1201,0.5904,-5.4207,13.0669,0.0216,0.1468,0.6794,0.9493,9.8551,0.0112,0.1057,0.4678,0.9537,16.3681,0.0304,0.1743,0.7737,0.9538,-0.0133,-0.0177,-0.0107,1.3259,0.7983,0.6021,0.818,1.1362,0.6891,1.3891,0.8424,0.6065,0.6691,1.291,0.4748,1.9295,0.7096,0.3678,-0.0392,-0.0517,-0.0312,1.3192,0.7965,0.6038,0.0069,0.0091,0.0055,1.3254,0.8003,0.6038,0.869,1.262,0.7631,1.4522,0.8781,0.6047,0.1741,23.1021,-0.5056,-0.1892,-0.4171,0.828,0.9798,0.9261,1,0,0,0,1,SINISTRA_PANTALONI
0.2332,0.0163,0.1275,0.5796,-0.0429,7.0238,0.0879,0.2964,1.3052,0.8261,9.8756,0.003,0.0544,0.3282,0.9672,12.1239,0.0327,0.1808,0.7974,0.9358,0.0332,0.0236,0.0192,0.7112,0.5793,0.8146,0.4301,2.3438,0.7051,5.4492,1.6393,0.3008,0.185,5.4935,0.4972,29.6934,2.6874,0.0905,-0.0039,-0.0025,-0.0021,0.6411,0.5329,0.8312,0.0741,0.0556,0.0447,0.7506,0.6037,0.8043,0.4441,1.766,0.7269,3.9766,1.6368,0.4116,0.125,17.1331,-0.3024,-0.1571,-0.3102,0.1448,0.9688,0.3886,?,?,?,?,?,SINISTRA_PANTALONI
-0.3544,3.9746,1.9936,8.6655,-0.9525,3.8942,6.7124,2.5908,12.6552,-0.3479,9.8,5.3835,2.3202,10.904,0.2933,11.0167,6.0333,2.4563,10.3613,0.3863,-0.091,-0.0362,-0.0322,0.3974,0.3535,0.8896,0.7695,0.8592,0.8116,1.1166,1.0548,0.9446,0.5921,0.7383,0.6588,1.2468,1.1126,0.8923,1.2942,-0.9343,-0.6481,-0.7219,-0.5007,0.6936,0.4727,0.2877,0.2629,0.6085,0.5561,0.9138,0.6847,0.7947,0.8363,1.1606,1.2214,1.0524,0.1099,15.4384,0.1871,-0.6086,-0.4849,0.2581,0.5429,0.9262,?,?,?,?,?,SINISTRA_PANTALONI
0.1162,11.7173,3.4231,14.2363,-1.0003,-0.1082,16.3691,4.0459,13.6284,-1.5653,9.1111,11.7499,3.4278,16.7876,0.1206,10.5366,11.8529,3.4428,16.5712,0.1874,-1.0747,0.0128,0.011,-0.0119,-0.0103,0.8647,0.8461,0.9986,0.9943,1.1803,1.1752,0.9956,0.7158,0.9972,0.9886,1.3931,1.381,0.9913,0.8561,-3.0928,-1.8631,-3.6126,-2.1762,0.6024,1.3396,0.3728,0.349,0.2783,0.2605,0.9361,1.0446,0.848,0.8591,0.8118,0.8224,1.0131,0.0949,15.2353,-0.6297,0.2693,0.3796,-0.108,-0.3381,0.9468,21.125,196.8177,14.0292,46,0.2069,SINISTRA_PANTALONI
0.8666,7.0168,2.6489,14.2985,-0.962,0.3261,27.0375,5.1998,21.3421,-0.5677,9.2361,12.8778,3.5886,13.6792,0.2312,10.7527,17.4746,4.1803,14.1605,0.2525,2.6576,0.0938,0.0806,0.0353,0.0303,0.859,0.5094,0.7382,0.6337,1.449,1.2439,0.8585,0.2595,0.5449,0.4015,2.0995,1.5472,0.7369,0.9071,-1.7038,-1.466,-1.8783,-1.6161,0.8604,0.5353,0.4096,0.3847,0.7651,0.7187,0.9394,0.67,1.0453,1.0098,1.5602,1.5072,0.966,0.0967,15.4115,-0.6426,0.4515,0.4766,0.0725,0.0797,0.9561,16.5104,4.4791,2.1164,8,0.6522,SINISTRA_PANTALONI
0.9412,13.6411,3.6934,17.1959,-0.9656,-1.1252,27.784,5.2711,21.5678,-1.2726,9.0014,15.2079,3.8997,17.7572,0.163,11.013,18.5227,4.3038,17.6098,0.1806,-0.8364,0.1046,0.0855,-0.125,-0.1022,0.8173,0.7007,0.9471,0.8582,1.3516,1.2247,0.9061,0.491,0.897,0.7365,1.8269,1.5,0.821,0.6994,-2.4431,-2.1767,-3.4929,-3.112,0.8909,0.9218,0.4124,0.4071,0.4473,0.4416,0.9872,0.7973,0.9684,0.9765,1.2146,1.2248,1.0084,0.095,16.0638,-0.6029,0.1805,0.4229,0.1292,-0.1804,0.8706,13.1771,4.1666,2.0412,8,0.4667,SINISTRA_PANTALONI
0.5765,12.1367,3.4838,17.5203,-1.1534,-2.5449,10.3608,3.2188,23.7188,-0.7319,10.6886,18.5266,4.3043,33.4833,0.099,11.8779,20.9945,4.582,33.9926,0.1417,-0.2265,0.0539,0.0485,-0.2381,-0.2143,0.8999,1.0823,0.8094,0.7603,0.7478,0.7025,0.9394,1.1714,0.6551,0.5781,0.5592,0.4935,0.8825,0.9362,-2.5517,-1.6716,-2.7256,-1.7855,0.6551,0.5941,0.2189,0.2054,0.3685,0.3458,0.9382,0.7387,0.5233,0.5154,0.7084,0.6978,0.985,0.1158,16.5637,-0.261,-0.1759,-0.1755,0.2067,0.0615,0.96,15.0211,150.8627,12.2826,56,0.1642,SINISTRA_PANTALONI
0.4308,7.6544,2.7667,13.6938,-0.545,3.3999,18.4833,4.2992,15.7592,-0.4055,10.1895,11.0453,3.3235,20.8394,-0.0185,11.9147,10.7935,3.2853,14.9475,0.2782,0.1267,0.0423,0.0362,0.3337,0.2854,0.8552,0.6435,0.8325,0.8421,1.2936,1.3086,1.0116,0.4141,0.693,0.7092,1.6734,1.7124,1.0233,1.0625,12.7613,-0.8386,12.0112,-0.7893,-0.0657,0.7905,0.4332,0.428,0.548,0.5415,0.9881,0.8689,0.6571,0.9161,0.7562,1.0543,1.3942,0.1132,16.7963,0.3494,-0.3795,-0.0515,0.0533,0.4001,0.8723,?,?,?,?,?,SINISTRA_PANTALONI
-0.6773,2.5545,1.5983,8.5293,-1.4068,1.6212,6.3103,2.512,10.7128,-0.7667,10.2484,7.6387,2.7638,12.0891,0.3275,10.8753,6.3481,2.5195,12.3165,0.3388,-0.4178,-0.0661,-0.0623,0.1582,0.1491,0.9424,0.6363,0.5783,0.6344,0.9089,0.997,1.097,0.4048,0.3344,0.4024,0.8261,0.994,1.2033,1.0723,-0.8467,-0.7899,-0.7896,-0.7366,0.933,0.5844,0.1971,0.1902,0.3373,0.3255,0.9651,0.7962,0.7055,0.6925,0.8862,0.8698,0.9815,0.1061,14.0897,0.5473,-0.1504,-0.1198,-0.0858,-0.0025,0.9811,?,?,?,?,?,SINISTRA_PANTALONI
0.148,0.0091,0.0955,0.5027,-0.2674,4.6356,0.0359,0.1894,1.1555,0.7846,9.9807,0.0098,0.0989,0.582,0.9435,11.0075,0.0155,0.1245,0.707,0.9379,0.0319,0.0148,0.0134,0.4645,0.4211,0.9067,0.504,0.9655,0.7669,1.9158,1.5216,0.7943,0.254,0.9322,0.5881,3.6701,2.3153,0.6308,-0.0252,-0.0109,-0.0099,0.4334,0.3945,0.9102,0.0739,0.0385,0.0349,0.5211,0.4715,0.9048,0.4351,0.8639,0.711,1.9856,1.6343,0.8231,0.1123,14.7703,-0.2295,0.5534,0.2639,0.0534,0.6863,0.7618,?,?,?,?,?,SINISTRA_PANTALONI
0.1853,0.0205,0.1431,0.939,-0.59,5.3973,0.4188,0.6471,2.4103,0.6404,9.9032,0.0378,0.1943,1.0215,0.902,11.2948,0.1416,0.3763,1.6923,0.8621,0.0343,0.0187,0.0164,0.545,0.4779,0.8768,0.2212,0.7367,0.3804,3.3301,1.7195,0.5164,0.0489,0.5427,0.1447,11.0899,2.9568,0.2666,-0.0812,-0.0371,-0.0329,0.4566,0.4057,0.8884,0.0881,0.0567,0.0481,0.6431,0.5461,0.8491,0.3896,0.9192,0.5549,2.3595,1.4243,0.6036,0.1163,15.4996,0.0619,0.321,0.2049,0.1056,0.8855,0.5544,0,0,0,0,0,SINISTRA_PANTALONI
0.2416,0.0164,0.128,0.6552,-0.1144,4.7939,0.1035,0.3218,1.6856,0.6862,9.9796,0.062,0.249,1.6804,0.8448,11.0802,0.0447,0.2114,1.219,0.8965,0.0504,0.0242,0.0218,0.4804,0.4327,0.9007,0.3977,0.5141,0.6054,1.2924,1.5221,1.1777,0.1582,0.2642,0.3665,1.6704,2.3168,1.387,-0.0183,-0.0074,-0.0064,0.4029,0.3492,0.8668,0.1095,0.0543,0.0499,0.496,0.4562,0.9197,0.3887,0.3899,0.5375,1.003,1.3827,1.3785,0.1258,15.0174,-0.45,0.6733,0.4399,-0.394,0.2198,0.8085,0,0,0,0,0,SINISTRA_PANTALONI
-0.0483,5.6657,2.3803,18.5051,-1.2206,2.8428,14.1463,3.7612,19.1301,-0.3895,9.4289,5.2263,2.2861,13.8113,0.1752,10.7238,7.0263,2.6507,13.8385,0.2416,-0.017,-0.0051,-0.0045,0.3015,0.2651,0.8793,0.6329,1.0412,0.898,1.6452,1.4189,0.8624,0.4005,1.0841,0.8064,2.7067,2.0133,0.7438,1.8967,-3.4675,-2.3071,-1.8282,-1.2164,0.6654,0.6053,0.4977,0.4567,0.8222,0.7545,0.9177,0.9673,1.3399,1.3372,1.3851,1.3824,0.998,0.1015,14.5552,-0.2729,0.0786,-0.2291,-0.0702,0.4335,0.796,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0137,3.3718,1.8363,11.3504,-1.6056,1.4692,14.331,3.7856,17.7562,-0.4021,9.4695,3.3006,1.8168,9.0747,0.3394,10.463,3.3584,1.8326,8.4032,0.4435,0.0093,0.0015,0.0013,0.1551,0.1404,0.905,0.4851,1.0107,1.002,2.0837,2.0657,0.9914,0.2353,1.0216,1.004,4.342,4.2673,0.9828,1.3736,-1.5003,-1.0443,-1.0922,-0.7602,0.6961,0.344,0.3171,0.2885,0.9219,0.8386,0.9097,0.6392,1.2508,1.3507,1.9567,2.113,1.0799,0.0988,13.1466,-0.147,0.5634,0.2587,-0.2538,0.5799,0.5038,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.0015,4.8294,2.1976,14.4537,-1.6194,3.6574,20.353,4.5114,18.4191,-0.205,9.5991,6.9629,2.6387,10.4325,0.3308,11.2334,11.4762,3.3877,14.5686,0.2875,-0.0004,-0.0002,-0.0001,0.381,0.3256,0.8545,0.4871,0.8328,0.6487,1.7097,1.3317,0.7789,0.2373,0.6936,0.4208,2.9231,1.7735,0.6067,2.8512,-1.7325,-1.5201,-0.6076,-0.5331,0.8774,0.361,0.3539,0.2699,0.9804,0.7475,0.7625,0.7847,1.3854,0.9921,1.7655,1.2643,0.7161,0.1048,15.1769,-0.1797,0.2736,0.0386,0.0199,0.6107,0.7586,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.0483,5.6657,2.3803,18.5051,-1.2206,2.8428,14.1463,3.7612,19.1301,-0.3895,9.4289,5.2263,2.2861,13.8113,0.1752,10.7238,7.0263,2.6507,13.8385,0.2416,-0.017,-0.0051,-0.0045,0.3015,0.2651,0.8793,0.6329,1.0412,0.898,1.6452,1.4189,0.8624,0.4005,1.0841,0.8064,2.7067,2.0133,0.7438,1.8967,-3.4675,-2.3071,-1.8282,-1.2164,0.6654,0.6053,0.4977,0.4567,0.8222,0.7545,0.9177,0.9673,1.3399,1.3372,1.3851,1.3824,0.998,0.1015,14.5552,-0.2729,0.0786,-0.2291,-0.0702,0.4335,0.796,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0137,3.3718,1.8363,11.3504,-1.6056,1.4692,14.331,3.7856,17.7562,-0.4021,9.4695,3.3006,1.8168,9.0747,0.3394,10.463,3.3584,1.8326,8.4032,0.4435,0.0093,0.0015,0.0013,0.1551,0.1404,0.905,0.4851,1.0107,1.002,2.0837,2.0657,0.9914,0.2353,1.0216,1.004,4.342,4.2673,0.9828,1.3736,-1.5003,-1.0443,-1.0922,-0.7602,0.6961,0.344,0.3171,0.2885,0.9219,0.8386,0.9097,0.6392,1.2508,1.3507,1.9567,2.113,1.0799,0.0988,13.1466,-0.147,0.5634,0.2587,-0.2538,0.5799,0.5038,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.0015,4.8294,2.1976,14.4537,-1.6194,3.6574,20.353,4.5114,18.4191,-0.205,9.5991,6.9629,2.6387,10.4325,0.3308,11.2334,11.4762,3.3877,14.5686,0.2875,-0.0004,-0.0002,-0.0001,0.381,0.3256,0.8545,0.4871,0.8328,0.6487,1.7097,1.3317,0.7789,0.2373,0.6936,0.4208,2.9231,1.7735,0.6067,2.8512,-1.7325,-1.5201,-0.6076,-0.5331,0.8774,0.361,0.3539,0.2699,0.9804,0.7475,0.7625,0.7847,1.3854,0.9921,1.7655,1.2643,0.7161,0.1048,15.1769,-0.1797,0.2736,0.0386,0.0199,0.6107,0.7586,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.2089,4.425,2.1036,18.7377,-3.0352,4.1073,23.1711,4.8136,26.5989,-0.067,9.8999,2.6236,1.6198,9.0097,0.4324,11.4476,14.0945,3.7543,22.7485,0.259,-0.0509,-0.0211,-0.0182,0.4149,0.3588,0.8648,0.437,1.2987,0.5603,2.9718,1.2822,0.4314,0.191,1.6866,0.314,8.8317,1.644,0.1861,8.4419,-2.0535,-1.773,-0.2433,-0.21,0.8634,0.1863,0.2925,0.1513,1.5705,0.8121,0.5171,0.7045,2.0797,0.8237,2.9522,1.1693,0.3961,0.1105,15.566,-0.748,-0.2665,-0.7147,0.317,0.8323,0.73,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.1475,3.2602,1.8056,8.2709,-1.1379,4.4251,8.694,2.9486,14.6163,-0.2373,9.8657,2.3828,1.5436,8.6449,0.3623,11.2547,4.6045,2.1458,9.7731,0.4332,-0.0333,-0.015,-0.0131,0.4485,0.3932,0.8766,0.6124,1.1697,0.8415,1.9101,1.3741,0.7194,0.375,1.3682,0.708,3.6486,1.8881,0.5175,1.5703,-0.8962,-0.5894,-0.5707,-0.3753,0.6577,0.3275,0.2854,0.2244,0.8713,0.6851,0.7863,0.5659,0.9567,0.8463,1.6907,1.4956,0.8846,0.115,15.7484,-0.8222,-0.064,-0.5289,0.1923,0.7191,0.7682,0,0,0,0,0,TASCA_GIACCA_ALTA
0.1002,0.0074,0.0861,0.4346,-0.5924,5.4992,0.0356,0.1887,0.8209,0.8599,9.9464,0.0093,0.0963,0.4374,0.957,11.3674,0.0175,0.1324,0.593,0.9493,0.0182,0.0101,0.0088,0.5529,0.4838,0.875,0.4561,0.8936,0.6502,1.959,1.4255,0.7277,0.2081,0.7985,0.4228,3.8378,2.032,0.5295,-0.0321,-0.0166,-0.0146,0.5179,0.4543,0.8771,0.0466,0.0268,0.0234,0.5764,0.5015,0.8701,0.5294,0.9935,0.7329,1.8766,1.3844,0.7377,0.1235,15.5584,-0.1018,0.6343,0.3382,0.1318,0.7714,0.7296,0,0,0,0,0,TASCA_GIACCA_ALTA
0.1113,0.0056,0.0746,0.382,-0.2123,5.9144,0.0161,0.127,0.5193,0.9161,9.9435,0.0059,0.0765,0.3512,0.9653,11.5709,0.0072,0.0847,0.3563,0.9697,0.0188,0.0112,0.0096,0.5948,0.5111,0.8594,0.5877,0.9755,0.8813,1.6598,1.4994,0.9034,0.3454,0.9517,0.7766,2.7549,2.2482,0.8161,-0.0118,-0.0068,-0.0059,0.5795,0.4979,0.8591,0.0509,0.0311,0.0268,0.6107,0.527,0.863,0.7357,1.0876,1.0722,1.4784,1.4575,0.9859,0.1205,15.9733,-0.5501,0.4864,-0.0343,-0.159,0.6392,0.663,0,0,0,0,0,TASCA_GIACCA_ALTA
0.968,5.2703,2.2957,13.4905,-1.0804,-3.1107,65.7749,8.1102,29.3887,-4.6241,9.8237,13.5225,3.6773,17.8247,0.1324,12.4145,37.5666,6.1292,28.2748,0.1011,-0.3112,0.0985,0.078,-0.3167,-0.2506,0.7913,0.2831,0.6243,0.3746,2.2055,1.3232,0.6,0.0801,0.3897,0.1403,4.8641,1.7509,0.36,0.2899,-2.5755,-2.2019,-8.8828,-7.5945,0.855,1.241,0.3156,0.2061,0.2543,0.1661,0.6531,0.459,0.7568,0.4771,1.6488,1.0394,0.6304,0.1078,17.3144,0.0223,-0.1191,0.0039,-0.519,-0.8669,0.8329,?,?,?,?,?,TASCA_GIACCA_BASSA
1.5484,8.7735,2.962,13.4941,-0.3724,-1.6358,46.2596,6.8014,32.6871,-5.0621,9.4649,15.4944,3.9363,21.7469,0.0415,11.4326,34.4806,5.872,31.7033,0.1083,-0.9466,0.1636,0.1354,-0.1728,-0.1431,0.8279,0.4355,0.7525,0.5044,1.7279,1.1583,0.6703,0.1897,0.5662,0.2544,2.9856,1.3416,0.4494,0.1342,-3.8915,-0.9508,-29.008,-7.0877,0.2443,1.8235,0.4334,0.2765,0.2377,0.1517,0.6381,0.4128,0.6205,0.4256,1.5031,1.031,0.686,0.1024,15.7407,-0.2477,-0.0968,0.2094,-0.5632,-0.8458,0.8657,0,0,0,0,0,TASCA_GIACCA_BASSA
0.968,5.2703,2.2957,13.4905,-1.0804,-3.1107,65.7749,8.1102,29.3887,-4.6241,9.8237,13.5225,3.6773,17.8247,0.1324,12.4145,37.5666,6.1292,28.2748,0.1011,-0.3112,0.0985,0.078,-0.3167,-0.2506,0.7913,0.2831,0.6243,0.3746,2.2055,1.3232,0.6,0.0801,0.3897,0.1403,4.8641,1.7509,0.36,0.2899,-2.5755,-2.2019,-8.8828,-7.5945,0.855,1.241,0.3156,0.2061,0.2543,0.1661,0.6531,0.459,0.7568,0.4771,1.6488,1.0394,0.6304,0.1078,17.3144,0.0223,-0.1191,0.0039,-0.519,-0.8669,0.8329,?,?,?,?,?,TASCA_GIACCA_BASSA
1.5484,8.7735,2.962,13.4941,-0.3724,-1.6358,46.2596,6.8014,32.6871,-5.0621,9.4649,15.4944,3.9363,21.7469,0.0415,11.4326,34.4806,5.872,31.7033,0.1083,-0.9466,0.1636,0.1354,-0.1728,-0.1431,0.8279,0.4355,0.7525,0.5044,1.7279,1.1583,0.6703,0.1897,0.5662,0.2544,2.9856,1.3416,0.4494,0.1342,-3.8915,-0.9508,-29.008,-7.0877,0.2443,1.8235,0.4334,0.2765,0.2377,0.1517,0.6381,0.4128,0.6205,0.4256,1.5031,1.031,0.686,0.1024,15.7407,-0.2477,-0.0968,0.2094,-0.5632,-0.8458,0.8657,0,0,0,0,0,TASCA_GIACCA_BASSA
-0.3749,12.5867,3.5478,19.2626,-1.4035,-4.2754,41.768,6.4628,25.5691,-2.848,9.5524,21.9199,4.6819,26.4499,-0.2128,12.5536,28.3492,5.3244,25.6465,0.0955,0.0877,-0.0393,-0.0299,-0.4476,-0.3406,0.7609,0.549,0.7578,0.6663,1.3804,1.2138,0.8793,0.3013,0.5742,0.444,1.9055,1.4733,0.7732,0.5944,2.4241,-4.1536,4.0784,-6.9881,-1.7134,1.2061,0.3675,0.2827,0.3047,0.2343,0.7692,0.7534,0.7283,0.7511,0.9667,0.997,1.0313,0.1058,18.4952,0.0148,0.6893,0.3145,-0.2402,-0.6674,0.7187,0,0,0,0,0,TASCA_GIACCA_BASSA
