@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.2483,14.1064,3.7558,16.0125,-0.5934,1.0632,7.6036,2.7575,14.0175,-0.4862,9.3982,35.7843,5.982,16.3113,0.0366,10.8125,30.1021,5.4865,17.7482,0.0839,0.2335,0.0264,0.023,0.1131,0.0983,0.8692,1.3621,0.6279,0.6846,0.461,0.5026,1.0903,1.8552,0.3942,0.4686,0.2125,0.2526,1.1888,1.3005,-9.6132,-3.6691,-7.3919,-2.8213,0.3817,1.0654,0.5935,0.5187,0.5571,0.4869,0.874,1.1423,0.9817,0.9022,0.8594,0.7898,0.919,0.0996,14.7633,0.0407,0.6784,0.7208,-0.0864,-0.0809,0.9818,?,?,?,?,?,SINISTRA_PANTALONI
2.1172,2.3127,1.5208,6.5384,-0.2946,-3.3944,5.8368,2.4159,9.3513,-10.6211,9.7232,3.5811,1.8924,6.5299,0.5147,10.8997,3.4722,1.8634,6.6756,0.5348,-0.6237,0.2177,0.1942,-0.3491,-0.3114,0.8921,0.6295,0.8036,0.8161,1.2767,1.2965,1.0156,0.3962,0.6458,0.6661,1.6299,1.681,1.0314,0.1741,-0.2149,-0.1939,-1.2342,-1.1137,0.9024,6.2764,0.3754,0.352,0.0598,0.0561,0.9376,0.6992,1.0013,0.9794,1.4321,1.4008,0.9782,0.219,15.5674,-0.6412,-0.1114,0.348,0.2027,-0.3896,0.7894,?,?,?,?,?,SINISTRA_PANTALONI
-1.2815,2.4922,1.5787,5.3677,-1.4492,-3.394,10.6896,3.2695,10.1564,-5.2702,10.5437,3.6808,1.9185,6.8607,0.4942,11.6041,6.5389,2.5571,9.2209,0.4296,0.3776,-0.1215,-0.1104,-0.3219,-0.2925,0.9086,0.4828,0.8229,0.6174,1.7042,1.2786,0.7503,0.2331,0.6771,0.3811,2.9042,1.6348,0.5629,0.3721,-0.4738,-0.4573,-1.2735,-1.2292,0.9652,1.353,0.1616,0.1356,0.1194,0.1002,0.8391,0.5285,0.7824,0.5821,1.4804,1.1015,0.744,0.2534,16.1158,-0.7693,0.6665,0.755,-0.8551,-0.9444,0.973,?,?,?,?,?,SINISTRA_PANTALONI
0.9436,2.5008,1.5814,6.3108,-0.3457,-1.8631,17.5179,4.1854,11.5142,-2.2284,8.6069,27.2159,5.2169,20.416,0.0195,10.09,23.8663,4.8853,18.2554,0.1319,-0.5065,0.1096,0.0935,-0.2165,-0.1846,0.853,0.3778,0.3031,0.3237,0.8023,0.8567,1.0679,0.1428,0.0919,0.1048,0.6437,0.734,1.1403,0.204,-3.9951,-0.5842,-19.5873,-2.8643,0.1462,1.3149,0.2252,0.223,0.1713,0.1696,0.9901,0.5481,0.3091,0.3457,0.564,0.6307,1.1184,0.1771,13.7862,-0.8288,-0.0036,0.1952,0.1398,-0.1202,0.9477,?,?,?,?,?,SINISTRA_PANTALONI
1.4607,1.1519,1.0733,6.2444,-0.3277,4.9703,3.1365,1.771,6.6483,0.232,8.6054,1.2132,1.1015,4.1949,0.5911,10.2311,1.7156,1.3098,4.9703,0.6161,0.2939,0.1697,0.1428,0.5776,0.4858,0.8411,0.606,0.9744,0.8194,1.6079,1.3521,0.8409,0.3672,0.9495,0.6714,2.5853,1.8283,0.7072,-0.7674,-0.2542,-0.1932,0.3313,0.2518,0.76,0.5433,0.4585,0.3632,0.8439,0.6686,0.7923,0.9392,1.4886,1.2563,1.5849,1.3376,0.844,0.2009,15.1053,-0.3475,-0.5522,-0.4694,0.2308,0.8055,0.7411,?,?,?,?,?,SINISTRA_PANTALONI
0.4693,7.322,2.7059,9.5793,-0.5549,-12.412,9.84,3.1369,19.8584,?,9.7093,7.3814,2.7169,12.386,0.1978,16.0323,16.0558,4.007,18.0488,0.2828,-0.0378,0.0483,0.0293,-1.2784,-0.7742,0.6056,0.8626,0.996,0.6753,1.1546,0.7829,0.678,0.7441,0.9919,0.456,1.3331,0.6129,0.4597,0.1721,-1.1192,-0.4803,-6.5013,-2.7903,0.4292,0,0.399,0.2448,0,0,0.6136,0.4824,0.7734,0.5307,1.6033,1.1003,0.6863,0.3091,24.3825,0.3065,-0.3259,-0.2731,-0.9557,-0.9878,0.9846,?,?,?,?,?,SINISTRA_PANTALONI
-0.2032,3.5776,1.8915,12.5781,-1.9794,-1.8069,5.7003,2.3875,14.7349,-1.3546,10.029,4.0661,2.0165,11.3388,0.2765,10.6004,4.8632,2.2053,12.377,0.3065,0.1124,-0.0203,-0.0192,-0.1802,-0.1705,0.9461,0.7922,0.938,0.8577,1.184,1.0826,0.9144,0.6276,0.8799,0.7356,1.4019,1.1721,0.8361,0.9858,-1.9284,-1.5274,-1.9562,-1.5495,0.7921,0.6746,0.2694,0.2365,0.3993,0.3506,0.8781,0.8536,1.1093,1.0162,1.2995,1.1905,0.9161,0.103,13.8527,-0.4399,0.0856,-0.024,-0.637,-0.6719,0.924,?,?,?,?,?,SINISTRA_PANTALONI
-0.0683,10.4797,3.2372,16.1043,-1.1641,-7.9626,66.4092,8.1492,36.9966,-1.7207,9.704,27.2236,5.2176,19.7015,-0.0446,14.2858,57.6041,7.5897,28.9298,0.0303,0.0086,-0.007,-0.0048,-0.8205,-0.5574,0.6793,0.3972,0.6204,0.4265,1.5619,1.0737,0.6875,0.1578,0.3849,0.1819,2.4394,1.1529,0.4726,0.3702,10.2943,-9.5813,27.8052,-25.8795,-0.9307,0.5472,0.3946,0.2494,0.721,0.4558,0.6322,0.4353,0.8174,0.5567,1.8779,1.2788,0.681,0.1255,21.6867,-0.4827,0.0863,0.1116,-0.7888,-0.8298,0.9097,?,?,?,?,?,SINISTRA_PANTALONI
-1.0391,3.9643,1.991,7.2142,-1.755,1.4671,17.5305,4.1869,15.0237,-0.7587,10.4821,8.8725,2.9787,10.3345,0.3448,11.5554,9.9475,3.154,10.7241,0.3496,-0.7083,-0.0991,-0.0899,0.14,0.127,0.9071,0.4755,0.6684,0.6313,1.4056,1.3275,0.9444,0.2261,0.4468,0.3985,1.9758,1.7623,0.8919,0.7091,-0.8449,-0.7974,-1.1916,-1.1246,0.9437,0.3065,0.166,0.1588,0.5416,0.5181,0.9567,0.4802,0.6981,0.6727,1.4537,1.4009,0.9637,0.1169,16.236,0.5891,0.1784,0.1691,0.772,0.7643,0.9672,?,?,?,?,?,SINISTRA_PANTALONI
-0.9667,7.264,2.6952,14.4582,-4.2498,11.7086,112.8918,10.6251,50.0725,-0.0212,9.4597,25.069,5.0069,27.2449,0.0994,15.9624,117.9392,10.86,49.6807,0.0724,-0.0826,-0.1022,-0.0606,1.2377,0.7335,0.5926,0.2537,0.5383,0.2482,2.1221,0.9784,0.461,0.0643,0.2898,0.0616,4.5032,0.9572,0.2126,11.2392,-3.8913,-3.0185,-0.3462,-0.2686,0.7757,0.0562,0.091,0.0514,1.6207,0.9155,0.5649,0.2887,0.5307,0.291,1.8379,1.0079,0.5484,0.1622,22.9707,-0.6594,-0.659,-0.7449,0.5787,0.964,0.7613,?,?,?,?,?,SINISTRA_PANTALONI
0.7856,0.0273,0.1651,0.7638,0.3493,6.5247,0.4061,0.6373,2.6664,0.6644,9.5013,0.0901,0.3001,1.2805,0.8728,11.5652,0.2343,0.484,1.9285,0.8478,0.1204,0.0827,0.0679,0.6867,0.5642,0.8215,0.2591,0.5501,0.3411,2.1233,1.3166,0.6201,0.0671,0.3026,0.1164,4.5084,1.7335,0.3845,0.0777,0.0467,0.0382,0.6008,0.4915,0.8181,0.1477,0.1166,0.0927,0.7893,0.6272,0.7946,0.2865,0.5965,0.3961,2.0823,1.3826,0.664,0.127,16.8117,-0.3857,0.4256,-0.0477,0.2516,0.8649,0.7021,?,?,?,?,?,SINISTRA_PANTALONI
0.6807,0.2069,0.4549,1.5554,-0.1565,5.7408,0.7719,0.8786,2.9071,0.6016,10.0406,0.3467,0.5888,1.9723,0.8239,11.6266,0.381,0.6172,2.2825,0.8253,0.1186,0.0678,0.0585,0.5718,0.4938,0.8636,0.5178,0.7726,0.737,1.4922,1.4234,0.9539,0.2681,0.5969,0.5431,2.2266,2.026,0.9099,-0.0479,-0.0228,-0.0195,0.4758,0.4071,0.8556,0.1843,0.1201,0.1029,0.6516,0.5585,0.8571,0.535,0.7887,0.6815,1.474,1.2737,0.8641,0.1246,16.4961,-0.7792,0.5046,-0.1113,-0.133,0.5776,0.7308,?,?,?,?,?,SINISTRA_PANTALONI
1.1498,5.4938,2.3439,10.6169,-0.4046,11.5051,0.7134,0.8446,4.219,0.708,9.8664,1.278,1.1305,5.7259,0.5365,15.4031,1.2648,1.1246,5.7154,0.6949,0.0999,0.1165,0.0746,1.1661,0.7469,0.6405,2.7751,2.0733,2.0841,0.7471,0.751,1.0052,7.701,4.2986,4.3436,0.5582,0.564,1.0104,-0.2989,-0.4615,-0.2349,1.5436,0.7858,0.5091,0.5231,0.6119,0.4035,1.1697,0.7713,0.6594,2.5165,1.8542,1.8576,0.7368,0.7382,1.0018,0.304,23.4251,0.3505,0.5594,0.7746,-0.0866,0.6689,0.6422,?,?,?,?,?,SINISTRA_PANTALONI
0.3289,5.239,2.2889,9.6543,-1.329,9.1973,5.7788,2.4039,10.6254,0.3316,10.2867,7.4088,2.7219,13.2348,0.2732,14.0915,10.3701,3.2203,14.8029,0.347,0.0358,0.032,0.0233,0.8941,0.6527,0.73,0.9521,0.8409,0.7108,0.8832,0.7465,0.8452,0.9066,0.7071,0.5052,0.78,0.5573,0.7144,-1.0452,-1.1074,-0.7005,1.0595,0.6702,0.6325,0.2608,0.2276,0.1829,0.873,0.7013,0.8033,0.9086,0.7295,0.6522,0.8028,0.7178,0.8941,0.1484,21.415,-0.4502,0.5541,0.0835,0.4653,0.8383,0.8677,?,?,?,?,?,SINISTRA_PANTALONI
0.1632,16.8119,4.1002,13.926,-0.8968,0.4482,15.4381,3.9291,17.0947,-0.7546,11.528,23.3336,4.8305,19.0399,0.1333,13.0004,19.6963,4.438,16.5803,0.2608,0.3642,0.0142,0.0126,0.0389,0.0345,0.8867,1.0435,0.8488,0.9239,0.8134,0.8853,1.0884,1.089,0.7205,0.8536,0.6616,0.7838,1.1847,0.8956,-2.2488,-1.1256,-2.511,-1.2568,0.5005,0.7536,0.3342,0.3273,0.4435,0.4344,0.9794,0.8146,0.7314,0.8399,0.8978,1.031,1.1483,0.1227,18.1998,0.5719,0.568,0.603,0.1952,0.2424,0.9548,?,?,?,?,?,SINISTRA_PANTALONI
0.9721,3.0608,1.7495,7.0212,-0.5404,3.1669,28.6534,5.3529,20.5008,-0.266,10.0251,18.2697,4.2743,17.5986,0.1304,11.4853,29.5492,5.4359,21.0906,0.1656,0.307,0.097,0.0846,0.3159,0.2757,0.8729,0.3268,0.4093,0.3218,1.2523,0.9847,0.7863,0.1068,0.1675,0.1036,1.5684,0.9697,0.6183,0.5718,-0.9333,-0.5884,-1.6322,-1.0291,0.6305,0.2815,0.2252,0.1803,0.8001,0.6406,0.8007,0.3425,0.399,0.3329,1.1649,0.972,0.8344,0.1135,15.9871,0.0922,0.507,0.5068,0.5446,0.7159,0.9616,?,?,?,?,?,SINISTRA_PANTALONI
0.5088,0.2829,0.5319,1.8951,-0.3249,10.3062,0.4933,0.7024,2.4183,0.7943,10.2189,0.8853,0.9409,3.7724,0.6977,14.537,1.2392,1.1132,4.1498,0.758,0.0494,0.0498,0.035,1.0085,0.709,0.703,0.7572,0.5653,0.4778,0.7465,0.6309,0.8452,0.5734,0.3195,0.2283,0.5572,0.3981,0.7144,-0.0498,-0.0534,-0.0358,1.0728,0.7186,0.6698,0.1216,0.1146,0.0834,0.9423,0.6857,0.7277,0.7837,0.5024,0.4567,0.641,0.5827,0.909,0.1497,21.1193,-0.1164,-0.3595,-0.2472,0.85,0.9525,0.9698,?,?,?,?,?,SINISTRA_PANTALONI
0.3241,0.5492,0.7411,2.3517,-0.5541,8.6953,0.2731,0.5226,1.9803,0.7982,10.2064,0.7576,0.8704,2.8404,0.7649,13.44,0.829,0.9105,3.3664,0.7832,0.0373,0.0318,0.0241,0.852,0.647,0.7594,1.4179,0.8514,0.8139,0.6004,0.574,0.956,2.0106,0.7249,0.6625,0.3605,0.3295,0.9139,-0.107,-0.0908,-0.069,0.8479,0.6443,0.7599,0.1542,0.1253,0.0975,0.8125,0.6321,0.778,1.1875,0.8279,0.6986,0.6972,0.5882,0.8437,0.1383,19.6138,-0.0744,-0.5412,-0.4028,0.6418,0.8354,0.9571,?,?,?,?,?,SINISTRA_PANTALONI
0.6936,0.1932,0.4395,1.6722,0.0414,9.2277,0.2803,0.5294,1.8213,0.8256,9.4827,0.2291,0.4787,2.2515,0.7894,13.26,0.4296,0.6554,2.8644,0.809,0.0752,0.0731,0.0523,0.9731,0.6959,0.7151,0.8302,0.9183,0.6706,1.106,0.8077,0.7303,0.6893,0.8432,0.4497,1.2232,0.6525,0.5334,0.0084,0.0086,0.0059,1.0217,0.7106,0.6955,0.167,0.1632,0.1163,0.9769,0.6963,0.7128,0.9181,0.7427,0.5838,0.8089,0.6358,0.786,0.1425,19.4041,0.6841,0.5825,0.7384,0.5913,0.9073,0.8744,?,?,?,?,?,SINISTRA_PANTALONI
-0.07,0.9083,0.953,5.1753,-0.7315,9.8173,22.1479,4.7062,15.433,0.1867,10.1361,11.7715,3.431,11.4996,0.3238,14.2546,30.7599,5.5462,17.8233,0.3008,-0.0071,-0.0069,-0.0049,0.9685,0.6887,0.7111,0.2025,0.2778,0.1718,1.3717,0.8485,0.6186,0.041,0.0772,0.0295,1.8815,0.72,0.3827,-0.617,-0.397,-0.2852,0.6434,0.4622,0.7184,0.1575,0.1757,0.1173,1.1158,0.7445,0.6672,0.3353,0.45,0.2904,1.342,0.8659,0.6452,0.1455,20.6806,-0.2054,-0.2329,-0.2336,0.8826,0.9724,0.9674,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3611,8.1993,2.8634,16.5019,-1.9606,5.4841,14.0344,3.7463,15.0481,-0.217,8.4853,20.483,4.5258,20.3516,-0.125,11.1191,21.2889,4.614,17.531,0.1828,-0.0658,-0.0426,-0.0325,0.6463,0.4932,0.7631,0.7643,0.6327,0.6206,0.8278,0.8119,0.9809,0.5842,0.4003,0.3851,0.6852,0.6592,0.9621,4.0725,4.8328,-2.7875,1.1867,-0.6845,-0.5768,0.4508,0.3081,0.2598,0.6835,0.5764,0.8433,1.0966,0.8108,0.9413,0.7394,0.8584,1.1609,0.1011,16.1828,0.1864,-0.0132,-0.0316,0.2745,0.6301,0.8675,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3199,3.1207,1.7665,7.9866,-1.1743,5.6816,13.0917,3.6182,12.3241,-0.0685,9.075,8.5652,2.9266,12.0601,0.1916,11.3128,11.536,3.3965,12.1395,0.3258,-0.0563,-0.0352,-0.0283,0.6261,0.5022,0.8022,0.4882,0.6036,0.5201,1.2363,1.0653,0.8617,0.2384,0.3643,0.2705,1.5285,1.1349,0.7425,5.4608,-1.5087,-0.7353,-0.2763,-0.1346,0.4873,0.3185,0.2462,0.204,0.7731,0.6406,0.8286,0.648,0.6622,0.6579,1.0219,1.0152,0.9935,0.1093,16.2864,0.0664,0.153,0.1493,0.3055,0.6986,0.8802,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.07,0.9083,0.953,5.1753,-0.7315,9.8173,22.1479,4.7062,15.433,0.1867,10.1361,11.7715,3.431,11.4996,0.3238,14.2546,30.7599,5.5462,17.8233,0.3008,-0.0071,-0.0069,-0.0049,0.9685,0.6887,0.7111,0.2025,0.2778,0.1718,1.3717,0.8485,0.6186,0.041,0.0772,0.0295,1.8815,0.72,0.3827,-0.617,-0.397,-0.2852,0.6434,0.4622,0.7184,0.1575,0.1757,0.1173,1.1158,0.7445,0.6672,0.3353,0.45,0.2904,1.342,0.8659,0.6452,0.1455,20.6806,-0.2054,-0.2329,-0.2336,0.8826,0.9724,0.9674,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3611,8.1993,2.8634,16.5019,-1.9606,5.4841,14.0344,3.7463,15.0481,-0.217,8.4853,20.483,4.5258,20.3516,-0.125,11.1191,21.2889,4.614,17.531,0.1828,-0.0658,-0.0426,-0.0325,0.6463,0.4932,0.7631,0.7643,0.6327,0.6206,0.8278,0.8119,0.9809,0.5842,0.4003,0.3851,0.6852,0.6592,0.9621,4.0725,4.8328,-2.7875,1.1867,-0.6845,-0.5768,0.4508,0.3081,0.2598,0.6835,0.5764,0.8433,1.0966,0.8108,0.9413,0.7394,0.8584,1.1609,0.1011,16.1828,0.1864,-0.0132,-0.0316,0.2745,0.6301,0.8675,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3199,3.1207,1.7665,7.9866,-1.1743,5.6816,13.0917,3.6182,12.3241,-0.0685,9.075,8.5652,2.9266,12.0601,0.1916,11.3128,11.536,3.3965,12.1395,0.3258,-0.0563,-0.0352,-0.0283,0.6261,0.5022,0.8022,0.4882,0.6036,0.5201,1.2363,1.0653,0.8617,0.2384,0.3643,0.2705,1.5285,1.1349,0.7425,5.4608,-1.5087,-0.7353,-0.2763,-0.1346,0.4873,0.3185,0.2462,0.204,0.7731,0.6406,0.8286,0.648,0.6622,0.6579,1.0219,1.0152,0.9935,0.1093,16.2864,0.0664,0.153,0.1493,0.3055,0.6986,0.8802,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.6605,4.3138,2.077,10.3808,-1.0886,12.1052,7.9361,2.8171,13.5271,0.2633,9.8335,1.9787,1.4067,6.7489,0.4925,15.8279,7.3791,2.7165,13.5306,0.405,-0.0546,-0.0672,-0.0417,1.231,0.7648,0.6213,0.7373,1.4765,0.7646,2.0027,1.0371,0.5178,0.5436,2.1801,0.5846,4.0107,1.0755,0.2682,-1.1192,-0.8262,-0.5876,0.7382,0.525,0.7111,0.2707,0.3738,0.2186,1.3808,0.8075,0.5848,0.7674,1.5381,0.7672,2.0043,0.9997,0.4988,0.1643,23.6355,-0.4449,-0.1407,-0.432,0.5505,0.9539,0.7638,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.9144,3.6097,1.8999,8.5932,-0.9965,1.0043,24.4873,4.9485,14.2792,-0.9679,9.4958,1.495,1.2227,4.4068,0.6236,10.9779,1.0938,1.0458,3.8688,0.6914,-0.9105,-0.0963,-0.0833,0.1058,0.0915,0.865,0.3839,1.5538,1.8166,4.0471,4.7316,1.1691,0.1474,2.4144,3.3002,16.379,22.3878,1.3669,0.6107,-0.5876,-0.4949,-0.9622,-0.8104,0.8422,0.5932,0.3677,0.3434,0.6198,0.5788,0.9338,0.6018,1.95,2.2211,3.2403,3.6908,1.139,0.102,16.0549,0.5078,-0.4174,-0.4264,0.2793,0.1549,0.7785,?,?,?,?,?,TASCA_GIACCA_ALTA
-1.1392,0.4569,0.6759,2.6261,-111.0287,5.4049,1.78,1.3342,5.0815,0.3702,9.6485,0.0641,0.2533,1.2109,0.883,11.1907,0.675,0.8216,3.0034,0.7647,-0.2108,-0.1181,-0.1018,0.5602,0.483,0.8622,0.5066,2.6688,0.8227,5.2677,1.6238,0.3083,0.2567,7.1222,0.6768,27.7482,2.6368,0.095,-0.8715,-0.2847,-0.2666,0.3267,0.3059,0.9365,0.0029,0.0023,0.0018,0.7793,0.632,0.811,0.5168,2.1686,0.8744,4.1964,1.6919,0.4032,0.1278,16.1935,-0.8704,0.0089,-0.7926,0.3723,0.9794,0.5325,?,?,?,?,?,TASCA_GIACCA_ALTA
0.5982,0.2301,0.4797,1.858,-0.4492,9.1949,1.1786,1.0856,4.1618,0.6589,9.7965,0.7622,0.873,4.3088,0.6727,13.4638,1.7714,1.3309,5.753,0.6797,0.0651,0.0611,0.0444,0.9386,0.6829,0.7276,0.4418,0.5494,0.3604,1.2435,0.8157,0.6559,0.1952,0.3019,0.1299,1.5464,0.6654,0.4303,-0.0717,-0.065,-0.0472,0.9074,0.6583,0.7255,0.1051,0.0974,0.0714,0.9266,0.6792,0.733,0.4464,0.4312,0.323,0.9659,0.7234,0.749,0.1446,19.6746,-0.6134,-0.2142,-0.4357,0.8736,0.9711,0.9644,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.9767,10.4115,3.2267,13.2617,-1.5861,-5.3102,35.1507,5.9288,20.0599,-5.7472,10.6433,14.2116,3.7698,14.0809,0.255,13.5513,18.5693,4.3092,15.1012,0.2923,0.1839,-0.0918,-0.0721,-0.4989,-0.3919,0.7854,0.5442,0.8559,0.7488,1.5727,1.3758,0.8748,0.2962,0.7326,0.5607,2.4734,1.8929,0.7653,0.476,-1.6879,-1.3043,-3.5459,-2.7401,0.7727,1.7248,0.2713,0.2403,0.1573,0.1393,0.8858,0.6611,0.9418,0.8782,1.4246,1.3284,0.9324,0.1243,19.5242,0.6143,0.2008,-0.3685,0.0283,-0.6463,0.6746,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.891,12.752,3.571,13.6435,-1.4786,-2.4226,14.7782,3.8442,19.0556,-1.1373,10.4367,15.8897,3.9862,13.7093,0.2421,11.9887,15.2794,3.9089,13.5279,0.2927,0.3678,-0.0854,-0.0743,-0.2321,-0.2021,0.8705,0.9289,0.8958,0.9136,0.9644,0.9835,1.0198,0.8629,0.8025,0.8346,0.93,0.9672,1.0399,0.8027,-1.8581,-1.454,-2.3149,-1.8115,0.7825,0.6174,0.3043,0.2878,0.4929,0.4662,0.9458,0.716,0.9952,1.0085,1.39,1.4086,1.0134,0.1132,17.1281,0.4792,0.4488,0.2565,-0.2128,-0.3725,0.9319,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.9767,10.4115,3.2267,13.2617,-1.5861,-5.3102,35.1507,5.9288,20.0599,-5.7472,10.6433,14.2116,3.7698,14.0809,0.255,13.5513,18.5693,4.3092,15.1012,0.2923,0.1839,-0.0918,-0.0721,-0.4989,-0.3919,0.7854,0.5442,0.8559,0.7488,1.5727,1.3758,0.8748,0.2962,0.7326,0.5607,2.4734,1.8929,0.7653,0.476,-1.6879,-1.3043,-3.5459,-2.7401,0.7727,1.7248,0.2713,0.2403,0.1573,0.1393,0.8858,0.6611,0.9418,0.8782,1.4246,1.3284,0.9324,0.1243,19.5242,0.6143,0.2008,-0.3685,0.0283,-0.6463,0.6746,?,?,?,?,?,TASCA_GIACCA_BASSA
