@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.0279,3.0938,1.7589,13.1346,-2.9292,0.0639,10.3442,3.2162,22.2273,-1.0841,-0.0662,5.387,2.321,14.8225,-0.9728,3.2602,8.2056,2.8645,13.2717,0.0352,-0.4363,0.4218,-0.0086,-0.9667,0.0196,-0.0203,0.5469,0.7578,0.614,1.3857,1.1228,0.8103,0.2991,0.5743,0.377,1.9202,1.2606,0.6565,0.8469,1.3397,-20.2027,1.5818,-23.855,-15.0806,0.3134,0.4449,0.243,1.4195,0.7753,0.5462,0.5909,0.8861,0.9897,1.4996,1.6748,1.1169,0.001,5.0093,-0.0058,-0.2141,-0.2792,-0.9439,-0.0472,0.0864,-0.0589,0.4589,0.6774,2.7119,-0.708,0.2793,0.3944,0.628,3.7598,-0.5241,-0.097,1.3601,1.1663,4.845,-1.455,-0.2109,0.607,-2.8779,1.0787,0.5809,0.5385,1.1636,0.3374,0.29,0.8694,0.3915,0.4503,0.6437,0.8046,1.25,0.7213,0.5597,0.776,0.0031,2.0518,0.5967,0.2627,0.5929,0,0,0,0,0,PANTALONI
0.2341,0.8352,0.9139,4.3048,-0.5969,-0.1456,2.3146,1.5214,9.7416,-1.6497,0.1224,0.9154,0.9568,4.6601,-0.7718,1.7066,1.2438,1.1153,5.845,0.0539,-1.6085,1.9129,0.1372,-1.1893,-0.0853,0.0717,0.6007,0.9552,0.8194,1.5901,1.3642,0.8579,0.3608,0.9123,0.6715,2.5285,1.8609,0.736,0.2653,0.7927,-4.8327,2.9879,-18.2155,-6.0965,0.7332,1.0249,0.4363,1.3978,0.5951,0.4257,0.4419,0.9238,0.7365,2.0904,1.6666,0.7973,0.0031,2.6114,-0.4485,0.2851,0.2512,-0.73,-0.2907,0.1258,0.1262,0.3485,0.5903,2.6981,-1.0594,0.0891,0.1954,0.442,2.2206,-0.5864,-0.2953,0.9943,0.9972,3.3336,-1.2299,1.417,-0.4274,-0.3016,1.3354,0.592,0.4433,1.7834,0.3505,0.1965,1.6909,0.7549,0.4464,0.9359,0.8763,0.9363,1.215,0.8094,0.6661,0.0035,1.6584,0.6608,-0.0705,-0.1858,0,0,0,0,0,PANTALONI
-0.0209,7.0062,2.6469,9.7367,-1.1154,-1.9154,14.8483,3.8534,14.2365,-1.3977,0.5277,6.0057,2.4507,8.1431,-0.7577,5.3167,3.5408,1.8817,7.2119,0.2385,0.0109,-0.0396,-0.0039,-3.6297,-0.3603,0.0993,0.6869,1.0801,1.4067,1.5724,2.0478,1.3024,0.4719,1.1666,1.9787,2.4724,4.1935,1.6961,0.6186,1.4625,-2.2725,2.3642,-3.6736,-1.5539,0.7752,0.9935,0.486,1.2816,0.6269,0.4892,0.6839,1.1957,1.3501,1.7483,1.974,1.1291,0.0199,8.3293,-0.2534,-0.3614,-0.2595,-0.582,-0.4491,0.6672,0.7057,0.4566,0.6757,2.719,-0.4944,-0.2025,13.6917,3.7002,11.6156,-1.5886,1.8409,1.5692,1.2527,4.2186,-0.1174,-3.4849,0.3834,-0.11,0.1826,0.5394,2.9539,0.0333,0.291,8.7254,0.1262,2.0288,16.0769,0.4055,0.4819,1.1886,0.2341,0.6445,2.7534,0.0196,6.0703,0.3024,0.8826,0.1351,10.5577,149.7279,12.2363,40.0915,0.0937,PANTALONI
-0.5305,36.7563,6.0627,26.5204,-1.4607,-2.6327,78.9831,8.8872,37.9026,-2.1662,-0.1315,47.876,6.9192,29.4262,-1.0249,11.0993,47.6517,6.903,28.8547,0.0462,0.2015,4.0338,-0.0478,20.0197,-0.2372,-0.0118,0.6822,0.8762,0.8783,1.2844,1.2874,1.0024,0.4654,0.7677,0.7714,1.6497,1.6575,1.0047,0.6071,1.057,-11.2763,1.7411,-18.5744,-10.6681,0.9003,0.7416,0.3563,0.8237,0.3957,0.4804,0.6997,0.9013,0.9191,1.2881,1.3136,1.0198,0.0292,17.4231,0.8855,0.1219,-0.3857,0.3552,-0.5411,0.0614,-0.6489,1.2088,1.0995,4.7125,-2.6308,-0.3851,5.0452,2.2462,9.1719,-2.1274,1.893,2.1607,1.4699,4.5844,0.0957,1.685,-0.3428,-0.2035,0.4895,0.748,1.5281,0.2396,0.5594,2.335,0.5473,-7.0408,-12.8651,0.4426,0.256,0.5785,0.5138,1.028,2.0007,0.021,4.3403,0.3373,-0.4966,-0.8,4.0412,51.6271,7.1852,25,0,PANTALONI
0.2519,0.8647,0.9299,4.7543,-0.93,-0.6663,2.4026,1.55,8.0765,-1.0579,-0.2241,5.2041,2.2812,11.7392,-0.4618,2.4889,2.8345,1.6836,7.9941,0.0207,-0.3781,-1.1239,0.1012,2.9727,-0.2677,-0.0901,0.5999,0.4076,0.5523,0.6795,0.9207,1.355,0.3599,0.1662,0.3051,0.4617,0.8476,1.836,0.5518,0.6178,-13.5787,1.1196,-24.6083,-21.9793,0.6277,0.3067,0.3018,0.4887,0.4808,0.9838,0.5887,0.405,0.5947,0.688,1.0103,1.4685,0.0079,3.6714,-0.6995,0.0408,0.1391,0.0783,-0.1255,0.4119,0.455,0.4211,0.6489,3.246,-0.2982,-0.7555,1.1173,1.057,5.3011,-4.4255,1.7419,2.8963,1.7018,6.3329,-0.3339,-0.6022,0.2612,-0.4337,0.6139,0.3813,0.6211,0.3769,0.1454,0.3858,0.1724,0.4703,2.7276,2.5591,0.5267,0.2058,0.6123,0.5126,0.8371,0.0206,3.3762,-0.3765,-0.0763,0.0156,0,0,0,0,0,PANTALONI
0.0313,0.0149,0.1222,0.5406,-0.7371,-0.2161,0.0231,0.152,0.7624,-2.7748,0.0139,0.0156,0.1251,0.6883,-0.8741,0.3007,0.0111,0.1054,0.5029,0.1275,-0.1446,2.2515,0.1039,-15.5658,-0.7187,0.0462,0.8042,0.9772,1.1598,1.215,1.4421,1.1869,0.6468,0.9549,1.3451,1.4763,2.0797,1.4087,0.4093,0.7146,-3.1214,1.7459,-7.6261,-4.3681,1.5408,0.8474,0.5399,0.55,0.3504,0.6371,0.7091,0.7855,1.0749,1.1078,1.516,1.3686,0.0022,0.432,-0.0721,-0.273,0.1748,0.1135,-0.6708,0.0356,0.0264,0.0015,0.0384,0.2104,-0.825,0.0516,0.003,0.0545,0.2628,-0.5303,0.0181,0.0008,0.0287,0.1378,-0.3753,0.5122,1.4575,2.8455,0.7051,1.3398,1.9001,0.4972,1.795,3.6104,1.0447,2.53,2.4217,0.6715,1.1508,1.7138,0.8008,1.5271,1.907,0.0006,0.1259,0.8102,0.259,0.2794,0,0,0,0,0,PANTALONI
0.1389,1.3102,1.1446,4.8445,-1.4624,-0.4565,3.2063,1.7906,11.8251,-0.7792,0.0047,7.4403,2.7277,13.7109,-0.4085,2.9513,3.4744,1.864,11.6523,0.0214,-0.3042,29.4287,0.0471,-96.7455,-0.1547,0.0016,0.6392,0.4196,0.6141,0.6565,0.9606,1.4634,0.4086,0.1761,0.3771,0.4309,0.9228,2.1414,0.5556,0.7236,-11.276,1.3024,-20.2968,-15.5836,0.296,0.2021,0.1652,0.6827,0.5582,0.8175,0.4097,0.3533,0.4158,0.8625,1.0148,1.1767,0.0052,4.3358,-0.4007,0.1559,-0.1029,0.2325,0.291,0.5842,0.4543,0.6115,0.782,3.858,-0.3164,-0.8417,0.6201,0.7875,2.9053,-6.1249,1.6142,2.1251,1.4578,5.2701,-0.1895,-0.5397,0.2814,-0.5214,0.993,0.5364,0.5402,0.9861,0.2877,0.2918,0.3712,1.1041,2.9741,7.1877,0.6615,0.092,1.3279,0.7321,0.5513,0.0204,3.4046,-0.3077,-0.3041,0.1062,?,?,?,?,?,PANTALONI
-0.1245,7.796,2.7921,16.8308,-0.6688,-4.2421,43.958,6.6301,21.7349,-50.7672,-0.35,68.7229,8.2899,41.9203,-0.8109,7.1115,88.0372,9.3828,28.1605,0.0026,0.0293,0.3557,-0.0175,12.1218,-0.5965,-0.0492,0.4211,0.3368,0.2976,0.7998,0.7066,0.8835,0.1774,0.1134,0.0886,0.6396,0.4993,0.7806,0.3164,0.3593,-90.3755,1.1355,-285.5988,-251.5182,24.0219,0.4357,0.3572,0.0181,0.0149,0.8199,0.7744,0.4015,0.5977,0.5185,0.7718,1.4886,0.0458,10.5593,-0.2435,0.0782,0.2664,0.5339,-0.897,-0.1418,1.6189,7.1003,2.6646,9.3674,-0.0416,0.8986,1.57,1.253,4.3643,-0.0592,1.4461,4.9002,2.2136,6.9246,-0.02,1.8016,1.1195,0.6214,2.1266,1.2037,0.566,4.5224,1.449,0.3204,1.5337,2.752,1.7944,2.1826,1.3248,0.607,2.1464,1.3528,0.6303,0.0253,4.0287,0.8624,0.9628,0.8538,0,0,0,0,0,PANTALONI
-0.1152,0.0161,0.1267,0.5744,-3.2017,-0.0819,0.008,0.0893,0.4827,-1.5465,-0.0174,0.0057,0.0758,0.4944,-2.1526,0.1964,0.0115,0.107,0.4967,0.0328,1.407,6.6111,-0.5862,4.6988,-0.4167,-0.0887,1.4193,1.6723,1.1842,1.1783,0.8344,0.7081,2.0144,2.7967,1.4024,1.3883,0.6962,0.5015,1.4932,1.2965,-25.9757,0.8683,-17.3959,-20.0351,0.7212,0.8717,0.2662,1.2086,0.3691,0.3054,1.1901,1.1618,1.1564,0.9762,0.9717,0.9954,0.0015,0.2948,0.5052,-0.054,-0.7521,0.7991,-0.6356,-0.2862,0.0287,0.0013,0.0367,0.1987,-0.2241,0.04,0.002,0.0445,0.2147,-0.5857,0.0075,0.0004,0.0197,0.1335,-1.1626,0.7174,3.8473,5.363,0.8234,1.8612,2.2603,0.678,3.4641,5.109,0.4587,0.5068,1.1048,1.1987,2.6288,2.193,0.9254,1.488,1.608,0.0005,0.0984,0.661,0.2272,0.3978,0,0,0,0,0,PANTALONI
0.0274,1.3862,1.1774,15.5062,-0.7964,-0.1078,0.6581,0.8112,5.6403,-1.6361,0.1509,0.3906,0.625,3.7365,-1.1031,0.9197,1.6241,1.2744,9.3423,0.0065,-0.2539,0.1814,0.0298,-0.7145,-0.1172,0.164,1.4514,1.8839,0.9239,1.298,0.6365,0.4904,2.1065,3.5492,0.8535,1.6849,0.4052,0.2405,1.9637,3.5075,-113.2678,1.7862,-57.6822,-32.2928,4.0344,4.8584,0.918,1.2043,0.2275,0.189,2.7492,4.1499,1.6598,1.5095,0.6037,0.4,0.002,1.3337,-0.427,-0.2644,0.2145,-0.6187,-0.2726,0.0011,0.0346,0.0152,0.1233,0.9581,-1.3387,0.0125,0.0301,0.1735,1.349,-0.8108,-0.0681,0.0203,0.1424,0.5853,-3.8656,2.7673,-0.5081,-0.1836,0.7109,0.8662,1.2185,0.5053,0.7503,1.4847,0.908,1.1794,1.2989,0.5499,3.4054,6.1929,0.7102,1.6369,2.3047,0.0008,0.2867,0.4796,0.4002,0.3274,0,0,0,0,0,PANTALONI
0.5133,4.5747,2.1389,8.6582,-0.5559,-0.8383,24.0827,4.9074,17.1922,-0.5831,0.0436,16.4034,4.0501,16.0907,-0.6688,6.38,5.3247,2.3075,12.5277,0.0582,-0.6123,11.7821,0.0805,-19.2425,-0.1314,0.0068,0.4358,0.5281,0.9269,1.2117,2.1267,1.7552,0.19,0.2789,0.8591,1.4681,4.5228,3.0806,0.4885,0.4797,-3.9974,0.982,-8.1833,-8.3335,0.5124,0.5771,0.4184,1.1263,0.8164,0.7249,0.5036,0.5381,0.6911,1.0685,1.3723,1.2844,0.0104,9.6422,-0.3516,0.0711,0.1778,0.7901,0.2618,0.4241,-0.4296,1.256,1.1207,4.2009,-2.7225,1.2734,2.7504,1.6584,6.554,-0.1664,-1.0284,2.1585,1.4692,5.1259,-8.7614,-0.3374,0.4177,-1.2382,0.6758,0.7628,1.1288,0.4567,0.5819,1.2743,3.2855,0.6678,0.2033,0.2008,2.1491,10.7002,0.641,0.8195,1.2786,0.0178,3.2414,-0.8214,0.6879,-0.8684,?,?,?,?,?,PANTALONI
-0.0658,0.5723,0.7565,6.2662,-0.5739,-0.0156,0.4992,0.7066,4.9668,-0.5156,0.1515,0.3643,0.6036,4.8766,-1.0833,0.8129,0.8027,0.8959,4.1613,0.0055,4.2151,-0.4345,-0.081,-0.1031,-0.0192,0.1864,1.0707,1.2534,0.8444,1.1706,0.7887,0.6737,1.1464,1.571,0.713,1.3704,0.622,0.4539,1.3521,0.901,-99.1353,0.6664,-73.3171,-110.0238,1.215,1.7009,0.9515,1.3999,0.7831,0.5594,1.2616,1.285,1.5058,1.0185,1.1936,1.1719,0.0017,1.2402,0.3009,-0.3855,-0.191,-0.8932,-0.1151,0.1281,0.0198,0.0094,0.0967,0.4507,-0.4425,0.2172,0.1204,0.3469,1.9077,-0.3157,-0.0518,0.0522,0.2285,1.3885,-1.5762,0.0912,-0.3827,-4.1962,0.2788,0.4233,1.5184,0.0777,0.1792,2.3056,0.3021,0.1628,0.5387,0.2155,0.5797,2.6901,0.2363,0.3246,1.3738,0.0024,0.5121,-0.2065,0.1397,-0.702,0,0,0,0,0,PANTALONI
0.7028,4.3989,2.0974,8.5651,-0.8764,-0.4859,7.7161,2.7778,17.7086,-0.4068,-0.3208,4.2709,2.0666,12.6498,-1.3625,3.6074,4.2058,2.0508,12.932,0.0369,-1.4464,-2.1906,0.1948,1.5146,-0.1347,-0.0889,0.755,1.0149,1.0227,1.3441,1.3545,1.0077,0.5701,1.03,1.0459,1.8067,1.8346,1.0155,0.7812,0.5484,-8.0843,0.702,-10.3489,-14.7428,0.3626,0.8525,0.34,2.3508,0.9375,0.3988,0.4837,0.6771,0.6623,1.3999,1.3694,0.9782,0.0095,5.45,-0.4289,-0.1918,0.1395,0.3666,0.0815,-0.0514,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PANTALONI
0.2087,1.3415,1.1582,4.8031,-1.6283,-4.9364,6.036,2.4568,9.0446,-22.9657,1.8044,4.9635,2.2279,7.3531,-0.3307,5.6974,7.5485,2.7475,9.0593,0.0669,-0.0423,0.1157,0.0366,-2.7357,-0.8664,0.3167,0.4714,0.5199,0.4216,1.1028,0.8942,0.8109,0.2223,0.2703,0.1777,1.2161,0.7996,0.6576,0.3433,1.6284,-4.582,4.743,-13.346,-2.8138,4.8423,0.3307,0.1882,0.0683,0.0389,0.5691,0.5311,0.6532,0.5302,1.23,0.9984,0.8117,0.2391,8.1006,0.0623,-0.3534,-0.1966,-0.7867,-0.9802,0.8729,0.6903,1.357,1.1649,4.0891,-0.2883,1.8742,1.5599,1.249,4.171,0.0026,-1.2353,0.859,0.9268,2.7672,-67.6364,0.3683,-0.5588,-1.5172,0.9327,1.2569,1.3476,0.8699,1.5798,1.8161,-83.2222,0.3356,-0.004,0.759,78.7273,103.7273,0.9804,1.4777,1.5073,0.027,4.0588,0.0556,-0.815,-0.3807,5.8506,20.1271,4.4863,12,0,PANTALONI
0.6342,1.212,1.1009,4.5949,-0.6422,-1.2212,3.7912,1.9471,8.4712,-1.9908,-0.9189,3.6847,1.9196,8.3791,-1.6411,2.7107,4.078,2.0194,7.4909,0.0339,-0.5193,-0.6901,0.2339,1.3289,-0.4505,-0.339,0.5654,0.5735,0.5452,1.0143,0.9642,0.9506,0.3197,0.3289,0.2972,1.0289,0.9297,0.9036,0.3187,0.3451,-6.8317,1.083,-21.4389,-19.7953,0.9879,0.8819,0.3609,0.8928,0.3653,0.4092,0.5424,0.5484,0.6134,1.011,1.1309,1.1186,0.0165,4.2442,-0.5975,-0.2234,0.3905,0.8027,-0.8318,-0.6717,-0.4822,0.4352,0.6597,1.8876,-56.1296,0.5544,0.6147,0.784,2.4259,-0.065,-1.0872,1.6418,1.2813,3.0665,-142.8518,-0.8697,0.4435,-0.51,0.8414,0.5148,0.6119,0.7079,0.2651,0.3744,12.518,0.609,0.0487,0.0145,1.55,106.8513,0.7781,0.6156,0.7911,0.0131,2.1574,-0.7803,0.8969,-0.8786,33.0565,27.6167,5.2552,20.9613,0.435,PANTALONI
0.903,3.6562,1.9121,7.3289,-0.2364,-1.9723,4.7543,2.1804,7.7017,-19.9809,-1.6982,6.3409,2.5181,10.9025,-1.5815,3.8326,7.6518,2.7662,9.1306,0.0349,-0.4578,-0.5318,0.2356,1.1614,-0.5146,-0.4431,0.8769,0.7593,0.6912,0.8659,0.7882,0.9103,0.769,0.5766,0.4778,0.7498,0.6213,0.8287,0.1911,0.2098,-4.2467,1.0981,-22.2247,-20.2388,16.1474,1.4035,0.6265,0.0869,0.0388,0.4464,0.9516,0.6722,0.8027,0.7064,0.8435,1.1941,0.0275,5.7052,-0.688,0.4646,0.5644,0.2689,-0.9304,-0.413,-0.2124,0.4116,0.6415,2.67,-4.296,0.7514,4.3108,2.0763,8.9883,-0.4102,-0.8971,2.6355,1.6234,6.2672,-41.9198,-0.2827,0.2368,-0.8376,0.309,0.3952,1.2789,0.0955,0.1562,1.6357,0.8284,0.3538,0.4271,0.0791,3.4526,43.6497,0.297,0.426,1.4342,0.0119,2.6305,-0.8613,0.8176,-0.7726,34.6415,39.5857,6.2917,25.3598,0.3401,PANTALONI
0.3857,7.1176,2.6679,18.9911,-0.461,-0.2347,11.8421,3.4412,22.1887,-1.4842,0.1118,6.0541,2.4605,16.2549,-0.963,4.1874,7.6961,2.7742,15.3963,0.0261,-1.6432,3.4498,0.0921,-2.0994,-0.0561,0.0267,0.7753,1.0843,0.9617,1.3986,1.2404,0.8869,0.601,1.1757,0.9248,1.9561,1.5387,0.7866,0.4521,0.7515,-14.5348,1.6624,-32.153,-19.3414,1.4552,1.5698,0.8222,1.0787,0.565,0.5238,0.8559,1.1683,1.2335,1.365,1.4412,1.0558,0.0047,6.342,-0.2968,0.2875,0.4827,-0.18,-0.2001,-0.1615,0.2212,1.6694,1.292,5.3705,-1.097,0.5059,0.5881,0.7669,4.2853,-1.0385,0.6375,0.5356,0.7318,3.3026,-0.5058,0.4372,0.347,0.7936,1.6848,1.7655,1.0479,2.8385,3.1168,1.098,1.2869,2.5324,1.9678,1.2182,1.1677,0.9585,1.2532,1.6261,1.2975,0.0086,2.5673,0.1707,0.2732,0.4341,0,0,0,0,0,PANTALONI
