@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.7953,2.7571,1.6605,8.85,-1.6463,5.3294,19.7048,4.439,16.5089,-0.0099,8.6234,1.6778,1.2953,6.5596,0.44,10.8008,10.8802,3.2985,13.2032,0.3389,-0.1492,-0.0922,-0.0736,0.618,0.4934,0.7984,0.3741,1.2819,0.5034,3.427,1.3458,0.3927,0.1399,1.6433,0.2534,11.7444,1.8111,0.1542,34.1618,-1.0681,-0.8136,-0.0313,-0.0238,0.7618,0.2046,0.2855,0.1675,1.3955,0.8186,0.5866,0.5361,1.3492,0.6703,2.5167,1.2504,0.4968,0.1048,15.2732,-0.1858,-0.1136,-0.286,0.6103,0.926,0.8366,2.5328,0.388,0.6229,2.3632,0.3925,8.5886,0.2437,0.4937,1.2843,0.861,3.6265,2.191,1.4802,4.1218,0.1913,0.2949,0.6984,2.3683,1.2617,0.4208,0.3335,1.5919,0.1771,0.1112,0.1919,1.5657,8.1589,0.421,0.7632,1.8129,1.8401,0.5733,0.3116,0.0996,14.7479,0.067,-0.529,-0.8802,TASCA_GIACCA
-1.0814,2.2521,1.5007,7.3844,-1.4944,7.0886,8.7343,2.9554,11.3637,0.1154,8.9619,1.6948,1.3019,6.2436,0.5005,11.7793,5.6617,2.3794,9.661,0.4326,-0.1526,-0.1207,-0.0918,0.791,0.6018,0.7608,0.5078,1.1527,0.6307,2.2701,1.2421,0.5471,0.2578,1.3288,0.3978,5.1534,1.5427,0.2994,-2.9854,-0.707,-0.6006,0.2368,0.2012,0.8495,0.2305,0.2368,0.1739,1.0276,0.7544,0.7342,0.6498,1.1827,0.7644,1.8201,1.1762,0.6463,0.1183,17.483,0.1338,0.0788,0.0505,0.5465,0.9109,0.8259,3.0949,0.3393,0.5825,1.8181,0.522,8.7649,0.1956,0.4422,1.7147,0.8152,2.6842,2.025,1.423,4.6226,0.0994,0.3531,1.153,3.2654,1.3172,0.4093,0.3108,1.7349,0.1676,0.0966,0.2624,3.8906,14.8249,0.4099,0.741,1.8079,1.0603,0.3933,0.3709,0.0997,14.5441,0.0334,-0.5111,-0.8549,TASCA_GIACCA
-0.7336,7.8601,2.8036,14.2512,-1.0723,4.9445,15.3755,3.9212,21.1461,-0.7447,8.2699,2.0477,1.431,6.468,0.452,10.6682,4.8519,2.2027,8.533,0.4428,-0.1484,-0.0887,-0.0688,0.5979,0.4635,0.7752,0.715,1.9592,1.2728,2.7402,1.7802,0.6496,0.5112,3.8385,1.62,7.5088,3.169,0.422,0.817,-1.3825,-1.0874,-1.6921,-1.331,0.7866,0.5674,0.5827,0.449,1.027,0.7914,0.7707,0.6739,2.2033,1.6701,3.2693,2.4781,0.758,0.0996,15.7323,-0.1639,0.4407,-0.1369,-0.0943,0.6657,0.467,2.5843,0.2543,0.5042,1.775,0.4837,8.6525,0.2127,0.4612,1.4878,0.8384,3.5043,1.8714,1.368,4.6421,0.1845,0.2987,0.7375,2.4691,1.0934,0.3686,0.3371,1.1955,0.1359,0.1136,0.2154,1.5832,7.3489,0.3734,0.6039,1.6174,1.193,0.3824,0.3205,0.0999,14.7412,0.1989,-0.5526,-0.9086,TASCA_GIACCA
-0.7953,2.7571,1.6605,8.85,-1.6463,5.3294,19.7048,4.439,16.5089,-0.0099,8.6234,1.6778,1.2953,6.5596,0.44,10.8008,10.8802,3.2985,13.2032,0.3389,-0.1492,-0.0922,-0.0736,0.618,0.4934,0.7984,0.3741,1.2819,0.5034,3.427,1.3458,0.3927,0.1399,1.6433,0.2534,11.7444,1.8111,0.1542,34.1618,-1.0681,-0.8136,-0.0313,-0.0238,0.7618,0.2046,0.2855,0.1675,1.3955,0.8186,0.5866,0.5361,1.3492,0.6703,2.5167,1.2504,0.4968,0.1048,15.2732,-0.1858,-0.1136,-0.286,0.6103,0.926,0.8366,2.5328,0.388,0.6229,2.3632,0.3925,8.5886,0.2437,0.4937,1.2843,0.861,3.6265,2.191,1.4802,4.1218,0.1913,0.2949,0.6984,2.3683,1.2617,0.4208,0.3335,1.5919,0.1771,0.1112,0.1919,1.5657,8.1589,0.421,0.7632,1.8129,1.8401,0.5733,0.3116,0.0996,14.7479,0.067,-0.529,-0.8802,TASCA_GIACCA
-1.0814,2.2521,1.5007,7.3844,-1.4944,7.0886,8.7343,2.9554,11.3637,0.1154,8.9619,1.6948,1.3019,6.2436,0.5005,11.7793,5.6617,2.3794,9.661,0.4326,-0.1526,-0.1207,-0.0918,0.791,0.6018,0.7608,0.5078,1.1527,0.6307,2.2701,1.2421,0.5471,0.2578,1.3288,0.3978,5.1534,1.5427,0.2994,-2.9854,-0.707,-0.6006,0.2368,0.2012,0.8495,0.2305,0.2368,0.1739,1.0276,0.7544,0.7342,0.6498,1.1827,0.7644,1.8201,1.1762,0.6463,0.1183,17.483,0.1338,0.0788,0.0505,0.5465,0.9109,0.8259,3.0949,0.3393,0.5825,1.8181,0.522,8.7649,0.1956,0.4422,1.7147,0.8152,2.6842,2.025,1.423,4.6226,0.0994,0.3531,1.153,3.2654,1.3172,0.4093,0.3108,1.7349,0.1676,0.0966,0.2624,3.8906,14.8249,0.4099,0.741,1.8079,1.0603,0.3933,0.3709,0.0997,14.5441,0.0334,-0.5111,-0.8549,TASCA_GIACCA
-0.7336,7.8601,2.8036,14.2512,-1.0723,4.9445,15.3755,3.9212,21.1461,-0.7447,8.2699,2.0477,1.431,6.468,0.452,10.6682,4.8519,2.2027,8.533,0.4428,-0.1484,-0.0887,-0.0688,0.5979,0.4635,0.7752,0.715,1.9592,1.2728,2.7402,1.7802,0.6496,0.5112,3.8385,1.62,7.5088,3.169,0.422,0.817,-1.3825,-1.0874,-1.6921,-1.331,0.7866,0.5674,0.5827,0.449,1.027,0.7914,0.7707,0.6739,2.2033,1.6701,3.2693,2.4781,0.758,0.0996,15.7323,-0.1639,0.4407,-0.1369,-0.0943,0.6657,0.467,2.5843,0.2543,0.5042,1.775,0.4837,8.6525,0.2127,0.4612,1.4878,0.8384,3.5043,1.8714,1.368,4.6421,0.1845,0.2987,0.7375,2.4691,1.0934,0.3686,0.3371,1.1955,0.1359,0.1136,0.2154,1.5832,7.3489,0.3734,0.6039,1.6174,1.193,0.3824,0.3205,0.0999,14.7412,0.1989,-0.5526,-0.9086,TASCA_GIACCA
-0.0237,2.0667,1.4376,6.0209,-1.2373,8.5089,7.4004,2.7204,11.231,0.22,8.6147,3.2037,1.7899,6.4292,0.4458,12.4009,5.5034,2.3459,9.337,0.4621,-0.0028,-0.0027,-0.0019,0.9877,0.6862,0.6947,0.5285,0.8032,0.6128,1.5198,1.1596,0.763,0.2793,0.6451,0.3755,2.3099,1.3447,0.5821,-1.0514,-0.6438,-0.4151,0.6123,0.3948,0.6448,0.1869,0.232,0.155,1.2411,0.8295,0.6683,0.5361,0.9365,0.6448,1.7469,1.2028,0.6886,0.1288,18.3361,-0.3172,-0.4296,-0.4855,0.1027,0.7999,0.6701,-7.1252,3.4847,1.8667,9.5783,?,6.0345,4.9797,2.2315,6.6869,0.2373,-0.1028,0.522,0.7225,2.2364,-1.1549,-1.1807,69.3416,-58.7275,0.8365,2.5839,3.0888,0.6998,6.6764,9.5406,-4.6037,7.9916,-1.7359,0,0,8.4479,1.4324,4.283,2.9901,0.0993,13.8007,0.9726,-0.7527,-0.5978,TASCA_GIACCA
-0.6519,3.7809,1.9445,10.1446,-2.1827,9.6635,5.8395,2.4165,8.701,0.4101,9.3275,1.7877,1.3371,4.7889,0.5909,13.7489,3.1859,1.7849,7.4829,0.5813,-0.0675,-0.0699,-0.0474,1.036,0.7029,0.6784,0.8047,1.4543,1.0894,1.8073,1.3539,0.7491,0.6475,2.1149,1.1868,3.2664,1.8329,0.5611,-1.1501,-1.0059,-0.6698,0.8746,0.5824,0.6659,0.2161,0.2723,0.1784,1.2601,0.8254,0.655,1.1659,2.1184,1.3557,1.8169,1.1628,0.64,0.1386,20.6004,0.3627,-0.4444,0.0117,-0.2815,0.7965,0.3442,-7.24,1.9575,1.3991,8.9029,?,6.0356,2.9929,1.73,4.8068,0.4317,0.468,2.1524,1.4671,3.3701,-0.7097,-1.1996,-15.4689,12.8954,0.8087,0.9537,1.1792,0.6541,0.9095,1.3905,-2.4386,6.3638,-2.6097,0,0,4.2908,1.8522,2.6417,1.4263,0.0973,14.7387,0.9841,-0.9686,-0.9537,TASCA_GIACCA
0.1233,0.0035,0.0589,0.3128,-0.2522,6.3452,0.0246,0.1567,0.6551,0.9006,9.928,0.0037,0.0608,0.317,0.9687,11.784,0.0114,0.1068,0.5284,0.9561,0.0194,0.0124,0.0105,0.6391,0.5385,0.8425,0.3758,0.9694,0.5513,2.5793,1.4668,0.5687,0.1413,0.9397,0.3039,6.6527,2.1515,0.3234,-0.0106,-0.0064,-0.0055,0.6056,0.5157,0.8515,0.0379,0.0247,0.0207,0.6514,0.5475,0.8405,0.4774,0.9866,0.592,2.0664,1.2399,0.6,0.1215,16.3985,-0.2204,0.4847,0.0645,0.202,0.8815,0.636,7.5401,0.0004,0.0195,0.0571,0.9925,6.2655,0.0005,0.0232,0.068,0.9892,0.2436,0,0.0067,0.0212,0.9167,1.2034,30.9466,25.7151,0.8393,2.8892,3.4423,0.7044,8.3473,11.8497,1.2077,32.2121,26.673,1.2037,29.7533,24.7185,0.8388,2.6912,3.2083,0.1011,14.0493,-1.0275,-0.8988,0.898,TASCA_GIACCA
0.1004,0.0095,0.0974,0.4398,-0.2843,6.6343,0.062,0.249,1.3904,0.8142,9.9303,0.0128,0.1133,0.5302,0.9483,11.9456,0.0218,0.1477,0.6812,0.9449,0.0151,0.0101,0.0084,0.6681,0.5554,0.8313,0.391,0.8594,0.6595,2.1976,1.6864,0.7674,0.1529,0.7385,0.4349,4.8296,2.8441,0.5889,-0.016,-0.01,-0.0083,0.6262,0.5218,0.8333,0.0458,0.0334,0.0277,0.7294,0.6056,0.8303,0.3163,0.8295,0.6456,2.6223,2.0411,0.7784,0.1298,16.6792,-0.0122,0.62,0.3878,-0.2647,0.7855,0.3885,7.4205,0.0009,0.0303,0.1244,0.9834,6.4092,0.0012,0.0344,0.1434,0.9778,-0.1666,0.0012,0.0353,0.2157,?,1.1578,-44.5474,-38.4763,0.8789,0.8569,0.975,0.7725,0.7343,0.9506,1.1713,-34.2318,-29.226,1.1645,0,0,0.8679,0.5768,0.6646,0.1066,13.9963,-1.0038,0.8309,-0.8269,TASCA_GIACCA
0.6669,2.4222,1.5563,5.8854,-0.6643,0.4276,15.2289,3.9024,15.5254,-0.4918,9.684,2.7235,1.6503,7.8583,0.4027,10.4893,4.7573,2.1811,7.7745,0.4892,1.5595,0.0689,0.0636,0.0442,0.0408,0.9232,0.3988,0.9431,0.7136,2.3647,1.7892,0.7566,0.1591,0.8894,0.5092,5.5917,3.2012,0.5725,0.4589,-0.4434,-0.3155,-0.9662,-0.6874,0.7115,0.3398,0.2688,0.2323,0.7911,0.6838,0.8643,0.3791,0.7489,0.757,1.9757,1.997,1.0108,0.1023,13.6452,0.0134,-0.1237,-0.0065,0.4729,0.7833,0.8545,-4.2721,8.1434,2.8537,8.1632,?,1.7273,1.8421,1.3572,4.7933,-0.586,7.9246,2.1357,1.4614,3.9682,0.5756,-2.4733,-0.5391,0.218,2.1026,1.9527,0.9287,4.4207,3.8131,0.8625,4.6093,-1.5165,-0.329,0,0,0.3232,1.703,2.0572,1.2079,0.0965,14.1799,0.9079,0.9483,0.9732,TASCA_GIACCA
