@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.2938,7.6917,2.7734,18.3723,-1.1652,0.777,10.3243,3.2132,24.5387,-0.484,10.1176,5.1656,2.2728,17.0894,0.1229,10.8973,7.4865,2.7362,19.3316,0.2079,0.3781,0.029,0.027,0.0768,0.0713,0.9285,0.8631,1.2203,1.0136,1.4137,1.1743,0.8307,0.745,1.489,1.0274,1.9987,1.3791,0.69,1.2354,-4.1289,-1.9482,-3.3421,-1.577,0.4719,0.5131,0.4355,0.3477,0.8487,0.6775,0.7983,0.7487,1.0751,0.9504,1.4359,1.2694,0.884,0.0549,14.2023,-0.0283,0.3801,0.1662,0.4106,0.6595,0.832,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.2538,6.8602,2.6192,18.805,-2.2564,6.6666,37.101,6.0911,26.3318,-0.3489,9.9293,8.6246,2.9368,15.4931,0.1393,13.2937,18.9614,4.3545,20.8065,0.2097,0.0381,0.0256,0.0191,0.6714,0.5015,0.7469,0.43,0.8919,0.6015,2.0741,1.3988,0.6744,0.1849,0.7954,0.3618,4.3018,1.9567,0.4548,1.9131,-5.1986,-2.3602,-2.7173,-1.2337,0.454,0.2958,0.3208,0.2193,1.0845,0.7415,0.6837,0.7142,1.2138,0.9038,1.6996,1.2656,0.7446,0.0643,19.4364,-0.1661,0.2356,-0.0846,0.2638,0.7302,0.7833,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0887,0.0959,0.3096,3.0859,-0.6843,7.4842,0.1398,0.3739,2.7908,0.6953,10.0016,0.0171,0.1306,0.9171,0.9122,12.4996,0.0651,0.2552,1.8902,0.8622,-0.0118,-0.0089,-0.0071,0.7483,0.5988,0.8002,0.8281,2.3704,1.2134,2.8624,1.4653,0.5119,0.6858,5.6186,1.4723,8.1934,2.147,0.262,-0.1969,-0.1316,-0.106,0.6685,0.5385,0.8056,0.2,0.1754,0.1336,0.877,0.6678,0.7615,1.1057,3.3647,1.6325,3.043,1.4764,0.4852,0.0702,17.6907,-0.6993,0.1119,-0.5755,-0.0025,0.9093,0.4058,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0223,0.018,0.1342,0.9574,-0.9426,7.5967,0.0832,0.2884,1.4039,0.8357,9.9971,0.0196,0.1399,0.8823,0.9165,12.5583,0.0615,0.2481,1.5004,0.8894,-0.0029,-0.0022,-0.0018,0.7599,0.6049,0.7961,0.4654,0.9592,0.5411,2.061,1.1626,0.5641,0.2166,0.9201,0.2928,4.2477,1.3517,0.3182,-0.0651,-0.0479,-0.0385,0.7369,0.5916,0.8028,0.0577,0.0466,0.0363,0.8082,0.6296,0.7791,0.682,1.0852,0.6381,1.5912,0.9357,0.588,0.0661,17.6938,-0.4582,0.0096,-0.3243,0.4598,0.9186,0.7735,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0516,0.0105,0.1024,0.5606,-1.0774,8.8061,0.0752,0.2742,1.3763,0.8553,9.9667,0.0182,0.135,0.8113,0.9223,13.3016,0.0574,0.2397,1.3774,0.9025,-0.0059,-0.0052,-0.0039,0.8835,0.662,0.7493,0.3736,0.7589,0.4274,2.0312,1.1439,0.5632,0.1396,0.5759,0.1827,4.126,1.3086,0.3172,-0.0357,-0.0302,-0.0228,0.8447,0.6381,0.7554,0.0284,0.0258,0.0191,0.9108,0.6733,0.7392,0.4073,0.691,0.407,1.6965,0.9992,0.589,0.0719,18.8632,-0.49,-0.0147,-0.3764,0.3871,0.9204,0.7178,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3778,0.5751,0.7583,3.629,-2.9325,7.8735,1.6612,1.2889,4.7427,0.5831,9.9753,0.6167,0.7853,5.1672,0.5717,12.7735,1.333,1.1546,5.0482,0.6878,-0.048,-0.0379,-0.0296,0.7893,0.6164,0.7809,0.5884,0.9656,0.6568,1.6412,1.1163,0.6802,0.3462,0.9324,0.4314,2.6936,1.2462,0.4627,-0.408,-0.3924,-0.2434,0.9617,0.5964,0.6202,0.0811,0.0765,0.0571,0.9429,0.7035,0.7461,0.7652,0.7023,0.7189,0.9179,0.9395,1.0236,0.0669,18.3949,-0.6075,0.4364,-0.2737,0.3024,0.9029,0.6819,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0134,1.4021,1.1841,8.6969,-1.6006,2.7736,10.152,3.1862,18.9874,-0.1967,9.6463,2.0102,1.4178,7.4203,0.4099,10.4855,4.3616,2.0884,12.8057,0.3475,0.0048,0.0014,0.0013,0.2875,0.2645,0.92,0.3716,0.8351,0.567,2.2473,1.5257,0.6789,0.1381,0.6975,0.3215,5.0502,2.3276,0.4609,1.7148,-1.0383,-0.785,-0.6055,-0.4578,0.756,0.2108,0.2659,0.1704,1.2617,0.8085,0.6408,0.458,1.172,0.6791,2.5588,1.4827,0.5795,0.0517,13.4859,-0.2087,0.4017,0.0122,0.2979,0.8094,0.7287,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0493,1.3391,1.1572,7.5529,-1.307,3.5478,10.2672,3.2042,15.5522,-0.2107,9.6043,1.6907,1.3003,5.5044,0.5597,10.6971,3.7,1.9235,9.7337,0.428,-0.0139,-0.0051,-0.0046,0.3694,0.3317,0.8978,0.3611,0.89,0.6016,2.4643,1.6658,0.676,0.1304,0.792,0.3619,6.0727,2.7749,0.457,1.5809,-0.6116,-0.5874,-0.3869,-0.3716,0.9605,0.2549,0.2619,0.1924,1.0276,0.7548,0.7346,0.4856,1.3722,0.776,2.8254,1.5978,0.5655,0.0528,14.2463,-0.2098,0.3182,-0.0259,0.3757,0.8736,0.7217,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0101,2.7173,1.6484,14.1798,-1.0619,3.2948,8.2616,2.8743,21.1289,-0.7457,9.5453,2.2807,1.5102,8.5621,0.3839,10.5782,3.3292,1.8246,8.5214,0.4431,0.0031,0.0011,0.001,0.3452,0.3115,0.9024,0.5735,1.0915,0.9034,1.9033,1.5753,0.8277,0.3289,1.1915,0.8162,3.6225,2.4815,0.685,0.8091,-1.3691,-1.0769,-1.6921,-1.331,0.7866,0.5682,0.4949,0.4494,0.871,0.7909,0.9081,0.6711,1.6561,1.664,2.4677,2.4795,1.0048,0.0521,14.0138,-0.0952,0.4377,0.074,0.1648,0.7049,0.6731,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0134,1.4021,1.1841,8.6969,-1.6006,2.7736,10.152,3.1862,18.9874,-0.1967,9.6463,2.0102,1.4178,7.4203,0.4099,10.4855,4.3616,2.0884,12.8057,0.3475,0.0048,0.0014,0.0013,0.2875,0.2645,0.92,0.3716,0.8351,0.567,2.2473,1.5257,0.6789,0.1381,0.6975,0.3215,5.0502,2.3276,0.4609,1.7148,-1.0383,-0.785,-0.6055,-0.4578,0.756,0.2108,0.2659,0.1704,1.2617,0.8085,0.6408,0.458,1.172,0.6791,2.5588,1.4827,0.5795,0.0517,13.4859,-0.2087,0.4017,0.0122,0.2979,0.8094,0.7287,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0493,1.3391,1.1572,7.5529,-1.307,3.5478,10.2672,3.2042,15.5522,-0.2107,9.6043,1.6907,1.3003,5.5044,0.5597,10.6971,3.7,1.9235,9.7337,0.428,-0.0139,-0.0051,-0.0046,0.3694,0.3317,0.8978,0.3611,0.89,0.6016,2.4643,1.6658,0.676,0.1304,0.792,0.3619,6.0727,2.7749,0.457,1.5809,-0.6116,-0.5874,-0.3869,-0.3716,0.9605,0.2549,0.2619,0.1924,1.0276,0.7548,0.7346,0.4856,1.3722,0.776,2.8254,1.5978,0.5655,0.0528,14.2463,-0.2098,0.3182,-0.0259,0.3757,0.8736,0.7217,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0101,2.7173,1.6484,14.1798,-1.0619,3.2948,8.2616,2.8743,21.1289,-0.7457,9.5453,2.2807,1.5102,8.5621,0.3839,10.5782,3.3292,1.8246,8.5214,0.4431,0.0031,0.0011,0.001,0.3452,0.3115,0.9024,0.5735,1.0915,0.9034,1.9033,1.5753,0.8277,0.3289,1.1915,0.8162,3.6225,2.4815,0.685,0.8091,-1.3691,-1.0769,-1.6921,-1.331,0.7866,0.5682,0.4949,0.4494,0.871,0.7909,0.9081,0.6711,1.6561,1.664,2.4677,2.4795,1.0048,0.0521,14.0138,-0.0952,0.4377,0.074,0.1648,0.7049,0.6731,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1718,3.7228,1.9295,14.1461,-0.579,4.9042,20.0088,4.4731,21.0159,-0.4918,9.379,3.4875,1.8675,13.5495,0.0439,11.6,4.7053,2.1692,9.2251,0.4608,-0.035,-0.0183,-0.0148,0.5229,0.4228,0.8085,0.4313,1.0332,0.8895,2.3953,2.0621,0.8609,0.1861,1.0675,0.7912,5.7374,4.2524,0.7412,0.7487,-8.3473,-0.658,-11.1493,-0.8788,0.0788,0.636,0.6322,0.5237,0.9941,0.8234,0.8283,0.6731,1.044,1.5334,1.551,2.2781,1.4688,0.0563,16.8342,0.1167,-0.4562,-0.2986,0.0358,0.6129,0.6349,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.4257,4.1981,2.0489,18.4182,-0.607,8.4186,4.8181,2.195,10.3534,0.2934,9.5958,2.6635,1.632,9.7171,0.2991,13.0512,4.4808,2.1168,11.4021,0.3722,-0.0506,-0.0444,-0.0326,0.8773,0.645,0.7352,0.9334,1.2555,0.9679,1.345,1.037,0.771,0.8713,1.5762,0.9369,1.8089,1.0753,0.5944,-1.6182,-1.6774,-1.0293,1.0366,0.6361,0.6136,0.7822,0.8266,0.6311,1.0568,0.8068,0.7634,1.7789,1.8954,1.6153,1.0655,0.908,0.8522,0.0658,19.5513,0.3393,-0.3471,0.0607,0.1801,0.8142,0.6723,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.1079,0.01,0.1002,0.667,-1.3397,6.3515,0.0461,0.2148,1.475,0.7995,9.9228,0.0089,0.0941,0.695,0.9321,11.7838,0.0237,0.1538,1.1834,0.906,0.017,0.0109,0.0092,0.6401,0.539,0.8421,0.4663,1.0647,0.6514,2.2832,1.3967,0.6118,0.2175,1.1337,0.4243,5.2129,1.9509,0.3742,-0.065,-0.04,-0.0335,0.6165,0.5153,0.8359,0.0388,0.0279,0.0226,0.7188,0.584,0.8125,0.4522,0.9597,0.5637,2.1223,1.2464,0.5873,0.0607,16.4018,-0.0685,0.5868,0.2506,0.2053,0.8636,0.6696,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.1142,0.0149,0.122,0.628,-0.3589,6.3606,0.1088,0.3298,1.8725,0.7479,9.9205,0.0273,0.1651,0.9858,0.9066,11.7885,0.0694,0.2635,1.5074,0.882,0.018,0.0115,0.0097,0.6412,0.5396,0.8415,0.3699,0.7389,0.463,1.9975,1.2516,0.6266,0.1368,0.5459,0.2144,3.99,1.5666,0.3926,-0.0299,-0.0173,-0.0147,0.5807,0.4932,0.8493,0.0622,0.0438,0.0362,0.7039,0.5816,0.8263,0.3354,0.637,0.4166,1.8995,1.2422,0.654,0.064,16.4159,0.2448,0.6095,0.4901,0.3578,0.8695,0.7714,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.2523,0.7511,0.8667,5.7758,-0.6638,0.4462,6.9931,2.6444,16.7049,-0.6051,9.8738,0.9323,0.9655,7.8583,0.4027,10.2452,1.466,1.2108,7.601,0.4999,0.5654,0.0255,0.0246,0.0452,0.0435,0.9637,0.3277,0.8976,0.7158,2.7388,2.1841,0.7974,0.1074,0.8057,0.5123,7.5012,4.7701,0.6359,0.3659,-0.435,-0.3033,-1.1888,-0.8289,0.6972,0.3336,0.2639,0.2284,0.7911,0.6847,0.8655,0.3458,0.735,0.7599,2.1258,2.1977,1.0338,0.052,12.0922,0.1045,-0.1378,0.0269,0.5728,0.7104,0.7869,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_BASSA
