@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.3128,10.2207,3.197,22.8807,-1.5818,0.0336,15.7483,3.9684,27.3293,-1.6154,0.0573,6.9821,2.6424,19.7919,-1.0257,5.024,7.8126,2.7951,21.5623,0.0173,9.3049,5.4625,0.0623,0.5871,0.0067,0.0114,0.8056,1.2099,1.1438,1.5018,1.4198,0.9454,0.649,1.4638,1.3082,2.2555,2.0157,0.8937,0.8305,1.3989,-36.9144,1.6844,-44.4491,-26.3888,0.8481,0.907,0.4039,1.0695,0.4762,0.4453,0.8372,1.1561,1.0611,1.3808,1.2675,0.9179,0.0008,7.6862,-0.2526,-0.299,0.0557,-0.3484,-0.1956,0.0448,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.6187,7.6633,2.7683,13.625,-0.5107,1.0994,9.1193,3.0198,16.8093,-1.3279,0.7597,6.4534,2.5404,16.0493,-0.4121,4.4487,5.6135,2.3693,12.8273,0.0263,0.5628,0.8144,0.1391,1.4471,0.2471,0.1708,0.9167,1.0897,1.1684,1.1887,1.2746,1.0722,0.8403,1.1875,1.3651,1.4131,1.6245,1.1496,0.4804,0.9835,-13.2946,2.0473,-27.6747,-13.5177,1.249,0.7935,0.6846,0.6353,0.5481,0.8628,0.8106,0.8489,1.0622,1.0474,1.3104,1.2512,0.004,6.7705,-0.1029,0.3843,0.5396,0.064,0.2253,0.5409,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.0745,12.357,3.5153,29.3962,-1.5197,0.9403,10.2819,3.2065,27.6545,-0.3478,0.4858,6.2607,2.5021,18.8088,-0.6553,3.664,16.6007,4.0744,26.9998,0.0066,0.0792,0.1533,0.0203,1.9355,0.2566,0.1326,1.0963,1.4049,0.8628,1.2815,0.787,0.6141,1.2018,1.9737,0.7444,1.6423,0.6194,0.3771,2.4845,2.381,-98.329,0.9583,-39.5769,-41.2973,0.5686,1.0268,0.4292,1.8058,0.7549,0.418,1.063,1.5629,1.0888,1.4703,1.0242,0.6966,0.0029,5.6153,-0.2162,0.2345,-0.142,0.511,0.7532,0.5156,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
-0.6364,14.4775,3.8049,30.9137,-2.0061,1.0504,20.8974,4.5714,26.3995,-0.3442,0.6679,10.3265,3.2135,16.7225,-0.8157,5.739,14.7199,3.8367,27.9078,0.0212,-0.6059,-0.9529,-0.1109,1.5726,0.183,0.1164,0.8323,1.1841,0.9917,1.4226,1.1915,0.8376,0.6928,1.402,0.9835,2.0237,1.4197,0.7015,3.0521,2.7462,-34.0554,0.8998,-11.1579,-12.4011,0.5236,1.1165,0.3607,2.1324,0.6888,0.323,1.171,1.8486,1.1077,1.5787,0.946,0.5992,0.0038,8.9753,-0.6225,0.0656,-0.5181,0.4919,0.6723,0.4249,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.0549,0.0887,0.2978,3.0911,-0.5625,-0.064,0.097,0.3114,2.8976,-1.4037,-0.0007,0.0174,0.1319,0.9488,-1.3561,0.3072,0.1158,0.3402,2.6089,0.0032,-0.8579,-75.412,0.1787,87.9066,-0.2083,-0.0024,0.9562,2.2573,0.8751,2.3608,0.9152,0.3877,0.9142,5.0952,0.7658,5.5733,0.8376,0.1503,0.6576,2.0376,-134.0492,3.0987,-203.8489,-65.7863,1.6411,4.9127,0.7559,2.9936,0.4606,0.1539,1.0667,3.2579,1.1848,3.054,1.1107,0.3637,0.0002,0.4775,-0.9487,0.1232,0.2571,0.1677,-0.2525,-0.047,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.0661,0.019,0.1377,0.9409,-0.5515,-0.0608,0.0279,0.167,0.9947,-1.6703,0.0104,0.0195,0.1396,0.9585,-0.5302,0.2276,0.0227,0.1506,0.8604,0.0102,-1.0861,6.3234,0.2902,-5.8223,-0.2672,0.0459,0.8244,0.9864,0.9138,1.1965,1.1085,0.9264,0.6796,0.9729,0.835,1.4317,1.2288,0.8583,0.5375,1.007,-37.7752,1.8734,-70.2767,-37.5127,1.6281,0.9681,0.6977,0.5947,0.4285,0.7206,0.9459,0.9816,1.0936,1.0377,1.1561,1.1141,0.0002,0.3551,-0.7776,0.0831,0.5652,0.558,-0.392,0.1135,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.0966,0.0188,0.137,1.0131,-0.7641,-0.0818,0.0318,0.1783,1.2365,-1.0889,-0.0026,0.0181,0.1345,0.8665,-0.6704,0.2493,0.0225,0.1501,0.8484,0.019,-1.1808,-37.0812,0.3873,31.4022,-0.328,-0.0104,0.7681,1.018,0.9128,1.3253,1.1883,0.8966,0.59,1.0363,0.8331,1.7563,1.412,0.8039,0.6808,1.2617,-26.7431,1.8534,-39.2831,-21.1953,0.9702,1.1071,0.664,1.1411,0.6844,0.5998,0.8193,1.1691,1.1941,1.427,1.4574,1.0213,0.0003,0.3886,-0.6968,0.0148,0.4587,0.6972,-0.26,0.0901,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
-0.0839,1.1357,1.0657,5.1543,-1.2938,0.0606,0.8831,0.9397,5.0316,-0.7813,0.014,0.659,0.8118,5.4978,-1.6023,1.1343,1.4021,1.1841,4.4318,0.0077,-1.385,-5.9973,-0.074,4.3301,0.0534,0.0123,1.134,1.3128,0.9,1.1576,0.7936,0.6856,1.286,1.7233,0.81,1.3401,0.6299,0.47,1.3173,0.8588,-84.1038,0.652,-63.8445,-97.9264,0.7955,1.0636,0.5031,1.337,0.6324,0.473,1.0244,0.9375,1.163,0.9152,1.1354,1.2405,0.0003,1.7467,-0.7173,0.4569,-0.2576,0.2872,0.1383,-0.1031,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.0497,1.6814,1.2967,10.2462,-1.4962,1.3058,9.0785,3.0131,18.2782,-0.3611,0.1114,1.9268,1.3881,7.0745,-0.709,2.7689,6.7398,2.5961,13.8965,0.0076,0.0381,0.4462,0.0179,11.7253,0.4716,0.0402,0.4304,0.9342,0.4995,2.1707,1.1606,0.5347,0.1852,0.8726,0.2495,4.7118,1.347,0.2859,1.2665,2.0926,-57.7438,1.6523,-45.5943,-27.5948,0.3057,0.9916,0.2931,3.2441,0.959,0.2956,0.5606,1.4483,0.7373,2.5837,1.3153,0.5091,0.0034,3.966,-0.0651,0.3853,-0.1591,0.5069,0.6914,0.258,0.067,0.0625,0.25,1,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.1064,1.834,1.3542,9.3617,-1.2438,1.4403,7.3872,2.7179,12.7916,-0.6365,0.1605,1.6898,1.2999,7.1592,-0.6201,2.922,4.4846,2.1177,7.842,0.0047,0.0738,0.6626,0.0364,8.973,0.4929,0.0549,0.4983,1.0418,0.6395,2.0909,1.2834,0.6138,0.2483,1.0853,0.4089,4.3717,1.6472,0.3768,1.043,1.8937,-139.149,1.8156,-133.4081,-73.4791,0.5338,0.9442,0.5295,1.7688,0.992,0.5608,0.7319,1.3076,1.1938,1.7867,1.6312,0.9129,0.0037,4.1841,-0.0865,0.2746,-0.1728,0.598,0.5683,0.2062,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0515,3.0301,1.7407,14.7771,-1.3217,1.081,8.4721,2.9107,19.8806,-1.0698,-0.0196,1.9748,1.4053,8.0372,-1.0023,2.815,6.7246,2.5932,10.8834,0.0044,-0.0477,2.6274,-0.0183,-55.1093,0.384,-0.007,0.598,1.2387,0.6713,2.0712,1.1224,0.5419,0.3577,1.5344,0.4506,4.2901,1.2599,0.2937,0.8187,2.091,-173.9095,2.5542,-212.4326,-83.1707,0.6627,1.5856,0.5822,2.3928,0.8786,0.3672,0.7433,1.8386,1.3578,2.4736,1.8267,0.7385,0.0028,4.0545,-0.0414,0.4085,-0.2871,0.3493,0.558,-0.0531,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0497,1.6814,1.2967,10.2462,-1.4962,1.3058,9.0785,3.0131,18.2782,-0.3611,0.1114,1.9268,1.3881,7.0745,-0.709,2.7689,6.7398,2.5961,13.8965,0.0076,0.0381,0.4462,0.0179,11.7253,0.4716,0.0402,0.4304,0.9342,0.4995,2.1707,1.1606,0.5347,0.1852,0.8726,0.2495,4.7118,1.347,0.2859,1.2665,2.0926,-57.7438,1.6523,-45.5943,-27.5948,0.3057,0.9916,0.2931,3.2441,0.959,0.2956,0.5606,1.4483,0.7373,2.5837,1.3153,0.5091,0.0034,3.966,-0.0651,0.3853,-0.1591,0.5069,0.6914,0.258,0.067,0.0625,0.25,1,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.1064,1.834,1.3542,9.3617,-1.2438,1.4403,7.3872,2.7179,12.7916,-0.6365,0.1605,1.6898,1.2999,7.1592,-0.6201,2.922,4.4846,2.1177,7.842,0.0047,0.0738,0.6626,0.0364,8.973,0.4929,0.0549,0.4983,1.0418,0.6395,2.0909,1.2834,0.6138,0.2483,1.0853,0.4089,4.3717,1.6472,0.3768,1.043,1.8937,-139.149,1.8156,-133.4081,-73.4791,0.5338,0.9442,0.5295,1.7688,0.992,0.5608,0.7319,1.3076,1.1938,1.7867,1.6312,0.9129,0.0037,4.1841,-0.0865,0.2746,-0.1728,0.598,0.5683,0.2062,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0515,3.0301,1.7407,14.7771,-1.3217,1.081,8.4721,2.9107,19.8806,-1.0698,-0.0196,1.9748,1.4053,8.0372,-1.0023,2.815,6.7246,2.5932,10.8834,0.0044,-0.0477,2.6274,-0.0183,-55.1093,0.384,-0.007,0.598,1.2387,0.6713,2.0712,1.1224,0.5419,0.3577,1.5344,0.4506,4.2901,1.2599,0.2937,0.8187,2.091,-173.9095,2.5542,-212.4326,-83.1707,0.6627,1.5856,0.5822,2.3928,0.8786,0.3672,0.7433,1.8386,1.3578,2.4736,1.8267,0.7385,0.0028,4.0545,-0.0414,0.4085,-0.2871,0.3493,0.558,-0.0531,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
1.0374,11.2167,3.3491,18.9879,-0.365,0.9404,8.6725,2.9449,13.3424,-0.875,1.0277,3.4165,1.8484,13.4994,-1.0844,4.6434,4.7612,2.182,15.7414,0.0376,1.1031,1.0094,0.2234,0.915,0.2025,0.2213,1.1373,1.8119,1.5349,1.5932,1.3496,0.8471,1.2934,3.2831,2.3558,2.5384,1.8215,0.7176,0.8154,0.7229,-8.2656,0.8866,-10.1369,-11.4337,1.9549,2.1479,0.8505,1.0987,0.4351,0.396,1.4231,1.4066,1.2062,0.9884,0.8476,0.8576,0.0046,6.9756,0.0789,0.0091,0.5217,0.2451,0.3322,0.2242,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
1.6305,7.1661,2.677,22.1534,-0.3834,0.8503,4.338,2.0828,9.9551,-0.6251,0.4274,2.99,1.7292,11.0179,-0.8917,3.6177,4.9705,2.2295,17.1531,0.0181,1.9176,3.8146,0.4507,1.9893,0.235,0.1182,1.2853,1.5481,1.2007,1.2045,0.9342,0.7756,1.652,2.3967,1.4417,1.4508,0.8727,0.6015,1.6034,1.1822,-19.3934,0.7373,-12.0951,-16.4039,2.6141,2.7494,0.9166,1.0518,0.3507,0.3334,2.2253,2.0107,1.2915,0.9035,0.5804,0.6423,0.0049,5.633,0.4902,-0.1656,0.6846,0.6016,0.4743,0.016,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0352,0.012,0.1095,0.6837,-0.7366,-0.1284,0.0721,0.2685,1.3085,-1.503,-0.005,0.0095,0.0977,0.7874,-1.6361,0.2835,0.031,0.1761,0.7682,0.0291,-0.274,-7.0107,0.1241,25.5906,-0.4531,-0.0177,0.408,1.1212,0.6219,2.7482,1.5243,0.5547,0.1664,1.257,0.3867,7.5524,2.3235,0.3076,0.3691,0.5934,-12.5837,1.6077,-34.0968,-21.2078,0.7531,1.318,0.4975,1.7502,0.6607,0.3775,0.5225,0.8682,0.8899,1.6618,1.7032,1.0249,0.0003,0.3916,-0.2869,0.4765,0.2046,0.244,-0.6175,-0.194,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0615,0.0254,0.1593,0.811,-1.3105,0.0817,0.1055,0.3248,1.9243,-0.5231,0.0032,0.027,0.1643,1.0597,-0.4595,0.3516,0.0447,0.2115,1.2472,0.0158,-0.752,-19.3112,-0.1748,25.6786,0.2325,0.0091,0.4905,0.9701,0.7533,1.9776,1.5356,0.7765,0.2406,0.9411,0.5674,3.9109,2.358,0.6029,0.696,1.3788,-22.9973,1.981,-33.0424,-16.6792,0.2778,0.4834,0.277,1.74,0.997,0.573,0.4215,0.7653,0.6503,1.8159,1.5429,0.8497,0.0003,0.5094,0.1681,0.5094,0.0518,0.3646,0.5336,0.2722,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.5416,1.6961,1.3023,9.3174,-4.4897,-0.0583,8.2585,2.8738,18.5984,-0.5575,0.18,1.593,1.2622,9.9332,-0.8245,2.1186,7.3883,2.7181,13.1544,0.0014,9.2888,-3.0084,-0.2557,-0.3239,-0.0275,0.085,0.4532,1.0318,0.4791,2.2769,1.0572,0.4643,0.2054,1.0647,0.2296,5.1841,1.1178,0.2156,1.1447,1.6975,-402.5204,1.483,-351.646,-237.1203,0.1421,0.3117,0.1288,2.1934,0.9065,0.4133,0.501,0.938,0.7083,1.8723,1.4139,0.7551,0.0015,3.0784,-0.2059,-0.6236,-0.6978,0.566,0.3299,0.5162,2.9237,0.0705,0.2655,1,0.6667,?,?,?,?,?,TASCA_GIACCA_BASSA
