@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.1043,16.9411,4.116,22.8502,-1.0962,-11.5953,32.4071,5.6927,31.1499,-11.3555,9.9439,20.9078,4.5725,24.2536,-0.0378,16.1135,43.9567,6.63,34.3104,0.0642,-0.009,0.0105,0.0065,-1.1661,-0.7196,0.6171,0.723,0.9002,0.6208,1.245,0.8586,0.6897,0.5228,0.8103,0.3854,1.55,0.7373,0.4756,0.4174,13.5176,-5.0785,32.3855,-12.1671,-0.3757,4.3237,0.4664,0.2973,0.1079,0.0688,0.6374,0.7336,0.9421,0.666,1.2843,0.9079,0.7069,0.0398,24.3201,0.0245,-0.3784,-0.1691,-0.8667,-0.9479,0.9503,?,?,?,?,?,20.75,1261.7865,35.5216,107,0,TASCA_DESTRA_DIETRO_PANTALONI
-0.6549,8.7974,2.966,19.3627,-1.5627,-10.289,18.7158,4.3262,26.366,-7.5334,10.2063,8.6739,2.9451,22.7573,-0.0687,15.0626,19.7661,4.4459,28.2005,0.107,0.0636,-0.0642,-0.0435,-1.0081,-0.6831,0.6776,0.6856,1.0071,0.6671,1.4689,0.9731,0.6624,0.4701,1.0142,0.4451,2.1577,0.9469,0.4388,0.5073,8.0719,-3.4927,15.9125,-6.8853,-0.4327,2.4453,0.3548,0.2392,0.1451,0.0978,0.6743,0.7344,0.8508,0.6866,1.1586,0.9349,0.807,0.038,22.3652,0.0047,-0.629,-0.4585,-0.6996,-0.8583,0.943,?,?,?,?,?,8.0393,278.8197,16.6979,49,0,TASCA_DESTRA_DIETRO_PANTALONI
0.1558,3.6314,1.9056,9.7366,-1.1153,-2.2626,66.0344,8.1262,25.7697,-3.0806,9.7539,3.6229,1.9034,8.1441,0.4352,12.412,19.511,4.4171,17.1531,0.2838,-0.0689,0.016,0.0126,-0.232,-0.1823,0.7858,0.2345,1.0012,0.4314,4.2693,1.8397,0.4309,0.055,1.0023,0.1861,18.227,3.3845,0.1857,0.2639,-0.8181,-0.7552,-3.1002,-2.862,0.9232,0.7289,0.3192,0.1922,0.438,0.2637,0.602,0.3778,1.1955,0.5676,3.1642,1.5023,0.4748,0.0498,17.8028,0.4686,-0.32,-0.5794,-0.6146,-0.8842,0.8561,?,?,?,?,?,26.3737,328.5506,18.126,40.6131,0.0926,TASCA_DESTRA_DIETRO_PANTALONI
-0.2043,19.1988,4.3816,29.9542,-1.8068,4.7247,54.8196,7.404,37.6929,-1.7044,9.695,23.214,4.8181,30.3993,-0.2545,13.7467,24.6196,4.9618,26.0484,0.1365,-0.0432,-0.0211,-0.0149,0.4873,0.3437,0.7053,0.5918,0.9094,0.8831,1.5367,1.4922,0.971,0.3502,0.827,0.7798,2.3615,2.2267,0.9429,0.8117,3.1266,-4.6846,3.8519,-5.7714,-1.4983,0.7657,0.4404,0.3538,0.5752,0.4621,0.8033,0.7947,0.9854,1.1499,1.2399,1.447,1.167,0.0279,20.4667,0.6195,0.1109,-0.2733,0.1236,-0.2709,0.7131,?,?,?,?,?,2.584,29.4936,5.4308,25,0,TASCA_DESTRA_DIETRO_PANTALONI
0.1814,0.5746,0.758,5.9619,-1.0493,0.653,6.1495,2.4798,15.0673,-1.1342,9.9795,2.9144,1.7072,12.1246,0.3413,10.3195,3.1979,1.7883,11.8839,0.3573,0.2778,0.0182,0.0176,0.0654,0.0633,0.9671,0.3057,0.444,0.4239,1.4526,1.3867,0.9547,0.0934,0.1972,0.1797,2.11,1.923,0.9114,0.3812,-0.4859,-0.462,-1.2747,-1.2118,0.9507,0.4121,0.1581,0.1573,0.3835,0.3818,0.9954,0.3957,0.4917,0.5017,1.2427,1.2679,1.0203,0.0263,12.5052,-0.2296,-0.0339,0.0232,0.2686,0.2844,0.9619,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0063,0.0276,0.1662,1.7504,-4.6226,6.4441,0.0541,0.2325,2.2405,0.6862,9.8605,0.0217,0.1473,1.0449,0.9006,11.7827,0.0289,0.1699,0.9985,0.9192,-0.001,-0.0006,-0.0005,0.6535,0.5469,0.8369,0.7148,1.1281,0.9782,1.5781,1.3684,0.8671,0.511,1.2726,0.9569,2.4904,1.8726,0.7519,-0.2937,-0.1519,-0.1267,0.5173,0.4314,0.834,0.0436,0.0296,0.0252,0.679,0.5779,0.8512,0.7812,1.6752,1.7531,2.1443,2.244,1.0465,0.0303,16.415,0.1431,-0.402,-0.2266,-0.0667,0.673,0.6863,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1541,0.7454,0.8634,5.7536,-1.2851,0.2659,5.3459,2.3121,12.1843,-0.6905,10.1453,3.9971,1.9993,13.7363,0.3066,10.4296,4.3334,2.0817,14.6983,0.2928,0.5795,0.0152,0.0148,0.0262,0.0255,0.9727,0.3734,0.4318,0.4148,1.1565,1.1107,0.9604,0.1394,0.1865,0.172,1.3374,1.2336,0.9224,0.6501,-0.5328,-0.5318,-0.8195,-0.818,0.9982,0.3494,0.1271,0.1212,0.3638,0.3468,0.9532,0.4722,0.4189,0.3914,0.887,0.829,0.9346,0.0276,12.4508,0.0447,0.1624,0.1529,0.3756,0.3999,0.9825,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0312,4.5089,2.1234,17.4767,-0.6766,2.8156,26.2833,5.1267,22.1578,-0.691,10.0852,34.6054,5.8826,41.9598,-0.2407,12.284,24.1412,4.9134,31.6051,0.0685,0.0111,0.0031,0.0025,0.2792,0.2292,0.821,0.4142,0.361,0.4322,0.8715,1.0434,1.1973,0.1715,0.1303,0.1868,0.7595,1.0887,1.4335,0.779,0.8663,-3.0334,1.1121,-3.8941,-3.5016,0.7955,0.3082,0.3072,0.3875,0.3862,0.9967,0.7887,0.4165,0.553,0.5281,0.7011,1.3276,0.0282,15.4935,-0.3687,0.1284,0.2692,0.022,0.1424,0.7745,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0985,0.0151,0.123,0.7047,-1.6393,11.8425,0.0156,0.1247,0.6644,0.9456,9.903,0.0058,0.0761,0.4757,0.9528,15.4384,0.0155,0.1246,0.6484,0.9589,-0.0083,-0.01,-0.0064,1.1958,0.7671,0.6415,0.9863,1.6176,0.9872,1.64,1.0008,0.6103,0.9729,2.6165,0.9745,2.6895,1.0017,0.3725,-0.0379,-0.0456,-0.029,1.2022,0.7634,0.635,0.0219,0.0265,0.0169,1.2114,0.7741,0.639,1.0607,1.4815,1.0867,1.3968,1.0246,0.7335,0.0414,21.8713,0.3617,-0.1524,0.2114,0.4318,0.9392,0.7227,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0276,1.08,1.0392,15.5512,-0.7979,-11.3628,4.6768,2.1626,15.9973,?,9.8259,2.0322,1.4255,12.5048,0.1614,15.1125,5.0614,2.2498,14.4058,0.2987,0.0024,-0.0028,-0.0018,-1.1564,-0.7519,0.6502,0.4806,0.729,0.4619,1.517,0.9612,0.6336,0.2309,0.5315,0.2134,2.3014,0.924,0.4015,0.4314,-2.8681,-1.1249,-6.6481,-2.6074,0.3922,0,0.5801,0.4211,0,0,0.7259,0.9721,1.2436,1.0795,1.2793,1.1105,0.868,0.0397,21.7205,-0.0099,-0.1299,-0.0271,-0.5959,-0.9243,0.8438,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.271,2.6053,1.6141,8.8103,-0.5675,2.9527,11.734,3.4255,13.6164,-0.2429,9.6035,8.4317,2.9037,16.369,0.1504,10.6463,10.4458,3.232,16.4956,0.1623,0.0918,0.0282,0.0255,0.3075,0.2773,0.902,0.4712,0.5559,0.4994,1.1797,1.0599,0.8984,0.222,0.309,0.2494,1.3917,1.1233,0.8072,1.1987,-1.1009,-0.9978,-0.9184,-0.8324,0.9064,0.513,0.2917,0.2854,0.5686,0.5563,0.9784,0.647,0.5382,0.5341,0.8318,0.8255,0.9923,0.0266,14.458,-0.495,0.0679,0.0049,0.4118,0.5924,0.962,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0906,1.6063,1.2674,7.9706,-0.8637,-10.1004,27.1347,5.2091,23.8168,-2.9557,10.1494,2.4281,1.5582,10.5561,0.3506,15.1752,5.9165,2.4324,14.1844,0.4123,-0.009,0.0089,0.006,-0.9952,-0.6656,0.6688,0.2433,0.8134,0.521,3.343,2.1416,0.6406,0.0592,0.6615,0.2715,11.1754,4.5863,0.4104,0.2076,-0.6481,-0.3712,-3.1224,-1.7884,0.5728,0.7103,0.2631,0.1772,0.3704,0.2495,0.6735,0.3347,0.7551,0.5619,2.2562,1.6791,0.7442,0.0379,21.7031,0.1891,0.1584,-0.0406,0.1931,-0.7028,0.4783,?,?,?,?,?,20.9365,1804.1031,42.4747,147,0,TASCA_SINISTRA_DAVANTI_PANTALONI
