@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.2213,0.6387,0.7992,4.3731,-0.6471,-0.1187,0.2162,0.4649,1.9358,-0.7021,-0.2568,0.2463,0.4963,2.8801,-1.0074,1.0211,0.1876,0.4331,2.3838,0.1537,1.8646,0.862,-0.2167,0.4623,-0.1162,-0.2515,1.719,1.6104,1.8452,0.9368,1.0735,1.1458,2.9548,2.5934,3.4049,0.8777,1.1523,1.3129,2.1517,1.1887,-3.9698,0.5524,-1.845,-3.3397,2.3346,1.8505,0.9426,0.7926,0.4038,0.5094,2.2591,1.5184,1.8345,0.6721,0.812,1.2082,0.0019,1.5296,0.2627,-0.2744,0.3943,-0.0007,0.4637,-0.0493,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
-1.5045,12.7456,3.5701,17.8501,-1.9096,-0.7427,15.6328,3.9538,14.6837,-1.2389,-0.282,8.4966,2.9149,11.8939,-1.1355,5.7752,6.4164,2.5331,12.098,0.0645,2.0257,5.3349,-0.2605,2.6336,-0.1286,-0.0488,0.9029,1.2248,1.4094,1.3564,1.5609,1.1507,0.8153,1.5001,1.9864,1.8399,2.4364,1.3242,1.4418,1.8524,-14.0522,1.2848,-9.7461,-7.586,0.9354,1.1015,0.4744,1.1776,0.5072,0.4307,1.2156,1.5008,1.4755,1.2346,1.2137,0.9831,0.009,8.7381,-0.4374,-0.2525,-0.3665,0.4447,-0.0645,-0.1805,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
-0.0934,2.9482,1.717,7.5414,-1.1479,-1.5425,2.1481,1.4656,6.4619,-2.4665,-0.0794,2.1167,1.4549,8.1881,-1.1293,2.8588,1.4349,1.1979,5.5741,0.051,0.0605,1.1768,-0.0327,19.4354,-0.5396,-0.0278,1.1715,1.1802,1.4334,1.0074,1.2236,1.2146,1.3725,1.3928,2.0547,1.0148,1.4971,1.4752,0.8766,0.9281,-13.4505,1.0588,-15.3445,-14.4927,1.8835,0.913,0.5978,0.4848,0.3174,0.6547,1.167,0.921,1.3529,0.7892,1.1593,1.469,0.016,4.3061,-0.4004,-0.1453,0.0849,-0.3586,-0.6508,0.1709,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
-2.6603,7.9465,2.819,7.6152,-8.3278,-1.9414,2.4649,1.57,5.3965,-18.7357,-1.6349,1.0233,1.0116,4.0273,-205.2,4.1544,7.6948,2.7739,7.6224,0.0745,1.3703,1.6272,-0.6404,1.1874,-0.4673,-0.3935,1.7955,2.7866,1.0162,1.552,0.566,0.3647,3.2238,7.7653,1.0327,2.4087,0.3203,0.133,1.3271,1.6964,-11.0805,1.2783,-8.3494,-6.5318,2.9857,41.8,0.0991,14,0.0332,0.0024,1.4111,1.8909,0.9991,1.34,0.708,0.5284,0.1671,6.5655,0.7445,0.6773,-0.9605,0.7299,-0.8823,-0.7797,125000,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
-0.4559,6.1977,2.4895,14.7071,-2.3121,-0.9164,4.8018,2.1913,8.7833,-1.0645,-0.3858,28.8485,5.3711,19.9843,-0.9027,5.6483,9.1415,3.0235,12.9728,0.1033,0.4975,1.1818,-0.0807,2.3756,-0.1622,-0.0683,1.1361,0.4635,0.8234,0.408,0.7248,1.7764,1.2907,0.2148,0.678,0.1664,0.5253,3.1558,2.267,1.0828,-6.8708,0.4777,-3.0308,-6.3453,1.0437,0.4228,0.3069,0.4051,0.2941,0.726,1.6744,0.7359,1.1337,0.4395,0.6771,1.5405,0.0109,7.9617,0.3793,-0.0912,-0.3524,0.3274,-0.1264,0.3563,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
0.0749,3.3197,1.822,10.4375,-1.7268,-0.8837,2.2654,1.5051,7.1984,-1.3911,0.9067,3.6936,1.9219,9.2341,-0.2473,2.6301,3.9696,1.9924,7.8069,0.0136,-0.0847,0.0826,0.0285,-0.9747,-0.336,0.3447,1.2105,0.948,0.9145,0.7832,0.7554,0.9646,1.4654,0.8988,0.8363,0.6133,0.5707,0.9305,1.5783,3.61,-61.2603,2.2872,-38.8133,-16.9698,1.2714,0.517,0.4836,0.4067,0.3804,0.9354,1.45,1.1303,1.337,0.7795,0.9221,1.1828,0.0127,3.9175,-0.7654,-0.3111,-0.3333,0.1086,-0.1076,0.6387,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
0.1715,3.1747,1.7818,7.4789,-0.5566,0.088,4.3183,2.0781,11.9823,-1.2426,0.3773,5.156,2.2707,10.9162,-0.643,3.1586,2.8521,1.6888,7.1863,0.0643,1.9496,0.4545,0.0543,0.2331,0.0278,0.1195,0.8574,0.7847,1.055,0.9152,1.2305,1.3445,0.7352,0.6157,1.1131,0.8375,1.5141,1.8078,0.4028,0.626,-5.4184,1.5542,-13.4523,-8.6557,0.8993,0.7231,0.6256,0.8042,0.6957,0.8652,0.6242,0.6851,1.0407,1.0977,1.6674,1.519,0.0042,4.6551,0.5263,0.3182,0.1974,0.2903,-0.0587,0.416,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
-0.1632,5.5242,2.3504,12.2301,-0.9262,0.3983,3.7047,1.9248,11.5228,-1.2255,0.267,8.277,2.877,25.8488,-0.6977,3.5916,4.8628,2.2052,15.1278,0.0309,-0.4098,-0.6112,-0.0454,1.4917,0.1109,0.0743,1.2211,0.817,1.0658,0.669,0.8728,1.3046,1.4911,0.6674,1.136,0.4476,0.7618,1.7021,0.9268,0.5536,-12.2081,0.5973,-13.172,-22.0531,1.2263,0.417,0.4068,0.3401,0.3317,0.9754,1.0614,0.4731,0.8084,0.4458,0.7617,1.7087,0.0026,5.4355,0.036,-0.3148,0.0596,-0.1293,0.0554,0.1048,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
0.5871,19.4879,4.4145,25.8075,-0.7726,-0.6706,8.4418,2.9055,14.6059,-1.4199,-0.2145,22.9885,4.7946,34.7819,-0.9534,6.176,13.6151,3.6899,18.5335,0.0489,-0.8756,-2.7376,0.0951,3.1265,-0.1086,-0.0347,1.5194,0.9207,1.1964,0.606,0.7874,1.2994,2.3085,0.8477,1.4313,0.3672,0.62,1.6885,1.3125,0.6626,-11.8112,0.5048,-8.999,-17.8259,2.4121,0.8177,0.7472,0.339,0.3098,0.9138,1.7669,0.742,1.3925,0.4199,0.7881,1.8767,0.0046,9.1332,0.2336,0.092,0.0639,0.0772,-0.0672,-0.0873,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
0.4903,6.2195,2.4939,14.0644,-0.3225,-0.8048,3.2578,1.8049,8.9893,-1.7794,-0.3739,8.1307,2.8514,22.4871,-0.3059,3.831,3.959,1.9897,17.001,0.0538,-0.6093,-1.3115,0.128,2.1525,-0.2101,-0.0976,1.3817,0.8746,1.2534,0.633,0.9071,1.4331,1.9091,0.7649,1.571,0.4007,0.8229,2.0537,0.5959,0.6511,-3.5492,1.0927,-5.956,-5.4509,3.2882,0.6176,0.5919,0.1878,0.18,0.9584,1.5646,0.6254,0.8273,0.3998,0.5288,1.3227,0.0056,5.6029,0.3776,0.0978,0.4196,-0.0553,-0.0756,0.469,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
-0.0025,17.9054,4.2315,32.1505,-0.7984,-0.7457,14.8965,3.8596,23.5831,-0.377,0.423,10.4238,3.2286,21.1038,-0.2937,4.9719,19.2411,4.3865,23.4023,0.0104,0.0034,-0.006,-0.0005,-1.7631,-0.15,0.0851,1.0963,1.3106,0.9647,1.1954,0.8799,0.736,1.202,1.7177,0.9306,1.4291,0.7742,0.5417,2.2105,2.9793,-57.9234,1.3478,-26.2033,-19.4418,1.0438,1.0959,0.7559,1.0498,0.7242,0.6898,1.3633,1.5234,1.3738,1.1175,1.0077,0.9018,0.0046,7.3233,-0.0867,-0.2954,-0.0746,0.4748,0.7182,0.6256,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
0.2069,0.3721,0.61,2.9295,-0.6471,-0.2591,0.1168,0.3418,1.4747,-2.2875,-0.1903,0.3853,0.6208,2.0308,-1.66,0.964,0.0911,0.3019,1.5278,0.1579,-0.7983,-1.0867,0.2146,1.3613,-0.2688,-0.1974,1.7847,0.9827,2.0208,0.5506,1.1323,2.0563,3.1851,0.9657,4.0835,0.3032,1.2821,4.2285,1.1216,0.9081,-4.0166,0.8097,-3.581,-4.4229,3.9649,2.3296,0.9803,0.5876,0.2472,0.4208,1.9865,1.4425,1.9174,0.7262,0.9652,1.3292,0.0021,1.442,0.4006,0.5827,0.1847,0.1145,0.2418,-0.2788,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
0.2068,0.5478,0.7401,3.1022,-0.7055,-0.4865,0.2126,0.4611,1.7403,-2.4614,-0.8401,0.1576,0.397,1.8523,-10.7875,1.33,0.1342,0.3664,1.6279,0.2058,-0.4251,-0.2462,0.1555,0.5791,-0.3658,-0.6316,1.6053,1.8642,2.0201,1.1613,1.2584,1.0836,2.5769,3.4752,4.0806,1.3486,1.5835,1.1742,1.037,0.757,-3.0413,0.73,-2.9329,-4.0175,3.6177,11.5748,0.8873,3.1995,0.2453,0.0767,1.7826,1.6748,1.9056,0.9395,1.069,1.1378,0.0054,2.049,-0.0085,-0.0452,0.307,0.1439,-0.4594,-0.6606,1100,0,0,0,1,?,?,?,?,?,DAVANTI_PANTALONI
-0.3724,6.2902,2.508,11.5591,-0.7604,-0.7307,1.6579,1.2876,5.9793,-2.8654,0.7615,7.8952,2.8098,12.361,-0.5946,3.5299,4.6359,2.1531,7.8518,0.034,0.5096,-0.489,-0.1055,-0.9596,-0.207,0.2157,1.9478,0.8926,1.1648,0.4582,0.598,1.305,3.7941,0.7967,1.3568,0.21,0.3576,1.7031,1.1264,1.0832,-18.0895,0.9616,-16.059,-16.6995,4.2448,0.8471,0.8079,0.1996,0.1903,0.9537,1.9332,0.9351,1.4722,0.4837,0.7615,1.5743,0.0112,5.1612,-0.2782,-0.7135,-0.0315,0.0179,-0.4042,0.2122,1100,0,0,0,1,?,?,?,?,?,DIETRO_PANTALONI
0.1838,6.3178,2.5135,13.0288,-0.5238,-0.8724,3.6516,1.9109,8.9153,-1.2672,0.249,8.1088,2.8476,14.0992,-0.8311,3.9361,3.4424,1.8554,8.2105,0.0965,-0.2107,0.7381,0.0467,-3.5037,-0.2217,0.0633,1.3153,0.8827,1.3547,0.6711,1.0299,1.5348,1.7301,0.7791,1.8352,0.4503,1.0608,2.3555,0.8988,0.6999,-5.107,0.7787,-5.682,-7.297,2.1743,1.1104,0.9409,0.5107,0.4327,0.8473,1.4614,0.9241,1.5868,0.6323,1.0858,1.7172,0.005,6.0007,0.268,0.349,0.339,0.0851,0.0786,0.0765,1100,0,0,0,1,?,?,?,?,?,DIETRO_PANTALONI
0.4514,19.6839,4.4367,18.4203,-0.4753,-1.4379,6.865,2.6201,11.8339,-2.2816,1.5986,9.3543,3.0585,15.7147,-0.243,5.5034,10.4426,3.2315,15.3492,0.0568,-0.314,0.2824,0.082,-0.8995,-0.2613,0.2905,1.6933,1.4506,1.3729,0.8567,0.8108,0.9465,2.8673,2.1043,1.885,0.7339,0.6574,0.8958,0.7213,1.9315,-6.4225,2.678,-8.9045,-3.3251,3.4624,0.9876,0.7673,0.2852,0.2216,0.7769,1.5566,1.1722,1.2001,0.753,0.771,1.0238,0.0117,8.0318,0.4187,0.5338,0.6121,0.2162,-0.0315,0.7704,1100,0,0,0,1,?,?,?,?,?,DIETRO_PANTALONI
0.46,8.1464,2.8542,16.2998,-0.4285,-0.9236,3.1574,1.7769,8.9735,-1.4063,-0.0148,9.2466,3.0408,14.4645,-1.007,3.9474,6.0336,2.4563,12.387,0.0207,-0.498,-31.0728,0.1165,62.3902,-0.234,-0.0038,1.6063,0.9386,1.162,0.5844,0.7234,1.238,2.5801,0.881,1.3502,0.3415,0.5233,1.5325,0.9324,0.6737,-18.6392,0.7226,-19.9915,-27.6661,3.0597,1.5832,0.902,0.5174,0.2948,0.5697,1.8164,1.1269,1.3159,0.6204,0.7244,1.1677,0.0055,5.9057,0.3786,0.6647,0.5535,0.1327,0.1079,0.2325,1100,0,0,0,1,?,?,?,?,?,DIETRO_PANTALONI
-0.1953,0.9367,0.9678,4.8089,-0.7217,0.073,0.4605,0.6786,2.8184,-0.8573,0.1551,0.5398,0.7347,4.1638,-1.1809,1.2703,0.3908,0.6252,2.5793,0.0822,-2.6736,-1.2589,-0.1537,0.4708,0.0575,0.1221,1.4261,1.3173,1.5481,0.9237,1.0855,1.1752,2.0338,1.7354,2.3967,0.8533,1.1784,1.3811,1.5494,0.8941,-8.7275,0.577,-5.6327,-9.7614,1.8406,1.463,0.9939,0.7948,0.54,0.6793,1.7062,1.1549,1.8644,0.6769,1.0927,1.6143,0.0014,1.8816,-0.1968,-0.2386,0.0166,0.3857,0.5141,0.3173,1100,0,0,0,1,?,?,?,?,?,DIETRO_PANTALONI
0.2402,0.5309,0.7286,3.349,-0.4537,-0.2339,0.2844,0.5332,2.1332,-0.9371,-0.0235,0.3258,0.5708,2.0837,-0.4392,1.0299,0.1934,0.4398,1.9853,0.1521,-1.0268,-10.2323,0.2332,9.9649,-0.2271,-0.0228,1.3664,1.2764,1.6568,0.9342,1.2126,1.298,1.8669,1.6292,2.745,0.8727,1.4703,1.6848,1.0129,1.6439,-2.9351,1.6229,-2.8977,-1.7855,2.0919,1.5912,0.9839,0.7607,0.4703,0.6183,1.57,1.6073,1.6869,1.0238,1.0745,1.0495,0.0017,1.5318,-0.213,-0.4343,0.4011,0.5805,0.4486,0.3897,1100,0,0,0,1,?,?,?,?,?,DIETRO_PANTALONI
-0.1899,1.4091,1.1871,6.1274,-0.7114,0.2097,0.5527,0.7435,3.0141,-0.3818,0.5212,0.1946,0.4412,1.9575,-0.1304,1.3013,0.8147,0.9026,3.4734,0.0573,-0.9059,-0.3644,-0.146,0.4022,0.1611,0.4005,1.5967,2.6907,1.3151,1.6852,0.8237,0.4888,2.5494,7.2401,1.7296,2.8399,0.6784,0.2389,3.0581,11.2766,-12.0536,3.6875,-3.9416,-1.0689,1.6415,2.0676,0.9717,1.2596,0.592,0.47,2.0329,3.1301,1.7641,1.5397,0.8678,0.5636,0.0032,1.978,-0.3051,-0.3244,-0.0062,0.6137,0.8128,0.52,1100,0,0,0,1,?,?,?,?,?,DIETRO_PANTALONI
0.0254,3.9674,1.9918,17.9608,-3.9705,0.6881,31.9432,5.6518,35.5691,-0.1849,0.2211,3.637,1.9071,10.9413,-1.1413,4.2479,22.0258,4.6932,32.7066,0.021,0.037,0.115,0.006,3.1126,0.162,0.052,0.3524,1.0444,0.4244,2.9636,1.2043,0.4064,0.1242,1.0908,0.1801,8.7829,1.4503,0.1651,2.5844,2.4603,-20.4893,0.952,-7.9282,-8.3281,0.1204,0.7072,0.1082,5.8747,0.8985,0.153,0.505,1.6416,0.5491,3.2509,1.0875,0.3345,0.0037,5.963,-0.6466,0.4713,-0.6334,-0.3669,0.8736,-0.327,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0927,9.4422,3.0728,16.4388,-1.2724,-0.0343,6.8045,2.6085,11.7085,-0.6895,0.1599,17.8704,4.2273,25.9837,-1.1828,5.26,6.4848,2.5465,14.1222,0.0665,2.7043,-0.5798,-0.0176,-0.2144,-0.0065,0.0304,1.178,0.7269,1.2067,0.6171,1.0244,1.66,1.3876,0.5284,1.456,0.3808,1.0493,2.7557,1.9262,0.6537,-9.1507,0.3394,-4.7506,-13.9977,1.0439,0.6077,0.4782,0.5822,0.4581,0.7869,1.404,0.6327,1.164,0.4506,0.8291,1.8399,0.0009,7.9295,0.5091,0.4512,0.0179,0.2524,0.1424,0.3716,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0997,5.0497,2.2471,12.1321,-1.1615,-0.2449,5.0558,2.2485,8.1944,-0.8291,-0.113,6.9985,2.6455,12.3347,-0.6967,3.8116,2.6583,1.6304,7.6972,0.0423,-0.4069,-0.8815,0.0261,2.1664,-0.0643,-0.0297,0.9994,0.8494,1.3782,0.8499,1.3791,1.6226,0.9988,0.7215,1.8996,0.7224,1.9019,2.6327,1.7552,1.2872,-19.1748,0.7333,-10.9243,-14.8969,1.2528,0.7721,0.6983,0.6163,0.5574,0.9045,1.4805,0.9836,1.5762,0.6643,1.0646,1.6025,0.0015,5.769,0.122,0.3344,0.0979,-0.1575,-0.3192,0.3157,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0254,3.9674,1.9918,17.9608,-3.9705,0.6881,31.9432,5.6518,35.5691,-0.1849,0.2211,3.637,1.9071,10.9413,-1.1413,4.2479,22.0258,4.6932,32.7066,0.021,0.037,0.115,0.006,3.1126,0.162,0.052,0.3524,1.0444,0.4244,2.9636,1.2043,0.4064,0.1242,1.0908,0.1801,8.7829,1.4503,0.1651,2.5844,2.4603,-20.4893,0.952,-7.9282,-8.3281,0.1204,0.7072,0.1082,5.8747,0.8985,0.153,0.505,1.6416,0.5491,3.2509,1.0875,0.3345,0.0037,5.963,-0.6466,0.4713,-0.6334,-0.3669,0.8736,-0.327,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0927,9.4422,3.0728,16.4388,-1.2724,-0.0343,6.8045,2.6085,11.7085,-0.6895,0.1599,17.8704,4.2273,25.9837,-1.1828,5.26,6.4848,2.5465,14.1222,0.0665,2.7043,-0.5798,-0.0176,-0.2144,-0.0065,0.0304,1.178,0.7269,1.2067,0.6171,1.0244,1.66,1.3876,0.5284,1.456,0.3808,1.0493,2.7557,1.9262,0.6537,-9.1507,0.3394,-4.7506,-13.9977,1.0439,0.6077,0.4782,0.5822,0.4581,0.7869,1.404,0.6327,1.164,0.4506,0.8291,1.8399,0.0009,7.9295,0.5091,0.4512,0.0179,0.2524,0.1424,0.3716,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0997,5.0497,2.2471,12.1321,-1.1615,-0.2449,5.0558,2.2485,8.1944,-0.8291,-0.113,6.9985,2.6455,12.3347,-0.6967,3.8116,2.6583,1.6304,7.6972,0.0423,-0.4069,-0.8815,0.0261,2.1664,-0.0643,-0.0297,0.9994,0.8494,1.3782,0.8499,1.3791,1.6226,0.9988,0.7215,1.8996,0.7224,1.9019,2.6327,1.7552,1.2872,-19.1748,0.7333,-10.9243,-14.8969,1.2528,0.7721,0.6983,0.6163,0.5574,0.9045,1.4805,0.9836,1.5762,0.6643,1.0646,1.6025,0.0015,5.769,0.122,0.3344,0.0979,-0.1575,-0.3192,0.3157,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6044,3.6565,1.9122,10.7972,-1.2854,-0.4015,4.3851,2.0941,9.0902,-1.2391,0.4202,2.6683,1.6335,10.6948,-0.7776,3.047,2.1289,1.4591,7.4974,0.02,-1.5054,1.4384,0.1984,-0.9555,-0.1318,0.1379,0.9132,1.1706,1.3106,1.282,1.4352,1.1195,0.8338,1.3704,1.7176,1.6434,2.0598,1.2534,1.2072,1.298,-39.6754,1.0752,-32.8655,-30.5665,1.1637,0.7853,0.6175,0.6748,0.5307,0.7864,1.1878,1.0096,1.4401,0.85,1.2124,1.4265,0.0045,4.4471,0.6583,-0.0787,0.2273,-0.0112,0.1426,0.1555,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.3596,2.4937,1.5791,9.9416,-1.3781,-0.4993,1.9643,1.4015,8.7703,-0.8721,0.3738,3.4328,1.8528,10.9678,-1.1701,2.6373,1.454,1.2058,7.673,0.0793,-0.7204,0.9622,0.1364,-1.3357,-0.1893,0.1417,1.1267,0.8523,1.3096,0.7564,1.1623,1.5365,1.2695,0.7264,1.715,0.5722,1.351,2.3609,1.4101,0.9742,-8.7167,0.6909,-6.1816,-8.9475,0.8924,0.8271,0.5016,0.9269,0.5621,0.6065,1.1335,0.9064,1.2957,0.7996,1.143,1.4294,0.0039,3.937,0.2054,0.1495,0.0194,0.0832,-0.122,0.0853,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0368,1.0742,1.0364,5.9711,-0.3954,0.2311,0.492,0.7014,2.7726,-0.3761,0.3117,0.4328,0.6579,2.2986,-0.6552,1.2362,0.6227,0.7891,4.0513,0.0639,-0.1592,-0.1181,-0.0298,0.7416,0.187,0.2521,1.4776,1.5754,1.3134,1.0662,0.8889,0.8337,2.1833,2.482,1.725,1.1368,0.7901,0.695,2.2328,1.8596,-6.1156,0.8329,-2.7389,-3.2886,2.1239,3.0814,0.9887,1.4508,0.4655,0.3209,2.1536,2.5978,1.4739,1.2062,0.6844,0.5674,0.0022,1.856,-0.2648,-0.5295,0.3707,0.365,0.5345,0.2086,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1361,0.7531,0.8678,5.0106,-0.5024,0.242,0.4022,0.6342,2.3523,-0.3481,0.4133,0.5699,0.7549,2.6274,-0.5084,1.2057,0.5194,0.7207,3.3808,0.0442,-0.5624,-0.3292,-0.1129,0.5854,0.2007,0.3428,1.3683,1.1495,1.2041,0.8401,0.88,1.0475,1.8723,1.3214,1.4499,0.7058,0.7744,1.0972,2.7587,1.8921,-10.7139,0.6858,-3.8836,-5.6626,1.9112,1.9147,0.9429,1.0018,0.4933,0.4924,2.13,1.9071,1.4821,0.8953,0.6958,0.7772,0.0027,1.8181,0.1619,-0.3788,0.2451,0.161,0.7302,0.4711,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_ALTA
0.1105,5.9443,2.4381,16.1947,-0.6451,-1.8803,8.3011,2.8812,10.479,-3.4515,0.5849,7.8565,2.8029,10.685,-0.8908,4.412,6.5263,2.5547,10.279,0.0675,-0.0588,0.189,0.0251,-3.2148,-0.4262,0.1326,0.8462,0.8698,0.9544,1.0279,1.1278,1.0972,0.7161,0.7566,0.9108,1.0566,1.2719,1.2038,0.7816,1.2615,-8.5369,1.614,-10.9219,-6.7671,4.1817,1.742,0.893,0.4166,0.2136,0.5127,1.5454,1.5156,1.5755,0.9807,1.0195,1.0395,0.0103,6.4946,0.123,0.1826,0.2241,-0.2666,-0.7449,0.5827,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA_BASSA
