@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.9567,3.9631,1.9907,7.4812,-0.2305,2.7348,10.8366,3.2919,10.9414,-0.8944,8.1324,6.6559,2.5799,11.2799,0.2172,9.3601,8.3754,2.894,12.0184,0.2105,0.3498,0.1176,0.1022,0.3363,0.2922,0.8688,0.6047,0.7716,0.6879,1.276,1.1375,0.8915,0.3657,0.5954,0.4732,1.6281,1.2939,0.7947,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0526,0.4219,0.3994,0.4008,0.3794,0.9467,0.6837,0.6632,0.6225,0.97,0.9104,0.9386,0.0863,13.5755,-0.8345,0.4661,0.4923,-0.0128,-0.0417,0.9831,1100,0,0,0,1,SINISTRA_PANTALONI
0.3575,6.849,2.6171,19.0168,-0.4589,-5.6024,21.9949,4.6899,22.8625,-3.136,9.632,6.1646,2.4829,16.5764,0.0689,12.1022,12.8345,3.5825,17.7273,0.2398,-0.0638,0.0371,0.0295,-0.5817,-0.4629,0.7959,0.558,1.054,0.7305,1.8889,1.3091,0.693,0.3114,1.111,0.5336,3.5679,1.7137,0.4803,0.3451,-4.8752,-1.0696,-14.1275,-3.0997,0.2194,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8318,1.1472,1.0727,1.3792,1.2897,0.9351,0.0569,17.4745,-0.3111,0.3069,0.4667,-0.3966,-0.8249,0.7687,1100,0,0,0,1,SINISTRA_PANTALONI
-0.3231,1.7379,1.3183,8.5005,-1.3251,4.6177,11.8424,3.4413,13.5046,-0.3896,9.841,5.8126,2.4109,11.7745,0.3225,11.4369,6.865,2.6201,13.0922,0.324,-0.07,-0.0328,-0.0283,0.4692,0.4038,0.8605,0.3831,0.5468,0.5031,1.4274,1.3134,0.9202,0.1468,0.299,0.2532,2.0374,1.725,0.8467,1.2794,-0.8643,-0.7721,-0.6755,-0.6035,0.8933,0.3762,0.2104,0.1888,0.5592,0.5018,0.8974,0.6294,0.7219,0.6493,1.1469,1.0315,0.8994,0.0582,15.9526,0.3677,-0.1728,-0.097,0.2135,0.5571,0.9044,1100,0,0,0,1,SINISTRA_PANTALONI
-0.1773,0.0155,0.1245,0.6036,-4.7402,13.0637,0.0209,0.1445,0.6794,0.9493,9.8536,0.0107,0.1036,0.5014,0.9504,16.3647,0.0293,0.1712,0.7737,0.9538,-0.0136,-0.018,-0.0108,1.3258,0.7983,0.6021,0.8613,1.2012,0.7271,1.3946,0.8442,0.6053,0.7419,1.4429,0.5287,1.945,0.7127,0.3664,-0.0392,-0.0519,-0.0312,1.3238,0.7965,0.6017,0.0078,0.0104,0.0063,1.3254,0.8003,0.6038,0.8884,1.2038,0.7801,1.355,0.8781,0.6481,0.087,23.1002,-0.5437,-0.2277,-0.4582,0.8175,0.9761,0.9199,1100,0,0,0,1,SINISTRA_PANTALONI
0.2322,0.0159,0.1263,0.5843,-0.0514,7.0291,0.0863,0.2938,1.3767,0.8175,9.8746,0.0029,0.0539,0.358,0.9643,12.1261,0.0308,0.1755,0.8069,0.9351,0.033,0.0235,0.0192,0.7118,0.5797,0.8143,0.4297,2.3434,0.7193,5.4534,1.6739,0.3069,0.1846,5.4913,0.5174,29.7396,2.802,0.0942,-0.0046,-0.003,-0.0025,0.638,0.5304,0.8315,0.0737,0.0554,0.0447,0.7525,0.6067,0.8063,0.4245,1.6322,0.7241,3.8454,1.7061,0.4437,0.0625,17.1366,-0.347,-0.1098,-0.3482,0.0602,0.9681,0.3114,1100,0,0,0,1,SINISTRA_PANTALONI
-0.4092,3.8844,1.9709,9.0794,-1.0457,3.9061,6.6207,2.5731,13.018,-0.3865,9.8795,5.6463,2.3762,10.904,0.2933,11.0794,6.4273,2.5352,10.7404,0.3742,-0.1047,-0.0414,-0.0369,0.3954,0.3526,0.8917,0.766,0.8294,0.7774,1.0829,1.0149,0.9373,0.5867,0.688,0.6044,1.1726,1.0301,0.8785,1.2789,-1.0258,-0.7227,-0.8021,-0.5651,0.7045,0.4727,0.2877,0.2586,0.6085,0.5471,0.899,0.6975,0.8327,0.8454,1.1939,1.2121,1.0152,0.0557,15.5012,0.1596,-0.6185,-0.5069,0.2865,0.5511,0.9356,1100,0,0,0,1,SINISTRA_PANTALONI
0.1254,11.6237,3.4093,14.3253,-0.988,0.027,18.0948,4.2538,17.2404,-0.9501,9.1429,11.5717,3.4017,16.7876,0.1206,10.6291,11.9211,3.4527,16.5712,0.1874,4.647,0.0137,0.0118,0.003,0.0025,0.8602,0.8015,1.0022,0.9874,1.2505,1.232,0.9852,0.6424,1.0045,0.975,1.5637,1.5179,0.9707,0.8476,-3.0928,-1.8631,-3.6489,-2.1981,0.6024,0.8151,0.3775,0.3534,0.4631,0.4335,0.9361,0.8309,0.8533,0.8645,1.027,1.0404,1.0131,0.0479,15.4104,-0.6138,0.2525,0.3622,-0.0453,-0.2401,0.9452,1100,0,0,0,1,SINISTRA_PANTALONI
0.8775,6.9798,2.6419,14.4062,-0.948,0.4712,28.3044,5.3202,21.6525,-0.5905,9.3117,13.0881,3.6177,13.6943,0.2304,10.8711,17.891,4.2298,14.1605,0.2525,1.8623,0.0942,0.0807,0.0506,0.0433,0.8566,0.4966,0.7303,0.6246,1.4706,1.2578,0.8553,0.2466,0.5333,0.3901,2.1626,1.5821,0.7315,0.8721,-1.71,-1.466,-1.9609,-1.681,0.8573,0.5432,0.4156,0.3904,0.7651,0.7187,0.9394,0.6653,1.052,1.0174,1.5811,1.5291,0.9671,0.049,15.6173,-0.6469,0.4443,0.467,0.0875,0.0985,0.9567,1100,0,0,0,1,SINISTRA_PANTALONI
0.936,13.506,3.675,17.8617,-1.0159,-1.0737,27.3476,5.2295,21.5678,-1.2726,8.989,15.1081,3.8869,17.7572,0.163,10.9843,18.139,4.259,17.6098,0.1806,-0.8717,0.1041,0.0852,-0.1194,-0.0978,0.8184,0.7028,0.9455,0.8629,1.3454,1.2279,0.9126,0.4939,0.894,0.7446,1.8101,1.5077,0.8329,0.7453,-2.6033,-2.3194,-3.4929,-3.112,0.8909,0.9336,0.4176,0.4123,0.4473,0.4416,0.9872,0.8282,1.0059,1.0143,1.2146,1.2248,1.0084,0.0477,16.0457,-0.6184,0.1668,0.4166,0.1293,-0.2063,0.8669,1100,0,0,0,1,SINISTRA_PANTALONI
0.552,12.2662,3.5023,17.6006,-1.163,-2.5513,9.9521,3.1547,23.7188,-0.7319,10.6529,16.8471,4.1045,33.501,0.0985,11.8419,19.1339,4.3742,34.5743,0.1271,-0.2164,0.0518,0.0466,-0.2395,-0.2155,0.8996,1.1102,0.8533,0.8007,0.7686,0.7212,0.9383,1.2325,0.7281,0.6411,0.5907,0.5201,0.8805,0.9441,-2.5857,-1.8805,-2.7388,-1.9918,0.7273,0.5942,0.219,0.2055,0.3685,0.3458,0.9382,0.7421,0.5254,0.5091,0.708,0.686,0.969,0.0577,16.541,-0.265,-0.1689,-0.1683,0.1439,-0.0118,0.956,1100,0,0,0,1,SINISTRA_PANTALONI
0.3946,7.3732,2.7154,14.008,-0.5804,3.4288,18.5539,4.3074,16.2602,-0.4502,10.3365,11.2451,3.3534,20.8394,-0.0185,12.028,11.2546,3.3548,14.9475,0.2782,0.1151,0.0382,0.0328,0.3317,0.2851,0.8594,0.6304,0.8097,0.8094,1.2845,1.284,0.9996,0.3974,0.6557,0.6551,1.65,1.6486,0.9992,1.0192,13.5915,-0.8931,13.3349,-0.8763,-0.0657,0.7905,0.4332,0.428,0.548,0.5415,0.9881,0.8615,0.6722,0.9371,0.7803,1.0878,1.3942,0.0577,16.9186,0.3499,-0.3549,-0.0509,0.0682,0.4076,0.8851,1100,0,0,0,1,SINISTRA_PANTALONI
-0.6687,2.4974,1.5803,8.7072,-1.3396,1.6343,6.5521,2.5597,10.7361,-0.7706,10.2881,7.765,2.7866,12.1784,0.3226,10.9202,6.5284,2.5551,12.3928,0.3347,-0.4092,-0.065,-0.0612,0.1589,0.1497,0.9421,0.6174,0.5671,0.6185,0.9186,1.0018,1.0906,0.3812,0.3216,0.3825,0.8438,1.0036,1.1894,1.067,-0.8597,-0.7996,-0.8057,-0.7494,0.9301,0.6138,0.207,0.1998,0.3373,0.3255,0.9651,0.811,0.715,0.7026,0.8816,0.8663,0.9827,0.0533,14.1775,0.5183,-0.1341,-0.1079,-0.0548,0.0277,0.9818,1100,0,0,0,1,SINISTRA_PANTALONI
0.1442,0.009,0.0948,0.5027,-0.2674,4.6238,0.0355,0.1885,1.2385,0.7692,9.9779,0.0103,0.1015,0.582,0.9435,10.9999,0.0159,0.1259,0.707,0.9379,0.0312,0.0145,0.0131,0.4634,0.4203,0.9071,0.5033,0.9342,0.7532,1.8564,1.4967,0.8062,0.2533,0.8728,0.5673,3.4462,2.24,0.65,-0.0257,-0.0109,-0.0099,0.4248,0.3867,0.9102,0.0739,0.0385,0.0349,0.5211,0.4715,0.9048,0.4059,0.8639,0.711,2.1282,1.7517,0.8231,0.0564,14.7513,-0.2426,0.5625,0.2714,0.0564,0.6749,0.7776,1100,0,0,0,1,SINISTRA_PANTALONI
0.184,0.0208,0.1441,0.939,-0.59,5.3939,0.4159,0.6449,2.4456,0.6371,9.9074,0.0357,0.1889,1.0215,0.902,11.2968,0.1407,0.3752,1.6923,0.8621,0.0341,0.0186,0.0163,0.5444,0.4775,0.877,0.2234,0.7627,0.3841,3.4139,1.7191,0.5036,0.0499,0.5817,0.1475,11.6547,2.9553,0.2536,-0.0812,-0.0371,-0.0329,0.4566,0.4057,0.8884,0.0876,0.0567,0.0481,0.6465,0.549,0.8491,0.3839,0.9192,0.5549,2.3941,1.4452,0.6036,0.0585,15.4992,0.0597,0.3088,0.1952,0.1225,0.8916,0.5574,1100,0,0,0,1,SINISTRA_PANTALONI
0.2383,0.0162,0.1271,0.6981,-0.1687,4.7987,0.105,0.3241,1.7674,0.6759,9.9809,0.0606,0.2463,1.7692,0.8366,11.0834,0.0438,0.2094,1.2241,0.896,0.0497,0.0239,0.0215,0.4808,0.433,0.9005,0.3924,0.5163,0.6073,1.316,1.5479,1.1762,0.1539,0.2666,0.3688,1.7318,2.396,1.3835,-0.0273,-0.0111,-0.0096,0.4068,0.3493,0.8588,0.1095,0.0552,0.0507,0.5036,0.4631,0.9197,0.395,0.3945,0.5703,0.9989,1.4438,1.4453,0.0629,15.0206,-0.4608,0.6901,0.4431,-0.3942,0.2322,0.8011,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0432,5.5045,2.3462,19.0282,-1.1697,2.8557,14.0933,3.7541,19.3433,-0.405,9.43,5.4391,2.3322,14.4986,0.1341,10.7174,7.2556,2.6936,14.4959,0.2155,-0.0151,-0.0046,-0.004,0.3028,0.2665,0.8799,0.625,1.006,0.871,1.6097,1.3937,0.8658,0.3906,1.012,0.7587,2.5911,1.9424,0.7496,1.8398,-4.5673,-2.577,-2.4826,-1.4007,0.5642,0.637,0.5237,0.4746,0.8222,0.7451,0.9063,0.9837,1.3124,1.3127,1.3341,1.3344,1.0002,0.0508,14.5592,-0.2755,0.0762,-0.2132,-0.0632,0.4202,0.8107,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.0273,3.5179,1.8756,12.2322,-1.3353,1.4754,14.4055,3.7955,17.7562,-0.4021,9.4985,3.3592,1.8328,9.2885,0.3238,10.5017,3.3963,1.8429,8.8944,0.4296,0.0185,0.0029,0.0026,0.1553,0.1405,0.9045,0.4942,1.0234,1.0177,2.0709,2.0595,0.9945,0.2442,1.0473,1.0358,4.2884,4.2415,0.9891,1.3736,-1.5724,-1.0443,-1.1447,-0.7602,0.6641,0.4136,0.3813,0.3359,0.9219,0.8122,0.881,0.6889,1.3169,1.3753,1.9116,1.9963,1.0443,0.0498,13.2274,-0.0965,0.5453,0.2787,-0.2486,0.574,0.5116,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.0375,4.9535,2.2256,14.6297,-1.6513,3.6562,20.4043,4.5171,18.9724,-0.2356,9.5775,7.2093,2.685,10.4684,0.3285,11.2344,11.4523,3.3841,14.7561,0.2848,-0.0103,-0.0039,-0.0033,0.3818,0.3254,0.8525,0.4927,0.8289,0.6577,1.6823,1.3348,0.7934,0.2428,0.6871,0.4325,2.8303,1.7817,0.6295,2.5188,-1.779,-1.5505,-0.7063,-0.6156,0.8716,0.3594,0.3539,0.2674,0.9849,0.7442,0.7556,0.7711,1.3975,0.9914,1.8123,1.2857,0.7094,0.0523,15.1399,-0.2108,0.2549,-0.0149,0.0025,0.6027,0.7467,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.0432,5.5045,2.3462,19.0282,-1.1697,2.8557,14.0933,3.7541,19.3433,-0.405,9.43,5.4391,2.3322,14.4986,0.1341,10.7174,7.2556,2.6936,14.4959,0.2155,-0.0151,-0.0046,-0.004,0.3028,0.2665,0.8799,0.625,1.006,0.871,1.6097,1.3937,0.8658,0.3906,1.012,0.7587,2.5911,1.9424,0.7496,1.8398,-4.5673,-2.577,-2.4826,-1.4007,0.5642,0.637,0.5237,0.4746,0.8222,0.7451,0.9063,0.9837,1.3124,1.3127,1.3341,1.3344,1.0002,0.0508,14.5592,-0.2755,0.0762,-0.2132,-0.0632,0.4202,0.8107,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.0273,3.5179,1.8756,12.2322,-1.3353,1.4754,14.4055,3.7955,17.7562,-0.4021,9.4985,3.3592,1.8328,9.2885,0.3238,10.5017,3.3963,1.8429,8.8944,0.4296,0.0185,0.0029,0.0026,0.1553,0.1405,0.9045,0.4942,1.0234,1.0177,2.0709,2.0595,0.9945,0.2442,1.0473,1.0358,4.2884,4.2415,0.9891,1.3736,-1.5724,-1.0443,-1.1447,-0.7602,0.6641,0.4136,0.3813,0.3359,0.9219,0.8122,0.881,0.6889,1.3169,1.3753,1.9116,1.9963,1.0443,0.0498,13.2274,-0.0965,0.5453,0.2787,-0.2486,0.574,0.5116,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.0375,4.9535,2.2256,14.6297,-1.6513,3.6562,20.4043,4.5171,18.9724,-0.2356,9.5775,7.2093,2.685,10.4684,0.3285,11.2344,11.4523,3.3841,14.7561,0.2848,-0.0103,-0.0039,-0.0033,0.3818,0.3254,0.8525,0.4927,0.8289,0.6577,1.6823,1.3348,0.7934,0.2428,0.6871,0.4325,2.8303,1.7817,0.6295,2.5188,-1.779,-1.5505,-0.7063,-0.6156,0.8716,0.3594,0.3539,0.2674,0.9849,0.7442,0.7556,0.7711,1.3975,0.9914,1.8123,1.2857,0.7094,0.0523,15.1399,-0.2108,0.2549,-0.0149,0.0025,0.6027,0.7467,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.1706,3.8498,1.9621,18.7377,-3.0352,4.1022,22.2548,4.7175,28.1715,-0.0683,9.882,2.5394,1.5936,10.2094,0.3964,11.4,13.1962,3.6327,24.0686,0.2431,-0.0416,-0.0173,-0.015,0.4151,0.3598,0.8668,0.4159,1.2313,0.5401,2.9603,1.2986,0.4387,0.173,1.516,0.2917,8.7637,1.6865,0.1924,7.8257,-2.1018,-1.8229,-0.2686,-0.2329,0.8673,0.1761,0.2745,0.146,1.559,0.8293,0.5319,0.6651,1.8353,0.7785,2.7594,1.1705,0.4242,0.0552,15.5051,-0.7328,-0.2564,-0.6859,0.3082,0.8229,0.7469,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.1289,2.9969,1.7312,8.4116,-1.1553,4.4088,7.9303,2.8161,14.7756,-0.2342,9.8144,2.2836,1.5112,9.6742,0.3045,11.1736,4.1394,2.0345,10.3189,0.4052,-0.0292,-0.0131,-0.0115,0.4492,0.3946,0.8784,0.6147,1.1456,0.8509,1.8635,1.3841,0.7427,0.3779,1.3124,0.724,3.4727,1.9158,0.5517,1.6084,-1.0646,-0.6415,-0.6619,-0.3988,0.6025,0.326,0.2806,0.225,0.8607,0.6901,0.8018,0.5693,0.8695,0.8152,1.5273,1.4319,0.9375,0.0572,15.6098,-0.7998,-0.036,-0.498,0.195,0.7241,0.7665,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.0995,0.0071,0.0844,0.4366,-0.5998,5.5027,0.036,0.1898,1.0324,0.829,9.9454,0.0088,0.0937,0.4476,0.956,11.3682,0.0173,0.1314,0.68,0.9418,0.0181,0.01,0.0088,0.5533,0.484,0.8748,0.4446,0.9003,0.6421,2.0249,1.4441,0.7132,0.1977,0.8106,0.4123,4.1002,2.0854,0.5086,-0.0327,-0.0168,-0.0149,0.5149,0.4547,0.8832,0.0452,0.0268,0.0234,0.5937,0.5166,0.8701,0.4229,0.9753,0.642,2.3064,1.5181,0.6582,0.0618,15.5587,-0.0961,0.6443,0.3395,0.1366,0.7824,0.7222,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.114,0.0061,0.0781,0.3824,-0.2135,5.9163,0.0166,0.1287,0.6004,0.9042,9.9449,0.0061,0.0782,0.4192,0.9586,11.5732,0.008,0.0894,0.409,0.9652,0.0193,0.0115,0.0098,0.5949,0.5112,0.8593,0.6067,0.9987,0.873,1.6461,1.439,0.8741,0.3681,0.9974,0.7621,2.7098,2.0706,0.7641,-0.0119,-0.0069,-0.0059,0.5836,0.4997,0.8564,0.0503,0.0311,0.0268,0.6187,0.5334,0.8622,0.637,0.9123,0.935,1.4322,1.4679,1.0249,0.0606,15.9801,-0.5418,0.4888,-0.0233,-0.0986,0.6553,0.6834,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.9691,5.2191,2.2845,13.9706,-1.1544,-3.0709,65.19,8.074,30.0334,-4.4535,9.8594,13.9674,3.7373,17.8247,0.1324,12.4201,37.6958,6.1397,28.4614,0.1005,-0.3156,0.0983,0.078,-0.3115,-0.2472,0.7938,0.2829,0.6113,0.3721,2.1604,1.3151,0.6087,0.0801,0.3737,0.1385,4.6673,1.7294,0.3705,0.3052,-2.752,-2.3528,-9.0163,-7.7086,0.855,1.1775,0.3156,0.2049,0.2681,0.174,0.6493,0.4652,0.7838,0.4909,1.6849,1.0552,0.6263,0.0543,17.36,0.0574,-0.1285,-0.0235,-0.5357,-0.8615,0.8484,1100,0,0,0,1,TASCA_GIACCA_BASSA
1.5662,9.0136,3.0023,16.6464,-0.6115,-1.6668,48.5172,6.9654,32.6871,-5.0621,9.557,16.0842,4.0105,22.2655,0.0359,11.6031,35.55,5.9624,32.0094,0.0997,-0.9397,0.1639,0.135,-0.1744,-0.1437,0.8237,0.431,0.7486,0.5035,1.7368,1.1682,0.6726,0.1858,0.5604,0.2535,3.0164,1.3648,0.4524,0.2314,-7.6182,-1.7819,-32.9181,-7.6998,0.2339,1.9157,0.4473,0.2905,0.2335,0.1517,0.6496,0.5093,0.7476,0.52,1.4681,1.0212,0.6956,0.0517,16.023,-0.2164,-0.1037,0.1787,-0.5552,-0.844,0.8629,1100,0,0,0,1,TASCA_GIACCA_BASSA
0.9691,5.2191,2.2845,13.9706,-1.1544,-3.0709,65.19,8.074,30.0334,-4.4535,9.8594,13.9674,3.7373,17.8247,0.1324,12.4201,37.6958,6.1397,28.4614,0.1005,-0.3156,0.0983,0.078,-0.3115,-0.2472,0.7938,0.2829,0.6113,0.3721,2.1604,1.3151,0.6087,0.0801,0.3737,0.1385,4.6673,1.7294,0.3705,0.3052,-2.752,-2.3528,-9.0163,-7.7086,0.855,1.1775,0.3156,0.2049,0.2681,0.174,0.6493,0.4652,0.7838,0.4909,1.6849,1.0552,0.6263,0.0543,17.36,0.0574,-0.1285,-0.0235,-0.5357,-0.8615,0.8484,1100,0,0,0,1,TASCA_GIACCA_BASSA
1.5662,9.0136,3.0023,16.6464,-0.6115,-1.6668,48.5172,6.9654,32.6871,-5.0621,9.557,16.0842,4.0105,22.2655,0.0359,11.6031,35.55,5.9624,32.0094,0.0997,-0.9397,0.1639,0.135,-0.1744,-0.1437,0.8237,0.431,0.7486,0.5035,1.7368,1.1682,0.6726,0.1858,0.5604,0.2535,3.0164,1.3648,0.4524,0.2314,-7.6182,-1.7819,-32.9181,-7.6998,0.2339,1.9157,0.4473,0.2905,0.2335,0.1517,0.6496,0.5093,0.7476,0.52,1.4681,1.0212,0.6956,0.0517,16.023,-0.2164,-0.1037,0.1787,-0.5552,-0.844,0.8629,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.2972,12.3673,3.5167,19.8121,-1.4379,-4.232,41.5904,6.4491,25.5691,-2.848,9.5972,22.0555,4.6963,26.5398,-0.2119,12.5597,28.372,5.3265,26.3625,0.0827,0.0702,-0.031,-0.0237,-0.441,-0.337,0.7641,0.5453,0.7488,0.6602,1.3732,1.2107,0.8817,0.2974,0.5607,0.4359,1.8857,1.4659,0.7774,0.6175,2.5184,-4.9143,4.0784,-7.9585,-1.9514,1.223,0.3711,0.2828,0.3034,0.2312,0.762,0.7748,0.7465,0.7515,0.9634,0.9699,1.0067,0.0533,18.4637,-0.0079,0.6997,0.3333,-0.2489,-0.6722,0.7214,1100,0,0,0,1,TASCA_GIACCA_BASSA
