@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.2696,0.4639,0.6811,2.6876,-0.1961,-0.2441,0.4182,0.6467,2.8045,-3.6936,0.038,0.048,0.2191,1.1687,-0.5854,0.6484,0.6434,0.8021,3.0621,0.0112,-1.1046,7.0956,0.4158,-6.4235,-0.3764,0.0586,1.0533,3.1086,0.8492,2.9514,0.8062,0.2732,1.1094,9.6633,0.7211,8.7107,0.65,0.0746,0.1997,1.0211,-12.7472,5.1142,-63.8445,-12.4838,3.7607,3.0482,0.7256,0.8105,0.193,0.2381,0.9583,2.2997,0.8777,2.3996,0.9159,0.3817,0.0026,0.9914,-0.9638,0.369,0.9536,-0.1135,-0.9168,0.3566,0.6914,0,0.003,0.0128,0.9816,-0.1189,0.0006,0.0253,0.1484,?,0.5785,0.0001,0.0097,0.0297,0.9498,-5.8167,1.1952,-0.2055,0.1188,0.3092,2.6025,0.0141,0.0956,6.773,-4.603,1.213,-0.2635,0,1.1737,0,0.0862,0.43,4.9901,0.0064,1.3888,-0.9019,-0.5532,0.6671,TASCA_SINISTRA_DIETRO_PANTALONI
0.0488,2.2504,1.5001,10.16,-1.5283,1.6686,10.9239,3.3051,18.2298,-0.3575,0.1145,2.3696,1.5394,7.0745,-0.709,3.3916,6.8406,2.6154,13.8965,0.0076,0.0292,0.4261,0.0144,14.5746,0.492,0.0338,0.4539,0.9745,0.5736,2.1471,1.2637,0.5886,0.206,0.9497,0.329,4.61,1.5969,0.3464,1.2792,2.0926,-57.7438,1.6358,-45.1395,-27.5948,0.2992,0.9708,0.287,3.2441,0.959,0.2956,0.5573,1.4362,0.7311,2.5769,1.3118,0.5091,0.0115,4.8791,-0.0662,0.4212,-0.1964,0.4817,0.719,0.2856,0.3852,0.0171,0.1306,0.3823,0.4167,0.0045,0.0053,0.0728,0.2162,-1.9924,0.2042,0.0062,0.0787,0.2382,0.1207,86.4208,1.8867,0.0218,1.7937,1.6608,0.9259,3.2173,2.7583,0.8573,-1.8973,8.3472,-4.3995,9.0721,2.4189,0.2666,1.7684,1.6047,0.9074,0.003,0.6567,-0.9773,-0.9236,0.9207,TASCA_GIACCA
0.158,2.4188,1.5552,9.3617,-1.2438,1.8641,5.8042,2.4092,12.0567,-0.61,0.2088,1.4311,1.1963,6.6448,-0.6854,2.905,4.7589,2.1815,7.7204,0.0048,0.0847,0.7566,0.0544,8.9297,0.6417,0.0719,0.6455,1.3,0.7129,2.0139,1.1044,0.5484,0.4167,1.6901,0.5083,4.0557,1.2196,0.3007,1.136,1.9204,-139.149,1.6906,-122.4932,-72.4573,0.5572,1.0583,0.5378,1.8994,0.9653,0.5082,0.7765,1.4089,1.2126,1.8145,1.5617,0.8607,0.0129,4.1906,-0.19,0.298,-0.1992,0.4075,0.8221,0.2953,0.4291,0.0165,0.1284,0.3821,0.4366,-0.0254,0.008,0.0892,0.2224,-1.671,0.2177,0.0084,0.0916,0.2906,0.0393,-16.9106,1.9711,-0.1166,1.4395,1.4008,0.9731,2.0721,1.9623,0.947,-2.1282,24.9383,-11.7181,8.1447,2.242,0.2753,1.7178,1.3147,0.7653,0.0033,0.7318,-0.9348,-0.8735,0.883,TASCA_GIACCA
-0.0735,3.906,1.9764,12.0488,-2.3133,1.4016,10.6673,3.2661,14.2557,-0.499,-0.0449,2.5918,1.6099,7.9166,-0.9722,3.6444,5.8553,2.4198,9.588,0.0124,-0.0525,1.639,-0.0202,-31.248,0.3846,-0.0123,0.6051,1.2276,0.8168,2.0287,1.3497,0.6653,0.3662,1.5071,0.6671,4.1158,1.8218,0.4426,1.7728,2.1556,-69.6193,1.216,-39.2715,-32.2967,0.3824,0.9059,0.3746,2.3693,0.9796,0.4134,0.8452,1.522,1.2567,1.8007,1.4868,0.8257,0.0097,5.2446,-0.0436,0.445,-0.3493,0.3666,0.609,-0.0521,0.413,0.012,0.1097,0.3342,0.4928,0.0258,0.0057,0.0753,0.2074,-1.2959,0.2425,0.0068,0.0822,0.2768,0.0703,15.9976,1.7036,0.1065,1.4559,1.3336,0.916,2.1195,1.7784,0.8391,-2.7741,15.5134,-5.5923,7.2951,2.2134,0.3034,1.6116,1.2075,0.7493,0.0033,0.7285,-0.9844,-0.9158,0.9202,TASCA_GIACCA
0.0488,2.2504,1.5001,10.16,-1.5283,1.6686,10.9239,3.3051,18.2298,-0.3575,0.1145,2.3696,1.5394,7.0745,-0.709,3.3916,6.8406,2.6154,13.8965,0.0076,0.0292,0.4261,0.0144,14.5746,0.492,0.0338,0.4539,0.9745,0.5736,2.1471,1.2637,0.5886,0.206,0.9497,0.329,4.61,1.5969,0.3464,1.2792,2.0926,-57.7438,1.6358,-45.1395,-27.5948,0.2992,0.9708,0.287,3.2441,0.959,0.2956,0.5573,1.4362,0.7311,2.5769,1.3118,0.5091,0.0115,4.8791,-0.0662,0.4212,-0.1964,0.4817,0.719,0.2856,0.3852,0.0171,0.1306,0.3823,0.4167,0.0045,0.0053,0.0728,0.2162,-1.9924,0.2042,0.0062,0.0787,0.2382,0.1207,86.4208,1.8867,0.0218,1.7937,1.6608,0.9259,3.2173,2.7583,0.8573,-1.8973,8.3472,-4.3995,9.0721,2.4189,0.2666,1.7684,1.6047,0.9074,0.003,0.6567,-0.9773,-0.9236,0.9207,TASCA_GIACCA
0.158,2.4188,1.5552,9.3617,-1.2438,1.8641,5.8042,2.4092,12.0567,-0.61,0.2088,1.4311,1.1963,6.6448,-0.6854,2.905,4.7589,2.1815,7.7204,0.0048,0.0847,0.7566,0.0544,8.9297,0.6417,0.0719,0.6455,1.3,0.7129,2.0139,1.1044,0.5484,0.4167,1.6901,0.5083,4.0557,1.2196,0.3007,1.136,1.9204,-139.149,1.6906,-122.4932,-72.4573,0.5572,1.0583,0.5378,1.8994,0.9653,0.5082,0.7765,1.4089,1.2126,1.8145,1.5617,0.8607,0.0129,4.1906,-0.19,0.298,-0.1992,0.4075,0.8221,0.2953,0.4291,0.0165,0.1284,0.3821,0.4366,-0.0254,0.008,0.0892,0.2224,-1.671,0.2177,0.0084,0.0916,0.2906,0.0393,-16.9106,1.9711,-0.1166,1.4395,1.4008,0.9731,2.0721,1.9623,0.947,-2.1282,24.9383,-11.7181,8.1447,2.242,0.2753,1.7178,1.3147,0.7653,0.0033,0.7318,-0.9348,-0.8735,0.883,TASCA_GIACCA
-0.0735,3.906,1.9764,12.0488,-2.3133,1.4016,10.6673,3.2661,14.2557,-0.499,-0.0449,2.5918,1.6099,7.9166,-0.9722,3.6444,5.8553,2.4198,9.588,0.0124,-0.0525,1.639,-0.0202,-31.248,0.3846,-0.0123,0.6051,1.2276,0.8168,2.0287,1.3497,0.6653,0.3662,1.5071,0.6671,4.1158,1.8218,0.4426,1.7728,2.1556,-69.6193,1.216,-39.2715,-32.2967,0.3824,0.9059,0.3746,2.3693,0.9796,0.4134,0.8452,1.522,1.2567,1.8007,1.4868,0.8257,0.0097,5.2446,-0.0436,0.445,-0.3493,0.3666,0.609,-0.0521,0.413,0.012,0.1097,0.3342,0.4928,0.0258,0.0057,0.0753,0.2074,-1.2959,0.2425,0.0068,0.0822,0.2768,0.0703,15.9976,1.7036,0.1065,1.4559,1.3336,0.916,2.1195,1.7784,0.8391,-2.7741,15.5134,-5.5923,7.2951,2.2134,0.3034,1.6116,1.2075,0.7493,0.0033,0.7285,-0.9844,-0.9158,0.9202,TASCA_GIACCA
0.7697,13.2223,3.6362,18.9879,-0.365,0.6375,9.5067,3.0833,11.9149,-0.9795,1.2645,4.0523,2.013,13.4961,-1.0849,5.0256,4.1218,2.0302,15.7414,0.0376,1.2075,0.6087,0.1532,0.5041,0.1268,0.2516,1.1793,1.8064,1.791,1.5317,1.5187,0.9915,1.3908,3.2629,3.2079,2.346,2.3064,0.9831,0.8611,0.7229,-8.2656,0.8395,-9.5986,-11.4337,2.3111,2.149,0.8505,0.9299,0.368,0.3958,1.5936,1.4069,1.2062,0.8828,0.7569,0.8574,0.0114,7.5387,-0.0484,0.0596,0.532,0.2933,0.3084,0.1965,0.5148,0.2085,0.4566,1.6979,-0.9989,-0.1238,0.0393,0.1982,0.7497,-3.6434,-0.5443,0.1386,0.3723,1.3918,-1.3954,-4.1571,-0.9459,0.2275,2.3042,1.2265,0.5323,5.3093,1.5043,0.2833,1.4423,1.0465,0.7256,5.2609,1.462,0.2779,2.2647,1.22,0.5387,0.0054,1.4912,0.279,-0.9052,-0.0244,TASCA_GIACCA
1.3811,6.8813,2.6232,17.6278,-0.3719,0.5014,4.2788,2.0685,9.9551,-0.6251,0.5004,3.4449,1.856,11.0179,-0.8917,3.6427,3.7453,1.9353,13.9492,0.0279,2.7548,2.7599,0.3792,1.0018,0.1376,0.1374,1.2682,1.4133,1.3555,1.1145,1.0688,0.9591,1.6082,1.9975,1.8373,1.2421,1.1424,0.9198,1.248,0.9202,-11.9249,0.7373,-9.5554,-12.9594,2.0975,2.2061,0.8954,1.0518,0.4269,0.4059,1.7707,1.5999,1.2637,0.9035,0.7137,0.7899,0.0106,5.6661,0.358,-0.166,0.5946,0.7128,0.3769,-0.001,0.587,0.0033,0.0575,0.234,0.6588,-0.1388,0.0097,0.0987,0.4501,?,-0.7288,0.0037,0.0611,0.83,?,-4.2284,-0.8055,0.1905,0.583,0.9418,1.6153,0.3399,0.8869,2.6092,-1.0036,-0.5442,0.5422,0,0,1,0.5199,0.2819,0.5422,0.0065,1.4547,-0.6061,0.803,-0.8848,TASCA_GIACCA
0.0167,0.0062,0.0784,0.3882,-1.0632,-0.0395,0.0471,0.2171,1.0223,-0.9556,0.004,0.0051,0.0714,0.4345,-1.3351,0.2134,0.0147,0.1213,0.52,0.0424,-0.4234,4.2152,0.0784,-9.9556,-0.1852,0.0186,0.3613,1.098,0.6468,3.039,1.7901,0.589,0.1305,1.2055,0.4183,9.2356,3.2046,0.347,0.4005,0.8052,-8.6811,2.0107,-21.6783,-10.7816,0.3599,1.0111,0.3465,2.8093,0.9626,0.3427,0.3797,0.8934,0.7465,2.3527,1.9659,0.8356,0.0003,0.2956,-0.3565,0.3519,-0.0781,0.0428,-0.1716,0.0044,0.3465,0,0.004,0.012,0.9661,-0.6062,0,0.0025,0.6102,?,-0.1229,0,0.005,0.1355,?,-0.5716,-2.8201,4.9334,1.6007,0.805,0.5029,2.5622,0.648,0.2529,-0.5587,-2.5154,4.502,0,0,1,0.0196,0.0882,4.502,0.0049,1.0756,0.98,0.8155,0.7936,TASCA_GIACCA
-0.0899,0.0229,0.1513,0.7438,-1.119,0.1213,0.0916,0.3027,1.8641,-0.5493,0.0047,0.0202,0.1421,0.7525,-0.7964,0.3417,0.0407,0.2018,1.1806,0.0223,-0.7405,-18.9998,-0.263,25.6564,0.3551,0.0138,0.4997,1.0647,0.7494,2.1305,1.4997,0.7039,0.2497,1.1335,0.5617,4.5391,2.2491,0.4955,0.5943,1.1773,-14.618,1.981,-24.5971,-12.4162,0.2917,0.8379,0.2907,2.872,0.9964,0.3469,0.399,0.9884,0.63,2.477,1.5789,0.6374,0.0011,0.4873,0.1141,0.4435,-0.0674,0.2329,0.5805,0.0919,0.3727,0.0001,0.0095,0.0266,0.9315,-0.6113,0,0.0017,0.6134,?,-0.0991,0.0005,0.0213,0.1249,?,-0.6097,-3.7592,6.1659,5.5489,0.4434,0.0799,30.79,0.1966,0.0064,-0.5911,-2.904,4.9125,0,0,1,0.0434,0.2134,4.9125,0.0052,1.0831,-0.3487,0.948,-0.1342,TASCA_GIACCA
-0.7519,2.1348,1.4611,8.5257,-8.4152,-0.1193,10.9287,3.3059,17.1726,-0.5055,0.2682,2.1541,1.4677,8.4307,-0.5865,2.7798,8.1417,2.8534,12.6737,0.0065,6.3041,-2.8035,-0.2705,-0.4447,-0.0429,0.0965,0.442,0.9955,0.5121,2.2524,1.1586,0.5144,0.1953,0.9911,0.2622,5.0735,1.3423,0.2646,1.3216,2.4449,-91.6519,1.85,-69.3495,-37.4869,0.0794,0.1704,0.071,2.1466,0.8942,0.4166,0.4965,1.0113,0.6727,2.0369,1.355,0.6652,0.0056,4.0449,-0.2145,-0.6146,-0.6969,0.5635,0.3911,0.5739,0.131,0.0002,0.0153,0.0614,0.5748,0.1131,0.0159,0.1261,0.4111,0.097,0.1609,0.0221,0.1487,0.6207,-1.6227,1.1588,0.8145,0.7028,0.1212,0.1028,0.8483,0.0147,0.0106,0.7196,1.8791,-0.216,-0.115,0.317,0.6099,1.9236,0.1493,0.0989,0.6623,0.0017,0.4539,-0.6497,0.4722,-0.9711,TASCA_GIACCA
