@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.3894,13.1436,3.6254,19.6808,-0.3204,-1.914,14.2927,3.7806,16.8686,-6.6903,0.3383,19.2126,4.3832,21.6284,-0.5722,5.1274,24.2877,4.9283,20.9863,0.0213,-0.2034,1.1508,0.0759,-5.657,-0.3733,0.066,0.959,0.8271,0.7356,0.8625,0.7671,0.8894,0.9196,0.6841,0.5412,0.7439,0.5885,0.791,0.3254,0.6067,-10.4513,1.8642,-32.1159,-17.2276,6.7952,1.0835,0.6951,0.1595,0.1023,0.6415,1.1667,0.91,0.9378,0.7799,0.8038,1.0306,0.0136,7.7258,-0.5058,0.6262,0.7498,-0.3524,-0.799,0.6552,?,?,?,?,?,439.2069,2732.8955,52.2771,216,0.5325,DESTRA_PANTALONI
0.8621,3.926,1.9814,8.7924,-0.2072,-1.9346,6.8271,2.6129,11.2277,-16.6114,-0.7843,10.1592,3.1873,15.8649,-1.0629,3.9356,10.5241,3.2441,11.7376,0.0302,-0.4456,-1.0991,0.219,2.4665,-0.4916,-0.1993,0.7583,0.6216,0.6108,0.8198,0.8054,0.9825,0.5751,0.3864,0.373,0.672,0.6487,0.9653,0.1425,0.1846,-4.1335,1.2956,-29.003,-22.3864,11.424,0.947,0.6018,0.0829,0.0527,0.6354,0.7831,0.5542,0.7491,0.7077,0.9566,1.3516,0.0151,5.7303,-0.4884,0.4684,0.7583,-0.127,-0.8394,0.0543,?,?,?,?,?,6.5416,32.2002,5.6745,22.6253,0.1533,DESTRA_PANTALONI
1.75,4.6555,2.1577,8.2275,-0.3933,-1.3378,1.8942,1.3763,5.6295,-3.064,-0.555,1.141,1.0682,4.402,-1.8405,3.2128,2.5285,1.5901,5.781,0.0614,-1.3081,-3.1532,0.5447,2.4106,-0.4164,-0.1727,1.5677,2.02,1.3569,1.2885,0.8655,0.6717,2.4577,4.0802,1.8412,1.6602,0.7491,0.4512,0.5472,0.8142,-6.1426,1.488,-11.2265,-7.5446,4.263,3.8105,0.9588,0.8938,0.2249,0.2516,1.4615,1.869,1.4232,1.2788,0.9738,0.7615,0.0151,4.6977,0.1842,0.1034,0.6917,-0.2082,-0.395,0.0061,?,?,?,?,?,21.1343,326.7674,18.0767,40.6131,0.0926,DESTRA_PANTALONI
0.006,0.0214,0.1463,0.8104,-0.9151,-0.0598,0.0524,0.2289,1.7587,-1.9722,-0.6909,0.0517,0.2273,1.5744,?,0.7393,0.0598,0.2446,1.7772,0.0502,-0.1009,-0.0087,0.0082,0.0865,-0.0808,-0.9345,0.6392,0.6435,0.5981,1.0068,0.9357,0.9294,0.4086,0.4141,0.3577,1.0136,0.8755,0.8638,0.3318,0.246,-4.1246,0.7412,-12.4295,-16.7693,0.7152,0,0.2262,0,0.3162,0,0.4608,0.5147,0.456,1.117,0.9896,0.8859,0.0046,0.9706,0.2314,0.04,-0.0402,0.3755,-0.4449,-0.9553,?,?,?,?,?,4.1762,0.381,0.6173,6.2178,0.3915,DESTRA_PANTALONI
0.0339,0.649,0.8056,8.6073,-0.4117,-0.0382,1.87,1.3675,11.5875,-0.9859,0.0119,1.4091,1.1871,10.8703,-2.0017,1.1618,2.5811,1.6066,8.8257,0.0043,-0.8877,2.8515,0.0292,-3.2122,-0.0329,0.0102,0.5891,0.6787,0.5014,1.152,0.8512,0.7389,0.3471,0.4606,0.2515,1.3271,0.7245,0.5459,0.4363,0.3463,-65.9529,0.7936,-151.1519,-190.4699,1.045,1.6836,0.6879,1.6112,0.6583,0.4086,0.7428,0.7918,0.9753,1.066,1.3129,1.2317,0.0004,1.7299,-0.1669,-0.2657,0.1742,-0.2045,0.0412,-0.2589,?,?,?,?,?,0,0,0,0,0,DESTRA_PANTALONI
2.5415,18.01,4.2438,17.9952,-0.6544,-0.8217,22.697,4.7641,24.5625,-2.3004,0.0085,25.1611,5.0161,25.7724,-1.0994,6.477,31.0508,5.5723,18.9273,0.0204,-3.0931,299.359,0.3924,-96.7836,-0.1269,0.0013,0.8908,0.846,0.7616,0.9498,0.855,0.9002,0.7935,0.7158,0.58,0.9021,0.731,0.8103,0.4158,0.5274,-18.0589,1.2685,-43.4357,-34.2416,1.4616,0.8861,0.563,0.6062,0.3852,0.6354,0.7326,0.6982,0.9508,0.9531,1.2977,1.3617,0.0194,9.7609,-0.346,0.3409,0.6977,0.1541,-0.493,0.1449,?,?,?,?,?,3.0345,36.585,6.0486,25,0,DESTRA_PANTALONI
0.1841,4.0551,2.0137,9.4968,-0.4143,-0.4089,3.3731,1.8366,8.2947,-1.044,-0.1726,1.5,1.2248,8.4377,-0.6108,2.5459,2.6777,1.6364,8.303,0.0216,-0.4502,-1.0669,0.0723,2.3697,-0.1606,-0.0678,1.0964,1.6442,1.2306,1.4996,1.1224,0.7485,1.2022,2.7033,1.5144,2.2487,1.2597,0.5602,0.6566,0.8695,-15.2081,1.3242,-23.1617,-17.4912,1.6547,1.2819,0.7913,0.7747,0.4782,0.6173,1.1449,1.1255,1.1438,0.983,0.999,1.0162,0.0034,3.7378,0.3937,0.4906,0.4319,0.0184,-0.0825,0.2283,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.6068,8.1222,2.8499,24.1505,-0.2688,-1.0598,3.9612,1.9903,11.5561,-1.7538,-0.1479,4.5097,2.1236,22.0158,-0.4034,3.3046,7.186,2.6807,24.269,0.0163,-0.5726,-4.1023,0.1836,7.1645,-0.3207,-0.0448,1.4319,1.342,1.0631,0.9372,0.7425,0.7922,2.0504,1.801,1.1303,0.8784,0.5512,0.6276,0.6952,0.8085,-12.7253,1.163,-18.3049,-15.7388,4.5358,1.2133,0.7715,0.2675,0.1701,0.6359,2.0898,1.097,0.9951,0.5249,0.4762,0.9072,0.0088,5.0444,0.5148,0.5755,0.2316,0.2757,-0.2036,0.195,?,?,?,?,?,0.5214,0.2495,0.4995,1,0,SINISTRA_PANTALONI
-0.0238,5.5801,2.3622,23.2608,-0.3264,-0.2913,3.0393,1.7434,10.9035,-1.0072,-0.1398,3.3689,1.8355,18.3853,-0.7399,2.6476,5.0835,2.2547,20.3589,0.0059,0.0816,0.17,-0.009,2.0831,-0.11,-0.0528,1.355,1.287,1.0477,0.9498,0.7732,0.8141,1.836,1.6564,1.0977,0.9022,0.5979,0.6627,1.0462,0.7321,-47.6942,0.6998,-45.5882,-65.1468,3.2283,1.6596,0.8563,0.5141,0.2653,0.516,2.1333,1.2652,1.1425,0.5931,0.5356,0.9031,0.0023,3.8981,0.4819,0.3687,0.2743,0.0079,-0.1026,0.0973,?,?,?,?,?,6.1748,13.2631,3.6419,13,0,SINISTRA_PANTALONI
0.414,8.5581,2.9254,18.8919,-0.4178,-1.5194,4.89,2.2113,9.5327,-1.917,0.2933,7.7088,2.7765,14.5325,-0.7261,4.2843,5.3681,2.3169,15.3343,0.046,-0.2725,1.4113,0.0966,-5.1796,-0.3547,0.0685,1.3229,1.0536,1.2626,0.7965,0.9544,1.1983,1.7501,1.1102,1.5942,0.6343,0.9109,1.436,0.8886,0.9106,-7.5374,1.0248,-8.4823,-8.2774,4.0774,1.5827,0.829,0.3882,0.2033,0.5238,1.9818,1.3,1.232,0.656,0.6217,0.9477,0.0114,6.5058,-0.0614,0.461,0.4664,-0.0574,-0.3238,0.2015,?,?,?,?,?,1.7071,0.2928,0.5411,2,0.3333,SINISTRA_PANTALONI
0.7748,9.9607,3.1561,21.551,-0.3679,-0.9204,4.6425,2.1547,12.2517,-0.8937,-0.0265,7.9206,2.8144,15.8799,-0.7156,4.1126,7.0585,2.6568,16.8903,0.042,-0.8418,-29.2033,0.1884,34.6918,-0.2238,-0.0065,1.4648,1.1214,1.1879,0.7656,0.811,1.0593,2.1455,1.2576,1.4112,0.5861,0.6577,1.1221,1.0024,0.875,-7.8314,0.873,-7.813,-8.9499,2.4353,1.7021,0.8936,0.6989,0.367,0.525,1.759,1.3571,1.2759,0.7715,0.7254,0.9402,0.0086,6.2315,-0.1351,0.6387,0.4483,-0.1742,-0.1548,0.3531,?,?,?,?,?,1.6286,1.7763,1.3328,4,0,SINISTRA_PANTALONI
0.2434,0.4517,0.6721,3.954,-0.3536,-0.3734,0.7388,0.8596,3.8959,-1.2026,-0.1835,0.242,0.492,1.8487,-2.085,1.1366,0.373,0.6108,3.2507,0.0149,-0.6518,-1.3265,0.2142,2.035,-0.3286,-0.1615,0.7819,1.3661,1.1004,1.7471,1.4073,0.8055,0.6114,1.8663,1.2109,3.0525,1.9805,0.6488,0.4856,0.8267,-21.0595,1.7025,-43.3709,-25.4745,1.6515,4.8745,0.8852,2.9516,0.536,0.1816,1.0149,2.1388,1.2163,2.1074,1.1985,0.5687,0.0035,1.6894,0.5537,-0.427,0.3259,-0.6087,0.0208,-0.3185,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
-0.0127,1.0521,1.0257,4.9205,-0.5888,-0.232,0.825,0.9083,3.627,-0.7163,-0.3082,0.391,0.6253,2.6565,-3.5574,1.3386,0.6253,0.7907,3.2068,0.0114,0.0547,0.0412,-0.0095,0.7527,-0.1733,-0.2303,1.1293,1.6403,1.2972,1.4525,1.1487,0.7908,1.2753,2.6905,1.6826,2.1097,1.3194,0.6254,1.2046,0.8794,-49.2553,0.73,-40.8893,-56.0115,1.4655,5.3132,0.9547,3.6256,0.6515,0.1797,1.3566,1.8523,1.5344,1.3654,1.1311,0.8284,0.0028,2.026,0.2246,0.4535,0.0653,-0.5697,0.558,-0.6111,?,?,?,?,?,1.4245,0.2443,0.4943,1,0.5,SINISTRA_PANTALONI
0.0358,0.0189,0.1376,0.7667,-1.144,-0.0677,0.0064,0.0803,0.3448,-2.1373,-0.1651,0.0181,0.1346,0.6272,-5.4097,0.2559,0.0111,0.1055,0.5153,0.0521,-0.529,-0.2168,0.1399,0.4099,-0.2645,-0.6452,1.7139,1.0226,1.3048,0.5967,0.7613,1.2759,2.9376,1.0458,1.7026,0.356,0.5796,1.628,1.7415,0.7728,-14.4311,0.4438,-8.2864,-18.673,3.2538,3.6546,0.6577,1.1232,0.2021,0.18,2.2235,1.2224,1.4877,0.5498,0.6691,1.217,0.0012,0.3771,0.1167,-0.137,0.2552,-0.2257,0.0582,-0.7726,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
-0.1139,0.3586,0.5989,3.732,-0.7408,0.0442,0.0808,0.2843,1.2899,-0.479,0.0241,0.1543,0.3928,1.6308,-1.1613,0.68,0.1468,0.3832,2.0011,0.0686,-2.5747,-4.7173,-0.1675,1.8322,0.065,0.0355,2.1064,1.5246,1.5629,0.7238,0.742,1.0251,4.4371,2.3244,2.4427,0.5238,0.5505,1.0509,3.8016,1.8124,-10.7742,0.4767,-2.8341,-5.9448,2.4581,2.8413,0.9979,1.1559,0.406,0.3512,2.8932,2.2884,1.865,0.791,0.6446,0.815,0.0009,0.9828,-0.0986,0.1395,-0.0403,-0.2388,0.6279,-0.1493,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.0179,0.0246,0.1569,1.2604,-0.1663,0.0137,0.0545,0.2335,2.1153,-0.2167,-0.1177,0.0044,0.0662,0.473,-1.3668,0.1975,0.0589,0.2427,1.9749,0.0185,1.3085,-0.1524,0.0908,-0.1164,0.0694,-0.596,0.6716,2.3705,0.6464,3.5294,0.9624,0.2727,0.4511,5.6193,0.4178,12.4568,0.9262,0.0744,0.4771,0.658,-4.8374,1.3794,-10.14,-7.3512,0.6216,5.407,0.5371,8.6985,0.864,0.0993,0.5959,2.6645,0.6382,4.4717,1.0711,0.2395,0.0008,0.2922,0.8223,0.4566,0.8167,0.3168,0.9237,0.2027,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.1616,4.8773,2.2085,13.349,-0.3468,-0.3937,3.3879,1.8406,8.0392,-1.0408,-0.1394,2.4297,1.5587,11.9764,-0.7488,2.8634,2.6962,1.642,10.8517,0.023,-0.4104,-1.1594,0.0564,2.8253,-0.1375,-0.0487,1.1998,1.4168,1.345,1.1808,1.1209,0.9493,1.4396,2.0074,1.8089,1.3944,1.2565,0.9011,0.8384,0.6703,-13.4321,0.7995,-16.0218,-20.039,2.5162,1.4473,0.8923,0.5752,0.3546,0.6165,1.6605,1.1146,1.2301,0.6713,0.7408,1.1036,0.0032,4.2168,0.4782,0.5707,0.5112,0.0886,0.0503,0.374,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.5098,6.9252,2.6316,14.7016,-0.7469,-1.1209,3.5717,1.8899,10.5766,-2.4914,-0.2447,6.478,2.5452,18.4645,-0.3909,3.7503,4.486,2.118,14.4882,0.0459,-0.4549,-2.0839,0.1359,4.5815,-0.2989,-0.0652,1.3924,1.0339,1.2425,0.7425,0.8923,1.2017,1.9389,1.069,1.5437,0.5514,0.7962,1.4441,0.8328,1.2114,-9.0155,1.4545,-10.825,-7.4424,2.7782,0.6339,0.5542,0.2282,0.1995,0.8742,1.39,0.7962,1.0147,0.5728,0.73,1.2745,0.0091,5.6527,0.3152,0.0263,-0.0178,-0.1601,-0.5103,0.4134,?,?,?,?,?,0.3913,0.586,0.7655,3,0,SINISTRA_PANTALONI
0.1465,4.2939,2.0722,15.2674,-0.2996,-0.4676,3.9729,1.9932,8.4049,-0.9638,-0.1079,0.9046,0.9511,5.2123,-0.9774,2.6663,2.3137,1.5211,11.8689,0.0103,-0.3133,-1.3576,0.0549,4.3331,-0.1754,-0.0405,1.0396,2.1787,1.3623,2.0957,1.3104,0.6253,1.0808,4.7466,1.8558,4.3919,1.7171,0.391,0.8533,1.3662,-28.5372,1.6011,-33.4423,-20.8873,2.7448,4.4567,0.9796,1.6237,0.3569,0.2198,1.8165,2.9291,1.2863,1.6125,0.7081,0.4392,0.0035,3.9457,0.6004,0.345,0.2852,0.1449,-0.0247,0.1128,?,?,?,?,?,5.4583,42.0122,6.4817,18,0,SINISTRA_PANTALONI
0.6696,19.7368,4.4426,25.9615,-0.9203,-0.0681,9.0858,3.0143,15.507,-0.6691,-0.0815,8.5222,2.9193,15.4011,-0.7606,5.489,7.6756,2.7705,14.7033,0.0606,-9.8369,-8.2119,0.122,0.8348,-0.0124,-0.0149,1.4739,1.5218,1.6036,1.0325,1.088,1.0537,2.1723,2.3159,2.5714,1.0661,1.1837,1.1103,2.0015,1.87,-13.1109,0.9343,-6.5504,-7.0111,1.4551,1.5455,0.8637,1.0621,0.5936,0.5589,1.6742,1.6857,1.7657,1.0069,1.0547,1.0475,0.0048,8.0552,0.18,0.5096,0.2457,-0.168,0.0087,0.3929,?,?,?,?,?,2.9143,0.4498,0.6707,3,0.25,SINISTRA_PANTALONI
0.477,1.3701,1.1705,5.3977,-0.5885,0.0765,3.0373,1.7428,8.5996,-1.0879,-0.0217,0.9429,0.971,5.0224,-0.4794,2.0062,1.5592,1.2487,4.7498,0.0933,6.2312,-21.9668,0.2377,-3.5253,0.0382,-0.0108,0.6716,1.2054,0.9374,1.7948,1.3957,0.7777,0.4511,1.453,0.8787,3.2212,1.948,0.6048,0.4463,1.2286,-4.0891,2.753,-9.1626,-3.3282,0.825,1.0009,0.6486,1.2133,0.7862,0.648,0.6277,1.0747,1.1364,1.7122,1.8105,1.0574,0.0035,3.0281,0.8167,-0.1597,0.2675,-0.0579,0.0989,-0.084,?,?,?,?,?,2.2246,0.1742,0.4173,1,0.6667,SINISTRA_PANTALONI
-0.2014,5.9113,2.4313,16.3626,-2.1439,-1.8715,28.3702,5.3264,24.978,-3.5518,1.2915,24.4778,4.9475,27.4726,-0.215,4.1104,47.0748,6.8611,23.9793,0.0027,0.1076,-0.1559,-0.049,-1.4491,-0.4553,0.3142,0.4565,0.4914,0.3544,1.0766,0.7763,0.7211,0.2084,0.2415,0.1256,1.159,0.6027,0.52,0.5725,2.2952,-174.827,4.0092,-305.3822,-76.1703,0.9484,0.2302,0.2165,0.2427,0.2282,0.9404,0.6551,0.5956,0.6824,0.9092,1.0417,1.1457,0.0164,5.7099,-0.5008,-0.8933,-0.3699,0.3184,-0.5088,0.619,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.3535,0.8814,0.9388,4.656,-0.2484,-0.1174,0.4226,0.6501,2.4306,-1.3704,-0.2653,0.0731,0.2704,1.3863,-6.3118,1.0353,0.5143,0.7171,3.6232,0.0566,-3.0102,-1.3325,0.3415,0.4427,-0.1134,-0.2563,1.4442,3.4724,1.3091,2.4044,0.9064,0.377,2.0857,12.0576,1.7137,5.7811,0.8216,0.1421,0.6593,0.7742,-4.2659,1.1742,-6.4699,-5.5099,3.637,19.6706,0.9711,5.4084,0.267,0.0494,1.9156,3.3586,1.2851,1.7533,0.6709,0.3826,0.0034,1.4437,0.1556,-0.02,0.8692,-0.4009,0.1531,0.0389,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
-0.0237,0.0093,0.0964,0.7961,-3.3801,-0.0806,0.011,0.1049,0.9447,-3.0307,-0.1563,0.008,0.0895,0.5483,-2.7551,0.2176,0.0125,0.1116,0.8859,0.0185,0.2947,0.1519,-0.1091,0.5155,-0.3704,-0.7185,0.9186,1.0771,0.8636,1.1726,0.9401,0.8017,0.8438,1.1602,0.7457,1.3751,0.8838,0.6427,0.8649,1.5272,-36.8472,1.7657,-42.6029,-24.128,0.7755,1.2448,0.2014,1.6051,0.2597,0.1618,0.8427,1.452,0.8986,1.7229,1.0663,0.6189,0.0012,0.3194,0.4499,-0.1171,-0.4399,0.1305,-0.6755,-0.5383,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.2329,1.2243,1.1065,5.3133,-0.3565,0.0367,1.453,1.2054,4.9702,-0.372,-0.3469,0.3758,0.613,2.9291,-2.7163,1.5165,0.9292,0.964,4.0538,0.0524,6.3453,-0.6715,0.1536,-0.1058,0.0242,-0.2287,0.9179,1.805,1.1478,1.9664,1.2505,0.6359,0.8426,3.2582,1.3175,3.8669,1.5637,0.4044,1.0361,0.6522,-6.2286,0.6294,-6.0113,-9.5506,1.0813,4.9698,0.9156,4.5963,0.8468,0.1842,1.069,1.814,1.3107,1.6968,1.226,0.7225,0.003,2.2043,0.4525,0.1241,0.6398,-0.0634,0.7517,-0.1583,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
-0.0107,0.6764,0.8224,3.5059,-0.9065,-0.0329,0.545,0.7382,2.6488,-0.4694,-0.3373,0.1357,0.3684,1.5594,-6.3287,1.0653,0.3372,0.5807,2.3944,0.073,0.3262,0.0319,-0.0101,0.0977,-0.0309,-0.3166,1.1141,2.2325,1.4163,2.0039,1.2713,0.6344,1.2411,4.9841,2.006,4.0158,1.6163,0.4025,1.97,1.2379,-8.8415,0.6284,-4.488,-7.1424,1.0201,8.6425,0.712,8.472,0.6979,0.0824,1.3236,2.2482,1.4642,1.6986,1.1063,0.6513,0.0024,1.6347,0.3908,-0.0086,0.0863,-0.7707,0.7603,-0.7385,?,?,?,?,?,4.7887,0.1666,0.4082,1,0.8,SINISTRA_PANTALONI
0.3836,3.4476,1.8568,12.6855,-0.2686,-0.437,3.1159,1.7652,9.3623,-1.003,0.0464,2.7262,1.6511,13.0369,-0.4708,2.618,2.776,1.6661,11.5579,0.0281,-0.8779,8.2751,0.1465,-9.4265,-0.1669,0.0177,1.0519,1.1245,1.1144,1.0691,1.0595,0.991,1.1065,1.2646,1.242,1.1429,1.1225,0.9821,0.573,0.6437,-8.0507,1.1235,-14.051,-12.507,2.1393,1.1281,0.8409,0.5273,0.3931,0.7454,1.355,0.973,1.0976,0.7181,0.81,1.128,0.0042,3.8044,0.3762,0.2515,0.4744,-0.0626,0.0514,0.4097,?,?,?,?,?,3.6286,0.2335,0.4832,1,0.75,SINISTRA_PANTALONI
-0.1416,4.5273,2.1278,11.6025,-0.958,-0.5983,5.9401,2.4372,11.5638,-0.7665,-0.8343,8.4142,2.9007,20.6309,-1.3418,3.7746,5.7081,2.3892,11.5614,0.0345,0.2366,0.1697,-0.0375,0.7171,-0.1585,-0.221,0.873,0.7335,0.8906,0.8402,1.0201,1.2141,0.7622,0.5381,0.7931,0.706,1.0407,1.4741,1.1314,0.4802,-13.7571,0.4245,-12.1595,-28.6471,0.9052,0.6726,0.4949,0.7431,0.5467,0.7358,1.0033,0.5624,1.0036,0.5605,1.0002,1.7845,0.0074,5.692,0.6241,0.0524,-0.1742,-0.0166,-0.1435,-0.401,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.6007,13.0389,3.6109,17.8475,-0.7322,-0.5903,7.6464,2.7652,13.9015,-1.6493,-0.4287,16.1009,4.0126,19.5163,-1.2895,5.5693,6.662,2.5811,11.1694,0.0874,-1.0177,-1.4012,0.1079,1.3768,-0.106,-0.077,1.3058,0.8999,1.399,0.6891,1.0713,1.5546,1.7052,0.8098,1.9572,0.4749,1.1478,2.4168,0.8717,0.6863,-7.0537,0.7873,-8.0917,-10.2774,1.9636,1.2087,0.8419,0.6156,0.4287,0.6965,1.2839,0.9145,1.5979,0.7123,1.2446,1.7473,0.0068,8.4142,0.1069,0.4446,0.3556,-0.269,-0.2065,0.0303,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.0285,0.01,0.0999,0.6065,-1.7579,-0.0691,0.0035,0.0591,0.2861,-3.7938,-0.0889,0.017,0.1304,0.5928,-2.6454,0.1895,0.0081,0.0899,0.4024,0.0779,-0.4125,-0.3207,0.1505,0.7774,-0.3648,-0.4692,1.6898,0.7664,1.1118,0.4535,0.658,1.4508,2.8555,0.5874,1.2362,0.2057,0.4329,2.1047,1.7076,0.8987,-11.376,0.5263,-6.6622,-12.6577,3.685,1.3525,0.504,0.367,0.1368,0.3726,2.1201,1.0232,1.5074,0.4826,0.711,1.4732,0.0008,0.2773,-0.233,0.0891,-0.0807,-0.1923,-0.1101,-0.6582,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.0081,0.663,0.8142,4.3063,-0.6219,-0.1393,0.1683,0.4103,1.8257,-0.7067,-0.088,0.2733,0.5227,2.8264,-1.0466,0.9779,0.1755,0.4189,2.4651,0.1248,-0.0584,-0.0925,0.0083,1.584,-0.1425,-0.0899,1.9845,1.5577,1.9437,0.7849,0.9794,1.2478,3.9383,2.4264,3.7778,0.6161,0.9593,1.557,2.1844,1.1425,-4.6977,0.523,-2.1506,-4.1119,2.482,1.9224,0.9426,0.7746,0.3798,0.4903,2.3587,1.5236,1.7469,0.6459,0.7406,1.1466,0.0012,1.4336,0.2966,-0.072,0.4155,-0.1679,0.4647,-0.1238,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
