@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.1646,0.784,0.8855,3.5908,-1.1673,-0.8965,3.378,1.8379,7.6498,-1.2692,0.2728,3.0562,1.7482,7.5103,-0.4388,2.5714,1.5114,1.2294,5.0914,0.0661,0.1836,-0.6033,-0.064,-3.2861,-0.3487,0.1061,0.4818,0.5065,0.7202,1.0513,1.495,1.422,0.2321,0.2565,0.5187,1.1053,2.235,2.0221,0.452,0.8444,-5.3639,1.8682,-11.8671,-6.3523,0.4915,0.3174,0.3039,0.6458,0.6183,0.9575,0.4694,0.4781,0.7053,1.0186,1.5025,1.4751,0.0066,3.8229,0.5466,0.1131,-0.1441,0.7216,-0.065,0.3193,-42.2264,1.0456,1.0225,43.9194,?,-11.2941,5.9389,2.437,14.6988,?,29.122,3.7274,1.9307,5.9402,0.8142,3.7388,-1.45,-0.3878,0.4196,0.5296,1.2623,0.1761,0.2805,1.5933,2.988,-1.6867,-0.5645,1,0,0,2.988,7.3935,2.4744,0.3622,82.6425,-0.3323,0.847,0.0378,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3744,3.9912,1.9978,9.451,-1.2536,0.1006,8.645,2.9402,15.1982,-0.8018,-0.227,4.0399,2.01,12.4366,-0.4716,3.3133,5.8998,2.429,8.946,0.0384,-3.7202,1.6495,-0.113,-0.4434,0.0304,-0.0685,0.6795,0.994,0.8225,1.4628,1.2105,0.8275,0.4617,0.9879,0.6765,2.1399,1.4653,0.6847,0.7773,1.3191,-14.7334,1.6969,-18.9535,-11.1693,0.4972,0.4962,0.4508,0.9981,0.9067,0.9085,0.6218,0.7599,1.0565,1.2221,1.6989,1.3902,0.0032,5.0473,-0.7813,-0.0167,0.0954,0.5214,0.0029,0.2379,28.1414,0.4605,0.6786,4.6799,0.8424,-23.2135,9.7032,3.115,29.6997,?,-15.889,97.3782,9.868,41.2781,-1.2411,-1.2123,-1.7711,1.461,0.2179,0.0688,0.3157,0.0475,0.0047,0.0996,-0.8424,-1.0945,1.2992,0,1.6125,0,0.1576,0.1134,0.7195,0.2842,69.2179,-0.2545,-0.0796,-0.8589,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1377,4.1655,2.041,10.5991,-0.8017,-0.4898,7.9335,2.8166,15.1956,-1.433,-0.5198,3.3308,1.825,10.9075,-0.7082,3.2153,5.6206,2.3708,10.0635,0.0382,0.2812,0.265,-0.0428,0.9423,-0.1523,-0.1617,0.7246,1.1183,0.8609,1.5433,1.1881,0.7698,0.525,1.2506,0.7411,2.3819,1.4115,0.5926,0.527,1.0429,-11.8017,1.9791,-22.395,-11.3158,0.9419,0.9213,0.5622,0.9781,0.5969,0.6103,0.6975,0.9717,1.0532,1.3931,1.51,1.0839,0.0052,4.9761,-0.8157,0.0615,0.2628,0.3931,-0.3046,0.1574,29.5539,2.8832,1.698,7.4387,0.7733,-25.9227,10.7263,3.2751,31.9794,?,-16.3645,206.9248,14.3849,53.1586,-1.051,-1.1401,-1.806,1.5841,0.5185,0.118,0.2277,0.2688,0.0139,0.0518,-0.7936,-0.9317,1.174,0,1.2662,0,0.2326,0.1399,0.6016,0.3042,76.3332,-0.5474,0.128,-0.6822,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0804,0.6127,0.7828,2.9466,-0.7298,-0.6314,1.9259,1.3878,6.205,-0.9496,-0.278,1.5115,1.2294,6.3272,-0.5943,1.961,0.6871,0.8289,4.0108,0.0833,-0.1273,-0.2893,0.041,2.2716,-0.322,-0.1417,0.5641,0.6367,0.9443,1.1288,1.6741,1.4831,0.3182,0.4054,0.8917,1.2742,2.8027,2.1996,0.4113,0.5271,-3.4107,1.2814,-8.2919,-6.4708,0.5352,0.4292,0.3893,0.802,0.7274,0.9071,0.4749,0.4657,0.7346,0.9807,1.5471,1.5775,0.005,2.9348,0.6165,0.0942,-0.0618,0.436,0.1867,0.3346,-36.2103,3.7989,1.9491,38.9389,?,-15.0126,7.0175,2.6491,20.2789,?,31.693,2.4484,1.5647,4.921,0.8576,2.412,-1.1425,-0.4737,0.7358,1.2456,1.693,0.5413,1.5516,2.8661,1.9202,-1.3138,-0.6842,1,0,0,1.9202,7.9129,4.1209,0.3627,82.9159,-0.8561,0.8555,-0.9864,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.2968,0.6205,0.7877,3.6327,-0.6936,-0.5926,2.1978,1.4825,6.1376,-0.7921,0.0556,1.5294,1.2367,6.0925,-0.5236,1.9015,1.1745,1.0837,5.0688,0.0242,0.5009,-5.3408,-0.1561,-10.6621,-0.3116,0.0292,0.5313,0.6369,0.7269,1.1988,1.368,1.1411,0.2823,0.4057,0.5283,1.437,1.8713,1.3022,0.5484,0.7106,-11.8399,1.2957,-21.5896,-16.6627,0.6263,0.5364,0.4129,0.8564,0.6593,0.7698,0.5919,0.5963,0.7167,1.0074,1.2108,1.202,0.0048,2.8726,0.7181,0.0506,0.028,0.6635,0.0542,0.2951,-38.0285,2.9917,1.7296,40.4999,?,-10.2355,3.2528,1.8035,13.2599,?,29.7895,0.2813,0.5304,2.7008,0.9139,3.7154,-1.2766,-0.3436,0.959,3.2613,3.4006,0.9197,10.636,11.5643,3.0543,-1.4122,-0.4624,1,0,0,3.0543,14.9955,4.9096,0.3552,78.0534,-0.9139,0.3058,-0.5544,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3675,7.4209,2.7241,10.1636,-1.0402,0.3472,10.8597,3.2954,13.1913,-1.1609,-0.052,5.8806,2.425,9.3092,-0.7853,4.5048,4.1263,2.0313,8.7733,0.0374,-1.0584,7.0679,-0.0816,-6.6778,0.0771,-0.0115,0.8266,1.1234,1.3411,1.3589,1.6223,1.1938,0.6833,1.2619,1.7985,1.8467,2.6318,1.4252,0.7312,1.2655,-15.1871,1.7307,-20.7697,-12.001,0.8161,0.9554,0.5466,1.1707,0.6698,0.5721,0.7705,1.0918,1.1585,1.417,1.5036,1.0611,0.0036,7.1866,-0.7667,0.1922,-0.1094,0.2568,0.0397,-0.0208,31.1468,38.2867,6.1876,19.3802,0.5457,-14.3543,455.6703,21.3464,64.1998,-1.123,-24.9631,5.1087,2.2602,27.5986,?,-2.1699,-1.2477,0.575,0.2899,2.7376,9.4443,0.084,7.4945,89.1957,-0.6855,-0.8435,1.2305,1.4107,0,0,0.3019,0.7022,2.3262,0.2966,80.3289,0.5563,0.7233,0.6994,0,0,0,0,0,TASCA_GIACCA_BASSA
-0.7359,0.8705,0.933,3.3485,-2.0579,-1.1214,3.6379,1.9073,6.8855,-1.5637,0.0664,2.881,1.6974,6.8874,-0.5389,2.7472,1.6458,1.2829,4.7245,0.0358,0.6562,-11.0882,-0.2679,-16.8976,-0.4082,0.0242,0.4892,0.5497,0.7273,1.1237,1.4868,1.3231,0.2393,0.3021,0.5289,1.2627,2.2104,1.7505,0.5366,0.9344,-12.8535,1.7413,-23.9542,-13.7564,0.4077,0.2447,0.2235,0.6001,0.5481,0.9134,0.4863,0.4862,0.7088,0.9997,1.4574,1.4578,0.0095,4.2245,0.7561,0.1292,-0.4965,0.7151,-0.4978,-0.0966,-35.8083,3.903,1.9756,38.7589,?,-6.7573,7.5024,2.7391,14.2792,?,34.8693,1.407,1.1862,4.5609,0.8784,5.2992,-1.0269,-0.1938,0.7213,1.6655,2.3092,0.5202,2.774,5.3322,2.7144,-1.1767,-0.4335,1,0,0,2.7144,8.4982,3.1308,0.3552,77.4349,-0.8708,0.6713,-0.7888,0,0,0,0,0,TASCA_GIACCA_BASSA
-0.0266,0.6814,0.8255,3.9135,-0.5116,-0.3281,3.4294,1.8519,8.0383,-0.6792,-0.1877,3.639,1.9076,8.3596,-0.4848,2.5417,1.4332,1.1971,5.5,0.0591,0.0811,0.1417,-0.0105,1.7481,-0.1291,-0.0738,0.4458,0.4327,0.6896,0.9708,1.5469,1.5935,0.1987,0.1873,0.4755,0.9424,2.3929,2.5391,0.4074,0.4853,-3.8372,1.1912,-9.4188,-7.907,0.5408,0.4598,0.4429,0.8502,0.8189,0.9632,0.4869,0.4682,0.7116,0.9616,1.4615,1.5199,0.0026,3.7344,0.4423,0.0508,0.0327,0.6519,0.3095,0.4933,-39.4368,6.5182,2.5531,43.6188,?,-11.2801,2.0022,1.415,15.5991,?,33.3201,9.2628,3.0435,9.2407,0.7516,3.4961,-1.1836,-0.3385,1.8043,0.8389,0.4649,3.2555,0.7037,0.2162,2.7962,-1.5601,-0.5579,1,0,0,2.7962,4.7203,1.6881,0.3696,84.0369,0.1624,0.9915,0.2053,0,0,0,0,0,TASCA_GIACCA_BASSA
-0.6082,8.3501,2.8897,10.5752,-1.5134,0.1582,13.0166,3.6079,14.8495,-0.7147,-0.0646,5.3522,2.3135,11.2568,-0.8407,4.6879,5.1416,2.2675,11.292,0.0242,-3.8447,9.414,-0.1297,-2.4486,0.0337,-0.0138,0.8009,1.2491,1.2744,1.5595,1.5911,1.0203,0.6415,1.5601,1.624,2.432,2.5316,1.041,1.0288,1.2386,-22.7469,1.2039,-22.1104,-18.3653,0.4859,0.688,0.3636,1.416,0.7484,0.5285,0.7122,0.9395,0.9365,1.3192,1.315,0.9969,0.0044,7.2529,-0.8283,-0.3648,-0.4017,0.4801,0.3693,0.2271,33.5708,62.9876,7.9365,25.1404,0.4762,-22.468,221.9291,14.8973,55.8578,-1.5933,-19.6201,65.5928,8.0989,34.9182,-2.8039,-1.4942,-1.711,1.1452,0.5327,0.9799,1.8394,0.2838,0.9603,3.3834,-0.6661,-0.8881,1.3334,2.2285,5.2289,2.3464,0.4501,0.72,1.5997,0.3185,79.0817,0.868,0.8703,0.9858,0,0,0,0,0,TASCA_GIACCA_BASSA
0.0384,0.4925,0.7018,3.6755,-0.7042,-0.6854,2.8604,1.6913,5.8196,-1.1999,-0.061,3.8094,1.9518,8.1551,-0.4374,2.6196,0.7751,0.8804,5.1359,0.1376,-0.056,-0.6298,0.0147,11.2417,-0.2617,-0.0233,0.4149,0.3596,0.7971,0.8665,1.9211,2.217,0.1722,0.1293,0.6354,0.7509,3.6905,4.9149,0.4785,0.612,-1.8534,1.2791,-3.8736,-3.0282,0.8153,0.3801,0.3622,0.4663,0.4442,0.9527,0.6316,0.4507,0.7156,0.7136,1.1331,1.5878,0.0049,3.7647,0.3279,-0.2007,-0.2608,0.5576,-0.0198,0.414,-39.7315,4.3896,2.0951,42.8391,?,-8.3695,11.8956,3.449,15.5991,?,34.9301,6.0396,2.4576,6.3599,0.8328,4.7472,-1.1375,-0.2396,0.6075,0.8525,1.4034,0.369,0.7268,1.9696,2.7463,-1.3523,-0.4924,1,0,0,2.7463,6.7358,2.4527,0.3746,83.0311,-0.8935,0.92,-0.6955,0,0,0,0,0,TASCA_GIACCA_BASSA
