@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.3809,6.6719,2.583,9.4698,-0.9173,0.1752,11.6558,3.4141,16.0757,-1.452,0.6356,11.1399,3.3376,17.49,-0.5334,4.912,5.92,2.4331,12.2606,0.0311,-2.1738,-0.5993,-0.0776,0.2757,0.0357,0.1294,0.7566,0.7739,1.0616,1.0229,1.4032,1.3718,0.5724,0.5989,1.127,1.0463,1.9689,1.8818,0.4759,0.7447,-11.4985,1.5648,-24.1603,-15.44,0.7534,0.433,0.3903,0.5748,0.5181,0.9014,0.5891,0.5414,0.7724,0.9191,1.3112,1.4265,0.0083,7.8313,0.3017,-0.5242,0.0027,0.2053,-0.3458,0.2144,?,?,?,?,?,DAVANTI_PANTALONI
-0.3459,0.2439,0.4938,2.6399,-0.6778,-0.3865,0.6803,0.8248,3.1198,-0.9738,0.19,0.8957,0.9464,4.6403,-0.2721,1.2469,0.5705,0.7553,3.7246,0.0297,0.895,-1.8205,-0.2775,-2.034,-0.31,0.1524,0.5987,0.5218,0.6538,0.8715,1.092,1.253,0.3585,0.2723,0.4275,0.7595,1.1926,1.5701,0.6929,1.0744,-9.3449,1.5507,-13.4875,-8.6979,0.9954,0.4313,0.4099,0.4333,0.4118,0.9502,0.8461,0.5689,0.7088,0.6723,0.8376,1.2459,0.0062,1.8644,0.7717,-0.1294,-0.2941,0.328,0.0342,0.6868,?,?,?,?,?,DAVANTI_PANTALONI
-0.5911,2.5781,1.6056,8.957,-0.7261,-2.0723,5.6872,2.3848,12.5442,-1.6201,0.3679,5.7705,2.4022,16.2217,-0.4091,3.4416,6.9702,2.6401,13.1167,0.0123,0.2852,-1.6068,-0.1718,-5.633,-0.6021,0.1069,0.6733,0.6684,0.6082,0.9927,0.9033,0.9099,0.4533,0.4468,0.3699,0.9856,0.8159,0.8279,0.4858,0.8,-23.0798,1.647,-47.5116,-28.8481,1.0838,0.4507,0.3907,0.4159,0.3605,0.8669,0.714,0.5522,0.6829,0.7733,0.9564,1.2367,0.0235,5.217,0.3874,-0.0244,0.0814,-0.166,-0.6621,0.5569,?,?,?,?,?,DAVANTI_PANTALONI
-0.0579,0.28,0.5292,2.2705,-1.3198,-0.1399,0.6222,0.7888,3.1353,-1.2257,-0.1528,0.7455,0.8634,4.2569,-0.5846,1.182,0.2969,0.5449,2.7029,0.1025,0.4137,0.3788,-0.049,0.9157,-0.1184,-0.1293,0.6708,0.6129,0.9712,0.9136,1.4477,1.5846,0.45,0.3756,0.9432,0.8347,2.096,2.511,0.7482,0.8225,-4.1844,1.0993,-5.5929,-5.0876,0.6948,0.3643,0.325,0.5244,0.4677,0.892,0.7242,0.5334,0.84,0.7365,1.16,1.575,0.0023,1.8067,-0.0002,-0.4336,0.1924,0.3978,0.1292,0.2269,?,?,?,?,?,DAVANTI_PANTALONI
1.0673,5.6383,2.3745,12.7449,-0.4739,-0.0613,8.098,2.8457,14.422,-1.7668,1.0391,26.418,5.1398,17.6995,-0.794,5.8592,8.0462,2.8366,11.4633,0.0269,-17.4173,1.0272,0.1822,-0.059,-0.0105,0.1773,0.8344,0.462,0.8371,0.5537,1.0032,1.812,0.6963,0.2134,0.7007,0.3065,1.0064,3.2833,0.445,0.5231,-12.9393,1.1756,-29.0778,-24.7337,1.6588,0.8764,0.734,0.5283,0.4425,0.8375,0.8837,0.7201,1.1118,0.8148,1.2581,1.544,0.0157,8.7331,0.402,0.4579,0.4616,0.728,0.0539,0.3874,?,?,?,?,?,DAVANTI_PANTALONI
0.1812,2.9094,1.7057,7.4354,-0.895,-0.0553,18.6798,4.322,15.274,-0.6624,0.688,2.9352,1.7133,8.0991,-0.7274,4.7207,2.7492,1.6581,7.6707,0.1991,-3.2732,0.2633,0.0384,-0.0804,-0.0117,0.1458,0.3947,0.9956,1.0287,2.5227,2.6067,1.0333,0.1558,0.9912,1.0583,6.364,6.7946,1.0677,0.577,1.0297,-1.841,1.7846,-3.1907,-1.7879,0.4271,0.8369,0.4097,1.9596,0.9592,0.4895,0.4868,0.9181,0.9693,1.8859,1.9912,1.0559,0.0074,6.7819,-0.2732,-0.3613,-0.1177,-0.2124,0.5693,-0.1575,?,?,?,?,?,DAVANTI_PANTALONI
-2.3446,6.9375,2.6339,7.7858,-4.589,-0.4898,2.5256,1.5892,6.6894,-1.7326,1.2256,7.4,2.7203,8.85,-0.447,4.2135,6.3486,2.5196,7.6435,0.0871,4.7865,-1.9131,-0.5564,-0.3997,-0.1163,0.2909,1.6573,0.9682,1.0453,0.5842,0.6307,1.0796,2.7468,0.9375,1.0928,0.3413,0.3978,1.1656,1.5072,2.3385,-8.7619,1.5515,-5.8134,-3.7469,0.5691,0.2278,0.1664,0.4002,0.2924,0.7305,1.1639,0.8798,1.0186,0.7559,0.8752,1.1578,0.0309,6.4379,0.0789,-0.6901,-0.8937,-0.6057,-0.4096,0.8826,?,?,?,?,?,DAVANTI_PANTALONI
0.0154,4.2193,2.0541,9.8491,-0.6191,-1.8185,26.1858,5.1172,17.9721,-2.3353,1.3794,36.2167,6.018,23.1503,-0.4567,7.3343,18.0395,4.2473,14.7286,0.1132,-0.0085,0.0112,0.0021,-1.3184,-0.2479,0.1881,0.4014,0.3413,0.4836,0.8503,1.2048,1.4169,0.1611,0.1165,0.2339,0.723,1.4516,2.0076,0.2993,0.5189,-2.003,1.7337,-6.6926,-3.8603,1.1289,0.3828,0.3662,0.3391,0.3244,0.9568,0.548,0.4254,0.6687,0.7763,1.2202,1.5718,0.0228,10.3095,-0.6711,0.2022,0.5111,-0.1731,-0.6721,0.672,?,?,?,?,?,DAVANTI_PANTALONI
3.3328,12.827,3.5815,13.5197,-0.1638,1.6637,12.0783,3.4754,17.9424,-0.2391,1.7067,1.9899,1.4106,6.8539,-0.082,5.5236,13.1737,3.6296,15.3974,0.0129,2.0032,1.9528,0.6034,0.9748,0.3012,0.309,1.0305,2.5389,0.9868,2.4637,0.9575,0.3887,1.062,6.446,0.9737,6.0697,0.9169,0.1511,0.5496,3.6642,-9.47,6.6664,-17.2292,-2.5845,0.8022,1.8339,0.7447,2.2859,0.9283,0.4061,0.7535,1.9726,0.8781,2.6178,1.1653,0.4451,0.041,7.9697,-0.1756,-0.0554,0.6664,0.2734,0.4729,0.4759,?,?,?,?,?,DAVANTI_PANTALONI
-0.0767,8.3529,2.8901,11.2759,-0.5743,-0.1851,6.6754,2.5837,14.527,-1.0169,0.115,5.4118,2.3263,12.7151,-1.1489,4.0458,4.1246,2.0309,9.7053,0.0937,0.4141,-0.6666,-0.0189,-1.6099,-0.0458,0.0284,1.1186,1.2424,1.4231,1.1106,1.2722,1.1455,1.2513,1.5435,2.0251,1.2335,1.6184,1.3121,0.5616,0.6051,-4.0976,1.0774,-7.2962,-6.7718,0.9944,1.2105,0.6688,1.2172,0.6726,0.5525,0.7762,0.8868,1.1618,1.1425,1.4968,1.3101,0.0023,6.2726,0.0857,-0.286,0.2595,-0.8948,0.0193,0.0194,?,?,?,?,?,DAVANTI_PANTALONI
-0.2243,5.2201,2.2847,12.0578,-1.0443,0.8375,15.3114,3.913,16.9141,-1.0968,-1.4192,16.1699,4.0212,18.4886,-1.902,5.1692,12.7469,3.5703,13.7925,0.0219,-0.2678,0.1581,-0.0434,-0.5901,0.162,-0.2746,0.5839,0.5682,0.6399,0.9731,1.096,1.1263,0.3409,0.3228,0.4095,0.9469,1.2012,1.2685,0.6962,0.5083,-19.9579,0.7301,-28.6681,-39.2635,0.7312,0.9258,0.4183,1.2661,0.5721,0.4518,0.7129,0.6522,0.8742,0.9148,1.2263,1.3405,0.0168,8.2041,-0.9142,0.5471,-0.4029,-0.7781,0.5379,-0.7157,?,?,?,?,?,DAVANTI_PANTALONI
0.3788,15.2079,3.8997,19.8662,-0.9959,-1.8492,54.0584,7.3524,38.2878,-1.0772,0.3321,28.5243,5.3408,24.8289,-1.0007,8.647,26.6931,5.1665,21.0165,0.0399,-0.2048,1.1404,0.0438,-5.5674,-0.2139,0.0384,0.5304,0.7302,0.7548,1.3767,1.4231,1.0337,0.2813,0.5332,0.5697,1.8952,2.0252,1.0686,0.4992,0.7982,-11.3495,1.5988,-22.7338,-14.2189,0.54,0.8021,0.4547,1.4853,0.842,0.5669,0.5189,0.8001,0.9453,1.5421,1.8218,1.1814,0.0192,13.3505,-0.809,0.1587,0.1345,-0.5704,-0.3536,0.2699,?,?,?,?,?,DAVANTI_PANTALONI
-1.8154,6.8364,2.6146,13.5634,-3.2664,-2.3353,10.321,3.2126,15.0436,-1.875,1.281,11.9835,3.4617,15.9238,-0.2674,5.5074,9.1992,3.033,14.3778,0.0705,0.7774,-1.4172,-0.3296,-1.8231,-0.424,0.2326,0.8139,0.7553,0.8621,0.928,1.0592,1.1413,0.6624,0.5705,0.7432,0.8613,1.1219,1.3027,1.0584,3.0907,-9.5275,2.92,-9.0015,-3.0826,0.6076,0.253,0.2055,0.4165,0.3383,0.8123,0.9016,0.8518,0.9434,0.9447,1.0463,1.1075,0.0354,8.4769,0.7257,0.1312,-0.5775,0.0894,-0.6825,0.4593,?,?,?,?,?,DAVANTI_PANTALONI
1.3556,6.5112,2.5517,16.7675,-1.2439,5.2241,86.482,9.2996,52.812,-0.1134,1.1626,18.8818,4.3453,26.3608,-0.2664,8.208,74.9835,8.6593,47.5521,0.0324,0.2595,1.166,0.1652,4.4933,0.6365,0.1416,0.2744,0.5872,0.2947,2.1401,1.0739,0.5018,0.0753,0.3448,0.0868,4.5802,1.1533,0.2518,1.728,1.6763,-5.8366,0.9701,-3.3776,-3.4817,0.1575,0.359,0.1521,2.2787,0.9652,0.4236,0.3175,0.6361,0.3526,2.0034,1.1106,0.5544,0.0594,11.504,-0.3334,-0.2192,-0.3337,0.5262,0.9351,0.6756,?,?,?,?,?,DAVANTI_PANTALONI
0.4463,0.1166,0.3415,1.4255,-0.2093,-0.1668,0.3451,0.5874,2.5649,-0.8345,-0.0447,0.3551,0.5959,2.9022,-0.835,0.956,0.1317,0.3629,1.5267,0.1313,-2.676,-9.9948,0.4668,3.7349,-0.1744,-0.0467,0.5813,0.573,0.9409,0.9858,1.6186,1.6419,0.3379,0.3284,0.8853,0.9718,2.6199,2.696,0.2114,0.1868,-1.0688,0.8835,-5.0552,-5.7216,0.8432,0.7453,0.6707,0.884,0.7955,0.8999,0.5558,0.4912,0.9337,0.8838,1.68,1.9009,0.0053,1.424,0.053,-0.0367,0.6224,-0.1604,0.1446,0.0499,?,?,?,?,?,DAVANTI_PANTALONI
-0.0335,0.5406,0.7353,2.7418,-0.8212,-0.2457,0.8579,0.9262,3.7395,-1.1625,-0.1012,0.4799,0.6928,3.0974,-1.3563,1.2613,0.3594,0.5995,2.4939,0.1393,0.1366,0.3317,-0.0266,2.4285,-0.1948,-0.0802,0.7938,1.0614,1.2265,1.337,1.5451,1.1556,0.6301,1.1265,1.5044,1.7877,2.3874,1.3355,0.615,0.6934,-3.0626,1.1275,-4.9799,-4.4166,0.8706,1.1454,0.5196,1.3156,0.5968,0.4537,0.7332,0.8852,1.0994,1.2073,1.4995,1.242,0.0029,1.9157,-0.5459,-0.311,0.2292,0.2495,-0.1116,-0.4827,?,?,?,?,?,DAVANTI_PANTALONI
1.0279,16.0491,4.0061,15.509,-0.7169,-1.5559,3.6382,1.9074,7.6963,-3.5837,0.9143,3.7463,1.9355,7.6622,-0.5748,4.3693,8.6562,2.9421,10.0348,0.0394,-0.6607,1.1243,0.2353,-1.7017,-0.3561,0.2093,2.1003,2.0698,1.3616,0.9855,0.6483,0.6579,4.4113,4.284,1.854,0.9712,0.4203,0.4328,1.0762,2.3154,-15.7291,2.1515,-14.6154,-6.7933,5.38,1.8566,0.8647,0.3451,0.1607,0.4657,2.0151,2.0241,1.5455,1.0045,0.767,0.7636,0.0208,6.7675,-0.5953,0.2301,0.5571,-0.1,-0.8097,0.3651,?,?,?,?,?,DIETRO_PANTALONI
-1.7938,10.595,3.255,11.7367,-2.5916,1.0365,10.4972,3.2399,17.1898,-0.7571,0.1785,10.2377,3.1996,16.9007,-0.9203,5.1261,9.3767,3.0621,11.8281,0.055,-1.7307,-10.0489,-0.3499,5.8064,0.2022,0.0348,1.0046,1.0173,1.063,1.0126,1.0581,1.0449,1.0093,1.0349,1.1299,1.0253,1.1195,1.0918,1.1434,1.0456,-12.3046,0.9144,-10.7616,-11.7685,0.334,0.3713,0.2611,1.1116,0.7816,0.7031,0.6828,0.6945,0.9923,1.0171,1.4533,1.4289,0.0224,7.8181,-0.5298,0.1971,-0.5433,0.679,0.4837,0.0631,?,?,?,?,?,DIETRO_PANTALONI
1.0468,6.4364,2.537,10.7773,-0.6004,-0.7013,22.5183,4.7453,20.1677,-1.075,1.7459,18.3067,4.2786,17.9474,-0.2964,6.1482,14.0962,3.7545,14.6235,0.0505,-1.4927,0.5996,0.1703,-0.4017,-0.1141,0.284,0.5346,0.5929,0.6757,1.1091,1.2639,1.1396,0.2858,0.3516,0.4566,1.2301,1.5975,1.2987,0.3869,0.9852,-5.1931,2.5462,-13.4208,-5.2709,0.6929,0.4864,0.4372,0.7021,0.631,0.8988,0.5344,0.6005,0.737,1.1237,1.3791,1.2273,0.0229,8.8114,0.4384,0.643,0.4614,0.3898,-0.0129,0.6539,?,?,?,?,?,DIETRO_PANTALONI
0.1086,4.6761,2.1624,9.5363,-1.29,1.4279,15.1852,3.8968,18.2289,-0.407,0.4648,16.9931,4.1223,19.5158,-0.6321,5.1805,12.2834,3.5048,17.1521,0.0408,0.076,0.2336,0.021,3.072,0.2756,0.0897,0.5549,0.5246,0.617,0.9453,1.1119,1.1762,0.3079,0.2752,0.3807,0.8936,1.2362,1.3834,1.0187,0.7108,-7.3606,0.6977,-7.2253,-10.3561,0.3214,0.3483,0.2329,1.0835,0.7245,0.6687,0.5231,0.4886,0.556,0.9341,1.0628,1.1378,0.0162,7.9155,-0.5121,0.2051,-0.3459,0.5518,0.6823,0.5216,?,?,?,?,?,DIETRO_PANTALONI
0.1829,1.0157,1.0078,4.2927,-1.207,-0.1579,1.1435,1.0694,4.1659,-0.8439,-0.1178,0.8408,0.917,4.0872,-0.5331,1.6082,0.4859,0.6971,3.2533,0.0759,-1.1581,-1.5524,0.1137,1.3405,-0.0982,-0.0732,0.9424,1.0991,1.4457,1.1662,1.534,1.3154,0.8882,1.2079,2.0901,1.36,2.3532,1.7303,1.2313,1.652,-8.7863,1.3416,-7.1357,-5.3187,0.8609,0.7295,0.5525,0.8474,0.6417,0.7573,1.0304,1.0503,1.3195,1.0192,1.2805,1.2563,0.0028,2.4652,0.572,0.0971,0.061,0.7635,0.1878,0.277,?,?,?,?,?,DIETRO_PANTALONI
0.3424,0.245,0.4949,1.829,-0.4712,0.1514,0.2931,0.5414,2.3348,-0.4114,0.0357,0.4611,0.6791,3.0431,-0.4842,0.8202,0.4679,0.6841,2.4618,0.039,2.262,9.5904,0.4175,4.2399,0.1846,0.0435,0.9142,0.7289,0.7235,0.7972,0.7914,0.9927,0.8358,0.5312,0.5235,0.6356,0.6264,0.9855,0.8607,0.5901,-5.8692,0.6856,-6.8191,-9.9465,0.7515,0.6063,0.4853,0.8068,0.6458,0.8004,0.7834,0.601,0.743,0.7673,0.9484,1.2361,0.0039,1.2729,0.2596,-0.3838,0.5884,0.6754,0.6452,0.3633,?,?,?,?,?,DIETRO_PANTALONI
0.2573,0.3436,0.5861,2.281,-0.1844,0.0443,0.9782,0.9891,4.1894,-0.4615,-0.0139,1.1153,1.0561,5.1567,-0.5748,1.2946,0.8295,0.9108,4.1409,0.0572,5.8066,-18.468,0.1987,-3.1805,0.0342,-0.0108,0.5926,0.555,0.6436,0.9365,1.086,1.1595,0.3512,0.308,0.4142,0.8771,1.1793,1.3445,0.2685,0.1887,-1.4138,0.7029,-5.266,-7.4918,0.6718,0.5881,0.4385,0.8754,0.6526,0.7456,0.5445,0.4423,0.5508,0.8124,1.0117,1.2453,0.0028,1.9643,0.4565,0.0056,0.3409,0.8177,0.5861,0.3798,?,?,?,?,?,DIETRO_PANTALONI
-0.2655,2.8209,1.6796,13.0228,-2.4966,1.5269,63.2051,7.9502,55.4775,-0.1372,0.8041,28.1216,5.303,34.652,-0.1479,5.7769,63.8233,7.9889,56.7087,0.0161,-0.1739,-0.3302,-0.046,1.8988,0.2643,0.1392,0.2113,0.3167,0.2102,1.4992,0.9951,0.6638,0.0446,0.1003,0.0442,2.2476,0.9903,0.4406,1.389,2.0832,-9.989,1.4998,-7.1917,-4.7951,0.0763,0.1234,0.0646,1.616,0.8463,0.5237,0.2347,0.3758,0.2296,1.601,0.9783,0.6111,0.018,8.4328,-0.4658,-0.4956,-0.5194,0.9299,0.8954,0.8792,?,?,?,?,?,TASCA_GIACCA_ALTA
1.4231,7.4536,2.7301,15.6874,-0.8584,1.8251,12.1868,3.491,17.382,-0.689,0.2151,24.6941,4.9693,22.6533,-1.1999,6.3966,8.8204,2.9699,15.259,0.0883,0.7798,6.617,0.2225,8.4858,0.2853,0.0336,0.7821,0.5494,0.9193,0.7025,1.1754,1.6732,0.6116,0.3018,0.845,0.4935,1.3817,2.7997,1.0218,0.5864,-4.9053,0.5739,-4.8005,-8.3648,0.8203,0.8198,0.5044,0.9994,0.6149,0.6153,0.9025,0.6925,1.0281,0.7673,1.1391,1.4846,0.0232,9.8478,0.2262,0.0412,0.2977,-0.1446,0.3496,0.3518,?,?,?,?,?,TASCA_GIACCA_ALTA
1.5657,5.3235,2.3073,10.4326,-0.5384,1.7613,23.2573,4.8226,18.7562,-0.9494,0.3478,9.3602,3.0594,12.6011,-1.0776,6.1364,5.9597,2.4413,8.9251,0.1437,0.8889,4.5018,0.2551,5.0642,0.287,0.0567,0.4784,0.7541,0.9451,1.5763,1.9755,1.2532,0.2289,0.5687,0.8932,2.4847,3.9024,1.5706,0.3997,0.5586,-2.4377,1.3976,-6.0989,-4.3639,0.7048,1.1181,0.6506,1.5864,0.9231,0.5819,0.5562,0.8279,1.1689,1.4885,2.1015,1.4119,0.0243,9.1665,0.3177,-0.049,0.0999,0.0451,0.2582,0.565,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.2655,2.8209,1.6796,13.0228,-2.4966,1.5269,63.2051,7.9502,55.4775,-0.1372,0.8041,28.1216,5.303,34.652,-0.1479,5.7769,63.8233,7.9889,56.7087,0.0161,-0.1739,-0.3302,-0.046,1.8988,0.2643,0.1392,0.2113,0.3167,0.2102,1.4992,0.9951,0.6638,0.0446,0.1003,0.0442,2.2476,0.9903,0.4406,1.389,2.0832,-9.989,1.4998,-7.1917,-4.7951,0.0763,0.1234,0.0646,1.616,0.8463,0.5237,0.2347,0.3758,0.2296,1.601,0.9783,0.6111,0.018,8.4328,-0.4658,-0.4956,-0.5194,0.9299,0.8954,0.8792,?,?,?,?,?,TASCA_GIACCA_ALTA
1.4231,7.4536,2.7301,15.6874,-0.8584,1.8251,12.1868,3.491,17.382,-0.689,0.2151,24.6941,4.9693,22.6533,-1.1999,6.3966,8.8204,2.9699,15.259,0.0883,0.7798,6.617,0.2225,8.4858,0.2853,0.0336,0.7821,0.5494,0.9193,0.7025,1.1754,1.6732,0.6116,0.3018,0.845,0.4935,1.3817,2.7997,1.0218,0.5864,-4.9053,0.5739,-4.8005,-8.3648,0.8203,0.8198,0.5044,0.9994,0.6149,0.6153,0.9025,0.6925,1.0281,0.7673,1.1391,1.4846,0.0232,9.8478,0.2262,0.0412,0.2977,-0.1446,0.3496,0.3518,?,?,?,?,?,TASCA_GIACCA_ALTA
1.5657,5.3235,2.3073,10.4326,-0.5384,1.7613,23.2573,4.8226,18.7562,-0.9494,0.3478,9.3602,3.0594,12.6011,-1.0776,6.1364,5.9597,2.4413,8.9251,0.1437,0.8889,4.5018,0.2551,5.0642,0.287,0.0567,0.4784,0.7541,0.9451,1.5763,1.9755,1.2532,0.2289,0.5687,0.8932,2.4847,3.9024,1.5706,0.3997,0.5586,-2.4377,1.3976,-6.0989,-4.3639,0.7048,1.1181,0.6506,1.5864,0.9231,0.5819,0.5562,0.8279,1.1689,1.4885,2.1015,1.4119,0.0243,9.1665,0.3177,-0.049,0.0999,0.0451,0.2582,0.565,?,?,?,?,?,TASCA_GIACCA_ALTA
1.3662,8.0814,2.8428,11.0767,-0.76,-0.2007,7.5479,2.7473,11.3938,-0.8064,1.0985,5.195,2.2793,10.9333,-0.4932,4.326,5.2233,2.2854,9.3872,0.0319,-6.8063,1.2437,0.3158,-0.1827,-0.0464,0.2539,1.0347,1.2472,1.2439,1.2054,1.2021,0.9973,1.0707,1.5556,1.5472,1.4529,1.4451,0.9946,0.9404,1.3246,-15.4453,1.4085,-16.4234,-11.66,0.9978,0.8595,0.649,0.8614,0.6505,0.7551,0.9722,1.0131,1.18,1.0421,1.2138,1.1647,0.0186,6.799,-0.6735,0.3747,0.3545,0.3444,0.0551,0.5067,?,?,?,?,?,TASCA_GIACCA_ALTA
