@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
3.556,11.0596,3.3256,15.3041,-0.382,-1.1621,5.714,2.3904,11.5426,-1.2489,-1.0524,3.4681,1.8623,8.3534,-1.3882,5.5007,5.087,2.2554,9.5074,0.1527,-3.06,-3.379,0.6465,1.1042,-0.2113,-0.1913,1.3912,1.7858,1.4745,1.2836,1.0598,0.8257,1.9355,3.1889,2.1741,1.6476,1.1233,0.6818,0.66,0.8712,-2.4684,1.3201,-3.7402,-2.8332,2.1575,3.1659,0.9869,1.4674,0.4574,0.3117,1.3259,1.8321,1.6097,1.3818,1.2141,0.8786,0.0827,8.048,0.5345,0.066,0.6215,-0.2768,0.3006,-0.0342,-36.3504,132.3739,11.5054,48.8998,?,-21.8177,168.1803,12.9684,41.2186,?,-8.5524,49.8362,7.0595,32.8186,-0.7588,1.6661,4.2503,2.5511,0.8872,1.6298,1.837,0.7871,2.6562,3.3747,1.1864,3.4537,2.9112,1,0,0,1.1864,1.49,1.256,0.9202,68.7093,-0.9677,-0.6615,0.7798,1100,0,0,0,1,SINISTRA_PANTALONI
0.0347,0.0152,0.1233,0.5423,-0.4852,-0.0049,0.0105,0.1025,0.373,-1.3612,0.0423,0.0043,0.0652,0.3297,-0.5292,0.1677,0.0049,0.0698,0.3483,0.1026,-7.04,0.8188,0.2067,-0.1163,-0.0294,0.2525,1.2032,1.8909,1.7668,1.5716,1.4684,0.9344,1.4476,3.5754,3.1215,2.4698,2.1563,0.873,0.8239,1.5525,-4.4459,1.8843,-5.396,-2.8637,2.3115,1.6933,0.9406,0.7326,0.4069,0.5555,1.4539,1.6446,1.5568,1.1311,1.0707,0.9466,0.0012,0.2507,-0.0069,0.2031,0.4372,-0.1252,-0.1965,0.3803,-15.9298,0.2332,0.4829,16.6794,?,-46.4454,0.0353,0.1879,46.7987,?,6.3975,0.0321,0.1791,0.7202,0.8947,0.343,-2.49,-7.26,2.5705,2.6966,1.0491,6.6076,7.2719,1.1005,0.3564,-2.7259,-7.6484,1,0,0,0.3564,23.1589,64.9788,1.0535,68.7726,-0.678,-0.306,0.1723,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0243,0.0078,0.0881,0.4185,-1.6115,0.015,0.008,0.0896,0.3418,-0.749,0.015,0.005,0.0707,0.3508,-0.9039,0.1367,0.0031,0.0561,0.2625,0.1295,-1.6157,-1.6239,-0.1776,1.0051,0.1099,0.1094,0.9833,1.246,1.5702,1.2672,1.5969,1.2602,0.9669,1.5526,2.4656,1.6058,2.55,1.588,1.7646,1.5506,-6.6143,0.8787,-3.7484,-4.2657,0.8202,0.8697,0.5315,1.0604,0.648,0.6111,1.2246,1.1929,1.5945,0.9741,1.302,1.3366,0.0007,0.2076,-0.673,0.4098,-0.4109,-0.2812,0.2018,-0.1374,-46.5849,0.0326,0.1807,46.9788,?,-12.8173,0.0183,0.1354,12.9593,?,12.467,0.1904,0.4364,1.4999,0.8879,3.6345,-3.7367,-1.0281,1.3338,0.414,0.3104,1.7791,0.1714,0.0963,3.6251,-3.9548,-1.0909,1,0,0,3.6251,31.3204,8.6399,1.0183,71.8692,-0.3318,-0.0736,0.7361,1100,0,0,0,1,SINISTRA_PANTALONI
-0.1823,4.6977,2.1674,13.5001,-1.417,0.4637,2.7193,1.649,6.6245,-0.6938,-0.7964,7.0674,2.6585,12.8261,-0.9967,3.2568,4.7605,2.1819,9.4587,0.0869,-0.3931,0.2289,-0.056,-0.5823,0.1424,-0.2445,1.3144,0.8153,0.9934,0.6203,0.7558,1.2184,1.7275,0.6647,0.9868,0.3848,0.5712,1.4846,2.9168,1.2362,-8.7969,0.4238,-3.016,-7.116,1.4281,0.8695,0.5392,0.6088,0.3776,0.6201,2.0379,1.0526,1.4273,0.5165,0.7004,1.356,0.0196,4.9616,-0.007,0.3049,-0.2076,-0.5765,0.3007,-0.4106,-45.4631,4.0841,2.0209,47.9996,?,-5.2479,10.0727,3.1738,12.8998,?,16.5918,20.0396,4.4766,18.7195,0.3173,8.6631,-2.7401,-0.3163,0.6368,0.4514,0.709,0.4055,0.2038,0.5026,3.721,-5.5178,-1.4829,1,0,0,3.721,2.5642,0.6891,1.0142,67.3028,-0.9424,0.9442,-0.9909,1100,0,0,0,1,SINISTRA_PANTALONI
-3.1681,3.9679,1.992,8.4865,-12.4581,-4.3522,8.2428,2.871,8.3802,-11.8504,1.7498,13.7217,3.7043,14.2339,-0.8457,6.9772,9.2917,3.0482,11.5566,0.107,0.7279,-1.8105,-0.4541,-2.4873,-0.6238,0.2508,0.6938,0.5377,0.6535,0.7751,0.9419,1.2152,0.4814,0.2892,0.427,0.6007,0.8871,1.4768,1.0165,1.2045,-5.6748,1.1849,-5.5824,-4.7111,0.967,0.0818,0.0487,0.0846,0.0504,0.5959,1.0127,0.5962,0.7343,0.5887,0.7251,1.2317,0.1179,11.1457,0.7539,-0.5937,-0.7855,-0.5889,-0.9073,0.7082,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-3.6761,2.8453,1.6868,6.3689,?,-5.6708,5.2581,2.2931,9.7561,-93.8673,1.6691,12.145,3.485,10.931,-0.667,7.8566,6.9801,2.642,9.8764,0.2413,0.6482,-2.2025,-0.4679,-3.3975,-0.7218,0.2124,0.7356,0.484,0.6385,0.658,0.8679,1.3191,0.5411,0.2343,0.4076,0.4329,0.7533,1.7399,0.6598,1.4562,-2.0273,2.2071,-3.0727,-1.3922,0,0,0,0.0157,0.0079,0.5037,0.6528,0.5826,0.6449,0.8925,0.9878,1.1068,0.145,12.7486,0.5016,-0.7294,-0.7866,-0.7839,-0.87,0.9155,28.6619,42.1012,6.4885,19.6198,0.5083,-4.3761,199.9059,14.1388,52.6184,-0.5802,-31.5043,87.5778,9.3583,38.2797,?,-6.5496,-0.9098,0.1389,0.4589,0.6933,1.5108,0.2106,0.4807,2.2826,-1.0497,-0.5298,0.5047,1.1982,0,0,0.3729,0.5125,1.3746,0.892,73.1368,0.915,0.7532,0.9149,1100,0,0,0,1,SINISTRA_PANTALONI
-2.6221,6.3114,2.5122,9.0101,-6.0056,-4.9521,9.6084,3.0997,11.1842,-6.3491,0.666,15.0374,3.8778,15.7741,-0.445,7.1911,11.0881,3.3299,12.8357,0.1504,0.5295,-3.937,-0.3646,-7.4356,-0.6887,0.0926,0.8105,0.6479,0.7545,0.7994,0.9309,1.1645,0.6569,0.4197,0.5692,0.639,0.8666,1.3562,0.7994,1.59,-3.3985,1.989,-4.2514,-2.1375,0.8451,0.1178,0.0851,0.1394,0.1007,0.7225,0.8056,0.5712,0.702,0.709,0.8713,1.2289,0.1176,10.7132,0.5267,-0.7121,-0.854,-0.2713,-0.7375,0.7325,29.093,57.2241,7.5647,25.1404,0.3856,7.1176,350.8918,18.7321,50.6989,-0.2372,-25.5031,152.6757,12.3562,38.6993,?,4.0875,-1.1408,-0.2791,0.4038,0.6122,1.516,0.1631,0.3748,2.2983,-1.6234,-0.4077,0.2512,0.9985,0,0,0.4959,0.6496,1.3101,0.8195,69.6353,-0.2577,0.0282,0.9511,1100,0,0,0,1,SINISTRA_PANTALONI
-4.7744,6.8991,2.6266,11.7878,-32.2718,-3.3016,8.0204,2.832,10.365,-6.1641,0.1449,8.01,2.8302,11.0581,-0.8021,7.1332,5.764,2.4008,9.6285,0.1832,1.4461,-32.9532,-0.6693,-22.7881,-0.4629,0.0203,0.9275,0.9281,1.094,1.0006,1.1796,1.1788,0.8602,0.8613,1.1969,1.0013,1.3915,1.3897,1.282,2.323,-5.2941,1.812,-4.1294,-2.279,0.2449,0.0577,0.0301,0.2358,0.1227,0.5205,1.1373,1.066,1.2243,0.9373,1.0765,1.1485,0.121,10.6195,-0.1664,-0.1955,-0.7197,-0.4231,-0.4473,0.3665,27.0054,111.7125,10.5694,30.481,0.2338,11.902,134.6603,11.6043,36.5982,-0.0218,-27.2217,201.9908,14.2123,44.8196,?,2.269,-0.9921,-0.4372,0.9108,0.7437,0.8165,0.8296,0.5531,0.6667,-11.9256,-0.2075,0.0174,1.1106,0,0,0.8329,0.6801,0.8166,0.8364,66.3664,0.7231,0.8434,0.9747,1100,0,0,0,1,SINISTRA_PANTALONI
-1.0179,2.847,1.6873,7.6282,-3.027,2.1298,2.8336,1.6833,6.7129,-0.3337,-2.2879,4.6542,2.1574,9.3241,-1.1357,4.4232,1.5767,1.2557,4.6922,0.2624,-0.478,0.4449,-0.2301,-0.9309,0.4815,-0.5172,1.0024,0.7821,1.3438,0.7803,1.3406,1.7181,1.0047,0.6117,1.8057,0.6088,1.7972,2.9519,3.4142,1.1564,-3.435,0.3387,-1.0061,-2.9703,0.3763,0.4339,0.2978,1.1529,0.7912,0.6863,1.1364,0.8181,1.6257,0.7199,1.4307,1.9872,0.0685,6.5725,0.6161,-0.1112,0.0037,-0.3098,0.5866,-0.3541,-28.0366,0.3488,0.5906,28.6194,?,-15.9716,51.0774,7.1468,27.5986,?,-26.0192,21.6789,4.6561,32.1594,?,1.7554,1.0775,0.6138,0.0826,0.1268,1.535,0.0068,0.0161,2.3561,1.037,0.8899,0.8582,1,1,1,1.037,0.8899,0.8582,0.8636,70.0274,0.1861,-0.1327,-0.9978,1100,0,0,0,1,SINISTRA_PANTALONI
2.0195,8.6118,2.9346,10.3881,-0.3927,2.1479,7.6731,2.77,11.9361,-0.6437,-1.006,5.5679,2.3596,9.9841,-1.1257,5.2394,4.1054,2.0262,9.5179,0.1091,0.9402,-2.0073,0.3854,-2.135,0.41,-0.192,1.0594,1.2437,1.4483,1.1739,1.3671,1.1646,1.1223,1.5467,2.0977,1.3781,1.869,1.3563,0.6267,0.554,-2.5122,0.884,-4.0086,-4.5344,1.0271,1.5881,0.6981,1.5461,0.6797,0.4396,0.8703,1.0405,1.0914,1.1955,1.2541,1.049,0.0636,8.2136,0.6866,0.3285,0.803,0.3391,0.5822,0.1826,-32.8449,6.1689,2.4837,37.9791,?,7.1542,48.5148,6.9653,22.4991,-0.3941,-26.4174,6.4749,2.5446,29.5792,?,-4.591,1.2433,-0.2708,0.3566,0.9761,2.7373,0.1272,0.9527,7.4927,5.9717,1.284,0.215,0,1,0,1.688,1.284,0.7606,0.8725,67.8465,0.0331,-0.9491,0.2103,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0034,0.0183,0.1353,0.5337,-1.1134,-0.0235,0.005,0.071,0.3246,-1.6918,0.0567,0.0036,0.0602,0.3128,-0.2831,0.1554,0.0066,0.0814,0.3084,0.069,0.1435,-0.0594,-0.0217,-0.4142,-0.1513,0.3652,1.9046,2.2495,1.6625,1.1811,0.8729,0.739,3.6276,5.0603,2.7639,1.395,0.7619,0.5462,1.3781,4.0736,-12.2994,2.9558,-8.9247,-3.0193,2.0942,1.0359,0.7623,0.4946,0.364,0.7359,1.6441,1.7061,1.7305,1.0377,1.0525,1.0143,0.0013,0.2324,-0.1284,-0.4535,-0.1711,-0.1936,-0.3555,0.5224,-46.3129,0.0561,0.2369,46.8597,?,0.8441,0.038,0.1948,0.7812,0.3146,-7.9879,0.013,0.1139,8.2199,?,-54.8672,5.7979,-0.1057,1.2159,2.08,1.7106,1.4785,4.3262,2.926,-130.6808,5.7008,-0.0436,0,1,0,59.9805,5.7008,0.095,0.9593,55.1449,-0.2648,-0.3948,0.3077,1100,0,0,0,1,SINISTRA_PANTALONI
-0.3715,0.0308,0.1755,0.7991,?,0.5282,0.0566,0.2379,0.9005,0.155,0.0255,0.0234,0.153,0.6631,-0.9758,0.6834,0.0615,0.2479,0.8446,0.2421,-0.7034,-14.5956,-0.5437,20.7499,0.7729,0.0372,0.7376,1.1468,0.7077,1.5547,0.9595,0.6171,0.5441,1.3151,0.5009,2.4171,0.9206,0.3808,-4.8384,2.4401,-2.9614,-0.5043,0.6121,-1.2136,0,0,0,3.1754,0.9562,0.3011,0.8874,1.2051,0.9461,1.3581,1.0661,0.785,0.0132,1.0247,-0.2585,-0.1124,-0.63,-0.165,0.904,-0.0975,-46.1856,0.0516,0.2272,46.4996,?,-5.1506,3.3051,1.818,8.519,?,-6.2613,0.3024,0.5499,7.4997,?,8.967,7.3763,0.8226,0.125,0.4132,3.3061,0.0156,0.1708,10.9302,5.4584,6.2002,1.1359,1,1,1,5.4584,6.2002,1.1359,0.957,57.5975,-0.4953,-0.7459,0.8723,1100,0,0,0,1,SINISTRA_PANTALONI
0.0075,0.0276,0.1661,0.6573,-0.8167,-0.0459,0.0041,0.0643,0.2817,-1.7882,0.0279,0.0061,0.0782,0.393,-0.8144,0.1844,0.0068,0.0825,0.3386,0.1335,-0.1633,0.2685,0.0407,-1.6441,-0.2492,0.1516,2.5855,2.1254,2.0139,0.822,0.7789,0.9475,6.685,4.5174,4.0559,0.6757,0.6067,0.8978,1.6359,1.6753,-5.6626,1.0241,-3.4615,-3.3801,3.5819,1.6706,0.9258,0.4664,0.2585,0.5542,2.3338,1.6727,1.9411,0.7167,0.8317,1.1605,0.0012,0.272,-0.4299,-0.1834,0.1929,-0.2425,-0.3191,0.2437,-46.0845,0.0477,0.2184,46.4996,?,-0.038,0.1178,0.3432,1.2573,-1.3343,-8.4103,0.0303,0.174,8.699,?,1211.3818,5.4795,0.0045,0.6364,1.255,1.972,0.405,1.5751,3.8888,64.7006,5.3454,0.0826,0,1,0,36.983,5.3454,0.1445,1.0647,54.7831,0.141,0.6545,-0.3154,1100,0,0,0,1,SINISTRA_PANTALONI
-0.4346,5.5888,2.3641,9.3605,-1.6871,1.734,5.0519,2.2476,10.4734,-0.3067,-3.3522,5.1765,2.2752,13.9959,-1.0376,5.1972,3.2392,1.7998,7.4408,0.2403,-0.2506,0.1297,-0.0836,-0.5173,0.3337,-0.645,1.0518,1.0391,1.3135,0.9879,1.2488,1.2641,1.1063,1.0796,1.7253,0.9759,1.5596,1.5981,2.3906,0.8246,-2.4965,0.3449,-1.0443,-3.0275,0.4346,0.5071,0.3556,1.1669,0.8183,0.7013,0.8937,0.6688,1.258,0.7483,1.4076,1.881,0.0775,7.8133,-0.4213,-0.0841,-0.6147,0.246,0.4466,-0.2255,-15.2673,11.4201,3.3794,19.3787,?,-38.3306,24.4102,4.9407,47.1588,?,-107.0709,9.9125,3.1484,112.7396,?,0.3983,0.1426,0.358,0.684,1.0734,1.5693,0.4678,1.1521,2.4626,0.4109,0.1719,0.4183,1,1,1,0.4109,0.1719,0.4183,2.3417,160.6688,0.4714,-0.6668,-0.9617,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.6364,8.5385,2.9221,11.5185,-0.9449,0.4032,6.124,2.4747,9.1239,-0.5874,-2.3976,13.413,3.6624,14.1499,-2.4106,5.234,6.9971,2.6452,10.0726,0.1138,1.5781,-0.2654,0.1216,-0.1682,0.077,-0.4581,1.1808,0.7979,1.1047,0.6757,0.9355,1.3845,1.3943,0.6366,1.2203,0.4566,0.8752,1.917,1.6575,0.5596,-4.3272,0.3376,-2.6107,-7.7333,1.0304,1.4275,0.5211,1.3854,0.5057,0.365,1.2624,0.814,1.1435,0.6448,0.9058,1.4048,0.0513,7.8851,-0.3213,0.6705,-0.4279,-0.629,0.7445,-0.7376,-3.4933,72.7411,8.5288,26.3992,-1.4309,-30.0078,35.9883,5.999,45.2393,?,-111.6948,9.0174,3.0029,114.119,?,0.1164,0.0313,0.2687,1.4217,2.8402,1.9977,2.0212,8.0667,3.991,0.3435,0.1362,0.3964,0,0,1,0.5835,0.2313,0.3964,2.3614,149.3218,0.9294,-0.7293,-0.893,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.7482,7.1806,2.6797,12.5571,-1.7943,1.8672,6.9314,2.6327,9.684,-0.4342,-2.6918,7.5984,2.7565,15.0274,-4.5263,5.2665,5.2662,2.2948,11.6846,0.1349,0.4007,-0.278,0.1421,-0.6937,0.3545,-0.5111,1.0178,0.9721,1.1677,0.9551,1.1473,1.2012,1.036,0.945,1.3635,0.9122,1.3162,1.4429,2.7504,0.6551,-4.4239,0.2382,-1.6084,-6.7529,0.6655,1.6526,0.3327,2.4832,0.4999,0.2013,1.2967,0.8356,1.0747,0.6444,0.8288,1.2861,0.0686,7.8666,-0.1116,0.0429,-0.1322,-0.1061,0.6072,-0.5629,-10.4981,32.7104,5.7193,19.0186,-5.8938,-43.367,22.4434,4.7374,51.4786,?,-104.6957,14.9819,3.8706,109.7992,?,0.2421,0.1003,0.4142,1.2073,1.4776,1.2239,1.4575,2.1833,1.498,0.3159,0.1481,0.4688,0,0,1,0.3694,0.1732,0.4688,2.3226,158.7688,0.6346,-0.7109,-0.992,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.4346,5.5888,2.3641,9.3605,-1.6871,1.734,5.0519,2.2476,10.4734,-0.3067,-3.3522,5.1765,2.2752,13.9959,-1.0376,5.1972,3.2392,1.7998,7.4408,0.2403,-0.2506,0.1297,-0.0836,-0.5173,0.3337,-0.645,1.0518,1.0391,1.3135,0.9879,1.2488,1.2641,1.1063,1.0796,1.7253,0.9759,1.5596,1.5981,2.3906,0.8246,-2.4965,0.3449,-1.0443,-3.0275,0.4346,0.5071,0.3556,1.1669,0.8183,0.7013,0.8937,0.6688,1.258,0.7483,1.4076,1.881,0.0775,7.8133,-0.4213,-0.0841,-0.6147,0.246,0.4466,-0.2255,-15.2673,11.4201,3.3794,19.3787,?,-38.3306,24.4102,4.9407,47.1588,?,-107.0709,9.9125,3.1484,112.7396,?,0.3983,0.1426,0.358,0.684,1.0734,1.5693,0.4678,1.1521,2.4626,0.4109,0.1719,0.4183,1,1,1,0.4109,0.1719,0.4183,2.3417,160.6688,0.4714,-0.6668,-0.9617,1100,0,0,0,1,TASCA_GIACCA_ALTA
