@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.8159,2.733,1.6532,8.7668,-1.6432,-0.4198,10.9654,3.3114,13.7124,-0.6077,-1.08,1.7417,1.3197,6.5625,-2.0983,3.7635,3.2843,1.8123,8.4368,0.067,1.9437,0.7554,-0.2168,0.3887,-0.1115,-0.287,0.4992,1.2527,0.9122,2.5091,1.8272,0.7282,0.2492,1.5692,0.8321,6.2958,3.3387,0.5303,1.0514,1.2263,-8.9987,1.1663,-8.5584,-7.3382,0.3889,1.5659,0.3668,4.0267,0.9432,0.2342,0.6393,1.3359,1.0391,2.0895,1.6253,0.7778,0.0146,5.5072,-0.2535,-0.1393,-0.5414,0.6069,0.4601,0.4111,0.8514,0.9282,0.9634,3.4447,-0.4012,-0.3042,0.4686,0.6845,2.7888,-2.7114,0.2179,1.383,1.176,3.2866,-1.0156,-2.7992,3.907,-1.3958,1.4074,0.8192,0.5821,1.9808,0.6711,0.3388,0.4841,0.5956,1.2304,3.2716,1.5076,0.4608,1.2352,1.0481,0.8486,0.0096,2.6995,0.6303,0.3912,0.5726,1100,0,0,0,1,GIACCA
-1.0746,2.1913,1.4803,7.3405,-1.4766,0.4365,3.4293,1.8518,8.7867,-0.8962,-0.6869,1.7417,1.3197,6.2609,-1.1764,2.8407,1.11,1.0536,4.7817,0.1033,-2.4619,1.5644,-0.3783,-0.6355,0.1537,-0.2418,0.7994,1.1217,1.405,1.4032,1.7577,1.2527,0.639,1.2581,1.9742,1.9689,3.0895,1.5691,1.0539,1.2932,-7.9475,1.2271,-7.5412,-6.1454,0.6396,1.0303,0.5558,1.6108,0.869,0.5395,0.8354,1.1725,1.5351,1.4034,1.8376,1.3093,0.0139,4.3926,-0.0358,0.0832,-0.4577,0.4356,-0.1196,0.1896,0.9863,0.5164,0.7186,2.8145,-0.0949,-0.1235,0.7284,0.8535,3.7096,-1.6201,-0.1786,1.9097,1.3819,4.4006,-1.4825,-7.9882,-5.5234,0.6914,0.842,0.52,0.6176,0.7089,0.2704,0.3814,0.1064,0.0929,0.8728,1.8156,1.45,0.7987,0.7587,0.6396,0.843,0.0104,2.7373,0.6184,0.4372,0.8056,1100,0,0,0,1,GIACCA
-0.7131,7.8788,2.8069,14.1918,-1.0724,-1.1093,9.1365,3.0227,19.1241,-3.6258,-1.4157,2.0506,1.432,6.3101,-2.1365,4.2218,4.9859,2.2329,14.2523,0.0694,0.6429,0.5037,-0.1689,0.7836,-0.2628,-0.3353,0.9286,1.9601,1.2571,2.1108,1.3537,0.6413,0.8623,3.8421,1.5802,4.4555,1.8325,0.4113,0.4899,1.7086,-6.9088,3.4874,-14.1019,-4.0436,1.6564,3.4038,0.4471,2.0549,0.2699,0.1314,0.7421,2.2491,0.9958,3.0307,1.3418,0.4427,0.0199,6.2317,-0.0737,0.418,-0.5337,-0.0402,-0.484,-0.296,0.9137,0.9224,0.9604,3.8719,-0.5038,-0.6798,1.7015,1.3044,5.2306,-1.78,-0.1048,2.2064,1.4854,5.8981,-1.2162,-1.3441,-8.7205,6.4881,0.7363,0.6466,0.8782,0.5421,0.4181,0.7712,0.3873,0.4008,1.0347,1.3685,0.9675,0.707,0.7402,0.6565,0.8868,0.0118,3.3686,0.3503,0.3407,0.8173,1100,0,0,0,1,GIACCA
-0.8159,2.733,1.6532,8.7668,-1.6432,-0.4198,10.9654,3.3114,13.7124,-0.6077,-1.08,1.7417,1.3197,6.5625,-2.0983,3.7635,3.2843,1.8123,8.4368,0.067,1.9437,0.7554,-0.2168,0.3887,-0.1115,-0.287,0.4992,1.2527,0.9122,2.5091,1.8272,0.7282,0.2492,1.5692,0.8321,6.2958,3.3387,0.5303,1.0514,1.2263,-8.9987,1.1663,-8.5584,-7.3382,0.3889,1.5659,0.3668,4.0267,0.9432,0.2342,0.6393,1.3359,1.0391,2.0895,1.6253,0.7778,0.0146,5.5072,-0.2535,-0.1393,-0.5414,0.6069,0.4601,0.4111,0.8514,0.9282,0.9634,3.4447,-0.4012,-0.3042,0.4686,0.6845,2.7888,-2.7114,0.2179,1.383,1.176,3.2866,-1.0156,-2.7992,3.907,-1.3958,1.4074,0.8192,0.5821,1.9808,0.6711,0.3388,0.4841,0.5956,1.2304,3.2716,1.5076,0.4608,1.2352,1.0481,0.8486,0.0096,2.6995,0.6303,0.3912,0.5726,1100,0,0,0,1,GIACCA
-1.0746,2.1913,1.4803,7.3405,-1.4766,0.4365,3.4293,1.8518,8.7867,-0.8962,-0.6869,1.7417,1.3197,6.2609,-1.1764,2.8407,1.11,1.0536,4.7817,0.1033,-2.4619,1.5644,-0.3783,-0.6355,0.1537,-0.2418,0.7994,1.1217,1.405,1.4032,1.7577,1.2527,0.639,1.2581,1.9742,1.9689,3.0895,1.5691,1.0539,1.2932,-7.9475,1.2271,-7.5412,-6.1454,0.6396,1.0303,0.5558,1.6108,0.869,0.5395,0.8354,1.1725,1.5351,1.4034,1.8376,1.3093,0.0139,4.3926,-0.0358,0.0832,-0.4577,0.4356,-0.1196,0.1896,0.9863,0.5164,0.7186,2.8145,-0.0949,-0.1235,0.7284,0.8535,3.7096,-1.6201,-0.1786,1.9097,1.3819,4.4006,-1.4825,-7.9882,-5.5234,0.6914,0.842,0.52,0.6176,0.7089,0.2704,0.3814,0.1064,0.0929,0.8728,1.8156,1.45,0.7987,0.7587,0.6396,0.843,0.0104,2.7373,0.6184,0.4372,0.8056,1100,0,0,0,1,GIACCA
-0.7131,7.8788,2.8069,14.1918,-1.0724,-1.1093,9.1365,3.0227,19.1241,-3.6258,-1.4157,2.0506,1.432,6.3101,-2.1365,4.2218,4.9859,2.2329,14.2523,0.0694,0.6429,0.5037,-0.1689,0.7836,-0.2628,-0.3353,0.9286,1.9601,1.2571,2.1108,1.3537,0.6413,0.8623,3.8421,1.5802,4.4555,1.8325,0.4113,0.4899,1.7086,-6.9088,3.4874,-14.1019,-4.0436,1.6564,3.4038,0.4471,2.0549,0.2699,0.1314,0.7421,2.2491,0.9958,3.0307,1.3418,0.4427,0.0199,6.2317,-0.0737,0.418,-0.5337,-0.0402,-0.484,-0.296,0.9137,0.9224,0.9604,3.8719,-0.5038,-0.6798,1.7015,1.3044,5.2306,-1.78,-0.1048,2.2064,1.4854,5.8981,-1.2162,-1.3441,-8.7205,6.4881,0.7363,0.6466,0.8782,0.5421,0.4181,0.7712,0.3873,0.4008,1.0347,1.3685,0.9675,0.707,0.7402,0.6565,0.8868,0.0118,3.3686,0.3503,0.3407,0.8173,1100,0,0,0,1,GIACCA
-0.1,2.1801,1.4765,6.016,-1.2155,-2.1164,9.3578,3.059,11.1837,-4.0765,-1.2548,2.9419,1.7152,6.4021,-2.7018,3.6903,6.9254,2.6316,9.3016,0.0609,0.0473,0.0797,-0.0271,1.6867,-0.5735,-0.34,0.4827,0.8608,0.5611,1.7835,1.1624,0.6518,0.233,0.741,0.3148,3.1809,1.3512,0.4248,0.3675,0.7064,-5.4754,1.922,-14.8982,-7.7516,1.2326,1.5702,0.2742,1.2739,0.2224,0.1746,0.5379,0.9397,0.6468,1.7469,1.2023,0.6883,0.0262,5.6973,-0.7791,-0.4356,0.5762,0.8061,-0.8865,-0.8732,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1100,0,0,0,1,GIACCA
-0.6754,3.6916,1.9214,9.9979,-2.3658,-1.163,1.3471,1.1606,4.6488,-3.8176,-0.558,1.7235,1.3128,4.736,-1.6573,2.7126,1.5241,1.2345,6.9335,0.043,0.5807,1.2104,-0.249,2.0842,-0.4287,-0.2057,1.6554,1.4635,1.5563,0.8841,0.9401,1.0634,2.7405,2.1419,2.4222,0.7816,0.8839,1.1309,1.9077,2.3792,-22.5499,1.2472,-11.8207,-9.4779,3.0783,1.6667,0.41,0.5414,0.1332,0.246,2.1507,2.111,1.442,0.9816,0.6705,0.6831,0.015,4.054,-0.1255,-0.4462,-0.4088,0.6218,-0.5386,-0.0875,0.765,1.5952,1.263,4.8834,-0.8932,-0.0374,1.8954,1.3767,5.2092,-0.7048,1.1781,2.3024,1.5174,6.5315,-0.3499,-20.4286,0.6493,-0.0318,0.9174,0.8324,0.9073,0.8417,0.6929,0.8232,1.0698,1.3607,1.2719,0.8442,0.5331,0.6315,0.9375,0.7477,0.7975,0.0145,4.1068,0.0292,0.918,-0.0653,1100,0,0,0,1,GIACCA
0.1239,0.0035,0.0588,0.3124,-0.2526,-0.0041,0.0212,0.1455,0.6269,-1.5653,0.0002,0.0036,0.06,0.319,-0.7032,0.1948,0.0057,0.0753,0.3552,0.1562,-30.3284,641.9655,0.6362,-21.1671,-0.021,0.001,0.4038,0.9789,0.78,2.4243,1.9317,0.7968,0.1631,0.9583,0.6084,5.8774,3.7314,0.6349,0.1647,0.4782,-0.9577,2.9043,-5.8167,-2.0028,1.0204,1.3315,0.5924,1.3048,0.5805,0.4449,0.4983,0.9792,0.8794,1.9652,1.7649,0.8981,0.0013,0.2906,-0.1687,0.48,0.6043,0.2168,-0.4701,0.1735,0.0011,0.0001,0.0093,0.0385,-1.2581,0.0215,0.0002,0.0138,0.0555,-0.1618,0.0125,0.0003,0.0184,0.0993,-0.5816,0.0505,0.0865,1.713,0.6705,0.5055,0.7539,0.4496,0.2555,0.5683,2.7692,0.5865,0.2118,0.3562,0.2711,0.7612,0.6923,0.3871,0.5591,0.0003,0.0462,0.5943,0.5874,0.6651,1100,0,0,0,1,GIACCA
0.0966,0.0089,0.0944,0.4369,-0.2846,0.0652,0.0636,0.2521,1.3603,-0.44,0.0129,0.0129,0.1135,0.5347,-0.5651,0.2581,0.0325,0.1803,0.9019,0.05,1.481,7.4677,0.3743,5.0422,0.2527,0.0501,0.3742,0.8311,0.5233,2.2207,1.3982,0.6296,0.1401,0.6907,0.2738,4.9314,1.955,0.3964,0.2329,0.5014,-2.0385,2.1528,-8.7534,-4.0661,0.3601,0.9955,0.3583,2.7648,0.995,0.3599,0.3212,0.8171,0.4845,2.5438,1.5083,0.5929,0.0013,0.3681,-0.0385,0.6169,0.246,-0.2578,0.6919,0.0235,-0.0532,0.004,0.0635,0.251,-3.2772,-0.018,0.013,0.1141,0.4027,-2.8174,-0.0063,0.008,0.0893,0.3696,-2.6117,2.9627,8.3899,2.8319,0.5567,0.7115,1.2779,0.3099,0.5062,1.6331,0.6471,0.7197,1.1121,0.5563,0.5735,1.0309,0.6233,0.6792,1.0896,0.0006,0.2147,0.8531,0.723,0.9436,1100,0,0,0,1,GIACCA
0.7933,2.456,1.5672,5.7641,-0.5887,-0.2678,20.6193,4.5408,16.6255,-0.5186,-0.2709,2.7162,1.6481,7.8309,-1.506,4.3425,7.7084,2.7764,10.8713,0.0084,-2.962,-2.9284,0.1827,0.9887,-0.0617,-0.0624,0.3451,0.9509,0.5645,2.7552,1.6355,0.5936,0.1191,0.9042,0.3186,7.5914,2.6749,0.3524,0.3762,0.4539,-23.2973,1.2065,-61.9289,-51.3295,0.3314,1.1611,0.3309,3.5035,0.9986,0.285,0.3467,0.7361,0.5302,2.1231,1.5293,0.7203,0.0093,6.2681,-0.0289,-0.0909,0.3187,0.4849,0.7431,0.2892,0.9227,1.5315,1.2375,4.1165,-0.124,1.6353,1.3513,1.1624,3.9168,-0.1329,-2.7433,2.3141,1.5212,5.5437,?,0.5642,-0.3363,-0.5961,1.0646,0.8135,0.7642,1.1334,0.6618,0.5839,0.9879,0.0819,0.0829,1.0594,0,0,1.051,0.7426,0.7065,0.035,5.4869,0.2042,-0.8399,-0.2287,1100,0,0,0,1,GIACCA
