@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.7498,9.009,3.0015,17.7661,-1.0059,5.4042,26.6768,5.165,25.2749,-0.2451,9.8474,17.833,4.2229,18.6324,0.1521,12.2546,30.0819,5.4847,23.7828,0.1553,-0.1387,-0.0761,-0.0612,0.5488,0.441,0.8036,0.5811,0.7108,0.5473,1.2231,0.9417,0.7699,0.3377,0.5052,0.2995,1.4959,0.8868,0.5928,1.7907,-2.6655,-2.0371,-1.4886,-1.1376,0.7643,0.4363,0.403,0.3146,0.9238,0.721,0.7805,0.7029,0.9535,0.747,1.3565,1.0627,0.7834,0.0408,18.2393,0.1135,-0.4988,-0.3392,0.5416,0.737,0.9482,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
-0.1502,0.986,0.993,4.1568,-0.7432,6.2189,3.2145,1.7929,6.7788,0.3165,9.8491,3.4175,1.8487,7.8482,0.4825,11.7751,4.6676,2.1605,8.8735,0.4865,-0.0242,-0.0153,-0.0128,0.6314,0.5281,0.8364,0.5538,0.5371,0.4596,0.9698,0.8299,0.8557,0.3067,0.2885,0.2112,0.9406,0.6887,0.7322,-0.5647,-0.2422,-0.2108,0.4289,0.3733,0.8704,0.2404,0.1572,0.138,0.6539,0.5739,0.8776,0.6132,0.5296,0.4684,0.8637,0.7639,0.8845,0.0418,16.9186,0.5465,0.0524,0.276,0.4612,0.7672,0.9216,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
-0.0037,0.9183,0.9583,4.9058,-0.5837,7.2113,2.1913,1.4803,6.461,0.4103,10.0767,3.566,1.8884,8.2367,0.4661,12.4753,4.5869,2.1417,8.0129,0.5415,-0.0005,-0.0004,-0.0003,0.7156,0.578,0.8077,0.6473,0.5075,0.4474,0.7839,0.6912,0.8817,0.4191,0.2575,0.2002,0.6145,0.4777,0.7774,-0.4023,-0.2514,-0.1911,0.625,0.475,0.76,0.2827,0.2008,0.1773,0.7101,0.6269,0.8828,0.7593,0.5956,0.6122,0.7844,0.8063,1.0279,0.0446,18.0373,0.5156,-0.0943,0.1575,0.5052,0.7795,0.9336,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
-0.1693,0.7785,0.8823,3.5838,-1.1698,7.0853,4.3598,2.088,9.1495,0.2584,10.0962,3.1384,1.7716,7.9136,0.479,12.4305,5.9235,2.4338,9.5521,0.4745,-0.0239,-0.0168,-0.0136,0.7018,0.57,0.8122,0.4226,0.498,0.3625,1.1786,0.8579,0.7279,0.1786,0.248,0.1314,1.3892,0.736,0.5298,-0.6061,-0.2655,-0.224,0.4381,0.3695,0.8435,0.1339,0.1087,0.0909,0.8122,0.6787,0.8356,0.3917,0.4529,0.3752,1.1562,0.9579,0.8285,0.0427,17.9539,0.5928,0.1431,0.3654,0.6986,0.8996,0.9391,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
-0.3389,3.9468,1.9867,9.4999,-1.2406,7.7955,13.5669,3.6833,20.4796,0.028,9.7838,4.0061,2.0015,12.671,0.319,12.916,11.3039,3.3621,17.7658,0.2831,-0.0435,-0.0346,-0.0262,0.7968,0.6036,0.7575,0.5394,0.9926,0.5909,1.8403,1.0955,0.5953,0.2909,0.9852,0.3492,3.3866,1.2002,0.3544,-8.917,-0.8862,-0.7498,0.0994,0.0841,0.8461,0.2012,0.2279,0.1711,1.1324,0.8502,0.7508,0.4639,0.7497,0.5347,1.6163,1.1528,0.7132,0.0447,19.077,-0.7409,0.0212,-0.4957,0.3175,0.8799,0.7091,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.2143,3.9832,1.9958,10.8277,-0.7848,6.0045,11.4734,3.3872,15.4271,-0.132,9.583,3.4383,1.8543,10.9738,0.3354,11.8781,5.7397,2.3958,12.5339,0.3504,-0.0357,-0.0224,-0.018,0.6266,0.5055,0.8068,0.5892,1.0763,0.8331,1.8267,1.4138,0.774,0.3472,1.1585,0.694,3.3369,1.999,0.599,2.6466,-0.8595,-0.7041,-0.3248,-0.266,0.8191,0.4452,0.3674,0.3144,0.8253,0.7063,0.8558,0.7019,0.9867,0.8639,1.4058,1.2308,0.8755,0.0404,17.1119,-0.7966,0.085,-0.4222,-0.0692,0.6837,0.6069,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.0774,0.6089,0.7803,2.9922,-0.7427,8.0984,1.8802,1.3712,6.0683,0.4849,9.5522,1.4967,1.2234,6.3064,0.5438,12.5941,2.2097,1.4865,6.7852,0.6062,0.0096,0.0081,0.0061,0.8478,0.643,0.7585,0.5691,0.6379,0.525,1.1208,0.9224,0.823,0.3239,0.4069,0.2756,1.2563,0.8509,0.6773,-0.2233,-0.1696,-0.1221,0.7598,0.5469,0.7198,0.1458,0.1242,0.0997,0.8522,0.6837,0.8023,0.4931,0.4745,0.441,0.9623,0.8943,0.9294,0.0452,18.2998,0.7376,0.1335,0.5288,0.3362,0.8138,0.8193,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.2952,0.6133,0.7831,3.635,-0.6938,7.9092,2.3081,1.5192,6.3486,0.4661,9.8743,1.5426,1.242,6.0655,0.5618,12.7146,2.9471,1.7167,7.877,0.5638,-0.0373,-0.0299,-0.0232,0.801,0.6221,0.7766,0.5155,0.6305,0.4562,1.2232,0.885,0.7235,0.2657,0.3976,0.2081,1.4963,0.7832,0.5234,-0.2687,-0.1914,-0.1462,0.7126,0.5443,0.7639,0.1805,0.155,0.1188,0.859,0.6585,0.7666,0.5726,0.5993,0.4615,1.0467,0.806,0.77,0.0457,18.4836,0.7377,0.0864,0.4599,0.6332,0.9006,0.9055,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.4504,7.3524,2.7115,10.7231,-1.14,2.6128,13.5497,3.681,15.9316,-0.5272,9.9453,5.9397,2.4371,9.7877,0.3733,11.2384,6.4771,2.545,11.8476,0.3403,-0.1724,-0.0453,-0.0401,0.2627,0.2325,0.8849,0.7366,1.1126,1.0654,1.5104,1.4464,0.9576,0.5426,1.2378,1.1351,2.2812,2.0919,0.917,1.0386,-0.9799,-0.9345,-0.9435,-0.8998,0.9536,0.4803,0.3209,0.279,0.668,0.5808,0.8695,0.6731,1.0956,0.9051,1.6277,1.3447,0.8261,0.0361,15.9417,-0.5267,0.2091,-0.0961,0.372,0.6307,0.8973,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.7414,0.8756,0.9357,3.3629,-2.0407,7.3272,3.2084,1.7912,6.1351,0.4292,9.8196,2.8611,1.6915,7.0911,0.5095,12.3674,4.6544,2.1574,8.2759,0.5221,-0.1012,-0.0755,-0.0599,0.7462,0.5925,0.794,0.5224,0.5532,0.4337,1.059,0.8303,0.784,0.2729,0.306,0.1881,1.1214,0.6893,0.6147,-0.4892,-0.3064,-0.2496,0.6264,0.5102,0.8145,0.1029,0.0765,0.0639,0.7435,0.6206,0.8347,0.5481,0.4742,0.4063,0.8652,0.7413,0.8568,0.0434,18.1585,0.8445,0.1559,0.492,0.6267,0.8654,0.9319,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.0256,0.6747,0.8214,4.072,-0.4821,6.5427,4.0127,2.0032,8.6935,0.2802,9.8026,3.7231,1.9295,8.4851,0.4598,11.8763,6.2641,2.5028,9.196,0.4852,-0.0039,-0.0026,-0.0022,0.6674,0.5509,0.8254,0.4101,0.4257,0.3282,1.0382,0.8004,0.7709,0.1681,0.1812,0.1077,1.0778,0.6406,0.5943,-0.3914,-0.1834,-0.1528,0.4685,0.3904,0.8334,0.2275,0.1749,0.1538,0.7689,0.6761,0.8793,0.4684,0.4799,0.4428,1.0246,0.9453,0.9227,0.0414,16.9906,0.4729,0.0829,0.2736,0.6497,0.8733,0.9368,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.4981,8.4419,2.9055,10.8618,-1.2715,3.4716,16.2557,4.0318,19.9489,-0.5351,9.9209,5.2306,2.287,12.2599,0.2829,11.4414,9.7485,3.1223,13.0218,0.2792,-0.1435,-0.0502,-0.0435,0.3499,0.3034,0.8671,0.7206,1.2704,0.9306,1.7629,1.2913,0.7325,0.5193,1.6139,0.866,3.1078,1.6675,0.5366,0.8744,-1.2569,-1.2052,-1.4374,-1.3784,0.9589,0.368,0.2797,0.2647,0.7601,0.7193,0.9464,0.5445,0.886,0.8341,1.6272,1.532,0.9415,0.0373,16.5153,-0.3828,-0.3062,-0.5686,0.23,0.6005,0.8548,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
0.0363,0.5051,0.7107,3.7894,-0.7051,6.1303,3.4754,1.8642,6.6448,0.3226,9.934,3.8997,1.9748,8.2535,0.4767,11.7781,5.4224,2.3286,9.2688,0.4779,0.0059,0.0037,0.0031,0.6171,0.5205,0.8434,0.3812,0.3599,0.3052,0.944,0.8006,0.848,0.1453,0.1295,0.0931,0.8912,0.6409,0.7192,-0.4953,-0.2085,-0.1847,0.4209,0.3729,0.8861,0.2266,0.1409,0.1252,0.622,0.5525,0.8884,0.5703,0.4591,0.4088,0.8051,0.7169,0.8905,0.041,16.6368,0.3533,-0.1847,0.0231,0.4834,0.7784,0.9248,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA_BASSA
