@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-1.61,6.7722,2.6023,14.2763,-1.2874,-8.597,5.7564,2.3992,15.9893,?,-1.61,6.7722,2.6023,14.2763,-1.2874,9.658,5.1155,2.2617,16.9705,0.1349,0.1873,1,-0.1667,5.3398,-0.8901,-0.1667,1.0846,1,1.1506,0.922,1.0608,1.1506,1.1765,1,1.3239,0.85,1.1253,1.3239,0.5025,1,-3.0375,1.99,-6.0446,-3.0375,0,1,0.3182,0,0,0.3182,0.8929,1,0.8412,1.12,0.9422,0.8412,0.0309,13.6654,0.3916,1,-0.5067,0.3916,-0.8809,-0.5067,?,?,?,?,?,10.1215,895.5627,29.926,107,0,DIETRO_PANTALONI
-0.7988,2.3478,1.5323,10.2999,-2.7658,-9.2214,1.6255,1.275,12.696,?,-0.7988,2.3478,1.5323,10.2999,-2.7658,9.5131,2.1319,1.4601,11.3803,0.3145,0.0866,1,-0.084,11.5439,-0.9693,-0.084,1.2018,1,1.0494,0.8321,0.8732,1.0494,1.4443,1,1.1013,0.6924,0.7625,1.1013,0.5958,1,-1.4486,1.6783,-2.4312,-1.4486,0,1,0.1647,0,0,0.1647,0.8113,1,0.9051,1.2326,1.1156,0.9051,0.0325,11.9583,0.3268,1,-0.4897,0.3268,-0.9517,-0.4897,?,?,?,?,?,0.3706,0.9675,0.9836,4,0,DIETRO_PANTALONI
4.9208,13.6509,3.6947,14.7273,-0.0521,-3.0181,33.7529,5.8097,15.6071,-2.9384,4.9208,13.6509,3.6947,14.7273,-0.0521,9.7576,23.3822,4.8355,16.6497,0.1647,-1.6304,1,0.5043,-0.6133,-0.3093,0.5043,0.636,1,0.7641,1.5724,1.2015,0.7641,0.4044,1,0.5838,2.4726,1.4435,0.5838,0.0626,1,-0.2221,15.9667,-3.5463,-0.2221,3.5323,1,0.7022,0.2831,0.1988,0.7022,0.9436,1,0.8845,1.0597,0.9374,0.8845,0.0502,15.5455,-0.5178,1,0.9138,-0.5178,-0.7844,0.9138,?,?,?,?,?,21.1343,326.7674,18.0767,40.6131,0.0926,DIETRO_PANTALONI
4.3593,44.3596,6.6603,26.4787,-0.3661,1.7054,26.0595,5.1049,23.5657,-1.718,4.3593,44.3596,6.6603,26.4787,-0.3661,10.0523,54.6448,7.3922,27.2085,0.0558,2.5562,1,0.4337,0.3912,0.1696,0.4337,1.3047,1,0.901,0.7665,0.6906,0.901,1.7022,1,0.8118,0.5875,0.4769,0.8118,0.4764,1,-4.4154,2.0992,-9.269,-4.4154,2.2356,1,0.6727,0.4473,0.3009,0.6727,1.1236,1,0.9732,0.89,0.8661,0.9732,0.0221,15.3318,-0.74,1,0.9124,-0.74,-0.7502,0.9124,?,?,?,?,?,3.1138,38.2387,6.1837,25,0,DIETRO_PANTALONI
2.2909,18.8987,4.3473,19.2667,-0.191,2.25,7.71,2.7767,13.0897,-0.6905,2.2909,18.8987,4.3473,19.2667,-0.191,6.5475,18.196,4.2657,20.8881,0.0872,1.0182,1,0.3499,0.9822,0.3436,0.3499,1.5656,1,1.0191,0.6387,0.6509,1.0191,2.4512,1,1.0386,0.408,0.4237,1.0386,0.5779,1,-1.548,1.7304,-2.6787,-1.548,2.0892,1,0.7069,0.4786,0.3384,0.7069,1.4719,1,0.9224,0.6794,0.6267,0.9224,0.0138,9.6118,-0.5142,1,0.9445,-0.5142,-0.4271,0.9445,?,?,?,?,?,0,0,0,0,0,DAVANTI_PANTALONI
7.906,0.0244,0.1563,0.782,0.9056,5.5452,0.0143,0.1195,0.482,0.9165,7.906,0.0244,0.1563,0.782,0.9056,12.4815,0.0357,0.189,0.9894,0.9237,1.4257,1,0.6334,0.7014,0.4443,0.6334,1.3082,1,0.8268,0.7644,0.632,0.8268,1.7114,1,0.6836,0.5843,0.3994,0.6836,1.4174,1,0.6263,0.7055,0.4419,0.6263,1.4345,1,0.6388,0.6971,0.4453,0.6388,1.6222,1,0.7904,0.6164,0.4872,0.7904,0.0427,21.3572,-0.2976,1.003,0.9644,-0.2976,-0.0318,0.9644,?,?,?,?,?,0,0,0,0,0,DAVANTI_PANTALONI
2.6894,21.5548,4.6427,19.5547,-0.2254,1.6382,6.2127,2.4925,9.9428,-0.4184,2.6894,21.5548,4.6427,19.5547,-0.2254,6.6163,22.696,4.764,21.044,0.0684,1.6417,1,0.4065,0.6091,0.2476,0.4065,1.8627,1,0.9745,0.5369,0.5232,0.9745,3.4695,1,0.9497,0.2882,0.2737,0.9497,1.2264,1,-2.3298,0.8154,-1.8997,-2.3298,2.2765,1,0.7065,0.4393,0.3103,0.7065,1.9667,1,0.9292,0.5085,0.4725,0.9292,0.015,9.8561,-0.3909,1,0.9307,-0.3909,-0.3361,0.9307,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
1.9746,26.7299,5.1701,23.0206,-1.3215,3.4563,16.0136,4.0017,19.9558,-0.8656,1.9746,26.7299,5.1701,23.0206,-1.3215,8.129,23.1367,4.8101,17.6742,0.1598,0.5713,1,0.2429,1.7503,0.4252,0.2429,1.292,1,1.0749,0.774,0.8319,1.0749,1.6692,1,1.1553,0.5991,0.6921,1.1553,1.4153,1,-3.8995,0.7066,-2.7552,-3.8995,0.927,1,0.4714,1.0787,0.5085,0.4714,1.1536,1,1.3025,0.8669,1.1291,1.3025,0.016,12.9009,-0.2211,1,0.379,-0.2211,0.1016,0.379,?,?,?,?,?,0,0,0,0,0,DAVANTI_PANTALONI
7.5391,0.0126,0.1124,0.6927,0.9104,6.3955,0.0049,0.0701,0.3392,0.9484,7.5391,0.0126,0.1124,0.6927,0.9104,12.4336,0.0152,0.1231,0.783,0.9382,1.1788,1,0.6063,0.8483,0.5144,0.6063,1.6037,1,0.9125,0.6236,0.569,0.9125,2.5718,1,0.8326,0.3888,0.3238,0.8326,1.1293,1,0.5918,0.8855,0.5241,0.5918,1.1764,1,0.6099,0.8501,0.5185,0.6099,2.0421,1,0.8847,0.4897,0.4332,0.8847,0.0444,21.4738,-0.4686,1.0015,0.9684,-0.4686,-0.2238,0.9684,?,?,?,?,?,0,0,0,0,0,DAVANTI_PANTALONI
-1.8456,0.8073,0.8985,7.8659,-1.9425,-9.6504,1.0923,1.0451,12.677,?,-1.8456,0.8073,0.8985,7.8659,-1.9425,10.0675,1.2949,1.1379,8.2681,0.4292,0.1912,1,-0.1833,5.2288,-0.9586,-0.1833,0.8597,1,0.7896,1.1632,0.9184,0.7896,0.7391,1,0.6235,1.3529,0.8435,0.6235,0.4096,1,-0.8353,2.4413,-2.0391,-0.8353,0,1,0.1846,0,0,0.1846,0.6205,1,0.9514,1.6116,1.5332,0.9514,0.0353,13.3826,0.2783,1,-0.5732,0.2783,-0.9336,-0.5732,?,?,?,?,?,0,0,0,0,0,DAVANTI_PANTALONI
-2.3675,23.0422,4.8002,20.176,-4.1572,3.6756,11.3277,3.3657,14.3679,-0.3198,-2.3675,23.0422,4.8002,20.176,-4.1572,7.489,26.0474,5.1037,22.0333,0.0425,-0.6441,1,-0.3161,-1.5525,0.4908,-0.3161,1.4262,1,0.9405,0.7011,0.6595,0.9405,2.0341,1,0.8846,0.4916,0.4349,0.8846,4.6714,1,-16.6424,0.2141,-3.5626,-16.6424,0.3594,1,0.17,2.7827,0.4731,0.17,1.4042,1,0.9157,0.7121,0.6521,0.9157,0.0176,10.7239,0.7678,1,-0.7696,0.7678,-0.2638,-0.7696,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
-0.0352,2.5323,1.5913,8.3658,-1.6726,-9.8735,1.8724,1.3683,16.5034,?,-0.0352,2.5323,1.5913,8.3658,-1.6726,10.1174,2.0645,1.4368,9.7448,0.425,0.0036,1,-0.0035,280.7879,-0.9759,-0.0035,1.163,1,1.1075,0.8599,0.9523,1.1075,1.3525,1,1.2266,0.7394,0.9069,1.2266,0.3172,1,-0.7269,3.1522,-2.2913,-0.7269,0,1,0.1847,0,0,0.1847,0.5069,1,0.8585,1.9727,1.6936,0.8585,0.0349,12.366,0.3223,1,-0.4993,0.3223,-0.9643,-0.4993,?,?,?,?,?,0,0,0,0,0,DAVANTI_PANTALONI
-3.4942,8.1104,2.8479,19.0215,-2.5264,2.2533,10.9936,3.3157,13.3848,-0.4338,-3.4942,8.1104,2.8479,19.0215,-2.5264,6.8786,9.3944,3.065,17.7593,0.0822,-1.5507,1,-0.508,-0.6449,0.3276,-0.508,0.8589,1,0.9291,1.1643,1.0818,0.9291,0.7377,1,0.8633,1.3555,1.1702,0.8633,3.3654,1,-8.5719,0.2971,-2.5471,-8.5719,0.5778,1,0.2788,1.7307,0.4825,0.2788,1.4211,1,1.0711,0.7037,0.7537,1.0711,0.019,10.8019,0.5275,1,-0.7804,0.5275,-0.1566,-0.7804,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
-3.9233,18.7138,4.3259,12.1051,-20.7931,0.6503,5.9599,2.4413,8.8298,-1.4392,-3.9233,18.7138,4.3259,12.1051,-20.7931,7.0181,25.3408,5.034,14.9158,0.1046,-6.0326,1,-0.559,-0.1658,0.0927,-0.559,1.772,1,0.8594,0.5643,0.485,0.8594,3.14,1,0.7385,0.3185,0.2352,0.7385,2.2169,1,-6.6264,0.4511,-2.989,-6.6264,0.1534,1,0.0333,6.5172,0.2173,0.0333,1.3709,1,0.8116,0.7294,0.592,0.8116,0.0426,10.6088,0.9257,1,-0.9852,0.9257,-0.937,-0.9852,?,?,?,?,?,4.8931,15.1794,3.8961,12,0,DAVANTI_PANTALONI
-1.5288,5.5986,2.3661,9.5157,-90.4676,2.9201,6.5606,2.5614,8.7815,-0.8304,-1.5288,5.5986,2.3661,9.5157,-90.4676,5.1554,4.3812,2.0931,12.1296,0.1251,-0.5236,1,-0.2966,-1.91,0.5664,-0.2966,0.9238,1,1.1304,1.0825,1.2237,1.1304,0.8534,1,1.2779,1.1718,1.4974,1.2779,2.3624,1,-5.4254,0.4233,-2.2966,-5.4254,0.0217,1,0.0075,46.1151,0.346,0.0075,1.0836,1,0.7845,0.9228,0.724,0.7845,0.0242,6.7021,0.9358,1,-0.882,0.9358,-0.7234,-0.882,?,?,?,?,?,34.0692,20.5911,4.5377,23.201,0.4103,DAVANTI_PANTALONI
-0.8389,4.6104,2.1472,11.7432,-6.8061,3.2826,5.2783,2.2974,9.4478,-1.005,-0.8389,4.6104,2.1472,11.7432,-6.8061,4.7134,4.4661,2.1133,13.8592,0.0846,-0.2556,1,-0.178,-3.9128,0.6964,-0.178,0.9346,1,1.016,1.07,1.0871,1.016,0.8735,1,1.0323,1.1449,1.1818,1.0323,2.1621,1,-7.9955,0.4625,-3.698,-7.9955,0.3193,1,0.0994,3.1323,0.3112,0.0994,1.243,1,0.8473,0.8045,0.6817,0.8473,0.0233,5.8879,0.8854,1,-0.9143,0.8854,-0.7193,-0.9143,?,?,?,?,?,35.6786,28.5836,5.3464,25.3598,0.3401,DAVANTI_PANTALONI
