@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-2.7627,3.5518,1.8846,11.183,-2.5523,-8.9422,4.6376,2.1535,15.9893,?,-2.7627,3.5518,1.8846,11.183,-2.5523,10.1025,4.9074,2.2153,16.9705,0.1349,0.309,1,-0.2735,3.2368,-0.8851,-0.2735,0.8751,1,0.8507,1.1427,0.9721,0.8507,0.7659,1,0.7238,1.3057,0.945,0.7238,0.5025,1,-3.0375,1.99,-6.0446,-3.0375,0,1,0.1605,0,0,0.1605,0.6994,1,0.659,1.4298,0.9422,0.659,0.0508,14.6788,0.0287,1,-0.4295,0.0287,-0.8947,-0.4295,-0.0536,0.4577,0.6765,2.7119,-0.708,0.2845,0.387,0.6221,3.7704,-0.5219,-0.0944,1.355,1.1641,4.845,-1.455,-0.1883,0.5676,-3.0143,1.0875,0.5812,0.5344,1.1826,0.3378,0.2856,0.8694,0.3915,0.4503,0.6409,0.8046,1.2554,0.7193,0.5597,0.7782,0.0016,2.0504,0.5993,0.2639,0.5927,?,?,?,?,?,DESTRA_PANTALONI
-0.813,2.1118,1.4532,8.9181,-2.2606,-9.4066,0.9438,0.9715,12.1093,?,-0.813,2.1118,1.4532,8.9181,-2.2606,9.6887,1.1028,1.0501,5.2878,0.5791,0.0864,1,-0.0839,11.5697,-0.9709,-0.0839,1.4958,1,1.3838,0.6685,0.9251,1.3838,2.2375,1,1.915,0.4469,0.8559,1.915,0.5106,1,-0.85,1.9585,-1.6646,-0.85,0,1,0.2177,0,0,0.2177,0.7365,1,1.6865,1.3578,2.29,1.6865,0.0496,12.2395,-0.0245,1,-0.1684,-0.0245,-0.9324,-0.1684,0.1248,0.3508,0.5923,2.7055,-1.0652,0.0871,0.1974,0.4443,2.4332,-0.5111,-0.2992,0.9947,0.9974,3.3485,-1.2319,1.4329,-0.4173,-0.2912,1.3331,0.5939,0.4455,1.7772,0.3527,0.1985,1.6956,0.755,0.4453,0.8136,0.8732,1.0732,1.1119,0.808,0.7266,0.0018,1.6607,0.6601,-0.0666,-0.1853,?,?,?,?,?,DESTRA_PANTALONI
6.815,8.1711,2.8585,11.5561,0.1744,-6.2003,19.7952,4.4492,13.6339,-5.8524,6.815,8.1711,2.8585,11.5561,0.1744,12.4337,12.8728,3.5879,13.8348,0.3059,-1.0992,1,0.5481,-0.9098,-0.4987,0.5481,0.6425,1,0.7967,1.5565,1.2401,0.7967,0.4128,1,0.6348,2.4226,1.5378,0.6348,-0.2097,1,0.4004,-4.7686,-1.9094,0.4004,7.0354,1,0.7022,0.1421,0.0998,0.7022,0.8476,1,0.8353,1.1798,0.9855,0.8353,0.1135,20.071,0.1399,1,0.811,0.1399,-0.4455,0.811,0.7057,0.4566,0.6757,2.719,-0.4944,-0.2025,13.6917,3.7002,11.6156,-1.5886,1.8409,1.5692,1.2527,4.2186,-0.1174,-3.4849,0.3834,-0.11,0.1826,0.5394,2.9539,0.0333,0.291,8.7254,0.1262,2.0288,16.0769,0.4055,0.4819,1.1886,0.2341,0.6445,2.7534,0.0196,6.0703,0.3024,0.8826,0.1351,?,?,?,?,?,DESTRA_PANTALONI
6.6202,50.7934,7.1269,26.4787,-0.3661,0.1662,31.753,5.635,23.5657,-1.718,6.6202,50.7934,7.1269,26.4787,-0.3661,12.6229,61.6822,7.8538,27.2085,0.0558,39.8358,1,0.5245,0.0251,0.0132,0.5245,1.2648,1,0.9075,0.7907,0.7175,0.9075,1.5996,1,0.8235,0.6251,0.5148,0.8235,0.4764,1,-4.4154,2.0992,-9.269,-4.4154,2.2356,1,0.6727,0.4473,0.3009,0.6727,1.1236,1,0.9732,0.89,0.8661,0.9732,0.0483,20.1533,-0.6752,1,0.8858,-0.6752,-0.6871,0.8858,-0.6525,1.2179,1.1036,4.7125,-2.6308,-0.3825,5.0459,2.2463,9.2691,-2.0592,1.8899,2.1626,1.4706,4.6442,0.0839,1.7059,-0.3452,-0.2024,0.4913,0.7504,1.5275,0.2414,0.5632,2.3333,0.5473,-8.0314,-14.6751,0.4284,0.256,0.5977,0.5084,1.0147,1.9959,0.0105,4.3466,0.3269,-0.4843,-0.8017,?,?,?,?,?,DESTRA_PANTALONI
3.6409,21.3817,4.624,18.8406,-0.1647,1.6047,6.6456,2.5779,11.0497,-0.9375,3.6409,21.3817,4.624,18.8406,-0.1647,7.4437,23.0883,4.805,20.2207,0.1164,2.2688,1,0.4891,0.4408,0.2156,0.4891,1.7937,1,0.9623,0.5575,0.5365,0.9623,3.2174,1,0.9261,0.3108,0.2878,0.9261,0.4982,1,-1.0001,2.0071,-2.0074,-1.0001,2.8365,1,0.7069,0.3525,0.2492,0.7069,1.7051,1,0.9317,0.5865,0.5465,0.9317,0.0284,11.0262,-0.749,1,0.9589,-0.749,-0.6548,0.9589,0.4481,0.4249,0.6518,3.2898,-0.3157,-0.7515,1.0956,1.0467,5.3117,-4.4364,1.7284,2.9308,1.712,6.3542,-0.3333,-0.5962,0.2592,-0.4348,0.6227,0.3808,0.6114,0.3878,0.145,0.3738,0.1821,0.4969,2.7288,2.5591,0.5247,0.205,0.6193,0.5177,0.8359,0.0102,3.3639,-0.3877,-0.0676,0.0072,?,?,?,?,?,SINISTRA_PANTALONI
7.9522,0.0207,0.1438,0.782,0.9056,5.4937,0.0114,0.1068,0.4594,0.9201,7.9522,0.0207,0.1438,0.782,0.9056,12.517,0.0328,0.1811,0.9894,0.9237,1.4475,1,0.6353,0.6908,0.4389,0.6353,1.3473,1,0.794,0.7423,0.5894,0.794,1.8151,1,0.6305,0.5509,0.3474,0.6305,1.4174,1,0.6263,0.7055,0.4419,0.6263,1.4402,1,0.6388,0.6944,0.4436,0.6388,1.7021,1,0.7904,0.5875,0.4644,0.7904,0.0642,21.398,-0.1603,1.0027,0.9694,-0.1603,0.0939,0.9694,0.0265,0.0014,0.038,0.2126,-0.8436,0.0515,0.0029,0.054,0.266,-0.5393,0.018,0.0008,0.0285,0.1421,-0.374,0.5146,1.4708,2.858,0.7047,1.3363,1.8963,0.4966,1.7858,3.5959,1.0437,2.5154,2.41,0.6673,1.1151,1.671,0.7992,1.4962,1.8722,0.0003,0.1255,0.8078,0.2538,0.2761,?,?,?,?,?,SINISTRA_PANTALONI
4.2476,23.2558,4.8224,19.5547,-0.2254,1.0425,4.3354,2.0822,8.2063,-0.5562,4.2476,23.2558,4.8224,19.5547,-0.2254,7.656,29.4036,5.4225,20.2502,0.1035,4.0744,1,0.5548,0.2454,0.1362,0.5548,2.3161,1,0.8893,0.4318,0.384,0.8893,5.3642,1,0.7909,0.1864,0.1474,0.7909,1.2264,1,-1.5386,0.8154,-1.2546,-1.5386,3.0261,1,0.7065,0.3305,0.2335,0.7065,2.3829,1,0.9657,0.4197,0.4052,0.9657,0.0331,11.4622,-0.6526,1,0.9541,-0.6526,-0.5174,0.9541,0.4463,0.5863,0.7657,3.858,-0.3164,-0.8303,0.5959,0.772,3.0099,-5.4227,1.6175,2.1158,1.4546,5.2882,-0.1888,-0.5375,0.2759,-0.5133,0.9919,0.5264,0.5307,0.9839,0.2771,0.2816,0.3648,1.1041,3.0263,6.2539,0.6588,0.1053,1.2818,0.7295,0.5692,0.0102,3.3793,-0.3036,-0.2881,0.1146,?,?,?,?,?,SINISTRA_PANTALONI
3.128,35.9282,5.994,23.0206,-1.3215,3.4651,23.9326,4.8921,19.9558,-0.8656,3.128,35.9282,5.994,23.0206,-1.3215,10.43,18.5809,4.3106,17.6089,0.1629,0.9027,1,0.2999,1.1077,0.3322,0.2999,1.2252,1,1.3905,0.8162,1.1349,1.3905,1.5012,1,1.9336,0.6661,1.288,1.9336,1.4153,1,-3.8252,0.7066,-2.7027,-3.8252,0.927,1,0.4714,1.0787,0.5085,0.4714,1.1536,1,1.3073,0.8669,1.1333,1.3073,0.0302,17.2278,-0.2342,1,0.2348,-0.2342,0.1356,0.2348,1.6059,7.001,2.6459,9.4058,-0.0434,0.8948,1.5544,1.2468,4.3707,-0.0607,1.4357,4.8424,2.2005,6.9353,-0.0213,1.7947,1.1186,0.6233,2.1223,1.2024,0.5666,4.504,1.4458,0.321,1.5627,2.7075,1.7326,2.1878,1.3275,0.6068,2.152,1.3562,0.6302,0.0125,4.0045,0.8656,0.963,0.8565,?,?,?,?,?,SINISTRA_PANTALONI
7.5344,0.0124,0.1113,0.6844,0.9114,6.3868,0.005,0.0709,0.338,0.9486,7.5344,0.0124,0.1113,0.6844,0.9114,12.4233,0.0148,0.1218,0.783,0.9382,1.1797,1,0.6065,0.8477,0.5141,0.6065,1.5683,1,0.9132,0.6376,0.5823,0.9132,2.4595,1,0.834,0.4066,0.3391,0.834,1.1293,1,0.5918,0.8855,0.5241,0.5918,1.1753,1,0.6093,0.8508,0.5184,0.6093,2.0246,1,0.874,0.4939,0.4317,0.874,0.0664,21.4555,-0.4644,1.0006,0.967,-0.4644,-0.2136,0.967,0.0287,0.0014,0.0369,0.2029,-0.2505,0.0401,0.002,0.0447,0.219,-0.6173,0.0078,0.0004,0.0192,0.1357,-1.1237,0.7164,3.6829,5.141,0.826,1.9184,2.3225,0.6823,3.6801,5.3938,0.4864,0.5663,1.1643,1.1987,2.5409,2.1197,0.9268,1.4961,1.6142,0.0003,0.0985,0.6575,0.2453,0.4193,?,?,?,?,?,SINISTRA_PANTALONI
-1.5996,0.3052,0.5524,5.4868,-1.0525,-9.7753,0.3476,0.5895,11.2297,?,-1.5996,0.3052,0.5524,5.4868,-1.0525,10.0592,0.4461,0.6679,3.9288,0.6663,0.1636,1,-0.159,6.111,-0.9718,-0.159,0.937,1,0.8271,1.0672,0.8827,0.8271,0.878,1,0.684,1.1389,0.7791,0.684,0.2505,1,-0.3586,3.9913,-1.4312,-0.3586,0,1,0.227,0,0,0.227,0.4886,1,1.3965,2.0467,2.8583,1.3965,0.0531,13.0312,0.567,1,-0.6485,0.567,-0.9777,-0.6485,0.0333,0.0143,0.1194,0.9581,-1.3387,0.0084,0.0272,0.1648,1.349,-0.8108,-0.0671,0.0201,0.1419,0.5907,-3.7012,3.9455,-0.4961,-0.1257,0.7246,0.8414,1.1612,0.525,0.7079,1.3484,0.908,1.1794,1.2989,0.5499,3.2606,5.9297,0.7102,1.6221,2.2839,0.0004,0.2791,0.4528,0.4257,0.3517,?,?,?,?,?,SINISTRA_PANTALONI
-3.705,28.6596,5.3535,20.176,-4.1572,2.7392,13.683,3.699,14.3679,-0.3198,-3.705,28.6596,5.3535,20.176,-4.1572,8.3627,36.0241,6.002,22.0333,0.0425,-1.3526,1,-0.443,-0.7393,0.3275,-0.443,1.4473,1,0.8919,0.691,0.6163,0.8919,2.0946,1,0.7956,0.4774,0.3798,0.7956,4.6714,1,-16.6424,0.2141,-3.5626,-16.6424,0.3594,1,0.17,2.7827,0.4731,0.17,1.4042,1,0.9157,0.7121,0.6521,0.9157,0.0313,12.5077,0.7258,1,-0.7827,0.7258,-0.2237,-0.7827,-0.431,1.2634,1.124,4.2906,-2.6434,1.2907,2.739,1.655,6.555,-0.1664,-1.0316,2.1822,1.4772,5.1259,-8.7614,-0.334,0.4178,-1.2512,0.6792,0.7609,1.1203,0.4613,0.579,1.2552,3.3289,0.6766,0.2033,0.2095,2.2426,10.7022,0.6546,0.837,1.2788,0.009,3.2591,-0.8195,0.6909,-0.8723,?,?,?,?,?,SINISTRA_PANTALONI
0.768,0.1623,0.4028,3.0612,-0.323,-9.8736,0.3891,0.6238,12.6294,?,0.768,0.1623,0.4028,3.0612,-0.323,9.9501,0.3771,0.6141,5.4103,0.5728,-0.0778,1,0.0772,-12.8555,-0.9923,0.0772,0.6458,1,0.6559,1.5485,1.0157,0.6559,0.417,1,0.4302,2.3979,1.0316,0.4302,0.0592,1,-0.103,16.8979,-1.7411,-0.103,0,1,0.1827,0,0,0.1827,0.2424,1,0.5658,4.1257,2.3343,0.5658,0.0526,11.4624,0.3553,1,-0.2617,0.3553,-0.9938,-0.2617,0.0204,0.0094,0.0967,0.4507,-0.4425,0.2121,0.1164,0.3411,1.9792,-0.3137,-0.0474,0.0507,0.2251,1.395,-1.5778,0.0962,-0.4307,-4.4775,0.2836,0.4296,1.5151,0.0804,0.1846,2.2956,0.2926,0.1619,0.5536,0.2074,0.5774,2.7841,0.2277,0.3231,1.4188,0.0012,0.5052,-0.1958,0.1275,-0.6902,?,?,?,?,?,SINISTRA_PANTALONI
-4.2375,9.3157,3.0522,19.0215,-2.5264,0.8616,8.3748,2.8939,11.1699,-0.5687,-4.2375,9.3157,3.0522,19.0215,-2.5264,7.0964,13.3018,3.6472,17.7593,0.0822,-4.918,1,-0.5971,-0.2033,0.1214,-0.5971,1.0547,1,0.8369,0.9482,0.7935,0.8369,1.1124,1,0.7003,0.899,0.6296,0.7003,3.3654,1,-8.5719,0.2971,-2.5471,-8.5719,0.7575,1,0.2788,1.3201,0.368,0.2788,1.7029,1,1.0711,0.5872,0.629,1.0711,0.0317,11.5269,0.3214,1,-0.9162,0.3214,-0.2199,-0.9162,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-6.0922,14.164,3.7635,11.722,-67,-0.3529,5.8784,2.4245,8.4276,-1.619,-6.0922,14.164,3.7635,11.722,-67,9.2079,23.7754,4.876,14.9158,0.1046,17.2626,1,-0.6616,0.0579,-0.0383,-0.6616,1.5523,1,0.7718,0.6442,0.4972,0.7718,2.4095,1,0.5957,0.415,0.2472,0.5957,2.2169,1,-6.6264,0.4511,-2.989,-6.6264,0.0536,1,0.0103,18.6667,0.1932,0.0103,1.3909,1,0.7859,0.719,0.565,0.7859,0.0991,14.2725,0.9013,1,-0.9911,0.9013,-0.922,-0.9911,0.6903,1.357,1.1649,4.0891,-0.2883,1.8742,1.5599,1.249,4.171,0.0026,-1.2353,0.859,0.9268,2.7672,-67.6364,0.3683,-0.5588,-1.5172,0.9327,1.2569,1.3476,0.8699,1.5798,1.8161,-83.2222,0.3356,-0.004,0.759,78.7273,103.7273,0.9804,1.4777,1.5073,0.027,4.0588,0.0556,-0.815,-0.3807,?,?,?,?,?,SINISTRA_PANTALONI
-2.1946,7.06,2.6571,9.5157,-90.4676,2.1141,7.8851,2.808,8.7815,-0.8304,-2.1946,7.06,2.6571,9.5157,-90.4676,5.461,6.2843,2.5068,12.1296,0.1251,-1.038,1,-0.4019,-0.9633,0.3871,-0.4019,0.9462,1,1.0599,1.0568,1.1201,1.0599,0.8954,1,1.1234,1.1169,1.2547,1.1234,2.3624,1,-5.4254,0.4233,-2.2966,-5.4254,0.0217,1,0.0075,46.1151,0.346,0.0075,1.0836,1,0.7845,0.9228,0.724,0.7845,0.0376,7.5789,0.9247,1,-0.8916,0.9247,-0.7225,-0.8916,-0.4822,0.4352,0.6597,1.8876,-56.1296,0.5544,0.6147,0.784,2.4259,-0.065,-1.0872,1.6418,1.2813,3.0665,-142.8518,-0.8697,0.4435,-0.51,0.8414,0.5148,0.6119,0.7079,0.2651,0.3744,12.518,0.609,0.0487,0.0145,1.55,106.8513,0.7781,0.6156,0.7911,0.0131,2.1574,-0.7803,0.8969,-0.8786,?,?,?,?,?,SINISTRA_PANTALONI
-1.2111,6.4947,2.5485,11.7432,-6.8061,2.6964,6.8805,2.6231,9.3225,-1.0324,-1.2111,6.4947,2.5485,11.7432,-6.8061,4.8404,6.6447,2.5777,13.8592,0.0846,-0.4492,1,-0.2502,-2.2264,0.5571,-0.2502,0.9716,1,0.9887,1.0293,1.0176,0.9887,0.9439,1,0.9774,1.0594,1.0355,0.9774,2.1621,1,-7.9955,0.4625,-3.698,-7.9955,0.328,1,0.0994,3.0491,0.303,0.0994,1.2597,1,0.8473,0.7939,0.6727,0.8473,0.0319,6.4866,0.8824,1,-0.9255,0.8824,-0.7426,-0.9255,-0.2124,0.4116,0.6415,2.67,-4.296,0.7514,4.3108,2.0763,8.9883,-0.4102,-0.8971,2.6355,1.6234,6.2672,-41.9198,-0.2827,0.2368,-0.8376,0.309,0.3952,1.2789,0.0955,0.1562,1.6357,0.8284,0.3538,0.4271,0.0791,3.4526,43.6497,0.297,0.426,1.4342,0.0119,2.6305,-0.8613,0.8176,-0.7726,?,?,?,?,?,SINISTRA_PANTALONI
-7.087,5.8569,2.4201,16.3745,?,-5.6696,11.6241,3.4094,12.7064,-10.889,-7.087,5.8569,2.4201,16.3745,?,12.1855,7.4466,2.7288,20.8486,0.1262,1.25,1,-0.5816,0.8,-0.4653,-0.5816,0.7098,1,0.8869,1.4088,1.2494,0.8869,0.5039,1,0.7865,1.9847,1.561,0.7865,1.407,1,-5.4376,0.7107,-3.8646,-5.4376,0,1,0,0,0.0448,0,1.2887,1,0.7854,0.776,0.6095,0.7854,0.0587,19.8833,-0.4107,1,-0.7917,-0.4107,-0.2071,-0.7917,0.2228,1.6694,1.2921,5.4485,-1.1275,0.5132,0.5885,0.7671,4.2992,-1.0317,0.6352,0.541,0.7355,3.3357,-0.515,0.4341,0.3507,0.8079,1.6843,1.7567,1.043,2.837,3.086,1.0878,1.3227,2.5463,1.9251,1.2102,1.1632,0.9611,1.2673,1.6334,1.2888,0.0043,2.576,0.1633,0.2723,0.424,?,?,?,?,?,SINISTRA_PANTALONI
3.976,20.9357,4.5756,19.2084,-0.2007,2.4546,3.7724,1.9423,10.6379,-0.6338,3.976,20.9357,4.5756,19.2084,-0.2007,7.6294,25.0795,5.0079,20.665,0.1026,1.6198,1,0.5211,0.6173,0.3217,0.5211,2.3558,1,0.9137,0.4245,0.3878,0.9137,5.5497,1,0.8348,0.1802,0.1504,0.8348,0.7782,1,-1.3596,1.2851,-1.7472,-1.3596,2.4569,1,0.6947,0.407,0.2828,0.6947,1.8057,1,0.9295,0.5538,0.5148,0.9295,0.0328,11.7483,-0.1194,1,0.9639,-0.1194,0.0029,0.9639,0.7164,0.833,0.9127,4.3451,-0.3316,-0.4683,0.4404,0.6636,3.7651,-2.9887,1.5689,1.5569,1.2478,5.002,-0.3111,-1.5297,0.4566,-0.2985,1.3753,0.7315,0.5319,1.8914,0.535,0.2829,0.3836,0.9117,2.3769,3.4568,0.8553,0.2474,1.154,0.8687,0.7527,0.0096,3.1621,-0.3818,0.1283,0.0475,?,?,?,?,?,SINISTRA_PANTALONI
6.5333,0.0167,0.1292,0.6641,0.9031,7.3001,0.0104,0.1019,0.4725,0.9373,6.5333,0.0167,0.1292,0.6641,0.9031,11.7764,0.0205,0.1432,0.6959,0.9428,0.895,1,0.5548,1.1174,0.6199,0.5548,1.2683,1,0.9019,0.7884,0.7111,0.9019,1.6087,1,0.8134,0.6216,0.5057,0.8134,0.8761,1,0.5402,1.1414,0.6166,0.5402,0.9093,1,0.5639,1.0998,0.6201,0.5639,1.4055,1,0.9543,0.7115,0.679,0.9543,0.0626,20.3667,-0.2174,1.001,0.9034,-0.2174,0.2243,0.9034,0.034,0.0052,0.0718,0.3087,-0.5884,0.0559,0.0081,0.0899,0.5191,-1.4701,0.0014,0.0012,0.0345,0.1314,-1.1655,0.6084,23.9986,39.448,0.7989,2.0787,2.6019,0.6383,4.3211,6.7696,0.3701,1.6172,4.3692,0.9247,3.2032,3.464,0.5947,2.3496,3.9512,0.0003,0.1791,0.7002,0.0073,0.0155,?,?,?,?,?,SINISTRA_PANTALONI
