@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.4456,2.124,1.4574,6.9491,-0.3989,-0.1195,1.8329,1.3538,5.1944,-0.7409,-0.6323,0.5783,0.7605,3.4158,-4.534,2.0082,1.1152,1.056,5.2674,0.0484,-3.7276,-0.7047,0.2219,0.1891,-0.0595,-0.3149,1.0765,1.9164,1.3801,1.7802,1.282,0.7201,1.1588,3.6727,1.9046,3.1693,1.6436,0.5186,0.8964,0.7081,-7.3969,0.7899,-8.2519,-10.4462,1.6649,8.048,0.8974,4.8339,0.539,0.1115,1.3378,2.0344,1.3193,1.5207,0.9861,0.6485,0.0054,3.0948,0.5482,-0.0888,0.5623,-0.3183,0.5528,-0.6203,?,?,?,?,?,PANTALONI
0.5307,1.9537,1.3978,7.4424,-0.6112,0.0053,3.0704,1.7523,9.8482,-0.8913,-0.2064,5.5237,2.3503,16.5457,-0.7883,2.7141,3.5055,1.8723,8.7933,0.0501,100.5005,-2.5706,0.1955,-0.0256,0.0019,-0.0761,0.7977,0.5947,0.7465,0.7456,0.9359,1.2553,0.6363,0.3537,0.5573,0.5559,0.8759,1.5757,0.6083,0.3871,-6.0854,0.6364,-10.0036,-15.72,0.8871,0.4992,0.499,0.5628,0.5625,0.9995,0.7557,0.4498,0.8464,0.5952,1.12,1.8816,0.0041,3.9057,0.6,-0.1629,0.0958,0.0726,0.0662,0.2733,?,?,?,?,?,GIACCA
0.6512,2.1566,1.4685,10.012,-0.9416,-0.4552,3.0785,1.7546,9.7402,-1.1179,-0.2389,3.4588,1.8598,12.0136,-0.7816,2.6207,2.5145,1.5857,7.5957,0.0585,-1.4306,-2.7258,0.2485,1.9054,-0.1737,-0.0912,0.837,0.7896,0.9261,0.9434,1.1065,1.1728,0.7005,0.6235,0.8577,0.8901,1.2243,1.3755,0.9444,0.9212,-10.2955,0.9755,-10.9016,-11.1756,1.1213,0.7647,0.6392,0.682,0.5701,0.8359,1.0279,0.8334,1.3181,0.8108,1.2823,1.5816,0.0059,3.9405,0.5047,-0.2147,-0.1016,0.0378,-0.1727,0.2073,?,?,?,?,?,GIACCA
-0.1323,1.3184,1.1482,6.5208,-0.92,-0.2761,0.9308,0.9648,4.3235,-0.6811,-0.2491,0.4232,0.6505,3.4032,-0.8567,1.5327,0.479,0.6921,3.8142,0.0746,0.4791,0.5309,-0.0863,1.1082,-0.1801,-0.1625,1.1901,1.765,1.659,1.4831,1.394,0.9399,1.4164,3.1153,2.7523,2.1995,1.9432,0.8835,1.7838,1.9899,-10.161,1.1155,-5.6961,-5.1064,1.3205,1.8529,0.824,1.4032,0.624,0.4447,1.5082,1.9161,1.7096,1.2704,1.1335,0.8923,0.0029,2.2741,0.3421,-0.3548,0.1018,-0.4428,0.535,-0.0242,?,?,?,?,?,GIACCA
0.2613,1.1675,1.0805,5.3013,-0.7814,-0.238,1.0149,1.0074,4.5177,-0.6725,-0.2099,0.1398,0.3739,1.584,-1.7528,1.3634,0.6323,0.7952,3.8232,0.0503,-1.098,-1.2448,0.1917,1.1337,-0.1746,-0.154,1.0725,2.8901,1.3588,2.6946,1.2669,0.4702,1.1503,8.3524,1.8464,7.2609,1.6051,0.2211,1.2802,2.3056,-11.4771,1.801,-8.9652,-4.9779,1.1017,5.1717,0.7392,4.6943,0.671,0.1429,1.1735,3.3468,1.3866,2.8521,1.1817,0.4143,0.003,2.0264,0.4013,-0.1452,0.2524,-0.0222,0.4771,-0.4418,?,?,?,?,?,GIACCA
0.2265,3.4222,1.8499,8.845,-1.3146,0.1513,5.9081,2.4307,9.8712,-1.0431,0.2066,6.6666,2.582,10.7763,-0.8245,3.6827,2.5513,1.5973,6.5048,0.0401,1.4973,1.0964,0.0615,0.7322,0.0411,0.0561,0.7611,0.7165,1.1582,0.9414,1.5217,1.6165,0.5792,0.5133,1.3413,0.8862,2.3157,2.613,0.9968,1.0316,-18.4969,1.0349,-18.5565,-17.9311,0.791,0.647,0.5639,0.818,0.713,0.8716,0.896,0.8208,1.3598,0.916,1.5175,1.6567,0.0024,5.6303,0.315,0.2999,-0.1791,-0.1944,0.092,0.0985,?,?,?,?,?,GIACCA
0.5012,1.8577,1.363,6.4966,-0.4677,-0.5982,1.7611,1.3271,4.543,-1.1339,-0.2701,0.2725,0.522,2.6992,-2.3235,1.957,0.7436,0.8623,4.5251,0.0491,-0.8379,-1.8556,0.2561,2.2146,-0.3057,-0.138,1.0271,2.6112,1.5806,2.5424,1.5389,0.6053,1.0549,6.8183,2.4982,6.4637,2.3683,0.3664,0.8576,1.0971,-8.8667,1.2793,-10.3392,-8.082,2.0791,5.4503,0.9302,2.6215,0.4474,0.1707,1.43,2.4069,1.4357,1.6831,1.004,0.5965,0.0058,2.864,0.514,-0.7846,0.4103,-0.3773,0.0244,-0.6132,?,?,?,?,?,GIACCA
-0.1588,2.6294,1.6215,7.9079,-0.4595,-0.1505,1.7145,1.3094,4.5957,-0.697,-0.1129,0.6106,0.7814,3.5924,-1.7765,1.9899,1.0554,1.0273,5.3792,0.0783,1.0551,1.4061,-0.0798,1.3327,-0.0756,-0.0567,1.2384,2.0751,1.5784,1.6757,1.2745,0.7606,1.5336,4.3062,2.4913,2.8079,1.6244,0.5785,1.319,1.0831,-5.4456,0.8212,-4.1287,-5.0277,2.0008,4.1878,0.9284,2.0931,0.464,0.2217,1.7207,2.2013,1.4701,1.2793,0.8543,0.6678,0.0017,3.0165,0.6049,-0.2836,0.4889,-0.2905,0.5312,-0.3502,?,?,?,?,?,GIACCA
-0.2636,4.709,2.17,10.9032,-1.6717,0.1836,6.5027,2.55,9.3815,-0.9051,-0.1987,5.0215,2.2409,12.2959,-0.5901,3.6885,2.7707,1.6645,7.8964,0.0822,-1.4355,1.3265,-0.0715,-0.924,0.0498,-0.0539,0.851,0.9684,1.3037,1.138,1.532,1.3463,0.7242,0.9378,1.6996,1.295,2.347,1.8124,1.5306,1.495,-9.6435,0.9768,-6.3005,-6.4505,0.8288,0.5278,0.4743,0.6368,0.5723,0.8987,1.1622,0.8867,1.3808,0.763,1.1881,1.5572,0.0027,5.5432,0.1184,-0.0346,-0.3143,0.2214,0.3474,0.0937,?,?,?,?,?,GIACCA
0.0379,3.1498,1.7748,7.7802,-0.404,-0.2548,1.3413,1.1581,3.7076,-1.0064,-0.2959,0.4433,0.6658,3.2441,-2.2522,2.0326,0.9568,0.9782,5.2934,0.1002,-0.1486,-0.128,0.0186,0.8611,-0.1254,-0.1456,1.5324,2.6655,1.8144,1.7394,1.184,0.6807,2.3484,7.1051,3.2921,3.0255,1.4019,0.4633,1.2038,0.9965,-3.7983,0.8278,-3.1552,-3.8116,2.9988,5.5553,0.942,1.8525,0.3141,0.1696,2.0985,2.3983,1.4698,1.1429,0.7004,0.6129,0.0028,3.0687,0.6188,-0.3913,0.5375,-0.3804,0.389,-0.3914,?,?,?,?,?,GIACCA
