@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.131,16.7908,4.0977,22.6667,-1.0952,-11.5773,32.1518,5.6703,31.1499,-11.3555,9.921,20.764,4.5568,24.2536,-0.0378,16.0888,43.3337,6.5828,34.3104,0.0642,-0.0113,0.0132,0.0081,-1.1669,-0.7196,0.6166,0.7227,0.8992,0.6225,1.2444,0.8614,0.6922,0.5222,0.8086,0.3875,1.5484,0.742,0.4792,0.4139,13.4029,-5.0354,32.3855,-12.1671,-0.3757,4.2911,0.4629,0.2951,0.1079,0.0688,0.6374,0.7277,0.9346,0.6606,1.2843,0.9079,0.7069,0.0794,24.292,0.0283,-0.3791,-0.1691,-0.8662,-0.9478,0.9496,-0.3281,0.0797,0.2823,0.8693,-1.8488,-0.3422,0.0128,0.1132,0.6109,-10.9964,0.6085,0.0075,0.0867,0.3312,0.5516,0.9587,-0.5391,-0.5624,2.4938,3.2581,1.3065,6.2189,10.6152,1.7069,1.0075,-1.3851,-1.3748,5.9924,0.4132,0.069,1.423,2.625,1.8447,0.004,1.3607,0.0446,-0.3771,-0.3778,PANTALONI
-0.6604,8.7708,2.9616,16.3745,-2.3103,-10.2745,18.8523,4.3419,26.366,-7.5334,10.201,8.754,2.9587,19.9502,0.0452,15.0422,20.1709,4.4912,28.2005,0.107,0.0643,-0.0647,-0.0439,-1.0072,-0.683,0.6782,0.6821,1.001,0.6594,1.4675,0.9668,0.6588,0.4652,1.0019,0.4348,2.1536,0.9346,0.434,0.491,-12.1052,-3.3805,-24.6559,-6.8853,0.2793,1.601,0.2367,0.1566,0.1479,0.0978,0.6616,0.621,0.8208,0.5806,1.3216,0.9349,0.7074,0.0759,22.3343,-0.007,-0.6212,-0.4542,-0.701,-0.8592,0.9501,-0.4009,0.0174,0.1321,0.615,-5.0562,-0.3398,0.006,0.0773,0.577,?,0.5788,0.0045,0.0674,0.2855,0.6023,1.1798,-0.6926,-0.5871,1.7083,1.9579,1.1461,2.9184,3.8335,1.3136,0.8899,-1.1874,-1.3344,0,0.1415,0,1.0659,2.1542,2.0211,0.0041,1.3232,-0.5376,0.6938,0.0055,PANTALONI
0.1558,3.6314,1.9056,9.7366,-1.1153,-2.2626,66.0344,8.1262,25.7697,-3.0806,9.7539,3.6229,1.9034,8.1441,0.4352,12.412,19.511,4.4171,17.1531,0.2838,-0.0689,0.016,0.0126,-0.232,-0.1823,0.7858,0.2345,1.0012,0.4314,4.2693,1.8397,0.4309,0.055,1.0023,0.1861,18.227,3.3845,0.1857,0.2639,-0.8181,-0.7552,-3.1002,-2.862,0.9232,0.7289,0.3192,0.1922,0.438,0.2637,0.602,0.3778,1.1955,0.5676,3.1642,1.5023,0.4748,0.0498,17.8028,0.4686,-0.32,-0.5794,-0.6146,-0.8842,0.8561,0.1718,0.0491,0.2216,0.9424,-0.7643,-0.2106,0.1511,0.3887,0.9406,-4.2688,0.6197,0.0101,0.1003,0.3049,0.5701,-0.8157,0.2773,-0.3399,0.5702,2.2099,3.8759,0.3251,4.8837,15.0225,0.5357,-1.0099,-1.8851,2.9919,0.7532,0.2517,1.0019,3.0911,3.0853,0.0034,1.2158,-0.147,-0.8002,0.5685,PANTALONI
-0.1763,18.5129,4.3027,27.1271,-1.5419,4.7387,52.9426,7.2762,34.9387,-1.5068,9.6572,22.9275,4.7883,29.2765,-0.245,13.6678,23.3225,4.8293,23.169,0.1509,-0.0372,-0.0183,-0.0129,0.4907,0.3467,0.7066,0.5913,0.8986,0.8909,1.5196,1.5067,0.9915,0.3497,0.8075,0.7938,2.3091,2.27,0.9831,0.7835,2.8564,-3.9978,3.6456,-5.1022,-1.3996,0.7657,0.4538,0.3911,0.5927,0.5108,0.8619,0.7764,0.9266,1.1708,1.1934,1.508,1.2636,0.0555,20.3609,0.599,0.1328,-0.2353,0.139,-0.2408,0.7149,-0.0445,0.0471,0.2171,0.6506,-4.8778,-0.2385,0.0037,0.0605,0.3546,-11.3007,-0.8447,0.0264,0.1624,0.9695,?,0.1865,0.0527,0.2823,3.5874,1.3366,0.3726,12.8693,1.7864,0.1388,1.6574,0.5569,0.336,3.8398,0,0,1.8348,0.6711,0.3658,0.0045,1.2271,-0.421,-0.9319,0.4402,PANTALONI
0.1995,0.5354,0.7317,5.0624,-0.7401,0.7039,6.392,2.5282,14.9028,-1.1613,9.9893,2.8322,1.6829,12.1246,0.3413,10.3412,3.1412,1.7723,11.8839,0.3573,0.2834,0.02,0.0193,0.0705,0.0681,0.966,0.2894,0.4348,0.4129,1.5023,1.4265,0.9496,0.0838,0.1891,0.1705,2.2569,2.0349,0.9017,0.2689,-0.3427,-0.3259,-1.2747,-1.2118,0.9507,0.4219,0.1581,0.1573,0.3746,0.3729,0.9954,0.3397,0.4175,0.426,1.2291,1.254,1.0203,0.0527,12.5495,-0.2551,-0.0047,0.064,0.2753,0.2898,0.9575,0.2139,0.0066,0.0815,0.4167,0.2746,0.0102,0.0151,0.1228,0.3779,-2.3782,0.4273,0.0352,0.1876,0.5894,0.3426,21.0746,0.5007,0.0238,0.6637,0.4345,0.6547,0.4405,0.1888,0.4286,-0.5929,0.5134,-0.8659,5.1355,0.6407,0.1248,1.1028,0.707,0.6411,0.0025,0.7488,-0.7005,0.8163,-0.9495,PANTALONI
-0.0048,0.0282,0.168,1.7504,-4.6226,6.4443,0.0507,0.2252,1.7887,0.7495,9.8616,0.0226,0.1503,1.0058,0.9043,11.7836,0.028,0.1674,0.7919,0.9356,-0.0007,-0.0005,-0.0004,0.6535,0.5469,0.8369,0.7461,1.1175,1.0034,1.4977,1.3448,0.8979,0.5567,1.2487,1.0068,2.2431,1.8086,0.8063,-0.2689,-0.1513,-0.125,0.5627,0.4649,0.8261,0.0436,0.0296,0.0253,0.679,0.5803,0.8547,0.9786,1.7402,2.2104,1.7783,2.2588,1.2702,0.0604,16.4153,0.1368,-0.4258,-0.2601,-0.0988,0.6406,0.7007,-0.1588,0,0.0026,0.1681,?,-0.7565,0,0.0016,0.7617,?,-0.4698,0.0001,0.008,0.4794,?,0.21,0.3381,1.6101,1.6218,0.3207,0.1977,2.6303,0.1029,0.0391,0.2207,0.3506,1.5886,1,1,1,0.2207,0.3506,1.5886,0.0046,1.3852,0.2724,0.5651,0.4105,PANTALONI
0.1618,0.7098,0.8425,5.2167,-1.6333,0.2718,5.3672,2.3167,12.1694,-0.6885,10.139,3.8597,1.9646,12.4275,0.3299,10.423,4.1966,2.0486,13.57,0.3115,0.5953,0.016,0.0155,0.0268,0.0261,0.9728,0.3637,0.4288,0.4113,1.1792,1.1309,0.959,0.1322,0.1839,0.1691,1.3906,1.279,0.9197,0.6521,-0.529,-0.5271,-0.8112,-0.8084,0.9965,0.2749,0.1068,0.1005,0.3887,0.3657,0.941,0.4287,0.4198,0.3844,0.9792,0.8968,0.9158,0.0551,12.434,0.049,0.116,0.1027,0.3968,0.4179,0.9823,0.186,0.0095,0.0977,0.438,0.2198,-0.0192,0.0141,0.1189,0.3269,-4.0029,0.3761,0.0421,0.2052,0.5951,0.2824,-9.7028,0.4945,-0.051,0.8213,0.476,0.5795,0.6746,0.2266,0.3359,-0.4718,0.5268,-1.1166,8.5927,0.677,0.0788,1.3401,0.7361,0.5493,0.0023,0.6606,-0.6076,0.7886,-0.9448,PANTALONI
0.0256,4.4286,2.1044,17.3708,-0.6665,2.8331,26.2397,5.1225,21.9407,-0.6744,10.1077,34.9375,5.9108,41.8606,-0.2414,12.3049,24.3873,4.9384,31.4771,0.069,0.009,0.0025,0.0021,0.2803,0.2302,0.8214,0.4108,0.356,0.4261,0.8666,1.0373,1.1969,0.1688,0.1268,0.1816,0.751,1.076,1.4326,0.7861,0.8533,-2.9781,1.0854,-3.7883,-3.4901,0.7955,0.3091,0.3083,0.3886,0.3876,0.9973,0.7917,0.415,0.5519,0.5241,0.697,1.3299,0.0564,15.5205,-0.3626,0.1504,0.2865,0.0155,0.1392,0.776,0.2903,0.0432,0.2079,0.4952,0.2129,0.1907,0.0233,0.1528,0.3688,0.1478,0.439,0.0191,0.1384,0.3302,0.502,1.522,0.6612,0.4344,1.361,1.503,1.1043,1.8524,2.2589,1.2194,2.0929,0.4022,0.1922,1.4536,0.9487,0.6527,1.3427,1.4997,1.1169,0.003,0.92,0.9893,0.9977,0.9931,PANTALONI
-0.0982,0.0153,0.1236,0.7047,-1.6393,11.843,0.0151,0.123,0.5738,0.9527,9.9033,0.0056,0.0751,0.4757,0.9528,15.439,0.0148,0.1218,0.58,0.9631,-0.0083,-0.0099,-0.0064,1.1959,0.7671,0.6414,1.0047,1.6451,1.0146,1.6375,1.0099,0.6167,1.0094,2.7065,1.0295,2.6814,1.0199,0.3804,-0.0378,-0.0456,-0.0289,1.2053,0.7645,0.6343,0.022,0.0265,0.017,1.2053,0.7728,0.6412,1.2282,1.4815,1.215,1.2063,0.9893,0.8201,0.0826,21.8731,0.3768,-0.1671,0.219,0.4031,0.9292,0.7041,0.6401,0,0.0043,0.0137,0.9789,0.3469,0,0.0066,0.018,0.9495,0.6691,0,0.0039,0.0135,0.9799,1.8451,0.9567,0.5185,0.6525,1.1176,1.7127,0.4258,1.2489,2.9335,1.8709,0.9582,0.5122,1.8148,0.9592,0.5286,0.7597,1.0097,1.3291,0.0053,1.6561,-0.8952,-0.9459,0.7414,PANTALONI
-0.0123,0.9548,0.9772,10.7263,-1.8045,-11.3619,4.6227,2.1501,15.765,?,9.8678,1.9632,1.4012,9.9667,0.3316,15.1356,4.9209,2.2183,14.1901,0.3023,0.0011,-0.0012,-0.0008,-1.1514,-0.7507,0.652,0.4545,0.6974,0.4405,1.5345,0.9692,0.6316,0.2066,0.4864,0.194,2.3546,0.9394,0.399,0.4378,-1.3958,-1.1228,-3.1884,-2.5647,0.8044,0,0.2565,0.1881,0,0,0.7332,0.6804,1.0762,0.7559,1.5818,1.111,0.7024,0.0796,21.758,0.0832,-0.0643,-0.0772,-0.5869,-0.9177,0.851,-0.3974,0.0011,0.0333,0.4351,?,0.5582,0.0003,0.0165,0.1083,0.8301,-0.4582,0.0048,0.0692,0.5292,?,-0.7119,0.8673,-1.2183,2.0202,0.4807,0.238,4.081,0.2311,0.0566,-0.8222,0.8221,-0.9999,0,1,0,4.0183,0.8221,0.2046,0.0044,1.4138,0.8699,0.4883,0.66,PANTALONI
0.2731,2.5975,1.6117,8.5235,-0.5165,3.0047,11.5386,3.3968,12.6553,-0.265,9.6102,8.2838,2.8782,16.1877,0.1518,10.6603,10.2367,3.1995,16.4367,0.1653,0.0909,0.0284,0.0256,0.3127,0.2819,0.9015,0.4745,0.56,0.5037,1.1802,1.0617,0.8996,0.2251,0.3136,0.2537,1.3929,1.1272,0.8092,1.095,-1.0019,-0.8916,-0.915,-0.8143,0.8899,0.5618,0.2945,0.2854,0.5242,0.508,0.9692,0.6735,0.5265,0.5186,0.7818,0.7699,0.9849,0.0533,14.4782,-0.5131,0.0749,0.0088,0.4008,0.5863,0.9611,0.2127,0.0319,0.1787,0.6574,-0.9558,0.2131,0.0127,0.1128,0.3822,0.2234,0.436,0.0088,0.0939,0.5162,0.1051,0.9984,0.4879,0.4887,1.5845,1.9028,1.2009,2.5105,3.6207,1.4422,-2.9229,-5.2996,1.8131,0.683,0.5827,0.8531,1.72,1.2734,0.7403,0.0028,0.9199,-0.9235,0.7844,-0.5429,PANTALONI
0.1062,1.6017,1.2656,7.4293,-0.867,-10.1082,27.5009,5.2441,23.8168,-2.9557,10.1674,2.4919,1.5786,10.5561,0.3506,15.2005,6.1032,2.4705,14.1243,0.4148,-0.0105,0.0104,0.007,-0.9942,-0.665,0.6689,0.2413,0.8017,0.5123,3.322,2.1227,0.639,0.0582,0.6428,0.2624,11.036,4.506,0.4083,0.1939,-0.6053,-0.3446,-3.1224,-1.7777,0.5693,0.6609,0.2448,0.1649,0.3704,0.2495,0.6735,0.3119,0.7038,0.526,2.2562,1.6862,0.7474,0.0759,21.7539,0.1976,0.1584,-0.029,0.1812,-0.6972,0.4955,-0.4479,0.0202,0.142,0.5743,?,0.4648,0.0028,0.0526,0.1844,0.6879,-0.3577,0.0503,0.2242,0.8524,-1.6788,-0.9636,1.252,-1.2992,2.7011,0.6334,0.2345,7.2959,0.4012,0.055,-1.4128,1.075,-0.7609,0,0,1.8569,3.1146,0.6737,0.2163,0.0039,1.3164,0.8579,0.9408,0.6505,PANTALONI
0.3085,2.6904,1.6402,9.0379,-0.9951,1.874,7.6792,2.7711,16.7832,-0.4273,9.4549,3.0355,1.7423,12.4982,0.1897,10.1215,3.9613,1.9903,13.9715,0.1965,0.1646,0.0326,0.0305,0.1982,0.1852,0.9341,0.5919,0.9414,0.8241,1.5905,1.3923,0.8754,0.3503,0.8863,0.6792,2.5298,1.9386,0.7663,0.8973,-1.5411,-1.3193,-1.7175,-1.4703,0.8561,0.3852,0.2937,0.2605,0.7624,0.6763,0.887,0.5385,0.7231,0.6469,1.3429,1.2012,0.8945,0.0505,13.2996,-0.1735,-0.1587,-0.0984,0.3986,0.5226,0.9499,0.0988,0.0479,0.2188,0.7955,-1.5379,0.2101,0.0045,0.0673,0.2954,0.296,0.4814,0.0168,0.1297,0.4977,0.283,0.4705,0.2053,0.4364,3.2506,1.6871,0.519,10.5661,2.8462,0.2694,-3.8818,-2.4538,0.6321,0.747,0.4516,0.6045,2.6928,1.5984,0.5936,0.0028,0.8881,-0.858,-0.3451,0.2977,PANTALONI
0.312,0.3081,0.555,3.518,-1.5142,1.1503,4.4677,2.1137,8.0058,-0.9615,9.5871,0.8737,0.9347,5.6219,0.5405,9.8986,0.9997,0.9999,5.7494,0.5352,0.2712,0.0325,0.0315,0.12,0.1162,0.9685,0.2626,0.5938,0.5551,2.2613,2.1139,0.9348,0.069,0.3526,0.3082,5.1135,4.4688,0.8739,0.5399,-0.3204,-0.3201,-0.5934,-0.5928,0.999,0.3428,0.1144,0.1131,0.3336,0.33,0.9892,0.4394,0.6258,0.6119,1.424,1.3924,0.9778,0.0555,12.2563,-0.2593,-0.1385,-0.2469,-0.3099,-0.2171,0.9839,-0.0313,0.0425,0.2062,0.5504,-3.6076,0.2016,0.025,0.158,0.4492,0.1697,0.6377,0.0352,0.1877,0.7277,0.0264,-0.1552,-0.0491,0.3161,1.3048,1.0986,0.842,1.7025,1.2069,0.7089,-4.6951,-21.8432,4.6523,0.2208,0.1598,0.7238,1.2253,0.7564,0.6173,0.0038,1.0117,-0.9923,0.8732,-0.9231,PANTALONI
0.3947,0.7838,0.8853,4.6009,-0.516,4.612,8.6415,2.9396,10.3489,-0.51,9.1586,2.1753,1.4749,8.4287,0.3525,10.6769,2.9119,1.7064,8.4012,0.3679,0.0856,0.0431,0.037,0.5036,0.432,0.8578,0.3012,0.6003,0.5188,1.9931,1.7227,0.8643,0.0907,0.3603,0.2692,3.9725,2.9676,0.747,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.4428,0.2332,0.2283,0.5265,0.5157,0.9794,0.4446,0.5459,0.5476,1.2278,1.2318,1.0033,0.0513,14.8756,-0.5288,-0.1393,-0.3359,0.1514,0.5044,0.9205,0.0848,0.0147,0.1214,0.4882,-2.5714,0.2294,0.0001,0.0116,0.0508,0.808,0.7253,0.0076,0.0874,0.3787,0.5038,0.3698,0.117,0.3163,10.4898,1.3885,0.1324,110.0355,1.9278,0.0175,-1.6431,-0.9144,0.5565,0.5163,0.1791,0.347,9.6045,1.2893,0.1342,0.0038,1.0939,-0.67,0.9981,-0.6417,PANTALONI
0.5948,2.1218,1.4566,7.4812,-0.2305,4.0779,7.238,2.6903,11.1342,-0.8655,8.8513,3.8529,1.9629,11.2799,0.2172,10.1817,4.8747,2.2079,12.0184,0.2105,0.1459,0.0672,0.0584,0.4607,0.4005,0.8693,0.5414,0.7421,0.6598,1.3706,1.2185,0.889,0.2931,0.5507,0.4353,1.8786,1.4848,0.7904,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0186,0.4219,0.3994,0.4142,0.3921,0.9467,0.6719,0.6632,0.6225,0.9871,0.9264,0.9386,0.0488,14.4031,-0.8241,0.3276,0.3472,0.173,0.154,0.9851,0.1497,0.006,0.0773,0.5458,-1.021,0.2083,0.002,0.0443,0.2685,0.3245,0.6822,0.0029,0.0539,0.3425,0.517,0.7186,0.2194,0.3053,1.7463,1.4351,0.8218,3.0497,2.0596,0.6754,-2.1382,-0.7521,0.3518,0.6795,0.3808,0.5605,2.0327,1.5933,0.7839,0.0036,1.0547,-0.9754,0.7366,-0.731,PANTALONI
0.235,5.4249,2.3291,19.0168,-0.4589,-4.6866,15.7246,3.9654,22.2558,-3.0262,9.9061,5.5468,2.3552,16.21,0.0895,11.7209,9.4676,3.0769,18.1668,0.221,-0.0501,0.0237,0.02,-0.4731,-0.3999,0.8452,0.5874,0.989,0.757,1.6837,1.2888,0.7654,0.345,0.978,0.573,2.8349,1.6609,0.5859,0.3576,-3.754,-1.1609,-10.4979,-3.2463,0.3092,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8545,1.1732,1.0468,1.373,1.2251,0.8923,0.0559,16.6685,-0.305,0.2526,0.3963,-0.4466,-0.8229,0.7988,-0.2017,0.0394,0.1984,0.6839,-1.9177,0.5233,0.0229,0.1514,0.5778,0.1834,-0.1,0.0573,0.2394,0.7226,-0.8834,-0.3854,2.0178,-5.2357,1.3107,0.8285,0.6321,1.7179,0.6864,0.3995,-3.4645,1.3263,-0.3828,0.3313,0.6109,1.8443,1.1835,0.9465,0.7997,0.0029,1.0054,-0.4672,0.6556,-0.7745,PANTALONI
-0.2908,2.8392,1.685,8.7034,-1.2554,5.2592,9.6444,3.1055,14.9311,-0.3398,9.9417,3.2429,1.8008,11.7745,0.3225,11.7071,5.2522,2.2918,13.0922,0.324,-0.0553,-0.0293,-0.0248,0.529,0.4492,0.8492,0.5426,0.9357,0.7352,1.7245,1.3551,0.7858,0.2944,0.8755,0.5406,2.974,1.8363,0.6174,1.2794,-0.8643,-0.7721,-0.6755,-0.6035,0.8933,0.3463,0.222,0.1993,0.6412,0.5755,0.8974,0.5829,0.7392,0.6648,1.2681,1.1405,0.8994,0.0602,16.6495,-0.314,-0.2914,-0.4943,0.3016,0.6899,0.8552,-0.0714,0.0179,0.1339,0.4818,-1.7455,0.046,0.0449,0.2118,0.8637,-2.1186,0.4426,0.6524,0.8077,1.9058,-0.9878,-1.5528,-0.1612,0.1038,0.6321,0.1658,0.2623,0.3995,0.0275,0.0688,0.522,0.3234,0.6196,0.6336,0.183,0.2889,0.5578,0.2528,0.4532,0.0024,1.2103,0.9435,0.9455,0.9316,PANTALONI
0.0437,0.0934,0.3056,1.545,-0.4763,13.1413,0.1371,0.3703,1.8978,0.8652,9.8494,0.0681,0.261,1.4668,0.8611,16.4256,0.2015,0.4489,2.3988,0.8637,0.0033,0.0044,0.0027,1.3342,0.8,0.5996,0.8253,1.1709,0.6807,1.4187,0.8248,0.5814,0.6812,1.371,0.4634,2.0128,0.6803,0.338,-0.0409,-0.0548,-0.0328,1.3393,0.8013,0.5983,0.0743,0.0991,0.0595,1.333,0.7999,0.6001,0.8141,1.0533,0.6441,1.2938,0.7911,0.6115,0.0874,23.2332,0.2336,0.0756,0.1876,0.9491,0.9946,0.9768,0.6822,0.0002,0.0127,0.0413,0.9416,0.2959,0.0003,0.0184,0.0686,0.7831,0.5903,0.0005,0.0214,0.0721,0.8825,2.3057,1.1558,0.5013,0.6889,0.5906,0.8573,0.4746,0.3488,0.7349,2.693,1.2314,0.4573,2.2397,1.1542,0.5153,0.603,0.5736,0.9514,0.0051,1.5685,-0.976,-0.9683,0.9663,PANTALONI
