@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.0377,4.148,2.0367,20.6553,-1.3185,-0.0061,2.2844,1.5114,12.7053,-1.2646,-0.1934,2.959,1.7202,17.1007,-1.2199,1.9886,5.4759,2.3401,13.876,0.0036,-6.1379,-0.1948,0.0189,0.0317,-0.0031,-0.0972,1.3475,1.184,0.8703,0.8787,0.6459,0.7351,1.8157,1.4018,0.7575,0.772,0.4172,0.5404,1.6556,1.25,-236.9361,0.755,-143.1124,-189.5503,1.5879,1.1565,0.6397,0.7283,0.4029,0.5532,1.6257,1.2079,1.4886,0.743,0.9156,1.2324,0.001,2.9439,0.2649,-0.0812,-0.0591,-0.0957,-0.112,-0.2291,1100,0,0,0,1,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.0245,4.2126,2.0525,23.2608,-0.3264,-0.2344,2.3028,1.5175,10.9035,-1.0072,-0.1294,2.5542,1.5982,18.3853,-0.7399,2.0868,4.7869,2.1879,20.415,0.0031,-0.1046,-0.1895,0.0117,1.8118,-0.1123,-0.062,1.3525,1.2843,0.9381,0.9495,0.6936,0.7305,1.8294,1.6493,0.88,0.9016,0.4811,0.5336,1.0462,0.7321,-89.57,0.6998,-85.6148,-122.346,3.2283,1.6596,0.8563,0.5141,0.2653,0.516,2.1333,1.2652,1.1394,0.5931,0.5341,0.9006,0.0014,3.0763,0.4811,0.3652,0.2271,0.01,-0.1215,0.0806,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0227,0.0226,0.1504,1.7606,-8.7767,-0.0494,0.0388,0.1969,2.8567,-3.277,-0.1093,0.0041,0.0643,0.4635,-3.2418,0.1747,0.0499,0.2234,2.7113,0.0042,0.4592,0.2075,-0.1298,0.4519,-0.2827,-0.6255,0.7641,2.3402,0.6735,3.0628,0.8814,0.2878,0.5838,5.4766,0.4536,9.3807,0.7769,0.0828,0.7221,4.4621,-136.6065,6.1793,-189.1781,-30.615,0.2696,1.6481,0.0661,6.1129,0.2453,0.0401,0.6163,3.7987,0.6493,6.1636,1.0536,0.1709,0.0006,0.2577,0.813,0.3325,-0.8487,0.1455,-0.8399,-0.4454,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1547,3.2195,1.7943,15.2674,-0.2996,-0.3415,3.0227,1.7386,8.4049,-0.9638,-0.0758,0.6877,0.8293,5.2123,-0.9774,2.0613,2.827,1.6814,11.8992,0.0078,-0.4529,-2.0391,0.075,4.5019,-0.1657,-0.0368,1.032,2.1637,1.0672,2.0965,1.034,0.4932,1.0651,4.6817,1.1388,4.3955,1.0692,0.2432,0.8533,1.3662,-37.8624,1.6011,-44.3702,-27.7126,2.7448,4.4567,0.9796,1.6237,0.3569,0.2198,1.8165,2.9291,1.2831,1.6125,0.7063,0.438,0.002,3.0466,0.5958,0.3442,0.2189,0.1504,-0.097,0.0462,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0412,0.0098,0.0991,0.5496,-1.7772,-0.0863,0.022,0.1485,1.4661,-0.4918,-0.1994,0.0154,0.1242,0.6985,-3.515,0.2747,0.0208,0.1441,0.9738,0.0309,0.4781,0.2069,-0.1502,0.4327,-0.3141,-0.7259,0.6676,0.7979,0.6879,1.1953,1.0304,0.8621,0.4457,0.6367,0.4732,1.4287,1.0617,0.7431,0.7276,0.6468,-11.3302,0.8889,-15.5725,-17.5186,0.2014,1.2792,0.1969,6.3527,0.978,0.1539,0.3749,0.7868,0.5643,2.099,1.5055,0.7172,0.0012,0.4036,0.0115,0.3172,-0.2519,0.2581,-0.0263,-0.7053,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0443,0.0038,0.062,0.3813,-0.66,-0.0265,0.0023,0.0476,0.2468,-1.1188,-0.1146,0.0045,0.0674,0.3275,-5.5263,0.1512,0.0036,0.0598,0.3075,0.0798,-1.6705,-0.3867,0.293,0.2315,-0.1754,-0.7578,1.3042,0.9206,1.0368,0.7059,0.795,1.1262,1.7009,0.8475,1.075,0.4983,0.632,1.2683,1.1633,0.5467,-5.6893,0.4699,-4.8906,-10.4072,1.9719,4.5771,0.6875,2.3212,0.3486,0.1502,1.5449,1.1642,1.2401,0.7536,0.8027,1.0652,0.0007,0.2216,-0.248,-0.0144,0.3393,-0.2316,0.0377,-0.8373,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.2668,3.9753,1.9938,7.0254,-18.8729,-0.1134,0.3925,0.6265,3.1758,-1.5054,-0.8671,3.3681,1.8352,8.2773,-9.0665,1.965,6.2441,2.4988,9.3384,0.007,11.1699,1.4611,-0.6447,0.1308,-0.0577,-0.4412,3.1824,1.0864,0.7979,0.3414,0.2507,0.7344,10.1278,1.1803,0.6366,0.1165,0.0629,0.5394,3.4964,0.8949,-102.027,0.256,-29.1804,-114.0038,0.2789,0.4299,0.0376,1.5416,0.1348,0.0874,2.2122,0.8487,0.7523,0.3837,0.3401,0.8864,0.035,2.9116,0.0504,0.848,-0.9691,-0.0109,-0.0495,-0.9325,125000,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3782,14.473,3.8043,46.436,-1.2588,-0.6193,2.9353,1.7133,8.9096,-1.6122,0.0529,7.2761,2.6974,33.6442,-0.6117,3.6572,11.8383,3.4407,28.8703,0.0193,-0.6107,7.1455,0.1034,-11.6997,-0.1693,0.0145,2.2205,1.4104,1.1057,0.6351,0.4979,0.784,4.9307,1.9891,1.2226,0.4034,0.2479,0.6146,4.7061,2.0266,-45.4544,0.4306,-9.6587,-22.4291,6.0274,0.9848,0.6983,0.1634,0.1159,0.7091,5.2119,1.3802,1.6084,0.2648,0.3086,1.1654,0.0038,5.3528,-0.0772,0.5947,-0.0182,-0.0254,0.0259,0.0354,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1318,0.032,0.1788,1.0597,-0.4483,-0.1922,0.0269,0.1641,0.8758,-4.8767,-0.0326,0.0217,0.1474,0.8531,-0.9633,0.3307,0.0267,0.1633,0.7422,0.079,-0.6859,-4.0396,0.3986,5.8891,-0.5812,-0.0987,1.0898,1.2132,1.0953,1.1133,1.0051,0.9028,1.1876,1.4719,1.1997,1.2394,1.0102,0.815,0.4513,0.7836,-5.1553,1.7362,-11.4226,-6.579,4.9101,1.684,0.908,0.343,0.1849,0.5392,1.21,1.2422,1.4278,1.0266,1.1799,1.1494,0.0013,0.5047,-0.3226,-0.2231,0.591,-0.185,-0.7828,0.0112,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0411,0.0142,0.1191,0.749,-0.6898,-0.0459,0.0058,0.076,0.4742,-2.2323,-0.1177,0.0071,0.0845,0.7128,-1.7312,0.1932,0.0074,0.0861,0.4582,0.0849,-0.8952,-0.3489,0.2125,0.3897,-0.2374,-0.6093,1.568,1.4103,1.3834,0.8994,0.8823,0.9809,2.4587,1.9889,1.9138,0.8089,0.7784,0.9622,0.9337,0.6767,-7.1904,0.7247,-7.7012,-10.6263,3.0216,1.6982,0.8852,0.562,0.293,0.5213,1.5796,1.0507,1.6346,0.6652,1.0348,1.5558,0.0007,0.2911,-0.1056,-0.0711,0.4559,-0.1973,-0.2143,-0.3927,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0985,9.0693,3.0115,20.9412,-1.3637,-0.2871,4.7539,2.1803,10.7772,-0.9841,-0.1481,5.9659,2.4425,28.8545,-2.9456,3.6595,6.5109,2.5516,21.8093,0.0198,-0.3431,-0.6653,0.0269,1.9393,-0.0785,-0.0405,1.3812,1.233,1.1802,0.8927,0.8545,0.9572,1.9078,1.5202,1.3929,0.7968,0.7301,0.9163,2.2601,0.5609,-27.4405,0.2482,-12.141,-48.926,1.6311,1.2115,0.3982,0.7427,0.2441,0.3287,1.9431,0.7258,0.9602,0.3735,0.4942,1.323,0.0017,5.318,-0.1217,0.0903,-0.0843,-0.0181,-0.1015,-0.2483,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.5647,6.409,2.5316,14.4412,-0.7272,-0.7455,4.3075,2.0754,12.108,-1.7273,0.506,5.695,2.3864,16.441,-0.5691,3.4318,5.765,2.401,13.0817,0.0214,-0.7575,1.1161,0.1645,-1.4734,-0.2172,0.1474,1.2198,1.0608,1.0544,0.8697,0.8644,0.9939,1.4879,1.1254,1.1117,0.7564,0.7472,0.9879,0.7929,1.0197,-21.3044,1.2861,-26.8703,-20.8931,1.8833,0.7979,0.6255,0.4237,0.3321,0.7839,1.1927,0.8784,1.1039,0.7365,0.9256,1.2568,0.0058,5.0186,0.1839,0.2523,0.41,0.249,-0.2457,0.3763,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.1233,5.9891,2.4473,19.2148,-0.5935,-0.5577,5.1794,2.2758,12.7879,-0.9375,0.0176,4.4545,2.1106,22.3516,-0.6203,2.9762,7.092,2.6631,14.4194,0.0117,-0.221,7.001,0.0414,-31.6785,-0.1874,0.0059,1.0753,1.1595,0.919,1.0783,0.8546,0.7925,1.1563,1.3445,0.8445,1.1627,0.7303,0.6281,1.1565,0.8363,-41.9164,0.7231,-36.243,-50.1188,1.827,0.8741,0.8265,0.4785,0.4524,0.9455,1.5026,0.8597,1.3326,0.5721,0.8869,1.5501,0.0031,4.3037,0.4029,0.2558,0.1654,0.073,-0.1689,0.0806,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
