@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.1529,3.2896,1.8137,16.7811,-1.3289,-0.0814,6.3923,2.5283,26.4061,-1.4581,0.0337,2.6581,1.6304,15.1765,-0.8353,2.2917,7.1192,2.6682,18.9067,0.0022,-1.8792,4.5442,0.0667,-2.4182,-0.0355,0.0147,0.7174,1.1125,0.6798,1.5508,0.9476,0.611,0.5146,1.2376,0.4621,2.4049,0.8979,0.3734,0.6113,1.3863,-232.1427,2.2677,-379.7486,-167.4607,0.6708,0.8714,0.3803,1.2991,0.5669,0.4364,0.6355,1.1057,0.8876,1.7399,1.3967,0.8027,0.0004,3.4802,0.3746,0.2024,0.0785,-0.1607,-0.0828,0.0595,0.1336,0.9363,0.9676,7.778,-0.393,0.0736,0.2988,0.5466,3.7459,-0.6433,0.2051,0.9295,0.9641,4.9155,-0.9664,1.8163,0.6514,0.3587,1.7703,1.0036,0.5669,3.1339,1.0073,0.3214,1.4964,0.9083,0.607,2.4496,2.2337,0.9119,2.0764,1.5824,0.7621,0.0007,1.6411,0.111,-0.1124,0.3363,-17.8979,42.936,6.5526,32.3914,?,53.9924,36.8216,6.0681,19.4702,0.6781,1.6854,120.0064,10.9547,33.3542,-0.7169,-0.3315,-10.6197,32.0362,1.0798,0.5981,0.5539,1.1661,0.3578,0.3068,-0.7898,2.3258,-2.9447,0,0,3.1131,1.6636,0.9711,0.5837,0.1448,82.2141,0.9268,-0.566,-0.7414,DESTRA_PANTALONI
-0.1444,2.247,1.499,14.2673,-0.658,-0.4196,2.0902,1.4458,16.2676,-0.485,-0.1709,4.3642,2.0891,25.3823,-0.2955,1.9449,5.1451,2.2683,20.3873,0.0012,0.3441,0.8448,-0.0742,2.4554,-0.2158,-0.0879,1.0368,0.7175,0.6609,0.6921,0.6374,0.921,1.075,0.5149,0.4367,0.479,0.4063,0.8482,1.0657,0.978,-232.5878,0.9177,-218.2491,-237.8171,0.7855,0.4392,0.4216,0.5591,0.5367,0.9599,0.877,0.5621,0.6998,0.6409,0.7979,1.245,0.0013,3.0063,0.3801,0.2581,0.2593,0.1137,-0.1876,0.2834,0.358,0.7049,0.8396,5.9248,-0.3778,-0.3434,0.8724,0.934,6.3094,-3.6085,0.9823,1.7342,1.3169,6.1673,-0.341,-1.0425,0.3645,-0.3496,0.8989,0.6376,0.7093,0.808,0.4065,0.5031,0.3289,1.036,3.1503,3.141,0.935,0.2977,0.9391,0.9607,1.023,0.0029,2.051,-0.3002,-0.0272,-0.0059,-22.8583,75.0273,8.6618,38.6398,?,-14.9536,263.9593,16.2468,52.6199,-0.9446,-21.7106,22.1058,4.7017,26.9989,?,1.5286,1.0529,0.6888,0.5331,1.8423,3.4555,0.2842,3.394,11.9407,1.5117,1.4312,0.9467,0,1,0,0.7343,1.4312,1.949,0.0921,65.6971,-0.8095,-0.9379,0.9069,SINISTRA_PANTALONI
0.0941,0.0167,0.1291,2.413,-0.7149,0.0323,0.0897,0.2996,5.5613,-1.0992,-0.0049,0.0397,0.1994,3.8618,-1.3858,0.212,0.1111,0.3334,3.9246,0.0029,2.9159,-19.3747,0.4439,-6.6444,0.1522,-0.0229,0.431,0.6476,0.3873,1.5027,0.8987,0.598,0.1857,0.4194,0.15,2.258,0.8076,0.3577,0.3454,0.4484,-88.4619,1.2982,-256.0903,-197.2663,0.5311,0.8693,0.3575,1.6367,0.6731,0.4113,0.4339,0.6248,0.6148,1.4401,1.417,0.984,0.0003,0.3242,-0.8629,-0.8533,-0.0554,0.8473,0.1046,0.0095,0.0047,0.0003,0.0182,0.0972,-0.6563,0.035,0.0006,0.0251,0.125,-0.4138,0.012,0.0003,0.0177,0.1122,-1.027,0.133,0.3878,2.9153,0.7249,1.0259,1.4153,0.5254,1.0524,2.0029,1.053,0.6778,0.6437,0.6639,1.0607,1.5976,0.7778,0.8667,1.1143,0.0001,0.0697,0.6519,0.2774,0.1529,-41.8857,0.0555,0.2357,42.659,?,-2.3257,0.2616,0.5114,3.2394,?,-9.4037,0.1513,0.3889,10.2585,?,18.0102,4.4542,0.2473,0.4608,0.6059,1.315,0.2123,0.3671,1.7291,13.1686,4.1584,0.3158,1,1,1,13.1686,4.1584,0.3158,0.1131,53.6151,0.4271,-0.4684,-0.5959,SINISTRA_PANTALONI
0.0128,3.587,1.8939,8.8887,-0.9323,-0.3818,3.1983,1.7884,11.8072,-0.6733,-0.1027,2.1748,1.4747,12.443,-0.3822,2.3538,3.5761,1.8911,12.1953,0.0068,-0.0335,-0.1247,0.0054,3.7172,-0.1622,-0.0436,1.059,1.2843,1.0015,1.2127,0.9457,0.7798,1.1215,1.6494,1.003,1.4707,0.8944,0.6081,0.9027,1.2464,-51.4131,1.3808,-56.9549,-41.2477,0.6519,0.511,0.3746,0.7838,0.5747,0.7332,0.7528,0.7144,0.7289,0.9489,0.9682,1.0203,0.001,3.6307,0.455,0.5215,0.0048,0.6315,-0.0719,0.0167,0.2051,0.2035,0.4512,2.7493,-0.4862,-0.3884,0.6504,0.8064,3.9531,-5.5649,1.191,3.5452,1.8829,6.4108,-0.01,-0.5281,0.1722,-0.3261,0.5594,0.2396,0.4283,0.313,0.0574,0.1834,0.2684,14.2239,52.994,3.0721,0.2914,0.0949,0.6955,0.4289,0.6166,0.0033,2.016,-0.6109,0.2611,-0.331,-16.1837,31.8621,5.6446,27.7191,-19.0951,6.4694,82.7222,9.0952,29.2206,0.0041,-34.3251,8.2965,2.8804,36.7798,?,-2.5016,0.4715,-0.1885,0.6206,1.9597,3.1577,0.3852,3.8404,9.9708,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.1005,57.0419,0.5193,0.0829,0.8863,SINISTRA_PANTALONI
0.0675,0.0145,0.1206,0.8242,-0.4007,-0.3184,0.0745,0.273,2.9173,-0.88,-0.0695,0.0135,0.1164,1.5726,-1.2026,0.3933,0.0588,0.2424,1.7784,0.0156,-0.2121,-0.9717,0.1717,4.582,-0.8097,-0.1767,0.4417,1.036,0.4975,2.3457,1.1263,0.4802,0.1951,1.0733,0.2475,5.5022,1.2686,0.2306,0.1727,0.2746,-8.363,1.5903,-48.4367,-30.4576,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.2825,0.5241,0.4634,1.855,1.6403,0.8843,0.0009,0.5364,0.3907,0.1037,-0.007,0.6551,-0.5915,-0.4123,-0.0123,0.0011,0.0339,0.2596,-3.1226,0.0138,0.0016,0.0399,0.3482,-3.0874,0.047,0.0012,0.0352,0.2136,-0.3812,-0.8945,-0.2622,0.2932,0.8483,0.9626,1.1347,0.7197,0.9266,1.2875,0.7475,3.3344,4.4609,0.739,0.4071,0.5508,0.7454,1.215,1.63,0.0001,0.1037,0.822,0.4131,0.3135,-35.5557,0.084,0.2897,36.5997,?,-8.1008,1.0099,1.0049,10.4385,?,23.6948,0.0942,0.3069,1.2589,0.9484,4.3891,-1.5006,-0.3419,0.2883,0.944,3.274,0.0831,0.8911,10.7192,3.5062,-1.5803,-0.4507,1,0,0,3.5062,29.0739,8.2921,0.1141,67.3514,-0.6587,-0.013,-0.3525,SINISTRA_PANTALONI
-0.1201,0.0036,0.0597,0.3404,-5.9033,-0.0776,0.0035,0.059,0.389,-1.2009,0.0311,0.003,0.0549,0.3883,-0.4483,0.1637,0.0047,0.0683,0.339,0.0745,1.5482,-3.8664,-0.7337,-2.4974,-0.4739,0.1898,1.0135,1.0883,0.8741,1.0738,0.8625,0.8032,1.0272,1.1844,0.7641,1.153,0.7439,0.6452,1.3712,2.4212,-10.6693,1.7658,-7.781,-4.4066,0.2789,0.1839,0.1346,0.6592,0.4826,0.7321,0.8749,0.8764,1.0041,1.0017,1.1476,1.1456,0.0004,0.2533,0.6241,-0.3182,-0.9235,0.4464,-0.6031,0.2808,0.0002,0.0004,0.0187,0.0993,-0.9002,0.028,0.0003,0.0187,0.1196,-0.2619,0.0046,0.0001,0.0116,0.0545,-0.7114,0.0071,0.0427,6.0526,1.001,1.6154,1.6137,1.002,2.6094,2.6041,1.8955,2.0782,1.0964,0.5514,1.6424,2.9784,0.8304,1.8235,2.1961,0.0001,0.0541,0.6324,0.0074,0.0498,-24.5911,0.1521,0.39,25.3189,?,-28.0639,0.0563,0.2372,28.5599,?,18.8426,0.0511,0.226,1.1398,0.9415,0.8763,-1.3051,-1.4894,1.6441,1.7257,1.0497,2.7029,2.9781,1.1018,0.8865,-1.3791,-1.5556,1,0,0,0.8865,22.2129,25.0562,0.11,71.4975,-0.6625,0.2732,-0.0717,SINISTRA_PANTALONI
0.0321,0.8445,0.919,6.4045,-0.4698,1.1897,4.1626,2.0402,7.0021,-0.1513,0.5725,3.0632,1.7502,9.0639,-0.2325,1.9621,5.9645,2.4422,10.4238,0.0064,0.027,0.0561,0.0164,2.078,0.6063,0.2918,0.4504,0.5251,0.3763,1.1657,0.8354,0.7166,0.2029,0.2757,0.1416,1.3589,0.6979,0.5136,2.2251,1.1974,-30.3255,0.5381,-13.6286,-25.3264,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9147,0.7066,0.6144,0.7725,0.6717,0.8695,0.03,2.8143,0.4918,0.4726,0.5123,0.4914,0.9099,0.7468,0.4068,0.7846,0.8858,5.3561,-0.176,1.0307,2.5934,1.6104,5.5015,-0.0137,-0.3383,0.6211,0.7881,3.5577,-5.9832,0.3947,-1.2025,-3.0468,0.55,1.1239,2.0434,0.3025,1.2631,4.1753,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0067,1.9277,0.7499,-0.6782,-0.7362,-8.8599,198.9153,14.1037,53.375,-0.493,-6.3499,4.4682,2.1138,12.875,?,-26.2852,14.2295,3.7722,31.125,?,1.3953,0.3371,0.2416,6.6722,3.7389,0.5604,44.5184,13.979,0.314,1.3689,0.5663,0.4137,0,0,1,4.1456,1.7149,0.4137,0.1635,48.2256,-0.7918,0.6634,-0.2315,SINISTRA_PANTALONI
0.388,9.4327,3.0713,28.3953,-2.0196,-0.6412,9.4349,3.0716,21.5057,-0.8848,-0.122,10.9494,3.309,48.8168,-1.5051,3.9947,14.4359,3.7995,30.1811,0.0102,-0.6051,-3.1814,0.0971,5.2581,-0.1605,-0.0305,0.9999,0.9282,0.8083,0.9283,0.8084,0.8709,0.9998,0.8615,0.6534,0.8617,0.6536,0.7585,1.8812,0.6475,-60.9826,0.3442,-32.4163,-94.178,0.8241,0.4826,0.3084,0.5855,0.3742,0.6391,1.3204,0.5817,0.9408,0.4405,0.7126,1.6175,0.002,6.2523,-0.8883,-0.449,-0.1335,0.3417,0.1082,0.078,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-37.3915,425.7894,20.6347,59.5184,-20.1071,-19.1794,44.7291,6.688,29.0985,?,9.7362,1240.8405,35.2256,112.6785,-0.9401,1.9496,-3.8405,-1.9699,3.0853,0.5858,0.1899,9.5193,0.3431,0.036,1.9485,1.0385,0.5329,0,0.0486,0,2.0454,0.5282,0.2582,0.1123,88.8797,0.4375,-0.5316,-0.5407,SINISTRA_PANTALONI
-0.0576,0.0237,0.1541,0.8664,-1.0234,-0.116,0.0371,0.1925,1.1889,-1.8823,-0.0768,0.0201,0.1418,0.866,-2.012,0.2769,0.0269,0.164,0.9883,0.0165,0.4967,0.7506,-0.2081,1.5112,-0.4189,-0.2772,0.8005,1.0867,0.9398,1.3574,1.1739,0.8648,0.6409,1.1809,0.8832,1.8426,1.3781,0.7479,0.5644,0.7576,-26.4068,1.3422,-46.7872,-34.8578,1.0381,1.4893,0.4261,1.4347,0.4105,0.2861,0.7287,1.0005,0.8767,1.3729,1.203,0.8762,0.0004,0.4315,-0.2616,-0.3531,0.1122,0.9885,-0.6452,-0.6389,0.0604,0.0099,0.0996,0.4721,-0.3196,0.0416,0.0186,0.1363,0.8107,-1.2878,0.0253,0.0067,0.0816,0.5127,-1.0888,1.4512,2.3929,1.6489,0.7313,1.2208,1.6695,0.5347,1.4905,2.7873,0.2506,0.4279,1.7076,1.0096,1.4575,1.4437,0.5823,0.9208,1.5812,0.0002,0.2555,0.2863,0.3591,0.8023,-7.0219,2.7453,1.6569,9.4193,?,-54.2221,0.3587,0.5989,55.2597,?,10.5397,4.8287,2.1974,7.0801,0.4511,0.1295,-0.6662,-5.1445,2.7664,0.754,0.2726,7.6528,0.5685,0.0743,0.1705,-1.6185,-9.4953,1,0,0,0.1705,1.3304,7.805,0.1485,71.7836,-0.9323,-0.8212,0.7528,SINISTRA_PANTALONI
-0.1311,0.0078,0.0882,0.6535,-2.7424,-0.062,0.011,0.1047,0.7184,-1.7262,0.0072,0.0097,0.0986,0.6281,-0.8975,0.203,0.0083,0.0913,0.5109,0.0784,2.1126,-18.1037,-0.6456,-8.5693,-0.3056,0.0357,0.8426,0.8945,0.9664,1.0616,1.147,1.0804,0.7099,0.8001,0.934,1.127,1.3156,1.1673,1.0527,1.6118,-11.0103,1.5311,-10.459,-6.8308,0.6626,0.5275,0.3149,0.7961,0.4753,0.597,0.9096,1.0404,1.279,1.1438,1.4061,1.2293,0.0004,0.3114,0.0617,-0.3222,-0.5881,0.8888,-0.2086,0.0764,-0.0169,0.0044,0.0665,0.4037,-2.708,-0.0029,0.0089,0.0942,0.752,-3.1717,-0.0205,0.0036,0.0599,0.361,-2.4917,5.8196,0.8219,0.1412,0.7061,1.11,1.572,0.4986,1.2322,2.4712,0.5158,1.1445,2.2191,0.6041,1.0531,1.7434,0.5369,1.1183,2.0828,0.0001,0.1401,0.6545,0.2294,0.6187,-19.3956,0.3178,0.5638,21.5988,?,-49.6771,0.1311,0.3621,50.3387,?,16.9291,0.1657,0.4071,1.9196,0.8926,0.3904,-1.1457,-2.9344,1.557,1.3848,0.8893,2.4244,1.9176,0.7909,0.4291,-1.3534,-3.1542,1,0,0,0.4291,11.252,26.2242,0.1472,86.0018,-0.6345,-0.6922,0.684,SINISTRA_PANTALONI
