@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.3309,15.2475,3.9048,30.1431,-0.9281,-6.518,49.9968,7.0708,52.3637,-1.6696,9.1402,14.3167,3.7837,20.3786,-0.017,12.9789,37.2465,6.103,34.2918,0.0795,0.0508,-0.0362,-0.0255,-0.7131,-0.5022,0.7042,0.5522,1.032,0.6398,1.8687,1.1586,0.62,0.305,1.065,0.4094,3.4922,1.3423,0.3844,0.4431,42.6208,-4.8986,96.1977,-11.0565,-0.1149,0.797,0.7802,0.4197,0.9789,0.5265,0.5379,0.5756,1.4792,0.879,2.5695,1.527,0.5943,0.0562,19.2506,0.3283,-0.0169,-0.1236,-0.4749,-0.7284,0.7489,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.3281,14.2101,3.7696,23.0395,-0.8349,-6.1504,64.4653,8.029,36.8822,-2.6691,8.982,16.0275,4.0034,21.5629,-0.0113,13.3614,34.7892,5.8982,29.5381,0.1266,-0.0533,0.0365,0.0246,-0.6847,-0.4603,0.6722,0.4695,0.9416,0.6391,2.0055,1.3613,0.6788,0.2204,0.8866,0.4085,4.0222,1.853,0.4607,0.3907,43.615,-2.4494,111.6225,-6.2688,-0.0562,1.2491,0.5889,0.3713,0.4714,0.2972,0.6305,0.6247,1.0685,0.78,1.7104,1.2486,0.73,0.0556,19.6972,-0.021,-0.128,-0.0629,-0.169,-0.671,0.744,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.2928,0.1915,0.4376,1.8965,-1.7624,11.9263,1.2779,1.1304,5.545,0.635,9.5724,0.521,0.7218,3.7343,0.6832,15.3067,1.647,1.2833,6.6438,0.6542,-0.0245,-0.0306,-0.0191,1.2459,0.7792,0.6254,0.3871,0.6062,0.341,1.5661,0.8808,0.5624,0.1498,0.3675,0.1163,2.4527,0.7759,0.3163,-0.1254,-0.1503,-0.0963,1.198,0.7673,0.6405,0.0452,0.0583,0.0357,1.2889,0.7906,0.6134,0.342,0.5079,0.2855,1.4849,0.8346,0.5621,0.0761,21.9308,0.0727,0.0588,0.0612,0.8528,0.9825,0.935,?,?,?,?,?,4.1432,0,0,0,1,PANTALONI
-0.0994,1.5973,1.2639,7.2759,-0.9766,-6.8742,5.1051,2.2594,12.0045,?,9.9912,1.7273,1.3143,6.0263,0.5648,12.3209,3.7141,1.9272,8.7291,0.4769,0.0145,-0.01,-0.0081,-0.688,-0.5579,0.8109,0.5594,0.9616,0.6558,1.7192,1.1724,0.682,0.3129,0.9248,0.4301,2.9555,1.3745,0.4651,0.2995,-0.4597,-0.4517,-1.5352,-1.5085,0.9826,0,0.2659,0.2206,0,0,0.8297,0.6061,1.2074,0.8335,1.992,1.3752,0.6904,0.0603,17.8402,0.281,0.0094,-0.1691,-0.4667,-0.849,0.8517,?,?,?,?,?,8.4229,44.1243,6.6426,22.8921,0.1533,PANTALONI
-0.3497,1.4734,1.2138,7.1837,-0.8104,5.1121,12.1923,3.4918,12.8962,-0.43,9.5464,2.371,1.5398,7.168,0.4327,11.4207,2.9941,1.7303,7.5785,0.4744,-0.0684,-0.0366,-0.0306,0.5355,0.4476,0.8359,0.3476,0.7883,0.7015,2.2677,2.0179,0.8899,0.1208,0.6214,0.4921,5.1424,4.0721,0.7919,0.8293,-0.5881,-0.4702,-0.7092,-0.567,0.7995,0.44,0.314,0.2752,0.7137,0.6255,0.8764,0.557,1.0022,0.9479,1.7991,1.7017,0.9458,0.0539,16.2869,-0.3946,0.5036,0.2626,-0.248,0.2627,0.8424,?,?,?,?,?,15.0145,195.9915,13.9997,51.7795,0.0741,PANTALONI
-0.4859,9.7707,3.1258,17.3801,-1.1215,6.7676,34.212,5.8491,24.1101,-0.6689,9.7573,9.8405,3.137,16.5632,0.1494,13.5477,11.5244,3.3948,15.2296,0.2563,-0.0718,-0.0498,-0.0359,0.6936,0.4995,0.7202,0.5344,0.9964,0.9208,1.8646,1.723,0.9241,0.2856,0.9929,0.8478,3.4766,2.9687,0.8539,0.9507,-3.1584,-1.7503,-3.3221,-1.841,0.5542,0.5671,0.4207,0.4,0.7419,0.7054,0.9508,0.7209,1.0493,1.1412,1.4556,1.5831,1.0876,0.0603,20.2657,0.7092,0.1057,0.1518,0.0233,0.1296,0.8716,?,?,?,?,?,0.203,0.5679,0.7536,4,0,PANTALONI
-0.4091,4.9601,2.2271,17.6286,-1.0653,-7.697,22.5821,4.7521,25.5614,-101.3286,9.9124,9.0024,3.0004,16.6671,0.1518,13.1033,22.5142,4.7449,26.6968,0.1211,0.0532,-0.0413,-0.0312,-0.7765,-0.5874,0.7565,0.4687,0.7423,0.4694,1.5838,1.0015,0.6323,0.2196,0.551,0.2203,2.5085,1.003,0.3999,0.3592,-3.0493,-2.4712,-8.4881,-6.8789,0.8104,34.1696,0.4344,0.281,0.0127,0.0082,0.6469,0.6897,1.0577,0.6603,1.5336,0.9575,0.6243,0.0647,19.1075,0.2056,0.2688,-0.0172,-0.4882,-0.8709,0.8402,?,?,?,?,?,3.2732,5.6315,2.3731,8,0.2,PANTALONI
0.2425,12.2472,3.4996,19.4996,-0.6248,3.0639,77.6218,8.8103,29.6773,-1.1621,9.7085,15.4378,3.9291,20.0046,0.0504,13.6677,22.201,4.7118,25.2354,0.0801,0.0792,0.025,0.0177,0.3156,0.2242,0.7103,0.3972,0.8907,0.7427,2.2423,1.8698,0.8339,0.1578,0.7933,0.5516,5.028,3.4963,0.6954,0.4701,-7.0565,-3.4111,-15.0114,-7.2565,0.4834,0.8743,0.5697,0.4375,0.6516,0.5003,0.7679,0.6571,0.9748,0.7727,1.4835,1.176,0.7927,0.0522,20.7432,-0.3305,0.4597,0.5719,-0.3365,-0.4164,0.9554,?,?,?,?,?,18.041,14.1317,3.7592,25,0.0385,PANTALONI
-0.659,6.7897,2.6057,15.2216,-1.1641,3.6246,81.1655,9.0092,30.0193,-1.812,9.7069,9.5615,3.0922,16.6545,0.1943,13.724,16.9652,4.1189,24.1338,0.1506,-0.1818,-0.0679,-0.048,0.3734,0.2641,0.7073,0.2892,0.8427,0.6326,2.9136,2.1873,0.7507,0.0837,0.7101,0.4002,8.4888,4.7842,0.5636,0.4233,-2.0385,-1.914,-4.8159,-4.5217,0.9389,0.6589,0.3403,0.2476,0.5164,0.3757,0.7276,0.5071,0.914,0.6307,1.8025,1.2439,0.6901,0.0519,20.6449,0.2568,0.2348,0.0006,-0.3785,-0.5533,0.9234,?,?,?,?,?,5.9203,25.308,5.0307,22.6731,0.1515,PANTALONI
-0.6137,3.3385,1.8272,9.5848,-0.8152,4.265,24.9996,5,23.1945,-0.8023,9.912,6.0278,2.4552,19.8061,0.0284,11.9122,9.2796,3.0462,19.2411,0.0778,-0.1439,-0.0619,-0.0515,0.4303,0.358,0.8321,0.3654,0.7442,0.5998,2.0365,1.6414,0.806,0.1335,0.5539,0.3598,4.1474,2.694,0.6496,0.4169,-7.4235,-2.6503,-17.8065,-6.3572,0.357,0.4103,0.259,0.2531,0.6313,0.6168,0.977,0.4132,0.4839,0.4981,1.1711,1.2055,1.0294,0.0581,17.4677,-0.1251,-0.3253,-0.4805,0.0063,0.0782,0.9299,?,?,?,?,?,0.6398,0.2305,0.4801,1,0,PANTALONI
0.015,0.2076,0.4556,1.919,-0.9739,5.679,0.598,0.7733,3.2027,0.5522,9.8983,0.3164,0.5625,3.3504,0.7236,11.4457,0.3463,0.5885,2.6761,0.7948,0.0026,0.0015,0.0013,0.5737,0.4962,0.8648,0.5892,0.81,0.7742,1.3749,1.3141,0.9558,0.3471,0.6561,0.5994,1.8902,1.7269,0.9136,-0.2397,-0.1079,-0.0913,0.4502,0.3809,0.8462,0.1359,0.0802,0.0745,0.5899,0.5483,0.9294,0.5992,0.5727,0.7171,0.9559,1.1968,1.252,0.061,15.9618,0.009,-0.314,-0.2432,-0.0879,0.5784,0.76,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.5621,3.2018,1.7893,12.5065,-0.5864,3.7832,28.598,5.3477,21.1342,-0.6652,9.7926,8.0664,2.8401,18.5985,0.0514,11.875,9.3739,3.0617,17.744,0.1095,-0.1486,-0.0574,-0.0473,0.3863,0.3186,0.8246,0.3346,0.63,0.5844,1.8829,1.7467,0.9276,0.112,0.3969,0.3416,3.5453,3.0508,0.8605,0.5476,-4.5866,-2.1179,-8.3764,-3.8678,0.4618,0.6212,0.4021,0.3956,0.6473,0.6369,0.9839,0.5918,0.6724,0.7048,1.1363,1.1911,1.0482,0.0571,16.7077,0.0974,0.0536,-0.0648,-0.01,0.415,0.8335,?,?,?,?,?,0.7554,1,1,3,0,PANTALONI
0.0511,0.385,0.6205,2.5416,-0.9733,5.0287,0.7395,0.8599,3.5431,0.472,9.9892,0.7058,0.8401,4.7968,0.6502,11.2311,0.7678,0.8762,4.912,0.6672,0.0102,0.0051,0.0045,0.5034,0.4478,0.8894,0.7216,0.7386,0.7081,1.0236,0.9814,0.9588,0.5207,0.5455,0.5015,1.0477,0.9631,0.9193,-0.3958,-0.1406,-0.1273,0.3553,0.3216,0.9051,0.192,0.0939,0.0873,0.4894,0.4546,0.9289,0.7173,0.5299,0.5174,0.7386,0.7213,0.9765,0.0628,15.5274,0.827,-0.211,0.1717,0.0979,0.5183,0.9002,?,?,?,?,?,0,0,0,0,0,PANTALONI
