@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.1156,0.0825,0.2873,1.9055,-0.0843,-4.2894,0.1556,0.3945,4.8156,?,9.4456,0.1435,0.3788,2.0469,0.7915,10.3827,0.2133,0.4619,2.5025,0.7663,-0.0269,0.0122,0.0111,-0.4541,-0.4131,0.9097,0.7283,0.7585,0.622,1.0415,0.8541,0.8201,0.5304,0.5754,0.3869,1.0848,0.7295,0.6725,0.0308,-0.0191,-0.018,-0.6198,-0.5868,0.9467,0,0.179,0.1641,0,0,0.9166,0.3957,0.9309,0.7615,2.3526,1.9243,0.818,0.2075,13.8717,0.8829,-0.7481,-0.7992,-0.8435,-0.9192,0.9858,-13.0202,0.5078,0.7126,14.6515,?,59.6994,0.3173,0.5633,1.8997,0.9686,-12.1826,0.7799,0.8831,13.9267,?,-0.2181,1.0688,-4.9004,1.265,0.8069,0.6379,1.6002,0.6511,0.4069,-0.2501,1.052,-4.2063,0,1,0,7.7125,1.052,0.1364,1.2461,84.9022,-0.0789,0.0313,-0.4498,PANTALONI
-0.1411,6.7093,2.5902,11.8478,-0.7888,-0.0534,5.7681,2.4017,10.695,-0.7249,9.6001,15.0337,3.8773,25.3595,0.1463,10.276,14.1005,3.7551,25.4211,0.1582,2.6425,-0.0147,-0.0137,-0.0056,-0.0052,0.9342,1.0785,0.668,0.6898,0.6194,0.6396,1.0326,1.1632,0.4463,0.4758,0.3837,0.4091,1.0662,1.1623,-1.2019,-1.0936,-1.034,-0.9408,0.9099,1.0682,0.223,0.2193,0.2087,0.2053,0.9837,1.1078,0.4672,0.4661,0.4217,0.4207,0.9976,0.2,13.664,0.0157,0.1876,0.2412,-0.2251,-0.2303,0.9859,-35.7017,5.6431,2.3755,38.6398,?,10.5047,167.9133,12.9581,38.7589,-0.4323,-14.7069,5.5264,2.3508,19.0186,?,-3.3986,2.4276,-0.7143,0.1833,1.0105,5.5122,0.0336,1.0211,30.3838,3.3029,2.0317,0.6151,0,1,0,0.9969,2.0317,2.0379,0.8337,64.6154,0.5217,0.2548,0.8672,PANTALONI
0.1424,0.053,0.2301,1.7031,-0.2089,3.8043,0.3032,0.5507,4.1196,0.189,9.8936,0.1543,0.3928,2.9214,0.7254,10.6124,0.2649,0.5147,3.7299,0.6794,0.0374,0.0144,0.0134,0.3845,0.3585,0.9323,0.4179,0.5859,0.4472,1.4019,1.0699,0.7632,0.1747,0.3433,0.1999,1.9654,1.1448,0.5825,-0.3065,-0.0381,-0.0372,0.1244,0.1215,0.9765,0.2773,0.1324,0.1211,0.4775,0.4367,0.9145,0.4134,0.583,0.4566,1.4102,1.1045,0.7832,0.2209,13.8614,-0.9787,-0.9606,-0.976,0.9468,0.98,0.9898,-41.7279,0.0379,0.1947,42.2989,?,-1.8968,0.073,0.2702,2.2797,?,-9.5605,0.0614,0.2477,9.9594,?,21.9992,4.3646,0.1984,0.7207,0.7862,1.0909,0.5194,0.6181,1.1901,18.5549,4.2471,0.2289,1,1,1,18.5549,4.2471,0.2289,0.8927,53.1852,0.26,-0.3448,0.3647,PANTALONI
0.4692,2.6,1.6125,6.7523,-0.4155,-3.3853,6.0648,2.4627,13.1567,-1.7691,10.1412,6.5035,2.5502,12.4927,0.345,11.0936,6.6247,2.5738,13.263,0.3443,-0.1386,0.0463,0.0423,-0.3338,-0.3052,0.9141,0.6548,0.6323,0.6265,0.9657,0.9568,0.9908,0.4287,0.3998,0.3925,0.9325,0.9155,0.9817,0.2358,-0.3012,-0.2846,-1.2773,-1.207,0.945,1.004,0.2501,0.2358,0.2491,0.2349,0.943,0.5132,0.5405,0.5091,1.0531,0.992,0.9419,0.223,15.3171,0.028,0.4518,0.5331,0.3927,0.1971,0.9667,-13.2507,112.4211,10.6029,27.7191,-19.0951,20.6291,55.1454,7.426,23.1003,0.2127,-29.9165,5.8493,2.4185,35.0388,?,-0.6423,0.4429,-0.6896,1.4278,4.384,3.0705,2.0386,19.2197,9.4278,-4.2216,0.7517,-0.1781,0.047,0,0,1.1999,0.7911,0.6593,0.8058,64.0786,0.6541,-0.4202,0.3807,PANTALONI
0.0316,0.0043,0.0657,0.3228,-0.5102,6.3068,0.0734,0.2709,1.8583,0.7323,9.8728,0.0298,0.1727,1.0317,0.8976,11.7168,0.0738,0.2717,1.7428,0.8575,0.005,0.0032,0.0027,0.6388,0.5383,0.8426,0.2424,0.3804,0.2417,1.5691,0.9973,0.6356,0.0588,0.1447,0.0584,2.4621,0.9945,0.4039,-0.0215,-0.0121,-0.0104,0.5621,0.4847,0.8623,0.0308,0.0212,0.0175,0.689,0.5675,0.8238,0.1737,0.3129,0.1852,1.8011,1.0663,0.592,0.2441,16.2374,0.4485,0.3716,0.4376,0.763,0.9388,0.9386,-35.7895,0.0811,0.2848,36.5997,?,-7.233,0.2043,0.452,7.8598,?,23.5206,0.0307,0.1752,0.7202,0.9699,4.9481,-1.5216,-0.3075,0.63,1.6253,2.5797,0.397,2.6416,6.6547,4.6566,-1.5763,-0.3385,1,0,0,4.6566,50.8178,10.9131,0.9049,66.5431,-0.8122,0.0991,0.0385,PANTALONI
-0.0952,0.0029,0.0543,0.2713,-4.4132,8.217,0.0032,0.0568,0.3087,0.9633,9.9762,0.0022,0.0471,0.2175,0.9785,12.9251,0.0039,0.0625,0.2827,0.9784,-0.0116,-0.0095,-0.0074,0.8237,0.6357,0.7718,0.956,1.1518,0.8683,1.2049,0.9083,0.7538,0.9139,1.3268,0.7539,1.4517,0.8249,0.5682,-0.0273,-0.0224,-0.0173,0.8188,0.6324,0.7724,0.006,0.005,0.0038,0.8318,0.6424,0.7723,0.8791,1.2474,0.9599,1.4189,1.0919,0.7695,0.2693,18.2914,0.6657,-0.0426,0.3534,0.4961,0.8619,0.8701,-24.9217,0.076,0.2757,25.3189,?,-27.8779,0.0103,0.1014,28.0197,?,18.7631,0.0317,0.178,0.7202,0.9624,0.894,-1.3282,-1.4858,2.7201,1.5486,0.5693,7.3988,2.3983,0.3241,0.9036,-1.3746,-1.5212,1,0,0,0.9036,35.1547,38.9047,0.8716,71.5627,0.0371,-0.7008,0.2131,PANTALONI
-0.7975,2.7492,1.6581,7.0004,-1.2202,2.3448,5.9847,2.4464,8.8741,-0.318,8.9944,2.4965,1.58,6.7009,0.4859,9.7788,2.6395,1.6247,6.5772,0.5099,-0.3401,-0.0887,-0.0816,0.2607,0.2398,0.9198,0.6778,1.0494,1.0206,1.5483,1.5058,0.9725,0.4594,1.1012,1.0416,2.3972,2.2673,0.9458,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4683,0.2419,0.235,0.5166,0.5018,0.9713,0.7888,1.0447,1.0643,1.3243,1.3492,1.0188,0.212,13.4173,0.4851,0.5851,0.5715,-0.001,0.2167,0.9524,11.1321,245.1588,15.6575,46.3125,-0.2955,-8.9517,7.6401,2.7641,12.875,?,-24.8423,52.3369,7.2344,31.125,?,-1.2436,-0.4481,0.3603,5.6647,2.1643,0.3821,32.0886,4.6842,0.146,0.8204,0.3394,0.4137,0,0,1,3.5971,1.488,0.4137,0.6513,49.2784,-0.5252,0.885,-0.0777,PANTALONI
0.209,22.2734,4.7195,25.395,-1.7393,1.1899,10.6897,3.2695,16.6351,-0.6011,9.4545,30.7183,5.5424,44.3412,-0.7794,11.5045,22.1763,4.7092,26.2772,0.1432,0.1756,0.0221,0.0182,0.1259,0.1034,0.8218,1.4435,0.8515,1.0022,0.5899,0.6943,1.1769,2.0836,0.7251,1.0044,0.348,0.482,1.3852,2.5818,0.8302,-3.6701,0.3216,-1.4215,-4.4207,0.8923,0.372,0.3023,0.4169,0.3387,0.8125,1.5266,0.5727,0.9664,0.3752,0.6331,1.6874,0.1986,16.2072,-0.8972,-0.5997,-0.5464,0.5076,0.4372,0.3667,-30.0128,139.0202,11.7907,45.7794,?,-24.0242,16.5256,4.0652,28.1387,?,46.388,92.6256,9.6242,24.6597,0.5754,1.2493,-0.647,-0.5179,2.9004,1.2251,0.4224,8.4124,1.5009,0.1784,1.6269,-1.3698,-0.842,1,0,0,1.6269,1.8564,1.1411,1.2552,100.425,0.6367,0.9913,0.6806,PANTALONI
-0.1051,0.0172,0.131,0.5619,-3.5842,13.4288,0.015,0.1225,0.5477,0.96,9.8618,0.0088,0.0936,0.3815,0.962,16.6619,0.0235,0.1533,0.656,0.9614,-0.0078,-0.0107,-0.0063,1.3617,0.806,0.5919,1.0691,1.3992,0.8549,1.3087,0.7996,0.611,1.143,1.9578,0.7309,1.7128,0.6394,0.3733,-0.0334,-0.0454,-0.0269,1.3615,0.8059,0.592,0.0089,0.0122,0.0072,1.3643,0.807,0.5916,1.026,1.4729,0.8565,1.4357,0.8348,0.5815,0.3545,23.4216,0.0097,-0.2141,-0.078,0.968,0.9936,0.9899,-9.0003,0.0824,0.2871,9.4193,?,-53.4629,0.0439,0.2095,53.8193,?,12.4894,0.0585,0.2418,0.8408,0.9348,0.1683,-0.7206,-4.2807,1.3702,1.1873,0.8665,1.8775,1.4096,0.7508,0.175,-0.7811,-4.463,1,0,0,0.175,11.2033,64.0127,1.1837,74.9525,-0.5621,0.3229,-0.6217,PANTALONI
-0.1124,0.002,0.0453,0.2338,?,11.8266,0.0102,0.1008,0.4749,0.9607,9.91,0.0073,0.0853,0.4042,0.9601,15.4302,0.0167,0.1293,0.6216,0.9606,-0.0095,-0.0113,-0.0073,1.1934,0.7665,0.6422,0.4489,0.5306,0.35,1.1819,0.7796,0.6596,0.2015,0.2815,0.1225,1.3968,0.6078,0.4351,-0.0202,-0.024,-0.0154,1.1927,0.7662,0.6424,0,0,0,1.192,0.7661,0.6427,0.4923,0.5784,0.3761,1.175,0.764,0.6502,0.3215,21.8489,-0.1467,-0.4255,-0.2708,0.9109,0.9841,0.9639,-19.1341,0.0212,0.1454,19.4397,?,-49.7065,0.0285,0.1688,50.0992,?,16.8969,0.0268,0.1636,0.4791,0.972,0.3849,-1.1324,-2.9418,0.8618,0.8892,1.0317,0.7427,0.7906,1.0645,0.388,-1.1697,-3.0144,1,0,0,0.388,40.5732,104.5637,1.1641,85.7375,0.4327,-0.0257,-0.0398,PANTALONI
0.3893,4.6162,2.1485,12.566,-0.4658,-7.2536,12.1298,3.4828,16.2105,-6.4283,9.7483,8.4177,2.9013,13.5913,0.0182,12.6546,12.8197,3.5805,15.2843,0.2,-0.0537,0.0399,0.0308,-0.7441,-0.5732,0.7703,0.6169,0.7405,0.6001,1.2004,0.9727,0.8103,0.3806,0.5484,0.3601,1.441,0.9462,0.6566,0.2846,-15.822,-1.0453,-55.5868,-3.6723,0.0661,3.9285,0.6193,0.4488,0.1576,0.1142,0.7246,0.7752,0.9246,0.8222,1.1927,1.0606,0.8892,0.2481,18.5791,-0.088,-0.5187,-0.1836,-0.5024,-0.8428,0.8553,17.9855,10.8165,3.2888,11.4075,0.4673,26.8816,2.1319,1.4601,5.6976,0.8091,10.2362,4.5389,2.1305,6.5079,0.5076,0.6691,1.757,2.6261,2.2525,1.5437,0.6853,5.0736,2.3831,0.4697,0.4145,1.4917,3.5988,0.7176,1.6203,2.2579,2.0021,1.7529,0.8755,0.6923,55.1034,-0.7423,-0.5446,0.0411,PANTALONI
1.4453,14.1055,3.7557,17.2797,-0.3946,3.4917,10.0351,3.1678,16.4349,-0.462,10.0919,16.6189,4.0766,15.0166,0.2015,11.8557,16.3296,4.041,14.1286,0.268,0.4139,0.1432,0.1219,0.346,0.2945,0.8512,1.1856,0.9213,0.9294,0.7771,0.7839,1.0088,1.4056,0.8488,0.8638,0.6038,0.6145,1.0177,0.9414,-1.2905,-0.945,-1.3708,-1.0038,0.7323,1.1022,0.6589,0.6419,0.5978,0.5824,0.9742,1.0514,1.1507,1.223,1.0945,1.1632,1.0629,0.2293,17.2325,0.1456,0.2296,0.4411,0.0272,0.2415,0.9163,-15.7678,11.0152,3.3189,20.7596,?,-13.3934,54.4822,7.3812,26.7578,-54.8471,-26.9328,25.5106,5.0508,34.1995,?,1.1773,0.5854,0.4973,0.4496,0.6571,1.4614,0.2022,0.4318,2.1357,0.79,0.607,0.7684,0,1,0,0.7758,0.607,0.7824,0.7226,56.1143,0.2129,-0.2799,-0.9814,PANTALONI
1.2969,17.4137,4.173,24.3815,-1.0735,2.1482,39.1844,6.2597,30.0589,-0.4185,10.6011,16.2077,4.0259,16.8333,0.0761,12.9617,23.4813,4.8458,21.1588,0.2129,0.6037,0.1223,0.1001,0.2026,0.1657,0.8179,0.6666,1.0365,0.8612,1.5549,1.2918,0.8308,0.4444,1.0744,0.7416,2.4176,1.6687,0.6902,1.4233,-9.1004,-2.2057,-6.3939,-1.5497,0.2424,0.5549,0.6454,0.4374,1.163,0.7883,0.6778,0.8111,1.4484,1.1523,1.7857,1.4206,0.7956,0.2318,19.1552,-0.5493,0.244,-0.1786,0.3037,0.7031,0.7844,-6.0426,6.3902,2.5279,11.3388,?,-0.6578,53.3517,7.3042,26.3977,-4.5008,-33.6221,7.2985,2.7016,35.3394,?,9.1867,0.1797,0.0196,0.3461,0.9357,2.7037,0.1198,0.8755,7.3099,0.525,0.3209,0.6112,0,1,0,0.4295,0.3209,0.747,0.727,45.2464,0.1588,-0.3596,-0.9429,PANTALONI
0.2007,4.6006,2.1449,9.7094,-0.9863,10.4376,7.3021,2.7022,13.7653,0.2138,9.3728,4.4314,2.1051,7.9857,0.4019,14.2378,10.4522,3.233,15.5525,0.3027,0.0192,0.0214,0.0141,1.1136,0.7331,0.6583,0.7938,1.0189,0.6634,1.2837,0.8358,0.6511,0.63,1.0382,0.4402,1.6478,0.6986,0.424,-1.2881,-0.8985,-0.714,0.6975,0.5543,0.7946,0.2792,0.3661,0.2191,1.3113,0.7849,0.5986,0.7054,1.2159,0.6243,1.7237,0.8851,0.5135,0.2985,21.5509,-0.5876,0.0638,-0.3295,0.7207,0.9452,0.9027,-2.8958,0.4372,0.6612,4.1397,?,-30.9633,1.1983,1.0947,34.1995,?,-16.203,5.4998,2.3452,18.7195,?,0.0935,0.1787,1.911,0.6041,0.282,0.4668,0.3649,0.0795,0.2179,0.121,0.2211,1.8269,1,1,1,0.121,0.2211,1.8269,0.7461,50.0621,0.3353,-0.4114,-0.9673,PANTALONI
-0.1148,0.0051,0.0717,0.2681,-5.352,7.2159,0.0087,0.0931,0.4027,0.9461,10.0112,0.0057,0.0757,0.3925,0.9617,12.3417,0.0102,0.1011,0.5381,0.9576,-0.0159,-0.0115,-0.0093,0.7208,0.5847,0.8112,0.7697,0.9465,0.7092,1.2298,0.9214,0.7492,0.5924,0.8959,0.5029,1.5125,0.849,0.5613,-0.032,-0.0229,-0.0186,0.7166,0.5817,0.8117,0.0057,0.0041,0.0033,0.7285,0.5888,0.8082,0.6659,0.6832,0.4983,1.0259,0.7484,0.7295,0.2743,17.3462,-0.8064,0.0222,-0.4261,0.5094,0.8516,0.8819,-24.9459,0.0404,0.201,25.1999,?,-24.7753,0.0262,0.1619,25.1999,?,-11.9525,0.0564,0.2375,12.3596,?,1.0069,2.0871,2.0728,1.2419,0.8465,0.6817,1.5423,0.7166,0.4647,1,2.0389,2.0389,1,1,1,1,2.0389,2.0389,0.8252,61.6738,0.317,0.8401,0.3541,PANTALONI
-0.064,0.0195,0.1397,0.5975,-2.3581,7.4077,0.0214,0.1464,0.6292,0.9187,9.9929,0.0069,0.0829,0.3841,0.9624,12.4406,0.0163,0.1275,0.5916,0.9536,-0.0086,-0.0064,-0.0051,0.7413,0.5954,0.8032,0.9541,1.685,1.0959,1.7661,1.1487,0.6504,0.9103,2.8392,1.201,3.1191,1.3194,0.423,-0.059,-0.0426,-0.0345,0.7223,0.5852,0.8103,0.023,0.0174,0.014,0.7567,0.6075,0.8028,0.9496,1.5558,1.01,1.6383,1.0636,0.6492,0.2592,17.5232,-0.9108,-0.0104,-0.638,0.3482,0.8743,0.7623,-25.4543,0.03,0.1733,25.679,?,-26.5293,0.0383,0.1957,26.8188,?,-8.6042,0.0575,0.2398,9.0591,?,0.9595,2.9583,3.0833,0.8859,0.7227,0.8158,0.7849,0.5224,0.6656,0.9575,2.8346,2.9604,1,1,1,0.9575,2.8346,2.9604,0.7867,60.5878,-0.3653,-0.1281,0.1203,PANTALONI
-0.0308,0.0213,0.1458,0.7551,-1.7984,8.4972,0.0283,0.1682,0.9579,0.8949,9.9696,0.0169,0.1301,0.6186,0.94,13.1009,0.029,0.1704,0.7883,0.9418,-0.0036,-0.0031,-0.0024,0.8523,0.6486,0.761,0.8668,1.1209,0.8557,1.2932,0.9872,0.7634,0.7513,1.2564,0.7322,1.6723,0.9746,0.5828,-0.0595,-0.05,-0.038,0.8413,0.6393,0.7599,0.0296,0.0262,0.0199,0.8837,0.6728,0.7613,0.7883,1.2207,0.9579,1.5484,1.2151,0.7847,0.2787,18.5863,-0.6948,0.376,-0.2297,0.3303,0.8369,0.7933,-22.014,0.1717,0.4143,22.6196,?,-28.867,0.0499,0.2234,29.2786,?,-9.5877,0.0117,0.1084,9.8389,?,0.7626,2.2961,3.0108,1.8546,3.8228,2.0612,3.4396,14.6137,4.2487,0.7726,2.299,2.9758,1,1,1,0.7726,2.299,2.9758,0.7989,60.4687,-0.1246,-0.1217,-0.1122,PANTALONI
-0.2015,0.017,0.1305,0.6847,-4.5711,7.0133,0.0292,0.1708,0.85,0.8864,9.9944,0.0122,0.1104,0.5044,0.9508,12.2125,0.0286,0.1692,0.7098,0.9439,-0.0287,-0.0202,-0.0165,0.7017,0.5743,0.8184,0.7639,1.1814,0.7713,1.5465,1.0096,0.6528,0.5836,1.3958,0.5949,2.3918,1.0193,0.4262,-0.0847,-0.0576,-0.0471,0.6801,0.556,0.8175,0.0164,0.012,0.0097,0.7295,0.592,0.8115,0.8055,1.3574,0.9646,1.6852,1.1976,0.7106,0.2544,17.2168,-0.8813,-0.1595,-0.6104,0.5773,0.9011,0.8725,-27.5829,0.1104,0.3322,28.0197,?,-23.8929,0.0982,0.3134,24.4797,?,-9.982,0.0293,0.1713,10.1395,?,1.1544,2.7633,2.3936,1.06,1.9395,1.8297,1.1236,3.7616,3.3478,1.1446,2.7634,2.4143,1,1,1,1.1446,2.7634,2.4143,0.7882,61.4578,-0.6343,0.6763,-0.349,PANTALONI
