@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
0.5279,1.789,1.3375,6.4987,-0.5487,-5.1112,49.0933,7.0067,27.7914,-3.9992,9.9402,48.3274,6.9518,23.9687,-0.1397,13.9281,30.4269,5.5161,19.2412,0.1558,-0.1033,0.0531,0.0379,-0.5142,-0.367,0.7137,0.1909,0.1924,0.2425,1.0079,1.2702,1.2603,0.0364,0.037,0.0588,1.0158,1.6135,1.5883,0.1036,0.7839,-0.6486,7.5695,-6.2628,-0.8274,0.7548,0.1995,0.1841,0.2643,0.2439,0.9228,0.2338,0.2711,0.3377,1.1595,1.4444,1.2457,0.2284,17.5908,-0.4393,-0.0038,0.5088,0.3926,-0.4611,0.5397,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.4636,1.5419,1.2417,5.7639,-2.1718,1.2722,5.3292,2.3085,11.8112,-0.7275,10.3771,4.3148,2.0772,9.2032,0.4073,10.862,4.6479,2.1559,9.9186,0.4216,-1.1505,-0.141,-0.1347,0.1226,0.1171,0.9554,0.5379,0.5978,0.576,1.1113,1.0708,0.9635,0.2893,0.3573,0.3317,1.2351,1.1466,0.9283,0.7934,-0.6241,-0.546,-0.7865,-0.6881,0.8749,0.2658,0.117,0.106,0.4403,0.3987,0.9055,0.488,0.6263,0.5811,1.2834,1.1908,0.9279,0.2246,14.1744,0.4328,-0.0535,-0.1278,0.7928,0.7423,0.9795,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1254,0.0884,0.2973,1.1173,-1.905,12.8437,11.3948,3.3756,12.5252,0.3472,9.8489,6.1392,2.4777,9.1808,0.3671,16.1901,17.4793,4.1808,15.5045,0.3555,-0.0098,-0.0127,-0.0077,1.3041,0.7933,0.6083,0.0881,0.12,0.0711,1.3624,0.8074,0.5926,0.0078,0.0144,0.0051,1.8561,0.6519,0.3512,-0.11,-0.1376,-0.0857,1.251,0.7791,0.6228,0.02,0.0265,0.016,1.3227,0.7976,0.603,0.0892,0.1217,0.0721,1.3643,0.8078,0.5921,0.3444,22.9485,0.9295,0.9284,0.929,0.9999,1,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.059,0.0542,0.2327,0.8466,-0.827,7.2115,12.1873,3.491,11.2582,0.1191,9.8652,10.0578,3.1714,10.2686,0.3151,12.2782,20.8772,4.5692,14.6378,0.2571,0.0082,0.006,0.0048,0.731,0.5873,0.8035,0.0667,0.0734,0.0509,1.1008,0.764,0.6941,0.0044,0.0054,0.0026,1.2117,0.5838,0.4818,-0.2519,-0.0811,-0.0757,0.3221,0.3004,0.9326,0.0363,0.0309,0.0235,0.8524,0.6486,0.7609,0.0752,0.0824,0.0578,1.0964,0.7691,0.7015,0.2494,17.2814,-0.9211,-0.9142,-0.9198,0.994,0.9979,0.9988,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2704,29.7224,5.4518,29.8753,-0.6296,11.6465,104.7391,10.2342,39.1249,0.0512,10.2539,36.3524,6.0293,25.7621,0.0414,16.4463,141.1889,11.8823,46.3274,0.0841,0.0232,0.0264,0.0164,1.1358,0.7082,0.6235,0.5327,0.9042,0.4588,1.6974,0.8613,0.5074,0.2838,0.8176,0.2105,2.8812,0.7418,0.2575,-5.4719,-10.3664,-2.7141,1.8945,0.496,0.2618,0.4446,0.6822,0.3625,1.5343,0.8152,0.5313,0.7636,1.1597,0.6449,1.5187,0.8445,0.5561,0.3233,25.2611,0.5259,0.2923,0.5056,0.8999,0.9939,0.9315,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.3285,2.8619,1.6917,6.5289,-3.064,-5.0294,4.0188,2.0047,8.5744,?,9.1716,1.5975,1.2639,5.1543,0.556,10.8594,1.7288,1.3148,5.9877,0.5851,0.2642,-0.1449,-0.1223,-0.5484,-0.4631,0.8446,0.8439,1.3384,1.2866,1.5861,1.5247,0.9613,0.7121,1.7914,1.6554,2.5156,2.3246,0.9241,0.5741,-0.7625,-0.5829,-1.3282,-1.0153,0.7644,0,0.1384,0.1113,0,0,0.8044,0.7614,1.2667,1.0904,1.6635,1.432,0.8608,0.2197,15.8528,-0.5186,0.7385,0.7062,-0.3283,-0.7767,0.8198,TASCA_SINISTRA_DIETRO_PANTALONI
-1.9152,5.6326,2.3733,7.8982,-5.7781,-3.0568,5.0852,2.255,8.6905,-2.9741,8.6468,3.1577,1.777,7.0392,0.396,10.0072,1.5094,1.2286,5.0367,0.6025,0.6265,-0.2215,-0.1914,-0.3535,-0.3055,0.8641,1.0525,1.3356,1.9318,1.269,1.8355,1.4464,1.1077,1.7838,3.7318,1.6104,3.3691,2.0921,1.0352,-1.4587,-0.8818,-1.4091,-0.8518,0.6045,0.5329,0.1,0.092,0.1876,0.1726,0.9197,0.9088,1.122,1.5681,1.2346,1.7255,1.3976,0.1952,14.1293,-0.7925,0.7864,0.6913,-0.4578,-0.5353,0.9073,TASCA_SINISTRA_DIETRO_PANTALONI
-0.2661,1.6893,1.2997,5.9918,-1.3498,-4.9278,2.0626,1.4362,7.8409,?,9.7891,1.5087,1.2283,6.0842,0.5045,11.1322,1.5147,1.2307,5.1898,0.6049,0.054,-0.0272,-0.0239,-0.5034,-0.4427,0.8793,0.905,1.0581,1.056,1.1692,1.1669,0.998,0.819,1.1197,1.1152,1.3671,1.3617,0.996,0.439,-0.5555,-0.4332,-1.2656,-0.9868,0.7797,0,0.2076,0.1941,0,0,0.9348,0.7642,0.9848,1.1545,1.2887,1.5108,1.1724,0.2284,15.7683,-0.2574,0.2956,0.3715,0.058,-0.4689,0.8469,TASCA_SINISTRA_DIETRO_PANTALONI
-0.8683,4.5901,2.1424,9.0377,-2.5093,-5.4619,6.0254,2.4547,10.1804,?,9.0568,8.0112,2.8304,14.7256,-0.1377,11.1769,6.3146,2.5129,11.6586,0.3005,0.159,-0.0959,-0.0777,-0.6031,-0.4887,0.8103,0.8728,0.7569,0.8526,0.8673,0.9768,1.1263,0.7618,0.573,0.7269,0.7521,0.9542,1.2687,0.6348,3.6248,-1.2903,5.7102,-2.0327,-0.356,0,0.199,0.1545,0,0,0.7766,0.8878,0.6137,0.7752,0.6913,0.8732,1.2631,0.2211,16.2539,-0.5409,0.6553,0.5907,-0.3459,-0.8007,0.7784,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3231,6.3925,2.5283,11.7741,-1.8151,9.0218,4.2988,2.0734,8.5772,0.373,9.4606,1.433,1.1971,4.7655,0.5968,13.4481,2.2716,1.5072,5.2321,0.6749,-0.0358,-0.0342,-0.024,0.9536,0.6709,0.7035,1.2194,2.1121,1.6775,1.732,1.3757,0.7942,1.487,4.461,2.8141,2.9999,1.8924,0.6308,-1.4877,-1.0764,-0.699,0.7235,0.4698,0.6494,0.3057,0.3539,0.2599,1.1575,0.8501,0.7344,1.3727,2.4707,2.2504,1.7999,1.6393,0.9108,0.2724,20.3652,0.4069,0.0093,0.169,-0.0926,0.7718,0.4762,TASCA_SINISTRA_DIETRO_PANTALONI
0.4006,1.9139,1.3834,6.3787,-0.7359,3.7975,4.3833,2.0936,10.1426,-0.2139,9.5401,4.1579,2.0391,8.2549,0.4034,10.5166,5.4514,2.3348,9.2967,0.3857,0.1055,0.042,0.0381,0.3981,0.3611,0.9071,0.6608,0.6785,0.5925,1.0267,0.8967,0.8733,0.4366,0.4603,0.3511,1.0542,0.8041,0.7627,1.5129,-0.4845,-0.4633,-0.3203,-0.3062,0.9561,0.4398,0.2656,0.2428,0.6039,0.5521,0.9142,0.6289,0.7727,0.6861,1.2287,1.091,0.8879,0.2097,14.5584,-0.0629,0.031,0.0238,0.5116,0.6714,0.9742,TASCA_SINISTRA_DIETRO_PANTALONI
0.2374,0.8449,0.9192,3.1347,-0.7766,4.3907,12.2951,3.5064,11.7488,-0.1348,9.8493,6.3073,2.5114,8.321,0.4072,11.0981,12.6226,3.5528,11.321,0.3517,0.0541,0.0241,0.0214,0.4458,0.3956,0.8875,0.2621,0.366,0.2587,1.3962,0.9869,0.7069,0.0687,0.134,0.0669,1.9493,0.9741,0.4997,0.9819,-0.2397,-0.2231,-0.2441,-0.2272,0.9305,0.1704,0.1257,0.101,0.7376,0.5928,0.8038,0.2668,0.3767,0.2769,1.4119,1.0378,0.735,0.2201,15.2758,-0.986,-0.9567,-0.9652,0.9891,0.9911,0.9939,TASCA_SINISTRA_DIETRO_PANTALONI
0.1824,0.1758,0.4193,1.4679,-0.6693,6.9832,9.0181,3.003,10.5269,0.1084,9.9367,8.0949,2.8451,9.8941,0.3214,12.1941,16.1281,4.016,13.881,0.2602,0.0261,0.0184,0.015,0.7028,0.5727,0.8149,0.1396,0.1474,0.1044,1.0555,0.7478,0.7085,0.0195,0.0217,0.0109,1.1141,0.5592,0.5019,-0.4599,-0.1256,-0.1205,0.2731,0.2621,0.9595,0.0745,0.0603,0.0469,0.8098,0.6292,0.777,0.1394,0.1484,0.1058,1.064,0.7584,0.7128,0.2479,17.306,-0.8552,-0.814,-0.8336,0.992,0.9974,0.9984,TASCA_SINISTRA_DIETRO_PANTALONI
0.2256,0.0127,0.1126,0.6105,0.0166,4.4692,0.3186,0.5645,2.9759,0.4085,9.9246,0.1503,0.3877,2.0001,0.8066,10.8953,0.2977,0.5456,2.6859,0.7623,0.0505,0.0227,0.0207,0.4503,0.4102,0.9109,0.1995,0.2904,0.2064,1.456,1.0346,0.7105,0.0398,0.0843,0.0426,2.12,1.0703,0.5049,0.005,0.0012,0.0012,0.2464,0.2386,0.9684,0.1234,0.06,0.0549,0.4864,0.4452,0.9153,0.2051,0.3052,0.2273,1.4879,1.108,0.7447,0.2474,14.6194,-0.4997,-0.4117,-0.4448,0.9023,0.9631,0.9847,TASCA_SINISTRA_DIETRO_PANTALONI
0.4056,2.9157,1.7075,6.809,-0.8041,8.6708,10.1606,3.1876,17.3756,-0.2147,10.128,6.6063,2.5703,13.9158,0.1142,13.669,10.7644,3.2809,16.3807,0.2181,0.0468,0.04,0.0297,0.8561,0.6343,0.7409,0.5357,0.6643,0.5204,1.2402,0.9716,0.7834,0.287,0.4413,0.2709,1.538,0.9439,0.6137,0.9882,-1.6909,-0.6643,-1.7111,-0.6722,0.3928,0.2638,0.2402,0.1802,0.9105,0.6828,0.7499,0.3919,0.4893,0.4157,1.2486,1.0607,0.8495,0.2722,20.3251,0.0811,0.3131,0.2192,0.6861,0.8885,0.9179,TASCA_GIACCA_ALTA
0.0941,4.6211,2.1497,8.4146,-1.0535,9.6405,5.9724,2.4438,10.6068,0.287,9.9303,3.7061,1.9251,8.8766,0.4268,14.0941,7.2143,2.6859,11.1423,0.4311,0.0098,0.0095,0.0067,0.9708,0.684,0.7046,0.8796,1.1166,0.8003,1.2694,0.9099,0.7167,0.7738,1.2469,0.6406,1.6115,0.8279,0.5137,-1.011,-0.6531,-0.5113,0.6461,0.5058,0.7829,0.2754,0.2646,0.2092,0.9607,0.7596,0.7907,0.7933,0.948,0.7552,1.1949,0.9519,0.7967,0.2825,21.4143,-0.5798,0.0589,-0.3546,0.491,0.8973,0.8189,TASCA_GIACCA_ALTA
0.3238,2.5093,1.5841,7.2107,-0.8188,8.5227,3.9284,1.982,8.94,0.3273,9.303,3.4988,1.8705,8.1753,0.4176,12.7965,5.4717,2.3392,10.6774,0.4159,0.038,0.0348,0.0253,0.9161,0.666,0.727,0.7992,0.8469,0.6772,1.0596,0.8473,0.7996,0.6388,0.7172,0.4586,1.1228,0.7179,0.6394,-0.7462,-0.5537,-0.427,0.742,0.5722,0.7712,0.2983,0.2824,0.2169,0.9467,0.727,0.7679,0.8066,0.882,0.6753,1.0935,0.8373,0.7657,0.2576,19.0486,-0.3411,-0.0646,-0.2051,0.5084,0.866,0.8644,TASCA_GIACCA_ALTA
0.4056,2.9157,1.7075,6.809,-0.8041,8.6708,10.1606,3.1876,17.3756,-0.2147,10.128,6.6063,2.5703,13.9158,0.1142,13.669,10.7644,3.2809,16.3807,0.2181,0.0468,0.04,0.0297,0.8561,0.6343,0.7409,0.5357,0.6643,0.5204,1.2402,0.9716,0.7834,0.287,0.4413,0.2709,1.538,0.9439,0.6137,0.9882,-1.6909,-0.6643,-1.7111,-0.6722,0.3928,0.2638,0.2402,0.1802,0.9105,0.6828,0.7499,0.3919,0.4893,0.4157,1.2486,1.0607,0.8495,0.2722,20.3251,0.0811,0.3131,0.2192,0.6861,0.8885,0.9179,TASCA_GIACCA_ALTA
0.0941,4.6211,2.1497,8.4146,-1.0535,9.6405,5.9724,2.4438,10.6068,0.287,9.9303,3.7061,1.9251,8.8766,0.4268,14.0941,7.2143,2.6859,11.1423,0.4311,0.0098,0.0095,0.0067,0.9708,0.684,0.7046,0.8796,1.1166,0.8003,1.2694,0.9099,0.7167,0.7738,1.2469,0.6406,1.6115,0.8279,0.5137,-1.011,-0.6531,-0.5113,0.6461,0.5058,0.7829,0.2754,0.2646,0.2092,0.9607,0.7596,0.7907,0.7933,0.948,0.7552,1.1949,0.9519,0.7967,0.2825,21.4143,-0.5798,0.0589,-0.3546,0.491,0.8973,0.8189,TASCA_GIACCA_ALTA
0.3238,2.5093,1.5841,7.2107,-0.8188,8.5227,3.9284,1.982,8.94,0.3273,9.303,3.4988,1.8705,8.1753,0.4176,12.7965,5.4717,2.3392,10.6774,0.4159,0.038,0.0348,0.0253,0.9161,0.666,0.727,0.7992,0.8469,0.6772,1.0596,0.8473,0.7996,0.6388,0.7172,0.4586,1.1228,0.7179,0.6394,-0.7462,-0.5537,-0.427,0.742,0.5722,0.7712,0.2983,0.2824,0.2169,0.9467,0.727,0.7679,0.8066,0.882,0.6753,1.0935,0.8373,0.7657,0.2576,19.0486,-0.3411,-0.0646,-0.2051,0.5084,0.866,0.8644,TASCA_GIACCA_ALTA
-0.4922,9.5332,3.0876,11.9459,-0.6507,11.1429,18.1034,4.2548,16.1177,0.1264,9.3386,2.0101,1.4178,5.4494,0.5413,15.0347,15.2199,3.9013,14.8861,0.3215,-0.0442,-0.0527,-0.0327,1.1932,0.7411,0.6211,0.7257,2.1777,0.7914,3.001,1.0906,0.3634,0.5266,4.7426,0.6264,9.0061,1.1895,0.1321,-2.0191,-0.7323,-0.6676,0.3627,0.3306,0.9116,0.3923,0.6092,0.3299,1.5531,0.8409,0.5415,0.7412,2.1922,0.8025,2.9577,1.0827,0.3661,0.2969,23.0628,-0.3625,0.0797,-0.2148,0.8534,0.9807,0.9209,TASCA_GIACCA_ALTA
-0.4241,0.3381,0.5814,2.5396,-1.8162,3.2866,1.6571,1.2873,5.9188,-0.0484,10.1559,0.6568,0.8104,3.4885,0.7025,10.788,0.3959,0.6292,2.6607,0.7779,-0.129,-0.0418,-0.0393,0.3236,0.3047,0.9414,0.4517,0.7174,0.924,1.5884,2.0458,1.288,0.204,0.5147,0.8539,2.523,4.1854,1.6589,5.998,-0.1988,-0.1758,-0.0331,-0.0293,0.8842,0.1597,0.0769,0.0753,0.4814,0.4713,0.979,0.4291,0.728,0.9545,1.6967,2.2245,1.3111,0.2273,14.0283,-0.4617,0.352,0.098,-0.5741,-0.133,0.8692,TASCA_GIACCA_ALTA
0.0951,0.6808,0.8251,3.6309,-0.7612,5.4093,4.1231,2.0305,9.4817,0.0531,9.9476,2.925,1.7102,8.14,0.4205,11.411,5.7408,2.396,11.0336,0.3626,0.0176,0.0096,0.0083,0.5438,0.474,0.8718,0.4063,0.4824,0.3444,1.1873,0.8475,0.7138,0.1651,0.2327,0.1186,1.4096,0.7182,0.5095,-2.95,-0.2658,-0.25,0.0901,0.0847,0.9407,0.2059,0.1468,0.1191,0.713,0.5785,0.8114,0.3829,0.4461,0.3291,1.1648,0.8593,0.7377,0.2462,15.9028,-0.9832,-0.9666,-0.9709,0.9916,0.9945,0.9968,TASCA_GIACCA_ALTA
0.0695,0.7971,0.8928,3.0847,-0.8113,5.8669,7.3145,2.7045,9.4419,0.0912,10.0049,6.0953,2.4689,8.8827,0.3842,11.7103,11.6009,3.406,11.9747,0.3274,0.0119,0.0069,0.0059,0.5864,0.501,0.8544,0.3301,0.3616,0.2621,1.0955,0.794,0.7249,0.109,0.1308,0.0687,1.2,0.6305,0.5254,-1.4573,-0.2493,-0.237,0.171,0.1626,0.9509,0.1639,0.1181,0.0957,0.7202,0.5836,0.8103,0.3267,0.3473,0.2576,1.063,0.7885,0.7418,0.2416,16.5851,-0.9757,-0.9471,-0.959,0.9929,0.9966,0.9983,TASCA_GIACCA_ALTA
0.0515,9.0596,3.0099,12.2851,-1.3467,-9.0772,24.0641,4.9055,21.6501,-8.0207,8.886,5.8498,2.4186,10.7783,0.1809,13.4991,18.1065,4.2552,19.0256,0.1839,-0.0057,0.0058,0.0038,-1.0215,-0.6724,0.6583,0.6136,1.2445,0.7074,2.0282,1.1528,0.5684,0.3765,1.5487,0.5004,4.1136,1.329,0.3231,0.3662,-2.9623,-1.644,-8.0885,-4.489,0.555,2.1812,0.3978,0.2245,0.1824,0.1029,0.5644,0.5674,1.1398,0.6457,2.0087,1.1379,0.5665,0.2646,20.5785,-0.4501,-0.3374,0.1294,-0.5543,-0.8941,0.8313,TASCA_GIACCA_BASSA
-3.0634,37.9516,6.1605,24.6991,-3.2457,-7.9625,32.0115,5.6579,27.0238,-14.9907,9.3797,34.1236,5.8415,22.5597,0.0248,14.2382,62.1257,7.882,31.0124,0.1014,0.3847,-0.3266,-0.2152,-0.8489,-0.5592,0.6588,1.0888,1.0546,0.7816,0.9686,0.7178,0.7411,1.1856,1.1122,0.6109,0.9381,0.5153,0.5493,0.7453,-32.9272,-5.398,-44.1792,-7.2426,0.1639,3.4424,0.2515,0.1686,0.0731,0.049,0.6703,0.914,1.0948,0.7964,1.1979,0.8714,0.7274,0.2642,22.5599,-0.1845,-0.4042,-0.3947,-0.7819,-0.8032,0.9623,TASCA_GIACCA_BASSA
0.0515,9.0596,3.0099,12.2851,-1.3467,-9.0772,24.0641,4.9055,21.6501,-8.0207,8.886,5.8498,2.4186,10.7783,0.1809,13.4991,18.1065,4.2552,19.0256,0.1839,-0.0057,0.0058,0.0038,-1.0215,-0.6724,0.6583,0.6136,1.2445,0.7074,2.0282,1.1528,0.5684,0.3765,1.5487,0.5004,4.1136,1.329,0.3231,0.3662,-2.9623,-1.644,-8.0885,-4.489,0.555,2.1812,0.3978,0.2245,0.1824,0.1029,0.5644,0.5674,1.1398,0.6457,2.0087,1.1379,0.5665,0.2646,20.5785,-0.4501,-0.3374,0.1294,-0.5543,-0.8941,0.8313,TASCA_GIACCA_BASSA
-3.0634,37.9516,6.1605,24.6991,-3.2457,-7.9625,32.0115,5.6579,27.0238,-14.9907,9.3797,34.1236,5.8415,22.5597,0.0248,14.2382,62.1257,7.882,31.0124,0.1014,0.3847,-0.3266,-0.2152,-0.8489,-0.5592,0.6588,1.0888,1.0546,0.7816,0.9686,0.7178,0.7411,1.1856,1.1122,0.6109,0.9381,0.5153,0.5493,0.7453,-32.9272,-5.398,-44.1792,-7.2426,0.1639,3.4424,0.2515,0.1686,0.0731,0.049,0.6703,0.914,1.0948,0.7964,1.1979,0.8714,0.7274,0.2642,22.5599,-0.1845,-0.4042,-0.3947,-0.7819,-0.8032,0.9623,TASCA_GIACCA_BASSA
-1.484,26.3452,5.1328,17.0814,-1.1383,-8.2521,18.2544,4.2725,16.0554,-7.706,7.8799,16.6112,4.0757,15.1856,0.0664,13.3043,16.5998,4.0743,14.9365,0.249,0.1798,-0.1883,-0.1115,-1.0472,-0.6203,0.5923,1.2013,1.2594,1.2598,1.0483,1.0487,1.0003,1.4432,1.586,1.5871,1.0989,1.0997,1.0007,0.6398,-8.4131,-1.8363,-13.1487,-2.8699,0.2183,4.3317,0.4911,0.4017,0.1134,0.0927,0.8179,1.0639,1.1248,1.1436,1.0573,1.0749,1.0167,0.2301,20.9206,0.8018,0.6123,-0.1213,0.0247,-0.6458,0.6586,TASCA_GIACCA_BASSA
0.1557,0.6827,0.8262,2.9383,-0.9527,-3.574,20.7664,4.557,14.4985,-2.4234,9.1678,14.5041,3.8084,12.3829,0.2115,10.8001,16.1567,4.0195,13.2135,0.2148,-0.0436,0.017,0.0144,-0.3898,-0.3309,0.8489,0.1813,0.217,0.2056,1.1966,1.1337,0.9475,0.0329,0.0471,0.0423,1.4318,1.2853,0.8977,0.1397,-0.4315,-0.3966,-3.0894,-2.8391,0.919,0.3553,0.0958,0.0894,0.2697,0.2517,0.9332,0.2027,0.2373,0.2224,1.1708,1.0972,0.9371,0.1968,14.7791,-0.1551,-0.8668,-0.6865,-0.2384,-0.5221,0.9318,BORSA
-0.7188,0.9679,0.9838,3.5047,-0.9209,-3.2082,7.2641,2.6952,11.1389,?,7.6017,2.8273,1.6815,6.1406,0.5009,8.567,6.2606,2.5021,9.347,0.4157,0.224,-0.0946,-0.0839,-0.422,-0.3745,0.8873,0.365,0.5851,0.3932,1.6029,1.0772,0.672,0.1332,0.3423,0.1546,2.5693,1.1603,0.4516,0.1508,-0.2727,-0.2527,-1.8078,-1.6753,0.9267,0,0.1483,0.1141,0,0,0.7691,0.3146,0.5707,0.375,1.814,1.1917,0.657,0.169,11.9029,-0.4736,0.9576,0.828,-0.666,-0.8753,0.9405,BORSA
-1.2945,15.4679,3.9329,12.6204,-1.6445,6.2083,74.5998,8.6371,32.866,-0.8912,8.8338,38.6895,6.2201,19.5266,-0.1763,14.3138,42.127,6.4905,20.9853,0.0739,-0.2085,-0.1465,-0.0904,0.7028,0.4337,0.6172,0.4554,0.6323,0.6059,1.3886,1.3307,0.9583,0.2073,0.3998,0.3672,1.9282,1.7708,0.9184,0.5067,2.6817,-4.6892,5.2923,-9.254,-1.7486,0.2746,0.2875,0.2106,1.0469,0.7669,0.7326,0.384,0.6463,0.6014,1.6831,1.5661,0.9305,0.2219,22.1866,0.4944,0.057,0.1902,0.7796,0.7303,0.9086,MARSUPIO
