@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.0492,0.0698,0.2642,2.984,-0.6979,-4.3865,0.1574,0.3968,6.4914,?,9.5212,0.1357,0.3684,3.4864,0.6903,10.4896,0.2284,0.4779,4.8445,0.6288,-0.0112,0.0052,0.0047,-0.4607,-0.4182,0.9077,0.6658,0.7171,0.5528,1.0771,0.8303,0.7709,0.4433,0.5142,0.3056,1.1601,0.6894,0.5943,0.1889,-0.1579,-0.1495,-0.8355,-0.791,0.9467,0,0.1561,0.1347,0,0,0.8624,0.4597,0.8559,0.616,1.8619,1.34,0.7197,0.1059,14.029,0.8929,-0.7795,-0.8287,-0.8703,-0.9385,0.9846,?,?,?,?,?,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.1341,6.4168,2.5331,12.1849,-0.8397,-0.0567,5.485,2.342,10.695,-0.7249,9.6437,14.5342,3.8124,25.4055,0.1448,10.2927,13.518,3.6767,25.5168,0.155,2.364,-0.0139,-0.013,-0.0059,-0.0055,0.9369,1.0816,0.6645,0.689,0.6143,0.637,1.0369,1.1699,0.4415,0.4747,0.3774,0.4058,1.0752,1.2373,-1.2931,-1.1879,-1.0451,-0.9601,0.9186,1.0682,0.223,0.2193,0.2087,0.2053,0.9837,1.1393,0.4796,0.4775,0.421,0.4191,0.9956,0.1015,13.6101,0.027,0.1696,0.2171,-0.2162,-0.217,0.9867,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0989,0.0594,0.2438,2.4173,-0.7158,3.9112,0.3197,0.5654,5.5728,0.147,9.9689,0.1446,0.3803,3.8645,0.6663,10.7198,0.2977,0.5456,5.3579,0.596,0.0253,0.0099,0.0092,0.3923,0.3649,0.93,0.4312,0.6411,0.4468,1.4869,1.0363,0.697,0.1859,0.411,0.1997,2.2108,1.0739,0.4858,-1.0503,-0.1307,-0.1276,0.1244,0.1215,0.9765,0.2156,0.1216,0.1062,0.5641,0.4926,0.8734,0.4338,0.6255,0.4512,1.4421,1.0401,0.7213,0.1127,14.0451,-0.9675,-0.9628,-0.9765,0.9502,0.9816,0.9876,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4608,2.4772,1.5739,7.4595,-0.5638,-3.5021,5.7714,2.4024,13.2129,-1.7809,10.0987,5.9462,2.4385,12.4927,0.345,11.0735,6.0326,2.4561,13.263,0.3443,-0.1316,0.0456,0.0416,-0.3468,-0.3163,0.912,0.6552,0.6454,0.6408,0.9852,0.9781,0.9928,0.4292,0.4166,0.4106,0.9706,0.9567,0.9857,0.3178,-0.4087,-0.3862,-1.2858,-1.2151,0.945,1.004,0.2501,0.2358,0.2491,0.2349,0.943,0.5646,0.5971,0.5624,1.0576,0.9962,0.9419,0.1114,15.3006,-0.0189,0.4046,0.4814,0.3235,0.1063,0.9631,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0425,0.0082,0.0906,0.7012,-0.1842,6.3716,0.0916,0.3026,2.9333,0.6341,9.8921,0.0271,0.1647,1.5798,0.8513,11.7685,0.0818,0.286,2.8337,0.7873,0.0067,0.0043,0.0036,0.6441,0.5414,0.8406,0.2994,0.55,0.3168,1.8372,1.0581,0.5759,0.0896,0.3025,0.1003,3.3753,1.1195,0.3317,-0.0215,-0.0121,-0.0104,0.5621,0.4847,0.8623,0.0739,0.0557,0.0445,0.7546,0.6018,0.7974,0.2391,0.4439,0.2475,1.8567,1.0351,0.5575,0.1226,16.3301,0.7165,0.5417,0.6861,0.7554,0.9485,0.9234,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0944,0.0025,0.0501,0.2713,-4.4132,8.2151,0.0027,0.0523,0.3087,0.9633,9.9733,0.002,0.0452,0.2613,0.9741,12.9216,0.0033,0.0574,0.3129,0.9761,-0.0115,-0.0095,-0.0073,0.8237,0.6358,0.7718,0.958,1.1067,0.8722,1.1552,0.9105,0.7882,0.9178,1.2247,0.7608,1.3344,0.8289,0.6212,-0.0273,-0.0225,-0.0173,0.8225,0.6339,0.7708,0.006,0.005,0.0038,0.8318,0.6424,0.7723,0.8791,1.0385,0.8671,1.1812,0.9863,0.835,0.136,18.2848,0.6375,-0.1217,0.2893,0.4291,0.8265,0.8578,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7975,2.7492,1.6581,7.0004,-1.2202,2.3448,5.9847,2.4464,8.8741,-0.318,8.9944,2.4965,1.58,6.7009,0.4859,9.7788,2.6395,1.6247,6.5772,0.5099,-0.3401,-0.0887,-0.0816,0.2607,0.2398,0.9198,0.6778,1.0494,1.0206,1.5483,1.5058,0.9725,0.4594,1.1012,1.0416,2.3972,2.2673,0.9458,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4683,0.2419,0.235,0.5166,0.5018,0.9713,0.7888,1.0447,1.0643,1.3243,1.3492,1.0188,0.212,13.4173,0.4851,0.5851,0.5715,-0.001,0.2167,0.9524,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1654,24.0689,4.906,27.8682,-2.0061,1.169,11.1498,3.3391,17.2426,-0.5679,9.5305,32.3288,5.6858,48.8701,-0.6596,11.5854,25.5519,5.0549,32.1303,0.1203,0.1415,0.0174,0.0143,0.1227,0.1009,0.8226,1.4692,0.8628,0.9705,0.5873,0.6606,1.1248,2.1587,0.7445,0.942,0.3449,0.4364,1.2652,2.9778,0.9575,-4.2331,0.3216,-1.4215,-4.4207,0.843,0.3148,0.2538,0.3734,0.3011,0.8063,1.6162,0.5703,0.8673,0.3528,0.5366,1.521,0.1,16.3709,-0.8988,-0.6473,-0.5844,0.5356,0.4559,0.4794,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1044,0.0164,0.1279,0.5921,-2.8762,13.4274,0.0141,0.1187,0.5477,0.96,9.861,0.0084,0.0916,0.3815,0.962,16.6602,0.0222,0.149,0.656,0.9614,-0.0078,-0.0106,-0.0063,1.3617,0.806,0.5919,1.0776,1.3962,0.8584,1.2956,0.7966,0.6148,1.1612,1.9492,0.7369,1.6786,0.6346,0.378,-0.0334,-0.0454,-0.0269,1.3615,0.8059,0.592,0.0111,0.0152,0.009,1.3643,0.807,0.5916,1.081,1.552,0.9025,1.4357,0.8348,0.5815,0.1772,23.415,-0.0357,-0.2588,-0.1242,0.9706,0.9934,0.9877,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1109,0.003,0.0545,0.2636,-66.2804,11.8225,0.01,0.0999,0.4749,0.9607,9.9074,0.0065,0.0808,0.4042,0.9601,15.4254,0.0156,0.125,0.6216,0.9606,-0.0094,-0.0112,-0.0072,1.1933,0.7664,0.6423,0.5451,0.6741,0.4355,1.2365,0.7988,0.6461,0.2972,0.4543,0.1896,1.5288,0.6381,0.4174,-0.0224,-0.0267,-0.0172,1.1927,0.7662,0.6424,0.0003,0.0004,0.0002,1.192,0.7661,0.6427,0.5552,0.6523,0.4241,1.175,0.764,0.6502,0.1624,21.8408,0.07,-0.2832,-0.0781,0.8907,0.9786,0.9607,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4014,4.3867,2.0944,12.801,-0.4932,-7.1585,13.0006,3.6056,18.6471,-7.5448,9.559,8.519,2.9187,14.3482,0.0173,12.4651,13.3056,3.6477,18.19,0.1736,-0.0561,0.042,0.0322,-0.7489,-0.5743,0.7669,0.5809,0.7176,0.5742,1.2353,0.9885,0.8002,0.3374,0.5149,0.3297,1.5261,0.9771,0.6403,0.2568,-16.753,-1.1068,-65.2418,-4.3101,0.0661,3.9285,0.5872,0.3895,0.1495,0.0991,0.6634,0.6865,0.8922,0.7037,1.2996,1.0251,0.7888,0.1232,18.2909,-0.0302,-0.5828,-0.269,-0.4758,-0.8363,0.8503,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
1.5334,14.331,3.7856,17.4089,-0.3905,3.3849,9.9567,3.1554,16.4436,-0.4616,10.1014,16.8121,4.1003,15.0166,0.2015,11.8467,16.6029,4.0747,14.2589,0.2662,0.453,0.1518,0.1294,0.3351,0.2857,0.8527,1.1997,0.9233,0.9291,0.7696,0.7744,1.0063,1.4393,0.8524,0.8632,0.5922,0.5997,1.0126,0.9414,-1.2905,-0.945,-1.3708,-1.0038,0.7323,1.1129,0.6658,0.6443,0.5983,0.5789,0.9677,1.0587,1.1593,1.2209,1.095,1.1532,1.0531,0.1157,17.1996,0.1216,0.2334,0.4527,0.0374,0.2307,0.9194,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
