@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.0548,1.1923,1.0919,5.2017,-1.6983,-12.0776,14.8092,3.8483,25.1107,?,9.4495,7.4571,2.7308,13.2241,0.27,15.3835,21.9695,4.6872,24.0211,0.2265,0.0045,-0.0058,-0.0036,-1.2781,-0.7851,0.6143,0.2837,0.3999,0.233,1.4092,0.821,0.5826,0.0805,0.1599,0.0543,1.9859,0.6741,0.3394,0.1304,-0.6695,-0.4655,-5.1351,-3.5704,0.6953,0,0.1064,0.0621,0,0,0.5833,0.2071,0.3933,0.2165,1.8989,1.0454,0.5505,0.3195,22.3145,0.5659,-0.5634,-0.5707,-0.9735,-0.9965,0.989,?,?,?,?,?,1100,0,0,0,1,DESTRA_PANTALONI
0.0675,0.395,0.6285,3.2707,-0.8054,-10.8199,2.1246,1.4576,13.525,?,9.6253,0.8927,0.9448,3.9126,0.6659,14.5204,2.2926,1.5141,6.3058,0.6362,-0.0062,0.007,0.0046,-1.1241,-0.7452,0.6629,0.4312,0.6652,0.4151,1.5427,0.9627,0.624,0.1859,0.4425,0.1723,2.3801,0.9268,0.3894,0.1079,-0.1871,-0.1323,-1.7343,-1.2264,0.7071,0,0.1547,0.1045,0,0,0.6756,0.2418,0.836,0.5187,3.4568,2.1449,0.6205,0.3017,20.9278,-0.4319,0.5386,0.5414,-0.5316,-0.9338,0.7991,?,?,?,?,?,1100,0,0,0,1,DESTRA_PANTALONI
-2.2025,3.0644,1.7505,7.8491,-1.8907,-14.322,13.6239,3.6911,19.4546,?,11.2911,5.4483,2.3342,6.5817,0.5436,18.4527,19.0932,4.3696,12.2816,0.4872,0.1538,-0.1951,-0.1194,-1.2684,-0.7761,0.6119,0.4743,0.75,0.4006,1.5813,0.8447,0.5342,0.2249,0.5624,0.1605,2.5006,0.7135,0.2854,0.2639,-0.655,-0.4399,-2.4822,-1.6672,0.6717,0,0.1883,0.1134,0,0,0.602,0.4035,1.1926,0.6391,2.9558,1.584,0.5359,0.3602,28.05,0.1848,-0.0999,-0.1881,-0.9795,-0.9978,0.9885,?,?,?,?,?,1100,0,0,0,1,DESTRA_PANTALONI
-0.4022,63.6057,7.9753,27.1271,-1.5419,-4.7607,55.6246,7.4582,27.4517,-3.2556,10.5028,82.4656,9.0811,29.2765,-0.245,16.3977,65.9458,8.1207,22.5048,0.1752,0.0845,-0.0383,-0.0245,-0.4533,-0.2903,0.6405,1.0693,0.8782,0.9821,0.8213,0.9184,1.1183,1.1435,0.7713,0.9645,0.6745,0.8435,1.2505,0.7835,2.8564,-3.4423,3.6456,-4.3933,-1.2051,1.6544,0.4538,0.3911,0.2743,0.2364,0.8619,0.9882,0.9266,1.2054,0.9377,1.2198,1.3009,0.2355,24.6222,0.953,0.0995,-0.4338,0.2472,-0.352,0.7111,?,?,?,?,?,1100,0,0,0,1,DESTRA_PANTALONI
0.4088,1.9384,1.3923,5.7034,-1.1516,-0.6761,5.1408,2.2673,9.4795,-2.9846,10.3316,9.5453,3.0895,11.7296,0.3491,10.722,9.0297,3.0049,11.4184,0.3671,-0.6046,0.0396,0.0381,-0.0654,-0.0631,0.9636,0.614,0.4506,0.4633,0.7339,0.7545,1.0282,0.3771,0.2031,0.2147,0.5386,0.5693,1.0571,0.4299,-0.4852,-0.4609,-1.1286,-1.072,0.9498,1.1142,0.1471,0.1469,0.132,0.1319,0.9988,0.6017,0.4862,0.4995,0.8082,0.8302,1.0273,0.2159,13.5265,-0.2256,-0.0815,-0.0305,0.191,0.0888,0.9878,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.0155,0.0108,0.1042,0.4383,-1.1365,6.2352,0.018,0.1341,0.6614,0.8997,9.8691,0.0097,0.0983,0.4244,0.9579,11.6751,0.008,0.0894,0.3684,0.969,0.0025,0.0016,0.0013,0.6318,0.5341,0.8453,0.7767,1.0599,1.1655,1.3645,1.5005,1.0997,0.6033,1.1233,1.3585,1.8619,2.2516,1.2093,-0.0393,-0.0242,-0.0203,0.6149,0.5157,0.8386,0.0311,0.0204,0.0173,0.6546,0.5554,0.8484,0.6626,1.0326,1.1898,1.5583,1.7956,1.1523,0.2382,16.1928,0.0585,-0.3501,-0.2799,-0.3396,0.487,0.6542,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.5774,1.1622,1.0781,4.5149,-1.2791,-0.5415,4.2437,2.06,10.6237,-0.474,10.7388,10.7994,3.2862,12.4275,0.3299,10.9946,11.2722,3.3574,13.57,0.3115,-1.0663,0.0538,0.0525,-0.0504,-0.0492,0.9767,0.5233,0.3281,0.3211,0.6269,0.6136,0.9788,0.2739,0.1076,0.1031,0.393,0.3765,0.9581,0.7417,-0.4142,-0.4128,-0.5585,-0.5566,0.9965,0.2749,0.1068,0.1005,0.3887,0.3657,0.941,0.425,0.3633,0.3327,0.8549,0.7829,0.9158,0.2341,13.3654,-0.5669,-0.1837,-0.2053,0.6663,0.6907,0.9967,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-1.0715,4.4712,2.1145,8.3407,-4.9847,10.4047,10.4502,3.2327,11.8295,0.0972,8.8619,5.9814,2.4457,10.2708,0.0064,14.015,12.4223,3.5245,14.1553,0.1415,-0.103,-0.1209,-0.0765,1.1741,0.7424,0.6323,0.6541,0.8646,0.5999,1.3218,0.9172,0.6939,0.4279,0.7475,0.3599,1.7471,0.8412,0.4815,-5.4521,-104.903,-2.9781,19.241,0.5462,0.0284,0.1064,0.1348,0.0845,1.2676,0.7947,0.6269,0.7051,0.8121,0.5892,1.1518,0.8357,0.7256,0.2917,20.6867,0.7072,0.4303,0.5086,0.9378,0.9668,0.9905,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0976,0.0161,0.1271,0.5545,-3.2834,11.7238,0.0096,0.098,0.4548,0.9621,9.9106,0.0045,0.067,0.3008,0.9701,15.3524,0.0124,0.1116,0.5403,0.9655,-0.0083,-0.0098,-0.0064,1.183,0.7637,0.6455,1.2971,1.8958,1.1391,1.4615,0.8782,0.6009,1.6825,3.594,1.2976,2.1361,0.7712,0.361,-0.0368,-0.0435,-0.0281,1.1811,0.7631,0.6461,0.0108,0.0129,0.0083,1.191,0.7658,0.643,1.2191,1.8432,1.0264,1.5119,0.8419,0.5568,0.3266,21.7551,0.5533,0.1274,0.4101,0.7866,0.9704,0.9081,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.0032,2.6625,1.6317,15.5375,-0.7963,-12.3587,0.5151,0.7177,15.7699,?,9.7674,0.0785,0.2801,2.0699,0.8039,15.8379,0.556,0.7456,5.2114,0.738,-0.0003,0.0003,0.0002,-1.2653,-0.7803,0.6167,2.2735,5.8255,2.1884,2.5624,0.9626,0.3757,5.1687,33.9368,4.7891,6.5658,0.9266,0.1411,0.4368,-0.8118,-0.4693,-1.8585,-1.0745,0.5782,0,0.8195,0.4349,0,0,0.5307,0.9853,7.5063,2.9814,7.6185,3.026,0.3972,0.3282,22.6577,-0.7313,-0.6222,0.5561,0.3196,-0.8924,-0.2228,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
1.8114,4.449,2.1093,8.7583,-0.5728,0.0273,8.3881,2.8962,10.405,-0.3436,10.4596,25.0754,5.0075,16.1728,0.1606,11.1708,25.812,5.0806,16.4415,0.1628,66.43,0.1732,0.1622,0.0026,0.0024,0.9363,0.7283,0.4212,0.4152,0.5784,0.5701,0.9856,0.5304,0.1774,0.1724,0.3345,0.325,0.9715,1.1987,-1.0311,-0.9978,-0.8602,-0.8324,0.9677,0.7191,0.289,0.2836,0.402,0.3943,0.9811,0.8417,0.5415,0.5327,0.6434,0.6329,0.9837,0.2212,14.8807,-0.4746,-0.1502,-0.1057,0.6417,0.6616,0.9956,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0518,0.158,0.3975,2.48,-11.6578,-12.94,0.1445,0.3801,13.7197,?,9.8137,0.0085,0.0921,0.4571,0.9546,16.2462,0.1259,0.3548,1.4679,0.9145,0.004,-0.0053,-0.0032,-1.3186,-0.7965,0.6041,1.0457,4.3147,1.1204,4.126,1.0714,0.2597,1.0935,18.6167,1.2554,17.0242,1.148,0.0674,0.1665,-0.2374,-0.1454,-1.4257,-0.8734,0.6126,0,0.0194,0.0114,0,0,0.5868,0.1808,5.425,1.6894,30.0121,9.3464,0.3114,0.3383,22.8979,0.4068,-0.5334,-0.4951,-0.7231,-0.9896,0.8058,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
1.4849,6.7264,2.5935,8.8188,-0.8566,-0.8028,1.1736,1.0833,4.248,-2.3519,9.1246,6.244,2.4988,12.592,0.1569,9.726,5.6569,2.3784,12.368,0.1899,-1.8497,0.1627,0.1527,-0.088,-0.0825,0.9382,2.3941,1.0379,1.0904,0.4335,0.4555,1.0506,5.7315,1.0773,1.1891,0.188,0.2075,1.1038,1.365,-1.7362,-1.4031,-1.2719,-1.0279,0.8082,3.7481,0.318,0.3111,0.0849,0.083,0.9782,2.076,0.7004,0.713,0.3374,0.3435,1.0181,0.1933,12.9385,0.0305,-0.3603,-0.3065,-0.2729,-0.3022,0.9888,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
