@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.0869,7.7918,2.7914,23.6129,-0.3465,-0.5298,3.3789,1.8382,15.9756,-0.5209,-0.1952,4.8146,2.1942,19.0225,-0.8002,3.2132,5.9869,2.4468,20.1407,0.0165,0.1641,0.4453,-0.0271,2.7138,-0.1649,-0.0608,1.5186,1.2721,1.1408,0.8377,0.7513,0.8968,2.306,1.6184,1.3015,0.7018,0.5644,0.8042,1.1106,0.7186,-17.9649,0.647,-16.1765,-25.0005,1.6695,1.6596,0.8563,0.9941,0.5129,0.516,1.4781,1.2413,1.1724,0.8398,0.7932,0.9445,0.003,4.7089,0.4029,0.4061,0.3644,0.0148,0.019,0.1373,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.0042,0.0375,0.1936,2.6612,-1.4625,-0.0209,0.0798,0.2824,3.9273,-1.259,-0.1176,0.0043,0.0658,0.5541,-1.7722,0.2151,0.0896,0.2993,2.7113,0.0042,-0.2011,-0.0357,0.0195,0.1776,-0.0971,-0.5468,0.6855,2.9422,0.6468,4.292,0.9436,0.2198,0.4699,8.6565,0.4184,18.4212,0.8903,0.0483,0.7221,4.4621,-136.6065,6.1793,-189.1781,-30.615,0.6216,5.407,0.3969,8.6985,0.6385,0.0734,0.6776,4.8029,0.9815,7.088,1.4485,0.2044,0.0006,0.3183,0.8762,0.4846,-0.0846,0.3218,0.0301,-0.0846,?,?,?,?,?,1100,0,0,0,1,PANTALONI
-0.0274,4.6868,2.1649,15.3251,-0.3046,-0.7965,2.5995,1.6123,8.4058,-0.9636,-0.1871,1.2844,1.1333,5.2543,-0.9621,2.6848,2.0326,1.4257,11.5416,0.0376,0.0343,0.1462,-0.0102,4.256,-0.2967,-0.0697,1.3427,1.9103,1.5185,1.4227,1.1309,0.7949,1.8029,3.6491,2.3058,2.024,1.2789,0.6319,0.8673,1.3887,-7.9401,1.6011,-9.1547,-5.7178,2.7442,4.3868,0.9796,1.5986,0.357,0.2233,1.8232,2.9167,1.3278,1.5998,0.7283,0.4552,0.0043,4.0828,0.4679,0.3468,0.2936,0.1772,-0.0987,0.0838,?,?,?,?,?,1100,0,0,0,1,PANTALONI
-0.0172,0.0086,0.0926,0.8122,-3.1044,-0.0458,0.0166,0.1287,1.6931,-0.7228,-0.1321,0.0077,0.088,0.5028,-2.2501,0.1954,0.0145,0.1205,0.9882,0.0166,0.3747,0.13,-0.0878,0.3469,-0.2344,-0.6758,0.7198,1.0529,0.7686,1.4627,1.0678,0.73,0.5181,1.1086,0.5908,2.1395,1.1402,0.5329,0.8649,1.7649,-36.8472,2.0406,-42.6029,-20.8778,0.2014,1.2792,0.1969,6.3527,0.978,0.1539,0.4797,1.6155,0.8219,3.3674,1.7133,0.5088,0.0007,0.2856,0.4147,-0.1159,-0.1977,0.1792,0.1011,-0.3405,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.0295,0.0033,0.0574,0.3237,-0.8809,-0.033,0.002,0.0449,0.2719,-1.7545,-0.1022,0.0043,0.0656,0.3037,-5.6909,0.1374,0.0031,0.056,0.292,0.0649,-0.8956,-0.2891,0.215,0.3228,-0.2401,-0.7437,1.2805,0.8763,1.0255,0.6844,0.8008,1.1702,1.6397,0.768,1.0516,0.4684,0.6413,1.3693,0.8755,0.5869,-7.4784,0.6704,-8.5421,-12.7423,1.7438,3.7917,0.5512,2.1744,0.3161,0.1454,1.1907,1.0659,1.1087,0.8952,0.9311,1.0401,0.0006,0.2019,-0.3088,0.0866,0.1344,-0.2136,-0.0438,-0.8365,?,?,?,?,?,1100,0,0,0,1,PANTALONI
-2.5735,4.5239,2.1269,6.75,-85.4,-0.0851,0.6155,0.7845,3.1758,-1.5054,-1.7867,4.9264,2.2195,8.2773,-9.0665,3.5041,7.6091,2.7585,9.0473,0.0379,30.2273,1.4404,-0.7344,0.0477,-0.0243,-0.5099,2.7112,0.9583,0.7711,0.3535,0.2844,0.8046,7.3505,0.9183,0.5945,0.1249,0.0809,0.6474,3.4964,0.8949,-18.7134,0.256,-5.3522,-20.9101,0.0616,0.095,0.0083,1.5416,0.1348,0.0874,2.1255,0.8155,0.7461,0.3837,0.351,0.9149,0.1425,5.204,0.0964,0.8105,-0.9602,0.0754,-0.0934,-0.9343,?,?,?,?,?,125000,0,0,0,1,PANTALONI
0.0063,23.6956,4.8678,47.044,-1.2226,-0.1626,2.8442,1.6865,9.3674,-1.5773,0.4134,10.6508,3.2636,36.4042,-0.5403,3.9489,21.7939,4.6684,31.3545,0.0178,-0.0386,0.0152,0.0016,-0.3934,-0.0412,0.1047,2.8864,1.4916,1.0427,0.5168,0.3613,0.6991,8.3313,2.2248,1.0873,0.267,0.1305,0.4887,4.514,2.0266,-45.4544,0.449,-10.0696,-22.4291,5.8235,0.8955,0.663,0.1538,0.1139,0.7404,5.0221,1.2923,1.5004,0.2573,0.2988,1.1611,0.0023,5.759,-0.098,0.7319,-0.1755,0.1276,0.0107,0.0604,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.0982,0.0168,0.1298,0.6318,-0.6051,-0.1364,0.0205,0.143,0.6533,-2.9659,-0.0796,0.0131,0.1142,0.5907,-2.4321,0.2618,0.0164,0.1282,0.5588,0.1022,-0.72,-1.2336,0.3751,1.7134,-0.5211,-0.3041,0.9074,1.1362,1.0128,1.2521,1.1162,0.8914,0.8233,1.2909,1.0258,1.5679,1.2459,0.7947,0.4875,0.569,-3.7437,1.1672,-7.6791,-6.579,2.3896,2.2873,0.6325,0.9572,0.2647,0.2765,0.9671,1.0697,1.1308,1.106,1.1692,1.0571,0.001,0.3961,-0.3667,-0.2179,0.6188,0.1503,-0.7713,-0.4216,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.0278,0.0092,0.0959,0.4703,-0.8271,-0.0405,0.0035,0.0587,0.2853,-2.1425,-0.1164,0.0039,0.0621,0.3797,-5.6952,0.1699,0.0036,0.0602,0.2748,0.1766,-0.6848,-0.2385,0.1635,0.3483,-0.2387,-0.6854,1.6324,1.5431,1.5923,0.9453,0.9754,1.0318,2.6647,2.3813,2.5353,0.8936,0.9515,1.0647,1.0944,0.6592,-3.6133,0.6023,-3.3017,-5.4814,2.8348,4.539,0.7714,1.6012,0.2721,0.17,1.6482,1.2387,1.7117,0.7515,1.0385,1.3819,0.0007,0.2549,0.1226,-0.2691,0.4502,-0.0157,-0.1574,-0.6552,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.3082,13.4358,3.6655,22.5925,-1.1495,-0.4924,6.3856,2.527,13.2687,-1.1613,-0.0897,3.0388,1.7432,12.8972,-1.1212,4.1232,6.2051,2.491,12.0531,0.0352,-0.6258,-3.4349,0.0747,5.4885,-0.1194,-0.0218,1.4505,2.1027,1.4715,1.4496,1.0144,0.6998,2.1041,4.4214,2.1653,2.1013,1.0291,0.4897,1.6946,1.7722,-27.4405,1.0458,-16.1927,-15.4834,1.7121,1.7287,0.8413,1.0097,0.4914,0.4867,1.7027,1.7517,1.8744,1.0288,1.1009,1.07,0.003,5.9557,-0.1683,0.0181,-0.0605,0.1581,0.0918,0.061,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.4803,8.8096,2.9681,15.1847,-0.6678,-1.1006,7.0983,2.6643,12.1576,-1.7385,1.1124,10.02,3.1654,16.4516,-0.5685,4.7096,6.4266,2.5351,12.6985,0.0536,-0.4364,0.4318,0.102,-0.9894,-0.2337,0.2362,1.114,0.9377,1.1708,0.8417,1.051,1.2487,1.2411,0.8792,1.3708,0.7084,1.1045,1.5591,0.7878,1.0197,-8.4556,1.2944,-10.7335,-8.2923,2.0508,0.868,0.6786,0.4233,0.3309,0.7817,1.249,0.923,1.1958,0.739,0.9574,1.2956,0.0089,7.018,0.0873,0.2713,0.4435,0.3174,-0.3073,0.3304,?,?,?,?,?,1100,0,0,0,1,PANTALONI
-0.0414,11.39,3.3749,19.26,-0.5972,-1.1953,7.6849,2.7722,13.7628,-0.9328,0.0081,9.2718,3.045,26.176,-0.8975,4.7743,6.9837,2.6427,14.2709,0.0369,0.0346,-5.105,-0.0087,-147.3796,-0.2504,0.0017,1.2174,1.1084,1.2771,0.9104,1.049,1.1522,1.4821,1.2285,1.6309,0.8288,1.1004,1.3276,1.0842,0.5816,-13.1655,0.5365,-12.1429,-22.6348,1.6934,0.8741,0.8138,0.5162,0.4806,0.931,1.3994,0.7358,1.3496,0.5258,0.9644,1.8342,0.0065,6.9506,0.3108,0.23,0.325,0.0857,0.0247,0.021,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.1263,4.3488,2.0854,9.6489,-0.6214,-0.8531,5.1962,2.2795,10.3927,-0.8193,0.0505,3.7955,1.9482,10.1458,-0.7889,3.5077,1.7827,1.3352,7.1163,0.1269,-0.1481,2.5026,0.036,-16.8989,-0.2432,0.0144,0.9148,1.0704,1.5619,1.1701,1.7073,1.4591,0.8369,1.1458,2.4395,1.369,2.9148,2.1291,0.7901,0.8265,-3.5739,1.0461,-4.5231,-4.324,1.0418,1.0492,0.7301,1.0072,0.7008,0.6958,0.9284,0.951,1.3559,1.0243,1.4604,1.4257,0.0047,5.4116,0.6229,0.3269,0.2147,0.153,0.167,0.0382,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.1383,0.0092,0.0959,0.4387,-0.1389,-0.0638,0.0088,0.094,0.4739,-1.8543,-0.2127,0.0047,0.0688,0.4069,-8.545,0.2877,0.0084,0.0918,0.4701,0.1285,-2.1695,-0.6503,0.4808,0.2998,-0.2216,-0.7393,1.0199,1.3926,1.044,1.3654,1.0237,0.7497,1.0402,1.9393,1.09,1.8643,1.0479,0.5621,0.1738,0.1469,-0.772,0.8451,-4.4418,-5.2561,2.3204,9.0365,0.7142,3.8943,0.3078,0.079,0.9259,1.0782,0.9334,1.1645,1.0081,0.8657,0.0015,0.4484,-0.3402,-0.308,0.8184,-0.0621,-0.3594,-0.7115,?,?,?,?,?,1100,0,0,0,1,PANTALONI
